region_id,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
LGA10650,1145,2247,18,109,100,466,20,91,381,1554,519,2220,41,154,62,187,121,359,224,700,743,2920,3,8,23,66,7,39,131,364,164,477,7,26,35,64,66,136,108,226,272,703,28,54,2188,5924
LGA10750,20467,41483,1002,5912,4249,20512,1573,7553,22815,90619,29639,124596,2423,10591,3072,10846,7956,26453,13451,47890,43090,172486,306,1552,1124,4354,823,3179,6240,18201,8493,27286,639,2161,1188,2772,5341,12159,7168,17092,15661,44378,1249,2706,80467,261053
LGA10800,730,1425,13,59,84,391,21,107,364,1580,482,2137,18,71,57,175,93,275,168,521,650,2658,0,5,12,49,6,19,89,234,107,307,3,15,20,40,57,115,80,170,187,477,13,28,1580,4588
LGA10850,745,1461,18,97,89,432,23,119,454,1866,584,2514,36,164,49,153,133,407,218,724,802,3238,4,15,17,69,10,49,115,319,146,452,6,15,26,55,103,211,135,281,281,733,25,57,1853,5489
LGA10900,7810,15421,183,1013,952,4383,242,1116,4836,19046,6213,25558,506,2109,864,2816,1636,5110,3006,10035,9219,35593,37,173,263,891,95,313,1247,3284,1642,4661,141,406,358,752,1036,2177,1535,3335,3177,7996,180,373,20386,59383
LGA10950,275,540,5,18,29,127,15,71,192,779,241,995,10,34,17,55,49,139,76,228,317,1223,0,5,5,34,10,29,65,191,80,259,0,3,0,3,48,88,48,94,128,353,11,20,731,2136
LGA11000,322,622,3,9,34,135,5,28,144,569,186,741,4,23,15,48,34,101,53,172,239,913,3,5,6,19,0,7,38,112,47,143,3,5,10,18,34,70,47,93,94,236,5,15,660,1786
LGA11050,293,577,4,25,27,131,14,44,128,556,173,756,10,34,24,76,38,110,72,220,245,976,0,8,3,8,0,5,43,133,46,154,3,3,11,28,31,63,45,94,91,248,7,18,636,1819
LGA11100,3251,6552,59,319,437,1947,149,648,2683,10193,3328,13107,235,996,396,1368,1044,3412,1675,5776,5003,18883,16,61,89,309,58,211,622,1609,785,2190,75,249,192,449,775,1733,1042,2431,1827,4621,290,631,10371,30687
LGA11150,242,478,5,23,19,74,11,59,170,686,205,842,5,18,12,34,36,110,53,162,258,1004,5,17,8,18,4,22,69,215,86,272,0,0,9,17,29,70,38,87,124,359,17,39,641,1880
LGA11200,120,239,7,37,14,55,3,34,93,374,117,500,8,28,3,14,24,74,35,116,152,616,4,9,12,48,0,12,69,221,85,290,0,3,5,6,32,83,37,92,122,382,22,43,416,1280
LGA11250,2102,4145,23,127,151,681,93,413,834,3268,1101,4489,60,242,106,322,372,1108,538,1672,1639,6161,9,60,69,248,53,183,520,1417,651,1908,22,65,68,143,306,652,396,860,1047,2768,66,144,4854,13218
LGA11300,2651,5380,51,271,380,1744,73,319,1846,7015,2350,9349,251,1091,434,1532,839,2792,1524,5415,3874,14764,10,42,69,236,22,73,355,955,456,1306,58,187,202,472,535,1162,795,1821,1251,3127,278,617,8054,23888
LGA11350,2797,5490,39,199,292,1330,72,297,1669,6364,2072,8190,88,348,246,735,449,1373,783,2456,2855,10646,10,42,107,351,45,155,813,1964,975,2512,36,98,250,512,423,882,709,1492,1684,4004,89,173,7425,20313
LGA11400,1575,3092,57,327,161,759,51,226,844,3502,1113,4814,68,259,107,333,259,792,434,1384,1547,6198,5,29,39,136,14,37,179,499,237,701,12,30,35,85,133,279,180,394,417,1095,36,78,3575,10463
LGA11450,4635,9260,184,1039,848,4002,297,1369,4592,18505,5921,24915,496,2107,558,1913,1519,5011,2573,9031,8494,33946,43,191,189,670,99,361,885,2484,1216,3706,121,401,191,434,654,1480,966,2315,2182,6021,151,318,15462,49545
LGA11500,10769,21723,507,2972,1807,8708,829,3987,8743,35086,11886,50753,1244,5393,1400,4851,4486,14857,7130,25101,19016,75854,156,754,615,2374,431,1622,3619,10401,4821,15151,376,1243,677,1579,2844,6363,3897,9185,8718,24336,620,1329,39123,123242
LGA11520,8025,15925,97,501,765,3414,158,701,5355,19965,6375,24581,473,1972,861,2984,1836,5875,3170,10831,9545,35412,14,51,148,505,48,158,767,1896,977,2610,144,437,341,773,1084,2368,1569,3578,2546,6188,442,925,20558,58450
LGA11550,10497,21346,312,1818,1766,8538,462,2154,9701,37979,12241,50489,989,4352,1344,4683,3970,13240,6303,22275,18544,72764,70,363,394,1439,200,726,2137,5729,2801,8257,257,883,712,1635,2592,5826,3561,8344,6362,16601,813,1786,36216,112497
LGA11600,299,588,8,34,41,169,6,33,161,646,216,882,7,22,23,63,42,131,72,216,288,1098,3,11,6,16,3,11,38,127,50,165,0,8,0,0,36,67,36,75,86,240,7,16,680,1942
LGA11700,192,375,8,40,15,84,7,43,96,372,126,539,3,11,4,15,26,76,33,102,159,641,3,13,5,21,3,22,55,186,66,242,3,0,9,22,37,88,49,110,115,352,13,30,479,1398
LGA11720,5047,10037,128,695,508,2378,271,1251,3075,12243,3982,16567,238,1000,332,1059,1204,3812,1774,5871,5756,22438,49,224,179,639,119,432,1315,3658,1662,4953,83,251,177,406,876,1878,1136,2535,2798,7488,170,345,13771,40308
LGA11730,6381,12593,90,527,527,2444,190,885,2396,9651,3203,13507,180,724,386,1183,885,2722,1451,4629,4654,18136,39,184,202,704,85,332,1165,3241,1491,4461,66,194,218,475,679,1404,963,2073,2454,6534,189,402,13678,37665
LGA11750,488,949,5,40,45,193,23,94,324,1294,397,1621,14,65,28,76,61,187,103,328,500,1949,0,8,9,29,6,10,88,236,103,283,0,4,14,31,58,117,72,152,175,435,18,44,1181,3377
LGA11800,7949,15711,132,736,759,3503,212,956,3772,14834,4875,20029,282,1122,612,1947,1205,3675,2099,6744,6974,26773,42,191,283,1017,135,494,1663,4465,2123,6167,110,336,347,751,972,2019,1429,3106,3552,9273,195,399,18670,52156
LGA11860,186,364,4,22,32,163,5,15,113,481,154,681,9,23,15,47,27,91,51,161,205,842,0,0,0,9,0,0,17,43,17,52,0,0,0,7,13,22,13,29,30,81,7,13,428,1300
LGA12000,496,982,11,64,59,280,10,44,243,1044,323,1432,18,79,29,100,74,225,121,404,444,1836,5,16,4,24,6,29,75,216,90,285,3,10,14,30,36,73,53,113,143,398,11,24,1094,3240
LGA12050,1169,2312,14,70,131,606,34,165,547,2188,726,3029,39,160,93,276,146,422,278,858,1004,3887,3,34,30,107,8,31,191,492,232,664,11,23,26,51,135,277,172,351,404,1015,27,51,2604,7265
LGA12150,442,881,8,39,48,204,21,84,174,713,251,1040,10,46,21,59,75,226,106,331,357,1371,4,26,12,35,21,85,112,366,149,512,4,18,8,18,73,155,85,191,234,703,28,54,1061,3009
LGA12200,1007,1966,15,70,78,367,18,89,395,1589,506,2115,20,84,69,217,104,321,193,622,699,2737,6,16,21,67,10,45,140,393,177,521,6,21,31,62,88,181,125,264,302,785,21,48,2029,5536
LGA12300,1567,3090,19,97,124,591,41,177,621,2479,805,3344,44,167,75,235,156,479,275,881,1080,4225,6,34,31,111,18,61,182,503,237,709,11,35,30,65,104,216,145,316,382,1025,27,57,3056,8397
LGA12350,1507,2988,33,179,152,707,50,219,612,2503,847,3608,41,156,102,317,216,666,359,1139,1206,4747,4,13,39,148,18,80,211,623,272,864,6,22,30,72,146,324,182,418,454,1282,38,80,3205,9097
LGA12500,838,1645,11,61,87,394,23,108,365,1469,486,2032,28,102,54,152,99,299,181,553,667,2585,4,24,29,113,22,93,155,399,210,629,14,36,31,68,99,212,144,316,354,945,27,55,1886,5230
LGA12600,3803,7489,83,465,443,1999,174,784,2426,9763,3126,13011,151,621,302,929,710,2163,1163,3713,4289,16724,41,182,160,606,104,383,968,2725,1273,3896,63,194,147,322,487,1026,697,1542,1970,5438,158,318,10220,29969
LGA12700,1043,2063,20,122,94,435,33,143,494,1967,641,2667,61,240,90,295,193,600,344,1135,985,3802,3,9,29,95,10,40,133,355,175,499,11,32,38,76,99,206,148,314,323,813,17,36,2368,6714
LGA12750,5326,10482,55,298,312,1432,105,489,1563,6191,2035,8410,112,448,266,814,581,1758,959,3020,2994,11430,19,111,133,460,50,191,746,2063,948,2825,52,147,131,285,459,939,642,1371,1590,4196,97,199,10007,26307
LGA12850,11569,23800,633,3756,2825,13904,962,4716,10688,43957,15108,66333,2041,9249,2225,8051,6479,22184,10745,39484,25853,105817,200,959,860,3343,461,1738,3901,11427,5422,17467,565,2006,1060,2613,4180,9974,5805,14593,11227,32060,1065,2377,49714,164054
LGA12900,1094,2170,16,74,110,495,35,168,508,2106,669,2843,25,100,66,189,136,409,227,698,896,3541,9,29,36,136,14,61,197,557,256,783,4,10,27,53,127,275,158,338,414,1121,36,83,2440,6915
LGA12950,530,1029,4,30,56,247,15,61,231,922,306,1260,16,69,31,94,82,233,129,396,435,1656,4,25,10,36,8,26,109,323,131,410,3,18,14,27,52,109,69,154,200,564,15,40,1180,3289
LGA13010,1138,2242,10,64,86,373,17,77,434,1768,547,2282,17,86,66,195,133,388,216,669,763,2951,6,24,33,112,10,32,181,538,230,706,15,41,36,79,105,213,156,333,386,1039,43,83,2330,6315
LGA13050,745,1457,9,51,50,209,13,60,236,942,308,1262,19,76,42,129,84,262,145,467,453,1729,0,6,20,68,3,27,74,200,97,301,0,4,16,31,52,111,68,146,165,447,20,37,1383,3670
LGA13100,16729,33174,333,1811,1880,8639,536,2375,9695,38247,12444,51072,1038,4275,1640,5459,3528,11112,6206,20846,18650,71918,113,478,580,2000,307,1050,2900,7760,3900,11288,358,1117,795,1717,2793,5899,3946,8733,7846,20021,551,1134,43776,126247
LGA13310,2955,5814,73,411,270,1285,106,494,1522,5994,1971,8184,122,504,216,673,579,1789,917,2966,2888,11150,21,73,97,322,41,148,623,1680,782,2223,30,91,113,235,394,830,537,1156,1319,3379,106,217,7268,20560
LGA13320,5334,10501,33,169,290,1328,98,427,1430,5664,1851,7588,114,441,220,690,552,1664,886,2795,2737,10383,17,73,133,481,51,197,695,1913,896,2664,33,99,131,282,506,1042,670,1423,1566,4087,104,220,9741,25191
LGA13340,1130,2220,28,153,142,682,44,195,591,2470,805,3500,44,163,96,299,213,639,353,1101,1158,4601,9,39,29,113,14,64,145,390,197,606,14,30,28,66,98,211,140,307,337,913,25,46,2650,7780
LGA13380,6105,12105,78,445,481,2236,159,716,2217,9031,2935,12428,175,708,370,1147,813,2506,1358,4361,4293,16789,31,137,187,656,99,352,1108,3122,1425,4267,52,155,218,467,685,1460,955,2082,2380,6349,141,285,12919,35528
LGA13450,2320,4627,70,379,299,1414,112,539,1657,6839,2138,9171,134,565,145,460,575,1874,854,2899,2992,12070,21,112,50,158,42,149,399,1131,512,1550,30,99,59,127,296,659,385,885,897,2435,101,215,6310,19347
LGA13500,449,885,16,70,48,233,10,52,232,976,306,1331,16,65,19,58,76,234,111,357,417,1688,3,8,7,36,5,23,57,167,72,234,5,9,5,11,45,91,55,111,127,345,12,29,1005,2947
LGA13550,1282,2565,38,203,148,663,60,272,708,2870,954,4008,49,206,76,232,239,719,364,1157,1318,5165,3,11,35,117,26,90,269,767,333,985,14,48,30,65,155,348,199,461,532,1446,46,95,3178,9271
LGA13650,501,998,21,112,47,222,25,132,253,1032,346,1498,6,31,27,78,91,267,124,376,470,1874,3,13,15,52,6,37,82,252,106,354,3,17,14,22,52,110,69,149,175,503,19,36,1165,3411
LGA13660,673,1327,7,42,57,256,19,73,309,1230,392,1601,16,61,33,101,95,283,144,445,536,2046,3,7,14,43,7,36,72,191,96,277,3,5,8,18,61,119,72,142,168,419,18,22,1395,3814
LGA13700,493,971,9,61,53,243,7,38,193,775,262,1117,13,43,15,51,62,175,90,269,352,1386,0,5,9,28,3,10,63,183,75,226,3,7,5,20,49,89,57,116,132,342,12,30,989,2729
LGA13800,5410,10786,211,1172,802,3798,357,1684,4131,16476,5501,23130,511,2145,533,1790,1672,5419,2716,9354,8217,32484,33,168,198,703,142,493,1124,3026,1497,4390,129,419,226,501,979,2149,1334,3069,2831,7459,163,346,16621,51075
LGA13850,328,641,8,35,42,175,11,52,166,652,227,914,10,31,23,61,56,172,89,264,316,1178,0,17,10,38,0,9,63,180,73,244,10,18,6,19,43,83,59,120,132,364,8,26,784,2209
LGA13950,7781,15784,270,1595,1152,5592,355,1723,7509,29077,9286,37987,728,3282,929,3302,2432,8119,4089,14703,13375,52690,72,349,310,1142,160,599,1630,4524,2172,6614,211,741,433,1002,1816,4116,2460,5859,4632,12473,600,1295,26388,82242
LGA14000,13576,27031,328,1783,2611,11717,406,1796,11864,46079,15209,61375,1677,7062,3012,10485,4246,13640,8935,31187,24144,92562,58,254,376,1229,94,294,1392,3619,1920,5396,315,998,836,1980,2026,4410,3177,7388,5097,12784,548,1160,43365,133537
LGA14100,1162,2296,28,155,173,785,15,57,886,3552,1102,4549,129,524,189,648,295,920,613,2092,1715,6641,0,4,15,51,10,28,113,265,138,348,22,76,56,125,149,308,227,509,365,857,34,75,3276,9869
LGA14150,7148,14441,165,964,955,4362,249,1126,5423,20758,6792,27210,661,2832,1070,3721,2199,7168,3930,13721,10722,40931,36,164,200,702,86,282,996,2698,1318,3846,168,544,427,995,1395,3065,1990,4604,3308,8450,442,942,21620,64764
LGA14200,1874,3719,23,136,209,1002,42,180,919,3722,1193,5040,59,239,103,304,307,933,469,1476,1662,6516,13,48,62,228,28,133,378,1116,481,1525,9,34,55,112,198,423,262,569,743,2094,55,114,4334,12443
LGA14250,175,339,4,19,30,107,3,24,84,345,121,495,8,25,12,39,27,86,47,150,168,645,0,0,4,9,0,4,16,52,20,65,3,5,0,3,13,26,16,34,36,99,5,12,384,1095
LGA14300,543,1080,14,88,56,257,17,87,322,1349,409,1781,30,118,45,140,103,316,178,574,587,2355,3,7,19,73,0,0,110,319,132,399,4,11,17,33,71,147,92,191,224,590,14,23,1368,4048
LGA14350,3283,6513,52,278,275,1348,100,456,1210,4957,1637,7039,98,385,205,620,489,1496,792,2501,2429,9540,19,82,132,479,77,335,823,2449,1051,3345,34,106,134,281,467,999,635,1386,1686,4731,111,233,7509,21017
LGA14400,2540,4994,44,251,245,1100,68,295,1143,4565,1500,6211,172,726,259,863,502,1548,933,3137,2433,9348,9,41,67,230,17,60,266,701,359,1032,30,90,91,206,244,498,365,794,724,1826,41,88,5738,16256
LGA14450,5054,10172,102,561,775,3512,140,633,3927,14959,4944,19665,462,1956,826,2890,1604,5110,2892,9956,7836,29621,17,78,144,513,57,189,614,1576,832,2356,98,321,287,669,921,2029,1306,3019,2138,5375,331,707,15359,45875
LGA14500,9661,19063,209,1090,2249,10180,196,827,8066,32259,10720,44356,1152,4728,2563,8923,2618,8090,6333,21741,17053,66097,24,89,295,995,34,120,757,1980,1110,3184,199,623,572,1370,1099,2359,1870,4352,2980,7536,343,732,30037,93428
LGA14550,1118,2208,16,72,121,577,30,154,463,1885,630,2688,29,116,80,254,161,472,270,842,900,3530,9,47,30,117,12,36,210,582,261,782,8,33,54,121,131,272,193,426,454,1208,38,76,2510,7022
LGA14600,750,1480,16,98,50,223,24,103,427,1714,517,2138,21,84,50,143,111,352,182,579,699,2717,0,10,21,72,23,79,132,379,176,540,5,19,19,35,80,172,104,226,280,766,37,83,1766,5046
LGA14650,21127,41991,425,2298,2137,9739,818,3669,10991,43091,14371,58797,1225,5036,1879,6361,4784,14982,7888,26379,22259,85176,150,667,641,2227,409,1436,3667,9923,4867,14253,346,1042,821,1826,3167,6764,4334,9632,9201,23885,674,1397,53261,152449
LGA14700,3108,6143,42,206,393,1771,50,215,2511,9555,2996,11747,209,865,468,1632,484,1484,1161,3981,4157,15728,8,26,52,168,14,49,314,743,388,986,45,138,154,349,355,720,554,1207,942,2193,190,393,8397,24457
LGA14750,1022,2035,16,98,134,656,53,233,647,2659,850,3646,39,156,91,285,226,678,356,1119,1206,4765,7,33,40,124,20,82,228,664,295,903,19,54,33,72,122,269,174,395,469,1298,38,78,2735,8176
LGA14800,5830,11408,26,135,279,1229,42,176,4117,14915,4464,16455,158,621,401,1275,656,2013,1215,3909,5679,20364,3,15,72,244,39,108,607,1436,721,1803,49,161,240,495,679,1420,968,2076,1689,3879,334,699,13532,36350
LGA14850,4377,8663,58,340,515,2334,130,601,2357,9421,3060,12696,186,764,368,1183,712,2212,1266,4159,4326,16855,23,113,209,749,76,262,1096,2905,1404,4029,68,215,251,503,654,1373,973,2091,2377,6120,164,345,11244,31983
LGA14870,2207,4370,41,249,213,964,96,401,1052,4231,1402,5845,94,380,127,409,419,1318,640,2107,2042,7952,12,50,62,228,39,145,431,1178,544,1601,18,59,79,163,323,688,420,910,964,2511,94,192,5307,15025
LGA14900,11058,22406,614,3575,3069,14804,945,4504,13033,52614,17661,75497,1709,7554,1957,6985,5094,17239,8760,31778,26421,107275,146,709,667,2507,381,1442,3119,9021,4313,13679,439,1529,698,1681,3028,7025,4165,10235,8478,23914,606,1339,46563,154934
LGA14920,946,1862,19,98,76,324,28,131,408,1630,531,2183,26,96,69,203,119,361,214,660,745,2843,3,10,15,64,9,34,168,492,195,600,5,16,32,59,114,239,151,314,346,914,39,77,2076,5696
LGA14950,361,714,6,51,40,179,17,59,189,787,252,1076,13,55,27,74,56,156,96,285,348,1361,0,0,5,23,5,22,27,76,37,121,5,7,10,22,38,78,53,107,90,228,12,23,811,2326
LGA15050,6678,13262,163,917,804,3728,288,1296,4697,18641,5952,24582,418,1704,661,2205,1589,5042,2668,8951,8620,33533,49,220,245,899,125,451,1381,3838,1800,5408,134,418,246,538,1016,2193,1396,3149,3196,8557,221,468,18715,55820
LGA15150,4411,8605,50,232,432,1916,41,193,3081,11772,3604,14113,195,729,451,1528,563,1751,1209,4008,4813,18121,3,21,70,234,14,31,410,1021,497,1307,46,141,174,387,396,817,616,1345,1113,2652,137,284,10474,29662
LGA15200,7798,15436,46,281,427,1940,105,449,4712,17266,5290,19936,260,1122,497,1669,1239,4059,1996,6850,7286,26786,24,115,141,497,81,298,1070,2598,1316,3508,105,345,361,782,1164,2535,1630,3662,2946,7170,592,1250,18622,50642
LGA15270,2586,5092,46,219,267,1242,92,432,1329,5279,1734,7172,81,325,166,525,426,1279,673,2129,2407,9301,6,38,61,207,41,134,436,1168,544,1547,16,51,75,152,270,551,361,754,905,2301,73,151,5971,16845
LGA15300,1223,2434,25,136,127,540,54,269,853,3390,1059,4335,37,160,81,233,208,657,326,1050,1385,5385,9,45,35,140,43,169,334,976,421,1330,18,55,31,65,181,402,230,522,651,1852,62,134,3321,9805
LGA15350,2932,5752,30,143,353,1560,43,158,1935,7444,2361,9305,154,609,367,1246,356,1077,877,2932,3238,12237,5,29,56,193,12,20,267,632,340,874,50,153,126,294,253,509,429,956,769,1830,102,211,7041,20030
LGA15500,1019,2013,15,74,78,378,18,79,364,1422,475,1953,31,128,51,155,106,331,188,614,663,2567,3,6,20,53,11,34,102,294,136,387,3,10,16,26,65,141,84,177,220,564,18,37,1920,5181
LGA15550,248,485,0,16,21,96,7,37,147,593,175,742,7,24,13,34,46,152,66,210,241,952,3,5,3,18,4,11,56,169,66,203,4,10,10,15,24,53,38,78,104,281,9,21,602,1739
LGA15650,1483,2950,30,167,181,861,68,313,1061,4250,1340,5591,60,262,106,334,285,892,451,1488,1791,7079,10,47,48,173,22,91,337,945,417,1256,24,85,45,94,175,346,244,525,661,1781,68,130,4003,11940
LGA15700,2503,4972,24,117,197,937,48,215,808,3282,1077,4551,50,199,119,379,293,874,462,1452,1539,6003,13,57,88,337,52,188,444,1294,597,1876,25,84,92,186,280,592,397,862,994,2738,79,166,5115,13879
LGA15750,1429,2821,25,138,128,572,59,260,839,3396,1051,4366,66,255,93,270,222,699,381,1224,1432,5590,8,36,47,174,24,76,246,738,325,1024,14,27,35,79,152,329,201,435,526,1459,48,99,3435,9969
LGA15800,615,1205,8,59,97,443,17,75,303,1241,425,1818,21,71,55,163,105,326,181,560,606,2378,0,9,8,39,9,23,150,440,167,511,3,16,16,35,76,154,95,205,262,716,24,55,1507,4354
LGA15850,703,1377,17,82,68,300,20,99,375,1574,480,2055,18,80,51,145,115,342,184,567,664,2622,0,4,20,86,21,72,196,617,237,779,4,26,23,46,85,164,112,236,349,1015,27,62,1743,5076
LGA15900,14704,29104,195,1041,1326,5980,429,1920,8674,33244,10624,42185,720,2937,1312,4331,2712,8474,4744,15742,15368,57927,55,254,420,1415,255,858,2705,7038,3435,9565,256,784,738,1592,2593,5472,3587,7848,7022,17413,813,1658,37907,106102
LGA15950,8888,17340,16,82,249,1069,40,155,3292,11625,3597,12931,139,541,506,1662,581,1707,1226,3910,4823,16841,3,23,70,201,7,23,507,1164,587,1411,64,180,284,594,563,1138,911,1912,1498,3323,444,908,15653,38412
LGA16100,606,1191,7,39,46,215,25,95,323,1329,401,1678,26,103,44,141,100,294,170,538,571,2216,5,22,18,57,6,25,77,233,106,337,3,12,10,16,63,137,76,165,182,502,4,13,1363,3922
LGA16150,3568,7031,82,476,434,2014,151,705,2425,9636,3092,12831,173,706,263,820,663,2051,1099,3577,4191,16408,27,125,129,489,90,337,840,2379,1086,3330,49,157,143,299,520,1107,712,1563,1798,4893,143,300,9700,28632
LGA16180,1641,3223,34,200,218,989,58,252,1012,4005,1322,5446,100,433,180,577,291,880,571,1890,1893,7336,4,16,24,86,10,37,174,466,212,605,16,59,35,65,99,201,150,325,362,930,21,46,3917,11535
LGA16200,1527,2993,37,223,173,829,51,219,853,3537,1114,4808,61,229,114,348,236,727,411,1304,1525,6112,9,45,54,187,29,102,342,964,434,1298,13,45,60,124,192,410,265,579,699,1877,43,86,3794,11068
LGA16250,14035,28337,379,2266,1862,8887,478,2309,12110,46201,14829,59663,1173,5265,1676,5845,3694,12187,6543,23297,21372,82960,93,450,433,1662,223,793,2093,5755,2842,8660,324,1076,804,1875,2606,5849,3734,8800,6576,17460,984,2144,42967,130901
