region_id,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
LGA12200,2852,3096,5948,1122,643,1765,266,596,862,95,68,163,88,75,163,1571,1382,2953,1120,1547,2667,5.6,5.4,5.5,55.1,44.6,49.6,52.0,42.2,46.9,26,20,46,30,39,69,133,250,383,126,203,329,784,489,1273,2889,3105,5994,423,494,917,2118,2197,4315,1002,1181,2183
LGA12300,4499,4487,8986,2000,867,2867,405,1038,1443,162,159,321,121,113,234,2688,2177,4865,1579,2098,3677,4.5,5.2,4.8,59.8,48.5,54.1,57.1,46.0,51.5,33,40,73,24,52,76,202,342,544,184,305,489,1427,669,2096,4590,4563,9153,625,698,1323,3335,3287,6622,1598,1685,3283
LGA12350,4860,4976,9836,1973,898,2871,477,1093,1570,138,154,292,187,158,345,2775,2303,5078,1731,2366,4097,6.7,6.9,6.8,57.1,46.3,51.6,53.2,43.1,48.1,35,30,65,24,56,80,237,370,607,214,364,578,1252,732,1984,4901,4980,9881,726,720,1446,3552,3615,7167,1755,1745,3500
LGA12500,2778,2991,5769,1206,611,1817,259,727,986,108,111,219,75,70,145,1648,1519,3167,927,1289,2216,4.6,4.6,4.6,59.3,50.8,54.9,56.6,48.4,52.4,29,27,56,12,38,50,132,239,371,129,195,324,710,472,1182,2746,2930,5676,454,521,975,1996,2091,4087,1000,1151,2151
LGA12600,14253,15837,30090,7461,4645,12106,1445,3831,5276,461,552,1013,502,441,943,9869,9469,19338,3603,5670,9273,5.1,4.7,4.9,69.2,59.8,64.3,65.7,57.0,61.1,202,228,430,122,251,373,978,1886,2864,644,1112,1756,4252,2842,7094,14739,15838,30577,2774,3171,5945,9354,10011,19365,6719,7685,14404
LGA12700,3392,3368,6760,1518,685,2203,371,891,1262,143,116,259,110,63,173,2142,1755,3897,1102,1461,2563,5.1,3.6,4.4,63.1,52.1,57.7,59.9,50.3,55.1,50,49,99,26,50,76,204,347,551,192,310,502,1047,552,1599,3566,3467,7033,414,460,874,2599,2506,5105,1131,1213,2344
LGA12750,14553,15306,29859,4093,2317,6410,1858,3338,5196,477,447,924,601,412,1013,7029,6514,13543,6599,7928,14527,8.6,6.3,7.5,48.3,42.6,45.4,44.2,39.9,42.0,270,233,503,177,301,478,1046,1403,2449,799,1339,2138,4575,2344,6919,14019,14581,28600,2416,2556,4972,9671,9853,19524,5879,6469,12348
LGA12850,72854,76694,149548,28541,16086,44627,7601,11333,18934,2790,2257,5047,4056,3286,7342,42988,32962,75950,25930,39908,65838,9.4,10.0,9.7,59.0,43.0,50.8,53.4,38.7,45.9,849,772,1621,210,324,534,5410,6264,11674,4173,5209,9382,12275,7558,19833,78571,81139,159710,8848,9366,18214,57482,59196,116678,24045,25659,49704
LGA12900,3550,3689,7239,1659,857,2516,278,827,1105,148,118,266,132,88,220,2217,1890,4107,1150,1620,2770,6.0,4.7,5.4,62.5,51.2,56.7,58.7,48.8,53.7,22,33,55,15,47,62,170,341,511,138,269,407,956,612,1568,3758,3757,7515,567,662,1229,2633,2574,5207,1377,1533,2910
LGA12950,1673,1824,3497,763,399,1162,157,405,562,57,52,109,60,61,121,1037,917,1954,529,791,1320,5.8,6.7,6.2,62.1,50.3,55.9,58.5,46.9,52.4,10,11,21,3,23,26,52,162,214,54,116,170,419,248,667,1758,1855,3613,192,255,447,1288,1336,2624,536,647,1183
LGA13010,3501,3590,7091,1325,708,2033,382,777,1159,109,112,221,138,109,247,1954,1706,3660,1351,1709,3060,7.1,6.4,6.7,55.8,47.5,51.6,51.9,44.5,48.1,31,34,65,20,43,63,157,317,474,154,264,418,864,547,1411,3360,3507,6867,577,634,1211,2368,2480,4848,1334,1429,2763
LGA13050,2020,2077,4097,819,342,1161,212,468,680,52,67,119,66,44,110,1149,921,2070,765,1080,1845,5.7,4.8,5.3,56.9,44.4,50.5,53.6,42.2,47.8,30,16,46,12,33,45,134,176,310,107,164,271,573,331,904,2037,2054,4091,283,318,601,1486,1466,2952,705,780,1485
LGA13100,62880,69182,132062,27514,14806,42320,7419,16792,24211,2166,2360,4526,2476,2120,4596,39575,36078,75653,19584,29281,48865,6.3,5.9,6.1,62.9,52.2,57.3,59.0,49.1,53.8,1670,1421,3091,685,1174,1859,6016,8044,14060,4765,6891,11656,18454,10538,28992,63586,68544,132130,9899,10938,20837,42704,46105,88809,26301,29016,55317
LGA13310,11120,11147,22267,4884,2785,7669,1154,2553,3707,407,340,747,400,336,736,6845,6014,12859,3711,4604,8315,5.8,5.6,5.7,61.6,54.0,57.8,58.0,50.9,54.4,159,164,323,94,167,261,660,946,1606,595,952,1547,3137,1853,4990,10788,11011,21799,1829,1934,3763,7261,7410,14671,4509,4773,9282
LGA13320,14106,15033,29139,3822,1943,5765,1521,2992,4513,401,389,790,582,417,999,6326,5741,12067,6915,8392,15307,9.2,7.3,8.3,44.8,38.2,41.4,40.7,35.4,38.0,186,148,334,121,154,275,782,1063,1845,811,1207,2018,4591,2226,6817,13511,14012,27523,2319,2539,4858,9254,9624,18878,5713,6143,11856
LGA13340,3879,3860,7739,1982,861,2843,374,1047,1421,156,137,293,103,91,194,2615,2136,4751,1061,1513,2574,3.9,4.3,4.1,67.4,55.4,61.4,64.8,53.0,58.9,36,46,82,27,58,85,207,375,582,194,350,544,1126,635,1761,4180,4056,8236,485,535,1020,3079,2885,5964,1310,1441,2751
LGA13380,18212,19648,37860,5834,3270,9104,2099,4052,6151,596,548,1144,942,731,1673,9471,8601,18072,7724,10116,17840,9.9,8.5,9.3,52.0,43.8,47.7,46.8,40.1,43.3,198,156,354,131,264,395,963,1454,2417,898,1556,2454,5490,3204,8694,18148,19211,37359,3154,3366,6520,12755,13228,25983,7226,8081,15307
LGA13450,9359,9522,18881,4787,2351,7138,925,2382,3307,390,379,769,302,278,580,6404,5390,11794,2238,3476,5714,4.7,5.2,4.9,68.4,56.6,62.5,65.2,53.7,59.4,110,98,208,50,99,149,539,853,1392,338,621,959,2370,1364,3734,9736,9836,19572,1507,1471,2978,6649,6689,13338,3778,3847,7625
LGA13500,1463,1416,2879,753,280,1033,136,384,520,66,62,128,41,32,73,996,758,1754,389,597,986,4.1,4.2,4.2,68.0,53.6,60.9,65.2,51.3,58.4,11,14,25,7,11,18,61,121,182,62,91,153,381,222,603,1583,1538,3121,192,170,362,1198,1164,2362,472,450,922
LGA13550,4705,4807,9512,2294,1032,3326,440,1157,1597,172,132,304,160,172,332,3066,2493,5559,1306,1976,3282,5.2,6.9,6.0,65.1,51.9,58.4,61.7,48.3,54.9,30,32,62,22,57,79,240,401,641,178,325,503,1220,790,2010,4768,4767,9535,827,841,1668,3283,3186,6469,1902,2013,3915
LGA13650,1703,1725,3428,756,373,1129,186,379,565,68,55,123,72,55,127,1082,862,1944,527,774,1301,6.7,6.4,6.5,63.5,49.9,56.7,59.3,46.8,53.0,17,26,43,7,25,32,68,138,206,67,109,176,385,223,608,1833,1820,3653,237,243,480,1341,1306,2647,584,619,1203
LGA13660,2021,2000,4021,928,441,1369,132,393,525,70,63,133,52,57,109,1182,954,2136,761,991,1752,4.4,6.0,5.1,58.5,47.7,53.1,55.9,44.8,50.4,10,19,29,8,25,33,79,163,242,70,150,220,421,316,737,2138,2086,4224,271,300,571,1587,1544,3131,675,694,1369
LGA13700,1426,1462,2888,628,297,925,121,292,413,51,51,102,58,33,91,858,673,1531,514,725,1239,6.8,4.9,5.9,60.2,46.0,53.0,56.1,43.7,49.9,16,16,32,13,15,28,65,117,182,62,120,182,375,225,600,1480,1540,3020,201,188,389,1102,1131,2233,493,498,991
LGA13800,24202,24784,48986,13284,6973,20257,2567,6461,9028,987,904,1891,727,781,1508,17565,15119,32684,5340,8528,13868,4.1,5.2,4.6,72.6,61.0,66.7,69.6,57.8,63.6,440,469,909,171,378,549,1540,2623,4163,1591,2421,4012,8154,4147,12301,25616,25860,51476,3540,3609,7149,17923,18035,35958,9337,9676,19013
LGA13850,1185,1176,2361,556,261,817,103,284,387,50,51,101,32,17,49,741,613,1354,373,513,886,4.3,2.8,3.6,62.5,52.2,57.4,59.8,50.7,55.3,7,3,10,4,11,15,45,91,136,49,66,115,250,157,407,1221,1221,2442,184,185,369,917,920,1837,396,404,800
LGA13950,38485,39927,78412,18148,10463,28611,4205,6806,11011,1401,1275,2676,1735,1548,3283,25489,20092,45581,10414,17251,27665,6.8,7.7,7.2,66.2,50.3,58.1,61.7,46.4,53.9,2240,1760,4000,377,431,808,4722,5741,10463,2992,3552,6544,7568,4276,11844,39043,40333,79376,6399,6315,12714,24941,26043,50984,16905,17194,34099
LGA14000,60817,65583,126400,31664,18090,49754,7938,16944,24882,1803,2115,3918,2080,1848,3928,43485,38997,82482,15403,24520,39923,4.8,4.7,4.8,71.5,59.5,65.3,68.1,56.6,62.1,6292,4648,10940,1313,1981,3294,13909,15178,29087,5806,8045,13851,10716,6287,17003,64763,68303,133066,8799,9181,17980,44765,47380,92145,24394,25823,50217
LGA14100,5174,5519,10693,2418,1378,3796,574,1220,1794,120,176,296,118,102,220,3230,2876,6106,1728,2431,4159,3.7,3.5,3.6,62.4,52.1,57.1,60.2,50.3,55.0,579,459,1038,97,169,266,1291,1365,2656,412,698,1110,600,389,989,5336,5557,10893,906,816,1722,3396,3768,7164,2492,2231,4723
LGA14150,31000,33862,64862,14562,9180,23742,3779,6795,10574,1055,1065,2120,1205,1149,2354,20601,18189,38790,9060,14260,23320,5.8,6.3,6.1,66.5,53.7,59.8,62.6,50.3,56.2,2043,1877,3920,335,510,845,5056,5922,10978,2671,3354,6025,5965,3182,9147,31592,33652,65244,4623,5000,9623,21334,22891,44225,12737,13748,26485
LGA14200,6159,6499,12658,2630,1423,4053,561,1354,1915,182,186,368,276,220,496,3649,3183,6832,2152,2941,5093,7.6,6.9,7.3,59.3,49.0,54.0,54.8,45.6,50.1,32,45,77,40,103,143,303,550,853,245,415,660,1615,1017,2632,6302,6543,12845,1166,1295,2461,4262,4370,8632,2677,2919,5596
LGA14250,646,563,1209,326,130,456,51,142,193,33,26,59,12,5,17,422,303,725,171,230,401,2.8,1.7,2.3,65.4,53.8,60.0,63.6,52.9,58.6,4,0,4,0,5,5,30,50,80,28,35,63,154,79,233,676,604,1280,69,56,125,536,470,1006,167,147,314
LGA14300,2741,2005,4746,947,458,1405,180,415,595,78,76,154,60,53,113,1265,1002,2267,1349,902,2251,4.7,5.3,5.0,46.1,50.0,47.8,43.9,47.3,45.4,18,24,42,8,19,27,91,165,256,97,124,221,518,363,881,2079,2047,4126,343,347,690,1540,1490,3030,702,727,1429
