region_id,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
LGA17400,848,17,47,38,3,953,1386,12,23,36,4,1461,105,0,0,5,0,110,64,3,0,4,0,71,1555,15,23,45,4,1642,82,0,8,0,0,90,2485,32,78,83,7,2685
LGA17420,3347,694,402,20,15,4478,38628,4536,2009,30,40,45243,962,121,58,0,4,1145,743,184,134,0,6,1067,40333,4841,2201,30,50,47455,1132,143,82,7,0,1364,44812,5678,2685,57,65,53297
LGA17450,385,0,14,7,0,406,717,0,10,8,0,735,47,0,0,0,0,47,40,0,4,0,0,44,804,0,14,8,0,826,49,0,3,4,0,56,1238,0,31,19,0,1288
LGA17500,1153,39,124,17,0,1333,2272,27,88,13,3,2403,140,0,3,0,0,143,125,0,15,4,0,144,2537,27,106,17,3,2690,140,7,10,4,17,178,3830,73,240,38,20,4201
LGA17550,4395,2048,1373,570,12,8398,15261,3535,2168,417,22,21403,862,255,133,45,4,1299,648,269,235,47,4,1203,16771,4059,2536,509,30,23905,727,310,238,80,0,1355,21893,6417,4147,1159,42,33658
LGA17620,1295,44,90,59,0,1488,3024,55,72,33,3,3187,168,0,4,4,0,176,164,5,14,4,0,187,3356,60,90,41,3,3550,175,4,16,6,4,205,4826,108,196,106,7,5243
LGA17640,782,24,9,11,0,826,1640,9,5,19,3,1676,117,5,0,0,0,122,82,0,0,4,0,86,1839,14,5,23,3,1884,86,3,3,0,0,92,2707,41,17,34,3,2802
LGA17650,531,3,30,14,0,578,1377,4,20,15,0,1416,76,0,0,4,0,80,58,0,6,4,0,68,1511,4,26,23,0,1564,55,0,6,0,0,61,2097,7,62,37,0,2203
LGA17700,147,0,0,0,0,147,236,0,0,4,0,240,22,0,0,0,0,22,14,0,0,0,0,14,272,0,0,4,0,276,22,0,0,0,0,22,441,0,0,4,0,445
LGA17750,3718,306,801,37,4,4866,12782,485,1034,73,15,14389,574,25,64,4,0,667,769,59,188,4,0,1020,14125,569,1286,81,15,16076,566,48,144,16,0,774,18409,923,2231,134,19,21716
LGA17800,428,5,44,11,0,488,799,6,28,14,4,851,69,0,0,3,0,72,33,0,3,3,0,39,901,6,31,20,4,962,53,0,6,3,0,62,1382,11,81,34,4,1512
LGA17850,367,5,24,8,0,404,667,9,6,5,0,687,37,0,0,0,0,37,36,0,3,3,0,42,740,9,9,8,0,766,43,4,0,3,0,50,1150,18,33,19,0,1220
LGA17900,819,3,48,140,5,1015,1011,13,38,64,8,1134,61,0,3,4,0,68,94,0,7,16,0,117,1166,13,48,84,8,1319,125,0,11,21,0,157,2110,16,107,245,13,2491
LGA17950,364,11,30,12,0,417,537,14,5,5,0,561,27,0,0,0,0,27,29,3,0,3,0,35,593,17,5,8,0,623,49,4,5,4,0,62,1006,32,40,24,0,1102
LGA18000,3219,708,2985,32,7,6951,25409,2090,11473,82,28,39082,694,83,489,4,0,1270,521,101,1123,8,0,1753,26624,2274,13085,94,28,42105,835,133,595,12,3,1578,30678,3115,16665,138,38,50634
LGA18020,1128,10,57,34,0,1229,1944,9,40,22,8,2023,138,0,3,3,0,144,112,0,5,0,3,120,2194,9,48,25,11,2287,122,3,16,6,0,147,3444,22,121,65,11,3663
LGA18050,480,511,2133,18,3,3145,4143,3788,10694,112,44,18781,86,101,415,7,3,612,89,136,1181,17,5,1428,4318,4025,12290,136,52,20821,145,139,615,3,3,905,4943,4675,15038,157,58,24871
LGA18100,413,24,30,0,0,467,855,7,11,4,0,877,69,3,0,3,0,75,31,0,8,0,0,39,955,10,19,7,0,991,36,0,10,0,0,46,1404,34,59,7,0,1504
LGA18150,1014,30,74,15,0,1133,1565,18,21,12,0,1616,95,0,0,0,0,95,93,8,0,0,0,101,1753,26,21,12,0,1812,98,4,11,3,0,116,2865,60,106,30,0,3061
LGA18200,639,15,46,45,0,745,1333,11,32,28,4,1408,90,0,5,0,0,95,72,0,4,4,0,80,1495,11,41,32,4,1583,114,0,5,15,0,134,2248,26,92,92,4,2462
LGA18250,1233,191,1057,12,0,2493,10359,1597,8447,40,4,20447,210,43,237,0,0,490,210,52,420,4,0,686,10779,1692,9104,44,4,21623,281,37,263,0,3,584,12293,1920,10424,56,7,24700
LGA18350,2746,358,134,38,5,3281,10823,715,110,53,11,11712,596,34,18,3,0,651,448,44,20,8,0,520,11867,793,148,64,11,12883,465,46,14,6,0,531,15078,1197,296,108,16,16695
LGA18400,1994,166,91,44,3,2298,9841,222,96,43,3,10205,495,8,7,3,0,513,358,10,7,9,0,384,10694,240,110,55,3,11102,503,12,20,19,0,554,13191,418,221,118,6,13954
LGA18450,10693,2358,3261,326,12,16650,35564,4879,6662,297,34,47436,1736,290,362,24,4,2416,1414,356,767,37,0,2574,38714,5525,7791,358,38,52426,1696,371,560,61,0,2688,51103,8254,11612,745,50,71764
LGA18500,303,366,1488,6,8,2171,4300,3790,7931,49,34,16104,73,111,319,3,0,506,97,202,751,0,3,1053,4470,4103,9001,52,37,17663,144,132,353,0,0,629,4917,4601,10842,58,45,20463
LGA18550,10236,1892,1435,372,10,13945,31871,2650,1380,216,8,36125,1397,139,96,17,3,1652,1548,201,149,43,5,1946,34816,2990,1625,276,16,39723,1718,247,220,56,0,2241,46770,5129,3280,704,26,55909
LGA18710,784,71,19,16,0,890,3613,74,22,27,0,3736,173,5,0,0,0,178,208,6,11,3,0,228,3994,85,33,30,0,4142,127,7,4,7,0,145,4905,163,56,53,0,5177
LGA18750,1225,100,117,19,0,1461,2468,55,67,9,5,2604,137,4,5,0,0,146,159,11,8,0,0,178,2764,70,80,9,5,2928,156,9,18,0,0,183,4145,179,215,28,5,4572
LGA19399,76,0,6,0,0,82,263,3,8,11,0,285,6,0,0,0,0,6,5,0,0,0,0,5,274,3,8,11,0,296,6,0,0,5,0,11,356,3,14,16,0,389
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
