SED_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED10037,0,0,0,0,0,0,0,5,0,243,3,258,0,0,0,0,0,0,0,0,0,79,0,83,0,0,0,0,0,0,0,6,4,44,0,55,0,0,0,0,0,0,3,4,0,33,0,46,4,0,0,0,0,4,0,12,6,178,0,204,0,7,0,0,0,0,0,22,10,117,0,155,0,5,3,0,0,8,0,30,5,488,6,549,0,19,0,4,0,29,3,58,26,309,4,450,5,26,8,9,0,51,12,65,16,376,3,576,10,57,13,43,7,62,11,67,18,347,3,647,14,36,4,46,11,71,18,55,12,158,0,417,39,30,7,58,15,61,18,49,14,166,0,462,177,53,14,185,33,169,24,73,19,195,4,945,222,48,3,154,49,72,10,35,5,98,5,696,249,18,0,140,37,76,6,25,3,56,0,616,214,10,0,75,16,20,8,17,3,17,0,391,552,36,10,187,48,139,5,38
SED10038,0,0,0,0,0,0,0,0,0,124,4,134,0,0,0,0,0,0,0,4,0,72,0,83,0,0,0,0,0,0,0,3,3,30,0,34,0,0,0,0,0,0,0,7,3,29,0,37,0,0,0,0,0,0,0,16,4,160,0,186,0,0,0,0,0,3,4,20,5,124,0,163,0,0,0,7,0,9,0,47,10,714,11,808,0,13,6,3,0,23,8,49,9,495,4,605,3,31,4,8,0,40,9,54,21,494,5,674,14,31,4,44,3,60,21,89,22,423,4,718,8,29,0,44,15,59,14,43,14,178,0,420,32,24,7,69,16,68,9,36,11,176,0,451,135,64,3,156,40,134,28,83,20,201,0,866,202,45,5,149,51,76,17,39,4,75,0,675,209,36,9,122,30,50,12,19,7,51,0,536,216,16,0,64,17,16,4,8,0,25,0,370,424,31,9,166,41,98,5,34
SED10039,0,0,0,0,0,4,0,7,4,153,0,167,0,4,0,0,0,0,0,4,0,68,0,75,0,0,0,0,0,3,0,6,0,39,0,53,0,0,0,0,0,4,0,0,0,40,0,45,3,4,0,6,0,4,0,16,5,208,4,243,3,9,0,0,0,11,0,31,7,123,0,186,6,17,0,8,0,19,3,82,12,986,15,1140,12,17,0,14,0,25,4,100,17,618,3,813,10,35,4,26,8,61,7,93,21,608,11,874,19,64,5,96,17,82,17,105,11,621,3,1039,34,40,6,64,13,73,14,60,15,200,0,521,72,52,13,111,26,73,14,48,5,230,4,643,274,64,7,264,50,164,29,97,30,256,0,1242,269,51,10,207,35,74,20,44,7,100,0,807,204,30,4,143,43,49,4,19,6,64,4,567,164,16,7,77,9,13,0,8,5,37,0,331,259,35,6,136,38,95,7,48
SED10040,0,0,0,0,0,0,3,0,5,455,0,467,0,0,0,0,0,0,0,5,3,127,0,131,0,0,0,0,0,0,0,8,8,72,0,82,0,0,0,0,0,0,0,8,6,51,0,69,0,4,0,0,0,4,0,21,5,261,5,297,0,6,0,0,0,9,0,31,23,135,0,204,3,7,4,0,0,27,5,49,25,838,0,963,3,19,8,4,0,55,7,59,25,350,4,533,3,57,19,32,8,72,18,83,36,243,0,567,19,107,23,70,18,114,18,91,20,245,6,742,34,47,16,69,21,88,29,59,15,75,0,450,75,64,13,154,27,73,20,50,14,83,5,571,271,89,25,227,101,171,51,87,31,112,5,1161,255,37,17,147,81,78,22,26,8,46,9,728,209,12,10,78,42,51,19,15,9,28,0,477,179,8,7,62,15,21,6,0,0,5,0,312,389,26,9,94,28,50,0,20
SED10041,0,0,0,0,0,0,0,0,0,285,0,298,0,0,0,0,0,0,0,3,0,88,0,97,0,0,0,0,0,0,0,8,0,48,0,61,0,0,0,0,0,0,0,9,4,15,0,30,0,0,0,0,0,0,0,14,5,171,0,190,0,0,0,0,0,3,4,13,9,73,0,110,3,3,0,4,0,6,0,26,9,336,0,393,0,21,0,6,0,9,5,48,11,262,3,353,0,31,11,9,4,25,5,53,17,324,0,478,10,43,4,25,5,47,12,63,15,366,0,586,9,18,3,28,7,48,5,59,4,169,0,351,25,25,5,55,8,52,10,43,8,234,3,462,135,53,12,118,36,159,18,92,19,295,3,944,172,46,5,112,36,48,8,45,8,176,0,656,207,37,6,102,23,68,9,51,4,138,0,649,182,21,5,72,10,29,5,21,0,72,0,415,742,72,3,295,52,251,11,102
SED10042,0,0,0,0,0,0,0,5,4,127,0,146,0,0,0,0,0,0,0,4,4,53,0,68,0,0,0,0,0,0,0,5,0,43,0,48,0,0,0,0,0,3,0,7,0,35,0,47,0,3,0,0,0,0,8,19,7,197,0,225,0,0,0,5,0,8,0,29,5,136,0,184,3,16,0,0,3,15,0,75,17,1099,9,1236,8,27,0,9,0,30,4,101,11,636,10,835,13,44,4,28,11,90,0,106,20,674,3,991,20,83,5,88,3,88,11,100,21,562,6,981,32,36,3,88,10,76,19,54,11,175,0,506,78,41,11,101,12,77,7,48,12,160,0,538,328,62,8,251,32,152,21,55,25,211,4,1142,272,38,11,220,39,62,15,21,6,73,0,750,200,30,8,144,20,53,8,13,0,60,0,540,130,14,6,57,13,14,0,7,5,22,0,263,259,33,7,101,27,61,9,27
SED10043,0,0,0,0,0,4,0,3,0,302,3,312,0,0,0,0,0,0,0,3,0,54,0,58,0,0,0,0,0,0,0,6,0,61,0,67,0,0,0,0,0,3,0,5,4,49,0,56,0,0,0,0,0,0,0,16,6,215,6,245,0,0,0,0,0,4,0,26,14,117,0,169,0,0,3,0,0,20,3,35,24,858,7,958,0,8,5,3,0,45,7,42,43,334,0,499,0,25,14,10,0,70,15,68,34,194,4,442,12,32,13,34,9,87,12,56,32,158,0,453,22,8,14,29,13,57,10,26,18,54,0,245,30,15,13,32,16,50,9,21,15,58,4,272,103,28,29,83,49,97,25,32,16,56,0,524,103,7,3,57,32,38,8,11,5,21,0,296,88,6,10,28,18,37,6,5,0,12,4,204,66,0,0,19,6,12,0,0,5,6,0,111,115,0,0,18,7,22,3,7
SED10044,0,0,0,0,0,0,0,0,0,190,0,197,0,0,0,0,0,0,0,0,3,46,0,60,0,0,0,0,0,0,0,3,4,32,0,40,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,8,0,136,0,151,0,0,0,0,0,0,0,21,3,55,0,85,0,5,0,4,0,7,5,34,3,349,5,412,5,9,4,5,0,15,5,38,4,195,7,282,3,25,5,7,0,42,5,54,17,228,5,395,12,42,9,39,10,58,11,54,23,237,3,496,12,28,7,36,14,66,8,47,12,119,3,361,37,49,6,53,14,79,11,49,13,160,0,466,220,86,13,169,54,156,28,72,13,237,0,1055,367,49,13,199,48,80,14,54,9,132,3,974,384,36,10,129,48,82,12,33,10,75,0,816,399,20,7,90,26,34,8,16,0,44,0,638,1329,107,18,358,71,258,17,125
SED10045,7,0,6,0,0,4,0,0,0,115,0,131,4,4,0,3,0,8,0,4,0,55,5,75,0,0,0,0,0,3,0,20,0,43,0,65,0,0,0,0,0,0,0,10,0,35,0,49,7,7,3,6,0,15,0,26,4,211,3,279,4,13,0,0,0,15,0,53,4,121,6,209,27,26,3,30,0,25,4,91,20,980,13,1223,27,59,6,30,0,67,6,131,12,478,9,824,37,76,4,54,4,108,11,141,13,389,0,851,86,111,4,147,11,91,19,92,10,371,7,954,49,60,0,119,6,80,11,49,14,101,0,493,130,48,0,127,12,87,7,39,11,98,0,556,339,82,9,297,20,96,12,45,16,116,3,1034,235,32,6,168,14,39,9,29,8,42,4,576,122,21,7,81,14,30,7,8,0,19,6,316,80,13,3,37,5,9,4,7,0,14,0,169,169,17,5,89,18,32,5,17
SED10046,0,0,0,0,0,0,0,7,0,239,5,249,0,0,0,0,0,0,0,0,0,42,0,40,0,0,0,0,0,0,0,7,0,30,0,42,0,0,0,0,0,0,0,0,0,49,0,54,0,0,3,0,0,0,0,10,3,167,0,184,0,4,5,0,0,3,0,18,10,99,0,135,0,6,0,0,0,27,0,35,13,796,13,887,0,11,7,0,0,62,4,49,33,303,8,473,3,17,7,4,0,92,4,60,25,166,3,389,15,31,4,34,23,109,13,38,35,178,0,483,22,13,10,34,14,84,16,34,21,40,0,294,51,22,13,45,29,75,18,18,27,39,0,339,176,40,29,111,77,116,32,36,19,54,3,687,158,16,18,67,47,43,24,14,9,16,0,407,97,10,3,33,38,20,6,0,3,11,0,239,75,3,5,21,17,7,4,0,8,0,0,137,116,5,0,15,10,21,8,3
SED10047,0,0,0,0,0,0,0,0,0,292,5,304,0,0,0,0,0,0,0,4,0,47,0,52,0,0,0,0,0,4,0,9,3,36,0,52,0,0,0,0,0,0,0,10,5,34,0,53,0,4,0,0,0,0,0,12,5,169,0,192,0,0,0,0,0,6,0,17,8,87,0,126,0,3,0,0,0,23,3,46,13,802,13,907,0,4,5,5,0,59,4,64,35,372,3,558,13,24,8,12,0,111,3,68,28,249,0,524,18,33,10,64,16,138,25,74,33,266,0,680,36,22,7,86,16,99,24,42,18,75,0,429,84,31,13,88,31,116,20,25,17,64,3,480,432,60,27,275,106,172,36,57,21,49,4,1229,391,23,11,188,67,72,14,15,13,14,4,820,320,16,15,106,60,48,13,6,0,17,0,599,220,10,3,50,25,5,6,3,0,6,0,337,318,7,6,69,31,38,10,7
SED10048,0,0,0,0,0,0,0,0,4,276,10,288,0,4,0,0,0,0,0,3,5,55,0,58,0,0,0,0,0,0,0,7,5,43,0,54,0,0,0,0,0,0,0,3,0,52,0,55,0,3,0,0,0,0,0,17,6,174,6,206,0,4,0,0,0,4,0,26,5,116,0,156,0,0,4,3,0,18,0,34,15,718,7,800,0,11,0,3,0,55,8,64,24,348,4,521,0,21,9,11,3,80,13,76,27,259,0,513,24,43,15,57,18,119,21,65,36,244,0,636,21,24,13,53,22,126,17,45,16,93,3,435,64,33,18,83,41,96,28,32,11,64,0,468,348,46,25,233,98,185,35,45,33,81,4,1137,283,31,15,152,74,64,23,22,9,39,0,714,267,20,12,84,61,54,11,10,6,13,0,539,185,9,8,40,36,11,3,5,4,5,0,304,333,9,12,76,38,47,10,9
SED10049,0,0,0,7,0,4,0,0,0,139,0,146,0,0,0,0,0,0,0,5,0,43,0,47,0,0,0,0,0,0,0,8,0,21,0,30,0,0,0,0,0,4,0,8,6,25,0,37,0,0,0,0,0,4,0,23,5,165,0,198,3,7,0,0,0,6,0,20,4,109,0,156,3,15,4,4,0,19,4,62,13,982,8,1114,3,29,4,16,4,49,3,94,15,514,4,725,9,32,3,22,7,86,7,87,22,428,3,702,30,75,7,101,4,109,11,76,13,398,5,836,47,26,7,114,10,98,9,37,7,98,0,455,100,51,0,137,15,90,6,44,7,114,8,565,502,47,10,331,42,202,24,54,17,104,0,1330,412,22,8,222,38,53,8,17,11,48,0,833,328,23,8,136,26,62,5,20,0,25,0,627,203,11,3,73,9,13,7,7,0,8,0,340,315,20,9,110,32,65,4,15
SED10050,0,0,0,0,0,3,0,4,0,119,0,125,0,0,0,0,0,0,0,5,0,24,0,33,0,0,0,0,0,0,0,6,0,22,0,27,0,0,0,0,0,0,0,4,4,19,0,26,0,0,0,0,0,5,0,10,3,71,0,86,0,0,0,0,0,0,0,11,4,55,0,78,0,8,0,0,0,5,0,14,9,231,0,280,6,10,0,0,7,13,3,28,9,182,0,251,0,25,5,12,4,35,0,39,11,229,0,359,9,35,5,23,4,35,11,55,24,246,3,458,11,19,3,33,13,45,12,51,11,131,0,343,19,53,9,59,11,45,16,57,10,160,0,433,208,87,22,160,40,125,30,115,15,239,6,1039,271,69,11,195,54,73,18,63,9,138,3,909,307,33,5,169,47,83,13,38,4,96,0,799,333,21,4,100,20,33,7,36,4,63,0,617,1547,94,4,401,92,275,10,119
SED10051,0,0,0,5,0,0,0,0,0,208,3,216,0,0,0,0,0,0,0,4,3,65,0,76,0,0,0,0,0,0,0,3,5,38,0,43,0,0,0,0,0,0,0,0,0,34,0,39,0,0,0,4,0,0,0,13,8,161,3,182,0,4,0,0,0,3,0,17,6,93,3,124,0,11,0,0,4,7,0,37,20,548,15,638,0,16,0,0,0,26,5,51,12,276,5,388,4,24,4,9,3,56,8,66,19,241,0,446,7,35,9,30,8,51,12,66,25,233,4,491,20,31,6,40,9,48,18,45,8,106,5,331,31,49,4,44,19,57,26,47,12,100,0,393,211,82,22,160,75,166,39,77,21,158,6,1012,291,58,16,189,79,74,27,51,9,74,0,854,272,29,9,141,35,73,14,22,6,48,0,642,267,21,10,100,34,30,5,17,0,7,0,487,755,32,7,200,59,115,13,27
SED10052,0,3,0,0,0,0,0,0,0,203,0,202,0,0,0,0,0,0,0,0,0,73,0,76,0,0,0,0,0,0,0,9,4,39,0,47,0,0,0,0,0,0,0,0,3,14,0,20,0,0,0,0,0,0,0,10,0,199,3,219,0,4,0,0,0,5,0,28,5,116,0,161,0,5,3,0,0,6,3,40,14,577,0,660,0,15,8,0,0,14,0,49,11,334,4,449,3,27,0,12,4,31,12,68,20,416,3,599,12,37,8,27,7,44,23,61,22,395,8,649,17,19,8,33,11,58,12,49,21,158,0,384,32,35,5,52,16,59,12,46,17,175,0,454,184,76,17,159,48,141,35,69,15,204,0,951,220,53,3,158,62,63,24,46,6,98,0,740,259,40,9,119,44,60,3,28,13,55,4,628,230,14,4,78,25,21,11,8,0,31,0,420,621,54,0,155,65,118,8,44
SED10053,4,0,0,0,0,0,0,11,0,112,6,133,0,0,0,0,0,5,0,4,0,39,0,56,0,0,0,0,0,4,0,8,4,21,0,36,3,3,0,5,0,3,0,7,0,14,0,29,3,4,0,3,0,0,0,13,5,107,0,142,3,6,0,6,0,5,0,25,3,59,0,111,9,13,0,3,0,23,4,58,3,492,9,606,21,22,0,19,3,37,0,57,11,274,4,448,17,43,0,29,3,84,4,70,10,281,3,541,41,83,0,98,4,100,3,77,12,288,7,716,39,26,4,97,7,76,4,43,7,131,4,436,105,49,6,111,12,62,3,42,8,144,0,540,396,61,11,252,25,147,18,66,14,194,3,1195,405,27,11,218,27,83,13,43,6,91,0,927,410,23,10,137,27,53,12,33,5,57,0,765,348,12,14,71,20,20,8,7,4,19,0,525,812,46,16,211,66,149,14,34
SED10054,0,0,0,0,0,3,0,0,7,214,4,228,0,0,0,0,0,0,0,4,0,49,0,54,0,0,0,0,0,0,0,3,3,37,0,44,0,0,0,0,0,4,0,0,3,37,0,46,0,0,0,0,0,0,0,11,3,135,7,154,0,0,0,0,0,3,0,33,4,89,0,138,0,11,4,0,0,19,4,41,19,654,13,758,0,7,9,5,5,68,5,53,20,241,13,424,3,21,6,12,0,107,4,44,27,171,4,410,22,25,11,38,13,119,14,57,20,163,3,490,27,14,3,56,20,80,17,28,19,36,6,319,67,20,11,61,28,74,18,23,11,30,4,343,230,30,15,152,74,124,29,29,16,44,0,759,212,13,16,118,56,49,10,10,5,11,0,503,141,10,0,57,35,36,9,0,3,3,0,303,98,6,6,20,10,11,3,3,0,4,0,169,115,10,4,19,12,31,0,3
SED10055,0,0,0,0,0,3,0,0,6,220,3,230,0,0,0,0,0,0,0,0,0,49,0,48,0,0,0,0,0,0,0,12,4,27,0,42,0,0,0,0,0,0,0,5,0,30,0,34,0,0,0,0,0,0,0,17,4,130,0,153,0,0,0,0,0,4,0,21,5,63,0,99,0,0,0,0,0,15,3,36,12,567,5,647,0,5,6,0,0,34,3,56,14,277,6,406,6,25,3,11,4,82,0,55,20,192,3,399,14,25,8,25,12,90,5,64,20,207,3,485,25,20,5,50,12,105,24,30,16,66,0,352,37,24,7,60,17,74,15,38,18,58,0,351,250,47,26,184,81,160,24,44,18,87,4,916,300,35,21,145,69,65,17,16,7,56,0,722,236,23,3,99,47,47,6,11,5,30,3,516,187,13,11,44,21,19,7,6,0,16,0,314,337,25,5,77,33,63,9,22
SED10056,12,8,5,4,0,7,0,4,0,178,9,236,4,5,0,3,0,0,0,10,0,59,6,93,0,4,5,0,0,4,0,10,0,21,0,44,0,0,0,0,0,4,0,8,0,28,0,41,9,4,3,10,0,13,0,30,3,205,0,283,3,11,0,8,0,12,3,52,4,93,7,196,12,17,0,14,6,34,7,95,12,1022,17,1227,21,40,3,30,0,84,5,113,6,485,10,805,52,59,4,70,11,130,8,103,16,406,4,861,106,92,18,179,9,132,19,95,15,344,8,1010,96,35,6,139,8,70,5,46,9,62,8,491,225,43,9,184,13,74,6,23,10,87,3,686,530,68,18,339,35,111,15,35,15,83,9,1250,369,20,6,197,25,35,8,18,3,46,3,731,239,16,0,117,17,20,0,13,3,35,6,468,140,0,4,51,7,12,0,6,0,20,0,251,251,23,7,113,15,37,10,22
SED10057,4,0,6,0,0,3,0,3,0,197,4,218,4,0,0,0,0,0,0,7,0,99,0,110,0,0,0,0,0,0,0,16,4,54,0,76,0,0,0,0,0,3,0,19,0,48,0,68,3,9,0,3,0,5,0,21,9,311,8,371,7,3,0,0,0,8,0,53,11,142,8,232,9,23,4,7,0,26,4,122,13,1750,35,1990,14,40,9,24,3,54,3,141,24,843,15,1161,27,77,5,41,4,89,18,150,23,675,9,1110,55,93,12,133,12,89,16,111,15,657,10,1183,34,43,7,106,3,76,11,56,10,165,9,519,86,49,5,131,15,52,9,37,4,171,8,559,272,64,11,219,25,92,20,70,16,177,5,968,177,30,10,118,25,36,7,25,3,85,0,507,102,21,0,70,11,33,6,8,5,56,3,320,66,4,8,37,4,15,5,8,0,16,0,149,125,27,4,68,12,42,3,24
SED10058,3,0,0,0,0,0,0,0,0,84,0,89,0,0,0,0,0,0,0,0,0,37,0,47,0,0,0,0,0,0,0,6,4,29,0,35,0,0,0,0,0,0,0,7,0,15,0,24,0,12,0,0,0,0,0,12,5,116,0,147,0,3,0,0,0,3,0,26,9,88,0,130,5,15,0,5,0,8,5,49,6,546,4,637,0,23,0,4,0,23,0,56,3,360,6,484,5,57,5,22,0,41,3,100,9,342,4,594,21,90,3,85,6,62,12,87,9,371,4,747,32,51,4,91,12,62,11,49,17,135,0,459,55,49,11,117,8,52,9,38,9,169,3,530,352,67,4,292,41,135,19,71,9,213,0,1211,394,63,7,255,37,63,11,39,8,95,3,983,376,29,6,192,24,50,10,23,3,67,0,772,302,24,9,80,18,18,7,8,0,23,0,501,628,66,8,229,51,130,14,49
SED10059,0,0,0,0,0,0,0,0,3,112,0,122,0,0,0,0,0,0,0,3,4,38,0,41,0,0,0,0,0,0,0,7,0,13,3,22,0,0,0,0,0,0,0,10,0,17,0,25,0,3,0,0,0,0,0,13,0,95,0,117,0,5,0,0,0,6,0,22,4,44,0,71,0,14,0,0,0,10,5,32,8,233,6,305,0,19,3,3,0,19,5,41,15,121,3,230,6,35,12,5,5,44,15,53,19,108,0,302,18,55,15,52,10,63,36,60,15,112,6,441,19,19,9,47,19,57,23,55,3,71,0,321,30,37,7,87,34,62,13,34,7,62,0,374,206,85,33,236,73,188,49,68,10,85,3,1040,393,48,12,227,66,131,12,29,13,43,0,984,444,27,4,225,50,100,17,16,7,37,0,923,509,14,3,128,33,45,8,7,0,16,0,766,2270,53,8,395,96,282,14,47
SED10060,0,0,0,0,0,3,0,0,0,132,4,145,0,0,0,0,0,0,0,3,0,41,0,55,0,0,0,0,0,0,0,3,0,16,0,25,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,8,3,76,0,91,0,0,0,0,0,0,4,10,4,50,0,72,0,0,0,6,0,4,0,25,3,154,0,198,0,15,0,4,0,10,3,29,4,133,3,202,3,31,5,4,0,28,5,39,11,176,0,311,11,47,0,21,10,42,11,65,11,185,0,417,14,25,12,45,5,63,9,50,6,111,0,342,17,36,5,43,14,68,14,38,13,136,0,386,185,82,14,168,56,173,32,102,15,270,0,1094,323,45,4,153,54,111,24,64,12,202,0,992,385,35,3,187,51,144,5,51,9,140,3,1019,487,42,6,106,26,48,5,26,3,91,3,849,2385,160,15,502,108,517,21,278
SED10061,32,7,5,10,0,3,0,5,0,108,8,169,5,0,0,4,0,3,0,3,3,48,0,71,7,0,0,0,0,3,0,10,0,28,3,51,0,0,0,0,0,3,0,6,0,21,0,40,9,12,7,23,0,12,0,18,3,187,4,271,10,6,0,10,0,16,5,39,3,80,0,164,17,29,3,24,8,32,0,109,21,1042,14,1300,22,43,9,27,0,57,3,115,18,383,4,692,57,51,3,77,3,90,10,85,11,325,3,720,109,74,10,169,8,83,19,70,4,306,8,853,70,35,3,152,6,80,9,43,12,87,0,494,175,50,7,197,13,55,5,26,7,73,9,605,426,69,13,266,33,91,14,54,10,106,8,1082,298,35,3,160,14,53,15,17,6,50,4,635,212,8,0,90,15,18,5,18,0,36,5,418,135,9,3,38,8,13,3,11,0,17,0,241,261,24,8,113,11,40,3,17
SED10062,0,0,0,0,0,0,0,0,0,278,0,286,0,0,0,0,0,0,0,3,0,79,0,86,0,0,0,0,0,0,0,12,0,51,0,65,0,0,0,0,0,0,0,10,0,21,0,32,0,4,0,0,0,0,0,14,3,219,0,243,3,0,0,0,0,3,0,20,15,105,0,149,0,5,4,0,0,8,0,34,27,625,7,704,3,16,5,0,0,22,0,53,17,298,9,419,0,26,5,7,4,49,7,52,33,323,0,517,17,44,14,35,10,55,22,72,28,313,5,611,6,32,10,36,13,52,12,44,11,129,0,351,50,31,16,46,14,67,10,51,15,139,0,443,151,35,25,127,70,124,34,68,32,174,8,844,171,40,9,116,49,53,25,37,7,75,4,587,176,12,8,71,39,47,9,15,6,44,0,439,148,11,4,45,31,27,0,14,0,26,0,304,450,43,9,127,38,97,9,33
