SED_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SED10011,226,522,1770,2634,2872,2049,457,38,0,10580,455,470,534,673,766,887,545,86,8,4425,195,187,270,242,263,291,128,11,3,1589,17,11,35,42,35,30,6,0,0,176,894,1189,2606,3581,3938,3260,1134,142,13,16764,46,64,101,72,90,105,21,0,0,495,91,47,50,18,30,40,26,7,0,308,141,111,143,94,117,142,47,7,0,801,1032,1299,2755,3678,4058,3402,1187,145,13,17567,1141,316,400,435,625,1272,3319,1911,561,9973,73,51,133,153,148,149,156,121,40,1021,2245,1667,3285,4256,4834,4826,4651,2178,610,28560,66,328,1120,1614,2100,1448,267,9,0,6958,513,511,1011,1579,1643,1465,596,60,7,7394,239,214,421,377,329,343,128,22,0,2067,6,12,29,37,30,17,13,4,0,144,825,1068,2585,3601,4100,3277,998,100,5,16563,15,24,43,33,52,44,10,0,0,224,80,37,39,40,46,59,22,3,0,328,95,61,86,75,96,108,33,3,0,551
SED10012,97,636,2029,1704,1762,1586,304,13,0,8134,295,572,703,510,598,560,181,9,0,3438,141,324,543,431,500,484,147,11,0,2572,27,53,140,79,90,55,10,0,0,457,555,1583,3422,2726,2947,2688,644,38,0,14598,48,152,234,165,184,145,28,0,0,952,109,109,80,45,49,75,24,0,0,500,159,261,312,213,233,223,48,0,0,1448,710,1844,3728,2939,3183,2915,694,38,0,16052,2138,1146,1526,1377,1764,2557,3068,1529,510,15619,174,172,399,296,305,340,221,165,158,2234,3023,3155,5655,4616,5257,5815,3980,1730,671,33898,52,656,1693,1209,1248,856,133,8,0,5850,342,658,765,889,959,680,147,5,0,4442,145,326,420,367,410,326,68,11,0,2075,8,49,78,57,73,32,10,0,0,309,551,1693,2954,2520,2685,1897,358,23,0,12675,20,79,111,95,137,93,4,0,0,538,124,84,78,72,108,99,11,0,0,570,142,158,196,162,245,195,21,0,0,1114
SED10013,512,1551,5973,6534,4990,2723,541,32,0,22859,904,843,1428,1324,1033,759,375,42,3,6715,411,461,826,641,478,381,132,12,0,3339,33,48,229,159,80,65,19,3,0,636,1862,2910,8456,8656,6576,3927,1066,95,6,33548,75,112,207,182,137,110,12,0,0,832,164,59,39,23,16,24,15,3,0,337,241,165,244,203,160,135,24,3,0,1172,2096,3078,8701,8858,6734,4059,1093,95,6,34722,1977,625,884,891,881,1275,2642,1615,431,11218,127,138,398,393,252,192,168,157,140,1958,4201,3841,9979,10141,7868,5524,3902,1868,573,47901,210,1230,4222,3992,3393,1659,214,12,3,14927,1167,1096,2628,2913,2067,1422,348,26,0,11671,488,483,1336,832,527,388,78,11,0,4141,38,61,166,102,63,46,17,6,0,490,1899,2876,8349,7834,6046,3515,659,48,3,31231,50,72,157,145,94,51,3,0,0,570,175,81,123,109,73,35,9,3,0,610,225,155,282,254,166,90,15,3,0,1181
SED10014,180,762,2603,2772,2249,1797,396,13,0,10780,424,527,795,708,533,481,229,37,0,3732,229,421,691,533,422,374,109,13,0,2786,16,63,115,104,71,48,10,6,0,436,855,1772,4205,4112,3271,2696,741,73,3,17734,76,149,257,199,141,95,26,0,0,944,103,61,47,27,23,38,9,3,0,320,180,212,304,233,166,136,31,6,0,1262,1035,1980,4508,4342,3439,2835,778,73,3,18995,1536,754,974,984,911,1345,2590,1489,288,10868,176,193,379,422,324,244,191,165,48,2151,2750,2931,5865,5751,4662,4422,3557,1729,341,32012,114,640,1977,1831,1708,1190,201,9,0,7666,520,612,1211,1313,997,845,265,17,3,5796,199,330,557,402,314,283,93,8,4,2185,18,45,79,68,28,33,7,3,0,287,858,1630,3826,3614,3047,2351,571,29,3,15930,56,99,133,110,110,69,0,0,0,577,85,87,132,95,54,58,11,0,0,520,134,188,266,206,164,126,20,0,0,1099
SED10015,59,629,2814,2948,2540,1575,302,18,0,10883,266,706,1203,872,738,623,240,27,0,4679,244,435,832,735,732,666,147,21,3,3815,8,55,163,108,81,67,16,7,0,506,583,1826,5017,4661,4082,2928,712,75,5,19883,24,108,270,188,189,133,25,0,0,944,84,126,111,50,41,75,25,0,0,510,109,236,379,238,228,208,47,3,0,1453,688,2067,5395,4901,4311,3136,753,73,5,21337,1713,1050,1738,1459,1631,1995,2640,2078,884,15196,105,241,674,506,379,297,218,213,117,2749,2508,3358,7808,6868,6318,5429,3614,2373,1009,39286,48,664,2530,2181,2059,1207,184,12,0,8876,356,741,1397,1488,1442,962,262,15,0,6662,211,401,663,585,507,469,106,8,0,2951,16,51,120,72,56,46,15,0,0,380,628,1862,4714,4328,4063,2675,561,34,0,18878,11,53,131,91,104,66,0,0,0,454,84,86,102,87,79,84,13,0,0,538,98,131,230,177,188,149,15,0,0,988
SED10016,262,1175,3251,5985,5206,2968,696,64,0,19615,763,883,763,885,800,739,462,101,4,5400,322,360,279,328,301,243,122,16,0,1971,15,31,78,117,76,52,14,11,0,390,1357,2454,4367,7323,6373,4006,1298,187,9,27378,36,100,158,161,167,123,26,0,0,774,221,104,41,24,18,35,34,3,0,480,255,207,198,182,188,158,62,4,0,1256,1614,2655,4569,7507,6566,4161,1363,191,9,28635,2155,561,435,471,551,990,2386,1678,432,9653,83,89,143,182,171,98,99,110,133,1100,3848,3298,5147,8156,7288,5252,3845,1979,567,39385,131,886,2631,3972,3504,1738,282,15,0,13163,929,984,1223,2330,2027,1294,516,65,0,9380,457,387,551,580,422,311,124,10,0,2843,7,31,74,93,42,33,14,4,0,297,1528,2291,4485,6980,5994,3375,941,93,0,25681,14,47,96,131,80,49,3,0,0,426,164,90,64,118,89,56,12,0,0,596,178,138,162,247,171,107,16,0,0,1023
SED10017,476,1251,3721,3564,3167,2096,340,19,3,14637,606,470,742,567,581,630,298,58,6,3954,109,98,202,176,176,194,52,11,3,1014,22,40,90,73,70,50,22,4,4,374,1217,1858,4759,4377,3993,2969,706,93,13,19974,109,138,172,132,123,87,17,0,0,773,162,51,49,31,26,44,7,0,0,369,267,189,223,161,150,126,31,0,0,1144,1481,2038,4978,4535,4148,3100,731,97,13,21118,1092,477,1000,957,1009,1690,3369,1740,480,11818,111,132,298,222,238,219,227,161,70,1671,2678,2648,6280,5709,5395,5009,4324,1998,560,34610,229,813,2097,1963,1854,993,137,5,0,8098,1014,836,1924,1972,1767,1264,319,23,4,9128,157,190,505,280,232,222,70,0,0,1657,20,42,76,55,40,39,12,3,5,280,1422,1876,4600,4271,3892,2515,542,35,6,19160,52,76,96,53,75,46,0,0,0,389,127,65,113,82,63,74,6,0,0,535,178,141,206,131,139,119,6,0,0,926
SED10018,332,878,2774,3392,3199,2006,298,27,0,12900,760,724,702,558,588,615,325,80,7,4343,113,105,132,139,150,144,55,8,0,854,16,29,53,48,42,25,3,5,0,225,1219,1738,3658,4142,3976,2792,683,116,6,18325,51,85,137,95,125,81,8,0,0,579,123,62,49,23,24,46,12,0,0,337,178,144,182,112,155,133,19,0,0,919,1392,1886,3839,4253,4125,2924,701,118,6,19249,901,280,383,353,541,1230,2663,2001,723,9083,78,69,215,154,180,150,119,98,81,1139,2372,2233,4439,4763,4844,4305,3483,2214,816,29468,128,610,1890,1826,2139,1204,145,9,0,7956,1045,892,1462,2102,1787,1390,386,44,0,9107,139,126,368,248,156,173,57,7,0,1281,9,27,50,32,14,18,5,0,0,162,1325,1647,3770,4214,4100,2783,596,57,3,18498,18,41,60,47,46,22,3,0,0,231,146,49,63,73,49,54,14,0,0,448,169,82,118,117,96,72,18,0,0,680
SED10019,339,795,1802,1904,2228,1946,494,81,6,9590,588,329,530,468,602,905,463,93,12,3987,54,28,92,88,130,175,59,14,0,648,26,36,76,74,55,62,23,15,9,381,1010,1187,2504,2529,3016,3088,1041,201,33,14609,71,85,136,100,109,132,17,0,0,649,78,40,50,37,42,71,18,0,0,337,152,123,185,136,154,204,33,0,0,987,1160,1315,2685,2668,3169,3296,1076,207,33,15598,855,361,771,793,1004,2070,4442,2753,832,13897,165,173,285,358,383,430,365,263,127,2559,2183,1849,3751,3823,4558,5793,5887,3219,993,32059,147,500,999,1205,1649,1262,231,15,0,6012,691,532,1114,1309,1428,1571,480,52,4,7178,59,55,207,133,134,158,51,6,0,810,27,37,55,37,54,44,21,17,6,294,932,1117,2370,2688,3257,3035,790,92,6,14287,39,58,68,62,60,69,6,0,0,359,85,38,67,37,73,87,14,0,0,399,126,98,142,100,132,155,16,0,0,760
SED10020,304,728,2254,2570,2650,1860,414,31,3,10821,735,470,765,683,741,888,526,66,11,4882,72,58,118,115,119,146,50,4,0,684,16,41,80,71,54,45,20,6,5,332,1132,1290,3221,3441,3565,2939,1009,106,11,16718,58,94,146,113,130,117,9,0,0,673,112,46,75,44,36,63,13,0,0,398,165,142,223,159,172,181,31,0,0,1072,1297,1433,3447,3600,3734,3118,1036,108,12,17785,847,289,481,501,657,1609,3654,2325,759,11130,130,121,338,309,292,269,234,203,141,2034,2267,1841,4267,4404,4687,4999,4923,2640,919,30944,129,534,1396,1654,2042,1281,189,16,0,7241,985,628,1498,1794,1700,1729,511,33,0,8875,75,59,235,156,123,188,63,4,0,905,29,35,78,53,55,42,14,7,0,313,1218,1259,3213,3656,3912,3237,780,58,6,17336,48,51,68,66,72,45,3,0,0,356,122,33,67,83,76,92,19,0,0,486,171,84,137,150,153,136,16,0,0,847
SED10021,52,580,5160,4644,3479,1903,448,45,0,16304,280,532,1179,680,633,646,370,102,11,4445,132,212,350,217,170,154,92,22,0,1350,10,28,147,80,29,30,3,5,0,335,474,1347,6836,5618,4315,2738,915,169,22,22434,10,46,157,117,127,92,20,0,0,575,59,56,61,29,26,32,17,3,0,285,73,100,221,147,159,126,36,3,0,860,539,1450,7057,5765,4474,2859,950,174,19,23293,1100,400,642,415,481,859,1601,1351,527,7373,69,101,567,368,246,174,158,157,216,2050,1712,1943,8267,6551,5199,3897,2708,1675,762,32714,41,747,5819,3358,2657,1426,232,24,0,14304,325,652,1608,1652,1429,1084,456,55,4,7264,194,290,628,473,236,168,91,13,0,2092,8,33,105,56,29,22,12,0,0,263,561,1713,8158,5532,4353,2698,791,94,9,23914,0,25,126,96,86,40,3,0,0,385,56,60,94,81,63,63,11,0,0,431,61,79,224,174,147,103,22,0,0,814
SED10022,494,927,2246,2273,2534,2421,826,162,19,11900,423,217,350,303,356,591,500,151,24,2912,35,35,70,87,89,135,65,21,0,535,35,36,67,77,62,81,38,19,8,425,986,1217,2734,2748,3041,3235,1426,353,46,15777,47,79,123,94,89,82,11,0,0,527,57,40,21,24,18,45,10,5,0,219,101,117,142,119,112,128,23,3,0,749,1084,1336,2871,2869,3144,3361,1455,354,45,16522,915,284,555,585,804,1419,3177,2289,737,10771,161,141,285,293,333,392,353,230,93,2287,2159,1765,3713,3744,4283,5173,4981,2878,887,29587,214,542,1040,1257,1670,1281,322,52,7,6378,639,450,1134,1272,1344,1454,562,102,13,6965,50,57,216,119,112,134,57,17,4,770,36,25,49,50,40,53,34,16,6,309,946,1069,2444,2695,3163,2925,974,183,26,14427,26,41,49,55,65,47,11,0,0,293,55,40,66,38,48,53,7,0,0,306,80,77,122,93,111,100,17,0,0,591
SED10023,307,934,2839,3340,3684,2410,532,52,6,14102,587,592,689,643,716,827,498,109,15,4674,277,244,264,233,235,275,137,26,0,1696,8,17,52,53,48,37,17,7,0,236,1173,1791,3847,4268,4690,3552,1188,183,18,20710,21,59,95,61,99,110,11,0,0,453,111,40,27,11,17,40,31,5,0,284,137,92,120,77,114,150,40,5,0,733,1306,1880,3972,4343,4811,3704,1228,188,18,21441,1172,293,260,283,441,1133,2524,1815,738,8651,58,57,207,172,167,127,111,91,66,1057,2538,2231,4434,4800,5415,4963,3862,2097,820,31153,102,841,2306,2005,2364,1393,245,15,0,9265,731,739,1067,1782,1885,1606,556,61,10,8445,301,311,505,418,354,359,133,12,0,2396,9,20,58,34,30,30,13,4,0,203,1148,1909,3929,4247,4633,3389,942,92,12,20294,8,32,44,33,59,29,4,0,0,207,100,35,29,42,45,49,17,0,0,315,108,66,74,77,98,81,23,0,0,519
SED10024,108,658,1552,3427,4387,2684,608,81,5,13504,592,754,428,529,706,742,600,193,20,4550,238,275,112,146,160,156,94,23,6,1216,3,21,31,58,46,30,4,8,0,211,941,1712,2118,4162,5293,3611,1313,297,29,19477,10,46,86,81,112,132,19,0,0,484,132,78,26,20,29,32,24,7,0,353,144,119,111,105,146,166,45,7,0,838,1084,1833,2228,4260,5437,3780,1363,305,27,20319,1952,497,293,303,481,918,2182,2288,903,9826,47,46,69,105,118,99,86,70,68,704,3089,2371,2585,4669,6039,4798,3629,2658,997,30843,35,490,1354,2323,2811,1502,275,19,0,8808,628,781,584,1655,1918,1370,636,112,4,7681,322,311,275,341,293,209,105,18,0,1871,9,15,30,51,38,31,9,4,0,181,981,1600,2247,4366,5055,3105,1026,155,9,18549,6,34,40,67,76,40,10,0,0,272,120,59,22,64,81,49,18,0,0,406,121,94,63,130,151,84,23,0,0,675
SED10025,92,672,3622,4224,3300,2149,540,55,0,14660,377,537,876,730,657,698,491,104,7,4481,140,224,351,272,236,228,132,19,3,1604,3,23,105,80,51,29,20,7,3,328,607,1454,4950,5305,4248,3106,1183,190,15,21073,15,58,170,119,141,123,20,0,0,643,53,59,71,18,27,23,20,6,0,281,71,121,235,134,162,151,40,4,0,918,678,1574,5191,5446,4409,3256,1225,195,15,21987,1174,470,640,460,547,1062,2185,1767,694,8989,51,107,302,252,160,150,159,113,94,1396,1908,2149,6135,6152,5115,4467,3570,2077,801,32376,31,638,3432,2845,2754,1609,308,20,4,11628,406,588,1313,1531,1484,1277,482,50,5,7137,214,269,512,457,276,275,111,14,5,2126,12,21,74,72,49,18,8,0,0,266,667,1518,5326,4913,4558,3174,908,89,7,21160,9,32,118,96,81,56,9,0,0,387,67,53,71,72,55,58,13,0,0,385,76,86,187,162,134,115,28,0,0,776
SED10026,513,1144,3628,3149,2969,2503,727,123,9,14768,622,303,545,428,418,604,420,118,18,3479,69,34,146,110,102,119,64,15,0,655,31,46,119,78,72,49,25,11,5,438,1237,1531,4437,3765,3563,3282,1234,270,38,19341,68,66,123,102,106,77,10,0,0,553,63,29,35,22,17,36,24,4,0,224,131,95,159,127,119,107,31,4,0,775,1367,1621,4593,3889,3688,3387,1266,272,38,20118,893,341,670,585,643,1155,2444,1820,579,9134,231,214,509,451,415,395,320,216,103,2859,2494,2179,5768,4923,4740,4940,4024,2310,719,32109,217,860,2171,1915,2160,1568,302,41,7,9245,862,523,1641,1617,1325,1359,496,66,8,7903,76,63,373,178,117,158,51,13,0,1036,23,43,98,60,53,44,18,13,3,361,1175,1490,4279,3782,3662,3131,877,129,15,18539,29,44,76,56,55,44,6,0,0,316,90,49,61,42,45,42,9,0,0,345,119,90,134,93,107,90,19,0,0,658
SED10027,142,599,2165,2760,2575,1835,355,25,0,10459,395,483,643,616,574,552,220,46,0,3521,251,413,644,574,577,484,141,22,0,3100,13,36,109,104,70,44,11,3,0,383,799,1528,3554,4050,3794,2907,732,99,3,17462,36,107,159,134,120,96,24,0,0,669,84,79,43,34,24,49,16,0,0,330,115,188,205,161,142,147,38,0,0,1000,917,1716,3761,4216,3931,3054,764,96,3,18462,1842,820,925,905,1007,1617,2560,1683,729,12086,121,123,324,289,202,222,185,169,174,1812,2882,2665,5008,5407,5145,4891,3513,1950,905,32363,71,643,1945,1936,1964,1194,194,5,0,7953,475,658,931,1361,1212,1005,283,23,0,5954,219,326,507,483,396,353,94,8,0,2383,7,31,82,54,49,21,6,3,0,253,779,1657,3468,3828,3622,2575,578,43,0,16537,21,46,74,77,75,61,0,0,0,363,79,71,57,59,55,68,8,0,0,389,100,118,126,131,130,127,10,0,0,754
SED10028,70,731,2717,4318,3882,2674,592,49,4,15041,490,769,648,648,640,750,461,98,13,4525,193,299,270,248,258,292,114,22,0,1691,7,18,67,78,53,40,12,7,4,284,768,1817,3705,5291,4843,3759,1184,170,20,21542,20,76,130,144,146,115,25,0,0,659,136,101,49,22,32,52,32,10,0,434,155,179,186,171,178,164,55,10,0,1099,922,1994,3889,5458,5018,3916,1237,178,17,22632,1895,653,545,452,548,1164,2639,1823,883,10604,67,66,181,171,126,135,97,138,157,1132,2876,2708,4616,6078,5687,5211,3975,2136,1067,34371,46,654,2435,2996,2572,1639,265,19,0,10632,624,852,894,1656,1615,1377,442,66,0,7533,226,305,325,378,306,286,95,8,0,1930,11,14,53,67,26,22,11,0,0,212,911,1829,3711,5097,4522,3328,810,94,3,20305,6,49,122,148,96,47,3,0,0,474,103,70,72,112,86,71,19,0,0,539,115,116,195,260,183,118,22,0,0,1006
SED10029,88,546,1975,1632,1663,1373,267,15,0,7559,239,523,749,566,554,506,168,12,0,3326,133,324,531,430,489,465,115,12,0,2490,34,60,124,96,92,60,6,0,0,480,488,1457,3377,2718,2807,2407,556,39,4,13862,78,189,293,212,202,143,24,0,0,1143,117,107,85,71,70,107,24,4,0,580,195,294,384,279,278,250,44,4,0,1720,682,1756,3767,3001,3077,2656,600,44,4,15581,2500,1324,2092,2104,2345,2787,3031,1847,570,18589,209,231,514,496,415,403,331,248,178,3035,3389,3311,6370,5598,5837,5845,3958,2143,750,37203,41,601,1626,1228,1198,805,124,3,0,5630,319,619,846,841,867,561,134,3,3,4197,164,292,398,360,328,267,47,11,0,1868,12,56,88,57,52,40,11,3,6,318,542,1561,2958,2493,2445,1670,315,19,8,12010,20,84,104,113,92,81,10,0,0,507,116,123,104,88,108,108,9,0,0,659,136,206,203,202,206,186,25,0,0,1164
SED10030,214,672,2264,2816,2738,2019,392,28,4,11155,507,538,806,726,717,744,388,96,6,4532,132,201,285,228,266,219,104,13,3,1446,21,34,97,50,57,29,9,10,0,317,877,1448,3451,3826,3777,3015,899,148,14,17450,61,94,158,145,144,148,8,0,0,756,97,44,27,33,31,55,11,5,0,303,153,137,192,180,171,199,20,8,0,1059,1031,1584,3641,4007,3950,3215,920,150,14,18511,922,389,559,536,816,1599,3110,2357,762,11051,111,117,302,224,275,263,247,183,93,1822,2070,2084,4503,4770,5040,5075,4274,2694,870,31382,90,565,1632,1664,1871,1343,204,14,0,7382,675,632,1157,1553,1463,1438,453,57,0,7424,197,250,463,411,302,301,85,19,0,2032,18,39,66,49,47,25,7,7,3,259,979,1484,3320,3680,3684,3116,746,92,3,17103,37,57,70,60,82,59,6,0,5,378,100,47,69,82,62,70,15,4,0,450,138,103,135,142,145,131,24,3,3,827
SED10031,489,998,2694,2904,3362,2768,793,173,21,14206,635,402,487,456,613,854,605,185,17,4257,87,48,96,117,156,194,83,19,4,803,32,28,92,76,64,61,35,15,4,399,1239,1473,3373,3560,4202,3872,1520,388,40,19671,48,73,90,72,98,84,14,0,0,487,80,34,28,17,28,30,16,4,0,251,131,111,121,91,131,117,39,9,0,737,1368,1586,3487,3649,4332,3989,1559,395,43,20411,918,281,511,435,714,1491,3258,2247,654,10512,138,143,272,264,344,394,335,225,116,2234,2425,2011,4275,4347,5385,5873,5148,2870,815,33152,195,665,1561,1865,2403,1575,361,51,3,8684,817,570,1279,1551,1632,1687,679,98,11,8328,115,81,332,190,170,223,91,9,4,1221,36,36,64,46,43,42,24,11,4,308,1154,1346,3236,3659,4254,3535,1151,179,24,18536,35,28,54,33,52,46,6,0,0,255,91,31,42,60,62,47,16,0,0,354,120,64,99,94,120,94,18,0,0,612
SED10032,88,685,3720,4036,2060,1351,292,14,0,12243,325,1069,1599,972,593,452,181,22,3,5210,146,387,746,592,446,365,103,9,4,2788,16,120,285,169,93,67,12,8,0,768,571,2256,6348,5771,3190,2236,588,50,3,21012,54,180,486,347,197,127,18,0,0,1416,105,170,163,63,56,49,14,4,0,627,163,349,653,412,251,182,41,4,0,2044,733,2603,7000,6179,3442,2413,629,50,3,23060,1890,1341,2369,1916,1656,1898,2364,1545,502,15490,221,432,1132,846,479,338,216,130,44,3839,2850,4378,10507,8939,5579,4651,3205,1724,553,42386,61,762,2980,2325,1536,971,138,7,0,8779,379,971,1659,1305,854,666,151,12,3,5996,130,244,540,430,283,274,60,4,0,1964,21,72,175,97,55,40,5,0,0,474,585,2058,5357,4163,2725,1951,354,21,4,17213,29,93,292,188,116,71,3,0,0,794,101,148,206,126,80,54,12,0,0,735,132,238,502,315,193,130,16,0,0,1531
SED10033,515,1157,2808,2734,3173,2406,566,61,5,13418,583,534,742,633,786,775,419,104,5,4576,232,235,362,287,314,332,140,16,0,1920,17,47,106,80,81,60,12,13,0,409,1350,1972,4015,3735,4354,3565,1127,195,14,20328,47,88,105,72,93,93,18,0,0,505,63,28,25,15,21,29,16,0,0,186,105,117,126,91,110,117,27,0,0,693,1459,2086,4146,3819,4464,3687,1156,193,14,21022,1168,366,462,419,637,1158,2373,1662,460,8703,112,122,268,222,234,211,158,115,64,1501,2731,2574,4873,4457,5332,5057,3688,1973,540,31229,192,755,1660,1614,2223,1424,253,16,3,8143,764,746,1309,1469,1706,1317,436,62,3,7814,288,273,544,402,352,303,101,11,0,2282,12,22,73,54,50,35,12,8,0,274,1251,1805,3586,3542,4331,3082,804,98,9,18512,30,43,34,44,52,37,0,0,0,237,80,31,57,42,57,37,6,3,0,320,107,77,91,84,107,75,9,3,0,559
