SED_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SED10057,313,575,1501,1654,2003,1820,445,59,9,8380,525,349,474,487,644,852,477,97,6,3905,48,44,66,86,136,149,84,9,4,629,31,30,64,63,62,60,29,17,0,362,921,1000,2109,2295,2844,2878,1030,176,17,13270,64,97,144,132,131,143,24,0,0,743,73,43,37,27,45,55,22,0,0,299,137,137,180,163,176,201,44,0,0,1046,1055,1140,2291,2451,3020,3081,1075,178,18,14314,728,255,422,516,819,2069,4943,3361,1015,14121,138,115,211,235,301,378,427,350,164,2311,1925,1503,2926,3201,4139,5531,6438,3884,1196,30747,120,378,926,1088,1462,1167,216,14,0,5365,739,414,1048,1257,1469,1687,534,63,5,7216,75,56,160,128,134,202,45,10,0,810,45,28,52,44,64,38,27,12,3,321,976,878,2191,2517,3132,3085,821,104,8,13711,43,43,71,62,69,46,8,0,0,335,67,56,65,64,59,100,18,0,0,422,112,89,138,118,128,145,26,0,0,756
SED10058,194,1062,4083,3436,2904,2042,369,25,5,14122,616,1002,1159,657,590,718,426,93,3,5263,105,157,218,161,141,168,40,6,0,999,13,40,85,45,43,26,6,5,0,256,927,2257,5549,4302,3678,2954,837,127,7,20642,34,95,168,123,157,117,19,0,0,725,109,108,74,45,54,72,27,0,0,482,148,201,240,162,211,185,52,0,0,1199,1079,2460,5785,4468,3890,3143,891,132,7,21843,682,378,549,473,701,1479,2883,1687,564,9402,84,189,350,271,279,245,237,153,89,1895,1848,3029,6685,5205,4870,4871,4011,1969,663,33143,95,968,3245,2042,2177,1243,201,12,0,9974,775,1554,1881,1826,1570,1431,396,45,0,9479,148,201,434,257,145,194,56,4,0,1437,12,38,71,32,36,16,8,3,0,213,1025,2759,5631,4165,3932,2884,650,69,4,21104,26,46,91,57,62,33,3,0,0,313,105,73,60,69,65,59,14,4,0,448,128,117,147,125,132,93,19,4,0,760
SED10059,51,955,6394,4616,3149,1623,281,21,3,17098,252,994,1844,922,687,598,253,40,0,5598,127,456,616,295,192,164,60,11,0,1914,9,43,118,63,33,18,3,4,0,298,440,2451,8980,5898,4051,2403,591,82,5,24908,17,106,276,191,169,136,20,0,0,913,67,183,160,53,65,58,22,0,0,605,81,294,437,243,231,193,43,0,0,1521,522,2744,9420,6140,4286,2597,635,82,5,26423,810,1084,1188,664,851,1207,1597,956,304,8650,65,279,755,469,401,339,256,180,78,2818,1393,4102,11365,7274,5537,4141,2486,1210,388,37889,28,1053,5942,3161,2356,1187,190,11,0,13925,388,1271,1971,1306,901,594,242,23,3,6700,215,578,686,371,154,130,43,4,0,2173,12,41,103,34,15,15,4,6,0,229,643,2937,8694,4874,3423,1929,483,44,6,23031,8,88,216,97,119,57,0,0,0,586,86,215,161,49,58,45,10,0,0,631,96,306,376,145,177,98,13,0,0,1214
SED10060,46,675,4945,4546,3423,2210,665,136,7,16662,258,458,706,556,475,696,727,290,25,4196,115,200,229,186,135,125,76,19,0,1085,7,13,83,59,35,21,15,6,0,245,425,1350,5964,5353,4072,3051,1483,454,30,22187,8,38,121,119,138,128,20,3,0,570,44,52,51,13,17,37,19,10,0,248,57,90,169,136,154,162,44,9,0,818,479,1443,6130,5486,4228,3214,1532,467,35,23009,1045,313,362,316,401,861,1753,1690,596,7341,42,79,318,257,179,193,143,128,66,1406,1566,1839,6817,6063,4806,4266,3427,2284,694,31750,23,784,5100,3627,2820,1645,392,24,3,14411,285,618,1120,1272,1127,1147,656,154,11,6389,133,215,430,389,175,160,101,19,0,1634,5,17,73,67,38,24,5,9,3,239,449,1640,6725,5354,4154,2981,1154,200,17,22671,11,26,102,100,122,61,8,0,0,444,61,53,64,60,61,78,25,0,0,397,70,75,173,164,182,138,39,0,0,846
SED10061,377,943,2449,2397,2586,2355,780,172,26,12083,551,413,537,454,437,669,480,168,21,3726,33,45,80,69,97,144,49,22,9,551,33,52,84,50,53,76,24,25,15,407,989,1458,3147,2975,3168,3248,1341,381,66,16765,46,107,171,92,110,102,17,0,0,645,93,67,49,35,48,49,16,0,0,358,141,173,219,125,158,148,36,0,0,1008,1131,1631,3368,3099,3333,3396,1373,381,63,17770,1015,425,560,521,720,1413,2813,2080,562,10103,311,372,559,501,507,531,432,305,113,3637,2457,2424,4488,4124,4558,5338,4617,2766,745,31515,181,597,1496,1560,1966,1502,378,57,4,7740,805,643,1262,1250,1283,1388,563,104,9,7310,88,76,223,116,117,160,76,13,0,879,37,31,62,47,45,48,21,25,3,322,1108,1347,3039,2975,3411,3101,1046,198,14,16239,49,60,86,68,83,65,4,0,0,416,83,68,71,54,58,43,13,0,0,398,130,126,160,129,138,111,21,0,0,816
SED10062,84,667,2433,2970,2912,2078,449,32,0,11625,350,617,755,618,632,698,336,79,9,4093,240,365,513,411,433,461,142,21,0,2593,8,40,88,66,56,42,14,5,0,325,689,1688,3786,4065,4033,3281,946,141,9,18637,19,78,154,118,118,99,18,0,0,604,84,71,54,28,12,48,20,0,0,326,102,155,207,139,132,145,38,5,0,929,795,1842,3997,4206,4170,3426,987,141,9,19571,1554,652,648,604,712,1350,2596,1863,746,10717,74,105,256,228,162,157,156,137,111,1393,2425,2603,4899,5037,5035,4938,3730,2140,862,31682,49,708,2140,2065,2074,1410,214,7,0,8660,467,698,994,1500,1515,1233,384,52,3,6841,266,331,422,448,387,330,112,15,0,2311,9,27,64,41,51,21,12,0,0,222,784,1762,3622,4057,4026,2989,720,72,4,18037,12,54,84,55,66,51,7,0,0,330,67,63,48,67,54,66,14,0,0,382,79,116,132,120,124,114,27,0,0,712
SED10063,478,1169,3171,3213,3156,2474,701,121,11,14486,684,335,482,383,441,607,510,144,24,3605,66,31,111,79,100,130,55,12,0,588,26,44,95,59,57,46,24,7,5,369,1258,1581,3853,3735,3750,3257,1286,287,36,19050,44,105,91,92,92,78,8,0,0,514,79,41,31,34,35,34,26,0,0,286,125,147,119,126,128,116,35,0,0,797,1381,1734,3980,3857,3876,3373,1326,293,36,19847,1051,271,327,389,540,1137,2626,1952,661,8961,153,176,320,333,312,328,286,196,101,2205,2585,2182,4621,4583,4730,4835,4243,2438,802,31015,224,823,1963,1937,2254,1518,281,26,0,9033,858,596,1397,1712,1414,1450,530,73,14,8035,63,65,332,178,106,140,47,5,3,947,37,20,66,33,42,30,21,8,5,259,1178,1507,3759,3861,3817,3139,877,120,20,18272,24,44,51,40,49,32,0,0,0,241,84,41,74,75,38,44,17,3,0,373,106,89,121,115,83,73,17,3,0,613
SED10064,313,643,1620,1733,2050,1852,521,85,4,8823,513,289,548,561,699,984,561,111,19,4295,42,32,72,81,116,190,72,10,0,608,39,30,65,69,73,66,17,24,0,382,910,992,2305,2441,2940,3091,1166,229,34,14107,73,113,170,115,120,146,19,0,0,763,64,45,42,40,50,88,26,0,0,357,139,157,216,148,170,232,48,0,0,1122,1044,1154,2519,2589,3107,3320,1221,228,35,15227,947,368,778,738,942,2149,4588,2682,810,13991,186,125,265,315,351,392,384,238,92,2348,2184,1640,3562,3645,4399,5861,6191,3151,939,31571,154,390,876,1107,1597,1279,269,30,5,5704,693,471,1156,1313,1578,1828,543,74,0,7663,53,50,190,124,134,216,45,9,0,817,27,29,57,55,54,58,16,15,0,308,923,943,2276,2598,3358,3383,873,126,9,14493,31,45,62,63,53,61,7,0,0,328,102,45,74,69,79,95,23,0,0,491,138,92,138,131,130,155,32,3,0,821
SED10065,73,883,5848,6433,2971,1953,426,32,0,18616,375,1127,1837,1208,802,679,269,53,3,6359,168,412,778,649,486,454,133,18,0,3093,11,67,280,164,50,51,9,0,0,636,626,2485,8742,8456,4310,3137,845,99,7,28703,24,138,319,293,184,157,29,0,0,1137,84,182,161,56,39,64,22,5,0,617,105,318,476,352,221,220,51,3,0,1753,731,2804,9221,8804,4532,3359,900,103,7,30459,1678,994,1549,1269,1152,1696,2541,1539,604,13019,116,256,819,611,325,295,194,105,72,2799,2522,4059,11585,10679,6012,5347,3637,1749,678,46270,63,837,4590,3696,2344,1367,204,14,0,13115,434,1067,2082,1894,1364,949,290,32,0,8110,150,347,789,600,365,321,101,9,0,2675,9,60,148,102,50,28,12,4,0,413,656,2308,7618,6286,4116,2666,604,54,0,24308,13,89,334,280,107,72,3,0,0,900,95,137,194,167,98,92,15,0,0,790,110,222,533,450,202,163,14,0,0,1694
SED10066,306,1110,3299,3481,2985,2055,416,29,0,13685,499,693,926,749,636,568,278,53,3,4405,232,280,469,352,249,248,100,20,0,1942,19,53,102,94,69,35,8,4,0,389,1054,2139,4799,4677,3939,2901,806,103,8,20423,64,125,189,140,113,97,13,0,0,743,100,64,45,28,18,30,13,0,0,304,165,192,232,170,130,124,26,0,0,1045,1219,2333,5033,4846,4069,3027,832,107,5,21476,1192,459,691,601,723,1081,2549,1629,439,9366,110,167,431,360,285,203,196,196,107,2058,2522,2957,6155,5811,5079,4312,3578,1930,553,32897,123,915,2550,2288,2166,1328,210,6,0,9589,614,755,1312,1543,1253,1089,324,27,0,6924,303,345,676,439,308,306,79,6,0,2460,24,40,86,54,30,25,4,3,5,277,1056,2064,4627,4325,3761,2748,619,48,3,19247,53,89,112,94,90,57,0,0,0,501,106,68,84,70,51,46,4,0,0,415,154,154,198,162,142,101,6,0,0,914
SED10067,250,757,1888,2681,3472,2611,641,78,0,12385,596,551,530,560,776,1002,783,204,14,5021,218,193,165,179,224,216,118,34,5,1344,7,17,43,44,36,33,17,7,0,209,1073,1518,2630,3464,4514,3866,1565,321,23,18957,17,50,68,60,93,105,11,0,0,413,86,40,23,21,10,34,26,5,0,250,103,90,91,85,109,138,35,5,0,663,1176,1611,2723,3545,4622,4004,1601,320,20,19618,1153,289,245,236,422,972,2550,2333,859,9054,79,71,148,158,176,177,173,178,158,1324,2407,1972,3117,3939,5222,5150,4322,2831,1033,29999,57,506,1288,1519,2380,1459,260,20,0,7484,660,663,796,1660,1803,1771,737,114,0,8209,306,219,315,369,311,301,123,18,0,1955,19,14,33,40,43,40,7,7,8,210,1041,1399,2433,3592,4537,3562,1132,164,13,17861,3,28,38,28,59,47,4,0,0,208,79,34,20,46,57,56,18,0,0,314,84,65,60,75,114,104,19,0,0,520
SED10068,320,742,1844,2341,2698,1928,395,28,0,10299,777,415,547,541,645,974,527,109,12,4552,56,51,82,98,127,177,74,8,0,662,24,39,49,42,56,58,10,9,5,295,1178,1252,2523,3023,3527,3137,1008,155,14,15813,56,80,117,95,89,105,25,0,0,572,117,43,53,25,33,59,25,3,0,367,173,125,171,113,125,165,52,5,0,932,1356,1381,2694,3142,3651,3299,1053,157,14,16745,848,279,364,400,671,1787,5011,3621,1138,14114,105,97,199,199,187,254,287,224,173,1719,2303,1754,3255,3739,4503,5340,6349,4008,1323,32580,150,488,1221,1453,2135,1392,207,7,0,7056,1006,690,1124,1579,1637,1795,510,58,5,8415,98,74,235,165,131,204,71,9,0,988,10,35,39,36,34,28,16,8,9,217,1269,1289,2621,3229,3940,3424,802,85,12,16674,27,30,54,44,62,53,0,0,0,261,125,47,42,52,68,103,25,4,5,470,146,79,96,93,126,156,30,4,4,735
SED10069,374,806,1943,2280,2718,2181,404,40,6,10753,588,395,505,432,549,819,451,99,5,3849,128,90,129,131,155,257,88,16,4,979,38,36,68,71,71,46,16,5,0,355,1123,1330,2649,2916,3490,3296,957,162,11,15928,64,98,116,95,118,119,20,0,0,641,96,63,35,21,37,41,21,4,0,308,159,159,159,120,153,162,37,3,0,954,1281,1486,2805,3036,3643,3457,996,164,11,16885,918,261,379,455,648,1758,4441,3044,739,12637,113,93,216,190,250,279,265,286,118,1806,2311,1839,3402,3682,4546,5492,5701,3497,862,31327,125,449,1013,1209,1680,1120,158,8,0,5776,773,636,1061,1463,1640,1618,434,45,4,7682,155,123,291,207,198,227,61,3,0,1271,31,32,57,34,39,40,10,3,4,257,1090,1245,2415,2921,3558,3008,671,63,12,14981,43,46,64,48,66,38,4,0,0,310,85,34,59,70,54,68,10,3,0,387,125,75,115,122,123,110,10,3,0,692
SED10070,99,648,2569,3589,2514,1782,394,15,0,11616,402,589,787,683,601,485,246,26,3,3827,184,360,586,453,473,426,142,12,0,2644,12,51,134,134,74,43,12,0,0,467,693,1653,4082,4860,3659,2731,797,53,8,18548,37,128,179,169,133,116,11,0,0,781,86,94,59,35,41,53,12,3,0,389,128,228,235,207,174,170,24,3,0,1167,823,1880,4320,5070,3838,2903,824,55,7,19716,1761,815,1208,1261,1278,1643,2835,1949,607,13356,99,161,343,377,296,206,193,153,108,1933,2688,2858,5871,6713,5408,4750,3853,2157,722,35006,59,629,2026,2375,1764,1177,217,4,0,8249,470,606,1007,1378,1048,821,240,14,3,5581,194,252,428,374,311,280,70,9,0,1927,16,39,92,67,45,26,8,0,0,298,744,1530,3556,4194,3170,2305,531,33,3,16057,17,67,134,127,71,43,5,0,0,479,116,77,81,89,66,44,0,0,0,474,132,144,224,219,138,88,8,0,3,952
SED10071,201,1050,4538,8665,5102,2375,403,19,0,22351,698,942,1084,1138,788,579,251,39,0,5525,333,506,781,700,527,351,125,5,0,3327,23,71,180,192,79,39,7,0,0,591,1255,2559,6586,10695,6499,3349,778,66,3,31791,61,127,187,217,163,123,22,0,0,898,212,125,73,19,28,37,21,0,0,522,267,255,262,239,193,161,43,4,0,1420,1526,2815,6846,10934,6691,3510,826,70,3,33212,2313,898,1268,1206,892,1103,2098,1077,249,11106,129,177,394,432,245,124,101,53,24,1672,3970,3881,8507,12567,7830,4741,3022,1195,275,45985,134,1069,4097,5808,3500,1569,223,3,0,16401,842,1032,1811,2843,1744,883,205,12,0,9379,338,421,814,706,441,291,74,0,0,3079,16,52,141,114,68,40,14,5,0,438,1322,2570,6867,9477,5749,2774,516,21,0,29314,45,95,211,227,98,73,4,0,0,748,184,104,137,183,61,54,16,0,0,739,234,200,343,407,158,128,20,0,0,1491
SED10072,87,763,4386,3970,2881,1863,416,40,3,14413,350,987,1841,1087,777,716,326,55,4,6153,125,289,566,436,362,290,117,16,0,2200,16,64,211,118,73,42,29,0,0,548,586,2102,6998,5613,4089,2918,887,114,10,23314,28,106,302,192,170,125,19,0,0,951,79,131,146,68,36,50,16,0,0,528,103,241,448,260,209,178,34,4,0,1484,686,2351,7446,5873,4295,3094,922,117,11,24795,1301,971,1373,948,905,1375,2489,1960,762,12083,115,244,733,446,322,268,211,215,198,2749,2103,3567,9552,7273,5516,4731,3622,2293,972,39622,55,769,3846,2612,2197,1334,223,14,0,11047,411,922,2046,1630,1375,1016,305,34,0,7735,156,280,701,525,338,287,75,15,0,2380,17,45,129,78,72,28,15,7,0,382,638,2020,6726,4839,3983,2657,624,63,3,21546,12,63,172,117,98,76,11,0,0,546,72,96,173,101,73,70,14,0,0,613,88,162,346,224,174,147,25,4,0,1160
SED10073,67,892,5127,5332,3225,2155,482,24,0,17306,396,903,1541,1084,718,749,413,68,8,5878,181,349,505,352,256,291,110,19,0,2066,3,61,175,123,58,47,18,3,0,492,656,2204,7349,6892,4257,3245,1014,111,9,25741,21,97,299,237,165,133,33,0,0,979,115,166,108,48,24,49,27,4,0,542,134,261,410,286,191,183,58,4,0,1523,796,2461,7757,7179,4448,3432,1077,116,9,27265,1470,948,1107,826,750,1446,2621,1743,816,11725,62,146,487,373,228,216,143,91,75,1821,2325,3550,9353,8375,5430,5094,3837,1951,898,40811,45,731,4598,3531,2460,1507,247,17,0,13131,469,1013,1795,1915,1371,1187,392,52,0,8199,204,417,745,521,287,275,98,10,0,2551,8,43,107,80,40,32,12,0,0,315,727,2210,7245,6041,4156,3006,745,69,0,24198,16,76,237,173,113,68,3,0,0,685,93,126,160,153,86,80,12,0,0,713,103,201,401,331,199,145,17,0,0,1390
SED10074,104,656,3114,4441,3047,1850,401,30,0,13634,431,709,1065,759,557,500,275,39,5,4332,241,362,518,506,431,375,130,13,0,2579,4,37,130,120,53,42,6,5,0,412,791,1761,4822,5830,4082,2771,809,90,7,20960,27,115,213,163,143,118,23,3,0,806,103,89,67,39,37,29,20,0,0,394,130,208,280,204,182,148,48,0,0,1195,916,1969,5103,6035,4262,2915,857,88,12,22154,1429,586,856,801,801,1146,2420,1829,584,10453,79,173,418,297,224,163,144,97,75,1674,2430,2738,6374,7127,5291,4225,3419,2017,664,34288,59,597,2549,2879,2309,1373,250,6,0,10024,527,711,1224,1651,1232,874,293,27,3,6542,201,281,495,426,321,299,96,5,0,2120,9,28,97,70,22,29,14,4,0,279,797,1613,4368,5034,3887,2569,651,47,3,18972,25,69,184,136,62,50,12,0,0,531,116,72,118,100,55,48,13,0,0,526,135,136,302,241,125,95,25,0,0,1059
SED10075,419,1089,2910,3363,3247,2233,304,21,0,13586,661,556,788,666,654,689,279,28,3,4320,188,224,353,302,291,296,101,10,3,1763,19,44,109,58,53,43,16,7,0,355,1288,1913,4164,4378,4250,3261,698,63,9,20029,96,159,178,116,122,83,14,0,0,761,125,55,46,22,23,37,14,0,0,321,228,212,223,138,140,118,25,3,0,1087,1516,2123,4386,4516,4390,3378,724,71,9,21117,1275,464,501,549,777,1716,3514,2366,664,11822,134,122,246,235,217,197,170,206,173,1693,2916,2714,5130,5297,5389,5294,4405,2638,845,34628,173,780,1731,1878,1946,1130,135,5,0,7782,886,763,1571,1967,1887,1362,294,23,0,8757,268,268,686,467,376,332,85,4,0,2477,22,26,68,47,52,25,10,5,0,259,1358,1841,4052,4352,4259,2852,524,43,4,19276,43,77,84,61,52,35,3,0,0,347,131,71,65,74,61,57,8,0,0,472,173,149,148,134,114,90,12,0,0,818
SED10076,332,715,2111,2158,2184,1621,292,32,0,9447,482,344,563,517,667,974,473,81,6,4110,65,43,103,129,119,214,82,3,0,754,32,42,63,55,46,57,17,4,0,313,906,1139,2840,2860,3021,2868,866,120,8,14620,59,119,129,105,95,98,13,0,0,619,76,37,35,29,32,63,40,0,0,317,137,156,168,129,128,163,49,5,0,938,1042,1298,3005,2986,3151,3029,916,123,8,15555,766,221,415,486,737,2103,4880,3197,916,13715,157,118,268,257,305,310,305,250,103,2082,1973,1628,3683,3729,4190,5444,6101,3569,1026,31349,111,465,1151,1191,1519,1019,147,15,0,5621,691,489,1238,1458,1457,1608,469,47,3,7456,92,63,278,188,144,202,46,6,0,1019,26,28,54,41,52,50,10,7,3,276,923,1039,2726,2875,3167,2877,675,73,12,14364,32,45,57,56,51,56,3,0,0,300,73,52,58,60,50,105,9,0,0,403,101,98,105,114,102,158,18,0,0,701
SED10077,86,1127,5365,3959,2719,1956,484,45,5,15754,355,1845,2365,1064,758,773,342,86,13,7597,155,421,724,414,309,326,104,24,0,2479,4,140,261,142,62,49,18,8,6,689,605,3536,8721,5581,3856,3104,947,155,20,26516,17,183,386,199,161,148,23,3,0,1116,85,356,257,64,35,66,29,0,0,896,103,540,635,265,200,216,49,8,0,2011,701,4077,9354,5845,4056,3316,996,164,20,28531,1479,1527,2032,965,929,1433,2220,1651,790,13028,98,454,867,434,227,214,132,127,104,2650,2278,6058,12258,7239,5207,4958,3355,1936,919,44215,45,1053,4376,2607,2138,1416,262,11,0,11912,390,1759,2394,1520,1354,1113,353,57,4,8945,167,423,757,466,377,265,75,11,0,2558,12,74,186,76,54,49,9,0,3,455,614,3309,7709,4669,3928,2852,701,74,9,23870,7,118,247,123,107,64,8,0,0,673,77,204,213,117,92,61,9,0,0,785,85,319,458,240,202,128,20,0,0,1455
SED10078,64,647,4383,3860,3082,1861,379,15,6,14298,298,765,1382,922,713,656,273,46,7,5073,142,296,481,327,231,269,73,3,0,1829,4,33,107,61,46,24,14,4,0,302,515,1742,6359,5175,4072,2805,746,73,11,21498,13,88,220,174,146,125,18,0,0,786,63,123,93,45,31,40,25,4,0,421,69,208,319,217,180,163,46,4,0,1209,583,1951,6677,5395,4250,2970,783,76,11,22707,1114,591,788,607,726,1217,1993,1601,679,9318,57,157,429,273,215,225,166,151,88,1766,1763,2702,7897,6279,5192,4407,2947,1826,778,33791,29,689,4430,3081,2637,1476,215,7,0,12561,359,845,1707,1623,1337,973,329,25,0,7209,147,343,593,448,233,209,75,8,0,2068,3,31,84,45,30,23,11,4,0,239,539,1912,6817,5208,4239,2682,622,53,0,22069,9,62,139,107,102,59,7,0,0,485,67,91,130,79,52,59,11,0,0,487,77,147,266,189,153,114,23,0,0,970
SED10079,344,856,2093,2366,2729,2003,279,24,0,10698,554,516,577,489,521,673,323,56,4,3711,119,102,178,152,198,254,71,10,4,1089,21,25,63,46,53,27,4,6,0,237,1035,1486,2911,3061,3503,2959,681,95,7,15731,66,103,137,105,118,103,14,0,0,639,116,45,28,15,27,40,17,0,0,291,176,143,164,123,138,143,27,3,0,927,1209,1637,3074,3180,3643,3104,715,96,7,16662,881,273,412,457,687,1685,3866,2757,781,11800,83,85,180,192,199,197,196,205,101,1446,2178,1999,3668,3829,4529,4987,4769,3052,892,29906,127,506,1137,1284,1781,1120,127,0,0,6088,783,653,1144,1563,1589,1473,366,31,0,7605,156,148,373,277,219,260,67,11,0,1507,11,19,54,41,41,23,9,0,0,205,1078,1335,2707,3162,3637,2878,565,45,3,15405,42,46,43,47,50,34,3,0,0,278,111,31,75,50,62,69,13,0,0,420,153,82,121,95,114,112,21,0,0,695
