SED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
SED10079,0,0,0,0,0,0,0,0,0,0,1848,4228,3895,6662,3913,4118,3731,2194,619,31215,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,9,0,0,3,4,10,3,7,5,0,39,0,0,0,5,10,3,13,0,0,25,0,0,0,10,0,9,12,5,0,43,0,0,0,0,0,4,5,5,0,23,0,0,0,0,0,3,6,7,6,18,0,30,39,92,124,243,267,257,69,1114,0,0,0,3,3,6,3,0,0,21,0,0,0,0,0,4,5,0,0,16,0,3,0,3,14,10,39,43,11,126,0,0,0,3,0,3,3,13,0,22,0,0,0,4,4,4,6,0,0,17,0,3,3,29,8,8,4,12,0,73,3,0,3,7,0,3,0,0,0,27,0,0,0,0,4,0,0,0,0,8
SED10080,0,7,0,15,0,0,0,0,0,23,1230,1404,2084,9104,2801,2334,1706,859,247,21777,0,0,14,55,4,0,6,0,0,78,0,0,0,14,3,3,0,0,0,28,0,7,23,431,22,13,0,0,0,503,0,0,8,14,0,3,0,0,0,33,4,0,9,135,41,45,11,4,0,242,0,0,6,115,8,12,3,4,0,156,8,34,375,997,149,230,153,72,36,2042,0,0,0,11,7,16,9,10,0,46,0,0,6,29,0,8,21,12,5,76,12,48,115,1200,491,444,270,150,51,2782,0,0,3,44,15,10,3,3,3,89,0,15,32,344,60,24,15,3,3,491,0,6,12,135,53,31,48,29,10,312,0,0,0,20,5,17,25,6,8,86,4,16,51,217,68,72,57,17,5,503,6,17,103,810,60,37,22,21,3,1073,3,14,488,1242,89,26,45,14,0,1926,0,0,4,142,21,15,12,5,0,193
SED10081,0,0,0,4,0,0,0,0,0,3,2517,5299,4197,7317,3887,4083,3697,2031,610,33638,0,0,0,16,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,5,0,3,0,0,0,0,0,7,0,4,0,12,5,0,0,3,0,25,0,0,0,0,0,8,0,0,0,9,4,14,4,91,6,14,15,0,0,141,0,0,0,0,0,0,6,0,0,11,0,0,0,10,0,0,0,4,0,21,0,14,12,49,55,98,126,97,29,467,0,6,10,69,10,0,0,0,0,93,0,0,0,4,0,4,0,0,0,10,0,6,0,0,4,10,10,17,0,50,0,0,0,0,0,3,0,4,0,14,0,0,0,7,0,0,0,0,0,16,8,21,18,221,13,11,7,0,0,294,0,0,7,17,0,0,0,0,0,33,0,0,0,10,5,0,0,0,0,17
SED10082,0,0,0,0,0,0,0,0,0,0,1933,4665,3846,5923,3626,3576,3241,1890,629,29323,0,0,0,7,0,0,0,0,0,7,0,0,0,5,0,6,0,0,0,8,0,0,3,29,7,0,4,0,0,47,0,0,0,0,4,0,0,0,0,3,0,6,13,26,24,18,9,7,3,115,0,0,0,3,7,7,0,10,0,33,0,6,9,25,19,18,27,13,0,120,0,0,0,0,0,13,8,17,5,41,0,4,0,27,6,4,14,9,4,69,3,120,162,416,408,451,434,396,109,2505,0,0,0,15,0,7,8,0,0,26,4,3,0,15,5,10,14,3,0,56,0,6,17,10,15,13,42,41,13,154,0,0,5,0,3,5,7,9,4,36,0,7,0,10,5,9,9,4,0,49,0,0,6,75,22,19,12,8,6,151,0,4,3,17,9,10,3,3,3,51,0,0,3,3,0,3,5,3,0,21
SED10083,0,0,0,0,0,0,0,0,0,0,2161,4611,3947,7169,3497,3457,2912,1497,558,29816,0,4,0,20,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,8,0,0,4,23,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,5,5,18,11,16,3,3,0,57,0,0,5,7,3,9,8,11,0,43,0,6,6,34,19,19,21,12,0,123,0,0,0,4,0,6,13,6,0,34,0,0,0,5,4,6,11,9,0,42,5,36,74,235,219,297,332,239,81,1512,0,0,0,16,10,13,4,0,0,43,0,0,0,14,8,6,4,5,3,36,0,0,4,5,4,18,23,31,9,85,0,0,0,0,4,3,22,9,10,45,0,0,4,9,0,5,5,3,0,30,5,13,25,140,29,17,15,5,0,245,0,0,6,22,11,9,9,3,0,64,0,0,0,5,6,7,4,0,0,23
SED10084,0,0,0,0,0,0,0,0,0,0,1876,4426,3336,6030,3611,4025,3983,2256,811,30350,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,11,7,149,19,0,0,0,0,186,0,0,0,0,0,0,0,0,0,5,0,13,4,29,21,15,11,7,3,93,0,0,0,4,0,0,0,0,0,7,0,3,5,18,9,11,9,4,0,58,0,0,0,5,0,0,7,12,0,16,0,0,0,0,0,5,3,0,5,9,10,41,64,211,216,317,404,420,178,1862,0,0,0,7,7,0,7,0,0,27,0,3,4,27,8,8,6,0,3,51,0,7,7,15,18,23,57,46,13,178,0,0,0,0,0,0,5,4,0,17,0,0,3,8,0,3,4,6,0,26,0,6,24,125,23,11,6,13,4,210,0,7,5,3,6,4,7,0,0,28,0,0,0,3,0,4,0,0,0,5
SED10085,0,0,0,0,0,0,0,0,0,0,2147,5137,4212,7699,4295,4554,3592,1752,493,33889,0,0,0,13,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,5,0,0,30,0,0,0,5,3,0,0,0,0,9,0,16,6,58,16,11,4,0,0,120,0,0,0,0,3,3,9,0,0,11,0,0,0,4,0,0,0,0,0,4,3,9,28,83,86,159,183,129,23,697,0,0,6,22,10,6,3,0,0,50,0,0,5,8,0,4,4,0,0,14,0,0,0,3,3,18,30,12,3,73,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,6,3,6,15,96,9,4,8,5,0,150,0,0,4,7,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0
SED10086,0,0,0,0,0,0,0,0,0,0,1872,3453,2897,6102,2527,1934,1500,859,274,21423,0,0,3,9,4,0,0,0,0,12,0,0,0,10,0,0,0,0,0,16,0,6,23,386,17,8,0,0,0,444,0,0,0,0,0,0,0,0,0,6,0,0,9,84,31,23,10,12,3,167,0,0,0,113,15,9,3,0,0,147,0,52,51,176,48,89,59,36,15,530,0,0,0,5,3,0,3,6,6,27,0,0,0,10,0,21,31,27,6,91,18,122,162,1392,463,305,196,166,61,2882,0,0,0,15,11,9,0,3,0,37,4,9,22,277,36,27,22,8,3,404,5,3,12,96,44,29,36,25,15,259,0,0,0,8,0,13,26,31,20,96,4,64,46,56,34,16,25,8,3,266,0,17,5,78,18,23,24,27,16,217,0,3,9,32,10,17,17,5,0,95,0,0,0,32,19,7,15,7,3,79
SED10087,0,0,0,13,5,0,0,0,0,29,2525,5003,4793,7826,3660,3893,3234,1687,565,33201,0,4,0,30,5,0,0,0,0,46,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,17,10,0,8,0,0,40,0,0,0,3,0,3,4,0,0,12,3,26,19,96,21,17,6,4,0,191,0,0,0,0,0,3,5,0,0,12,0,14,12,19,11,10,9,0,0,70,0,18,20,61,65,88,108,97,30,492,0,0,12,85,3,5,0,0,0,113,0,0,0,7,4,4,0,0,0,16,0,0,0,4,0,14,21,20,14,76,0,3,0,4,0,5,5,4,0,20,0,0,0,8,3,10,0,0,0,23,10,52,50,363,65,30,9,0,0,570,0,0,0,0,0,0,0,0,0,8,0,9,4,16,10,0,3,0,0,38
SED10088,0,0,0,3,3,0,3,0,0,15,2347,4984,4259,5785,3596,2682,1712,1045,468,26876,0,0,0,20,8,3,0,0,0,34,0,0,0,16,9,9,10,7,0,49,0,9,32,457,43,15,5,0,0,565,0,0,0,3,0,4,0,0,0,9,0,7,9,50,45,26,12,4,3,160,0,0,0,20,10,11,6,7,0,54,0,26,74,285,173,204,98,52,23,937,0,0,0,18,9,27,40,22,8,126,0,3,0,13,0,11,21,12,6,70,14,136,211,647,657,489,311,209,64,2730,0,0,0,22,7,10,9,4,0,48,0,24,20,99,55,25,7,9,0,237,0,8,16,62,45,38,26,42,9,243,0,0,0,7,4,11,6,22,3,54,8,19,11,32,26,41,39,12,3,193,11,59,67,273,57,51,22,19,6,566,0,0,16,52,17,13,12,6,5,122,0,0,0,61,20,29,30,12,9,168
SED10089,3,31,22,69,8,5,0,0,0,137,2390,4646,5505,8931,3925,3581,2829,1615,588,34009,7,11,7,79,12,13,3,0,0,121,0,0,0,9,7,16,11,12,0,55,0,0,0,16,3,0,0,0,0,27,0,3,9,5,0,0,0,0,0,16,4,0,8,17,13,11,7,0,0,72,0,0,0,7,3,7,3,0,0,15,3,18,75,281,54,35,26,5,4,501,0,0,0,4,6,18,3,16,4,52,4,9,3,13,4,0,0,0,0,34,10,53,57,148,117,138,135,113,44,797,0,0,0,13,7,4,3,0,0,36,0,0,0,7,6,5,0,0,0,24,0,3,0,14,7,11,52,30,4,129,0,0,0,4,0,9,15,18,3,44,0,0,27,26,3,11,7,0,0,81,9,45,93,412,99,31,18,9,5,714,0,3,10,44,12,13,3,3,0,82,0,7,10,61,14,4,0,0,0,90
SED10090,0,0,0,9,0,0,0,0,0,11,2250,4400,3248,5504,2815,2150,1571,823,315,23070,0,0,0,28,3,0,5,0,0,40,0,0,0,6,0,3,4,0,0,14,0,9,10,104,11,7,3,0,0,141,0,3,0,6,4,0,3,0,0,24,0,13,12,55,46,21,14,9,0,178,0,3,0,10,12,4,0,3,0,34,18,208,281,1276,395,471,342,160,76,3219,0,0,0,8,8,22,34,36,20,136,0,3,0,18,4,11,22,24,16,95,23,112,131,494,439,352,261,138,45,1995,0,0,4,10,20,3,9,3,0,57,5,10,13,74,33,14,11,8,0,168,0,8,3,43,25,22,17,27,13,159,0,0,0,0,4,9,20,33,9,76,16,110,80,353,186,167,179,61,14,1178,7,107,50,618,156,50,32,20,3,1046,4,3,28,167,48,28,30,5,4,331,0,7,6,128,35,28,39,16,6,270
SED10091,0,0,0,3,0,0,0,0,0,8,2613,5441,4581,7805,4261,3567,2969,1649,471,33361,0,0,4,15,4,0,0,0,0,27,0,0,0,10,0,3,0,0,0,11,0,0,0,4,0,0,0,0,0,8,0,0,0,5,6,0,0,0,0,14,0,4,4,14,17,8,9,9,0,49,0,0,0,11,4,14,12,0,0,42,0,0,9,23,20,22,11,4,0,87,0,0,0,3,9,17,20,12,0,66,0,0,0,5,3,5,5,11,4,29,0,26,39,154,261,383,407,333,101,1702,0,0,4,18,16,0,3,0,0,39,0,3,0,11,12,10,13,7,0,46,0,0,0,14,5,17,55,48,10,153,0,0,0,0,4,11,23,15,4,53,0,9,6,6,6,4,0,0,0,31,0,10,17,139,25,8,17,9,7,236,0,0,0,5,3,0,5,4,4,17,0,0,0,12,4,3,0,3,0,21
SED10092,0,0,0,3,0,0,0,0,0,10,2118,3698,4847,8375,3471,3256,2115,1062,378,29319,0,0,16,53,4,3,5,0,0,75,0,0,0,21,7,23,13,10,7,85,0,0,5,41,10,0,3,0,0,72,0,0,0,0,7,0,0,0,0,8,3,3,9,34,12,11,8,0,0,87,0,0,6,16,24,14,34,15,3,106,0,16,89,269,25,38,23,6,9,483,0,0,0,41,24,37,47,57,29,236,4,7,5,10,11,6,15,5,8,59,0,30,52,156,153,352,283,199,68,1294,0,0,4,23,9,9,3,3,0,50,0,0,0,11,5,8,3,5,0,42,0,4,0,15,15,33,58,42,17,181,0,0,3,0,8,21,52,57,35,180,0,6,12,21,3,12,3,0,0,52,7,29,116,466,35,27,18,11,0,714,0,6,9,22,3,5,4,0,0,56,0,3,4,62,7,9,4,0,0,99
SED10093,0,0,0,4,0,0,0,0,0,5,2516,5174,4649,7836,3895,3535,2813,1566,529,32513,0,0,0,7,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,19,0,0,0,7,6,3,0,0,0,5,0,3,4,18,0,8,3,0,3,38,0,0,0,4,9,14,5,9,0,43,0,4,8,36,18,33,26,14,0,135,0,0,0,0,3,9,9,9,5,40,0,6,0,10,4,3,8,10,6,47,0,33,52,159,185,289,293,237,95,1344,0,4,8,19,10,12,4,0,0,53,0,0,0,0,5,0,3,5,0,16,0,0,4,11,9,7,33,33,8,101,0,0,0,0,0,3,8,9,0,26,0,0,0,7,4,3,11,0,0,28,3,23,22,213,57,21,3,5,5,351,0,0,9,24,13,5,7,3,0,57,0,0,0,7,5,5,4,3,0,23
SED19494,0,0,0,7,0,0,0,0,0,7,159,198,367,1034,507,518,413,99,10,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,10,0,0,3,18,3,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,4,4,10,53,21,44,40,10,0,185,0,0,0,8,4,0,0,0,0,14,0,0,7,19,5,4,0,0,0,35,0,0,4,12,0,3,0,0,0,15,0,0,0,3,0,0,0,4,0,8,0,0,0,10,3,0,0,0,0,20,0,0,0,41,0,7,5,0,0,46,0,0,0,15,0,3,0,0,0,19,0,0,0,9,5,5,0,0,0,20
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
