SED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SED10061,4,4,3,0,0,0,0,0,16,8,10,8,10,10,0,0,0,44,8,67,94,151,251,461,282,178,1495,17,84,107,160,267,461,282,178,1551,4114,3795,3501,3868,4532,3732,2194,452,26195,743,605,521,526,542,428,292,109,3769,4879,4488,4124,4558,5338,4617,2766,745,31515,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,9,4,8,15,41,61,45,10,11,201,7,15,20,43,57,45,10,11,216,4332,4145,3830,4395,4890,4183,2666,1008,29446,787,556,494,505,490,406,341,213,3792,5123,4718,4341,4943,5441,4633,3023,1237,33455,4,8,3,0,6,0,0,0,16,9,14,13,15,10,0,0,0,57,16,81,113,194,313,507,291,188,1697,27,98,124,208,326,507,291,188,1769,8450,7944,7327,8260,9426,7913,4859,1461,55638,1529,1157,1016,1033,1037,832,633,328,7563,10002,9207,8466,9502,10782,9251,5787,1980,64966
SED10062,8,45,24,19,3,0,0,0,93,7,14,10,4,3,0,0,0,35,3,41,48,92,110,154,196,159,797,18,92,77,115,118,154,196,159,922,4816,4547,4734,4761,4664,3431,1818,591,29366,193,262,226,159,159,152,129,111,1390,5024,4899,5037,5035,4938,3730,2140,862,31682,4,7,6,6,0,0,0,0,16,0,6,5,0,0,0,0,0,6,0,4,0,9,14,10,5,11,67,9,19,7,19,22,10,5,11,95,4518,4553,5221,5364,5133,3927,2316,1165,32193,175,228,212,182,136,150,219,341,1640,4701,4796,5442,5564,5294,4090,2543,1512,33932,13,49,28,23,3,0,0,0,110,7,14,8,6,5,0,0,0,43,3,43,48,102,125,163,202,167,862,20,108,85,133,135,163,202,167,1019,9337,9100,9951,10125,9799,7357,4134,1755,61564,367,490,441,337,294,295,352,450,3032,9727,9694,10482,10594,10233,7822,4680,2377,65612
SED10063,0,5,3,0,3,0,0,0,13,6,15,12,6,0,0,0,0,44,18,74,125,178,210,383,248,185,1414,22,87,145,189,220,383,248,185,1461,4370,4212,4102,4217,4306,3572,1995,512,27274,378,323,332,329,314,288,200,111,2274,4766,4621,4583,4730,4835,4243,2438,802,31015,0,0,0,0,0,0,0,0,4,4,6,6,0,0,0,0,0,12,3,8,21,30,36,27,19,14,155,5,10,24,31,40,27,19,14,168,4158,4705,4665,4635,4736,4088,2506,1090,30573,328,334,310,285,285,250,254,196,2241,4493,5044,4992,4951,5064,4367,2779,1300,32982,0,4,3,0,3,0,0,0,17,6,14,21,6,5,0,0,0,47,19,75,147,211,249,407,264,192,1566,23,97,168,221,257,407,264,192,1635,8523,8912,8766,8854,9039,7659,4503,1599,57846,707,656,644,609,599,534,456,311,4516,9257,9663,9573,9684,9896,8607,5219,2104,63999
SED10064,3,0,0,0,3,0,0,0,15,3,11,4,12,11,0,0,0,38,11,73,86,197,317,600,493,262,2038,18,87,93,208,327,600,493,262,2094,3311,2891,3029,3773,5118,5207,2453,586,26366,502,581,517,414,416,385,204,87,3115,3826,3562,3645,4399,5861,6191,3151,939,31571,3,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,8,6,16,16,49,63,48,36,26,264,10,17,22,50,64,48,36,26,273,3212,3295,3493,4458,6013,5525,2965,1227,30186,346,315,324,348,366,366,308,154,2524,3563,3624,3842,4855,6442,5939,3300,1410,32983,6,4,0,7,4,0,0,0,21,3,15,7,12,14,0,0,0,48,17,90,105,246,377,645,524,291,2303,23,105,114,263,394,645,524,291,2366,6517,6186,6528,8231,11136,10726,5415,1815,56558,846,894,842,765,777,750,506,243,5638,7393,7186,7480,9261,12309,12129,6452,2346,64553
SED10065,32,147,90,45,10,0,0,0,322,13,16,10,0,8,0,0,0,50,7,55,55,82,115,144,123,91,670,57,220,148,130,130,144,123,91,1036,6118,10523,9910,5555,4939,3317,1536,525,42429,406,844,622,327,281,177,92,60,2802,6580,11585,10679,6012,5347,3637,1749,678,46270,15,25,18,3,0,0,0,0,61,0,3,4,0,0,0,0,0,9,8,12,11,21,19,17,7,12,102,23,35,32,20,19,17,7,12,174,5503,10434,9030,6000,5329,3669,1884,856,42706,359,685,553,296,223,178,132,73,2492,5882,11152,9619,6324,5579,3865,2021,938,45370,50,163,110,48,10,0,0,0,383,14,20,11,9,8,0,0,0,61,15,70,70,98,139,157,128,103,772,76,252,183,150,153,157,128,103,1212,11625,20962,18939,11556,10266,6989,3415,1387,85136,762,1523,1170,627,505,357,220,132,5297,12462,22740,20294,12332,10927,7498,3767,1622,91643
SED10066,11,40,27,21,11,0,0,0,109,0,13,26,12,8,0,0,0,68,12,81,117,172,275,388,252,107,1410,26,130,170,205,291,388,252,107,1580,5167,5585,5268,4574,3821,3011,1499,339,29263,295,433,371,296,201,180,180,106,2054,5483,6155,5811,5079,4312,3578,1930,553,32897,8,7,4,3,5,0,0,0,28,0,6,5,0,7,0,0,0,12,4,16,12,40,51,29,24,13,195,14,25,22,45,63,29,24,13,237,5032,6054,5626,4970,4549,3893,2038,762,32930,316,458,342,267,192,195,241,245,2254,5355,6536,5997,5283,4792,4120,2307,1021,35419,16,45,37,21,11,0,0,0,134,5,18,27,13,15,0,0,0,76,16,100,132,215,320,420,273,129,1606,37,164,195,254,349,420,273,129,1814,10197,11642,10894,9538,8370,6907,3539,1098,62189,608,890,716,562,391,377,418,348,4311,10837,12689,11803,10361,9114,7696,4237,1577,68318
SED10067,6,6,10,12,4,0,0,0,34,0,10,3,9,12,0,0,0,38,13,30,57,124,143,301,368,300,1337,16,48,70,145,158,301,368,300,1407,4213,2918,3710,4897,4822,3840,2304,596,27294,153,152,158,183,172,179,156,141,1301,4384,3117,3939,5222,5150,4322,2831,1033,29999,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,7,6,20,30,30,13,38,144,4,11,8,25,29,30,13,38,149,3864,2874,4330,5468,5271,4458,2905,1395,30551,156,126,168,173,163,160,243,312,1502,4018,3011,4506,5660,5459,4649,3155,1742,32203,7,11,11,9,5,0,0,0,39,0,6,3,12,12,0,0,0,39,13,44,65,139,173,330,378,340,1475,17,62,77,163,187,330,378,340,1558,8075,5791,8046,10360,10091,8299,5203,1988,57841,307,287,325,355,335,334,404,453,2799,8403,6134,8443,10881,10608,8967,5986,2778,62205
SED10068,13,0,5,3,4,0,0,0,27,5,11,6,8,4,0,0,0,42,16,74,122,217,305,718,635,382,2468,34,90,133,231,314,718,635,382,2534,3794,2964,3407,4087,4765,5362,3148,778,28319,231,203,196,187,258,275,231,161,1731,4057,3255,3739,4503,5340,6349,4008,1323,32580,0,5,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,9,5,21,22,54,57,75,29,40,299,4,24,22,57,57,75,29,40,319,3707,3302,3934,4892,5966,6335,4105,1610,33856,204,161,182,174,235,269,333,260,1812,3926,3485,4142,5113,6262,6680,4467,1913,35986,12,3,5,6,4,0,0,0,30,8,18,6,11,8,0,0,0,56,23,91,147,265,364,789,667,425,2770,43,110,153,287,372,789,667,425,2852,7505,6270,7339,8983,10737,11699,7249,2390,62173,432,357,377,358,488,544,562,424,3545,7980,6740,7875,9623,11604,13034,8476,3233,68567
SED10069,60,156,166,160,50,0,0,0,596,6,21,41,60,70,0,0,0,198,19,87,173,292,506,828,575,249,2737,88,262,386,505,625,828,575,249,3534,3830,2924,3091,3796,4602,4601,2645,490,25968,231,213,202,239,269,273,274,120,1824,4149,3402,3682,4546,5492,5701,3497,862,31327,34,60,44,43,4,0,0,0,185,0,3,9,14,7,0,0,0,38,4,31,49,107,121,89,43,13,457,43,92,104,163,134,89,43,13,685,3502,3184,3671,4476,5467,5615,3210,994,30112,205,179,181,192,212,281,316,230,1793,3745,3458,3951,4832,5816,5983,3566,1241,32594,99,219,209,204,52,0,0,0,781,6,28,56,69,79,0,0,0,239,27,113,225,398,626,922,622,263,3197,131,358,488,670,760,922,622,263,4219,7329,6101,6761,8268,10069,10213,5859,1483,56083,437,390,388,437,480,549,587,350,3613,7898,6855,7634,9372,11307,11681,7066,2101,63917
SED10070,5,9,10,4,0,0,0,0,28,4,9,6,0,7,0,0,0,20,0,26,35,49,75,147,92,42,471,7,45,56,58,77,147,92,42,520,5267,5484,6284,5059,4471,3526,1928,574,32599,267,343,378,289,196,174,138,104,1888,5539,5871,6713,5408,4750,3853,2157,722,35006,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,12,5,10,12,7,4,53,4,7,10,5,10,12,7,4,59,4871,5470,6394,5080,4823,4168,2237,842,33890,221,328,336,229,195,214,178,187,1896,5100,5800,6740,5313,5032,4395,2426,1040,35843,4,15,11,4,0,0,0,0,39,7,9,7,0,7,0,0,0,27,0,31,43,58,84,159,102,43,524,16,47,65,65,92,159,102,43,586,10140,10952,12678,10145,9292,7691,4165,1422,66484,488,671,710,515,394,390,314,294,3782,10637,11674,13453,10721,9779,8241,4582,1766,70856
SED10071,21,72,52,34,10,0,0,0,189,10,16,19,10,4,0,0,0,65,13,75,85,142,115,143,84,28,685,43,167,156,192,128,143,84,28,939,7299,7464,11608,7209,4427,2776,1042,216,42041,508,879,810,426,188,104,72,25,3005,7848,8507,12567,7830,4741,3022,1195,275,45985,22,26,18,10,0,0,0,0,73,0,5,0,7,0,0,0,0,7,3,13,17,32,29,6,9,0,104,29,41,34,39,32,6,9,0,182,6930,8832,11819,7234,4814,3234,1260,366,44488,262,384,435,214,142,114,70,40,1656,7221,9250,12287,7491,4989,3354,1329,411,46329,44,99,68,46,7,0,0,0,263,10,22,19,15,8,0,0,0,74,17,83,98,172,143,151,90,33,786,73,201,188,234,159,151,90,33,1128,14230,16296,23427,14445,9243,6005,2296,585,86525,772,1268,1239,641,324,218,143,67,4663,15068,17759,24854,15319,9724,6375,2525,683,92315
SED10072,26,62,25,16,6,0,0,0,136,3,19,9,4,3,0,0,0,35,7,40,55,78,97,120,99,96,587,32,123,83,100,106,120,99,96,762,5254,8697,6733,5110,4365,3291,2000,688,36146,377,728,447,305,261,212,194,191,2720,5664,9552,7273,5516,4731,3622,2293,972,39622,7,13,5,4,3,0,0,0,33,0,3,0,0,0,0,0,0,5,0,6,8,5,15,21,10,7,76,12,25,18,5,15,21,10,7,114,4894,8865,6557,5501,4774,3698,2489,1052,37820,326,681,378,305,228,181,230,244,2578,5234,9565,6946,5808,5024,3905,2729,1302,40518,31,77,33,17,4,0,0,0,172,3,21,7,4,3,0,0,0,43,11,54,63,78,114,139,109,101,666,43,153,103,106,127,139,109,101,877,10147,17557,13289,10605,9143,6992,4486,1740,73966,705,1409,824,610,488,397,427,438,5296,10896,19118,14220,11329,9756,7528,5020,2277,80140
SED10073,10,35,23,11,10,0,0,0,76,10,12,8,4,5,0,0,0,39,5,47,60,72,102,147,115,138,676,22,93,86,85,118,147,115,138,798,5631,8773,7907,5112,4764,3566,1753,699,38201,226,492,372,224,210,128,86,70,1810,5880,9353,8375,5430,5094,3837,1951,898,40811,7,7,4,0,0,0,0,0,17,0,0,4,0,0,0,0,0,4,3,7,11,15,17,12,9,12,88,5,17,17,18,17,12,9,12,109,5250,9269,8022,5663,5425,4246,2337,1271,41488,234,464,321,190,207,148,132,114,1806,5488,9751,8362,5865,5647,4409,2471,1402,43399,16,39,24,8,10,0,0,0,96,10,19,9,4,5,0,0,0,47,9,56,73,88,115,155,119,146,768,30,111,107,103,135,155,119,146,905,10883,18039,15932,10780,10193,7807,4091,1971,79690,456,958,696,411,422,277,216,184,3613,11366,19104,16731,11295,10745,8239,4428,2301,84212
SED10074,10,10,3,8,4,0,0,0,31,8,10,7,8,9,0,0,0,41,8,41,59,91,119,191,204,122,827,24,53,66,108,135,191,204,122,899,4875,5887,6735,4965,3925,3086,1733,480,31683,268,436,322,223,171,142,88,68,1705,5167,6374,7127,5291,4225,3419,2017,664,34288,3,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,6,0,5,17,23,19,19,19,13,112,8,8,18,25,26,19,19,13,128,4406,5969,6606,5119,4412,3756,2289,915,33478,210,339,312,192,153,145,167,136,1648,4623,6321,6938,5339,4592,3924,2470,1058,35254,13,12,9,6,6,0,0,0,40,8,13,9,12,10,0,0,0,46,10,48,73,118,145,211,216,127,941,26,69,88,136,158,211,216,127,1028,9285,11851,13347,10083,8336,6844,4015,1394,65163,475,773,632,406,320,283,253,200,3350,9789,12696,14060,10629,8819,7334,4489,1726,69539
SED10075,3,24,13,12,4,0,0,0,52,3,15,10,8,8,0,0,0,40,14,91,123,165,264,303,250,136,1332,21,121,140,184,272,303,250,136,1431,5339,4759,4930,4996,4835,3943,2214,549,31562,272,245,227,212,186,158,174,163,1636,5631,5130,5297,5389,5294,4405,2638,845,34628,0,3,8,0,0,0,0,0,13,0,0,3,4,0,0,0,0,9,4,18,34,40,44,22,11,4,169,6,25,43,40,46,22,11,4,188,5072,5188,5459,5569,5530,4666,2863,1000,35351,219,269,226,183,174,188,203,146,1601,5303,5474,5719,5793,5751,4878,3071,1150,37141,7,22,18,14,10,0,0,0,67,3,16,16,7,8,0,0,0,46,17,111,152,198,300,325,258,135,1504,30,144,183,222,318,325,258,135,1620,10413,9948,10391,10560,10362,8620,5077,1551,66909,493,511,451,398,364,345,372,312,3241,10932,10609,11021,11184,11043,9284,5708,1997,71773
SED10076,58,292,193,111,30,0,0,0,677,0,20,20,16,62,0,0,0,124,12,112,139,263,420,732,490,331,2486,67,417,356,393,505,732,490,331,3286,3235,3002,3116,3490,4629,5075,2841,603,25987,303,267,264,311,310,294,239,97,2083,3606,3683,3729,4190,5444,6101,3569,1026,31349,42,80,44,14,3,0,0,0,181,6,11,10,10,0,0,0,0,30,12,35,51,70,87,62,40,24,385,54,124,99,94,94,62,40,24,598,3009,3452,3625,4085,5588,5983,3296,1330,30370,265,266,276,248,296,303,287,173,2118,3328,3843,4003,4428,5981,6350,3629,1530,33084,95,366,237,125,29,0,0,0,855,5,29,28,27,60,0,0,0,153,20,148,188,330,509,798,530,356,2873,119,537,456,490,595,798,530,356,3883,6240,6458,6739,7572,10216,11061,6141,1928,56352,571,532,536,553,612,593,530,272,4196,6934,7527,7728,8617,11427,12452,7199,2556,64436
SED10077,172,105,30,17,6,0,0,0,327,4,21,7,4,4,0,0,0,43,11,33,40,56,67,95,95,57,461,190,156,81,75,83,95,95,57,834,7572,11206,6733,4898,4677,3128,1731,763,40714,582,894,423,232,200,129,112,99,2666,8338,12258,7239,5207,4958,3355,1936,919,44215,42,27,4,4,3,0,0,0,91,3,0,0,0,0,0,0,0,8,0,11,8,4,11,9,3,8,49,50,38,14,9,17,9,3,8,146,6975,10222,6483,5661,5129,3679,2199,1167,41526,411,664,356,247,200,147,171,201,2397,7431,10926,6847,5922,5343,3836,2377,1373,44067,215,131,42,20,13,0,0,0,420,8,18,4,7,5,0,0,0,53,11,43,45,65,74,109,100,61,508,240,199,91,85,90,109,100,61,972,14544,21427,13216,10562,9807,6807,3936,1933,82236,989,1551,780,480,402,274,286,294,5069,15775,23188,14091,11129,10305,7186,4317,2294,88279
SED10078,5,21,10,0,5,0,0,0,36,0,18,6,7,5,0,0,0,32,6,42,63,82,98,94,72,43,498,5,78,76,92,109,94,72,43,574,4236,7389,5929,4887,4082,2712,1626,663,31525,224,428,274,210,215,142,124,76,1689,4467,7897,6279,5192,4407,2947,1826,778,33791,5,10,0,3,0,0,0,0,16,3,3,3,0,0,0,0,0,11,0,8,15,19,17,13,6,8,89,9,25,16,23,19,13,6,8,114,4070,8045,6284,5395,4340,3248,2057,1180,34621,204,476,253,179,137,131,122,134,1636,4280,8544,6549,5598,4498,3387,2186,1323,36370,4,27,15,8,5,0,0,0,54,0,20,5,7,3,0,0,0,46,10,56,74,102,118,103,82,51,588,16,104,92,114,130,103,82,51,690,8302,15436,12214,10282,8422,5968,3681,1843,66146,421,903,524,391,354,272,249,215,3329,8747,16444,12827,10790,8901,6338,4016,2108,70158
SED10079,3,5,12,3,0,0,0,0,26,3,14,10,14,8,0,0,0,45,9,70,94,191,233,490,476,268,1830,22,87,112,206,242,490,476,268,1897,3960,3405,3525,4134,4562,4088,2376,529,26580,188,176,187,196,186,197,204,100,1428,4174,3668,3829,4529,4987,4769,3052,892,29906,0,3,0,0,4,0,0,0,8,3,0,3,4,3,0,0,0,12,8,4,28,32,50,32,25,11,185,10,8,29,35,54,32,25,11,211,3567,3515,3932,4613,5179,5061,3078,1079,30017,152,169,164,151,165,245,256,169,1471,3732,3690,4125,4800,5401,5339,3361,1259,31702,6,9,13,9,4,0,0,0,34,4,10,14,16,12,0,0,0,56,21,75,117,218,286,527,497,276,2013,36,98,142,240,300,527,497,276,2110,7534,6918,7462,8749,9739,9143,5455,1602,56601,341,343,347,343,356,447,463,269,2902,7902,7356,7951,9331,10389,10113,6415,2152,61614
SED10080,123,219,86,81,27,0,0,0,538,7,28,18,12,11,0,0,0,74,8,76,72,96,99,164,129,83,731,133,316,179,192,139,164,129,83,1341,4034,12978,8911,5453,4395,3008,1423,355,40570,456,1260,765,452,353,257,182,88,3818,4621,14552,9852,6096,4889,3432,1739,528,45731,39,76,32,13,0,0,0,0,155,5,5,9,6,4,0,0,0,22,4,11,16,24,17,17,13,5,100,47,92,50,41,20,17,13,5,281,4405,12699,7452,4390,3751,3016,1556,548,37822,437,1064,560,292,207,191,181,191,3126,4891,13856,8060,4726,3978,3219,1745,755,41225,157,295,116,93,31,0,0,0,695,7,30,27,16,14,0,0,0,93,10,81,92,119,117,177,145,93,832,177,409,229,234,157,177,145,93,1619,8444,25676,16359,9845,8144,6020,2986,910,78393,894,2324,1321,748,564,453,361,276,6943,9516,28413,17913,10828,8864,6655,3485,1280,86954
SED10081,0,8,8,10,3,0,0,0,23,0,15,8,15,4,0,0,0,48,9,93,108,216,235,458,258,198,1572,15,114,126,237,243,458,258,198,1644,4332,4362,3988,4023,4214,3631,2043,451,27046,420,429,347,362,324,304,210,132,2523,4764,4900,4461,4622,4779,4385,2512,781,31215,0,0,3,0,0,0,0,0,3,0,0,6,3,0,0,0,0,13,5,23,26,54,64,34,23,19,252,5,25,36,60,66,34,23,19,269,4084,4852,4450,4437,4807,4119,2675,1040,30463,376,389,349,305,296,259,304,208,2495,4467,5266,4833,4803,5169,4411,3004,1263,33224,0,8,11,10,3,0,0,0,31,3,15,15,19,10,0,0,0,60,14,111,135,274,303,491,281,214,1825,21,139,160,301,312,491,281,214,1910,8418,9215,8441,8457,9021,7747,4717,1487,57509,791,813,699,667,621,561,521,341,5017,9237,10170,9300,9424,9954,8798,5515,2042,64434
SED10082,6,4,5,10,6,0,0,0,23,3,12,7,10,5,0,0,0,42,14,76,75,139,178,372,412,223,1485,25,89,87,157,191,372,412,223,1550,4219,3016,3981,4625,4504,4012,2358,560,27271,147,156,178,183,183,186,201,216,1449,4385,3258,4247,4964,4874,4573,2965,1000,30274,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,13,30,34,29,22,19,163,3,9,13,32,34,29,22,19,170,4016,3237,4527,5163,5295,5021,3021,1167,31453,122,134,186,151,168,248,313,430,1751,4144,3385,4734,5345,5503,5300,3355,1614,33374,8,4,9,13,6,0,0,0,32,3,12,7,10,5,0,0,0,42,20,82,93,164,216,402,430,241,1646,25,100,106,190,227,402,430,241,1721,8231,6259,8512,9789,9798,9036,5377,1721,58719,272,287,367,334,353,430,517,646,3201,8529,6642,8982,10304,10376,9873,6322,2615,63648
SED10083,10,3,9,8,4,0,0,0,28,8,14,11,9,5,0,0,0,41,15,82,114,170,187,408,312,195,1480,27,97,129,182,201,408,312,195,1549,4151,3911,4201,4143,4148,3468,1803,504,26335,232,214,221,200,191,196,151,145,1551,4417,4217,4550,4521,4540,4076,2266,846,29430,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,6,10,10,29,41,32,17,17,156,11,9,9,30,47,32,17,17,171,3856,4285,4559,4737,4919,4388,2545,1217,30508,187,230,245,210,192,204,264,334,1860,4060,4527,4813,4973,5150,4627,2830,1568,32544,11,3,9,9,4,0,0,0,39,7,14,10,9,8,0,0,0,43,20,87,120,198,235,439,323,214,1637,41,109,134,208,245,439,323,214,1717,8006,8194,8766,8873,9065,7853,4356,1726,56846,423,445,461,413,375,405,416,479,3406,8471,8743,9361,9496,9693,8704,5096,2415,61968
SED10084,6,0,9,8,5,0,0,0,24,9,8,8,9,11,0,0,0,45,4,91,120,194,271,570,542,353,2142,19,101,137,211,283,570,542,353,2216,3570,3190,3943,4251,4671,4566,2634,781,27602,264,291,313,318,289,274,236,159,2147,3847,3586,4395,4780,5243,5409,3414,1295,31965,0,3,0,0,3,0,0,0,16,0,5,5,7,0,0,0,0,16,3,8,28,43,51,73,59,52,314,13,17,35,44,58,73,59,52,344,3530,3688,4575,4833,5785,5616,3542,1648,33226,227,294,318,296,276,261,334,317,2323,3771,4001,4928,5176,6119,5950,3935,2022,35892,8,7,10,5,5,0,0,0,39,5,11,18,14,11,0,0,0,58,9,100,151,234,323,633,598,409,2457,29,116,172,252,340,633,598,409,2556,7097,6878,8517,9089,10453,10184,6176,2433,60828,493,590,633,613,562,533,574,473,4467,7619,7579,9326,9957,11359,11358,7348,3311,67851
SED10085,317,114,27,27,3,0,0,0,489,8,19,15,12,18,0,0,0,72,15,87,141,232,278,447,267,139,1614,338,220,180,274,305,447,267,139,2177,3981,3989,4033,4462,4832,3716,1801,391,27209,496,452,398,390,374,315,191,72,2685,4817,4667,4612,5122,5507,4474,2264,600,32075,9,7,4,0,0,0,0,0,26,0,4,5,5,0,0,0,0,13,0,17,40,58,66,41,15,15,247,12,28,48,65,69,41,15,15,287,3763,4260,4335,4828,4960,3898,2129,874,29052,314,302,299,323,308,283,185,133,2153,4093,4593,4681,5214,5344,4221,2331,1023,31491,332,121,29,35,3,0,0,0,517,4,28,18,13,18,0,0,0,84,18,109,185,289,350,482,282,152,1862,356,255,225,332,370,482,282,152,2464,7744,8253,8369,9291,9791,7611,3934,1260,56258,809,756,697,706,686,598,378,214,4843,8908,9265,9296,10336,10852,8698,4595,1626,63562
