SED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SED10011,4,12,16,22,3,0,0,0,55,0,16,13,14,15,0,0,0,64,3,64,112,191,277,499,315,166,1629,15,89,141,227,302,499,315,166,1749,3762,3069,3956,4451,4380,3997,1744,373,25738,141,128,164,150,146,156,111,66,1066,3911,3285,4256,4834,4826,4651,2178,610,28560,3,4,8,0,3,0,0,0,12,0,0,4,9,6,0,0,0,14,0,0,21,35,59,48,34,23,229,5,6,29,44,65,48,34,23,256,3324,3281,4483,5022,5308,4942,2501,823,29680,110,120,143,170,145,164,167,190,1207,3444,3414,4653,5233,5516,5153,2704,1034,31147,9,11,20,23,4,0,0,0,69,5,13,12,24,17,0,0,0,78,3,67,132,226,337,554,354,190,1866,18,100,166,274,359,554,354,190,2006,7084,6350,8439,9472,9687,8939,4246,1199,55418,252,252,302,318,294,319,279,257,2276,7358,6700,8908,10062,10340,9808,4876,1644,59708
SED10012,3,5,0,5,0,0,0,0,19,0,3,6,0,3,0,0,0,11,0,20,14,25,50,77,42,21,259,12,26,24,32,54,77,42,21,286,5791,5257,4307,4912,5438,3695,1539,502,31438,377,372,284,313,318,209,151,144,2172,6180,5655,4616,5257,5815,3980,1730,671,33898,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,6,3,7,4,4,23,4,6,4,4,3,7,4,4,39,5594,5094,5086,5648,5569,4083,1739,790,33601,328,347,321,291,293,205,221,277,2279,5921,5445,5410,5943,5866,4292,1963,1071,35915,11,6,0,11,0,0,0,0,26,0,3,3,0,3,0,0,0,16,0,23,17,31,53,88,43,27,277,17,32,24,38,55,88,43,27,321,11387,10348,9395,10562,11003,7778,3280,1291,65040,703,722,606,599,616,411,369,425,4451,12105,11101,10023,11201,11673,8272,3696,1741,69815
SED10013,19,87,44,31,9,0,0,0,183,3,29,23,10,7,0,0,0,68,21,147,155,214,232,264,148,90,1264,43,261,220,246,245,264,148,90,1517,7733,9308,9535,7379,5084,3469,1575,331,44414,267,407,388,241,196,172,150,147,1973,8043,9979,10141,7868,5524,3902,1868,573,47901,8,17,5,0,3,0,0,0,34,0,4,3,0,0,0,0,0,13,7,22,21,48,38,17,3,7,164,7,49,35,53,39,17,3,7,211,7678,10736,9926,7635,5796,4092,1897,689,48448,329,420,382,220,184,172,151,177,2032,8013,11198,10344,7907,6016,4280,2054,870,50690,19,104,45,32,10,0,0,0,214,3,30,31,10,7,0,0,0,85,26,168,182,255,265,283,152,95,1433,50,310,258,296,283,283,152,95,1727,15413,20039,19464,15013,10883,7556,3469,1020,92861,598,825,769,462,378,342,302,323,4004,16059,21176,20491,15774,11547,8184,3922,1443,98596
SED10014,9,15,8,8,5,0,0,0,39,0,13,8,7,10,0,0,0,38,13,65,80,116,201,308,211,59,1055,24,90,101,132,212,308,211,59,1131,5266,5392,5227,4213,3974,3082,1370,228,28756,395,384,419,324,234,165,149,51,2123,5682,5865,5751,4662,4422,3557,1729,341,32012,0,5,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,11,0,9,13,20,28,32,14,10,127,0,14,20,23,25,32,14,10,142,5082,5901,5492,4646,4619,3837,1728,495,31793,356,442,376,259,237,223,193,118,2204,5446,6359,5889,4925,4881,4097,1935,621,34142,17,13,11,11,3,0,0,0,51,0,15,9,7,10,0,0,0,44,13,72,93,143,226,342,228,72,1181,26,104,120,152,240,342,228,72,1281,10349,11291,10721,8853,8591,6919,3098,729,60555,746,829,799,586,466,392,341,165,4326,11126,12224,11637,9591,9305,7647,3668,962,66156
SED10015,7,16,9,3,3,0,0,0,39,10,16,7,0,4,0,0,0,41,3,25,42,59,71,86,56,49,396,21,60,61,68,79,86,56,49,474,5474,7092,6291,5895,5068,3331,2115,845,36112,366,666,521,358,283,196,203,112,2693,5864,7808,6868,6318,5429,3614,2373,1009,39286,0,7,6,4,0,0,0,0,15,0,3,0,0,0,0,0,0,4,0,6,11,8,6,6,0,8,41,0,17,14,11,6,6,0,8,64,4974,6700,6333,6196,5305,3916,2573,1108,37098,337,545,444,354,291,214,199,234,2621,5308,7262,6789,6563,5599,4138,2774,1342,39779,12,24,11,6,3,0,0,0,55,10,16,12,0,4,0,0,0,47,3,29,51,73,80,96,59,51,437,23,75,71,80,84,96,59,51,534,10446,13792,12623,12090,10370,7247,4684,1952,73211,702,1210,965,708,576,411,399,345,5315,11175,15074,13657,12879,11028,7751,5144,2355,79063
SED10016,15,59,45,33,13,0,0,0,171,8,21,6,14,17,0,0,0,71,14,41,82,130,124,213,162,92,855,34,117,140,173,161,213,162,92,1092,6928,4888,7822,6932,4998,3539,1720,375,37198,179,144,199,178,96,97,90,104,1097,7148,5147,8156,7288,5252,3845,1979,567,39385,5,24,9,7,0,0,0,0,44,5,0,0,0,0,0,0,0,5,4,6,15,22,18,18,12,5,101,8,32,23,30,25,18,12,5,151,6552,5483,8689,7467,5354,4128,2051,677,40402,162,179,218,171,111,84,84,47,1057,6722,5693,8932,7669,5489,4233,2139,731,41613,17,77,59,41,15,0,0,0,213,10,25,6,14,16,0,0,0,72,13,45,96,155,144,230,169,104,954,44,147,164,203,175,230,169,104,1241,13479,10374,16507,14397,10353,7666,3774,1045,77605,347,325,420,352,208,184,174,153,2149,13872,10839,17090,14958,10741,8082,4120,1305,80997
SED10017,3,22,19,10,8,0,0,0,58,4,19,16,12,3,0,0,0,59,19,133,173,229,291,480,253,149,1723,29,175,204,249,299,480,253,149,1839,4922,5354,4870,4656,4358,3553,1555,344,29614,383,749,636,493,352,296,179,66,3154,5329,6280,5709,5395,5009,4324,1998,560,34610,3,5,0,0,0,0,0,0,8,0,3,0,4,0,0,0,0,7,5,23,42,49,50,41,10,13,230,7,26,39,51,52,41,10,13,245,4892,5960,5396,5106,4931,4163,1969,855,33266,264,270,213,215,169,196,172,132,1641,5165,6260,5658,5370,5156,4398,2154,999,35156,3,31,18,9,8,0,0,0,69,7,21,20,11,7,0,0,0,64,21,157,212,279,343,520,267,161,1953,35,200,243,297,356,520,267,161,2085,9804,11317,10264,9758,9289,7717,3527,1202,62884,648,1022,855,710,516,487,358,202,4794,10488,12545,11366,10759,10164,8727,4151,1561,69765
SED10018,8,37,60,31,17,0,0,0,158,10,16,19,33,13,0,0,0,94,19,103,166,216,198,344,329,250,1628,39,153,249,276,227,344,329,250,1871,4399,4062,4351,4382,3936,3027,1774,476,26409,177,224,158,181,141,115,108,91,1186,4608,4439,4763,4844,4305,3483,2214,816,29468,10,3,10,0,0,0,0,0,27,0,0,6,0,0,0,0,0,15,3,16,27,55,38,31,18,17,198,14,23,41,52,44,31,18,17,234,4055,4467,4965,4856,4497,3833,2689,1213,30567,148,190,157,136,133,137,181,176,1253,4220,4675,5159,5043,4673,3994,2883,1402,32048,17,42,66,36,17,0,0,0,180,8,21,29,28,18,0,0,0,110,24,115,195,269,238,376,344,263,1820,54,175,291,334,274,376,344,263,2110,8448,8527,9321,9231,8428,6860,4466,1689,56976,322,412,314,317,273,246,286,267,2437,8826,9115,9923,9887,8975,7483,5096,2215,61524
SED10019,10,4,0,3,5,0,0,0,24,5,12,11,5,0,0,0,0,39,14,60,118,207,310,667,494,290,2157,24,78,133,212,315,667,494,290,2216,3505,3010,3087,3826,4996,4864,2494,602,26379,505,659,602,521,483,359,237,95,3461,4032,3751,3823,4558,5793,5887,3219,993,32059,0,5,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,8,5,16,18,40,74,83,35,17,286,7,15,18,40,81,83,35,17,300,3280,3361,3510,4386,5517,5339,3027,1307,29719,348,370,384,347,350,342,289,203,2636,3636,3751,3913,4773,5944,5765,3352,1529,32658,8,10,0,3,5,0,0,0,31,7,12,15,10,4,0,0,0,39,15,77,138,245,383,750,529,309,2445,34,97,149,255,389,750,529,309,2516,6786,6368,6595,8208,10516,10199,5520,1912,56102,858,1034,986,865,829,696,525,299,6095,7674,7499,7735,9332,11733,11651,6572,2524,64716
SED10020,0,6,6,0,5,0,0,0,21,3,5,10,8,5,0,0,0,32,19,89,121,223,256,499,391,229,1833,21,97,135,237,267,499,391,229,1880,3817,3838,3966,4156,4456,4201,2038,541,27021,265,332,300,292,271,226,207,142,2041,4111,4267,4404,4687,4999,4923,2640,919,30944,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,14,7,11,22,46,41,52,27,18,229,7,18,26,53,44,52,27,18,246,3742,4181,4565,4828,5298,4941,2759,1100,31410,251,321,272,256,244,263,299,283,2200,3996,4520,4865,5136,5581,5252,3089,1402,33851,0,9,7,8,3,0,0,0,27,3,10,19,12,5,0,0,0,45,25,97,140,273,301,555,418,247,2061,31,112,162,292,313,555,418,247,2133,7563,8019,8526,8986,9750,9141,4798,1644,58427,517,652,580,549,521,485,509,431,4242,8105,8788,9273,9821,10579,10183,5726,2320,64798
SED10021,34,114,77,48,17,0,0,0,289,8,21,17,13,10,0,0,0,68,8,58,76,82,96,132,108,86,658,50,194,172,138,131,132,108,86,1016,3424,7489,6014,4810,3594,2423,1407,455,29608,183,580,369,246,179,152,163,217,2093,3656,8267,6551,5199,3897,2708,1675,762,32714,10,36,16,10,5,0,0,0,75,0,0,4,5,3,0,0,0,10,5,8,7,17,11,5,5,4,63,16,49,23,27,22,5,5,4,153,3821,9204,6631,5382,3973,2978,1787,804,34584,185,563,336,206,156,178,234,394,2248,4022,9816,6998,5612,4142,3162,2022,1201,36979,51,149,87,55,23,0,0,0,368,6,23,20,13,12,0,0,0,83,14,69,89,92,111,140,117,87,717,68,242,199,165,147,140,117,87,1166,7245,16693,12645,10197,7562,5399,3194,1261,64195,369,1146,703,450,331,338,390,610,4343,7678,18084,13545,10811,8041,5876,3698,1959,69698
SED10022,3,0,5,8,12,0,0,0,30,0,3,4,4,9,0,0,0,25,11,46,81,137,263,538,324,224,1629,14,54,94,152,282,538,324,224,1685,3456,3130,3134,3654,4448,4076,2315,571,24774,451,528,519,477,446,366,244,87,3121,3924,3713,3744,4283,5173,4981,2878,887,29587,0,0,0,0,3,0,0,0,6,0,5,3,0,0,0,0,0,9,7,0,23,44,49,50,14,14,201,8,7,24,51,49,50,14,14,217,3275,3275,3412,4061,4737,4561,2750,1216,27290,309,267,277,269,306,334,281,154,2204,3595,3553,3719,4378,5092,4943,3048,1383,29708,3,3,5,6,14,0,0,0,32,0,9,7,3,10,0,0,0,36,14,54,111,183,307,593,339,238,1833,19,64,118,199,329,593,339,238,1901,6735,6404,6549,7716,9182,8637,5059,1787,52068,764,798,800,739,757,706,526,242,5326,7512,7264,7467,8658,10269,9931,5925,2266,59293
SED10023,28,139,75,28,12,0,0,0,276,12,19,10,4,8,0,0,0,57,9,58,89,130,143,228,262,222,1145,49,213,180,167,167,228,262,222,1477,4595,4009,4443,5086,4668,3534,1745,533,28604,126,210,177,170,129,113,88,59,1066,4772,4434,4800,5415,4963,3862,2097,820,31153,16,29,3,5,0,0,0,0,55,5,6,4,3,3,0,0,0,16,3,17,24,20,24,12,12,9,111,19,50,30,28,25,12,12,9,185,4476,4447,4971,5446,5043,4056,2243,1094,31766,123,193,162,150,113,126,126,177,1164,4619,4682,5160,5625,5181,4190,2377,1278,33116,40,161,79,34,15,0,0,0,326,15,26,15,11,13,0,0,0,75,12,77,113,149,167,236,268,235,1260,71,260,208,196,189,236,268,235,1664,9075,8452,9411,10531,9708,7583,3983,1633,60368,246,402,342,322,242,234,220,234,2232,9388,9116,9963,11042,10139,8055,4469,2102,64271
SED10024,8,18,22,27,13,0,0,0,91,9,9,5,14,13,0,0,0,48,9,25,48,117,109,193,271,229,1015,24,53,82,155,138,193,271,229,1151,5324,2471,4480,5761,4561,3349,2317,705,28957,112,66,107,121,101,86,66,68,730,5461,2585,4669,6039,4798,3629,2658,997,30843,3,6,8,0,0,0,0,0,24,0,0,0,4,0,0,0,0,6,0,3,8,15,23,9,10,17,92,9,10,25,19,23,9,10,17,116,4845,2700,5557,6513,4837,4016,3053,1316,32830,96,67,125,113,100,96,108,157,860,4949,2781,5704,6640,4960,4118,3170,1485,33810,12,25,34,27,13,0,0,0,111,14,11,7,17,13,0,0,0,57,11,36,63,131,140,204,278,245,1106,32,65,100,176,166,204,278,245,1270,10167,5170,10041,12265,9392,7364,5368,2020,61789,206,133,234,234,202,182,182,220,1585,10408,5368,10375,12680,9756,7746,5827,2489,64649
SED10025,6,42,33,24,8,0,0,0,107,4,11,8,9,10,0,0,0,46,0,29,69,85,93,177,157,93,705,14,86,109,118,109,177,157,93,861,3873,5733,5792,4835,4215,3248,1815,621,30133,170,314,256,158,139,148,104,85,1377,4059,6135,6152,5115,4467,3570,2077,801,32376,0,10,9,9,0,0,0,0,27,0,0,5,4,4,0,0,0,10,0,7,11,17,18,15,5,9,71,5,17,22,22,21,15,5,9,109,3921,6415,6156,5666,5034,4030,2326,1061,34619,145,335,247,158,156,147,164,273,1609,4064,6765,6418,5855,5207,4188,2497,1344,36335,10,51,31,24,11,0,0,0,134,3,11,11,14,15,0,0,0,58,6,35,75,105,108,185,163,102,777,18,100,128,148,130,185,163,102,970,7795,12152,11951,10506,9252,7277,4145,1681,64754,311,642,497,319,296,295,268,355,2986,8127,12901,12576,10965,9676,7756,4571,2140,68709
SED10026,6,0,4,0,0,0,0,0,16,5,7,3,8,4,0,0,0,31,10,76,127,165,234,393,253,149,1402,14,90,134,174,234,393,253,149,1443,4092,4893,4142,4066,4274,3296,1846,462,27068,569,786,650,501,433,340,212,110,3598,4674,5768,4923,4740,4940,4024,2310,719,32109,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,12,6,12,20,48,33,29,18,21,179,4,8,23,55,40,29,18,21,186,3971,5330,4522,4478,4671,3795,2368,904,30041,388,529,464,392,359,295,279,196,2912,4368,5872,5004,4926,5069,4122,2658,1122,33140,6,0,4,0,0,0,0,0,18,0,11,8,10,10,0,0,0,35,15,88,146,214,267,418,271,171,1577,22,103,155,226,274,418,271,171,1632,8064,10224,8657,8541,8943,7096,4209,1365,57110,955,1315,1113,894,792,635,491,303,6512,9044,11642,9931,9666,10007,8148,4966,1842,65249
SED10027,8,30,19,9,0,0,0,0,61,0,6,7,4,4,0,0,0,18,7,26,45,78,105,160,169,160,748,11,64,65,86,114,160,169,160,831,5290,4629,5047,4850,4562,3184,1619,573,29762,241,317,292,204,215,167,159,175,1770,5540,5008,5407,5145,4891,3513,1950,905,32363,0,3,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,10,5,7,0,12,19,10,10,9,67,4,14,8,13,18,10,10,9,83,4832,5025,5553,5237,4877,3572,2104,989,32193,230,312,280,217,175,161,206,330,1907,5062,5350,5841,5468,5073,3743,2314,1326,34181,8,34,20,12,0,0,0,0,70,3,6,9,4,0,0,0,0,29,5,35,44,86,125,166,180,174,815,22,73,71,102,135,166,180,174,914,10119,9652,10604,10087,9439,6757,3721,1556,61952,464,629,571,422,390,327,362,501,3678,10610,10359,11250,10610,9961,7258,4263,2236,66547
SED10028,5,24,29,19,14,0,0,0,80,10,5,12,3,10,0,0,0,35,3,32,42,79,110,141,217,219,855,18,60,76,104,128,141,217,219,970,5439,4381,5837,5462,4958,3730,1778,683,32262,133,179,171,125,131,97,136,164,1136,5591,4616,6078,5687,5211,3975,2136,1067,34371,3,10,8,3,0,0,0,0,19,0,4,4,0,3,0,0,0,11,0,3,8,20,13,11,3,22,81,6,9,18,19,12,11,3,22,108,5123,4631,6646,5970,5536,4147,2539,1419,36001,105,181,183,118,121,117,209,381,1411,5236,4828,6845,6102,5668,4281,2752,1810,37527,6,28,31,29,13,0,0,0,105,14,9,11,3,13,0,0,0,39,3,35,46,101,118,157,222,246,936,20,73,95,126,139,157,222,246,1084,10566,9014,12480,11425,10489,7880,4314,2093,68269,237,361,357,235,247,219,349,541,2541,10830,9443,12926,11792,10886,8255,4884,2882,71896
SED10029,7,4,0,0,0,0,0,0,20,0,11,3,5,0,0,0,0,16,8,21,19,32,51,88,58,56,327,12,31,28,34,61,88,58,56,358,6225,5837,5109,5396,5405,3559,1859,524,33913,462,501,468,408,384,317,227,167,2929,6700,6370,5598,5837,5845,3958,2143,750,37203,0,3,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,6,0,0,9,3,7,9,6,4,39,4,4,7,10,12,9,6,4,49,5806,5731,5609,5809,5565,3999,2068,905,35501,424,486,427,385,351,298,249,288,2913,6238,6221,6048,6198,5924,4308,2327,1203,38459,7,7,3,5,4,0,0,0,27,0,11,6,5,0,0,0,0,24,10,22,28,33,62,92,61,57,364,17,34,31,39,67,92,61,57,407,12038,11565,10715,11205,10967,7563,3928,1434,69412,891,987,892,794,735,611,480,453,5837,12936,12585,11645,12037,11768,8272,4466,1946,75660
SED10030,5,17,9,8,5,0,0,0,42,7,17,12,3,0,0,0,0,43,9,57,84,169,243,355,349,246,1507,26,84,106,180,247,355,349,246,1594,3887,4110,4429,4586,4567,3685,2187,545,27992,242,302,239,277,256,233,158,85,1800,4154,4503,4770,5040,5075,4274,2694,870,31382,0,3,0,0,0,0,0,0,7,6,0,0,0,3,0,0,0,7,7,8,15,43,45,46,28,30,217,5,12,16,45,50,46,28,30,232,3804,4317,4851,4847,5309,4732,2881,1280,32024,232,256,267,237,247,264,268,243,2017,4042,4582,5133,5136,5605,5044,3172,1553,34268,5,16,8,9,9,0,0,0,42,8,14,12,5,9,0,0,0,59,17,59,98,214,286,400,377,269,1723,32,94,123,227,299,400,377,269,1827,7692,8429,9284,9441,9875,8424,5060,1820,60016,478,557,503,513,508,505,422,332,3817,8199,9080,9907,10178,10678,9324,5868,2423,65657
SED10031,8,12,40,30,13,0,0,0,103,6,12,22,30,33,0,0,0,109,12,113,146,305,412,506,382,205,2077,20,140,207,362,456,506,382,205,2283,4055,3695,3774,4595,5012,4317,2251,498,28192,354,440,364,425,411,328,233,116,2672,4438,4275,4347,5385,5873,5148,2870,815,33152,4,5,8,6,0,0,0,0,31,0,4,11,11,3,0,0,0,41,0,19,59,70,90,66,19,14,335,4,32,82,88,100,66,19,14,406,3783,4009,4348,5153,5422,5046,2691,1005,31452,259,265,289,279,327,339,266,163,2186,4045,4305,4720,5526,5850,5447,2977,1182,34048,12,17,51,34,21,0,0,0,137,6,26,40,44,35,0,0,0,145,10,135,205,372,501,571,400,217,2408,25,171,289,453,560,571,400,217,2689,7841,7701,8125,9750,10434,9356,4938,1495,59648,616,706,653,709,735,665,504,277,4860,8483,8576,9073,10911,11725,10594,5844,1996,67195
SED10032,6,7,13,8,0,0,0,0,28,5,9,5,0,4,0,0,0,17,6,36,41,40,62,107,55,72,407,12,46,51,48,62,107,55,72,456,6530,9329,8056,5062,4269,2904,1545,446,38140,686,1133,830,475,316,198,123,35,3789,7221,10507,8939,5579,4651,3205,1724,553,42386,0,5,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,3,3,7,5,7,7,0,3,46,5,7,9,7,11,7,0,3,59,5791,8932,7124,5097,4537,3141,1781,793,37195,520,907,666,391,314,186,126,64,3176,6314,9846,7798,5500,4862,3337,1913,866,40430,8,15,11,8,0,0,0,0,44,4,3,3,0,8,0,0,0,25,6,38,42,46,69,116,60,74,452,23,53,64,55,77,116,60,74,520,12321,18258,15181,10161,8803,6043,3329,1241,75334,1206,2035,1493,865,633,383,248,103,6966,13540,20354,16733,11078,9519,6544,3633,1416,82817
SED10033,33,86,48,46,21,0,0,0,232,3,14,17,18,27,0,0,0,77,10,62,103,187,294,449,263,128,1486,41,159,169,249,336,449,263,128,1799,5023,4448,4057,4846,4511,3082,1582,337,27899,237,273,233,233,205,150,124,71,1529,5307,4873,4457,5332,5057,3688,1973,540,31229,20,27,16,12,0,0,0,0,74,0,6,6,6,0,0,0,0,19,9,5,19,53,55,40,25,18,224,21,43,40,64,57,40,25,18,313,4619,4544,4414,5392,4785,3628,1999,691,30073,200,212,203,185,187,156,161,143,1443,4840,4798,4659,5642,5029,3825,2185,846,31835,52,114,64,61,20,0,0,0,305,4,16,24,20,27,0,0,0,95,9,68,127,235,346,486,288,150,1707,70,200,205,311,393,486,288,150,2106,9643,8991,8475,10241,9298,6709,3582,1032,57974,440,482,431,423,399,306,281,207,2976,10147,9674,9116,10978,10086,7510,4153,1388,63057
SED10034,14,39,35,12,6,0,0,0,102,3,13,14,17,11,0,0,0,59,7,56,119,160,175,266,293,153,1230,21,112,165,182,192,266,293,153,1395,4672,3965,4810,4905,4314,3241,1634,391,27936,103,120,129,128,123,106,115,125,949,4802,4196,5105,5213,4636,3611,2041,678,30278,3,6,3,3,3,0,0,0,17,0,0,6,5,0,0,0,0,15,5,9,6,26,22,22,10,9,114,7,14,19,33,30,22,10,9,151,4302,4318,5438,5485,4719,3752,2099,768,30877,100,124,124,118,102,103,185,355,1201,4412,4452,5580,5633,4856,3875,2297,1132,32227,15,46,44,12,4,0,0,0,118,4,17,14,19,11,0,0,0,76,9,69,127,182,206,284,303,166,1346,32,131,187,216,222,284,303,166,1540,8978,8286,10241,10387,9034,6993,3729,1159,58815,201,240,252,240,231,204,297,482,2146,9211,8649,10686,10842,9483,7488,4338,1810,62505
SED10035,180,279,98,33,10,0,0,0,606,12,31,13,13,7,0,0,0,79,14,115,112,105,103,98,76,45,659,208,424,224,156,122,98,76,45,1348,7676,16795,10088,5774,4001,2574,1365,483,48744,610,1202,577,301,243,150,102,47,3228,8500,18424,10887,6225,4357,2818,1544,575,53320,100,108,36,16,0,0,0,0,266,0,7,3,4,0,0,0,0,18,5,25,15,15,21,21,7,5,116,111,142,57,30,26,21,7,5,393,7570,16389,9035,5274,4028,2862,1705,699,47562,569,1038,444,228,192,151,109,82,2807,8250,17567,9540,5528,4246,3030,1825,782,50762,282,385,137,52,15,0,0,0,866,15,39,22,11,12,0,0,0,99,20,139,125,120,120,114,79,49,768,320,565,281,182,146,114,79,49,1739,15247,33186,19122,11043,8026,5434,3072,1185,96311,1184,2243,1019,528,430,293,214,121,6037,16748,35990,20424,11749,8601,5849,3363,1358,104085
