SED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SED10055,8206,5030,4385,4577,3923,2987,1301,358,63,30831,897,734,723,880,1064,1346,1097,370,77,7186,48,66,85,130,215,423,535,232,53,1788,6,3,8,28,60,161,288,185,60,793,952,805,818,1035,1340,1926,1919,782,191,9770,690,482,388,400,416,342,182,73,16,2979,9843,6318,5589,6012,5678,5249,3401,1216,269,43580,7960,4527,4368,4668,4039,2920,1317,350,86,30232,667,897,896,1079,1185,1425,1087,415,132,7789,31,137,168,226,344,528,466,249,102,2243,5,14,15,56,120,228,265,181,96,969,699,1044,1079,1355,1647,2175,1816,842,325,10998,607,387,410,373,413,315,189,83,24,2814,9265,5964,5861,6400,6101,5411,3320,1284,441,44045,16164,9554,8756,9247,7966,5908,2615,707,141,61063,1569,1633,1619,1958,2254,2764,2183,790,203,14974,77,204,256,354,558,949,999,472,159,4035,6,13,23,84,178,384,555,364,157,1767,1649,1850,1902,2391,2989,4102,3739,1629,523,20769,1295,873,796,770,829,654,369,158,42,5791
SED10056,6116,3362,3610,3155,3184,3022,2010,783,201,25446,960,781,746,743,1038,1440,1477,842,298,8325,61,87,116,141,271,500,732,517,178,2602,6,8,14,37,98,241,457,411,154,1430,1020,870,874,916,1407,2187,2669,1769,626,12354,994,594,685,567,678,674,615,321,139,5276,8133,4834,5166,4641,5272,5880,5298,2881,966,43080,5987,2925,3405,2978,3064,2923,1871,862,283,24305,752,872,896,912,1115,1439,1443,924,446,8791,54,171,224,248,344,615,676,532,294,3163,4,10,44,83,189,317,462,463,244,1804,809,1052,1163,1242,1651,2373,2578,1918,978,13761,956,522,544,562,568,627,497,345,160,4783,7747,4504,5111,4781,5286,5916,4950,3129,1420,42842,12106,6286,7013,6131,6252,5943,3887,1644,487,49747,1708,1648,1642,1655,2157,2877,2914,1768,739,17113,115,259,337,388,614,1117,1411,1050,469,5766,4,19,56,123,287,562,919,866,395,3234,1831,1929,2038,2160,3056,4555,5246,3694,1605,26114,1952,1118,1229,1136,1245,1301,1117,672,299,10055
SED10057,4321,2356,1923,2009,2436,2642,2391,1042,244,19364,784,579,570,664,906,1472,1954,1199,342,8471,62,95,121,147,248,619,942,658,221,3113,0,10,25,36,127,316,665,655,281,2109,845,686,711,849,1279,2404,3560,2507,846,13693,677,384,285,345,425,480,488,333,111,3539,5842,3427,2926,3201,4139,5531,6438,3884,1196,36588,4420,1985,1961,2079,2434,2942,2548,1063,296,19739,570,730,776,862,1064,1587,1936,1263,529,9314,38,139,199,243,418,711,958,752,419,3870,0,13,40,78,195,497,670,623,435,2556,616,882,1018,1184,1673,2793,3566,2628,1385,15743,647,307,338,345,349,463,520,344,194,3510,5680,3177,3309,3612,4459,6200,6640,4037,1875,38990,8743,4344,3880,4087,4873,5586,4936,2108,537,39096,1355,1306,1344,1525,1973,3057,3889,2457,877,17785,98,235,322,390,660,1328,1902,1408,636,6979,3,24,62,119,317,812,1334,1273,723,4666,1458,1566,1729,2029,2955,5203,7127,5137,2231,29432,1328,696,623,699,779,939,1010,679,302,7044
SED10058,4835,3490,4736,3505,3090,2525,1480,488,120,24276,663,775,1199,1007,986,1286,1247,628,191,7975,35,116,205,222,262,452,601,397,130,2408,0,11,18,40,92,224,393,307,152,1237,696,900,1419,1269,1338,1958,2240,1326,471,11618,440,487,532,431,435,389,289,155,71,3228,5973,4874,6685,5205,4870,4871,4011,1969,663,39119,4770,3348,4284,3282,3062,2542,1557,614,212,23672,440,1179,1630,1158,1141,1361,1301,694,322,9229,20,231,355,296,346,517,616,461,270,3103,0,14,29,64,124,285,407,376,264,1573,464,1424,2015,1522,1613,2165,2329,1524,853,13908,412,424,446,362,362,369,294,166,142,2976,5643,5196,6745,5169,5036,5067,4183,2307,1216,40554,9607,6838,9020,6794,6147,5066,3046,1099,333,47944,1107,1951,2830,2170,2122,2647,2548,1324,509,17198,50,348,556,518,610,969,1218,849,398,5510,0,22,48,110,215,506,806,676,424,2813,1158,2319,3431,2788,2954,4122,4565,2851,1323,25524,854,911,977,793,795,751,579,326,212,6206
SED10059,3261,4084,8347,5171,3584,2247,1029,373,94,28188,316,851,1795,1261,1075,979,676,350,102,7405,13,99,272,230,242,337,323,204,71,1783,0,8,14,37,83,157,177,128,53,654,332,953,2085,1521,1400,1471,1175,675,232,9845,224,455,936,583,548,422,274,162,69,3671,3813,5495,11365,7274,5537,4141,2486,1210,388,41704,3073,4199,7341,4158,2895,1800,952,373,120,24916,230,1410,2382,1187,947,791,636,417,146,8140,7,207,413,232,220,295,275,220,116,1998,0,10,30,30,78,117,162,146,78,661,242,1622,2824,1453,1254,1201,1074,781,341,10797,203,466,745,471,330,264,185,121,102,2890,3516,6295,10912,6083,4482,3264,2215,1272,560,38610,6337,8286,15687,9329,6486,4048,1985,743,211,53109,548,2259,4176,2445,2028,1765,1312,770,248,15549,24,302,682,458,462,632,600,424,188,3776,0,17,50,70,162,274,341,273,130,1317,570,2583,4907,2974,2654,2671,2258,1463,573,20645,421,925,1678,1053,875,688,459,281,170,6564
SED10060,4544,2710,5389,4759,3631,2786,1727,844,174,26571,361,449,895,855,742,916,970,735,209,6123,8,49,91,87,125,213,365,330,144,1414,0,0,12,12,32,65,144,209,107,580,370,492,1000,949,898,1199,1477,1271,455,8116,273,200,426,349,276,284,213,165,63,2252,5190,3403,6817,6063,4806,4266,3427,2284,694,36943,4593,2529,5949,5146,4151,3208,2316,1045,240,29182,239,723,1244,960,879,1046,1141,909,356,7492,0,91,184,153,182,236,418,420,232,1922,0,3,10,29,39,79,159,215,154,700,239,817,1442,1143,1106,1352,1711,1545,744,10103,263,230,448,423,351,326,260,233,130,2663,5096,3580,7840,6712,5607,4891,4288,2828,1109,41950,9142,5241,11343,9910,7777,5998,4043,1894,413,55755,599,1168,2141,1813,1623,1961,2105,1641,566,13613,9,142,279,240,308,447,786,753,373,3335,3,3,24,39,71,148,301,425,264,1278,608,1316,2438,2093,2004,2550,3192,2821,1205,18223,536,430,872,769,630,613,475,396,189,4916
SED10061,5501,3259,2951,2597,2631,2530,1654,791,156,22080,736,657,708,697,904,1348,1372,820,195,7451,43,101,111,143,260,474,648,449,143,2375,0,14,21,38,105,288,431,359,126,1387,782,778,839,877,1273,2110,2456,1638,466,11213,1113,844,698,648,661,695,514,333,121,5619,7397,4879,4488,4124,4558,5338,4617,2766,745,38913,5471,3077,2913,2586,2704,2524,1734,845,243,22099,547,952,914,862,1050,1301,1320,932,367,8235,42,208,222,258,374,592,640,518,225,3071,0,7,31,66,185,402,453,394,191,1742,596,1168,1178,1185,1610,2289,2414,1843,777,13057,1107,881,629,572,625,630,490,336,208,5472,7172,5123,4718,4341,4943,5441,4633,3023,1237,40629,10979,6336,5862,5183,5337,5054,3384,1638,405,44174,1279,1610,1630,1559,1953,2648,2692,1752,558,15689,90,310,338,397,636,1062,1288,961,369,5452,6,26,52,105,294,691,882,762,315,3131,1377,1945,2011,2064,2883,4403,4867,3478,1241,24266,2217,1726,1332,1217,1282,1326,998,669,329,11095
SED10062,6065,4152,3961,3982,3740,3167,1744,695,204,27720,486,525,533,638,794,1104,1102,670,253,6109,16,43,67,74,146,274,448,400,182,1660,5,8,9,23,40,109,221,239,142,793,504,575,605,741,981,1491,1766,1316,581,8560,394,305,328,320,310,285,219,129,75,2370,6966,5024,4899,5037,5035,4938,3730,2140,862,38647,5793,3652,3778,4265,4073,3343,1990,805,269,27967,337,670,597,714,855,1171,1195,846,450,6833,13,66,105,113,218,360,451,424,315,2061,0,7,14,28,74,136,230,269,245,1001,351,747,716,849,1146,1657,1873,1538,1015,9888,385,296,306,328,344,284,224,201,227,2602,6533,4701,4796,5442,5564,5294,4090,2543,1512,40460,11864,7806,7735,8247,7809,6514,3735,1500,478,55688,821,1195,1134,1351,1650,2276,2303,1518,708,12945,27,112,163,188,371,632,894,828,501,3720,5,17,26,49,108,245,445,513,395,1788,854,1318,1321,1592,2127,3151,3641,2859,1594,18453,781,606,636,644,656,569,445,325,305,4976
SED10063,6897,3336,3275,3005,2832,2346,1530,672,166,24059,985,806,742,861,1007,1259,1242,755,240,7899,61,107,144,184,293,501,660,430,169,2561,0,8,11,55,133,261,444,368,132,1413,1052,925,897,1102,1437,2022,2349,1557,534,11875,823,505,450,469,461,467,368,214,101,3853,8771,4766,4621,4583,4730,4835,4243,2438,802,39788,6560,2840,3139,3039,2770,2408,1581,722,232,23281,695,981,1124,1089,1136,1326,1304,847,413,8925,55,221,302,323,410,546,683,544,238,3328,3,17,30,92,202,363,469,418,236,1827,756,1216,1459,1502,1749,2236,2454,1810,898,14078,871,436,448,453,436,418,329,253,174,3815,8185,4493,5044,4992,4951,5064,4367,2779,1300,41174,13453,6177,6418,6046,5605,4754,3111,1389,397,47345,1686,1789,1862,1954,2143,2585,2548,1602,651,16817,120,334,451,507,706,1053,1344,971,408,5887,9,25,46,141,338,627,912,785,372,3240,1812,2148,2351,2600,3184,4253,4800,3361,1433,25949,1691,939,896,928,895,889,694,467,276,7672
SED10064,4978,2556,2153,2214,2473,2895,2295,871,182,20619,751,588,585,616,950,1472,1803,920,280,7959,42,85,111,152,274,594,942,571,202,2980,8,4,19,46,138,330,666,530,197,1942,799,678,716,813,1364,2391,3408,2031,677,12877,881,586,686,624,567,574,478,250,76,4729,6654,3826,3562,3645,4399,5861,6191,3151,939,38229,4907,2233,2155,2212,2675,3079,2239,851,231,20574,607,747,808,868,1127,1618,1727,959,437,8884,47,138,204,240,389,732,878,651,293,3584,0,13,34,94,193,483,622,547,331,2312,655,895,1045,1197,1711,2833,3227,2163,1058,14786,834,437,422,431,475,532,472,284,126,4014,6393,3563,3624,3842,4855,6442,5939,3300,1410,39375,9883,4787,4314,4419,5144,5973,4536,1726,416,41199,1357,1336,1389,1482,2078,3087,3529,1881,712,16850,93,225,321,388,663,1330,1816,1233,495,6565,7,18,53,138,331,809,1285,1083,525,4256,1455,1581,1767,2009,3076,5226,6637,4194,1729,27671,1715,1024,1111,1052,1044,1107,958,536,199,8744
SED10065,9174,5361,9609,8584,4288,3196,1676,582,150,42620,627,656,938,1167,1013,1202,1033,541,205,7386,9,63,121,158,201,372,432,286,134,1781,0,5,20,42,67,172,248,220,117,884,634,728,1082,1373,1275,1742,1711,1054,452,10056,705,488,892,730,449,408,245,119,80,4114,10515,6580,11585,10679,6012,5347,3637,1749,678,56783,8825,4548,9024,7611,4462,3354,1823,587,178,40412,417,765,1120,1068,1095,1230,1091,667,310,7771,8,121,208,193,256,434,429,376,182,2206,0,4,21,52,95,217,272,244,200,1103,423,889,1346,1312,1453,1886,1797,1280,695,11078,668,442,785,692,404,337,251,149,73,3793,9910,5882,11152,9619,6324,5579,3865,2021,938,55285,17996,9915,18633,16193,8750,6549,3492,1168,326,83024,1039,1418,2063,2235,2109,2434,2123,1212,519,15153,19,190,330,351,458,808,861,659,318,3992,0,11,35,96,161,388,521,463,308,1986,1054,1615,2432,2679,2729,3630,3507,2329,1146,21137,1371,929,1674,1425,854,744,502,268,146,7912
SED10066,6600,3933,4308,3975,3136,2244,1269,483,111,26059,961,910,1047,1052,1099,1119,1103,599,138,8030,56,124,199,235,301,393,534,344,90,2273,5,12,26,47,114,238,412,303,98,1257,1023,1045,1274,1335,1509,1754,2052,1247,329,11559,807,506,578,498,432,316,258,205,109,3707,8430,5483,6155,5811,5079,4312,3578,1930,553,41325,6373,3457,4014,3781,2938,2321,1436,573,159,25046,679,1196,1477,1239,1284,1288,1298,724,241,9431,46,255,391,356,426,517,632,410,181,3207,3,17,68,126,212,345,457,363,197,1793,727,1471,1932,1726,1918,2157,2388,1491,620,14426,732,433,595,496,425,321,300,244,240,3774,7831,5355,6536,5997,5283,4792,4120,2307,1021,43249,12970,7389,8323,7754,6071,4566,2704,1051,273,51099,1641,2108,2520,2299,2382,2407,2403,1322,381,17462,107,382,589,587,723,910,1161,753,270,5479,6,31,92,175,326,583,873,660,294,3047,1753,2517,3202,3061,3428,3905,4441,2737,953,25988,1533,936,1167,990,858,637,555,451,351,7488
SED10067,5749,3478,2427,3064,3861,3291,2070,933,225,25094,519,574,420,540,841,1140,1307,937,327,6604,20,35,41,67,138,270,468,463,194,1696,0,4,3,10,30,91,222,319,182,871,534,614,468,624,1009,1504,1997,1723,706,9170,411,290,225,249,354,360,257,179,107,2424,6694,4384,3117,3939,5222,5150,4322,2831,1033,36693,5573,2978,2164,3359,4051,3457,2275,1040,353,25253,365,661,562,703,1036,1263,1363,1087,554,7598,21,84,79,104,188,307,527,473,344,2135,0,0,3,23,44,88,199,307,304,980,383,746,645,833,1268,1664,2090,1871,1207,10709,410,290,204,318,345,341,279,242,186,2621,6378,4018,3011,4506,5660,5459,4649,3155,1742,38578,11319,6458,4590,6416,7912,6747,4344,1977,574,50350,883,1238,984,1243,1877,2400,2668,2022,883,14200,37,117,115,179,324,585,993,941,537,3835,0,3,13,31,73,182,422,633,490,1843,919,1360,1107,1459,2277,3168,4089,3596,1913,19879,828,588,431,569,695,698,533,412,293,5043
SED10068,4881,2883,2231,2508,2853,2664,2391,1099,279,21786,754,694,638,713,979,1459,1889,1280,369,8781,53,96,87,169,244,512,1015,744,304,3223,0,12,13,40,103,303,676,637,246,2033,811,797,742,916,1327,2277,3585,2665,923,14030,514,384,280,311,326,400,380,247,123,2960,6202,4057,3255,3739,4503,5340,6349,4008,1323,38785,4844,2491,2196,2640,3035,3153,2579,1250,364,22557,623,915,804,904,1208,1660,2088,1477,576,10262,48,181,212,239,377,654,1023,814,403,3950,0,11,27,69,169,396,599,637,379,2301,677,1107,1050,1210,1756,2716,3710,2925,1363,16514,466,327,248,284,319,397,392,289,186,2900,5984,3926,3485,4142,5113,6262,6680,4467,1913,41971,9723,5369,4424,5150,5895,5817,4973,2355,640,44344,1380,1608,1444,1620,2190,3119,3975,2759,948,19038,104,278,298,408,621,1167,2039,1561,710,7171,6,22,45,107,272,704,1279,1276,626,4336,1482,1901,1786,2128,3085,4989,7291,5592,2281,30542,974,710,530,600,642,800,766,533,308,5858
SED10069,4887,2953,2307,2442,2751,2669,2024,915,160,21106,831,733,671,721,1004,1453,1786,1107,271,8575,75,104,97,160,285,643,925,646,170,3107,0,7,12,42,95,310,592,530,142,1732,912,848,781,922,1390,2405,3306,2281,584,13412,587,354,312,313,405,421,371,306,119,3194,6382,4149,3402,3682,4546,5492,5701,3497,862,37710,4839,2390,2115,2357,2646,2837,2176,882,200,20446,645,859,800,945,1158,1609,1845,1168,371,9396,62,173,244,291,437,663,941,728,231,3764,0,16,32,81,223,350,616,456,218,1989,705,1050,1071,1314,1815,2618,3399,2349,817,15153,576,306,263,283,364,361,406,337,218,3123,6125,3745,3458,3951,4832,5816,5983,3566,1241,38713,9725,5345,4422,4802,5399,5502,4198,1791,366,41546,1476,1593,1467,1659,2161,3061,3631,2277,641,17970,139,278,339,452,725,1303,1866,1372,399,6873,0,26,41,125,316,657,1212,986,359,3720,1613,1893,1851,2238,3201,5018,6705,4633,1402,28563,1168,657,580,601,769,779,780,639,335,6315
SED10070,7808,4463,4779,5345,3711,2683,1520,624,138,31080,587,617,570,772,992,1170,1191,677,183,6758,29,35,62,99,222,386,566,389,155,1937,0,5,6,26,66,194,331,297,150,1071,623,658,642,891,1270,1754,2085,1354,486,9768,711,416,453,476,421,310,239,173,101,3302,9139,5539,5871,6713,5408,4750,3853,2157,722,44147,7521,4009,4639,5195,3577,2729,1771,624,194,30252,423,652,634,872,940,1275,1357,793,253,7196,8,81,107,182,290,474,582,434,200,2366,0,3,16,33,122,218,383,368,212,1353,435,738,756,1087,1351,1968,2330,1591,665,10915,661,345,405,457,385,336,294,207,184,3282,8607,5100,5800,6740,5313,5032,4395,2426,1040,44456,15325,8477,9416,10540,7286,5414,3292,1251,330,61335,1013,1271,1204,1642,1928,2446,2546,1466,436,13956,43,121,170,276,509,867,1153,823,357,4303,0,7,15,58,182,407,720,663,358,2424,1053,1401,1396,1974,2623,3722,4413,2944,1157,20688,1366,766,855,934,813,647,537,380,281,6584
SED10071,13397,6041,6445,9874,5472,2656,1192,355,69,45494,1206,1029,913,1552,1415,1280,987,384,93,8862,36,85,124,157,257,378,432,221,50,1741,0,5,10,23,69,142,255,157,41,704,1239,1120,1052,1729,1744,1799,1673,765,190,11307,797,691,1012,961,613,282,160,75,21,4614,15429,7848,8507,12567,7830,4741,3022,1195,275,61414,12991,5542,7221,9809,5083,2786,1406,399,107,45345,802,1082,1275,1553,1521,1318,1089,439,130,9204,32,173,218,245,363,434,448,258,75,2243,0,11,18,56,140,188,234,182,64,894,835,1263,1511,1864,2020,1945,1772,873,272,12347,763,414,519,619,399,258,175,56,32,3229,14587,7221,9250,12287,7491,4989,3354,1329,411,60915,26383,11585,13662,19678,10552,5441,2595,758,178,90838,2006,2112,2189,3110,2940,2595,2075,821,226,18067,68,256,343,406,619,816,876,476,122,3988,0,10,37,80,206,329,490,336,105,1600,2076,2378,2566,3592,3762,3747,3439,1638,454,23647,1560,1101,1531,1580,1008,540,340,131,54,7840
SED10072,6079,4698,7856,5734,3928,2866,1571,798,210,33736,448,472,781,827,900,1054,1099,676,274,6528,13,30,88,109,179,307,441,355,169,1704,0,4,8,16,42,127,248,240,135,833,463,501,882,958,1123,1485,1795,1274,586,9061,534,468,815,575,472,379,260,222,180,3900,7074,5664,9552,7273,5516,4731,3622,2293,972,46699,5892,4161,7663,5481,4061,3014,1797,800,259,33125,313,553,940,804,991,1107,1191,899,393,7200,9,76,154,159,207,388,444,492,246,2176,0,0,18,21,79,156,215,307,234,1035,326,633,1115,987,1284,1657,1851,1695,873,10416,527,429,782,488,469,352,258,230,174,3715,6745,5234,9565,6946,5808,5024,3905,2729,1302,47260,11975,8858,15518,11213,7986,5881,3365,1601,473,66868,761,1025,1722,1636,1887,2158,2296,1580,667,13733,23,112,246,269,387,695,892,844,419,3885,0,6,28,36,125,285,465,543,371,1868,784,1139,1996,1942,2401,3138,3649,2971,1452,19478,1063,897,1597,1066,938,739,516,452,353,7621
SED10073,7186,4851,7767,6844,4059,3241,1943,647,243,36780,562,654,917,955,834,1152,1063,653,284,7085,24,59,90,92,176,276,452,322,165,1656,0,6,13,25,34,124,182,211,133,728,590,719,1019,1073,1048,1554,1704,1181,582,9461,426,308,570,456,324,303,191,121,75,2766,8201,5880,9353,8375,5430,5094,3837,1951,898,49010,6873,4307,7983,6797,4386,3644,2311,838,306,37442,344,760,992,956,930,1212,1216,819,460,7681,22,109,213,144,203,336,437,428,274,2153,0,0,19,24,60,139,220,234,236,934,361,876,1214,1122,1190,1684,1872,1479,968,10773,369,308,548,442,293,319,228,159,128,2800,7611,5488,9751,8362,5865,5647,4409,2471,1402,51007,14061,9158,15751,13644,8443,6883,4246,1479,554,74217,907,1419,1907,1902,1766,2364,2283,1468,743,14766,47,171,304,235,377,611,884,746,440,3809,0,4,31,50,95,258,405,443,370,1659,952,1591,2240,2189,2235,3236,3571,2659,1549,20235,795,615,1118,903,614,621,419,282,200,5570
SED10074,7371,4082,5151,5600,3618,2362,1368,588,156,30303,706,654,632,967,1054,1088,1101,634,184,7019,31,59,89,114,211,349,515,385,126,1880,4,7,12,24,61,166,243,296,129,939,741,715,732,1111,1328,1598,1854,1318,442,9837,555,365,491,423,348,267,192,114,70,2816,8663,5167,6374,7127,5291,4225,3419,2017,664,42951,7137,3451,4889,5189,3452,2495,1624,669,180,29085,527,714,811,1050,1114,1186,1207,794,337,7741,23,127,174,191,317,415,559,480,220,2512,0,8,18,53,124,205,296,338,205,1241,554,858,998,1292,1557,1799,2068,1610,753,11492,537,309,429,457,327,294,227,192,131,2901,8227,4623,6321,6938,5339,4592,3924,2470,1058,43477,14506,7543,10042,10790,7068,4857,2993,1260,332,59387,1236,1372,1443,2013,2170,2270,2309,1427,516,14760,55,186,264,306,531,764,1073,868,349,4391,4,14,24,79,180,362,538,633,333,2180,1296,1574,1732,2395,2882,3396,3921,2930,1195,21326,1087,679,924,876,676,560,419,301,198,5714
SED10075,6808,4126,3696,3653,3393,2720,1581,637,150,26753,1027,878,868,997,1165,1430,1356,817,208,8763,73,114,151,202,322,500,717,533,160,2777,6,12,20,41,95,255,480,429,152,1493,1113,1009,1033,1249,1585,2191,2550,1784,523,13031,727,498,393,399,408,385,276,219,171,3490,8643,5631,5130,5297,5389,5294,4405,2638,845,43277,6601,3506,3371,3586,3276,2671,1659,688,224,25588,758,1150,1293,1300,1366,1582,1587,955,348,10349,48,201,362,369,526,682,852,664,232,3934,7,23,49,96,211,450,503,536,228,2106,811,1376,1708,1772,2106,2719,2941,2157,807,16395,680,420,397,365,409,356,282,227,121,3252,8088,5303,5474,5719,5793,5751,4878,3071,1150,45231,13407,7630,7069,7239,6674,5390,3236,1325,371,52340,1788,2030,2158,2298,2537,3015,2945,1774,565,19109,128,316,515,579,849,1188,1558,1200,391,6715,10,38,70,145,307,709,984,967,379,3602,1923,2384,2743,3019,3693,4910,5491,3936,1331,29426,1405,924,792,765,817,741,559,448,294,6738
SED10076,4829,2484,2573,2444,2510,2639,2177,873,190,20720,663,611,595,685,874,1455,1888,1059,302,8123,60,88,110,168,253,570,969,725,210,3161,8,3,16,50,122,340,667,646,227,2079,730,700,725,903,1248,2365,3522,2430,738,13363,742,420,394,382,431,437,402,269,97,3569,6298,3606,3683,3729,4190,5444,6101,3569,1026,37651,4751,2099,2385,2347,2425,2784,2198,828,226,20057,483,688,875,945,1035,1613,1964,1148,431,9184,46,144,187,250,390,687,1114,776,378,3973,0,18,38,69,203,453,672,595,337,2388,527,853,1099,1273,1626,2765,3744,2522,1146,15538,653,373,359,385,377,430,402,280,156,3410,5926,3328,3843,4003,4428,5981,6350,3629,1530,39006,9579,4589,4957,4787,4938,5422,4381,1699,414,40773,1141,1296,1471,1630,1906,3071,3849,2208,731,17305,105,234,297,421,640,1262,2081,1507,584,7130,8,20,56,127,321,795,1340,1248,563,4462,1257,1554,1824,2172,2870,5126,7270,4954,1878,28900,1389,789,745,771,808,876,806,541,258,6987
