SED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SED10011,5211,2822,2306,2905,3131,2714,1913,615,122,21742,711,709,654,880,1053,1235,1475,714,205,7624,43,108,100,161,246,437,642,405,107,2247,4,12,15,35,86,182,386,305,112,1130,755,829,763,1079,1382,1846,2501,1427,423,11000,439,260,217,278,320,265,238,139,68,2227,6408,3911,3285,4256,4834,4826,4651,2178,610,34967,5137,2222,2109,2908,3145,2830,2121,756,171,21407,555,865,898,1112,1272,1519,1643,878,272,9013,36,131,194,273,369,583,722,525,197,3025,0,10,14,80,140,276,418,348,240,1533,594,1000,1105,1466,1774,2379,2782,1756,711,13573,420,219,201,276,311,301,250,187,154,2329,6157,3444,3414,4653,5233,5516,5153,2704,1034,37305,10352,5045,4414,5812,6277,5540,4033,1370,291,43144,1266,1575,1553,1996,2326,2750,3119,1587,471,16638,82,238,289,435,615,1018,1362,931,305,5272,4,18,31,115,223,460,805,656,356,2660,1349,1825,1873,2536,3162,4229,5287,3179,1133,24571,861,480,413,557,627,573,487,328,223,4559
SED10012,6273,5035,4583,3665,3913,3545,1846,586,154,29599,620,598,524,464,694,1243,1147,521,180,5998,14,32,53,61,149,389,418,253,100,1475,3,3,11,15,66,160,281,209,126,866,633,635,583,538,913,1791,1847,987,407,8339,748,510,485,407,434,479,290,158,115,3614,7647,6180,5655,4616,5257,5815,3980,1730,671,41549,5950,4824,4380,4241,4226,3367,1972,596,232,29779,351,618,526,566,942,1367,1266,615,280,6530,13,40,68,96,213,447,509,358,192,1941,0,3,16,32,97,209,271,204,200,1032,367,662,606,700,1253,2026,2046,1180,674,9506,648,442,464,475,460,468,274,188,164,3586,6962,5921,5445,5410,5943,5866,4292,1963,1071,42874,12223,9857,8959,7909,8144,6914,3817,1183,381,59377,969,1209,1050,1027,1635,2612,2414,1138,459,12529,28,78,116,162,364,836,930,614,295,3425,4,6,23,43,167,370,547,413,326,1899,999,1294,1191,1234,2170,3821,3890,2164,1084,17851,1393,955,950,880,895,944,564,345,279,7204
SED10013,14004,6290,7835,7659,5350,2904,1477,525,92,46139,1512,1114,1377,1532,1562,1512,1202,554,157,10525,76,111,143,258,334,512,616,334,90,2474,0,8,18,50,97,237,390,297,106,1202,1591,1231,1536,1839,1991,2261,2203,1184,351,14201,1186,518,601,648,524,359,220,160,123,4344,16784,8043,9979,10141,7868,5524,3902,1868,573,64679,13729,5898,8323,7368,5021,3138,1613,512,155,45763,1052,1368,1872,1839,1743,1580,1384,660,279,11783,56,175,350,388,484,644,624,415,169,3303,3,21,43,97,170,317,421,345,189,1591,1112,1567,2263,2320,2392,2536,2430,1424,634,16678,1041,549,621,660,496,346,239,116,80,4140,15891,8013,11198,10344,7907,6016,4280,2054,870,66578,27738,12189,16161,15022,10369,6043,3089,1040,254,91901,2566,2487,3246,3371,3305,3092,2591,1218,436,22307,137,284,497,644,818,1151,1240,748,257,5779,6,31,57,143,269,552,808,644,291,2791,2706,2802,3799,4155,4393,4799,4634,2606,983,30875,2229,1072,1219,1306,1019,703,460,272,207,8482
SED10014,7031,4050,4263,3896,2839,2083,1197,406,62,25837,990,946,926,1028,992,1228,1117,500,84,7818,83,117,136,206,280,469,574,369,71,2300,0,19,26,57,104,264,433,309,79,1293,1070,1077,1087,1296,1375,1968,2127,1171,238,11408,971,554,512,558,450,372,230,157,42,3844,9077,5682,5865,5751,4662,4422,3557,1729,341,41085,6943,3660,4154,3765,2700,2090,1268,422,94,25116,727,1025,1233,1147,1112,1353,1302,600,178,8672,50,215,321,334,462,655,698,376,131,3245,4,14,64,129,254,401,541,349,111,1868,784,1252,1620,1613,1824,2408,2539,1330,418,13787,922,527,582,506,396,376,290,186,107,3894,8653,5446,6359,5889,4925,4881,4097,1935,621,42794,13973,7716,8426,7662,5542,4181,2461,827,157,50946,1711,1971,2157,2175,2105,2585,2420,1098,265,16488,136,326,461,546,739,1126,1275,742,201,5543,7,30,88,189,352,668,974,664,190,3162,1854,2331,2705,2907,3202,4378,4667,2497,654,25199,1889,1078,1095,1067,846,754,524,338,148,7733
SED10015,6692,4854,6307,5350,4657,3352,1664,820,266,33947,517,483,647,784,929,1239,1093,735,322,6746,12,39,93,106,161,301,391,362,176,1638,0,4,18,22,73,120,201,228,129,803,527,532,764,914,1164,1659,1681,1325,627,9192,626,474,746,611,498,423,274,229,108,3990,7849,5864,7808,6868,6318,5429,3614,2373,1009,47136,6293,4210,5653,5149,4678,3331,1910,863,272,32364,298,581,843,877,1034,1279,1208,904,410,7433,7,80,145,153,238,398,466,437,244,2176,0,6,13,28,78,158,252,339,184,1047,310,663,1005,1054,1351,1835,1918,1681,836,10659,549,429,606,583,535,438,310,230,235,3903,7152,5308,7262,6789,6563,5599,4138,2774,1342,46931,12984,9064,11959,10498,9332,6681,3572,1684,538,66319,815,1071,1495,1662,1957,2515,2298,1631,734,14182,23,122,239,260,400,694,852,801,421,3817,0,6,33,45,147,279,450,570,312,1849,840,1201,1767,1969,2510,3492,3602,3002,1467,19853,1172,905,1344,1197,1036,861,578,458,343,7900
SED10016,10353,5828,4169,6711,5443,3335,1790,573,124,38327,885,892,674,1011,1214,1257,1148,688,156,7933,34,58,57,105,210,338,505,353,93,1743,0,5,4,12,34,94,237,251,99,741,925,950,731,1129,1453,1691,1884,1296,348,10418,509,370,241,318,394,227,164,107,96,2434,11792,7148,5147,8156,7288,5252,3845,1979,567,51175,10052,5258,4480,7179,5619,3476,2039,702,171,38977,591,1002,795,1145,1344,1288,1293,743,248,8447,18,112,123,183,268,340,517,383,149,2092,0,7,11,34,74,102,217,227,126,807,609,1126,926,1369,1688,1731,2030,1353,523,11346,452,337,287,388,361,281,169,93,41,2410,11112,6722,5693,8932,7669,5489,4233,2139,731,52724,20407,11086,8650,13890,11064,6809,3829,1274,290,77297,1479,1894,1468,2162,2559,2542,2441,1427,403,16375,51,172,178,286,476,679,1024,731,242,3838,4,14,19,50,105,196,451,481,228,1543,1537,2078,1656,2493,3139,3423,3911,2648,876,21758,963,709,530,703,754,506,335,204,136,4843
SED10017,6902,3567,3971,3453,3017,2174,1334,412,93,24923,1350,982,1136,1128,1190,1397,1300,583,155,9214,102,156,209,276,363,601,756,390,114,2971,0,11,31,53,144,321,573,426,138,1700,1452,1148,1375,1452,1693,2322,2633,1402,407,13880,844,610,933,806,683,512,362,188,63,5002,9202,5329,6280,5709,5395,5009,4324,1998,560,43812,6905,3122,3704,3286,2821,2168,1350,450,132,23940,1013,1301,1624,1421,1345,1458,1421,651,306,10524,80,284,434,431,549,681,786,453,209,3903,14,16,83,130,278,503,593,432,257,2300,1101,1597,2142,1980,2169,2640,2799,1538,766,16731,784,443,414,395,380,339,249,168,104,3268,8786,5165,6260,5658,5370,5156,4398,2154,999,43938,13806,6689,7672,6738,5844,4345,2679,861,228,48866,2358,2275,2757,2550,2535,2857,2723,1238,457,19741,179,441,646,704,910,1284,1543,843,319,6871,11,27,117,183,422,827,1168,857,390,4000,2553,2751,3514,3435,3858,4964,5432,2937,1168,30615,1630,1050,1349,1196,1059,855,613,356,161,8275
SED10018,6018,3362,3162,3363,3108,2218,1277,559,139,23207,900,807,802,884,1057,1241,1115,732,251,7784,57,91,126,163,261,389,532,446,177,2252,0,5,18,26,84,190,352,367,183,1226,964,901,948,1079,1400,1817,2003,1542,609,11262,516,339,326,318,337,266,208,110,68,2494,7500,4608,4439,4763,4844,4305,3483,2214,816,36967,5709,2734,2957,3365,3100,2375,1466,738,227,22679,699,1023,1126,1138,1122,1228,1277,976,434,9020,46,193,264,285,363,507,613,569,300,3141,0,12,32,73,158,282,411,432,323,1723,748,1219,1424,1496,1649,2015,2297,1977,1051,13875,524,260,296,296,293,281,227,166,119,2465,6971,4220,4675,5159,5043,4673,3994,2883,1402,39025,11718,6103,6125,6727,6206,4595,2742,1299,371,45885,1602,1825,1935,2023,2183,2465,2388,1706,684,16801,107,287,390,454,631,893,1146,1013,478,5392,3,12,53,100,240,467,764,802,506,2952,1705,2120,2373,2575,3051,3838,4299,3522,1666,25141,1040,605,618,615,634,548,438,277,188,4959
SED10019,4982,2705,2308,2172,2542,2602,2086,822,191,20411,761,641,553,761,978,1567,1772,947,270,8237,76,83,96,152,263,634,937,633,216,3075,4,8,18,40,135,365,630,553,234,1988,836,734,673,948,1378,2561,3332,2127,719,13303,818,595,764,703,638,630,466,266,86,4971,6638,4032,3751,3823,4558,5793,5887,3219,993,38691,4916,2315,2204,2219,2553,2819,2087,813,236,20174,603,697,839,848,1069,1490,1747,1049,409,8763,47,146,212,279,428,689,888,665,374,3732,0,24,37,93,243,420,574,555,353,2298,652,873,1093,1222,1741,2593,3214,2269,1138,14790,771,454,450,470,480,528,460,269,148,4027,6334,3636,3751,3913,4773,5944,5765,3352,1529,38996,9900,5019,4521,4390,5097,5421,4182,1637,422,40588,1360,1340,1397,1608,2052,3052,3522,1996,681,17001,116,230,305,431,694,1318,1820,1299,586,6807,5,38,54,133,378,787,1201,1102,595,4283,1483,1600,1764,2174,3119,5155,6544,4402,1859,28096,1588,1042,1221,1174,1116,1155,929,540,238,9003
SED10020,5586,2975,3010,2912,2876,2497,1892,670,152,22563,767,635,693,848,986,1346,1520,832,253,7891,40,75,100,168,270,490,745,493,184,2559,0,0,20,43,110,251,451,433,195,1509,802,718,819,1058,1365,2091,2715,1756,635,11960,677,416,436,440,451,410,321,209,135,3490,7069,4111,4267,4404,4687,4999,4923,2640,919,38010,5693,2699,2946,3083,3008,2754,2059,737,233,23209,524,757,925,984,1152,1463,1592,1033,425,8854,35,155,227,271,375,583,794,561,292,3297,4,9,25,88,192,376,464,463,265,1900,569,919,1177,1344,1727,2423,2856,2060,979,14052,641,380,399,436,406,404,342,289,191,3483,6896,3996,4520,4865,5136,5581,5252,3089,1402,40746,11273,5670,5957,5993,5883,5251,3949,1413,382,45771,1287,1393,1623,1834,2136,2810,3111,1867,683,16743,78,230,329,440,649,1078,1539,1055,475,5862,3,12,50,129,304,627,924,899,460,3411,1368,1639,1995,2404,3086,4514,5578,3816,1612,26016,1318,795,838,877,852,816,660,499,326,6975
SED10021,5764,2900,6555,5130,3814,2476,1269,556,165,28633,405,466,932,806,859,840,777,535,214,5843,19,27,89,99,125,231,311,261,127,1280,0,0,3,12,27,77,136,180,91,528,424,497,1025,923,1009,1145,1220,974,438,7660,435,261,682,500,373,278,216,154,157,3046,6625,3656,8267,6551,5199,3897,2708,1675,762,39337,5575,2955,7525,5299,4079,2619,1517,692,241,30513,334,690,1398,1052,957,922,910,612,330,7203,16,94,181,141,188,244,342,308,198,1713,0,0,9,26,46,102,142,195,152,672,346,782,1584,1214,1192,1267,1396,1120,689,9592,405,287,704,482,342,258,248,206,273,3211,6329,4022,9816,6998,5612,4142,3162,2022,1201,43308,11343,5859,14087,10430,7895,5089,2792,1249,410,59147,746,1154,2326,1858,1811,1761,1688,1151,554,13051,30,118,271,238,311,473,660,569,326,3001,0,4,11,34,73,178,273,370,247,1203,773,1280,2605,2132,2199,2414,2619,2096,1122,17252,834,544,1388,981,717,536,464,357,430,6255
SED10022,5174,2652,2412,2295,2415,2455,1685,752,201,20045,752,610,579,638,882,1305,1453,879,270,7363,66,74,95,145,245,528,767,503,167,2592,3,6,18,35,110,307,618,458,153,1715,817,692,687,815,1242,2140,2843,1844,585,11664,736,576,613,637,629,578,454,283,96,4600,6726,3924,3713,3744,4283,5173,4981,2878,887,36314,5060,2308,2265,2214,2451,2424,1751,807,268,19548,587,752,701,805,975,1241,1422,937,467,7886,41,143,216,256,366,587,818,550,293,3269,0,9,41,75,190,424,549,421,223,1942,630,906,956,1134,1532,2255,2791,1911,983,13096,723,378,332,372,392,417,406,327,126,3476,6417,3595,3553,3719,4378,5092,4943,3048,1383,36124,10236,4960,4669,4511,4863,4878,3440,1563,468,39592,1336,1363,1280,1438,1858,2546,2875,1818,732,15245,103,213,308,400,614,1110,1591,1057,461,5863,9,22,62,113,305,733,1167,882,376,3656,1452,1597,1644,1953,2776,4392,5626,3752,1568,24766,1456,954,947,1008,1021,1000,859,609,222,8076
SED10023,6323,3859,3467,3659,3937,3019,1746,669,181,26865,539,565,594,708,899,1194,1196,678,253,6633,27,44,68,94,180,320,483,397,173,1785,0,0,0,19,25,118,241,239,149,797,564,611,669,817,1105,1634,1921,1312,583,9214,500,307,295,316,368,309,197,111,51,2466,7391,4772,4434,4800,5415,4963,3862,2097,820,38544,5968,3537,3480,3837,4047,3182,1944,756,258,27018,359,714,765,830,981,1181,1295,828,391,7351,10,82,116,165,200,394,488,415,268,2129,0,3,14,20,61,134,220,223,201,881,368,801,901,1011,1244,1704,2003,1469,859,10360,395,283,302,304,337,296,240,156,156,2468,6728,4619,4682,5160,5625,5181,4190,2377,1278,39843,12291,7394,6942,7502,7990,6203,3695,1423,445,53882,902,1279,1364,1543,1878,2373,2491,1504,649,13979,37,126,192,256,380,712,967,813,444,3910,0,3,18,41,84,249,459,463,356,1681,933,1405,1572,1835,2347,3332,3924,2781,1441,19572,894,594,599,621,707,606,435,266,210,4932
SED10024,7423,4451,2047,3847,4674,3177,1797,937,251,28601,753,697,379,566,947,1081,1104,885,321,6739,17,59,46,67,123,249,408,475,214,1652,0,3,0,11,31,71,157,252,148,674,774,758,420,643,1102,1403,1668,1607,687,9066,349,249,119,181,267,220,157,116,68,1720,8544,5461,2585,4669,6039,4798,3629,2658,997,39384,7092,3773,2174,4695,5034,3365,2141,1140,371,29798,444,854,412,670,1086,1028,1253,1114,465,7331,13,106,66,103,185,264,397,523,300,1960,0,3,3,11,47,80,144,242,205,738,462,963,479,789,1321,1365,1799,1887,966,10028,323,210,121,218,281,226,175,146,147,1854,7874,4949,2781,5704,6640,4960,4118,3170,1485,41685,14513,8228,4225,8540,9706,6543,3947,2077,618,58405,1200,1550,791,1234,2034,2110,2362,2003,790,14069,27,163,111,173,310,509,803,998,509,3611,0,7,3,18,80,150,304,498,354,1411,1235,1720,900,1432,2423,2765,3466,3492,1656,19093,672,458,241,400,549,449,334,258,210,3576
SED10025,5905,3295,5030,4880,3794,2809,1636,725,188,28260,415,460,624,823,856,1092,1103,668,222,6254,16,26,71,99,129,233,412,334,158,1485,0,4,5,13,30,83,191,221,142,682,434,486,700,931,1011,1407,1699,1216,520,8414,392,271,395,345,308,245,231,135,86,2419,6725,4059,6135,6152,5115,4467,3570,2077,801,39098,5733,3200,5391,5079,4332,3280,1987,823,255,30088,301,581,814,805,971,1164,1252,807,380,7087,13,61,113,139,188,333,480,432,246,2008,0,3,14,19,45,112,204,247,209,853,309,644,948,966,1205,1618,1931,1486,840,9951,363,224,429,374,317,307,262,186,249,2707,6402,4064,6765,6418,5855,5207,4188,2497,1344,42735,11636,6491,10424,9960,8125,6089,3632,1547,439,58345,712,1043,1443,1626,1825,2260,2351,1471,605,13345,27,93,181,239,324,570,890,765,409,3493,0,9,20,30,70,199,391,467,351,1534,737,1136,1651,1895,2216,3023,3633,2701,1363,18364,749,497,829,721,622,559,495,323,335,5125
SED10026,6515,3160,3870,3095,2756,2342,1389,609,145,23881,1100,706,812,821,959,1244,1154,673,196,7657,75,105,123,178,260,478,640,435,137,2435,5,10,26,51,102,294,416,362,144,1416,1176,822,956,1057,1319,2018,2214,1469,477,11504,1194,697,939,775,669,583,423,233,94,5603,8882,4674,5768,4923,4740,4940,4024,2310,719,40985,6526,2733,3692,3047,2635,2341,1464,648,208,23290,752,918,1206,997,1129,1259,1197,859,354,8662,52,187,289,284,417,591,635,528,200,3185,0,17,45,89,208,384,472,338,198,1743,802,1120,1537,1359,1750,2243,2301,1729,752,13593,1070,519,648,595,542,490,362,282,152,4659,8398,4368,5872,5004,4926,5069,4122,2658,1122,41535,13035,5887,7564,6141,5395,4680,2852,1258,356,47172,1851,1631,2011,1820,2084,2504,2346,1531,551,16321,123,290,410,462,677,1073,1280,963,340,5615,0,27,70,137,310,682,891,701,343,3163,1982,1939,2493,2423,3064,4255,4516,3198,1230,25093,2264,1214,1585,1369,1213,1073,782,516,253,10261
SED10027,7082,4469,3950,4229,3647,2848,1472,604,205,28508,707,615,570,691,911,1167,1052,553,253,6519,21,53,63,90,179,341,498,366,159,1753,0,3,7,24,48,185,263,232,119,879,727,675,635,801,1137,1691,1815,1155,528,9162,693,400,420,374,359,352,226,192,171,3193,8500,5540,5008,5407,5145,4891,3513,1950,905,40860,6898,3977,4101,4420,3708,2893,1498,612,245,28361,465,632,697,806,982,1281,1180,744,377,7159,15,91,110,147,258,414,533,429,254,2253,0,6,20,32,111,196,288,323,185,1160,483,726,829,988,1353,1887,2003,1492,813,10568,599,363,420,439,401,290,242,211,275,3229,7976,5062,5350,5841,5468,5073,3743,2314,1326,42156,13980,8445,8053,8647,7354,5739,2973,1218,446,56866,1167,1253,1263,1495,1892,2446,2234,1297,635,13679,36,138,177,242,434,753,1026,792,404,4004,4,13,20,52,163,376,554,549,304,2044,1206,1400,1465,1784,2491,3577,3813,2646,1340,19730,1291,756,840,815,761,646,471,399,446,6422
SED10028,7494,4641,3818,5097,4401,3461,2070,721,250,31940,628,651,514,661,877,1201,1154,724,333,6736,17,46,52,75,135,266,443,326,206,1563,0,4,4,8,41,78,158,218,153,661,649,700,565,739,1052,1545,1758,1268,691,8960,326,249,229,247,233,215,150,149,135,1929,8464,5591,4616,6078,5687,5211,3975,2136,1067,42836,7329,4120,3993,5809,4726,3753,2282,880,345,33242,423,830,547,670,921,1268,1224,886,572,7349,20,90,76,77,161,322,414,468,342,1974,0,3,3,13,37,93,164,294,282,894,443,919,632,765,1123,1678,1805,1648,1193,10211,306,198,204,272,249,235,190,223,271,2158,8080,5236,4828,6845,6102,5668,4281,2752,1810,45608,14823,8763,7814,10903,9129,7211,4354,1594,595,65180,1053,1478,1062,1328,1799,2467,2382,1614,908,14085,35,135,129,157,302,591,856,794,541,3535,0,8,12,19,73,171,327,509,434,1553,1087,1613,1199,1502,2173,3225,3561,2920,1883,19168,634,449,435,524,484,444,340,367,404,4090
SED10029,7413,5398,5130,4194,4027,3311,1690,655,167,31984,695,646,540,660,915,1386,1128,638,217,6815,19,43,62,122,246,418,475,360,146,1897,3,3,11,26,102,233,320,287,120,1106,722,692,614,808,1258,2035,1927,1292,489,9822,897,607,633,596,554,496,349,199,91,4435,9038,6700,6370,5598,5837,5845,3958,2143,750,46236,7275,5004,4933,4559,4139,3156,1757,659,235,31715,440,593,611,703,1025,1438,1291,704,341,7136,20,64,82,136,357,542,566,417,212,2396,0,0,20,50,124,288,328,332,229,1372,452,662,711,894,1509,2263,2183,1451,782,10907,972,572,577,598,552,509,369,217,175,4543,8703,6238,6221,6048,6198,5924,4308,2327,1203,47166,14692,10404,10056,8747,8166,6469,3448,1315,403,63700,1134,1236,1143,1368,1941,2823,2414,1335,559,13952,38,107,143,265,600,957,1041,777,361,4294,3,8,29,77,223,518,650,620,352,2475,1177,1352,1322,1702,2765,4291,4109,2736,1267,20722,1872,1187,1206,1192,1102,1007,719,419,269,8977
SED10030,5428,2975,3150,3328,3119,2558,1632,741,174,23118,684,704,803,889,1088,1338,1321,820,265,7908,52,91,127,156,295,482,622,524,208,2559,0,8,14,37,101,268,363,424,152,1370,733,800,946,1085,1482,2092,2307,1773,623,11833,558,381,404,359,434,421,339,185,72,3161,6720,4154,4503,4770,5040,5075,4274,2694,870,38109,5052,2604,2913,3286,2934,2702,1895,840,277,22495,530,912,1016,1147,1182,1524,1522,967,494,9292,32,184,267,255,431,596,761,629,359,3511,5,13,35,79,202,377,515,487,290,1999,566,1102,1322,1483,1816,2497,2795,2078,1136,14810,537,337,351,359,386,404,356,257,137,3125,6157,4042,4582,5133,5136,5605,5044,3172,1553,40427,10483,5584,6060,6607,6062,5260,3526,1577,453,45608,1215,1617,1821,2038,2271,2862,2840,1788,759,17200,81,272,394,415,733,1080,1387,1149,565,6072,4,17,53,123,301,646,878,909,437,3369,1300,1903,2268,2572,3297,4592,5102,3849,1761,26643,1092,715,758,729,823,826,694,437,213,6280
SED10031,5790,3185,2940,2842,3247,2870,1908,765,164,23716,906,669,666,815,1128,1604,1564,875,219,8445,58,80,113,162,324,561,797,536,180,2816,4,4,18,42,102,276,448,433,138,1470,971,754,803,1014,1549,2436,2809,1847,544,12740,785,495,532,490,589,569,426,257,106,4239,7550,4438,4275,4347,5385,5873,5148,2870,815,40699,5630,2662,2787,2898,3181,2823,2011,770,200,22963,664,870,874,1014,1238,1555,1653,928,352,9158,46,155,249,285,449,644,819,569,259,3469,0,16,39,91,217,365,523,422,216,1882,705,1040,1163,1384,1899,2570,2994,1921,832,14512,687,342,358,437,444,461,441,286,149,3599,7027,4045,4305,4720,5526,5850,5447,2977,1182,41070,11417,5847,5727,5742,6426,5688,3923,1534,362,46678,1576,1537,1543,1824,2365,3166,3213,1800,576,17603,103,236,367,450,773,1207,1617,1105,444,6289,9,21,52,133,321,639,967,857,357,3358,1678,1794,1961,2407,3454,5007,5806,3767,1377,27246,1474,838,888,925,1030,1029,870,538,250,7842
SED10032,8960,5864,8547,6912,3745,2568,1325,506,149,38581,731,542,700,900,955,1101,957,563,174,6623,17,36,73,137,199,387,395,276,94,1614,0,5,9,23,79,165,253,229,100,867,742,583,784,1067,1232,1652,1604,1069,363,9102,1246,776,1176,964,595,431,272,152,40,5648,10947,7221,10507,8939,5579,4651,3205,1724,553,53334,8699,4997,7878,5851,3542,2548,1363,536,188,35612,468,613,796,930,1009,1161,995,599,266,6840,15,77,136,164,280,442,449,360,202,2129,0,4,18,52,145,256,291,277,146,1183,482,693,956,1146,1438,1858,1731,1238,615,10156,1115,622,1008,801,518,456,238,135,61,4961,10299,6314,9846,7798,5500,4862,3337,1913,866,50732,17657,10867,16431,12758,7294,5116,2689,1042,334,74197,1197,1155,1504,1828,1962,2261,1949,1165,440,13464,29,114,211,305,486,827,841,635,294,3743,3,8,25,78,219,421,545,509,245,2049,1231,1276,1737,2208,2670,3515,3336,2311,979,19257,2358,1401,2184,1766,1117,889,510,286,103,10609
