SED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
SED10052,0,0,0,7,3,5,0,0,0,20,0,5,9,64,53,19,14,18,6,182,0,3,0,31,15,42,67,69,26,258,0,5,4,13,11,6,0,0,0,38,4,3,6,24,9,8,0,4,0,54,5,3,0,26,41,60,55,30,4,224,0,0,5,31,15,34,26,13,4,130,0,0,0,6,6,14,19,18,8,66,0,0,0,5,3,6,13,3,0,35,0,0,0,10,0,0,4,0,0,18,0,0,12,43,6,0,0,0,0,71,0,5,3,11,5,12,17,18,11,74,0,19,44,198,130,122,72,31,6,627,0,4,3,29,31,53,65,26,5,218,0,4,0,13,3,0,0,0,0,23,0,0,0,5,13,8,3,0,0,27,0,15,26,81,43,18,25,3,0,203,0,0,0,24,22,12,25,9,0,93,0,0,0,6,4,0,0,0,0,10,0,10,8,30,24,34,37,37,11,176
SED10053,0,0,3,7,3,0,3,0,0,18,0,0,3,18,8,9,11,9,9,68,3,0,0,25,16,35,62,63,41,249,0,0,0,12,0,4,0,0,0,18,0,0,0,25,7,0,0,0,0,39,0,0,0,4,3,10,5,7,0,23,0,0,5,22,20,23,4,4,0,78,0,0,0,0,0,3,12,18,6,37,0,0,0,0,0,0,0,0,0,11,0,0,0,8,6,4,0,0,0,18,0,7,29,252,8,6,0,0,0,299,0,0,0,6,24,11,21,24,9,104,3,19,55,175,133,116,81,22,10,616,0,5,6,53,49,72,73,32,13,296,3,9,9,87,4,5,4,0,0,126,0,0,0,9,18,12,4,0,0,47,10,35,53,121,50,21,6,0,0,290,0,0,0,14,8,4,9,7,0,37,0,0,0,8,4,0,5,0,0,22,0,0,3,15,19,50,35,27,3,151
SED10054,0,45,98,283,127,111,62,16,4,741,0,5,3,8,5,4,5,11,4,44,0,0,0,15,11,24,27,32,13,114,0,3,3,0,0,0,0,0,0,11,0,3,10,25,15,18,6,4,0,79,0,4,8,89,45,60,56,19,0,286,0,10,3,31,9,17,12,6,6,99,0,0,0,6,9,42,106,68,14,250,0,0,10,17,11,22,21,13,0,86,0,4,0,38,20,14,7,4,0,82,0,12,25,228,18,9,4,0,0,281,0,0,0,8,6,5,10,3,0,35,13,134,221,503,169,110,51,14,3,1213,0,0,0,3,7,9,12,9,0,42,18,187,173,687,236,124,51,5,0,1487,0,5,7,8,4,5,0,0,0,25,10,128,392,1429,794,896,508,98,19,4273,0,0,0,8,12,16,19,5,3,66,0,42,64,146,127,117,84,22,6,598,0,0,0,3,12,30,21,13,4,77
SED10055,0,49,125,600,367,263,146,56,10,1619,0,5,8,30,20,19,19,8,5,110,0,0,3,17,40,96,183,138,48,526,0,0,0,0,0,0,0,0,0,6,0,0,10,24,20,13,4,3,0,73,0,11,10,77,79,88,43,15,0,318,0,0,11,17,7,6,20,4,0,63,0,0,5,15,21,71,140,82,19,351,0,0,4,13,4,14,19,9,5,58,0,0,0,4,6,4,3,4,0,26,0,0,8,39,10,15,4,0,0,74,0,0,0,5,9,14,19,13,0,63,7,58,113,263,118,95,48,3,0,711,0,0,0,15,18,19,23,3,0,71,5,22,23,65,39,33,10,5,0,194,0,0,0,6,3,4,0,0,0,15,0,26,57,242,139,181,156,42,5,838,0,0,0,12,17,8,18,4,0,64,0,0,13,43,25,26,15,0,0,121,0,0,0,14,17,46,37,17,5,136
SED10056,0,0,0,3,0,0,0,0,0,8,0,0,0,24,4,3,6,7,0,46,0,3,3,33,9,55,179,178,111,570,0,3,0,0,0,0,0,0,0,5,0,0,4,15,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,6,9,43,183,35,24,4,0,0,302,0,0,0,3,0,0,8,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,25,5,5,0,0,0,36,0,0,0,5,3,8,30,25,3,72,3,31,67,130,67,61,57,14,0,435,0,0,0,0,0,0,0,0,0,0,0,8,20,57,25,8,0,0,0,124,0,0,0,7,0,0,0,0,0,11,4,40,40,176,47,15,3,0,0,337,0,0,0,0,0,0,4,0,0,4,0,3,21,23,19,16,8,0,0,94,0,0,0,8,5,18,27,13,8,74
SED10057,0,0,0,10,0,6,0,0,0,13,0,0,0,9,4,8,12,21,3,59,0,0,0,4,0,5,34,21,9,77,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,16,0,0,0,3,0,0,3,0,0,16,0,0,5,3,3,6,3,6,0,21,0,0,0,0,0,7,22,12,3,49,0,0,0,0,0,5,3,0,0,7,0,0,0,0,4,0,0,0,0,5,0,0,9,47,0,0,0,0,0,57,0,0,0,3,3,16,50,54,13,143,0,11,5,49,73,91,97,52,7,390,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,16,0,0,0,3,3,3,7,0,0,18,6,6,6,54,10,3,7,3,0,92,0,0,0,0,0,3,11,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,24,47,37,7,137
SED10058,0,0,0,5,0,0,0,0,0,6,0,3,5,50,19,14,11,5,4,105,0,0,0,24,9,22,40,29,32,153,4,10,3,18,6,0,0,0,0,34,0,3,3,32,6,3,0,0,0,58,0,0,0,0,0,0,4,0,0,9,0,5,4,17,17,13,13,4,0,64,0,0,0,0,0,3,3,0,0,7,0,0,0,7,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,10,0,0,18,76,4,0,0,0,0,102,0,3,3,9,13,6,11,18,4,61,3,19,34,187,97,94,55,25,6,520,0,0,0,3,6,26,35,25,13,115,0,5,5,47,4,0,3,6,0,67,0,0,0,9,9,10,3,0,0,27,4,22,13,75,15,6,7,0,0,134,0,0,0,13,5,4,4,4,6,36,0,0,0,9,3,5,0,0,0,16,0,3,7,36,16,29,36,18,7,154
SED10059,0,0,0,10,5,4,4,0,0,25,4,0,5,213,68,34,17,9,3,355,0,5,8,171,34,24,27,35,25,335,0,9,21,81,26,16,4,5,0,149,0,3,20,132,12,4,6,7,0,187,0,5,4,24,25,26,27,15,7,128,4,7,54,160,54,41,28,6,3,363,0,0,0,0,6,3,13,8,4,39,0,0,0,8,9,4,0,0,0,22,0,0,15,14,0,7,4,6,0,38,0,0,44,70,5,0,0,0,0,123,0,7,6,42,15,9,9,6,3,104,5,10,127,494,193,219,124,22,7,1203,0,0,0,3,4,8,14,3,0,38,0,0,13,55,0,5,0,0,0,80,0,0,0,14,14,4,3,0,0,36,0,0,28,193,49,26,13,10,0,321,0,0,0,35,11,13,14,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,11,100,53,42,21,13,0,245
SED10060,0,0,0,7,4,3,0,0,0,20,0,9,3,108,49,49,19,5,0,247,0,3,0,118,43,29,31,23,15,259,10,35,20,99,62,37,18,12,0,294,0,7,9,78,47,17,11,12,0,185,0,0,0,13,8,10,3,5,0,36,3,3,10,107,54,31,48,15,10,275,0,0,0,0,0,4,4,0,0,13,0,0,0,8,3,5,4,0,0,19,0,0,0,0,0,9,0,0,0,14,0,0,58,100,0,0,0,0,0,156,0,6,9,43,22,16,27,17,5,139,3,21,55,294,200,184,116,68,16,959,0,0,0,10,0,5,0,0,0,28,0,4,3,40,0,3,0,0,0,57,0,0,0,7,13,19,3,3,5,51,0,12,22,160,44,24,20,8,0,291,0,5,3,61,18,12,14,11,6,133,0,0,0,0,0,0,0,0,0,5,0,7,15,67,61,55,40,29,6,288
SED10061,13,79,84,65,19,7,5,0,0,270,0,0,0,7,10,0,7,0,0,37,0,0,0,4,0,0,4,3,4,21,0,4,0,3,0,0,0,0,0,12,3,0,0,15,0,0,0,0,0,25,0,0,0,4,4,0,0,0,0,7,0,0,10,23,3,8,5,0,0,51,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,4,0,0,0,0,0,0,0,10,12,126,9,0,0,0,0,151,0,4,0,0,3,6,22,14,3,58,0,12,22,68,53,68,74,32,5,334,0,0,0,0,0,0,3,0,0,3,0,0,3,22,0,0,0,0,0,34,0,4,6,4,8,3,9,0,0,33,3,26,17,54,23,5,0,0,0,134,0,0,0,0,0,0,0,6,0,5,0,0,3,18,0,0,0,0,0,21,0,0,0,6,11,28,16,18,6,93
SED10062,0,0,0,7,10,7,0,8,0,29,0,5,0,38,21,16,17,9,3,100,0,0,4,33,17,49,74,77,41,298,0,5,4,13,10,5,3,0,0,38,0,3,9,22,18,8,10,11,0,80,0,9,18,111,103,98,72,48,9,462,3,5,17,94,51,53,77,27,9,334,0,0,0,0,0,10,18,12,6,39,0,0,0,6,3,0,8,4,0,31,0,0,0,8,5,5,0,0,0,26,0,13,261,698,51,7,7,0,0,1035,0,0,0,6,4,3,6,7,0,36,0,21,71,181,105,103,46,21,0,558,0,9,0,65,71,127,120,56,21,470,3,8,6,48,3,10,3,0,0,82,0,0,0,3,0,6,0,0,0,22,0,24,43,215,74,57,22,3,4,452,0,0,0,22,11,9,12,4,3,56,0,0,0,9,8,5,0,0,0,14,0,3,0,12,12,21,22,8,5,90
SED10063,0,0,3,3,0,0,0,0,0,15,0,0,0,7,14,0,8,9,3,48,0,3,0,5,3,12,12,17,8,63,0,0,0,3,0,3,0,0,0,9,0,0,0,28,8,0,0,0,0,37,0,0,0,0,0,5,0,0,0,6,0,0,3,18,8,9,0,0,0,42,0,0,0,0,0,0,6,0,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,5,0,3,10,120,6,3,0,0,0,139,0,0,0,3,3,8,30,16,3,68,0,11,22,98,68,68,43,21,5,332,0,0,0,0,0,0,0,0,0,10,0,7,0,40,4,0,0,0,0,53,0,0,0,5,6,3,0,4,0,17,0,19,26,87,29,14,5,0,0,184,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,0,0,0,0,10,0,3,3,11,9,12,17,10,5,71
SED10064,0,0,0,6,0,0,0,0,0,12,0,0,3,3,8,7,7,4,0,40,0,0,0,0,0,10,16,10,9,49,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,10,0,3,0,13,0,0,0,8,5,11,0,0,0,36,0,0,0,0,0,5,11,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,0,37,0,0,0,3,9,15,36,30,7,103,0,4,11,70,67,116,92,45,11,411,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,6,4,8,0,0,27,5,11,15,21,10,0,0,0,0,57,0,0,0,3,0,0,4,0,0,12,0,0,0,4,0,0,0,0,0,6,0,4,5,8,11,33,45,19,9,121
SED10065,0,7,4,65,55,42,8,3,0,186,0,0,0,39,16,7,11,3,0,80,0,4,5,45,19,32,35,40,25,207,0,0,6,14,4,12,3,0,0,53,4,76,168,688,406,275,156,70,13,1859,6,13,13,159,148,199,199,123,30,900,0,18,49,253,82,68,61,26,6,573,0,0,0,0,0,3,12,9,8,40,0,0,0,23,4,8,8,4,0,46,0,0,4,32,19,8,14,4,0,85,5,7,488,669,39,3,0,0,0,1214,0,4,0,11,6,3,18,15,0,54,5,33,103,232,119,113,50,23,6,669,0,0,0,9,7,0,5,0,0,18,14,121,66,429,64,25,7,0,0,731,0,0,4,12,10,4,0,0,0,28,10,54,93,496,143,93,47,12,0,947,0,0,0,33,16,16,27,7,6,105,0,0,0,8,8,11,7,0,0,29,0,0,6,15,15,11,20,11,4,85
SED10066,0,0,0,21,8,9,5,5,0,52,0,4,0,46,27,24,33,31,6,164,0,0,0,11,8,23,36,28,14,122,0,6,0,4,0,0,4,0,0,11,0,4,11,40,20,13,6,0,0,92,0,0,0,27,16,12,16,6,0,82,0,3,6,24,18,12,18,4,0,87,0,0,0,6,5,15,52,24,9,115,0,0,0,4,8,12,8,3,0,38,0,0,0,4,0,0,0,0,0,13,0,14,28,85,11,6,0,0,0,147,0,5,0,3,7,12,53,17,11,115,5,39,78,231,134,107,71,18,0,680,0,0,0,6,3,4,3,0,0,26,3,11,23,84,12,8,4,0,0,149,0,0,6,4,7,0,0,0,0,15,0,25,45,185,72,57,35,9,0,427,0,5,0,13,10,6,9,3,9,51,0,0,3,19,12,6,10,5,0,50,0,0,4,18,25,67,47,36,12,211
SED10067,0,0,0,0,7,7,0,0,0,10,0,4,8,33,46,25,24,18,0,164,0,0,5,21,22,21,49,46,22,180,0,5,3,9,8,9,9,3,0,50,0,6,0,12,4,0,5,0,0,30,0,0,0,3,7,17,3,3,0,37,3,0,0,5,7,12,9,6,0,45,0,0,0,0,0,4,0,7,0,12,0,0,0,0,3,4,3,0,0,12,0,0,0,0,0,0,4,0,0,10,0,0,7,14,0,0,0,0,0,24,0,4,7,13,27,21,38,37,25,171,0,17,32,157,152,157,137,50,10,711,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,8,7,0,0,0,27,0,6,8,30,12,12,8,0,0,82,0,0,0,11,7,4,22,7,0,49,0,0,0,4,0,0,0,0,0,8,0,4,7,27,40,49,47,36,15,223
SED10068,0,0,0,0,0,0,0,0,0,4,0,7,0,21,13,8,27,25,4,103,0,0,0,9,3,11,29,21,5,72,0,6,0,3,3,0,3,0,0,16,0,0,0,17,0,0,0,0,0,18,0,0,0,0,3,0,0,6,0,11,0,5,0,11,8,17,3,6,0,42,0,0,0,0,0,6,12,14,3,43,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,8,56,0,0,0,0,0,65,0,0,0,10,6,12,43,55,9,132,0,13,12,93,98,97,117,82,23,536,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,23,0,0,0,6,11,6,0,0,0,25,0,3,15,53,12,16,6,0,0,107,0,4,0,0,4,0,9,4,0,24,0,0,0,0,0,0,0,0,0,0,0,3,9,13,12,28,69,63,7,196
SED10069,0,0,0,0,0,0,3,0,0,4,0,3,0,9,7,12,20,8,4,71,0,0,0,4,4,16,39,25,9,95,0,0,5,0,0,0,5,0,0,10,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,4,3,3,0,12,0,0,11,30,22,19,4,0,0,85,0,0,0,0,0,6,28,14,0,59,0,0,0,3,4,3,4,3,4,26,0,0,0,0,0,0,0,0,0,0,0,0,21,53,7,0,0,0,0,76,0,0,0,6,11,7,41,38,17,116,0,12,24,82,113,99,113,52,10,498,0,0,0,0,0,7,11,0,0,16,0,0,0,16,3,0,0,0,0,20,0,0,0,0,10,5,3,0,0,27,3,9,16,32,9,4,3,0,5,75,0,0,0,9,5,4,16,4,0,35,0,0,0,3,4,0,0,0,0,7,4,4,5,19,15,37,65,55,12,210
SED10070,5,311,412,1132,538,480,271,123,27,3301,0,4,6,17,8,12,22,13,5,73,0,0,6,20,29,104,182,214,125,673,0,0,0,0,0,0,0,3,0,6,0,7,9,45,24,26,18,8,0,133,16,46,24,186,190,177,118,53,5,819,3,5,12,40,23,21,27,13,3,138,0,0,0,12,5,43,223,216,58,564,0,0,0,12,10,10,25,9,0,72,0,0,0,15,10,11,13,0,0,58,0,3,25,172,22,0,3,0,0,228,0,0,0,0,0,7,9,10,4,32,10,54,121,185,88,59,34,7,0,562,0,0,0,10,8,29,44,10,3,110,0,15,23,113,17,16,10,4,0,204,0,0,0,0,0,0,0,0,0,8,3,19,58,232,149,122,123,34,3,750,0,0,0,12,13,16,19,6,5,75,0,0,12,23,26,17,11,4,0,93,0,0,0,0,0,11,25,10,3,63
SED10071,0,3,3,37,23,12,6,0,4,94,0,9,16,82,16,21,15,9,0,167,0,0,0,23,8,41,40,34,20,171,0,5,3,11,3,3,0,0,0,26,0,16,47,139,105,49,17,11,3,400,0,0,6,52,41,26,23,12,5,160,0,26,36,119,73,48,61,14,0,372,0,0,0,10,14,34,93,49,21,225,0,5,0,23,10,26,14,5,3,81,0,0,0,17,26,19,14,3,4,83,0,17,64,498,102,19,11,3,0,722,0,3,0,10,6,10,19,10,0,57,9,98,204,372,185,107,53,13,0,1048,0,0,0,8,5,4,3,0,0,20,6,119,74,471,109,59,31,10,0,890,0,0,3,12,9,0,0,0,0,24,14,84,195,823,463,366,268,39,7,2256,0,3,4,16,20,19,26,5,4,101,0,3,6,35,16,18,11,3,0,86,0,0,14,16,26,23,13,5,5,109
SED10072,0,0,6,34,18,11,4,4,0,76,0,5,7,127,36,20,10,10,5,219,0,0,6,118,28,57,82,98,76,461,4,4,8,29,24,9,6,0,0,86,0,6,11,71,19,17,10,0,0,123,4,13,39,217,267,300,168,70,19,1100,4,5,36,177,37,23,33,13,5,335,0,0,0,5,0,13,36,34,11,100,0,0,0,17,7,11,9,7,0,45,0,0,3,12,8,7,5,4,0,39,0,15,683,1143,67,10,3,0,0,1922,0,3,0,9,12,9,8,9,0,48,3,10,44,245,148,121,65,13,4,660,0,7,21,118,100,196,285,177,39,942,0,5,17,110,12,10,7,0,0,160,0,0,0,4,9,3,0,0,0,18,4,25,56,401,82,84,37,19,3,709,0,0,0,58,14,6,21,0,3,118,0,0,0,7,7,3,0,0,0,21,0,0,0,31,12,22,20,9,0,96
SED10073,4,0,0,28,14,15,6,3,0,74,0,4,3,52,20,25,14,12,3,137,0,4,8,92,25,51,131,125,93,536,3,11,13,42,29,20,15,3,0,135,7,56,151,990,342,260,146,86,13,2052,0,0,3,62,57,69,80,54,19,344,3,20,66,299,107,84,100,45,7,739,0,0,0,0,0,7,9,11,3,30,0,0,3,11,6,8,10,0,0,39,0,0,8,21,15,8,16,5,0,73,0,0,95,268,12,0,0,0,0,376,0,0,0,18,14,7,7,3,12,69,6,36,51,203,96,93,49,25,3,565,0,0,0,9,7,7,12,5,0,39,7,34,36,229,16,16,5,0,0,343,0,0,3,4,6,14,7,0,0,46,7,57,82,529,135,84,57,11,0,965,0,0,0,49,11,17,18,3,0,103,0,0,0,0,6,0,0,0,0,9,0,0,0,11,10,17,23,18,0,83
SED10074,0,11,5,34,24,11,7,0,0,87,0,6,0,35,17,19,17,19,0,100,0,4,0,17,16,37,59,48,27,208,0,4,9,10,7,0,0,0,0,33,3,11,44,139,127,93,48,31,0,495,0,16,11,85,95,122,79,39,6,446,3,12,24,92,33,36,41,20,3,272,0,0,0,6,7,13,73,57,15,166,0,0,3,20,0,15,11,6,3,65,0,0,5,32,26,14,23,6,3,117,0,4,101,339,39,17,3,0,0,512,0,0,0,8,3,7,18,17,8,60,3,51,123,233,136,108,61,17,3,735,0,0,0,3,0,6,7,0,0,13,3,14,36,186,21,15,11,3,0,301,0,5,3,9,8,4,6,0,0,21,8,33,63,307,128,104,71,27,7,740,0,0,4,10,11,28,28,8,3,97,0,3,3,14,13,5,7,0,0,50,0,0,0,9,4,19,23,21,10,100
SED10075,0,0,4,10,9,3,0,4,0,22,0,8,0,20,15,18,13,18,7,100,0,0,0,7,16,46,127,56,26,280,0,0,0,0,0,0,0,0,0,9,0,5,3,13,13,5,0,0,0,39,0,0,0,12,4,11,11,6,0,45,0,0,3,13,6,8,3,0,0,35,0,3,6,0,0,23,77,36,12,157,0,0,0,0,0,5,0,4,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,11,0,0,0,6,5,6,52,46,16,134,3,15,28,125,105,78,43,15,0,424,0,0,0,44,72,121,217,75,10,528,0,8,0,24,4,3,4,0,0,51,0,0,0,3,5,4,0,0,0,16,0,20,17,53,32,7,14,9,0,155,0,0,0,17,10,12,22,7,6,61,0,0,0,7,0,0,0,0,0,9,0,0,13,4,33,86,103,80,11,328
SED10076,0,0,0,6,0,3,0,0,0,17,0,3,0,9,6,10,19,20,5,71,0,0,0,9,9,16,59,50,20,165,0,0,3,0,4,0,0,0,0,12,0,0,0,19,6,0,0,0,0,26,0,0,0,4,4,3,4,0,0,19,0,0,0,10,4,8,4,0,0,22,0,0,0,0,0,21,45,26,10,102,0,0,0,4,0,6,6,7,0,29,0,0,0,0,0,0,0,0,0,6,0,0,4,48,5,0,0,0,0,54,0,0,0,0,8,12,54,46,17,128,0,13,18,75,88,83,103,48,9,433,0,0,0,0,0,7,3,7,0,16,0,7,3,9,0,0,0,0,0,21,0,0,0,0,12,7,0,0,0,27,0,16,11,59,12,5,3,0,0,109,0,0,0,4,4,9,15,3,5,34,0,0,0,3,0,3,5,0,0,5,0,0,0,14,7,42,60,54,11,193
SED10077,0,0,4,14,19,4,3,0,0,46,0,6,0,98,40,39,26,9,0,212,0,3,6,105,66,97,181,222,140,826,0,3,18,47,13,12,4,4,0,92,5,49,149,911,267,276,131,86,24,1904,0,7,13,101,136,161,159,96,32,706,4,7,95,494,81,60,39,37,10,827,0,0,0,0,0,0,4,9,0,22,0,0,3,18,0,3,8,0,4,39,0,0,6,31,17,30,8,9,0,109,0,8,2209,1985,56,6,0,0,0,4271,0,0,0,6,7,3,3,3,3,26,11,30,74,174,74,77,45,10,3,505,0,0,0,0,0,8,6,0,0,20,4,30,25,122,29,21,8,0,0,232,0,0,0,6,9,10,8,4,0,39,5,34,57,383,90,46,45,10,4,670,0,0,0,21,13,20,19,4,3,87,0,0,0,3,0,3,4,0,0,11,0,0,4,18,9,9,15,11,8,73
SED10078,0,0,0,14,3,4,0,0,0,26,0,3,8,120,62,31,21,8,3,254,0,4,5,102,44,104,170,217,146,798,0,6,4,36,29,8,4,0,0,90,0,9,13,60,33,12,13,16,7,168,0,5,4,38,55,67,94,82,25,376,0,0,30,147,44,28,38,13,0,298,0,0,0,4,3,3,8,13,3,35,0,0,3,16,5,14,4,0,0,44,0,0,0,10,0,8,7,6,3,33,0,12,375,607,38,3,9,0,0,1048,0,6,7,16,10,6,3,5,3,53,3,10,27,282,178,151,67,17,3,738,0,0,0,15,3,6,6,10,8,50,0,4,10,36,5,3,4,0,0,59,0,0,0,3,10,8,7,0,0,26,0,23,37,235,90,49,49,11,0,501,0,0,0,30,18,20,25,8,6,108,0,0,0,0,0,6,4,0,0,13,0,0,5,52,41,32,17,17,0,157
SED10079,0,0,0,6,0,0,0,0,0,7,0,4,7,8,15,13,19,15,0,81,0,0,0,0,4,15,29,31,16,94,0,5,5,0,0,0,0,0,0,10,0,0,0,11,3,0,0,0,0,17,0,0,0,0,6,0,7,0,0,21,0,0,0,8,4,8,7,0,0,36,0,0,0,0,0,11,34,31,4,82,0,0,0,0,0,4,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,6,43,26,10,92,0,18,18,83,86,103,103,50,15,478,0,0,0,0,0,5,0,4,0,11,0,0,0,4,0,0,0,0,0,5,0,0,0,9,11,5,0,0,0,20,0,11,9,27,10,4,4,0,0,59,0,0,0,0,0,4,11,0,0,10,0,0,0,4,5,4,0,0,0,13,0,0,0,12,17,31,49,45,11,173
