SED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SED10080,0,0,0,0,3,7,3,6,0,0,0,0,0,28,0,45,0,0,0,0,3,16,27,11,13,8,3,11,12,6,5,111,0,4,15,34,37,51,79,95,15,19,31,48,26,13,11,470,11,27,37,41,405,706,1246,916,293,384,335,435,163,30,127,5159,0,13,28,8,16,17,3,8,0,0,0,0,0,0,6,101,4,17,31,13,12,10,12,11,0,6,0,9,0,4,3,115,0,10,4,27,40,35,19,17,0,0,10,0,3,0,8,185,28,45,38,32,39,54,105,64,28,25,33,48,24,3,22,590,5,29,58,13,6,3,0,15,5,3,3,0,0,0,7,151,4,15,32,106,239,243,137,117,20,36,36,42,37,18,16,1090,4,0,32,44,58,105,249,275,121,156,239,287,117,38,38,1781,0,3,9,30,62,275,471,1053,304,346,374,575,170,9,112,3797,0,0,0,21,67,43,66,76
SED10081,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,17,0,13,0,0,0,0,0,33,0,0,0,7,13,3,10,16,0,4,0,0,0,0,0,62,0,3,5,8,11,19,43,53,22,32,48,35,8,0,6,297,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,6,0,3,0,0,20,0,0,0,39,0,0,0,6,8,5,10,25,0,3,3,13,36,27,0,135,8,36,15,16,10,9,11,3,0,4,0,0,6,0,4,115,0,3,9,0,0,0,0,5,0,0,0,0,0,0,4,20,0,0,0,5,8,5,6,3,0,0,0,0,0,3,0,35,0,0,3,9,0,7,115,125,38,36,67,92,22,6,10,540,0,0,3,0,0,10,4,5,0,0,3,10,14,0,8,73,0,0,0,0,5,0,5,12
SED10082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,4,21,18,24,42,61,25,3,10,3,11,0,0,3,235,0,11,6,5,33,48,103,59,23,6,4,13,3,0,4,329,3,26,43,3,0,8,0,0,0,0,3,0,0,0,0,83,8,21,24,11,6,4,7,17,0,4,3,11,0,0,0,131,0,0,6,13,18,10,0,0,0,0,0,0,4,0,5,60,45,81,27,26,43,18,59,14,7,5,0,3,0,0,5,339,6,22,19,8,0,3,4,3,0,0,0,3,0,0,3,69,3,0,3,9,26,9,13,3,3,0,0,3,0,0,3,99,8,10,13,22,26,34,71,69,8,14,9,4,5,0,3,300,8,5,3,10,9,11,22,11,8,0,3,13,0,0,3,113,0,0,3,0,8,0,5,10
SED10083,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,14,18,0,0,0,5,0,0,0,45,0,0,7,26,11,26,30,20,3,7,3,0,0,0,0,133,6,11,8,9,30,52,99,58,9,10,4,17,3,3,7,324,0,10,32,11,0,11,0,4,0,0,0,0,0,0,0,65,0,13,21,7,3,3,3,0,0,0,0,0,0,3,5,65,0,0,0,13,26,19,13,7,3,0,5,6,0,0,0,96,31,55,39,20,13,15,22,17,0,0,0,0,0,0,8,222,3,19,42,6,3,0,0,0,0,0,0,0,0,0,0,82,0,0,4,12,8,7,7,6,0,5,3,3,0,4,3,65,0,0,18,17,12,45,130,113,27,23,46,40,4,0,4,480,4,7,0,7,13,19,14,14,3,6,8,13,7,0,0,123,0,0,0,0,8,0,10,17
SED10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,18,23,29,22,62,38,0,8,0,10,10,0,3,230,9,3,3,3,19,14,49,33,14,8,7,7,7,0,6,178,0,4,12,3,0,0,0,0,0,0,0,0,0,0,0,28,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,19,0,7,3,11,6,11,26,3,0,4,0,0,0,0,3,73,48,100,40,36,34,33,43,13,5,7,3,8,4,0,18,385,0,0,15,3,0,0,0,4,0,0,0,0,0,0,0,25,6,5,6,4,8,5,4,5,0,0,0,6,3,3,0,55,10,7,22,11,4,7,82,116,33,19,26,31,9,3,10,382,0,3,3,6,5,7,10,17,0,6,0,3,4,0,6,76,0,0,0,0,6,0,4,0
SED10085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,4,7,0,0,0,24,0,3,4,5,3,4,15,9,0,0,4,4,0,0,4,60,0,0,3,0,24,15,36,14,3,8,37,49,17,5,11,216,0,4,8,0,4,0,0,0,0,0,0,0,0,0,0,19,0,0,6,0,0,0,6,5,0,0,0,0,0,0,0,9,0,6,0,7,3,9,12,3,0,3,3,5,0,17,3,76,23,40,17,20,0,6,16,7,0,0,4,0,0,0,5,137,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,4,0,0,9,0,0,5,0,0,0,0,0,29,5,0,7,3,6,4,53,63,27,15,30,32,3,3,0,265,0,0,3,7,0,0,7,3,0,0,6,0,0,0,0,34,0,0,0,0,0,0,0,0
SED10086,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,10,4,8,0,0,0,0,0,0,29,3,4,27,30,33,40,77,89,19,18,30,33,11,0,9,432,30,48,9,28,169,202,369,227,60,31,51,60,56,3,35,1383,4,6,17,6,5,12,3,4,0,0,0,0,0,0,0,63,13,63,58,6,20,5,5,0,0,0,0,0,0,0,6,178,0,6,4,14,39,18,4,0,4,0,0,5,0,0,0,93,79,38,54,32,45,66,112,81,25,18,24,38,13,0,17,640,15,79,78,15,8,6,3,6,0,0,0,3,3,0,6,225,5,3,23,59,111,98,83,73,11,19,25,15,30,19,9,579,7,16,70,42,45,56,49,58,5,8,20,12,3,0,17,414,3,8,9,26,43,38,37,15,11,10,7,11,5,3,6,220,0,3,9,5,72,27,35,22
SED10087,0,0,0,0,0,0,7,17,4,13,0,0,0,0,0,44,0,0,0,0,0,0,17,46,5,7,3,3,0,0,0,87,0,0,5,9,10,11,17,5,0,0,4,0,0,0,0,69,0,0,5,0,10,20,86,64,40,40,42,44,7,0,9,372,0,5,10,0,0,5,0,0,0,0,0,0,0,0,0,26,0,0,5,0,7,13,40,39,0,0,8,3,3,0,3,131,0,0,9,3,4,16,5,7,0,6,0,15,33,53,5,168,24,52,25,10,12,3,20,3,0,0,0,3,0,0,4,164,0,7,10,5,0,0,0,4,0,0,0,0,0,0,0,42,0,0,0,6,13,8,8,4,0,0,0,0,0,0,0,53,0,0,6,3,4,26,236,372,95,92,88,73,32,12,21,1055,0,4,0,0,0,8,11,8,4,3,4,0,0,0,0,40,0,0,0,0,3,5,8,31
SED10088,0,0,0,4,10,9,3,4,0,0,0,0,0,0,0,30,0,0,0,0,6,10,19,9,0,0,0,0,5,0,0,51,0,4,22,47,50,62,108,50,14,9,12,9,7,3,3,381,10,24,17,31,328,363,590,313,96,36,80,134,46,4,39,2105,0,27,76,41,20,77,3,6,0,0,0,0,0,4,11,272,0,17,36,16,11,9,10,8,0,0,0,0,0,0,6,123,3,4,7,12,44,23,17,6,0,0,5,5,3,0,6,125,23,52,50,29,57,57,121,61,11,15,14,11,5,3,13,524,0,21,56,11,7,6,4,9,0,0,0,0,0,0,6,107,0,11,18,67,125,109,28,21,4,11,11,15,7,6,4,436,0,5,31,14,63,89,269,221,80,53,105,92,19,0,20,1064,0,9,5,22,52,71,52,35,12,3,5,9,4,0,15,287,0,0,9,53,84,37,80,40
SED10089,0,0,0,0,0,4,12,157,13,28,5,31,7,11,3,265,0,0,0,0,0,16,39,51,15,54,30,18,9,0,0,228,0,3,10,11,15,18,49,24,0,5,3,4,5,0,0,146,0,5,7,9,30,66,251,172,61,123,91,106,24,10,34,981,0,9,59,12,3,15,14,0,0,0,0,0,0,0,3,118,0,0,3,0,0,5,21,4,0,7,11,6,0,9,0,65,0,0,0,12,11,11,23,10,0,0,0,0,0,0,0,77,101,71,14,9,11,3,23,13,0,12,3,0,3,0,9,276,0,26,46,8,4,0,0,0,0,0,0,0,0,0,0,93,0,0,0,17,25,14,21,17,25,22,14,7,4,0,7,183,3,4,7,18,23,44,327,427,82,78,101,98,46,14,31,1300,0,0,3,0,8,13,37,18,5,11,22,17,9,0,0,154,0,0,0,0,0,0,27,52
SED10090,0,0,0,0,10,4,7,0,0,0,0,0,0,0,0,20,0,0,0,4,7,6,18,12,5,5,8,4,5,0,0,83,6,3,16,43,30,40,73,56,8,14,14,6,3,7,0,319,15,38,57,113,773,1230,2431,1361,384,357,379,454,207,41,117,7954,0,50,146,39,14,13,7,8,0,0,0,0,0,0,3,289,4,19,74,20,14,9,6,11,5,0,9,0,0,0,5,179,4,8,19,17,30,25,23,7,0,0,0,5,0,0,4,147,36,31,29,22,36,21,77,31,15,11,10,4,4,4,0,340,4,47,85,15,0,3,0,10,0,3,0,0,0,0,7,173,0,24,67,222,807,656,272,197,58,73,58,52,99,52,36,2679,6,17,33,48,96,157,362,414,152,188,205,259,92,28,16,2067,6,5,4,38,91,179,153,125,22,36,41,31,21,0,11,764,0,0,15,40,135,77,105,103
SED10091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,8,0,6,3,0,0,0,0,36,0,5,16,27,11,16,25,13,0,4,7,0,4,0,0,133,5,4,4,7,24,34,56,52,10,3,9,17,8,0,8,237,0,11,62,26,8,10,5,0,0,0,0,0,0,0,0,124,9,6,16,4,3,8,5,0,0,0,0,0,0,0,4,48,0,3,0,12,23,14,11,6,0,4,0,0,0,0,7,91,65,101,51,40,29,20,25,10,0,0,0,0,0,0,12,349,0,17,51,13,6,0,3,0,0,0,0,0,0,0,4,99,0,0,8,13,12,8,14,4,0,4,3,0,5,0,0,73,9,3,13,16,16,24,120,73,26,26,35,33,9,5,13,420,3,11,9,4,10,5,17,8,0,4,0,0,0,0,0,54,0,0,0,5,9,4,7,16
SED10092,0,0,0,0,0,3,8,5,0,0,0,0,0,0,0,19,0,0,0,0,0,5,21,32,8,19,21,19,0,0,0,129,0,0,11,22,13,26,48,27,10,8,16,15,17,4,0,201,0,7,0,10,36,67,253,238,62,87,95,104,25,4,25,1009,0,59,177,29,15,103,76,4,0,0,0,0,0,0,12,475,5,14,10,6,7,8,15,8,0,11,9,5,3,3,6,106,0,0,3,12,21,18,25,10,4,3,0,0,0,3,0,102,51,168,57,15,22,21,21,13,5,5,9,3,10,0,15,412,6,121,192,29,8,4,6,12,0,0,0,0,0,0,26,405,0,0,3,13,12,22,21,12,3,12,0,4,3,0,7,115,0,3,16,23,17,33,146,229,97,99,168,204,117,9,22,1190,0,8,0,3,5,30,41,21,0,6,4,9,0,0,4,136,0,0,0,0,11,14,29,62
SED10093,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,5,0,0,5,0,0,0,0,25,0,0,7,12,10,19,13,14,0,3,3,0,0,0,4,95,3,6,10,12,52,57,105,75,16,11,8,13,3,0,14,377,0,5,37,6,4,5,0,0,0,0,0,0,0,0,0,68,5,19,26,10,0,8,5,0,0,6,0,0,0,0,0,82,0,0,0,9,27,24,20,18,0,0,4,3,0,0,4,124,40,53,30,25,15,8,19,5,0,5,0,0,0,0,11,216,0,17,24,15,4,0,0,0,0,0,0,0,0,0,4,62,3,0,9,8,11,17,9,0,0,0,0,3,0,0,0,62,7,6,12,12,20,26,179,275,41,44,19,19,18,7,11,694,0,8,3,8,21,15,28,30,4,4,10,0,0,0,0,123,0,0,0,5,3,11,10,11
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,0,0,0,0,5,6,4,6,0,26,0,0,0,0,4,5,11,17,3,8,11,17,8,0,0,86,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,4,0,4,4,0,0,0,23,3,0,0,0,6,0,4,0,0,0,0,8,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,5,0,7,6,0,5,0,3,5,0,32,0,0,0,3,0,5,12,9,9,3,4,12,0,16,5,78,0,0,0,0,3,0,4,3,0,0,6,11,5,0,0,32,0,0,0,0,0,3,4,13
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
