SED_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
SED10053,1178,179,15,7,889,144,2414,912,378,45,24,875,148,2370,1768,1753,362,121,1527,526,6058,1409,2099,595,260,918,417,5701,1586,2283,628,218,987,376,6080,1376,2021,593,258,1102,402,5763,737,1192,512,308,976,260,3986,327,474,224,156,540,137,1858,74,87,35,31,242,54,518,9368,10475,3017,1377,8054,2454,34750,1184,263,34,5,603,136,2224,798,607,103,63,478,138,2184,1049,2107,836,811,890,407,6098,624,2136,1228,922,561,310,5776,752,2577,1290,643,568,300,6133,622,2003,1124,696,688,313,5446,323,939,819,660,766,246,3747,162,401,331,321,592,159,1971,90,110,52,38,361,88,736,5601,11130,5821,4170,5494,2095,34315,2364,444,50,13,1493,279,4638,1703,982,150,90,1350,279,4558,2820,3859,1201,932,2414,923,12156,2034,4237,1817,1181,1480,731,11480,2333,4863,1923,860,1562,673,12213,2003,4017,1724,955,1795,718,11212,1060,2128,1326,970,1741,505,7731,492,875,560,473,1127,296,3825,166,195,86,72
SED10054,976,359,51,12,1679,287,3363,883,486,85,50,1725,303,3533,1298,1217,310,219,2751,563,6369,1115,1632,578,360,2384,538,6603,1019,1452,486,293,2109,424,5784,925,1187,395,266,1945,310,5026,470,598,299,231,1410,190,3194,157,186,97,79,702,123,1336,43,38,14,10,199,57,358,6877,7150,2325,1524,14901,2796,35563,939,458,85,43,1394,244,3166,681,707,202,119,1282,237,3231,772,1379,792,1096,2311,608,6954,445,1359,1002,1471,1980,528,6788,454,1359,952,1042,1748,407,5957,419,1134,824,800,1777,284,5236,259,602,458,517,1521,251,3597,171,228,134,128,723,162,1544,46,51,15,9,509,176,806,4193,7275,4461,5237,13229,2889,37286,1916,819,135,58,3067,527,6530,1563,1190,286,172,3005,543,6761,2071,2591,1104,1320,5060,1172,13321,1565,2997,1578,1831,4359,1062,13392,1467,2810,1436,1337,3858,830,11739,1340,2318,1224,1063,3723,601,10265,725,1197,756,751,2924,438,6789,322,412,230,204,1424,277,2881,93,85,32,20
SED10055,1219,310,44,18,1525,151,3263,1003,406,73,42,1378,161,3056,1490,1396,339,160,1938,267,5589,1333,1916,576,299,1591,303,6012,1262,1844,476,281,1588,225,5678,1132,1620,534,268,1485,212,5249,589,886,392,237,1176,129,3401,191,254,129,80,499,69,1216,38,40,15,15,148,14,269,8245,8672,2578,1396,11327,1525,33740,1293,421,55,25,1223,117,3136,947,633,134,96,890,124,2825,856,1543,855,1013,1301,294,5861,441,1724,1319,1477,1174,259,6400,444,1810,1323,1130,1133,262,6101,420,1505,1166,1021,1123,175,5411,263,690,633,619,984,135,3320,136,232,169,196,475,73,1284,52,52,33,18,256,28,441,4851,8608,5687,5585,8564,1480,34779,2510,731,97,39,2750,268,6400,1947,1040,202,140,2266,283,5882,2339,2944,1188,1168,3247,565,11451,1777,3641,1896,1777,2762,564,12416,1710,3653,1804,1407,2720,488,11784,1553,3124,1706,1291,2603,389,10663,853,1572,1025,852,2161,261,6727,324,489,294,276,976,141,2498,85,92,46,36
SED10056,1014,227,22,13,1053,320,2641,679,331,52,17,879,237,2190,1297,1220,272,111,1668,602,5166,1155,1328,344,145,1173,490,4641,1338,1538,415,159,1262,565,5272,1410,1626,446,204,1672,525,5880,967,1227,478,318,1750,553,5298,417,554,307,237,1045,323,2881,108,116,72,46,452,174,966,8388,8168,2412,1245,10948,3788,34944,1034,346,47,7,817,235,2482,479,549,125,103,544,218,2015,584,1349,709,878,1088,501,5111,371,1312,1020,920,714,451,4781,483,1716,1064,771,792,458,5286,515,1758,1207,897,1050,498,5916,282,993,958,943,1304,465,4950,252,502,432,537,1018,389,3129,115,169,97,74,695,268,1420,4121,8697,5655,5119,8015,3483,35089,2041,572,63,16,1870,559,5124,1153,878,176,118,1426,455,4210,1880,2570,987,987,2757,1103,10279,1535,2640,1364,1058,1885,943,9432,1823,3250,1483,924,2053,1024,10555,1924,3377,1650,1098,2719,1021,11797,1248,2222,1438,1270,3053,1013,10242,671,1060,737,768,2063,712,6005,224,289,175,126
SED10057,757,138,12,10,813,185,1925,483,280,46,24,542,127,1503,774,794,230,99,807,221,2926,697,1042,367,205,634,264,3201,910,1342,444,222,908,312,4139,1104,1664,653,386,1327,398,5531,916,1696,969,598,1783,480,6438,485,788,507,431,1318,358,3884,129,166,90,86,554,180,1196,6244,7909,3319,2062,8690,2524,30747,740,219,33,22,661,167,1835,340,358,112,86,348,98,1338,393,976,546,548,559,285,3309,307,1121,768,725,421,274,3612,457,1517,874,660,681,274,4459,651,1868,1343,938,1046,352,6200,437,1467,1405,1299,1572,461,6640,328,671,589,630,1415,404,4037,182,196,114,110,924,349,1875,3830,8386,5787,5015,7627,2664,33308,1497,359,48,26,1473,352,3756,822,642,153,110,891,228,2849,1163,1762,779,646,1366,511,6233,1002,2164,1132,931,1051,538,6816,1369,2856,1326,884,1591,582,8601,1761,3534,1993,1327,2376,744,11726,1353,3166,2371,1895,3351,939,13079,811,1460,1095,1066,2735,764,7924,308,362,207,197
SED10058,855,118,5,7,767,94,1848,1053,641,60,27,1031,216,3029,2179,2111,341,135,1549,379,6685,1342,1970,544,204,844,298,5205,1236,1734,490,152,945,310,4870,1226,1647,456,168,1117,252,4871,740,1207,522,216,1070,251,4011,303,433,220,122,729,156,1969,84,85,44,18,329,106,663,9015,9960,2690,1050,8372,2058,33143,880,221,20,10,588,88,1804,1281,1043,147,49,703,159,3392,1647,2649,729,532,881,304,6745,621,1864,1118,850,483,232,5169,712,1896,1059,537,597,227,5036,682,1844,1022,509,785,223,5067,362,1115,926,577,963,238,4183,212,458,353,277,805,200,2307,149,145,70,36,582,228,1216,6543,11246,5454,3373,6385,1907,34906,1733,344,25,12,1354,178,3652,2332,1689,210,76,1736,382,6420,3823,4758,1071,666,2427,686,13432,1966,3839,1664,1057,1325,529,10377,1948,3635,1549,685,1544,532,9899,1912,3492,1482,680,1896,477,9934,1103,2323,1447,790,2036,493,8185,519,894,579,398,1533,359,4280,230,232,113,56
SED10059,646,146,17,8,491,78,1393,1324,928,128,59,1347,304,4102,3543,3680,470,157,2719,800,11365,1979,2632,654,221,1294,493,7274,1350,1983,581,165,1019,428,5537,865,1427,404,140,947,356,4141,405,699,266,96,752,262,2486,184,236,90,47,489,173,1210,55,48,18,8,173,86,388,10358,11780,2626,901,9233,2988,37889,742,235,17,10,467,86,1553,1525,1372,229,68,1253,290,4741,2952,4294,835,302,1863,668,10912,1127,2241,1007,623,723,359,6083,733,1787,840,401,469,247,4482,489,1253,550,265,517,189,3264,266,632,400,195,546,182,2215,172,248,153,108,442,155,1272,92,73,21,26,226,116,560,8094,12140,4054,2002,6512,2297,35089,1389,384,40,23,954,165,2946,2851,2302,356,129,2600,597,8842,6497,7975,1303,454,4583,1466,22274,3100,4879,1664,842,2024,854,13360,2089,3771,1426,569,1487,676,10020,1355,2684,953,401,1468,545,7405,674,1329,671,289,1299,449,4704,358,483,237,157,925,329,2487,146,119,41,32
SED10060,792,112,5,6,607,48,1566,760,406,37,21,532,89,1839,2181,2307,331,102,1538,356,6817,1670,2357,579,190,992,266,6063,1354,1966,458,155,692,186,4806,1212,1665,404,133,649,205,4266,836,1305,358,138,639,147,3427,495,727,255,94,566,148,2284,118,147,62,29,272,66,694,9414,10985,2484,860,6495,1509,31750,754,149,8,6,494,69,1476,847,626,92,27,433,80,2106,2014,3110,692,385,1288,348,7840,1125,2357,1166,884,865,301,6712,896,2071,1120,730,563,219,5607,769,1858,1036,483,544,203,4891,476,1418,988,497,725,180,4288,333,758,563,324,649,207,2828,138,209,86,64,466,151,1109,7356,12566,5755,3397,6032,1754,36855,1546,262,14,10,1101,118,3048,1602,1034,129,44,960,165,3939,4193,5420,1021,484,2831,700,14653,2799,4712,1747,1078,1863,575,12771,2248,4039,1579,878,1259,415,10411,1979,3521,1441,621,1193,406,9161,1313,2725,1338,634,1363,330,7710,825,1487,817,418,1217,350,5110,262,353,154,89
SED10061,907,220,25,24,897,383,2457,699,431,80,42,773,397,2424,1089,1165,291,140,1175,628,4488,886,1250,396,190,857,550,4124,1020,1407,399,214,974,554,4558,1187,1476,518,229,1360,574,5338,801,1161,545,370,1273,464,4617,399,548,288,265,920,351,2766,93,105,56,51,305,126,745,7094,7755,2585,1525,8532,4020,31515,1015,358,52,39,837,440,2740,527,641,167,136,551,363,2387,515,1323,742,755,812,575,4718,329,1277,918,772,530,509,4341,451,1705,965,668,634,520,4943,536,1651,1096,743,917,508,5441,315,1053,973,864,994,436,4633,215,548,408,484,988,381,3023,118,169,80,87,554,225,1237,4012,8716,5399,4545,6822,3953,33455,1926,579,66,64,1733,822,5195,1226,1068,250,176,1325,761,4807,1596,2485,1038,897,1991,1200,9207,1220,2529,1315,961,1385,1062,8466,1472,3111,1363,877,1607,1067,9502,1725,3122,1611,975,2276,1082,10782,1113,2217,1518,1232,2268,898,9251,609,1093,694,750,1911,728,5787,215,269,135,141
SED10062,1080,201,20,14,1014,97,2425,938,391,35,28,1081,138,2603,1275,1176,266,137,1752,291,4899,1028,1675,536,280,1264,255,5037,1123,1774,563,245,1156,178,5035,1105,1553,572,259,1273,184,4938,635,1139,485,235,1066,174,3730,370,503,268,125,739,138,2140,124,129,75,43,378,116,862,7670,8542,2821,1367,9715,1562,31682,1072,275,29,12,749,86,2230,932,581,91,50,714,97,2469,871,1356,543,537,1238,254,4796,490,1507,1147,1105,958,240,5442,438,1644,1333,1055,878,214,5564,486,1546,1181,878,1024,171,5294,300,997,909,707,1003,163,4090,249,511,428,343,799,215,2543,155,206,83,67,666,335,1512,4997,8618,5738,4761,8035,1786,33932,2156,481,45,28,1763,188,4658,1869,969,132,78,1792,238,5070,2145,2530,807,676,2995,545,9694,1514,3180,1686,1391,2225,493,10482,1563,3412,1892,1304,2029,391,10594,1592,3104,1749,1136,2296,355,10233,936,2138,1397,949,2072,330,7822,615,1017,696,469,1539,350,4680,276,339,152,111
SED10063,1097,176,16,4,1090,203,2585,696,377,52,25,840,196,2182,1230,1393,312,128,1212,344,4621,1135,1543,484,182,890,347,4583,1196,1602,440,168,978,348,4730,1194,1432,405,212,1239,353,4835,801,1096,490,276,1267,313,4243,360,515,257,184,928,200,2438,109,119,62,39,381,104,802,7801,8253,2514,1226,8822,2404,31015,1004,288,22,21,829,198,2370,554,609,158,131,527,148,2123,729,1526,768,898,783,346,5044,392,1538,1186,996,556,330,4992,508,1790,1088,618,648,301,4951,524,1680,1010,656,872,319,5064,323,948,915,832,1069,272,4367,225,492,448,402,962,242,2779,126,150,95,76,670,178,1300,4384,9023,5693,4632,6924,2330,32982,2099,467,42,25,1921,397,4954,1248,985,206,159,1365,344,4305,1954,2917,1081,1028,1991,690,9663,1521,3084,1668,1183,1442,673,9573,1701,3389,1533,785,1630,649,9684,1710,3114,1421,867,2117,669,9896,1124,2046,1410,1110,2336,585,8607,584,1014,702,587,1893,446,5219,235,273,149,110
SED10064,898,189,26,16,785,276,2184,493,253,52,37,554,247,1640,841,913,250,139,820,601,3562,735,1140,359,214,653,539,3645,920,1388,489,286,875,448,4399,1114,1749,694,469,1382,450,5861,930,1654,927,574,1665,444,6191,386,676,402,360,1064,263,3151,118,127,78,65,461,97,939,6431,8082,3268,2167,8258,3357,31571,844,249,36,14,691,235,2063,394,394,111,96,400,114,1505,408,984,642,708,551,332,3624,300,1134,808,856,405,333,3842,549,1633,986,716,606,366,4855,626,2030,1383,953,1062,389,6442,379,1336,1296,1162,1354,411,5939,286,530,516,568,1056,347,3300,133,166,97,92,726,195,1410,3906,8464,5865,5166,6860,2724,32983,1732,435,56,35,1476,511,4245,885,649,159,135,952,360,3147,1246,1897,896,843,1374,936,7186,1035,2275,1168,1068,1063,877,7480,1465,3019,1477,1007,1484,807,9261,1740,3779,2081,1422,2437,840,12309,1309,2986,2220,1739,3017,859,12129,666,1201,919,931,2125,609,6452,247,298,171,157
SED10065,988,248,29,11,1115,138,2522,1081,610,112,63,1897,293,4059,2295,2660,632,286,4767,943,11585,1906,3123,1021,483,3449,702,10679,1293,1802,614,276,1676,350,6012,1075,1513,514,235,1689,325,5347,580,880,386,221,1377,198,3637,279,351,179,95,748,97,1749,106,93,40,37,336,66,678,9601,11270,3518,1711,17049,3124,46270,883,285,29,18,898,125,2246,937,755,194,118,1375,260,3632,1561,2738,1290,1189,3595,781,11152,805,2308,1702,1917,2268,615,9619,593,1702,1249,1018,1426,337,6324,450,1363,1039,915,1548,256,5579,290,821,735,589,1221,206,3865,213,391,271,240,752,157,2021,108,111,66,51,526,80,938,5843,10472,6578,6061,13604,2811,45370,1874,533,54,33,2011,264,4771,2017,1367,305,179,3270,552,7693,3854,5404,1925,1476,8360,1724,22740,2710,5428,2727,2402,5717,1319,20294,1888,3499,1867,1297,3105,684,12332,1528,2876,1556,1149,3231,581,10927,867,1702,1119,807,2591,404,7498,494,741,448,330,1498,255,3767,208,203,103,91
SED10066,1002,219,23,11,1114,149,2522,1005,516,73,44,1143,184,2957,1700,1681,446,175,1692,458,6155,1303,1957,582,286,1272,417,5811,1170,1684,506,228,1174,323,5079,954,1388,413,210,1127,221,4312,569,1016,451,247,1085,212,3578,266,393,203,136,726,207,1930,66,80,34,36,234,109,553,8035,8930,2728,1362,9570,2269,32897,1030,359,39,17,814,121,2386,859,783,195,117,817,206,2973,971,2088,873,960,1162,486,6536,529,1763,1210,1269,851,378,5997,532,1800,1034,769,853,292,5283,502,1424,973,694,982,219,4792,302,861,855,711,1152,238,4120,204,370,314,296,851,267,2307,96,96,45,41,487,247,1021,5025,9547,5531,4876,7981,2461,35419,2039,574,68,29,1932,268,4910,1864,1295,266,166,1956,388,5931,2671,3768,1314,1135,2855,945,12689,1831,3721,1789,1554,2126,794,11803,1698,3485,1539,999,2024,615,10361,1452,2819,1385,900,2113,441,9114,872,1880,1303,960,2240,450,7696,473,763,516,434,1583,470,4237,162,174,78,73
SED10067,1236,138,6,7,928,92,2407,848,312,32,12,689,86,1972,1103,850,179,62,759,167,3117,1009,1558,479,180,542,172,3939,1363,2175,627,239,626,197,5222,1319,2069,629,233,713,191,5150,886,1559,615,253,815,191,4322,499,829,379,187,762,175,2831,118,168,74,58,466,150,1033,8369,9659,3015,1232,6292,1416,29999,1199,232,13,6,705,100,2252,814,419,52,22,391,73,1768,667,1048,408,327,432,133,3011,414,1461,1028,1101,332,181,4506,523,2192,1456,917,380,195,5660,588,2159,1317,672,543,178,5459,390,1390,1229,696,761,176,4649,287,724,633,474,781,257,3155,183,209,114,89,793,347,1742,5058,9825,6258,4299,5115,1647,32203,2429,371,25,13,1629,193,4662,1653,730,83,28,1080,156,3739,1768,1898,589,392,1189,297,6134,1421,3017,1510,1272,872,352,8443,1888,4360,2079,1157,1003,387,10881,1910,4225,1946,906,1255,369,10608,1274,2951,1849,951,1577,368,8967,787,1554,1013,660,1539,438,5986,302,381,192,142
SED10068,1081,166,21,9,888,146,2303,654,304,31,22,633,119,1754,914,1007,205,98,822,215,3255,923,1379,403,188,634,215,3739,1128,1688,465,187,829,216,4503,1185,1793,574,299,1195,294,5340,1029,1903,975,531,1611,298,6349,524,966,550,352,1348,265,4008,151,183,100,76,613,193,1323,7587,9386,3322,1766,8568,1954,32580,1086,256,25,11,692,114,2182,595,456,107,74,401,109,1742,539,1183,535,517,529,170,3485,432,1414,914,786,401,191,4142,613,2027,1074,635,575,187,5113,743,2165,1260,813,1026,263,6262,515,1599,1595,1174,1506,288,6680,364,806,732,689,1506,372,4467,218,209,126,126,916,324,1913,5101,10117,6380,4824,7542,2015,35986,2159,420,47,18,1579,258,4487,1250,760,137,89,1032,226,3494,1453,2190,742,618,1350,388,6740,1354,2792,1317,974,1035,407,7875,1735,3718,1542,820,1405,404,9623,1925,3956,1836,1107,2213,557,11604,1549,3503,2564,1706,3121,589,13034,883,1770,1280,1046,2855,639,8476,373,393,227,202
SED10069,1000,195,13,9,938,160,2311,626,279,53,30,743,102,1839,906,1006,196,93,958,240,3402,882,1286,398,176,712,228,3682,995,1587,487,206,1003,266,4546,1192,1812,623,305,1264,298,5492,938,1624,802,503,1541,296,5701,505,837,426,313,1121,297,3497,110,142,67,54,358,131,862,7155,8763,3071,1683,8630,2016,31327,943,228,30,12,703,115,2035,479,435,110,84,494,107,1719,460,1013,570,664,552,196,3458,320,1291,826,902,415,193,3951,499,1741,1005,683,683,214,4832,564,1868,1294,881,962,246,5816,380,1401,1310,1131,1431,323,5983,262,663,590,583,1142,332,3566,129,149,90,76,578,225,1241,4032,8795,5828,5026,6951,1949,32594,1935,427,46,15,1638,277,4342,1111,714,164,118,1243,208,3549,1367,2015,763,758,1507,435,6855,1200,2581,1231,1084,1125,418,7634,1494,3337,1497,887,1682,482,9372,1755,3681,1916,1187,2225,539,11307,1318,3022,2115,1636,2973,616,11681,769,1503,1014,898,2256,632,7066,241,297,159,125
SED10070,870,233,29,19,1400,134,2688,750,416,58,25,1419,183,2858,1244,1119,271,164,2659,409,5871,1141,1717,640,341,2422,451,6713,1023,1432,464,280,1866,343,5408,917,1239,438,240,1683,223,4750,583,879,407,274,1487,209,3853,329,377,169,155,975,158,2157,86,85,44,22,384,109,722,6950,7497,2522,1527,14294,2226,35006,864,377,66,25,1113,134,2585,668,534,141,75,977,136,2515,764,1169,701,874,1914,372,5800,394,1411,1216,1508,1817,397,6740,396,1267,964,1035,1378,279,5313,376,1117,935,925,1451,233,5032,332,799,731,794,1491,253,4395,246,380,321,271,1002,203,2426,95,109,51,33,553,201,1040,4121,7167,5116,5540,11684,2218,35843,1735,611,90,43,2512,271,5269,1420,945,194,103,2388,319,5370,2014,2291,976,1040,4568,787,11674,1531,3125,1851,1849,4234,848,13453,1419,2698,1426,1319,3243,623,10721,1295,2353,1368,1170,3132,460,9779,917,1680,1141,1069,2976,462,8241,573,764,483,426,1976,361,4582,179,188,96,56
SED10071,1667,432,34,15,1637,188,3970,1292,608,104,41,1473,364,3881,1920,2215,589,270,2560,953,8507,2138,4230,1583,704,3015,902,12567,1708,2716,845,396,1704,452,7830,992,1512,500,252,1258,225,4741,539,761,346,221,1034,125,3022,189,241,128,66,497,68,1195,35,25,18,6,159,25,275,10481,12738,4151,1973,13339,3302,45985,1606,536,54,29,1276,131,3627,1146,928,173,122,1062,159,3589,1154,2557,1391,1505,2187,453,9250,769,3144,2915,2682,2278,508,12287,601,2328,1711,1328,1264,262,7491,451,1340,997,854,1168,177,4989,291,744,641,525,1022,134,3354,150,252,149,151,562,71,1329,50,52,23,11,244,29,411,6211,11883,8064,7193,11062,1915,46329,3277,968,88,39,2913,316,7599,2439,1538,276,161,2540,519,7467,3079,4770,1985,1776,4743,1409,17759,2904,7372,4501,3384,5287,1409,24854,2306,5045,2564,1725,2963,716,15319,1441,2851,1500,1106,2428,401,9724,828,1510,984,742,2059,256,6375,340,497,278,214,1056,138,2525,79,77,42,20
SED10072,724,152,19,7,1061,144,2103,833,449,79,51,1871,277,3567,2047,2120,434,183,3966,808,9552,1600,2032,592,284,2250,505,7273,1279,1601,475,221,1605,334,5516,969,1272,427,200,1562,300,4731,606,926,369,165,1331,230,3622,356,471,206,115,931,213,2293,134,128,57,33,428,198,972,8543,9154,2656,1262,14998,3016,39622,774,263,32,9,816,122,2015,798,668,137,85,1273,245,3212,1501,2467,928,821,3110,740,9565,739,1859,1147,1185,1598,416,6946,551,1710,1120,874,1192,356,5808,524,1336,897,675,1342,250,5024,363,882,691,569,1195,207,3905,287,582,375,303,943,244,2729,150,152,105,62,572,260,1302,5690,9925,5428,4582,12050,2840,40518,1493,415,43,18,1881,265,4111,1634,1116,218,139,3148,527,6780,3544,4589,1360,1003,7075,1545,19118,2342,3889,1745,1466,3852,922,14220,1832,3316,1590,1104,2797,689,11329,1488,2614,1326,874,2902,551,9756,963,1811,1061,731,2523,441,7528,649,1051,573,418,1871,459,5020,280,274,167,94
SED10073,1093,206,10,12,937,72,2325,1132,605,91,41,1508,169,3550,2262,2439,508,233,3343,567,9353,1700,2674,890,369,2305,439,8375,1181,1918,612,257,1204,257,5430,1068,1716,578,231,1251,246,5094,647,1127,510,244,1153,150,3837,351,441,232,121,697,113,1951,122,154,65,41,446,69,898,9555,11283,3497,1548,12847,2079,40811,961,263,31,11,742,77,2090,1042,794,158,49,1189,170,3406,1692,2895,991,797,2846,528,9751,854,2232,1565,1539,1798,377,8362,604,1766,1303,931,1059,201,5865,507,1554,1251,899,1214,230,5647,363,1020,925,738,1181,174,4409,244,535,398,290,854,161,2471,180,209,102,93,689,126,1402,6436,11268,6724,5352,11580,2045,43399,2049,468,46,25,1676,153,4414,2175,1392,254,92,2701,341,6952,3954,5338,1503,1027,6186,1101,19104,2551,4911,2448,1901,4107,815,16731,1786,3689,1913,1189,2268,456,11295,1574,3267,1829,1132,2466,479,10745,1006,2146,1434,987,2336,323,8239,592,980,629,409,1546,267,4428,297,365,167,140
