SED_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
SED10011,1216,242,15,8,671,90,2245,751,328,42,21,460,58,1667,885,1195,307,142,624,136,3285,890,1746,659,286,491,182,4256,1056,2015,739,260,592,163,4834,983,1940,714,336,687,163,4826,707,1603,847,449,884,169,4651,303,639,323,201,576,134,2178,81,121,64,47,261,40,610,6877,9827,3706,1755,5260,1132,28560,1065,280,31,7,537,82,1999,571,425,84,55,269,38,1439,541,1199,567,626,343,131,3414,423,1477,1178,1101,317,146,4653,520,2033,1317,811,371,184,5233,596,2096,1323,794,564,148,5516,406,1442,1286,986,859,176,5153,223,587,516,467,758,149,2704,112,111,81,69,504,153,1034,4456,9658,6385,4905,4519,1216,31147,2279,524,49,13,1211,172,4243,1323,753,129,81,727,98,3107,1425,2395,874,768,968,269,6700,1320,3226,1836,1385,812,328,8908,1577,4044,2055,1071,966,349,10062,1576,4033,2032,1126,1257,315,10340,1109,3043,2131,1436,1749,346,9808,531,1235,835,672,1329,284,4876,198,237,140,116
SED10012,737,248,33,24,1755,233,3023,738,390,63,37,1724,202,3155,1159,926,191,121,2834,427,5655,773,862,305,197,2138,337,4616,826,961,335,227,2552,355,5257,932,1139,440,285,2654,372,5815,586,790,334,212,1828,231,3980,233,261,114,89,865,162,1730,69,66,29,15,344,151,671,6054,5636,1845,1200,16691,2476,33898,815,326,53,16,1472,198,2884,716,597,148,68,1337,170,3043,831,1011,454,581,2176,386,5445,401,893,668,890,2193,361,5410,436,1047,876,1044,2210,334,5943,394,1061,911,1072,2090,338,5866,346,691,598,662,1762,234,4292,171,303,196,192,860,235,1963,83,79,27,35,554,288,1071,4205,6009,3934,4561,14662,2547,35915,1557,573,80,37,3225,428,5905,1460,988,211,109,3064,372,6201,1993,1935,647,701,5010,807,11101,1176,1763,974,1086,4327,701,10023,1260,2004,1212,1265,4759,689,11201,1325,2194,1351,1353,4741,708,11673,930,1482,937,872,3590,459,8272,405,571,308,276,1728,406,3696,147,147,57,51
SED10013,1724,398,46,9,1863,162,4201,1323,548,83,27,1702,157,3841,2668,2841,703,346,2949,467,9979,2289,3335,1067,526,2469,457,10141,1853,2768,771,325,1851,293,7868,1226,1770,545,263,1483,234,5524,661,1062,492,292,1209,189,3902,275,388,220,148,666,169,1868,83,59,25,25,247,145,573,12095,13173,3955,1962,14444,2267,47901,1776,588,57,17,1482,176,4098,1243,931,253,125,1176,194,3919,1321,3253,1727,2170,2248,478,11198,702,2901,2276,2455,1592,423,10344,693,2589,1779,1368,1219,270,7907,569,1762,1223,983,1250,220,6016,312,935,841,786,1219,189,4280,201,342,313,285,755,157,2054,100,100,33,39,454,150,870,6907,13394,8509,8231,11404,2246,50690,3501,983,106,24,3344,342,8301,2563,1476,339,156,2882,351,7765,3988,6094,2431,2515,5202,943,21176,2994,6237,3341,2986,4060,880,20491,2548,5352,2550,1691,3071,565,15774,1793,3532,1770,1249,2739,452,11547,969,2000,1334,1080,2423,373,8184,475,731,533,436,1422,327,3922,178,152,56,64
SED10014,893,288,36,18,1291,232,2750,814,475,84,58,1289,212,2931,1405,1415,404,209,2000,433,5865,1133,1585,532,333,1694,473,5751,937,1280,383,262,1451,351,4662,839,1206,406,236,1468,267,4422,559,893,402,232,1279,195,3557,227,340,195,125,682,161,1729,50,46,22,11,168,43,341,6864,7517,2463,1498,11306,2363,32012,912,328,59,29,1115,199,2645,689,675,183,144,921,192,2798,777,1642,762,1094,1600,489,6359,426,1409,1014,1363,1258,418,5889,462,1383,880,792,1121,287,4925,438,1280,825,774,1301,263,4881,339,813,710,640,1320,269,4097,193,331,247,223,734,210,1935,56,80,33,26,297,126,621,4301,7943,4707,5082,9666,2443,34142,1808,617,95,45,2412,424,5396,1505,1152,265,201,2210,404,5727,2178,3056,1164,1306,3595,918,12224,1562,2993,1546,1694,2952,889,11637,1403,2661,1262,1063,2569,636,9591,1277,2481,1236,1006,2767,528,9305,894,1710,1111,874,2596,466,7647,425,667,438,357,1412,367,3668,104,127,61,35
SED10015,899,227,25,14,1209,130,2508,864,438,82,44,1651,271,3358,1693,1553,403,203,3230,725,7808,1337,1856,586,323,2214,547,6868,1311,1732,587,268,2007,405,6318,995,1415,503,267,1927,318,5429,607,822,361,194,1390,236,3614,387,425,208,115,1010,236,2373,140,151,52,32,507,118,1009,8243,8617,2819,1460,15151,2990,39286,890,306,39,15,893,117,2266,764,651,176,74,1129,252,3044,1124,1842,674,714,2322,585,7262,653,1619,1167,1264,1602,490,6789,570,1734,1249,1086,1541,382,6563,470,1303,1061,885,1548,333,5599,355,851,755,648,1277,254,4138,318,526,393,344,951,237,2774,163,173,103,53,614,246,1342,5308,8992,5606,5081,11884,2906,39779,1796,535,62,27,2104,252,4773,1628,1088,256,118,2784,527,6401,2815,3393,1078,923,5556,1311,15074,1991,3470,1758,1587,3815,1040,13657,1885,3464,1842,1352,3548,791,12879,1467,2711,1564,1152,3484,658,11028,960,1670,1123,846,2666,493,7751,706,949,602,459,1962,470,5144,304,321,152,87
SED10016,1832,352,28,6,1522,111,3848,1413,469,55,17,1240,99,3298,1551,1430,322,137,1535,174,5147,1689,3016,992,419,1795,248,8156,1787,2827,914,306,1251,209,7288,1182,1980,631,264,1074,122,5252,716,1208,545,296,958,122,3845,349,494,255,143,642,97,1979,64,84,46,25,246,103,567,10580,11851,3786,1613,10267,1286,39385,1870,483,40,14,1213,77,3696,1219,713,122,51,819,103,3024,978,1781,779,789,1166,207,5693,613,2494,2020,2064,1472,267,8932,592,2565,1978,1451,905,187,7669,436,1712,1291,1001,906,138,5489,312,1068,960,864,924,108,4233,192,435,394,354,666,94,2139,88,105,69,40,386,50,731,6294,11348,7645,6626,8461,1234,41613,3697,828,69,20,2735,191,7546,2631,1181,174,72,2062,201,6324,2524,3208,1096,931,2702,388,10839,2302,5506,3009,2488,3270,512,17090,2374,5390,2887,1759,2157,392,14958,1620,3692,1919,1262,1980,264,10741,1026,2272,1505,1158,1886,235,8082,539,928,653,499,1310,192,4120,149,192,110,62
SED10017,1062,214,27,7,1225,145,2678,813,381,47,23,1108,275,2648,1518,1745,447,196,1599,772,6280,1285,1879,551,269,1072,660,5709,1198,1671,508,220,1282,519,5395,1042,1417,546,279,1357,369,5009,615,1079,516,354,1437,328,4324,247,380,226,174,765,201,1998,60,79,29,22,285,81,560,7845,8842,2900,1544,10129,3347,34610,1071,312,47,15,968,150,2566,663,711,201,142,737,145,2600,795,1982,1059,1125,1009,287,6260,455,1891,1242,1136,685,248,5658,497,1849,1099,836,855,243,5370,447,1461,1090,874,1075,205,5156,305,881,853,876,1273,213,4398,168,329,306,290,861,204,2154,79,124,50,30,569,146,999,4480,9541,5930,5329,8025,1844,35156,2136,530,72,23,2197,297,5244,1481,1095,245,167,1846,420,5248,2314,3729,1503,1331,2605,1063,12545,1735,3771,1793,1404,1755,905,11366,1692,3522,1603,1047,2127,763,10759,1490,2873,1642,1153,2429,575,10164,921,1957,1360,1232,2716,548,8727,417,707,528,464,1629,406,4151,137,205,74,52
SED10018,1140,151,3,0,975,99,2372,908,342,39,17,852,79,2233,1308,1404,306,138,1040,241,4439,1111,1947,618,195,720,181,4763,1216,1895,545,188,813,193,4844,1006,1520,485,193,942,159,4305,563,1073,529,255,921,142,3483,355,585,278,187,704,105,2214,117,141,74,47,347,84,816,7727,9061,2874,1221,7299,1278,29468,1099,210,19,11,727,78,2144,798,502,108,52,526,79,2078,870,1638,684,611,680,198,4675,445,1774,1336,975,459,167,5159,572,1939,1196,637,547,147,5043,524,1657,1019,599,729,139,4673,300,1002,878,675,983,162,3994,261,542,509,443,934,186,2883,167,206,101,78,680,169,1402,5042,9472,5843,4083,6273,1340,32048,2238,366,24,10,1700,176,4512,1710,843,150,69,1378,164,4311,2182,3040,988,748,1724,437,9115,1558,3720,1952,1174,1174,345,9923,1786,3837,1739,827,1351,340,9887,1534,3179,1500,789,1670,300,8975,865,2073,1405,930,1902,311,7483,621,1130,788,633,1635,293,5096,287,347,171,126
SED10019,878,182,28,8,850,245,2183,534,289,64,27,641,293,1849,848,931,266,119,900,677,3751,770,1097,405,203,709,634,3823,1006,1377,495,228,913,538,4558,1157,1686,636,389,1411,512,5793,845,1549,803,538,1735,415,5887,397,697,417,302,1136,273,3219,119,144,76,56,462,123,993,6547,7949,3189,1873,8770,3717,32059,797,231,33,14,624,215,1908,412,478,128,102,447,164,1731,439,1025,577,735,586,385,3751,312,1187,852,726,426,404,3913,538,1636,913,682,640,365,4773,560,1795,1265,968,962,382,5944,407,1225,1233,1157,1353,377,5765,235,522,533,569,1169,320,3352,164,175,101,100,767,223,1529,3866,8268,5647,5059,6978,2837,32658,1670,412,55,21,1478,458,4092,942,768,190,124,1089,461,3580,1287,1952,848,860,1486,1066,7499,1086,2285,1255,932,1139,1041,7735,1541,3007,1410,911,1556,905,9332,1714,3480,1900,1360,2374,899,11733,1249,2773,2041,1698,3093,791,11651,635,1211,948,872,2308,593,6572,280,323,181,155
SED10020,957,157,23,9,950,174,2267,634,293,54,19,701,141,1841,1151,1164,278,113,1198,359,4267,1033,1450,434,209,953,333,4404,1112,1600,488,198,972,318,4687,1117,1561,576,272,1173,294,4999,823,1436,746,376,1285,261,4923,359,631,350,246,820,230,2640,101,135,74,67,392,141,919,7286,8430,3026,1505,8448,2258,30944,989,253,33,18,780,159,2240,496,456,133,86,464,125,1760,688,1343,602,654,894,338,4520,470,1584,1016,857,632,307,4865,594,1929,1083,583,664,277,5136,704,1897,1142,641,940,270,5581,428,1320,1200,872,1158,281,5252,235,558,489,488,987,328,3089,144,174,100,64,652,277,1402,4748,9514,5796,4265,7159,2363,33851,1948,411,58,21,1734,335,4505,1135,748,182,105,1163,262,3601,1839,2504,882,762,2091,706,8788,1501,3035,1450,1064,1580,641,9273,1703,3524,1573,787,1633,600,9821,1823,3458,1713,909,2108,566,10579,1248,2761,1946,1254,2440,538,10183,602,1185,847,731,1816,555,5726,237,312,170,128
SED10021,875,109,7,6,633,75,1712,776,348,35,12,662,113,1943,2727,2231,313,90,2282,619,8267,1763,2441,621,203,1125,391,6551,1357,2063,593,187,744,257,5199,984,1485,433,123,686,190,3897,604,850,290,123,668,172,2708,306,417,149,71,563,169,1675,101,107,49,15,269,218,762,9514,10051,2498,833,7627,2196,32714,889,172,15,3,541,78,1700,901,690,68,22,514,118,2326,2799,3439,698,370,1913,600,9816,1055,2406,1366,1061,754,360,6998,791,2097,1295,710,504,221,5612,579,1638,856,388,519,166,4142,347,981,638,324,669,198,3162,239,449,329,198,551,253,2022,153,157,74,37,386,391,1201,7758,12033,5340,3114,6357,2384,36979,1773,276,20,13,1178,154,3413,1677,1039,112,35,1176,232,4268,5528,5669,1014,457,4197,1217,18084,2818,4845,1984,1270,1881,745,13545,2150,4162,1889,891,1248,475,10811,1564,3118,1290,508,1200,359,8041,955,1836,928,448,1343,362,5876,551,863,480,269,1113,423,3698,250,267,118,49
SED10022,832,196,24,16,859,231,2159,524,268,48,26,655,241,1765,928,932,235,106,964,552,3713,872,1093,330,164,756,527,3744,1057,1250,366,155,958,496,4283,1180,1390,445,260,1429,469,5173,872,1158,538,394,1602,415,4981,417,545,300,225,1094,300,2878,113,113,58,51,449,102,887,6796,6947,2339,1398,8763,3333,29587,835,294,31,18,612,193,1991,360,462,130,105,395,144,1603,386,974,612,786,498,293,3553,280,1123,815,810,391,298,3719,393,1475,993,657,571,289,4378,424,1505,1075,863,889,329,5092,317,971,996,1038,1242,379,4943,238,448,469,446,1130,321,3048,132,161,82,84,776,149,1383,3373,7427,5200,4808,6513,2388,29708,1667,493,57,34,1473,430,4150,882,732,182,134,1048,382,3367,1314,1911,853,891,1465,837,7264,1160,2220,1140,977,1147,828,7467,1447,2726,1360,817,1527,786,8658,1606,2900,1518,1121,2321,798,10269,1194,2130,1535,1425,2846,795,9931,653,989,768,672,2221,623,5925,245,271,139,138
SED10023,1217,149,12,4,1081,79,2538,955,287,31,10,883,64,2231,1513,1276,218,88,1107,221,4434,1221,1829,579,203,758,196,4800,1417,2191,607,214,800,184,5415,1256,1876,586,229,856,158,4963,789,1344,508,227,866,130,3862,349,559,272,153,661,101,2097,134,139,84,64,333,71,820,8854,9651,2904,1194,7351,1201,31153,1226,196,24,3,808,69,2323,995,539,74,34,578,72,2291,997,1688,562,520,701,210,4682,482,1659,1207,1128,512,179,5160,521,2072,1460,907,496,161,5625,501,1860,1264,757,667,129,5181,319,1186,1016,727,787,150,4190,209,482,448,387,699,150,2377,175,233,136,90,468,190,1278,5425,9916,6187,4559,5725,1306,33116,2440,352,32,6,1889,142,4865,1952,826,103,46,1461,129,4522,2511,2964,785,609,1804,428,9116,1705,3487,1786,1337,1271,377,9963,1932,4266,2069,1124,1304,346,11042,1765,3733,1850,983,1529,291,10139,1107,2534,1526,956,1656,279,8055,559,1040,717,539,1364,249,4469,303,367,224,149
SED10024,1660,247,23,6,1088,70,3089,1161,342,34,11,778,48,2371,820,757,160,45,722,77,2585,977,1870,634,247,814,124,4669,1378,2660,877,273,710,145,6039,1085,2038,660,231,667,117,4798,692,1293,588,242,707,98,3629,499,869,366,164,688,71,2658,172,211,96,54,384,68,997,8438,10293,3437,1281,6562,821,30843,1618,305,10,10,861,52,2850,1048,447,51,8,494,52,2093,622,858,331,290,596,85,2781,424,1711,1395,1315,715,146,5704,511,2216,1920,1297,558,137,6640,431,1731,1321,797,561,118,4960,339,1133,1112,738,689,105,4118,293,743,710,551,737,130,3170,182,233,161,113,650,155,1485,5469,9383,7015,5115,5865,970,33810,3279,554,31,16,1947,118,5942,2205,792,78,17,1273,99,4465,1444,1615,491,336,1320,161,5368,1396,3577,2033,1563,1536,268,10375,1890,4876,2793,1575,1265,283,12680,1512,3768,1987,1026,1228,240,9756,1036,2434,1702,983,1393,200,7746,790,1613,1080,719,1424,197,5827,354,450,262,166
SED10025,876,158,13,0,806,62,1908,772,328,55,14,861,117,2149,1626,1726,290,145,2009,338,6135,1521,2156,604,236,1351,285,6152,1333,1910,518,192,976,182,5115,1104,1594,455,172,980,152,4467,776,1090,430,163,949,163,3570,407,548,247,89,661,122,2077,114,123,62,34,379,91,801,8526,9622,2672,1055,8986,1511,32376,970,201,19,6,686,59,1937,784,514,102,39,594,105,2135,1362,2159,688,511,1686,353,6765,757,1928,1280,1174,1009,274,6418,621,2107,1362,876,712,169,5855,588,1697,1121,712,915,174,5207,373,1140,914,631,950,169,4188,253,560,439,346,712,188,2497,132,193,98,48,590,275,1344,5841,10509,6029,4343,7852,1760,36335,1843,359,26,6,1493,117,3840,1548,844,153,52,1455,227,4287,2984,3886,980,652,3699,687,12901,2279,4091,1884,1416,2357,555,12576,1955,4019,1882,1070,1696,346,10965,1690,3291,1581,884,1897,325,9676,1152,2235,1340,788,1905,333,7756,663,1105,686,431,1377,308,4571,246,318,160,83
SED10026,977,208,13,5,985,299,2494,628,346,58,32,826,296,2179,1391,1482,351,167,1552,827,5768,1081,1571,434,202,961,682,4923,1095,1473,420,192,1012,541,4740,1140,1469,414,240,1213,465,4940,742,1003,511,252,1166,359,4024,344,458,218,220,832,232,2310,83,93,45,42,347,108,719,7474,8111,2473,1345,8895,3809,32109,924,280,41,17,736,221,2222,521,582,153,113,572,201,2146,722,1705,818,1019,1044,562,5872,361,1540,1050,958,607,485,5004,513,1713,980,612,694,414,4926,535,1595,1036,680,844,382,5069,326,924,802,734,1015,312,4122,227,432,394,406,892,307,2658,106,126,60,60,603,173,1122,4240,8890,5326,4606,7004,3068,33140,1905,495,58,26,1718,521,4721,1153,927,200,146,1399,496,4323,2111,3185,1167,1186,2601,1393,11642,1436,3114,1482,1160,1566,1166,9931,1608,3186,1403,803,1703,958,9666,1671,3063,1450,922,2056,846,10007,1066,1924,1317,981,2184,673,8148,573,893,613,630,1726,540,4966,188,219,102,102
SED10027,1006,264,25,14,1421,149,2882,833,353,53,26,1261,136,2665,1233,1147,242,167,1855,361,5008,1111,1521,546,285,1614,322,5407,1091,1533,512,268,1501,237,5145,969,1377,519,284,1491,240,4891,593,876,441,237,1177,185,3513,300,434,171,127,738,182,1950,138,120,47,37,389,178,905,7280,7623,2560,1450,11460,1994,32363,954,343,32,16,1073,137,2552,806,544,146,70,827,117,2514,842,1338,619,770,1421,357,5350,424,1444,1131,1287,1241,311,5841,414,1506,1112,1003,1179,246,5468,425,1332,1049,867,1193,202,5073,295,779,731,675,1082,182,3743,192,404,313,310,868,226,2314,160,157,94,55,531,335,1326,4517,7867,5214,5063,9411,2106,34181,1960,608,59,30,2493,285,5435,1639,898,193,93,2089,255,5174,2074,2487,862,938,3283,711,10359,1537,2970,1676,1576,2856,637,11250,1508,3044,1617,1275,2681,482,10610,1398,2712,1568,1157,2689,442,9961,887,1660,1168,913,2257,371,7258,492,838,484,434,1609,410,4263,300,276,134,94
SED10028,1470,257,19,5,1055,74,2876,1180,467,60,20,919,73,2708,1291,1255,267,87,1511,210,4616,1203,2158,760,321,1436,202,6078,1194,2319,808,279,945,146,5687,1161,2015,727,283,878,142,5211,682,1366,677,288,846,113,3975,334,601,296,138,613,156,2136,138,214,94,48,409,162,1067,8646,10665,3696,1472,8622,1277,34371,1407,376,20,3,860,52,2720,1063,622,91,21,644,71,2511,1010,1392,530,438,1259,198,4828,520,1803,1535,1500,1273,220,6845,436,1832,1689,1152,857,130,6102,441,1741,1478,1028,851,130,5668,261,1047,1105,862,871,137,4281,271,591,527,398,753,213,2752,182,220,130,100,802,370,1810,5601,9620,7109,5505,8168,1527,37527,2881,632,44,8,1916,129,5607,2241,1088,152,38,1561,147,5222,2297,2646,798,519,2771,409,9443,1729,3960,2291,1821,2710,420,12926,1631,4158,2495,1430,1806,276,11792,1601,3763,2208,1312,1733,274,10886,940,2416,1778,1154,1716,252,8255,601,1192,820,535,1370,365,4884,320,435,223,153
SED10029,747,238,28,14,2100,258,3389,714,344,68,31,1880,273,3311,1163,911,229,154,3349,567,6370,801,935,321,210,2815,516,5598,887,985,323,241,2931,474,5837,861,978,391,246,2922,449,5845,537,631,294,195,1969,338,3958,270,315,138,84,1089,248,2143,65,63,28,19,391,180,750,6039,5399,1816,1182,19455,3308,37203,734,327,53,25,1679,252,3070,713,558,148,82,1435,234,3171,762,1073,497,686,2662,541,6221,414,980,694,1024,2456,480,6048,408,1100,776,1000,2467,447,6198,393,987,774,949,2414,414,5924,324,670,501,536,1945,334,4308,212,338,199,189,1114,273,2327,99,108,50,19,615,298,1203,4063,6142,3694,4516,16786,3262,38459,1479,570,85,36,3781,510,6456,1428,905,212,112,3321,507,6478,1920,1982,727,838,6012,1109,12585,1221,1913,1010,1232,5270,998,11645,1299,2078,1094,1242,5395,921,12037,1249,1965,1165,1186,5337,859,11768,861,1302,791,733,3912,670,8272,475,660,336,272,2208,518,4466,169,171,80,42
SED10030,911,179,17,3,819,136,2070,742,369,65,26,751,136,2084,1201,1247,321,152,1264,318,4503,1086,1693,573,257,922,244,4770,1195,1762,531,251,993,310,5040,1120,1709,542,231,1178,286,5075,713,1217,557,334,1180,274,4274,384,619,343,203,954,183,2694,109,137,67,49,408,100,870,7464,8930,3020,1515,8475,1990,31382,877,232,35,20,671,117,1954,702,574,141,82,459,136,2087,697,1507,615,684,802,276,4582,481,1470,1124,1193,574,285,5133,607,1778,1063,745,685,258,5136,675,1899,1070,750,942,277,5605,425,1207,1039,744,1345,296,5044,296,577,439,429,1155,277,3172,170,181,87,70,810,226,1553,4935,9434,5625,4717,7432,2137,34268,1791,414,57,25,1490,249,4024,1439,939,205,109,1207,269,4175,1898,2752,932,840,2062,589,9080,1564,3168,1699,1446,1498,530,9907,1803,3538,1599,1000,1679,567,10178,1795,3602,1611,982,2124,560,10678,1140,2424,1595,1080,2522,568,9324,680,1200,784,636,2105,462,5868,281,322,157,120
SED10031,1073,241,28,8,896,181,2425,732,286,55,17,714,195,2011,1188,1212,292,109,989,466,4275,1117,1507,443,199,689,387,4347,1331,1870,558,244,910,474,5385,1381,1905,656,336,1164,437,5873,933,1414,734,457,1245,370,5148,421,683,379,260,845,278,2870,96,129,49,52,377,120,815,8273,9252,3200,1681,7831,2908,33152,1079,281,44,4,690,157,2258,566,515,120,68,412,113,1786,595,1368,718,762,581,278,4305,415,1579,1069,905,444,303,4720,560,2143,1223,791,514,299,5526,599,1966,1285,866,766,361,5850,340,1327,1245,1107,1052,379,5447,266,542,524,492,862,279,2977,109,155,85,73,598,162,1182,4541,9880,6303,5076,5920,2332,34048,2149,523,70,11,1588,341,4684,1302,799,173,85,1129,309,3795,1790,2580,1013,874,1568,753,8576,1530,3090,1518,1112,1131,688,9073,1892,4016,1777,1032,1418,767,10911,1982,3874,1939,1201,1932,795,11725,1276,2738,1980,1561,2300,748,10594,691,1228,907,753,1710,559,5844,205,282,132,125
