SED_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED10012,25837,26854,52692,2008,2093,4100,6372,6474,12842,107,103,215,79,67,147,32,34,68,13,24,33,4,3,8,6,9,11,13,13,27,0,0,0,6619,6726,13352,2269,2532,4803,244,195,434,11143,11547,22686,2428,2419,4847,39407,40822,80227
SED10013,27202,27863,55068,2095,2195,4292,23932,25361,49300,202,196,400,346,359,708,52,61,110,81,98,181,22,24,44,38,30,63,58,61,115,0,0,0,24736,26184,50920,1434,1627,3056,580,485,1066,28842,30497,59334,2406,2411,4817,58448,60774,119226
SED10014,21510,22242,43745,2026,2284,4306,10004,10586,20590,88,107,194,152,150,307,35,28,66,54,41,101,16,18,34,13,21,35,31,33,68,5,0,3,10399,10987,21385,1197,1303,2502,341,280,621,13962,14848,28815,2650,2750,5404,38124,39838,77959
SED10015,24793,25743,50541,2027,1996,4019,9864,9670,19533,123,123,253,123,125,246,58,28,88,65,50,116,11,23,25,24,9,35,46,48,100,4,3,7,10318,10078,20400,4079,3604,7682,306,232,537,16729,15917,32638,2927,2824,5753,44446,44487,88935
SED10016,24556,25265,49821,1319,1400,2724,16948,17610,34551,183,202,393,240,249,490,91,85,180,110,115,226,15,13,29,19,25,48,90,62,147,0,0,0,17695,18360,36059,2860,3104,5967,219,240,462,22101,23115,45214,1265,1219,2479,47923,49594,97513
SED10017,21624,22034,43651,3646,4191,7840,10398,11079,21481,113,117,230,311,370,678,50,67,117,64,72,141,17,6,28,35,21,60,31,47,81,0,0,0,11015,11791,22806,398,446,845,405,400,806,15467,16829,32294,3680,2177,5858,40770,41038,81808
SED10018,21424,22465,43890,1830,1955,3783,8344,9129,17475,168,171,338,273,305,582,56,61,111,67,79,150,22,32,54,41,48,86,108,108,214,0,0,0,9074,9932,19011,615,752,1367,276,276,549,11788,12923,24712,1483,1583,3066,34696,36966,71665
SED10019,20481,20544,41028,4270,4833,9092,5388,5832,11221,290,337,631,1163,1241,2404,62,59,116,96,103,205,33,31,65,75,76,153,31,44,78,3,9,10,7146,7735,14884,330,379,699,277,272,555,12018,13212,25233,4293,3371,7659,36794,37124,73925
SED10020,19003,20173,39170,3465,3773,7243,7623,8485,16109,426,498,929,844,922,1763,62,66,126,119,124,245,44,49,92,56,62,112,90,104,192,0,4,6,9266,10319,19584,1274,1447,2719,380,338,717,14388,15872,30265,2585,2683,5271,35973,38729,74704
SED10021,16821,18587,35409,2219,2384,4606,9566,10565,20130,425,469,891,392,458,846,77,88,165,131,170,305,21,12,37,38,27,59,149,169,320,0,0,0,10795,11958,22757,4547,5408,9955,337,309,645,17902,20059,37959,2308,2486,4791,37026,41131,78162
SED10022,20144,20249,40397,4247,4670,8917,4325,4754,9080,242,252,498,333,329,666,54,49,99,68,75,145,28,29,57,28,30,59,254,264,515,0,0,0,5333,5782,11120,524,435,961,181,136,317,10285,11031,21319,3809,2923,6733,34244,34199,68442
SED10023,21326,22224,43557,2454,2453,4909,9511,9994,19506,117,115,235,228,212,436,25,23,52,62,60,114,6,7,20,20,19,43,41,32,82,5,0,3,10012,10472,20482,910,1046,1953,219,185,408,13601,14155,27751,1295,1353,2643,36227,37734,73954
SED10024,23877,25305,49181,1978,1999,3979,7840,8320,16157,172,186,360,110,133,239,40,51,93,57,67,119,11,18,25,12,15,28,51,58,109,0,0,0,8286,8841,17124,2354,2658,5014,144,127,268,12760,13628,26388,845,1011,1853,37487,39934,77418
SED10025,19773,22047,41825,2648,2910,5563,9212,9838,19050,233,251,480,224,230,453,62,68,127,120,124,240,15,9,27,16,13,30,70,63,134,0,0,0,9948,10594,20542,2568,3053,5620,232,240,477,15397,16802,32201,1536,1810,3346,36713,40656,77369
SED10026,19355,19605,38965,3971,4379,8349,8186,8946,17133,214,189,397,453,477,939,58,48,104,132,122,256,28,26,54,49,60,104,56,52,105,0,0,0,9178,9931,19102,835,866,1697,321,302,627,14301,15479,29777,4467,3685,8155,38127,38765,76892
SED10027,23957,24953,48912,1597,1599,3202,8637,9115,17753,84,82,165,94,77,164,25,22,47,48,32,79,6,5,16,10,16,25,31,34,65,0,0,3,8937,9383,18322,1319,1392,2710,224,193,416,12077,12567,24647,2102,2174,4272,38130,39695,77825
SED10028,23307,24985,48294,1835,1943,3779,9708,10182,19894,218,213,428,168,177,347,94,88,182,114,109,224,3,14,16,16,9,25,49,67,115,0,0,0,10373,10858,21230,3883,4180,8059,206,184,388,16295,17164,33456,1232,1555,2788,40835,43703,84542
SED10029,25861,26743,52597,2236,2399,4636,7132,7229,14355,161,142,304,82,63,144,45,29,74,36,23,54,14,12,19,4,8,7,11,11,25,0,0,0,7468,7516,14988,4349,4393,8740,269,236,512,14326,14555,28880,3309,3259,6568,43491,44547,88040
SED10030,19633,20846,40480,2720,2878,5598,9376,10245,19618,165,179,339,208,223,431,39,38,75,90,95,186,15,15,33,14,22,37,44,51,100,0,0,0,9953,10860,20813,1027,1100,2133,309,278,590,14010,15117,29128,2287,2470,4753,35931,38434,74360
SED10031,21565,21742,43302,4146,4502,8651,6589,7002,13588,183,194,373,287,307,593,57,47,108,101,92,197,30,25,63,36,33,66,1312,1451,2759,0,6,6,8592,9154,17749,678,656,1330,212,226,434,13632,14538,28166,3250,2679,5930,38449,38955,77402
SED10032,23188,23530,46720,2750,2464,5217,10757,9975,20737,229,179,409,159,150,313,113,90,202,123,82,206,30,21,47,7,12,16,39,39,78,0,0,0,11460,10544,22005,7111,6398,13512,406,361,769,21732,19761,41497,4361,3686,8046,49285,46978,96265
SED10033,22325,22312,44647,2718,2711,5422,8602,8885,17486,91,83,168,176,164,344,22,22,45,36,29,62,12,12,20,29,25,51,28,28,57,0,0,0,8988,9241,18231,489,532,1022,260,289,543,12453,12767,25223,1830,1695,3529,36614,36779,73395
SED10034,23784,24490,48271,2269,2388,4655,7381,7815,15191,88,82,174,116,113,229,15,24,45,54,52,105,19,18,38,19,17,36,36,19,58,0,0,0,7723,8156,15880,602,689,1296,176,158,332,10774,11389,22162,1103,1318,2423,35654,37202,72857
SED10035,18929,18829,37762,3049,2840,5885,17855,16706,34561,709,624,1335,827,760,1589,227,230,454,382,336,713,62,52,115,55,49,101,306,286,593,3,3,7,20420,19054,39472,10483,10061,20548,736,535,1273,34684,32489,67174,3474,3073,6548,57094,54393,111488
SED10036,26327,27055,53389,1953,2042,3999,8198,8367,16565,164,131,301,430,338,767,79,66,144,85,63,142,15,8,32,61,41,106,66,48,109,0,4,7,9104,9066,18171,1563,1685,3247,253,232,485,12871,13028,25900,2463,2376,4838,41663,42462,84116
SED10037,24280,24951,49232,1980,2056,4033,9126,9169,18295,137,125,265,130,144,273,54,60,114,48,48,104,11,20,29,10,17,24,41,37,78,0,0,0,9556,9616,19173,2064,2290,4349,184,146,329,13783,14109,27893,1017,1023,2032,39075,40081,79154
SED10038,23565,24853,48418,2482,2513,4996,7916,8683,16599,173,171,345,173,206,378,33,40,70,66,72,144,17,25,43,24,27,56,121,133,259,0,0,0,8531,9348,17880,1293,1102,2394,219,180,398,12526,13144,25671,1679,1931,3611,37768,39927,77695
SED10039,20589,21358,41946,3094,3376,6469,8793,9483,18274,191,198,391,274,284,557,37,41,75,105,87,198,26,27,55,28,35,64,137,146,281,4,0,5,9595,10305,19898,515,571,1081,251,242,496,13450,14495,27949,2698,1995,4697,36738,37854,74590
SED10040,23087,24542,47628,2239,2282,4520,9600,9520,19123,155,138,287,140,119,256,42,51,98,68,58,124,19,25,38,32,14,40,37,29,64,0,0,0,10084,9958,20037,6039,5496,11539,324,274,598,18688,18001,36693,2264,2272,4533,44036,44820,88859
SED10041,22095,23953,46045,1889,2081,3974,10177,10865,21044,198,200,395,156,192,351,79,84,162,103,106,208,15,27,36,11,12,22,84,53,136,0,0,0,10824,11533,22354,3417,3854,7270,192,172,360,16320,17637,33959,1123,1387,2508,39530,42972,82507
SED10042,20794,21437,42228,2616,2918,5540,9881,10625,20509,160,188,349,274,311,589,53,53,99,90,75,164,29,38,67,36,36,72,66,68,138,0,0,0,10588,11390,21977,472,541,1017,332,328,659,14013,15181,29202,1919,1976,3900,36727,38591,75326
SED10043,25666,25920,51587,2902,2541,5443,8490,7966,16459,141,110,253,131,107,235,59,39,101,74,36,115,18,12,24,16,14,26,27,25,50,0,0,0,8944,8315,17260,4097,3104,7200,288,241,524,16232,14200,30432,3673,3276,6955,45574,43395,88972
SED10044,21006,22417,43424,2283,2355,4634,11776,11988,23761,260,276,538,248,254,503,64,71,135,125,101,232,28,17,47,30,23,47,79,93,174,0,0,0,12610,12817,25427,3114,3431,6547,242,228,468,18251,18831,37079,1635,2040,3670,40887,43290,84179
SED10045,20144,20513,40654,3061,3440,6505,6243,6683,12929,359,408,769,1460,1651,3113,60,68,129,111,137,251,47,45,98,69,85,154,48,43,90,4,3,4,8408,9128,17534,524,577,1100,297,282,575,12290,13417,25708,3441,3453,6894,35876,37381,73261
SED10046,26255,26740,52995,1732,1891,3625,9592,9854,19440,154,161,312,151,166,321,36,34,64,67,75,140,7,10,13,22,13,34,30,21,47,0,0,0,10048,10326,20376,2986,3229,6213,295,336,630,15060,15778,30837,3317,3255,6572,44632,45778,90408
SED10047,25158,25437,50593,2449,2563,5007,18980,19904,38881,178,190,370,313,349,660,68,68,141,76,76,154,21,20,41,29,36,60,56,47,102,0,0,0,19725,20683,40405,1882,2211,4093,527,385,911,24576,25846,50424,4693,4315,9010,54433,55601,110032
SED10048,26168,26876,53047,2137,2283,4420,16194,16754,32944,177,162,339,300,254,551,93,80,175,114,81,195,17,16,30,38,34,68,35,42,78,0,0,0,16971,17416,34390,2374,2766,5135,367,309,680,21851,22776,44627,2769,3014,5776,50790,52656,103445
SED10049,21366,22212,43576,2780,2971,5748,12778,14141,26916,190,195,385,446,490,935,102,106,208,91,91,182,33,28,60,89,96,183,75,77,155,0,0,0,13806,15219,29033,536,642,1178,358,387,744,17477,19222,36695,1898,1834,3733,40737,43271,84006
SED10050,19856,20905,40762,3260,3252,6513,9382,9684,19063,207,252,462,185,202,389,32,35,67,88,106,190,12,18,32,22,12,30,64,60,124,0,0,0,9992,10370,20364,3510,3888,7394,289,326,617,17052,17837,34889,1396,1365,2759,38297,40114,78413
SED10051,21178,22848,44031,1935,1919,3854,10158,10587,20746,192,189,381,289,286,578,47,59,96,114,106,217,13,9,26,34,37,65,74,77,148,0,0,0,10924,11343,22267,3004,3158,6157,317,250,562,16181,16668,32846,3377,2453,5827,40739,41970,82707
SED10052,22363,23816,46184,1853,1927,3784,9173,9747,18919,104,90,199,195,178,375,33,29,67,66,68,130,12,16,23,16,8,28,39,36,84,0,0,0,9647,10184,19825,1026,1179,2206,219,196,420,12750,13482,26233,1509,1565,3071,36625,38862,75487
SED10053,21413,20832,42244,2935,2930,5860,6451,6473,12925,532,518,1051,708,698,1402,168,165,334,248,230,475,41,51,94,150,148,302,3343,3375,6721,6,8,21,11646,11680,23321,1419,1412,2829,299,208,509,16299,16220,32524,2691,2282,4975,40408,39333,79741
SED10054,25258,25859,51118,2335,2474,4806,9371,9573,18944,129,111,243,144,149,294,45,50,91,79,68,148,11,7,19,23,14,41,18,24,37,0,0,0,9817,10000,19810,2211,2567,4779,259,266,532,14622,15308,29930,3125,3362,6485,43012,44525,87532
SED10055,26436,26651,53082,1957,2024,3981,9175,9498,18673,117,122,245,201,193,385,23,30,54,26,32,63,5,10,23,25,19,44,23,22,49,0,0,0,9603,9926,19526,750,877,1632,207,171,384,12520,13005,25522,1556,1522,3083,40515,41176,81688
SED10056,22603,22305,44908,5083,5374,10458,3283,3508,6787,2650,2688,5341,361,407,763,152,145,293,97,107,208,37,32,68,53,48,96,65,84,148,0,0,0,6694,7021,13715,1574,1466,3040,230,200,429,13583,14056,27641,4325,4026,8354,40515,40384,80899
SED10057,19084,20013,39097,3885,4322,8205,7606,8282,15885,169,202,373,380,444,823,26,26,56,68,74,141,26,24,51,42,49,83,53,61,113,4,7,6,8376,9170,17540,374,446,816,264,255,519,12895,14184,27080,3031,3158,6191,35014,37359,72369
SED10058,17956,18480,36437,2328,2334,4660,11533,12548,24078,344,372,707,441,465,904,97,94,191,130,123,246,52,65,118,100,96,194,193,170,366,8,3,11,12895,13925,26821,1381,1523,2900,428,341,774,17031,18127,35157,2217,2059,4275,37207,38668,75872
SED10059,14852,13626,28478,1869,1600,3469,13142,12245,25390,677,651,1324,534,561,1098,157,167,325,279,284,561,53,48,99,37,37,78,244,273,516,0,0,0,15122,14271,29395,4923,5166,10090,454,359,809,22372,21392,43770,3050,2301,5355,40280,37318,77596
SED10060,14998,17689,32686,2317,2614,4926,10724,11844,22568,385,474,860,399,397,793,92,103,192,195,185,382,32,29,57,25,16,41,174,191,367,0,4,4,12019,13244,25260,3980,4560,8537,257,275,537,18576,20692,39266,1584,1795,3379,35160,40175,75333
SED10061,19236,19832,39073,5099,5417,10513,4722,5392,10113,156,198,356,1002,1138,2139,50,66,106,87,104,181,38,23,64,47,61,108,51,62,109,0,0,4,6143,7032,13179,1188,1280,2461,212,199,413,12636,13932,26575,4761,4801,9569,36639,38574,75213
SED10062,23048,24373,47420,1682,1751,3429,7866,8271,16137,79,75,161,109,97,202,40,36,71,54,67,120,11,4,19,15,13,26,40,29,69,0,0,0,8210,8591,16803,1763,1712,3475,217,205,424,11868,12264,24131,1585,1886,3473,36499,38523,75025
SED10063,20230,20951,41190,4772,5112,9885,7317,7853,15171,188,197,382,383,403,786,71,92,164,103,103,203,20,28,51,46,48,92,81,103,189,0,0,5,8210,8839,17050,622,711,1338,308,243,548,13915,14910,28824,2860,2818,5682,37012,38684,75696
SED10064,20046,20712,40757,3617,4100,7717,6757,7322,14080,318,341,666,658,714,1371,50,54,103,99,96,201,37,38,70,67,78,139,61,75,132,0,0,0,8041,8715,16761,356,414,774,309,290,600,12330,13521,25852,3893,3289,7189,36270,37526,73789
SED10065,22707,23189,45903,2964,2895,5857,13777,12928,26700,384,322,708,364,327,693,123,124,246,194,150,343,34,28,56,42,29,72,101,102,200,0,0,4,15017,14012,29029,8761,8482,17242,418,323,741,27162,25707,52873,3169,2853,6022,53037,51752,104793
SED10066,21548,22486,44037,2324,2448,4777,10305,11112,21418,92,112,204,217,223,440,36,47,78,69,59,133,16,14,27,18,15,37,32,58,86,0,0,0,10785,11633,22415,964,1081,2052,354,288,639,14428,15446,29878,2503,2770,5275,38484,40705,79188
SED10067,20860,22059,42920,2268,2286,4555,8373,8901,17271,121,122,242,130,117,249,36,26,62,53,41,93,10,13,20,15,9,24,26,33,61,0,0,0,8761,9262,18020,1229,1282,2509,217,203,424,12474,13036,25509,1522,1741,3261,34857,36830,71687
SED10068,19406,20777,40182,3375,3686,7057,9688,10972,20657,377,440,820,637,709,1345,57,55,112,105,110,210,54,63,118,68,69,140,159,159,319,3,3,4,11140,12588,23727,639,739,1379,297,333,628,15451,17344,32790,2172,2238,4404,37028,40350,77382
SED10069,19467,19915,39381,3941,4241,8183,8184,8517,16703,282,283,565,478,516,997,96,89,193,118,120,232,41,53,93,110,91,197,102,119,220,4,3,6,9416,9790,19206,539,566,1105,259,232,490,14162,14822,28986,2343,2239,4585,35969,36982,72952
SED10070,24968,25549,50516,1633,1645,3280,8483,8419,16900,140,107,246,100,116,217,31,27,57,67,56,127,3,4,4,15,4,19,32,27,57,0,0,0,8866,8762,17625,3410,3414,6822,202,188,392,14110,14003,28113,2244,2259,4499,41319,41811,83135
SED10071,25992,26364,52352,1776,1814,3588,19642,19911,39554,252,248,499,309,325,641,137,146,277,159,168,324,22,14,37,51,31,80,81,71,156,3,0,3,20657,20913,41571,4492,4959,9455,316,264,583,27240,27954,55200,3216,1873,5097,56449,56196,112645
SED10072,22000,23385,45387,2495,2396,4886,10476,10270,20743,186,195,386,225,220,448,67,50,113,79,72,146,17,5,28,37,21,52,69,63,131,0,0,0,11153,10903,22056,5066,4918,9980,379,300,680,19088,18518,37603,2969,2844,5818,44056,44748,88801
SED10073,21700,23011,44708,2573,2765,5339,12639,12839,25483,332,300,630,281,298,580,87,114,202,146,117,263,33,25,52,29,31,57,135,111,244,4,0,3,13677,13836,27513,5921,6393,12318,373,316,686,22544,23307,45850,1921,1965,3888,46171,48284,94452
SED10074,22932,23942,46874,1682,1701,3385,9145,8985,18130,188,157,349,201,176,372,68,66,134,77,58,140,17,18,41,28,20,46,36,40,79,0,0,0,9752,9527,19279,3444,3322,6764,252,212,459,15126,14766,29893,1986,1984,3970,40049,40697,80748
SED10075,24552,25425,49986,3117,3360,6474,9505,10373,19872,144,169,308,191,201,391,29,31,56,60,60,115,13,19,29,30,24,53,63,83,152,0,0,0,10030,10946,20979,441,556,994,320,292,611,13912,15151,29064,2134,2130,4264,40602,42711,83309
SED10076,19329,19759,39088,3826,4269,8096,7834,8421,16254,237,253,491,329,352,677,50,60,117,126,105,232,20,35,55,53,58,117,297,314,614,16,19,36,8976,9610,18588,526,559,1089,248,216,464,13575,14657,28234,2746,2691,5437,35651,37110,72757
SED10077,21602,23066,44663,2435,2399,4829,11620,11549,23164,278,274,553,329,268,603,87,101,186,123,105,228,29,19,49,32,24,57,100,105,200,3,0,5,12594,12456,25043,8981,7989,16968,410,297,712,24423,23142,47564,2786,2473,5253,48806,48673,97481
SED10078,18776,20177,38950,1676,1675,3353,11081,11906,22992,303,342,643,221,262,483,68,68,136,111,105,221,28,28,58,22,35,60,98,122,221,0,0,0,11939,12875,24809,2863,2912,5779,376,402,786,16859,17866,34728,1889,1818,3707,37527,39863,77383
SED10079,20981,21531,42509,2487,2549,5042,8169,8904,17069,113,111,223,203,226,429,9,24,37,60,65,120,14,23,40,22,30,56,25,51,76,0,0,0,8628,9441,18066,325,388,712,220,177,395,11665,12553,24215,1787,1893,3675,34431,35973,70407
SED10080,14790,13512,28302,3889,3482,7369,13055,11479,24537,907,689,1596,779,678,1452,259,217,477,414,299,711,44,38,77,43,32,74,300,270,574,0,4,6,15803,13700,29502,8614,8736,17355,529,420,952,28835,26348,55181,3964,3176,7141,47585,43036,90625
SED10081,19613,20200,39815,4260,4692,8955,7750,8303,16060,178,151,335,610,674,1281,61,62,118,85,83,166,24,38,56,44,39,86,20,31,51,0,0,0,8771,9385,18159,912,911,1822,293,290,583,14237,15285,29524,3253,3232,6483,37102,38715,75820
SED10082,21161,22763,43923,2228,2240,4461,8929,9655,18581,150,156,307,160,202,361,27,25,51,59,62,125,27,35,59,24,25,49,32,35,69,0,0,0,9411,10195,19609,759,833,1588,190,172,356,12584,13435,26019,1683,2035,3721,35426,38236,73670
SED10083,20207,21499,41708,2160,2412,4567,8793,9627,18412,102,125,232,184,231,419,19,26,46,44,47,89,13,18,31,16,17,32,46,48,90,0,0,0,9215,10142,19354,554,606,1162,288,293,580,12213,13453,25663,2007,2260,4266,34420,37205,71631
SED10084,19626,21215,40840,2965,3284,6249,6384,7147,13534,572,644,1213,3119,3359,6479,74,81,149,91,126,214,38,38,75,67,78,144,55,72,128,5,0,4,10399,11545,21940,837,1044,1872,359,325,680,14550,16195,30747,2711,2941,5656,36886,40347,77237
SED10085,20661,20148,40814,4504,4753,9256,7106,7365,14466,180,141,317,682,571,1252,77,54,133,120,97,217,39,23,65,78,63,143,46,21,66,0,0,0,8335,8335,16663,588,566,1157,297,222,522,13720,13880,27596,3295,2685,5979,37682,36712,74396
SED10086,16700,18507,35209,2699,2881,5583,9100,10031,19128,428,474,904,359,382,737,76,105,185,151,195,344,13,17,35,18,20,36,98,121,218,3,3,5,10242,11344,21587,3967,4695,8662,265,294,561,17173,19219,36394,2071,2346,4418,35948,40073,76020
SED10087,19474,20196,39668,3406,3894,7300,8224,9074,17302,635,710,1349,743,661,1401,196,202,396,134,139,273,36,37,64,113,93,206,264,266,533,0,0,0,10344,11183,21529,1286,1282,2568,319,281,603,15357,16646,31999,2661,2577,5243,37493,39423,76914
