SA2_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
101041021,5,15,17,267,336,601,0,0,0,16,15,30,0,0,0,329,365,697,0,0,3,0,3,9,16,8,21,0,0,0,10,11,17,0,0,0,3,0,5,14,18,26,31,45,79,0,3,3,7,9,14,40,62,107,26,31,54,0,0,4,760,910,1673,0,0,7,11,7,13,0,4,4,0,0,0,0,0,0,4,4,4,4,9,9,905,876,1777,9,8,14,0,6,6,913,883,1794,134,141,271,1823,1968,3792
101041022,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,21,0,0,0,0,0,0,13,5,22,9,3,3,25,16,43
101041023,9,14,19,293,322,615,0,0,0,10,0,13,0,0,0,275,333,609,0,4,5,7,6,9,0,3,3,0,4,4,0,0,0,0,0,0,5,8,14,0,0,5,42,45,88,0,3,4,0,0,0,44,62,104,22,32,57,0,4,4,708,838,1545,0,6,9,9,0,10,0,0,0,4,0,4,0,0,0,6,4,10,9,4,14,741,734,1481,5,0,7,0,3,4,749,742,1491,180,159,343,1667,1757,3425
101041024,14,13,32,294,298,590,0,0,0,8,10,23,0,0,0,293,284,574,0,0,0,8,9,18,8,8,16,0,0,0,4,10,9,0,0,0,6,0,4,0,10,7,42,31,69,5,4,10,6,7,14,37,36,70,23,31,55,0,3,6,734,741,1479,0,5,9,0,0,5,0,0,0,4,0,3,0,0,0,4,8,9,5,3,13,817,730,1546,4,5,13,3,0,8,826,737,1562,216,218,439,1801,1722,3525
101041025,35,79,110,846,1093,1942,0,0,0,60,69,125,0,0,0,877,966,1842,0,0,0,18,16,36,52,70,124,5,9,12,20,24,39,0,0,0,14,20,34,31,44,79,125,131,255,3,7,10,4,4,11,138,235,375,98,124,218,5,0,7,2301,2812,5113,27,20,47,9,8,17,9,10,14,0,0,0,4,6,6,12,17,30,16,21,42,2717,2594,5308,19,4,24,10,13,24,2746,2617,5360,398,408,805,5536,5977,11513
101041026,21,21,41,616,767,1384,0,0,0,41,31,80,0,0,0,834,892,1726,7,0,12,14,10,21,12,17,25,3,4,10,8,14,26,0,0,0,9,10,17,22,35,59,118,157,276,9,8,15,4,0,7,71,87,159,69,79,143,0,3,9,1827,2122,3951,13,7,18,4,6,8,0,3,5,0,0,0,0,0,0,9,23,24,9,22,31,1938,1689,3631,19,20,39,9,15,24,1965,1722,3689,449,401,851,4292,4307,8600
101041027,38,76,114,800,887,1689,0,0,0,35,38,66,0,0,0,645,759,1410,0,0,6,26,16,40,23,31,56,5,3,5,16,27,45,0,0,0,7,15,21,11,14,22,87,119,211,0,7,9,18,18,33,103,170,271,59,72,134,0,3,6,1836,2182,4017,19,14,36,16,20,31,3,0,8,8,8,13,0,0,0,14,26,40,29,35,56,2356,2235,4593,24,19,41,9,14,25,2389,2269,4657,483,482,970,4804,5082,9888
101051539,99,118,211,2343,2775,5119,0,0,0,131,136,273,95,88,180,2899,3305,6206,10,8,13,86,79,169,39,39,80,8,19,30,18,24,44,0,5,5,28,40,64,54,61,116,192,212,403,33,44,80,22,36,54,344,393,740,172,175,345,6,5,6,6482,7441,13921,154,147,301,92,72,167,3,5,7,0,0,0,26,26,53,42,57,100,73,84,152,3904,3603,7506,40,32,75,19,23,40,3962,3656,7618,1352,830,2181,12212,12355,24565
101051540,19,31,45,1538,1536,3070,0,0,0,57,53,105,0,0,0,1860,1826,3684,0,4,5,69,49,113,17,24,48,6,3,10,13,13,20,4,4,3,12,23,34,23,29,51,157,123,278,9,16,24,14,17,33,260,274,536,109,120,228,13,12,26,4150,4115,8269,16,12,36,25,16,38,9,6,10,0,0,0,6,8,10,11,27,41,21,30,52,2120,1826,3941,11,9,21,13,10,28,2144,1845,3991,744,651,1395,7128,6715,13839
101061541,9,31,40,577,707,1285,0,0,0,49,59,110,0,0,0,811,924,1743,0,0,3,13,13,22,4,9,10,0,0,0,12,8,24,0,0,0,7,9,9,18,13,27,49,68,113,11,3,12,3,12,18,103,124,231,60,67,124,0,7,4,1724,2016,3740,24,19,40,8,13,25,0,5,4,3,0,3,6,5,8,3,14,17,12,11,29,1235,1165,2400,8,6,14,3,3,4,1241,1179,2417,247,226,468,3271,3493,6763
101061542,22,42,67,908,1103,2007,0,0,0,38,45,90,0,0,0,1406,1397,2800,0,0,0,31,41,69,11,12,32,0,0,6,30,39,75,0,4,5,23,26,42,50,34,87,101,93,202,14,17,27,12,9,19,209,237,452,98,140,237,6,3,9,2950,3218,6168,5,9,15,28,18,44,3,7,14,0,0,0,4,3,11,24,23,49,28,31,57,2766,2606,5371,33,20,53,4,17,24,2803,2643,5445,490,428,913,6330,6381,12713
101061543,22,20,41,972,1096,2062,0,0,0,39,48,87,49,62,115,1539,1788,3329,0,0,0,14,19,37,11,23,30,3,6,9,7,19,30,0,0,0,16,9,22,18,14,28,147,158,308,18,15,37,12,19,30,146,175,317,66,88,156,0,0,0,3061,3538,6602,26,22,43,237,240,483,0,0,0,0,0,5,15,12,27,10,12,16,29,27,49,1469,1407,2876,8,0,11,7,6,16,1483,1421,2909,431,445,885,5291,5715,11004
101061544,10,14,26,881,917,1803,0,0,0,17,23,42,0,0,0,1135,1152,2292,0,0,0,16,17,32,10,12,16,0,4,5,13,13,30,0,0,0,3,6,10,5,12,17,87,87,172,14,17,29,5,3,3,173,167,344,66,53,115,8,0,6,2428,2490,4926,3,0,0,26,25,49,0,0,0,0,0,0,0,0,3,6,9,18,3,12,20,1006,856,1861,4,0,7,6,8,12,1013,865,1878,408,368,775,3898,3777,7677
102011028,35,33,69,503,579,1086,0,0,0,50,39,92,0,0,0,715,745,1464,6,12,15,23,16,37,17,22,41,0,0,0,8,15,18,0,0,0,39,38,76,29,46,76,61,54,117,0,0,0,13,8,22,86,101,193,91,102,191,0,0,0,1639,1790,3429,5,5,13,9,6,13,8,21,33,3,0,3,0,0,0,7,5,7,8,8,12,1807,1724,3534,9,11,24,6,17,29,1829,1760,3586,197,159,356,3729,3781,7513
102011029,29,55,82,878,1066,1946,0,0,0,67,79,145,0,0,0,1164,1286,2445,6,16,28,22,32,54,48,52,98,6,4,11,13,10,30,0,0,0,33,32,58,26,38,61,95,89,179,4,10,18,8,10,12,119,159,277,122,141,262,0,4,4,2620,3011,5630,6,4,7,8,16,23,10,21,33,0,3,3,0,0,0,15,13,25,14,18,30,2390,2172,4562,22,13,39,11,25,41,2428,2208,4639,297,291,591,5417,5621,11042
102011030,11,27,37,347,340,687,0,0,0,49,60,107,0,0,0,474,466,942,3,0,3,60,52,106,3,5,8,5,3,5,9,4,10,0,0,0,15,20,33,7,17,26,56,57,111,5,0,3,12,10,25,59,59,123,47,42,91,5,0,4,1163,1133,2296,8,4,12,18,15,35,5,3,11,6,3,6,4,4,7,4,14,19,12,17,32,939,813,1750,7,10,21,5,0,11,959,827,1777,263,252,518,2445,2274,4716
102011031,62,102,163,1088,1533,2615,0,0,0,119,175,290,8,0,3,1439,1737,3175,5,4,9,68,62,129,26,38,66,3,9,11,22,30,52,17,27,49,118,131,256,80,113,190,175,238,414,17,32,51,40,60,101,202,262,467,190,237,431,13,12,32,3627,4705,8327,38,25,68,20,16,36,16,17,34,0,0,0,12,19,28,7,15,26,28,35,58,2630,2382,5008,27,16,49,11,22,29,2666,2420,5084,438,553,991,6897,7861,14758
102011032,153,237,384,1069,1394,2461,0,0,3,144,164,315,3,5,10,1962,2269,4231,16,15,31,78,81,159,20,28,55,29,27,55,18,19,35,29,30,57,112,133,245,128,167,295,186,229,417,10,14,26,65,74,132,213,285,493,260,330,588,13,25,37,4344,5301,9644,318,279,595,138,118,261,24,17,38,3,0,3,77,49,129,34,51,85,119,102,223,4355,4065,8412,50,35,82,32,34,64,4427,4133,8555,790,721,1505,10309,10903,21204
102011033,36,34,68,442,501,944,0,0,0,66,81,142,10,13,22,678,653,1332,0,0,0,23,34,63,12,8,17,13,18,32,4,12,17,3,5,3,16,13,28,23,27,48,59,68,127,0,0,0,18,22,41,79,88,168,80,81,156,3,0,3,1530,1624,3154,36,46,80,26,27,51,10,5,12,5,0,5,4,8,19,9,9,14,13,20,35,1440,1298,2734,10,14,27,3,4,6,1452,1310,2759,169,150,318,3272,3211,6485
102011034,24,31,56,562,817,1375,0,0,0,68,68,136,0,0,0,724,947,1671,7,17,27,9,10,20,6,23,33,0,6,9,6,6,10,3,3,10,54,51,101,17,33,52,70,107,178,3,4,6,10,6,15,106,154,260,90,122,213,0,6,3,1735,2390,4124,9,18,25,4,5,14,9,9,18,0,0,0,4,0,4,10,13,24,10,17,30,1481,1430,2905,7,4,16,0,9,10,1490,1438,2931,186,240,424,3465,4149,7615
102011035,47,61,111,439,565,1002,0,0,0,83,111,192,16,28,42,634,728,1362,4,8,16,28,27,57,8,11,17,14,20,33,12,10,18,3,0,7,34,51,85,62,76,136,51,66,114,6,10,9,17,10,26,72,95,167,134,152,285,0,6,11,1624,1961,3585,33,31,58,23,23,45,0,7,10,5,0,5,7,5,7,7,12,20,16,18,35,1586,1396,2977,18,15,33,3,13,13,1604,1416,3031,150,132,282,3499,3658,7157
102011036,24,39,62,549,612,1162,0,0,0,107,152,263,39,40,82,692,811,1499,0,3,4,19,32,45,19,25,38,15,22,41,14,14,33,4,4,9,40,43,81,72,79,145,84,78,164,0,10,15,29,26,57,104,130,229,117,150,271,14,3,18,1912,2231,4144,37,31,61,6,7,17,5,5,12,0,0,0,0,0,4,7,10,15,8,6,18,1830,1659,3486,22,10,30,9,15,23,1859,1679,3540,177,170,349,4026,4176,8205
102011037,36,52,92,434,530,960,0,0,0,48,53,99,0,0,0,619,708,1331,0,0,10,30,22,52,4,12,14,16,7,26,10,12,19,6,6,10,54,62,113,24,27,47,76,84,164,0,0,9,9,15,20,72,97,170,66,79,144,0,3,4,1485,1708,3189,27,20,41,8,6,18,6,7,9,0,0,0,4,4,6,7,13,20,8,14,21,1455,1369,2822,20,20,38,4,7,11,1477,1394,2871,162,163,327,3202,3362,6571
102011038,10,18,32,640,735,1376,0,0,0,87,98,182,0,0,0,637,758,1395,0,6,8,14,18,31,5,14,27,0,0,0,10,8,16,0,0,0,64,67,131,22,36,55,79,82,164,3,4,9,5,7,8,76,110,193,85,107,190,9,4,6,1745,2053,3795,6,5,13,7,5,16,11,5,13,0,0,0,0,0,0,10,4,9,10,4,17,1520,1397,2914,8,14,18,5,5,12,1530,1416,2945,181,156,338,3500,3662,7160
102011039,64,100,168,1019,1182,2203,0,0,0,62,62,124,0,0,0,1634,1770,3406,6,6,10,55,67,124,35,29,61,6,3,11,9,9,17,3,10,14,128,124,255,52,59,108,122,157,284,3,9,10,54,52,108,175,232,404,171,198,367,3,7,9,3525,3972,7496,43,39,82,28,34,65,20,18,31,0,0,0,3,3,11,10,11,24,14,16,28,3117,2919,6032,38,23,58,9,14,25,3159,2953,6111,463,402,865,7315,7534,14849
102011040,102,180,279,1939,2438,4377,0,0,0,107,143,246,0,0,0,2362,2907,5267,6,10,17,94,123,216,27,54,77,11,23,38,21,36,63,0,0,0,54,55,111,68,88,160,221,243,464,13,34,43,17,19,34,223,343,562,216,241,450,5,6,15,5389,6758,12143,47,33,84,41,34,74,15,17,29,6,6,13,15,22,35,20,37,59,40,65,102,5204,4873,10080,38,27,68,22,50,76,5266,4954,10225,864,893,1753,11766,12927,24697
102011041,31,48,80,774,958,1734,0,0,0,50,62,108,0,0,0,1094,1264,2361,0,4,10,49,43,94,26,34,58,0,0,4,10,15,24,0,5,7,87,90,177,43,45,88,95,93,186,0,4,3,31,41,73,112,153,261,103,125,233,0,0,0,2486,2944,5426,22,21,38,29,16,48,9,6,15,0,0,0,10,3,15,3,8,8,14,10,23,2324,2119,4439,22,12,36,4,24,31,2348,2156,4501,276,269,544,5205,5469,10675
102011042,77,147,218,1013,1343,2351,0,0,0,66,86,157,0,0,0,1360,1668,3028,5,4,13,47,44,87,11,23,36,4,16,23,10,9,22,7,0,12,42,43,80,58,74,128,149,182,328,13,23,38,12,15,24,155,169,327,119,144,258,4,3,11,3078,3856,6936,38,39,77,27,21,51,9,11,13,5,3,10,5,9,15,18,28,52,35,40,73,3033,2818,5851,24,33,52,9,19,27,3068,2865,5931,509,531,1050,6835,7508,14346
102011043,58,115,176,712,940,1651,0,0,0,70,109,175,15,21,39,982,1143,2124,10,16,23,31,34,68,22,21,41,28,17,44,14,15,28,11,9,12,80,92,171,64,77,141,133,155,288,12,13,25,17,29,45,143,209,357,141,149,296,3,9,8,2480,3055,5536,49,34,79,45,40,84,7,3,11,0,0,0,16,24,37,27,32,60,44,54,96,2378,2207,4594,20,20,39,14,13,26,2413,2238,4653,384,396,780,5481,5940,11423
102021044,64,85,149,1748,2219,3965,5,11,8,122,168,292,0,0,0,2462,2847,5311,0,11,11,67,62,127,31,42,74,13,15,26,15,17,34,5,10,18,93,93,183,90,109,194,161,238,396,14,20,35,45,41,78,213,314,524,217,241,459,3,8,8,5301,6461,11760,35,21,57,28,22,53,9,6,14,0,0,0,5,3,12,26,25,47,29,30,56,4594,4332,8932,39,18,49,7,24,30,4638,4380,9020,779,944,1718,10884,11942,22825
102021045,15,35,48,899,1039,1939,0,0,0,59,55,121,0,0,0,1047,1277,2325,3,3,3,21,21,46,25,30,54,11,11,19,5,7,12,9,11,14,22,26,43,37,55,91,72,106,181,15,20,34,13,15,28,85,110,194,93,82,171,0,7,0,2412,2860,5277,18,18,34,30,28,54,0,4,5,5,0,6,4,4,3,27,36,61,28,36,69,2676,2456,5126,7,9,16,13,22,34,2695,2480,5176,313,311,625,5521,5769,11290
102021046,38,58,96,873,1113,1985,0,0,0,58,75,127,0,0,0,1057,1192,2252,0,3,0,20,15,35,20,33,48,8,20,34,0,7,11,0,0,3,26,16,40,36,30,64,87,110,199,8,24,38,7,18,28,96,116,213,68,68,139,4,6,3,2375,2843,5221,0,3,4,4,9,13,0,0,5,7,3,12,0,0,0,13,12,30,24,18,42,1950,1698,3648,19,4,22,7,10,23,1975,1714,3690,340,322,667,4759,4969,9728
102021047,33,54,82,1302,1583,2887,0,0,0,106,120,229,0,6,10,1748,2000,3749,8,13,15,54,42,99,29,36,69,4,11,14,11,13,22,3,4,9,76,82,161,53,70,128,119,147,269,7,11,14,46,40,89,165,222,385,171,191,366,0,0,4,3923,4589,8510,26,33,59,13,12,30,6,4,8,0,5,3,3,3,8,12,21,37,19,32,45,3252,3045,6296,31,23,59,10,19,34,3294,3092,6385,426,448,876,7736,8273,16006
102021048,81,131,211,1838,2261,4097,0,0,0,149,198,340,0,0,0,2057,2468,4525,3,9,10,70,66,133,40,68,113,22,22,47,20,13,33,0,9,8,71,85,154,63,96,158,182,221,402,22,29,50,30,40,68,196,276,480,200,213,410,10,12,19,4971,6076,11053,41,57,96,52,39,98,6,5,15,8,3,12,4,3,7,28,37,66,40,46,85,4598,4192,8786,48,30,76,22,39,57,4659,4258,8916,940,959,1898,10790,11571,22362
