SA2_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
115021297,0,0,0,0,0,0,0,4,4,219,143,32,399,12,10,25,421,205,3,638
115021298,0,0,0,0,0,0,0,0,0,44,37,9,88,3,0,5,91,57,0,150
115031299,0,0,0,0,0,0,0,0,0,16,20,8,35,0,0,0,35,34,3,70
115031300,0,4,0,0,0,4,0,8,15,218,171,44,436,8,10,15,449,229,16,702
115041301,0,4,0,0,0,4,0,0,3,123,81,30,239,6,9,14,249,139,3,390
115041623,0,0,0,0,0,0,6,0,7,108,61,18,181,8,7,14,194,73,0,269
115041624,0,4,0,0,0,4,0,7,6,206,88,32,321,7,5,11,337,121,7,464
115041625,4,0,0,0,0,0,0,0,3,228,89,35,357,7,6,18,371,136,0,505
116011303,0,0,0,0,0,0,3,8,4,174,89,54,313,13,19,29,343,310,13,662
116011304,4,3,0,0,0,3,4,6,13,227,139,79,448,9,25,34,481,550,11,1044
116011306,0,0,0,0,0,0,7,11,22,265,140,66,471,25,16,36,511,625,19,1149
116011307,0,8,0,0,0,8,10,8,27,319,189,78,590,17,9,21,616,543,14,1173
116011560,0,0,0,0,0,0,3,0,10,148,98,32,277,10,6,8,290,301,6,600
116011561,0,0,0,0,0,0,0,10,10,191,103,43,346,11,8,23,366,343,10,719
116011626,0,0,0,0,0,0,0,4,9,177,70,41,288,4,0,6,295,279,3,579
116011627,0,4,0,0,0,5,0,6,6,103,68,27,200,13,4,20,220,222,13,453
116021309,0,3,0,0,0,3,0,3,8,172,80,33,290,6,7,13,305,146,3,452
116021562,0,0,0,0,0,0,0,0,0,58,26,8,93,0,0,6,96,31,0,127
116021563,3,3,0,0,0,3,4,3,13,340,179,56,570,15,8,21,595,292,8,899
116021628,0,0,0,0,0,0,3,7,8,218,88,36,341,3,8,14,350,156,6,516
116021629,0,0,0,0,0,0,0,0,0,110,50,28,191,3,3,8,195,110,4,314
116021630,0,5,0,0,0,5,6,3,11,188,88,55,330,11,11,22,352,261,4,615
116021631,0,0,0,0,0,0,0,3,3,84,48,18,146,4,5,5,154,79,7,236
116021632,0,0,0,0,0,0,0,5,9,318,136,69,520,25,14,36,560,221,12,794
116021633,6,6,0,0,0,6,5,3,6,155,58,21,229,0,4,3,234,108,8,350
116031313,0,0,0,0,0,3,14,30,45,205,172,79,460,42,28,74,532,963,36,1531
116031314,0,6,0,0,0,6,4,0,8,118,61,40,217,12,5,11,233,154,0,385
116031315,5,5,0,0,0,5,6,6,16,298,159,73,528,23,14,33,565,368,8,936
116031316,0,4,0,0,0,4,19,24,44,258,183,86,530,37,22,62,594,898,37,1525
116031317,0,7,0,0,0,7,7,19,26,223,171,73,466,30,16,54,520,753,32,1305
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,3,0,0,0,0,0,8,4,14,294,143,81,520,14,14,30,547,439,13,1001
117011320,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,6,12,6,0,16
117011321,0,4,0,0,0,4,4,3,12,214,113,30,358,3,0,6,361,154,6,522
117011323,4,4,0,0,0,4,5,4,12,197,126,42,360,16,8,19,381,294,12,685
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011634,0,0,0,0,0,0,4,0,5,122,71,17,206,4,7,7,215,190,10,415
117011635,0,0,0,0,0,0,3,0,4,175,92,36,299,11,10,21,323,249,10,578
117021327,0,0,0,0,0,0,0,0,0,251,95,24,370,10,3,14,387,181,5,573
117021328,0,0,0,0,0,0,0,0,0,88,51,15,155,5,0,11,163,129,0,296
117021636,0,0,0,0,0,0,3,3,4,151,81,22,254,9,15,21,269,201,4,473
117021637,0,0,0,0,0,0,8,5,14,149,109,20,273,13,13,29,304,300,7,611
117031329,0,0,0,0,0,0,0,3,5,79,19,7,109,3,5,4,110,58,3,173
117031330,0,0,0,0,0,0,0,0,5,201,63,16,281,3,3,9,290,106,0,400
117031331,0,0,0,0,0,0,9,0,10,192,116,27,330,14,7,20,348,311,3,661
117031333,0,0,0,0,0,0,5,0,6,94,46,11,147,3,5,12,163,152,0,314
117031336,0,0,0,0,0,0,0,4,4,99,28,10,130,5,4,6,141,92,0,240
117031638,0,0,0,0,0,0,0,0,0,76,24,7,104,3,0,4,113,42,0,152
