SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
122021690,1579,3180,27,159,204,928,39,182,980,3854,1254,5120,120,493,172,606,339,1090,621,2196,1879,7316,6,19,42,121,17,42,144,372,197,557,33,88,67,140,212,474,301,707,501,1265,27,63,3992,11823
122021691,906,1841,17,72,168,763,39,171,892,3516,1114,4518,104,424,140,506,286,937,531,1869,1645,6384,3,12,39,117,14,38,137,343,194,506,24,72,57,129,167,372,248,568,443,1078,24,53,3025,9356
122031424,1146,2329,28,157,228,1010,49,219,1066,4241,1364,5624,153,657,228,812,430,1440,809,2914,2179,8535,8,48,35,124,17,67,166,437,231,678,35,114,59,131,238,526,329,770,561,1451,47,97,3930,12410
122031425,714,1440,16,84,133,602,30,127,630,2487,803,3301,83,351,129,450,201,648,408,1448,1212,4743,0,7,21,48,6,14,72,180,89,251,18,63,26,69,109,238,152,368,249,622,19,38,2190,6845
122031427,999,2017,23,115,269,1213,21,92,1056,4269,1362,5695,143,607,294,1061,342,1141,776,2804,2146,8503,4,28,29,97,6,30,111,284,153,437,21,66,77,187,175,382,272,628,424,1065,31,66,3593,11653
122031429,2423,4842,29,140,292,1328,29,153,1666,6257,2025,7874,137,566,298,1058,322,1047,756,2667,2776,10542,3,19,45,127,4,32,261,578,316,760,31,101,117,260,236,532,387,893,701,1649,71,148,5971,17174
122031430,1471,2968,30,156,266,1194,40,183,1552,6148,1895,7690,130,547,280,1014,328,1064,736,2625,2630,10313,5,33,33,105,10,34,188,438,234,611,31,87,63,148,222,509,319,740,553,1351,42,81,4696,14710
122031432,397,802,10,61,58,270,9,41,244,997,323,1368,40,162,70,254,123,405,228,819,557,2186,0,0,7,29,0,10,26,63,36,100,7,20,15,30,30,68,48,116,85,211,6,15,1046,3213
122031692,782,1581,13,78,169,753,27,111,607,2421,815,3359,109,458,143,518,240,788,492,1763,1306,5124,8,26,26,80,8,30,63,156,109,291,15,47,27,82,109,243,158,367,260,663,21,38,2369,7397
122031693,1388,2800,24,138,201,898,34,158,962,3760,1223,4954,157,662,203,719,346,1133,701,2518,1925,7468,8,20,32,101,8,27,161,396,209,554,25,66,66,157,182,393,264,618,475,1167,46,102,3839,11541
122031694,817,1638,16,84,145,665,14,55,679,2640,853,3431,72,302,148,529,199,676,415,1510,1273,4942,0,13,21,52,5,23,110,256,135,337,18,62,45,100,127,280,195,440,330,781,28,49,2440,7403
122031695,2298,4649,13,69,98,437,19,87,1318,4651,1445,5239,65,273,139,475,211,661,407,1402,1855,6645,3,14,36,100,14,43,264,581,313,735,35,111,128,274,299,642,467,1026,779,1762,96,204,5034,13266
122031696,1400,2820,29,146,352,1557,36,170,1453,5808,1866,7680,217,927,325,1196,494,1633,1035,3756,2903,11438,7,14,53,178,10,34,136,327,208,559,32,112,52,126,207,464,295,703,496,1257,28,69,4825,15588
122031697,1291,2578,15,87,104,462,18,55,726,2700,856,3307,63,269,116,414,202,663,384,1338,1241,4649,3,19,28,73,6,12,147,312,180,418,22,65,66,129,160,350,239,541,424,961,31,72,2992,8260
123011433,1310,2631,41,215,182,842,63,296,857,3461,1144,4810,100,457,123,434,369,1231,593,2120,1736,6931,4,26,32,108,27,86,173,441,236,661,15,59,49,108,187,402,249,569,483,1234,21,45,3548,10848
123011698,450,916,19,123,81,383,47,228,593,2296,738,3035,48,207,45,141,138,465,225,811,964,3843,11,43,18,76,15,68,160,436,208,618,9,38,25,53,113,253,148,343,352,962,18,41,1787,5757
123011699,1176,2369,45,269,212,965,60,292,1106,4424,1431,5959,112,484,113,412,342,1153,562,2050,1991,8008,16,75,53,209,32,102,259,693,359,1084,37,126,55,120,228,524,318,769,681,1852,44,90,3885,12322
123011700,774,1565,49,286,243,1148,86,427,862,3511,1248,5372,158,690,159,584,370,1271,688,2552,1935,7923,6,34,19,73,21,74,124,353,168,532,21,68,25,65,102,244,148,375,315,907,33,62,3053,10458
123011701,1412,2874,65,361,308,1476,110,528,1422,5704,1902,8064,201,869,216,762,616,2065,1030,3691,2934,11757,30,114,70,254,46,179,319,900,461,1453,53,175,71,174,289,669,419,1018,881,2464,49,102,5276,17202
123011702,781,1576,22,132,97,461,35,183,1118,4304,1276,5075,33,158,59,213,134,456,230,831,1508,5911,6,28,31,124,16,73,217,610,274,824,11,36,33,74,98,240,147,349,417,1180,23,53,2736,8711
123021436,1399,2848,64,399,197,1012,108,552,1272,5074,1643,7037,130,570,123,427,469,1528,724,2519,2364,9556,40,207,111,406,82,308,562,1631,795,2560,46,180,87,210,496,1137,632,1522,1420,4082,92,199,5279,16686
123021437,1919,3909,73,448,219,1075,78,409,1395,5413,1769,7345,113,510,170,600,439,1461,727,2570,2499,9916,24,129,71,260,49,159,437,1168,577,1719,36,132,92,199,396,912,521,1246,1099,2963,113,236,5630,17032
123021438,1559,3187,75,457,217,1053,95,466,1274,5100,1663,7084,141,626,177,602,657,2245,978,3472,2641,10557,27,120,71,299,71,282,458,1354,626,2054,55,173,104,247,419,940,569,1362,1200,3420,78,165,5476,17324
123021439,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
123021441,1473,3008,69,386,217,1098,80,354,1054,4151,1414,5986,109,462,105,354,463,1535,673,2356,2083,8342,19,81,52,177,34,143,300,823,407,1230,34,120,56,134,361,817,446,1073,855,2301,86,184,4497,13830
123021443,1371,2802,70,410,294,1412,106,520,1585,6373,2051,8711,162,717,221,769,627,2110,1005,3590,3049,12305,25,125,81,312,48,175,352,1035,503,1651,48,157,57,139,449,1025,550,1320,1056,2971,107,245,5592,18319
123021444,1851,3769,84,549,228,1148,117,558,1095,4409,1529,6665,160,731,182,622,674,2220,1019,3580,2546,10244,28,135,85,334,75,294,495,1428,681,2193,58,204,88,215,455,1056,607,1471,1287,3666,97,213,5790,17889
123021703,1000,2054,44,265,226,1091,43,199,1745,6764,2061,8317,81,374,114,432,238,823,435,1629,2497,9942,0,14,27,93,16,80,157,474,206,665,26,95,28,73,144,354,204,528,409,1191,38,89,3946,13277
123021704,721,1467,23,135,162,740,38,168,897,3412,1115,4458,82,350,127,429,264,887,472,1672,1587,6133,6,18,22,77,19,55,137,365,178,524,18,63,39,83,192,439,243,588,421,1106,47,95,2779,8799
123021705,1291,2603,37,248,198,947,61,304,1155,4512,1454,6005,135,570,182,634,529,1765,844,2967,2298,8974,11,52,59,215,36,133,290,815,389,1206,39,146,63,154,345,807,453,1098,848,2312,63,138,4496,14026
123021706,841,1731,43,262,224,1057,48,233,912,3579,1228,5140,98,423,148,510,346,1152,588,2085,1816,7224,24,113,61,240,52,203,333,967,474,1529,19,63,70,157,384,877,476,1100,944,2629,73,154,3682,11736
123031445,629,1265,21,137,87,412,36,178,338,1374,488,2108,48,201,28,107,200,672,271,979,760,3089,3,24,16,61,12,52,88,256,125,397,12,41,19,45,91,197,120,287,245,681,13,27,1642,5067
123031446,1024,2064,35,202,163,764,76,352,927,3806,1189,5121,80,345,89,322,313,1045,477,1710,1675,6833,4,31,22,72,7,35,122,315,156,452,7,25,25,50,102,235,133,311,288,760,18,45,3011,9702
123031447,1935,3903,42,242,198,936,112,531,1287,5143,1643,6854,141,611,109,367,524,1751,772,2727,2420,9590,18,95,60,216,46,161,334,946,459,1414,32,98,62,131,321,715,417,951,877,2362,45,103,5276,15961
123031448,988,1994,68,396,141,682,59,275,643,2633,910,3982,83,353,104,377,331,1102,519,1828,1427,5816,0,10,18,60,14,67,107,288,147,427,8,33,23,50,102,225,131,314,277,734,13,27,2704,8580
124011449,814,1602,4,32,36,171,11,39,287,1067,341,1309,8,45,44,147,82,256,138,445,479,1752,4,20,27,75,13,43,103,239,146,379,4,4,36,73,105,225,147,308,291,684,17,39,1602,4077
124011450,2119,4268,44,234,313,1457,56,256,1304,5229,1714,7173,171,726,256,879,526,1677,949,3283,2657,10454,15,65,50,170,25,81,247,639,333,946,24,62,92,202,273,590,385,855,715,1800,44,90,5543,16613
124011451,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
124011452,1711,3410,14,82,112,496,33,155,550,2107,710,2848,46,179,115,378,196,627,353,1184,1070,4032,4,11,43,151,18,52,244,598,312,813,16,50,84,178,250,535,348,764,659,1575,48,99,3489,9120
124011453,1295,2604,27,173,150,703,36,173,716,2736,933,3782,77,335,126,421,277,888,484,1639,1414,5425,5,14,38,113,13,47,201,516,249,683,23,61,70,151,207,438,294,647,542,1330,31,57,3279,9419
124011454,2537,5087,55,276,338,1571,77,349,1445,5776,1908,7978,166,711,261,900,541,1747,972,3358,2887,11327,6,33,43,148,24,81,276,731,360,1006,36,129,114,250,333,723,488,1098,841,2106,43,83,6308,18602
124011455,876,1755,16,72,65,312,14,69,363,1411,459,1859,17,72,70,220,124,394,209,687,669,2548,3,9,26,86,9,26,83,227,120,352,4,21,14,38,85,168,108,234,231,588,23,49,1800,4936
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,1525,3106,55,303,149,693,79,394,1012,3960,1293,5351,82,356,77,261,441,1431,597,2044,1893,7396,19,89,59,219,43,180,387,1117,507,1601,24,93,62,129,409,912,494,1127,1002,2731,69,144,4490,13383
124031459,1391,2808,33,202,172,782,75,324,944,3731,1222,5047,115,494,142,482,437,1424,693,2394,1917,7439,6,25,40,155,26,79,183,484,259,740,31,105,60,136,258,574,347,810,603,1550,39,84,3949,11878
124031460,1669,3379,71,389,344,1607,117,544,1563,6164,2093,8704,233,1013,268,960,684,2320,1188,4291,3286,12996,20,92,88,315,52,180,342,919,500,1514,39,123,95,220,316,732,451,1078,950,2596,47,98,5943,19061
124031461,1674,3397,46,271,186,907,91,433,1075,4181,1400,5794,99,434,123,420,397,1315,622,2168,2021,7964,12,65,62,219,39,143,387,1053,503,1483,38,131,71,154,408,898,519,1184,1021,2666,72,145,4789,14176
124031462,1672,3427,51,301,263,1249,89,428,1905,7370,2303,9351,144,624,194,692,419,1403,756,2720,3060,12069,18,86,64,229,55,189,588,1615,724,2117,45,149,96,219,466,1042,603,1406,1328,3526,131,290,6197,19308
124031463,941,1919,54,290,183,877,82,428,966,3947,1284,5540,137,598,129,472,335,1139,601,2206,1884,7745,10,49,29,100,19,90,148,417,204,652,13,51,26,64,136,314,180,428,387,1080,36,78,3240,10821
124031464,1752,3530,19,92,99,438,45,191,819,3027,977,3758,46,195,84,285,229,737,356,1211,1334,4970,10,37,48,182,35,145,493,1238,586,1602,30,91,88,179,386,849,502,1121,1088,2723,140,299,4312,11515
124031465,556,1126,24,123,73,349,42,184,479,1909,613,2567,59,251,60,216,188,633,308,1107,916,3671,4,34,10,29,6,23,69,188,90,279,10,28,15,34,85,206,113,267,199,546,13,25,1682,5365
124031707,1422,2897,45,245,216,1038,96,464,1179,4695,1528,6443,129,580,151,512,518,1709,796,2805,2330,9249,18,92,59,239,44,166,335,979,459,1476,40,138,65,139,314,713,416,993,872,2468,53,107,4675,14718
124031708,928,1895,37,208,206,979,49,236,1550,5953,1846,7375,72,332,86,301,213,727,371,1353,2211,8734,14,57,33,141,17,61,223,662,290,920,20,63,31,76,135,309,184,450,475,1377,42,80,3654,12086
124041466,1541,3107,28,157,129,608,71,349,860,3311,1090,4422,87,362,79,280,321,1040,488,1678,1582,6103,12,51,45,145,19,72,279,724,358,1003,37,125,69,152,346,760,459,1040,816,2038,55,110,3997,11363
124041467,1387,2806,32,178,147,669,90,424,930,3669,1199,4943,99,411,112,381,383,1267,589,2054,1788,6999,9,53,52,176,42,154,366,1012,470,1392,25,85,83,184,343,756,448,1029,923,2424,58,118,4147,12347
124041468,571,1169,15,90,80,401,51,236,332,1390,478,2122,76,320,52,186,282,983,411,1488,883,3611,4,11,14,37,8,32,81,240,105,326,3,25,19,42,120,266,143,331,247,654,21,46,1728,5482
124051469,544,1116,30,165,100,464,33,165,383,1515,542,2302,83,350,62,224,303,1033,449,1608,985,3914,8,21,22,78,8,36,86,233,112,363,17,69,26,54,105,249,146,369,262,736,15,37,1814,5803
124051470,1753,3580,69,422,264,1270,107,520,1301,5246,1746,7460,146,658,171,610,729,2427,1050,3703,2795,11164,19,88,69,234,37,152,348,1000,469,1473,38,144,77,167,395,909,503,1229,977,2699,51,117,5575,17560
124051580,951,1933,40,253,140,683,52,253,812,3214,1043,4404,72,298,78,281,300,1038,449,1623,1491,6021,16,93,60,262,43,180,335,982,458,1516,25,92,47,109,331,769,407,971,865,2483,71,151,3378,10594
124051581,1166,2378,46,339,143,728,51,260,1004,3943,1247,5268,75,332,77,245,298,979,446,1554,1695,6827,23,130,59,206,51,187,449,1266,583,1780,31,106,74,176,482,1076,589,1354,1171,3135,121,253,4154,12607
125011475,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
125011582,1345,2793,61,387,217,1150,36,198,1086,4433,1397,6172,135,637,134,467,410,1399,680,2506,2083,8682,15,87,34,141,20,90,174,515,245,833,33,118,56,142,267,653,361,911,605,1745,148,334,4178,13553
125011583,885,1854,10,74,80,398,18,85,627,2477,740,3032,33,136,69,247,142,465,239,849,978,3879,11,37,23,80,9,37,80,214,114,366,13,40,30,82,133,310,175,441,290,803,130,289,2288,6819
125011584,493,1012,48,312,141,756,35,190,536,2274,760,3535,84,395,78,282,261,892,422,1565,1187,5097,12,49,17,81,13,48,86,271,132,445,14,50,27,69,144,324,190,446,315,896,33,77,2032,7091
125011585,641,1332,20,113,95,488,24,111,450,1845,594,2550,74,316,105,388,280,937,460,1644,1050,4198,6,28,19,62,7,41,84,236,113,366,20,60,52,143,196,466,272,667,383,1038,70,157,2146,6727
125011586,1987,4110,45,264,192,914,34,154,1183,4544,1455,5881,144,627,248,868,620,2080,1012,3578,2463,9456,6,27,42,148,7,41,191,523,247,732,38,130,80,192,413,939,533,1263,777,2003,179,413,5408,15981
125011587,344,735,20,135,64,319,13,85,307,1240,405,1764,56,269,42,168,148,492,250,920,656,2689,9,47,12,47,5,30,52,149,85,280,7,28,21,59,100,239,132,337,215,615,19,47,1234,4085
125011709,682,1377,14,85,134,601,18,83,750,2822,912,3588,51,228,128,456,169,546,350,1234,1258,4827,4,14,12,45,8,34,83,226,108,315,16,39,35,95,98,218,147,355,255,670,24,58,2217,6930
125011710,3283,6574,3,10,57,243,5,27,1621,5527,1682,5812,20,74,99,333,121,369,242,778,1923,6586,0,4,17,56,10,23,259,596,282,674,11,39,72,152,221,451,303,642,593,1323,131,260,5924,14737
125021477,1965,3957,40,233,285,1327,70,304,1900,7295,2288,9155,214,931,299,1068,664,2228,1179,4227,3465,13379,11,44,72,227,17,68,298,806,393,1139,56,209,131,294,460,1016,649,1520,1043,2664,95,207,6570,20210
125021478,1500,3039,30,169,247,1178,46,233,1336,5146,1663,6724,157,719,258,915,498,1636,920,3266,2577,9989,5,36,53,179,20,68,240,643,313,923,40,134,109,247,329,731,473,1117,789,2042,75,158,4946,15228
125021711,965,1932,8,66,207,950,28,128,898,3494,1147,4641,130,567,251,891,365,1200,746,2655,1893,7297,3,21,39,123,4,11,112,292,157,443,26,86,71,172,163,366,263,625,421,1065,36,70,3306,10368
125021712,1656,3355,18,101,234,1057,32,155,1789,6877,2076,8190,164,686,350,1212,510,1684,1024,3584,3093,11772,10,33,41,122,9,24,256,662,313,846,39,120,111,289,243,540,390,940,701,1788,76,169,5539,17078
125031479,1038,2153,107,692,316,1712,101,530,1077,4703,1611,7637,183,850,209,758,539,1867,934,3476,2544,11114,22,112,84,328,35,143,276,888,412,1474,65,241,100,248,470,1134,628,1619,1047,3096,104,249,4731,16607
125031480,870,1805,78,530,217,1162,60,360,744,3181,1108,5226,132,611,138,490,401,1423,668,2525,1775,7748,24,123,54,203,38,141,232,685,342,1149,43,144,68,162,371,905,476,1213,826,2365,75,163,3543,12077
125031481,1698,3532,82,553,238,1300,71,355,1334,5429,1736,7643,140,682,159,596,542,1924,850,3202,2581,10844,17,107,39,175,23,88,249,733,333,1098,41,165,71,171,417,989,534,1324,867,2423,182,396,5328,17193
125031483,1098,2257,146,974,301,1683,108,620,1279,5626,1838,8908,192,921,105,397,559,2028,861,3344,2703,12250,41,219,76,321,42,183,282,897,442,1621,36,151,84,199,413,1001,541,1349,979,2974,91,197,4860,17674
125031484,1351,2782,108,647,304,1627,104,556,1375,5776,1888,8609,167,806,166,598,547,1924,878,3331,2767,11940,31,183,85,344,45,191,326,952,490,1674,64,253,108,249,448,1081,621,1583,1106,3256,131,290,5358,18271
125031486,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,9
125031487,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
125031713,1417,2864,42,254,233,1124,60,310,1145,4788,1488,6467,150,670,185,678,555,1897,895,3244,2381,9711,10,51,45,165,21,86,191,551,264,851,48,162,61,152,330,779,446,1092,709,1946,53,121,4564,14644
125031714,1459,2972,76,462,245,1284,74,361,1605,6437,1998,8538,162,772,162,588,595,2128,919,3488,2914,12020,25,114,53,209,25,106,311,868,412,1301,57,203,98,234,484,1163,642,1605,1054,2905,156,357,5578,18261
125031715,784,1577,30,172,179,830,35,169,898,3537,1135,4707,89,382,150,556,305,1049,548,1985,1688,6689,6,44,31,107,18,78,140,365,199,603,31,100,43,109,170,396,240,608,434,1210,33,75,2943,9558
125031716,451,921,27,154,104,490,19,110,516,2075,661,2828,68,335,74,275,187,656,331,1268,992,4101,3,24,16,66,11,52,87,254,122,399,22,87,25,59,168,400,218,547,335,944,31,65,1808,6032
125041489,2101,4236,18,109,177,804,31,131,1807,6525,2038,7571,80,339,188,647,301,1004,569,1987,2602,9554,4,31,52,176,19,63,287,707,368,981,37,136,116,259,375,808,526,1202,895,2183,170,363,5769,16334
125041490,790,1603,8,71,151,678,23,91,681,2690,870,3519,77,336,158,561,233,771,470,1677,1341,5194,5,21,18,60,0,14,64,172,94,267,10,34,37,88,127,289,174,414,267,682,18,34,2418,7511
125041491,1911,3883,17,96,193,871,27,123,1978,7182,2209,8275,68,292,181,645,246,797,494,1731,2708,10004,6,42,45,157,11,41,225,552,294,793,29,96,97,211,287,619,418,924,711,1717,115,235,5442,15845
125041493,1911,3905,47,281,301,1408,42,234,1663,6394,2052,8319,169,717,294,1086,624,2045,1084,3846,3134,12162,18,88,63,215,28,115,230,648,335,1065,47,158,87,213,444,994,576,1359,918,2423,106,234,6076,18722
125041494,1007,2029,23,119,189,868,31,164,940,3751,1187,4906,113,482,165,614,332,1107,613,2199,1800,7104,0,4,24,83,6,12,107,291,139,392,23,78,39,91,170,386,228,549,366,942,19,38,3200,10116
125041588,833,1698,18,104,208,939,26,130,1421,5322,1681,6495,87,390,176,627,272,907,532,1923,2215,8417,6,42,31,106,10,39,121,333,169,522,20,64,33,69,193,432,236,566,404,1089,76,160,3528,11365
125041589,1528,3121,17,121,222,985,27,115,2355,8445,2629,9665,113,478,257,920,310,1061,677,2458,3300,12122,3,15,39,140,13,38,208,497,260,690,25,79,69,163,263,607,362,850,620,1539,116,263,5563,17043
125041717,1344,2725,0,6,34,155,6,24,1196,4041,1238,4230,8,41,48,150,48,155,111,347,1350,4572,0,0,14,38,0,7,105,246,123,291,3,8,41,89,81,175,125,275,248,562,120,246,3061,8108
125041718,852,1749,9,76,62,278,5,32,841,2981,923,3359,28,117,65,230,103,364,204,710,1124,4071,3,8,9,40,5,19,86,222,100,285,15,61,36,84,129,282,180,422,281,709,104,227,2365,6757
125041719,821,1695,7,26,50,235,6,29,812,2837,880,3135,17,75,50,170,79,278,145,519,1029,3650,0,10,11,38,9,33,110,266,131,349,5,27,16,40,113,244,133,312,267,662,66,149,2177,6162
126011496,2041,4072,31,190,400,1824,23,99,1647,6521,2108,8632,229,976,461,1666,607,1990,1301,4627,3408,13260,5,19,41,144,17,42,162,413,223,624,41,124,97,235,267,600,409,957,630,1582,58,123,6132,19036
126011720,1362,2733,13,75,213,937,9,54,1240,4657,1474,5721,122,516,269,965,334,1089,719,2570,2198,8293,0,0,22,65,4,18,156,373,182,458,20,69,85,194,162,342,265,603,447,1065,63,125,4066,12218
126011721,1755,3544,11,61,297,1317,22,104,1603,6040,1934,7524,141,587,346,1222,435,1432,922,3233,2860,10759,0,8,43,140,6,24,226,575,277,743,31,94,128,300,222,465,381,856,658,1600,75,160,5348,16058
126021498,1628,3265,12,71,180,828,18,82,1084,4159,1297,5137,121,502,237,858,331,1073,684,2433,1987,7568,3,11,34,109,3,9,166,403,212,528,32,93,94,212,202,430,323,734,537,1265,73,145,4219,12244
126021499,868,1721,24,138,193,890,15,60,583,2347,815,3442,102,446,206,761,210,674,517,1877,1334,5320,5,21,29,87,3,7,75,185,103,291,8,27,43,94,96,198,146,320,253,614,18,43,2469,7703
126021500,2744,5513,5,46,140,613,22,80,1639,5880,1806,6623,59,243,216,734,307,981,588,1961,2390,8582,0,11,45,130,13,48,272,631,326,819,19,56,152,325,240,526,413,909,741,1729,186,386,6065,16210
126021501,1533,3083,20,120,193,863,19,84,1183,4502,1424,5573,120,514,261,928,393,1289,774,2736,2193,8307,0,8,35,104,3,15,133,330,174,454,18,54,50,118,247,566,313,735,489,1188,65,133,4282,12706
126021503,2295,4646,18,89,191,838,19,83,1484,5461,1705,6466,98,427,221,779,379,1262,698,2470,2407,8937,4,19,27,86,14,46,199,521,250,663,36,99,96,211,307,701,434,1016,684,1678,146,301,5527,15563
126021590,398,806,9,29,64,313,7,38,278,1102,360,1481,60,259,85,306,154,515,298,1080,659,2556,0,5,9,14,0,6,22,54,29,79,16,42,9,30,69,155,87,226,116,309,17,30,1187,3700
126021722,651,1309,10,47,129,593,11,51,536,2084,688,2783,77,319,128,463,220,710,420,1495,1106,4275,3,9,13,39,0,8,47,128,66,186,13,51,25,68,103,226,147,340,208,528,19,39,1985,6152
126021723,1918,3864,18,112,196,892,31,124,1370,5147,1613,6274,147,630,302,1056,526,1712,972,3395,2586,9668,6,19,33,114,7,39,178,473,231,646,30,100,104,246,287,627,423,971,648,1615,82,180,5231,15328
126021724,1762,3549,31,165,231,1029,36,153,1469,5614,1769,6967,168,715,289,1023,538,1764,989,3506,2757,10471,8,24,40,137,13,42,242,580,303,784,33,109,85,190,361,801,479,1106,779,1886,117,251,5417,16165
126021725,1536,3086,4,18,87,387,5,40,1066,3796,1163,4233,35,158,95,330,147,470,274,961,1435,5194,0,4,20,58,0,6,148,345,170,418,17,45,45,93,122,275,182,415,356,827,81,164,3410,9275
127011504,797,1653,125,829,198,1105,87,466,787,3461,1204,5863,104,480,93,327,415,1453,609,2260,1811,8119,35,181,117,516,77,309,467,1528,700,2539,65,229,90,216,542,1304,691,1747,1393,4280,119,264,4124,14317
127011505,1022,2090,45,295,168,855,48,264,901,3609,1160,5023,109,495,82,302,366,1281,554,2075,1721,7105,14,78,35,133,18,72,153,450,218,734,23,84,25,62,197,469,242,616,458,1351,41,92,3246,10637
127011592,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,8,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,9,20
127011593,413,840,45,253,136,679,35,172,322,1348,537,2448,109,493,132,503,346,1237,591,2232,1125,4681,7,31,34,120,19,63,74,222,120,434,17,64,30,68,121,315,167,447,285,876,15,32,1837,6427
127011594,756,1565,54,347,216,1095,54,270,674,2844,999,4559,177,817,149,545,575,2003,903,3367,1904,7926,24,95,46,190,42,167,188,568,297,1022,53,187,65,173,284,707,397,1063,691,2085,50,108,3401,11679
127011595,696,1424,68,417,238,1199,74,353,832,3503,1206,5474,158,728,160,591,527,1881,848,3204,2055,8672,16,90,42,169,24,94,177,514,264,870,47,160,48,109,264,657,355,925,616,1793,43,97,3405,11986
127011596,678,1411,80,482,255,1227,62,326,987,4124,1385,6161,168,738,179,667,470,1611,817,3019,2205,9184,18,75,57,205,16,60,161,512,248,847,41,146,50,137,195,485,287,764,536,1613,20,51,3440,12254
127011597,800,1639,85,493,346,1699,106,536,1391,5738,1934,8475,224,1035,207,763,537,1896,965,3692,2898,12166,21,96,68,274,31,106,214,653,325,1129,50,191,60,154,236,582,345,928,675,2060,33,81,4406,15945
127011726,518,1040,13,67,55,263,26,127,389,1494,481,1949,45,178,39,140,124,421,203,740,682,2688,0,10,18,62,4,16,56,153,84,240,11,28,14,23,62,130,76,187,156,417,14,25,1368,4175
127011727,1079,2195,34,203,180,841,55,285,1718,6656,1994,7981,88,387,83,300,216,739,395,1428,2387,9413,6,38,30,121,24,83,211,608,272,848,36,115,17,52,144,337,194,504,470,1360,36,80,3971,13039
127011728,1095,2232,34,222,177,872,52,249,1190,4703,1461,6054,82,373,91,323,315,1101,486,1800,1940,7852,4,24,13,59,22,83,132,427,170,588,23,78,24,59,136,345,184,484,357,1073,49,99,3442,11256
127011729,1165,2379,53,311,223,1072,80,394,2065,8123,2422,9905,90,384,112,389,240,822,444,1597,2866,11501,12,52,55,196,34,120,319,910,411,1271,39,138,46,112,169,418,253,660,667,1937,44,93,4741,15908
127021509,1057,2225,68,415,243,1210,60,321,769,3267,1146,5219,206,923,167,622,732,2558,1110,4107,2255,9330,31,169,103,411,38,172,276,856,450,1593,66,213,104,270,535,1339,702,1824,1156,3418,85,190,4548,15153
127021510,1379,2841,84,531,305,1509,84,418,953,4066,1429,6524,272,1255,212,783,993,3469,1477,5511,2905,12030,15,87,49,193,18,62,173,516,250,857,60,221,66,172,448,1131,573,1524,830,2382,91,205,5207,17466
