SA2_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
108041165,481,57,18,7,0,0,10,563
108041166,1053,170,80,20,6,0,13,1345
108041619,898,125,44,11,3,0,6,1081
108041620,1524,179,69,17,3,5,13,1806
108051167,347,46,20,0,0,0,9,420
108051168,912,124,43,18,0,0,10,1099
108051169,1242,201,128,42,7,0,20,1648
108051170,879,138,59,17,3,0,19,1104
108051171,384,54,29,4,3,0,7,479
109011172,1874,228,93,5,7,0,9,2213
109011173,774,111,51,7,0,0,9,948
109011174,743,110,29,3,0,0,0,892
109011175,1207,114,52,17,0,0,14,1403
109011176,1069,170,91,11,4,0,20,1376
109021177,188,41,18,3,0,0,7,249
109021178,526,93,33,3,6,0,10,668
109021179,299,22,20,0,0,0,0,337
109031180,366,53,27,0,3,4,4,452
109031181,558,70,41,9,0,0,9,688
109031182,480,59,35,7,0,0,13,596
109031183,551,63,36,6,0,0,8,669
109031184,600,82,28,6,0,0,4,727
109031185,681,68,47,3,0,0,9,813
110011186,1697,192,98,19,4,3,22,2038
110011187,369,44,16,6,0,0,0,436
110011188,513,52,31,0,0,0,12,611
110011189,236,29,11,0,0,0,3,282
110021190,532,84,32,9,4,0,4,664
110021191,826,129,70,7,4,0,21,1049
110021192,351,44,32,11,0,0,8,450
110021193,422,49,26,11,3,0,4,509
110021194,381,42,22,7,4,0,8,466
110031195,519,71,26,10,0,0,8,630
110031196,415,34,17,3,3,0,0,479
110031197,563,54,33,7,0,0,16,675
110031198,392,40,19,0,0,0,10,460
110041199,787,120,64,7,0,3,10,993
110041200,392,50,30,4,0,0,3,480
110041201,546,71,38,9,0,0,10,672
110041202,1578,269,125,21,0,0,20,2013
110041203,1306,180,111,5,0,0,11,1621
110041204,382,66,47,7,0,0,6,516
110041205,1812,206,87,17,0,0,20,2150
111011206,1685,220,93,12,3,0,16,2027
111011207,449,78,23,8,0,0,5,556
111011208,2615,291,116,14,4,0,12,3053
111011209,2545,306,141,22,6,5,17,3037
111011210,658,95,54,18,4,0,7,827
111011211,404,34,11,3,0,0,0,458
111011212,1109,148,36,17,0,0,7,1330
111011213,1514,152,53,13,0,0,10,1747
111011214,1354,206,64,12,0,4,12,1656
111021215,858,139,53,11,3,0,0,1066
111021216,815,134,66,3,0,5,8,1026
111021217,1855,248,122,21,3,3,10,2265
111021218,1545,218,92,20,8,3,16,1903
111021219,1081,158,61,9,8,0,20,1345
111021220,800,135,43,14,3,0,15,1003
111021221,742,125,51,9,3,0,11,941
111031222,1859,164,57,7,0,0,3,2096
111031223,619,108,55,12,5,4,10,806
111031224,1032,110,29,4,0,0,0,1176
111031225,1832,187,55,13,0,0,3,2089
111031226,2018,277,114,23,5,0,10,2451
111031227,1189,141,50,11,0,0,10,1402
111031228,1508,139,29,7,0,0,7,1688
111031229,686,85,14,6,0,0,0,795
111031230,0,0,0,0,0,0,0,0
111031231,675,89,38,9,0,0,4,813
111031232,727,115,38,10,3,0,0,896
111031233,1813,234,89,21,0,0,26,2176
111031234,936,99,50,4,0,0,0,1104
111031235,632,101,16,3,5,0,0,756
112011236,1160,146,58,13,0,0,13,1393
112011237,1715,221,72,20,4,3,16,2047
112011238,678,64,23,4,0,0,0,772
112011239,688,96,33,3,6,0,3,831
112011240,740,84,19,4,0,0,0,849
112011241,374,65,17,4,0,0,9,475
112011242,953,109,31,10,0,0,6,1114
112011243,668,90,29,13,0,0,6,798
112021244,830,118,78,18,5,0,14,1068
112021245,540,79,41,8,5,0,10,681
112021246,1072,155,75,15,3,3,8,1327
112021247,489,63,38,6,0,0,0,595
112021248,902,147,71,18,3,0,12,1152
112021249,1431,152,44,12,4,3,18,1656
112031250,1384,157,62,13,0,0,10,1628
112031251,710,113,46,12,0,5,4,888
112031252,818,120,41,16,5,0,9,1006
112031253,1328,184,57,12,0,0,12,1585
112031254,1381,203,64,20,5,0,9,1683
112031550,1334,201,86,9,3,3,7,1649
112031551,398,32,13,8,0,0,3,450
112031552,478,67,23,8,0,0,4,579
113011256,2009,190,76,35,0,3,20,2336
113011257,1229,97,64,12,0,0,9,1411
113011258,836,115,50,13,3,0,6,1020
113011259,418,53,28,4,0,0,10,517
113021260,235,46,17,6,0,0,3,300
113021261,505,86,37,4,0,0,12,645
113021262,416,45,32,6,0,0,5,504
113031263,523,80,20,11,0,4,17,651
113031264,313,26,21,10,0,0,4,371
113031265,466,47,26,5,0,0,4,550
113031266,529,42,32,8,0,0,4,620
113031267,1622,201,99,12,8,0,10,1950
113031268,533,83,25,0,0,0,6,648
113031269,2092,241,135,18,4,3,19,2516
113031270,738,101,31,9,0,3,3,882
113031271,1757,179,100,11,4,3,20,2083
114011272,739,70,19,4,0,0,6,846
114011273,251,39,14,0,0,0,4,314
114011274,352,51,22,3,0,0,4,427
114011275,4,0,0,0,0,0,0,9
114011276,381,41,7,0,0,0,3,434
114011277,1331,175,83,6,0,0,17,1612
114011278,1624,258,149,35,9,3,38,2109
114011279,974,185,58,19,7,3,18,1261
114011280,273,30,13,3,0,0,3,325
114011281,371,47,16,6,0,0,9,444
114011282,1223,159,67,10,0,0,8,1468
114011283,431,38,15,3,0,0,13,497
114021284,1094,117,37,11,0,0,5,1268
114021285,742,78,46,5,0,4,5,875
114021286,1057,116,34,11,0,0,11,1222
114021287,938,124,57,9,0,0,4,1128
114021288,353,40,12,0,0,0,0,406
114021289,602,75,25,3,0,0,8,714
115011290,3673,203,49,18,5,0,10,3954
115011291,3334,180,63,23,0,0,5,3607
115011294,846,55,18,3,0,0,0,925
115011296,2007,111,27,17,3,0,4,2170
115011553,1099,65,19,13,0,0,0,1189
115011554,731,44,6,0,0,0,3,787
115011555,1797,112,21,13,4,0,0,1946
115011556,1476,92,25,13,0,0,0,1609
115011557,867,41,15,6,0,0,0,936
115011558,3106,155,43,17,0,0,0,3332
115011621,2894,201,71,24,0,0,0,3193
115011622,1758,97,35,14,0,0,0,1903
115021297,3002,204,78,28,3,0,10,3322
115021298,651,56,13,5,0,0,0,726
115031299,272,26,10,4,0,0,0,318
115031300,2772,280,101,29,3,0,18,3210
115041301,1454,136,68,20,3,0,3,1687
115041623,1690,117,44,20,0,0,3,1872
115041624,2818,204,63,21,0,0,11,3112
115041625,2914,197,75,16,0,0,3,3215
116011303,1885,130,66,29,4,0,4,2124
116011304,2377,183,75,51,0,4,12,2704
116011306,3018,223,93,57,9,0,17,3418
116011307,3072,223,102,35,0,5,13,3453
116011560,1553,117,47,30,0,0,10,1760
116011561,1993,133,48,41,0,0,12,2230
116011626,1903,101,48,30,0,0,5,2091
116011627,1586,76,18,17,0,0,0,1700
116021309,2695,134,51,43,0,4,7,2935
116021562,600,37,13,7,0,0,0,660
116021563,3696,245,88,49,5,0,12,4092
116021628,3585,207,87,38,0,0,4,3927
116021629,2680,145,60,34,0,0,4,2913
116021630,1796,170,69,34,3,0,9,2081
116021631,1681,106,41,30,0,5,3,1868
116021632,3968,238,97,39,4,0,11,4356
116021633,1906,123,35,21,4,0,0,2089
116031313,1457,147,110,47,6,3,27,1797
116031314,1123,80,50,28,0,0,5,1288
116031315,2889,214,104,53,6,0,18,3289
116031316,1955,182,152,63,5,3,30,2385
116031317,2506,176,86,58,5,5,14,2850
116031318,0,0,0,0,0,0,0,0
116031319,2890,206,81,59,8,5,12,3243
117011320,38,9,0,0,0,0,0,41
117011321,1575,125,47,12,0,0,7,1761
117011323,1553,113,35,9,0,0,5,1711
117011324,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0
117011634,1013,58,14,4,0,0,7,1098
117011635,1784,123,30,16,4,0,14,1960
117021327,1663,118,29,8,7,0,4,1822
117021328,761,55,14,10,0,3,0,846
117021636,1107,67,26,10,0,0,4,1207
117021637,1193,79,18,17,0,0,4,1309
117031329,325,24,5,0,0,0,0,354
117031330,1292,103,16,9,0,0,0,1424
117031331,1173,108,15,5,0,0,5,1302
117031333,427,45,6,0,0,0,4,485
117031336,513,59,4,4,0,0,0,583
117031638,395,28,10,0,0,0,0,439
117031639,179,13,3,0,0,0,0,194
117031640,896,79,16,3,0,0,0,995
117031641,800,83,11,3,0,0,4,894
117031642,635,54,12,6,0,0,8,713
117031643,1017,75,15,4,0,0,7,1116
117031644,307,40,0,0,0,0,0,356
117031645,621,61,3,9,0,0,9,702
117031646,281,21,0,4,0,0,3,313
117031647,688,54,10,4,0,0,3,756
117031648,631,54,6,0,0,0,0,694
118011339,1738,125,27,4,0,0,0,1898
118011340,1797,130,37,6,0,0,0,1972
118011341,1598,110,20,5,3,0,0,1742
118011342,0,0,0,0,0,0,0,0
118011344,1346,109,30,8,0,0,0,1494
118011345,1154,96,27,0,0,0,0,1282
118011346,1423,105,22,5,0,0,0,1558
118011347,656,56,7,0,0,0,0,724
118011649,1429,128,25,9,0,0,7,1594
118011650,657,68,17,3,0,0,0,741
118021564,919,63,11,3,0,0,0,1002
118021565,1350,82,17,0,0,0,4,1462
118021566,1113,78,25,13,0,0,0,1232
118021567,1089,78,20,3,0,0,4,1187
118021568,1127,54,12,9,0,0,4,1214
118021569,1585,93,39,3,0,0,3,1722
118021570,1132,89,12,0,0,0,0,1236
118021651,1830,113,30,10,0,0,3,1983
118021652,1079,90,26,5,0,0,3,1211
118021653,1715,112,40,9,3,0,7,1887
118021654,647,60,14,0,0,0,3,732
119011354,2704,139,83,46,3,5,10,2987
119011355,195,7,0,6,0,0,0,214
119011356,1511,88,45,37,0,0,0,1689
119011358,2086,130,64,21,0,0,8,2318
119011360,2137,144,66,36,5,0,11,2397
119011361,2587,146,72,50,4,4,7,2870
119011571,1935,122,62,26,0,4,9,2157
119011572,1876,162,48,45,0,0,17,2150
119011655,1761,92,49,15,0,0,7,1933
119011656,1722,84,41,22,3,0,6,1874
119011657,1468,101,49,23,0,0,3,1645
119011658,2109,151,50,21,0,0,8,2348
119021362,2223,140,49,19,4,0,5,2448
119021366,2515,137,61,48,3,3,11,2780
119021367,1866,104,40,20,0,0,4,2033
119021573,2087,92,26,35,4,0,0,2251
119021574,1267,44,23,12,3,0,3,1359
119021659,1076,88,23,16,0,0,6,1219
119021660,730,58,15,5,0,0,4,810
119021661,1317,79,23,15,4,0,0,1441
119021662,2369,122,48,23,0,0,3,2566
119021663,782,40,17,5,0,0,3,851
119031370,1659,104,27,13,4,0,3,1813
119031371,1758,115,24,13,0,0,5,1912
119031372,2614,153,72,11,4,0,5,2868
119031373,1101,83,33,22,0,0,5,1240
119031374,3000,181,46,32,6,0,9,3273
119031664,1044,77,17,13,0,0,3,1144
119031665,1476,102,27,15,0,0,0,1628
119031666,1889,98,47,9,5,0,6,2046
119031667,1007,68,15,20,0,0,0,1108
119041377,1691,74,20,13,0,0,3,1809
119041378,1413,89,11,15,0,0,0,1535
119041379,1939,104,38,30,4,0,11,2120
119041380,1402,107,31,9,0,0,9,1560
119041381,1985,104,34,25,4,4,8,2158
119041382,1797,150,34,17,0,0,6,2008
119041668,1704,122,20,16,0,0,4,1870
119041669,1333,67,26,16,0,0,0,1445
119041670,1859,87,34,19,0,0,0,2007
119041671,595,51,3,11,0,0,3,656
120011383,2770,165,42,17,0,0,4,3004
120011385,2128,127,28,5,0,0,0,2285
120011386,2471,147,43,5,0,0,3,2674
120011672,1629,107,29,14,0,0,4,1779
120011673,959,94,5,3,0,0,3,1067
120021387,1663,128,30,0,0,0,0,1825
120021389,1551,118,24,0,6,0,3,1704
120021674,967,68,18,5,0,0,5,1061
120021675,1977,147,48,11,0,0,5,2178
120031392,1353,82,26,12,0,0,5,1475
120031393,2143,131,35,10,0,0,5,2328
120031394,1638,112,21,16,0,0,3,1788
120031395,1552,91,14,5,0,0,0,1660
120031396,2154,120,17,20,0,0,10,2320
120031576,509,24,12,5,0,0,0,546
120031676,986,48,7,9,0,0,3,1059
120031677,1081,66,16,12,0,0,0,1171
120031678,1114,97,11,16,0,0,8,1246
120031679,1308,72,25,8,0,0,3,1416
120031680,1264,73,11,8,0,0,3,1359
120031681,1295,55,12,12,0,0,0,1381
121011399,2602,163,39,4,0,0,6,2818
121011401,1172,86,19,0,0,0,0,1282
121011682,1231,78,11,4,0,0,0,1324
121011683,1973,108,45,5,0,0,9,2137
121011684,2219,152,19,18,4,0,8,2417
121011685,1649,105,30,16,0,0,5,1807
121011686,1990,114,24,3,0,0,0,2136
121011687,1795,99,28,8,0,0,3,1926
121021403,3234,218,58,36,7,0,4,3555
121021404,1710,109,46,12,0,0,6,1878
121021406,2868,146,47,22,0,6,3,3089
121021577,1331,68,9,8,0,0,0,1416
121021578,1452,96,31,12,0,0,3,1588
121021579,1602,84,19,7,0,0,5,1714
121031407,3102,256,47,21,0,0,6,3431
121031408,3583,231,47,8,0,0,9,3878
121031409,2667,166,26,14,0,0,0,2883
121031410,3219,196,52,19,0,6,12,3487
121031411,2887,161,43,9,0,0,0,3102
121031412,2637,171,36,21,0,0,6,2871
121041413,1840,140,31,4,0,0,0,2026
121041414,1573,129,18,0,0,0,3,1726
121041416,1144,106,19,0,0,0,3,1275
121041417,783,90,9,0,0,0,0,884
121041688,1445,123,25,10,0,0,0,1596
121041689,1640,124,17,5,0,0,0,1785
122011418,2936,224,68,8,3,0,4,3246
122011419,2085,191,28,4,0,0,8,2309
122021420,1457,161,35,6,0,0,0,1663
122021421,1409,123,21,10,0,0,4,1565
122021422,1638,165,34,7,0,0,6,1851
122021690,1690,131,45,5,3,0,7,1879
122021691,1455,126,44,15,0,0,0,1645
122031424,1953,137,48,28,0,0,11,2179
122031425,1094,79,30,8,3,0,3,1212
122031427,1988,113,31,7,0,0,0,2146
122031429,2503,186,61,15,0,0,6,2776
122031430,2414,153,44,7,0,0,8,2630
122031432,497,37,10,7,0,0,5,557
122031692,1188,82,28,8,0,0,5,1306
122031693,1742,127,36,8,4,0,6,1925
122031694,1163,86,13,5,0,0,3,1273
122031695,1668,137,34,14,0,0,4,1855
122031696,2651,169,58,14,0,0,5,2903
122031697,1090,112,27,8,0,0,5,1241
123011433,1500,141,65,9,0,0,11,1736
123011698,824,83,47,13,0,0,4,964
123011699,1684,177,99,15,0,0,7,1991
123011700,1657,181,66,19,3,4,5,1935
123011701,2484,264,143,23,3,3,8,2934
123011702,1263,146,75,11,0,0,14,1508
123021436,1960,218,121,37,9,3,17,2364
123021437,2144,207,98,26,3,0,13,2499
123021438,2255,215,106,40,3,4,13,2641
123021439,0,0,0,0,0,0,0,0
123021441,1755,157,100,35,5,5,24,2083
123021443,2681,201,80,61,3,6,15,3049
123021444,2118,215,125,58,8,5,28,2546
123021703,2267,138,62,30,3,0,5,2497
123021704,1444,82,30,21,0,0,9,1587
123021705,2015,171,55,43,4,0,9,2298
123021706,1605,107,55,34,0,0,14,1816
123031445,631,65,38,13,0,0,7,760
123031446,1450,131,73,21,4,0,8,1675
123031447,2011,225,140,27,5,0,11,2420
123031448,1246,105,54,12,5,0,10,1427
124011449,409,48,11,0,0,0,6,479
124011450,2347,208,82,20,0,0,3,2657
124011451,0,0,0,0,0,0,0,0
124011452,879,132,44,7,0,0,9,1070
124011453,1202,122,54,14,3,0,16,1414
124011454,2478,247,121,22,6,0,11,2887
124011455,572,59,16,3,0,0,3,669
124021456,0,0,0,0,0,0,0,0
124031457,1537,186,124,21,4,0,21,1893
124031459,1620,184,77,18,4,5,9,1917
124031460,2782,310,143,32,4,0,6,3286
124031461,1651,225,106,25,3,0,7,2021
124031462,2625,278,100,41,7,0,8,3060
124031463,1627,136,89,23,6,0,6,1884
124031464,1072,165,75,7,4,0,10,1334
124031465,806,63,36,5,0,0,4,916
124031707,1955,195,125,32,5,9,12,2330
124031708,1878,185,111,24,0,6,15,2211
124041466,1268,183,95,14,10,0,15,1582
124041467,1454,180,105,26,5,5,13,1788
124041468,752,69,42,11,0,0,5,883
124051469,847,76,43,4,0,0,8,985
124051470,2394,223,118,30,11,5,15,2795
124051580,1253,133,74,18,0,0,11,1491
124051581,1382,181,83,30,5,0,13,1695
125011475,0,0,0,0,0,0,0,0
125011582,1919,93,30,29,5,0,4,2083
125011583,894,58,13,9,0,0,4,978
125011584,1105,43,15,12,3,0,0,1187
125011585,957,46,18,15,0,0,3,1050
125011586,2249,134,35,35,3,0,3,2463
125011587,611,21,10,9,0,0,3,656
125011709,1144,72,25,5,0,0,4,1258
125011710,1727,150,26,3,0,0,8,1923
125021477,3139,217,72,28,0,5,8,3465
125021478,2352,151,47,19,0,0,5,2577
125021711,1748,96,30,23,3,0,0,1893
125021712,2861,165,43,26,0,0,7,3093
125031479,2271,146,69,49,0,0,7,2544
125031480,1588,93,37,44,0,0,7,1775
125031481,2353,128,53,36,3,0,9,2581
125031483,2468,118,56,39,6,0,9,2703
125031484,2510,140,63,42,0,3,7,2767
125031486,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0
125031713,2163,133,65,16,4,0,3,2381
125031714,2675,153,53,23,0,0,3,2914
125031715,1530,95,38,20,3,0,0,1688
125031716,895,59,29,8,0,0,3,992
125041489,2381,156,49,7,0,0,3,2602
125041490,1246,62,20,8,0,0,3,1341
125041491,2525,127,33,14,0,0,5,2708
125041493,2877,150,51,37,4,0,11,3134
125041494,1653,110,33,7,0,0,3,1800
125041588,2081,83,19,20,4,0,0,2215
125041589,3129,115,25,27,0,0,4,3300
125041717,1270,62,7,9,0,0,0,1350
125041718,1044,57,13,9,0,0,5,1124
125041719,962,44,0,7,0,0,4,1029
126011496,3134,186,64,18,0,0,0,3408
126011720,2070,89,25,16,0,0,3,2198
126011721,2670,133,32,19,0,0,0,2860
126021498,1824,125,19,7,0,0,3,1987
126021499,1221,92,18,5,0,0,0,1334
126021500,2224,119,27,15,0,0,3,2390
126021501,2023,116,47,11,0,0,0,2193
126021503,2223,128,28,21,0,0,7,2407
126021590,609,32,11,4,0,0,0,659
126021722,1040,45,11,9,0,0,0,1106
126021723,2398,120,32,28,0,3,9,2586
126021724,2515,181,47,11,0,0,3,2757
126021725,1351,74,15,4,0,0,0,1435
127011504,1545,132,73,49,4,0,10,1811
127011505,1529,116,53,18,0,0,7,1721
127011592,3,0,0,0,0,0,0,3
127011593,1015,62,24,18,3,0,6,1125
127011594,1713,92,48,38,0,0,9,1904
127011595,1863,104,47,30,3,0,4,2055
127011596,2030,103,50,13,0,6,4,2205
127011597,2591,172,86,41,0,3,9,2898
127011726,577,71,30,0,0,0,3,682
127011727,2102,160,91,22,3,0,4,2387
127011728,1752,116,54,22,0,0,0,1940
127011729,2515,210,106,20,0,4,8,2866
127021509,2030,108,52,50,6,0,6,2255
127021510,2690,130,41,22,4,0,12,2905
127021511,2172,254,85,66,6,0,22,2601
127021512,1868,140,80,44,6,5,16,2171
127021513,2304,207,98,61,14,3,13,2700
127021514,1391,66,21,29,0,0,3,1517
127021515,1992,103,47,28,3,0,8,2189
127021516,2653,120,56,49,4,3,10,2894
127021517,1157,46,19,18,0,0,3,1245
127021518,558,22,9,3,0,0,0,593
127021519,2348,125,51,31,0,0,6,2565
127021520,1388,56,31,44,0,0,8,1527
127021521,3,0,0,0,0,0,0,3
127031522,2159,156,62,23,0,0,9,2410
127031523,2825,200,69,23,3,0,0,3125
127031524,2985,230,84,34,0,0,6,3330
127031599,1348,71,38,30,0,0,11,1500
127031601,544,38,14,3,3,0,0,604
127031730,1870,116,39,33,3,0,0,2072
127031731,1663,123,31,14,0,0,9,1839
127031732,1494,80,32,26,0,0,3,1640
127031733,2291,138,71,36,5,0,7,2548
128011529,2382,228,75,10,0,0,3,2699
128011530,2280,202,71,11,0,0,10,2583
128011531,1939,155,59,15,0,0,5,2165
128011602,1278,163,51,8,0,0,0,1498
128011603,1809,132,55,7,0,0,4,2012
128011604,2221,227,70,19,4,0,4,2533
128011605,520,28,14,4,0,0,0,560
128011606,1129,99,23,5,0,0,3,1273
128021533,826,67,25,7,0,0,4,928
128021534,1504,113,29,17,0,0,3,1667
128021535,2956,237,94,24,3,0,4,3321
128021536,3219,207,64,11,0,0,0,3505
128021537,3,0,0,0,0,0,0,3
128021538,2415,241,63,12,0,0,6,2731
128021607,2340,181,81,13,3,0,3,2627
128021608,1064,53,36,5,0,0,3,1165
128021609,553,39,17,4,0,0,0,613
197979799,0,0,0,0,0,0,0,0
