SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
125021478,7272,7708,14979,2483,1979,4461,966,1424,2389,652,502,1157,241,171,408,4339,4076,8416,2561,3251,5818,5.5,4.2,4.9,59.7,52.9,56.2,56.4,50.7,53.5,785,743,1527,101,196,295,1636,1866,3502,616,809,1426,989,491,1481,54,101,154,121,189,312,1168,782,1946,7529,7728,15253,1133,1120,2250,4945,5131,10082,3221,3253,6472
125021711,4505,4915,9419,1744,1204,2948,564,986,1547,346,301,645,134,120,253,2792,2609,5399,1589,2150,3741,4.9,4.5,4.7,61.9,53.1,57.3,58.9,50.7,54.6,711,572,1285,112,136,245,1246,1386,2628,373,550,927,469,247,714,33,40,81,82,122,204,585,413,997,4756,5029,9782,768,742,1507,3210,3443,6649,2066,2130,4192
125021712,7535,7630,15173,2904,1996,4900,985,1509,2489,586,502,1091,255,217,466,4733,4223,8957,2550,3172,5725,5.4,5.1,5.2,62.8,55.3,59,59.4,52.5,55.9,1135,1075,2208,153,222,373,2092,2183,4273,670,853,1524,803,364,1162,41,56,100,104,154,264,949,582,1526,7779,7840,15618,1514,1450,2967,4938,4998,9935,3851,3799,7654
125031479,8343,7974,16311,1752,1252,3002,845,999,1843,744,492,1229,310,210,513,3643,2952,6594,3948,4297,8242,8.5,7.1,7.8,43.7,37,40.4,40,34.4,37.2,269,292,564,49,93,139,939,986,1925,528,719,1243,1033,590,1623,74,105,180,112,168,278,1220,863,2080,8209,8257,16470,995,988,1982,5549,5589,11138,3101,3072,6172
125031480,6433,6231,12660,1230,919,2145,581,647,1229,497,366,864,302,182,487,2612,2113,4728,3089,3341,6426,11.6,8.7,10.3,40.6,33.9,37.3,35.9,31,33.5,144,163,310,35,62,90,620,665,1285,399,501,899,792,463,1258,47,77,126,82,113,196,926,661,1579,6424,6165,12592,742,684,1417,4585,4506,9089,2097,1928,4023
125031481,10083,8955,19043,2297,1780,4083,1463,1517,2973,889,541,1427,566,337,907,5214,4171,9386,3921,4039,7963,10.9,8.1,9.7,51.7,46.6,49.3,46.1,42.8,44.5,772,653,1428,76,136,216,1619,1646,3257,877,991,1866,1010,569,1579,62,99,159,110,159,266,1179,827,2007,9088,8287,17373,2056,1748,3807,5486,5317,10804,4950,4134,9076
125031483,8602,8383,16990,1584,1061,2648,789,917,1703,722,440,1167,433,242,673,3531,2656,6188,4037,4801,8841,12.3,9.1,10.9,41.1,31.7,36.4,36,28.8,32.5,322,313,634,35,91,133,925,1017,1947,576,751,1333,1059,611,1672,48,111,162,117,157,276,1230,880,2110,8783,8647,17427,1137,1072,2209,5898,6005,11903,3196,2995,6189
125031484,8930,8948,17883,2164,1687,3852,931,1198,2122,835,527,1362,451,269,718,4378,3684,8060,3786,4584,8374,10.2,7.3,8.9,49,41.2,45.1,44,38.1,41.1,365,333,702,61,114,177,1026,1289,2309,722,912,1634,1333,710,2041,57,107,160,135,225,367,1530,1038,2567,9012,9072,18090,1466,1369,2836,5723,5920,11638,3959,3836,7794
125031486,12,3,8,6,0,7,0,0,0,0,0,0,0,0,0,6,0,6,4,0,5,0,0,0,60,50,58.3,60,50,58.3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,9,3,10,0,0,0,0,0,0,6,3,11
125031487,8,4,13,3,0,3,5,0,5,0,0,0,0,0,0,6,0,6,0,0,4,0,0,0,83.3,0,45.5,83.3,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,3,0,3,5,5,7,3,0,5
125031713,6412,6694,13105,2049,1508,3552,691,1181,1877,657,501,1157,181,126,308,3571,3323,6894,2533,3042,5577,5.1,3.8,4.5,55.7,49.6,52.6,52.9,47.8,50.3,270,294,563,61,122,183,738,1037,1776,530,736,1263,1490,611,2100,52,92,145,134,193,334,1681,896,2575,7059,7219,14277,652,683,1337,5324,5493,10817,1972,1967,3938
125031714,9697,9263,18958,2372,1763,4129,1136,1294,2431,855,548,1401,498,321,818,4858,3924,8785,3779,4472,8254,10.3,8.2,9.3,50.1,42.4,46.3,44.9,38.9,42,657,539,1192,82,155,235,1432,1534,2964,763,949,1709,1120,655,1774,60,113,173,152,180,330,1324,950,2278,9091,8915,18009,1726,1512,3240,5436,5497,10936,4579,4210,8797
125031715,4080,4417,8493,1621,1278,2895,448,803,1252,386,293,685,114,87,203,2568,2462,5029,1289,1700,2994,4.4,3.6,4,63,55.8,59.2,60.2,53.8,56.9,310,308,620,54,95,150,743,933,1674,382,476,857,702,366,1062,26,55,74,56,94,146,779,509,1284,4471,4715,9188,495,543,1041,3216,3410,6627,1464,1564,3028
125031716,2880,2897,5775,828,625,1454,324,458,774,271,208,486,90,95,181,1509,1378,2891,1121,1305,2421,6,6.6,6.3,52.5,47.6,50.1,49.4,44.5,46.9,185,176,359,23,43,64,422,526,943,225,310,537,462,231,694,25,42,64,48,76,129,534,347,884,2880,2979,5861,444,395,839,1881,1958,3838,1235,1191,2428
125041489,9406,9560,18970,4079,3088,7175,1149,1563,2715,679,610,1287,365,379,744,6276,5643,11925,2472,3238,5716,5.8,6.7,6.2,66.7,59,62.8,62.8,55.1,58.9,1377,1374,2757,178,275,453,2463,2629,5092,796,958,1751,1015,596,1605,62,78,139,117,172,288,1196,841,2035,8199,8362,16556,2233,2234,4469,4052,4266,8315,5759,5751,11515
125041490,3269,3503,6773,1358,941,2304,386,718,1108,289,270,553,71,78,158,2105,2015,4115,1083,1392,2478,3.6,3.9,3.7,64.4,57.5,60.8,62.1,55.2,58.5,407,395,802,75,115,197,825,949,1771,352,390,748,520,216,739,20,36,59,56,120,170,595,371,967,3542,3720,7259,445,464,909,2592,2695,5287,1226,1289,2518
125041491,7969,8305,16276,3647,2674,6326,1124,1530,2657,597,536,1137,297,347,644,5668,5091,10755,1857,2738,4594,5.2,6.8,6,71.1,61.3,66.1,67.4,57.1,62.1,1431,1282,2713,144,247,389,2197,2427,4624,690,809,1501,929,541,1468,48,82,131,94,167,258,1068,787,1854,7320,7543,14859,2039,2035,4077,3781,4080,7862,4899,4861,9756
125041493,9227,9394,18615,3384,2536,5916,1151,1661,2808,764,629,1389,321,271,590,5618,5085,10710,3068,3821,6889,5.7,5.3,5.5,60.9,54.2,57.5,57.4,51.3,54.3,1007,938,1941,160,223,382,1751,1998,3751,792,924,1713,1500,717,2216,69,131,205,165,254,417,1732,1102,2831,9157,9412,18571,1474,1363,2843,6195,6591,12790,3881,3631,7514
125041494,4228,4563,8791,1766,1318,3088,524,951,1468,392,323,713,100,91,191,2786,2675,5463,1369,1806,3179,3.7,3.4,3.5,65.8,58.6,62.1,63.4,56.6,59.9,345,369,715,98,163,261,858,1103,1960,432,512,946,906,350,1254,25,59,86,83,160,240,1020,564,1585,4830,5093,9926,481,481,961,3639,3775,7416,1375,1445,2824
125041588,5486,5314,10798,2297,1535,3834,644,829,1478,343,269,609,210,192,400,3495,2823,6322,1569,2084,3651,6,6.8,6.3,63.7,53.2,58.5,59.9,49.6,54.8,864,703,1565,106,109,215,1184,1321,2503,435,429,864,550,305,853,30,54,88,66,91,159,647,451,1098,5475,5379,10853,1079,971,2052,3231,3275,6505,2924,2699,5617
125041589,8752,8255,17011,3947,2549,6496,1103,1219,2326,541,489,1034,354,425,785,5958,4694,10648,2114,2945,5058,6,9.1,7.4,68,56.8,62.6,63.9,51.6,58,1833,1518,3351,173,155,326,2356,2387,4744,626,609,1231,614,407,1023,33,75,109,61,94,156,712,579,1296,7672,7425,15097,2494,2204,4697,3388,3437,6824,6072,5580,11648
125041717,5382,4794,10171,2837,1722,4557,733,768,1501,331,321,655,228,299,526,4130,3110,7243,851,1340,2192,5.5,9.6,7.3,76.7,64.9,71.2,72.5,58.7,66,1214,1123,2335,107,132,239,1969,1713,3682,427,361,790,236,173,408,13,20,32,25,32,59,273,225,497,3663,3365,7024,2170,1930,4102,983,914,1892,4496,4050,8544
125041718,4484,3792,8276,1818,1064,2881,783,668,1455,320,242,565,218,207,423,3130,2183,5319,1036,1364,2394,7,9.5,8,69.9,57.6,64.3,65.1,52.1,59.1,868,669,1533,69,64,133,1258,1039,2293,384,376,762,280,193,473,24,24,44,35,42,77,339,260,594,3539,3156,6700,1413,1085,2497,1547,1515,3062,3098,2438,5530
125041719,4103,3442,7542,1560,907,2459,750,667,1415,304,216,521,192,163,355,2802,1951,4754,1000,1255,2253,6.8,8.4,7.5,68.3,56.8,63,63.6,52,58.3,755,649,1402,48,64,111,1124,927,2052,390,309,704,291,172,467,17,16,33,38,49,90,341,246,585,3290,2887,6180,1203,983,2185,1423,1398,2819,2808,2230,5038
126011496,8366,9242,17604,3728,2632,6350,1166,2080,3244,389,485,877,267,216,486,5546,5414,10961,2533,3519,6052,4.8,4.1,4.4,66.3,58.6,62.3,63.1,56.2,59.5,1569,1323,2894,248,374,629,2466,2867,5334,726,1007,1724,798,425,1225,42,87,122,109,237,344,944,743,1687,8888,9719,18608,1132,1217,2353,6336,6912,13252,3271,3607,6877
126011720,5655,6035,11687,2668,1899,4566,785,1190,1979,328,383,712,182,197,372,3966,3670,7633,1533,2195,3723,4.5,5.4,4.9,70.1,60.8,65.3,67,57.6,62.1,1231,1146,2375,148,216,369,1863,1976,3844,446,542,990,394,207,595,32,40,70,65,138,204,488,379,867,5501,5774,11270,1303,1361,2662,3084,3228,6311,3414,3596,7003
126011721,7268,7838,15105,3129,2338,5466,980,1503,2483,508,484,994,262,276,537,4875,4595,9477,2172,3022,5192,5.3,6,5.6,67.1,58.7,62.7,63.6,55.2,59.2,1550,1441,2990,187,266,460,2275,2530,4807,588,751,1338,491,326,818,33,54,84,85,121,205,606,503,1111,7031,7515,14543,1717,1814,3533,4077,4412,8492,4269,4510,8782
126021498,6100,6747,12850,2962,2299,5258,808,1383,2189,353,433,784,145,144,288,4262,4261,8522,1596,2198,3796,3.4,3.3,3.4,69.8,63.1,66.3,67.4,61,64.1,678,775,1451,137,238,379,1744,2001,3748,602,807,1408,824,403,1231,33,67,96,107,168,277,966,635,1605,6040,6444,12487,1061,1133,2193,3868,4215,8084,2912,3041,5956
126021499,3890,4222,8111,1558,954,2514,580,856,1431,205,226,431,81,72,150,2416,2100,4518,1208,1715,2919,3.3,3.3,3.3,62.2,49.8,55.7,60.1,48.1,53.9,582,512,1097,100,174,275,1103,1159,2266,266,466,730,330,147,478,19,44,69,64,95,163,413,291,708,3960,4025,7984,497,534,1029,2845,2956,5801,1450,1429,2879
126021500,9841,10708,20554,4249,3309,7558,1468,1891,3352,609,745,1357,441,424,865,6763,6369,13135,2602,3823,6421,6.5,6.7,6.6,68.7,59.5,63.9,64.2,55.5,59.7,1974,2065,4038,183,311,492,3055,3280,6331,766,925,1689,778,458,1232,43,63,107,101,206,309,922,727,1650,7819,8511,16329,3071,3149,6219,3677,4139,7814,6685,7000,13685
126021501,6320,6578,12897,2926,2131,5055,820,1311,2130,335,429,767,200,158,360,4275,4038,8320,1692,2216,3911,4.7,4,4.4,67.7,61.4,64.5,64.5,59,61.7,978,916,1896,111,216,331,1735,1922,3655,518,661,1178,767,334,1098,30,63,95,94,170,264,890,570,1463,6145,6367,12506,1122,1115,2238,3837,4011,7846,3044,3094,6137
126021503,8265,8667,16930,3802,2921,6728,1122,1701,2830,550,550,1095,310,280,592,5785,5455,11241,2192,2889,5081,5.4,5.1,5.3,70,62.9,66.4,66.3,59.7,62.9,1256,1337,2596,158,269,430,2424,2685,5112,795,930,1728,905,477,1381,47,64,114,109,190,301,1064,729,1799,7464,7690,15149,2048,2033,4081,4373,4468,8843,4630,4770,9402
126021590,1688,1771,3453,728,509,1239,278,436,712,94,119,214,35,22,57,1138,1086,2221,500,638,1140,3,2.1,2.6,67.4,61.3,64.3,65.4,60,62.6,172,174,347,36,41,71,453,495,946,162,205,368,265,109,380,14,27,42,31,62,90,306,201,507,1748,1849,3593,200,217,417,1346,1422,2763,537,567,1108
126021722,2779,2897,5680,1144,822,1972,399,590,992,141,172,316,85,61,145,1771,1649,3422,946,1177,2123,4.9,3.6,4.3,63.7,56.9,60.2,60.6,54.9,57.7,435,405,844,55,118,173,802,825,1629,226,299,530,329,142,470,12,28,44,45,82,123,385,251,636,2977,3036,6013,367,378,746,2258,2285,4549,952,975,1929
126021723,7780,8198,15975,2800,2088,4883,1157,1552,2710,501,512,1011,287,234,522,4747,4390,9136,2677,3485,6167,6,5.3,5.7,61,53.5,57.2,57.3,50.7,53.9,1284,1213,2488,140,243,377,2152,2308,4462,645,832,1477,666,342,1004,38,77,115,91,179,271,794,590,1390,7324,7698,15020,1587,1547,3138,4531,4842,9378,3969,4008,7978
126021724,8084,8744,16826,3367,2535,5899,1156,1716,2871,531,623,1153,265,260,531,5323,5134,10458,2431,3225,5660,5.1,5.1,5.1,65.9,58.7,62.2,62.5,55.7,59,910,913,1818,115,239,351,1956,2301,4257,710,958,1668,1228,598,1830,51,86,136,136,230,375,1419,920,2341,7887,8355,16241,1499,1589,3087,5159,5496,10656,3772,3964,7737
126021725,4727,5210,9934,2303,1883,4186,669,931,1604,327,351,681,151,171,324,3451,3338,6787,1016,1560,2575,4.4,5.1,4.8,73,64,68.3,69.8,60.7,65.1,862,938,1800,89,164,249,1490,1725,3214,419,489,911,460,259,719,19,31,56,56,83,138,532,379,908,4117,4400,8518,1295,1364,2663,1599,1749,3348,3444,3674,7116
127011504,6636,6991,13628,1154,810,1963,552,724,1279,555,352,907,350,251,601,2612,2142,4748,3329,4174,7503,13.4,11.8,12.7,39.4,30.6,34.9,34.1,27,30.4,67,97,164,13,56,74,322,412,735,292,509,796,991,668,1667,53,118,172,80,131,213,1129,922,2049,7134,7258,14395,758,841,1599,5115,5198,10312,2246,2402,4646
127011505,5005,4797,9801,1616,1167,2784,570,845,1416,597,441,1039,131,101,230,2913,2553,5464,1604,1895,3499,4.4,3.9,4.2,58.2,53.2,55.7,55.6,51.1,53.4,225,250,479,27,62,91,544,736,1280,317,449,766,1074,498,1576,35,50,85,67,108,181,1177,657,1833,4543,4326,8870,1249,1222,2470,2656,2531,5183,2709,2686,5398
127011592,15,5,23,4,4,8,0,0,0,0,3,0,0,0,0,6,8,11,3,0,5,0,0,0,58.3,66.7,61.9,58.3,66.7,61.9,0,0,0,0,0,0,0,3,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,11,15,0,0,5,3,3,13,10,4,7
127011593,2835,2850,5686,946,683,1632,339,536,875,324,249,568,99,65,165,1718,1533,3248,1021,1219,2235,5.9,4.3,5.1,60.5,53.8,57.1,56.9,51.5,54.2,74,97,171,23,39,65,399,521,917,245,322,567,500,218,717,20,32,53,42,73,117,562,323,886,3096,3072,6165,247,257,500,2451,2510,4958,769,693,1470
127011594,5065,5341,10403,1421,1056,2482,570,766,1330,524,380,904,227,159,384,2737,2366,5101,2079,2707,4793,8.2,6.8,7.6,54,44.3,49,49.6,41.3,45.3,101,135,240,35,65,101,502,707,1209,371,522,887,831,431,1263,35,72,106,66,136,204,926,645,1567,5586,5703,11292,477,481,960,4230,4323,8557,1476,1576,3051
127011595,4938,5242,10176,1555,1202,2762,630,874,1507,521,379,896,179,156,330,2886,2611,5495,1861,2415,4275,6.1,5.9,6,58.4,49.8,54,54.9,46.9,50.7,147,164,309,33,61,94,604,761,1362,397,619,1017,905,488,1392,34,81,118,77,150,228,1014,722,1736,5640,5867,11512,442,462,901,4215,4354,8570,1496,1640,3135
127011596,4910,5154,10071,1729,1345,3070,606,925,1528,542,398,941,208,154,359,3077,2819,5898,1628,2109,3731,6.7,5.5,6.1,62.7,54.7,58.6,58.5,51.7,55,174,209,383,31,66,100,618,861,1476,439,618,1056,882,492,1381,33,74,105,59,129,196,981,700,1682,5725,5782,11508,539,612,1146,3905,3933,7833,1952,2094,4045
127011597,6315,6532,12845,2336,1684,4019,790,1339,2127,734,536,1260,215,177,393,4071,3731,7805,1996,2532,4526,5.3,4.7,5,64.5,57.1,60.7,61.1,54.4,57.7,189,293,477,43,104,146,876,1114,1991,587,790,1375,1183,664,1846,35,84,120,110,160,270,1333,908,2240,7396,7463,14859,729,802,1537,5173,5183,10354,2408,2537,4953
127011726,1821,1913,3731,823,529,1352,271,421,685,132,184,313,32,24,55,1257,1153,2414,465,670,1136,2.5,2,2.3,69,60.5,64.6,67.2,59.3,63.1,60,92,151,23,43,61,181,295,476,166,255,420,560,236,800,12,33,49,38,47,85,612,316,930,1875,1971,3845,289,325,613,936,961,1898,1085,1183,2270
127011727,4945,5262,10209,2759,1839,4594,657,1168,1828,365,521,889,138,132,272,3925,3658,7580,869,1419,2291,3.5,3.6,3.6,79.3,69.5,74.2,76.5,66.9,71.6,300,386,683,50,141,194,795,1144,1933,537,709,1251,1213,708,1914,28,69,95,94,114,208,1331,887,2220,5436,5512,10956,1225,1315,2542,1649,1733,3381,4249,4407,8657
127011728,4705,4808,9503,1982,1310,3291,689,985,1671,391,387,783,132,156,287,3194,2835,6029,1317,1795,3117,4,5.5,4.7,67.9,59,63.4,65.2,55.8,60.4,281,336,617,58,102,158,702,939,1644,422,565,983,1014,477,1496,23,50,75,67,115,181,1104,642,1751,4681,4704,9384,1216,1260,2479,1966,1849,3818,3398,3601,6996
127011729,5935,6406,12341,3063,1963,5023,816,1391,2209,453,550,1004,193,230,429,4521,4136,8659,1147,1970,3116,4.2,5.6,4.9,76.2,64.5,70.2,73,60.9,66.7,401,480,881,58,135,192,904,1305,2210,582,769,1358,1345,822,2170,42,91,134,109,124,235,1497,1045,2539,6428,6448,12876,1765,1890,3657,1604,1634,3239,5609,5894,11505
127021509,6743,7263,14003,1802,1281,3080,686,907,1591,614,461,1079,277,207,485,3377,2860,6232,3017,3986,7004,8.2,7.2,7.8,50.1,39.4,44.5,45.9,36.5,41.1,114,158,268,24,53,79,717,886,1600,489,623,1116,906,560,1467,52,95,150,90,154,244,1049,817,1864,7162,7611,14774,744,724,1471,5349,5608,10951,2178,2325,4507
127021510,7984,8324,16306,2130,1501,3631,740,1199,1941,782,545,1334,264,177,441,3915,3425,7341,3683,4521,8202,6.7,5.1,6,49.1,41.1,45,45.8,39,42.3,184,214,399,44,117,160,918,1100,2024,613,798,1407,1382,661,2042,58,126,181,162,209,372,1599,995,2599,8370,8612,16980,822,816,1644,6390,6519,12914,2375,2520,4892
127021511,9986,10421,20408,2174,1490,3661,1032,1224,2253,858,702,1562,465,408,877,4532,3829,8359,4675,5803,10476,10.3,10.6,10.5,45.4,36.7,40.9,40.7,32.8,36.7,202,180,378,30,46,76,944,1081,2022,565,700,1262,912,558,1471,76,124,199,106,130,233,1090,812,1903,9811,10020,19827,1202,1219,2427,7002,7146,14148,3539,3590,7131
127021512,7205,7536,14742,1713,1244,2957,765,965,1730,628,493,1124,311,207,518,3415,2916,6329,3246,4133,7380,9,7.2,8.2,47.4,38.7,42.9,43.1,35.9,39.4,104,160,266,29,67,93,649,804,1456,427,543,968,965,558,1523,55,108,162,97,129,221,1113,794,1906,7494,7663,15162,855,858,1714,5434,5588,11016,2476,2545,5028
127021513,8955,9432,18384,2089,1575,3667,907,1099,2005,787,625,1407,435,336,779,4213,3634,7848,4041,5144,9184,10.4,9.2,9.9,47.1,38.5,42.7,42.2,35,38.5,133,177,314,40,66,105,1021,1070,2085,497,644,1142,830,608,1434,74,113,191,112,131,240,1014,854,1864,9064,9344,18408,1109,1204,2314,6397,6679,13075,3264,3418,6680
127021514,4058,4442,8503,1079,828,1903,379,616,995,399,322,720,144,118,263,2001,1879,3882,1857,2340,4192,7.2,6.3,6.8,49.4,42.3,45.7,45.8,39.6,42.6,87,94,180,24,42,66,469,599,1071,258,416,672,680,362,1038,27,64,89,59,94,153,767,523,1283,4375,4674,9048,329,363,695,3322,3555,6877,1156,1254,2410
127021515,7455,7712,15170,1282,871,2153,577,728,1302,507,386,895,368,230,592,2734,2215,4948,4075,4883,8959,13.4,10.3,12.1,36.6,28.7,32.6,31.7,25.8,28.7,161,128,289,36,72,108,719,756,1467,461,612,1069,728,501,1227,45,98,140,78,112,195,856,707,1560,7311,7616,14925,919,919,1840,4536,4713,9253,3295,3422,6714
127021516,8245,8737,16987,1584,1213,2797,730,942,1673,634,450,1085,344,240,582,3293,2844,6137,4426,5344,9764,10.4,8.3,9.5,39.9,32.5,36.1,35.8,29.8,32.7,139,138,277,31,60,88,714,852,1561,508,689,1198,1009,595,1602,55,100,154,87,163,248,1153,859,2014,8752,9176,17925,980,960,1946,5799,6192,11989,3411,3435,6844
127021517,3580,3729,7308,780,594,1373,357,472,832,299,218,512,143,86,232,1578,1372,2948,1824,2193,4014,9.2,6.2,7.8,44.1,36.7,40.3,40.1,34.4,37.2,67,85,157,23,35,58,372,433,804,245,340,587,525,320,847,21,45,62,55,79,135,596,442,1039,3820,3859,7679,337,372,707,2897,2937,5839,1079,1114,2194
127021518,1871,1778,3648,597,333,933,226,337,571,224,139,361,18,18,36,1069,827,1898,671,838,1508,1.9,2.2,2,57.1,46.5,51.9,56,45.5,50.9,48,50,96,13,16,24,164,213,382,112,172,285,513,167,673,12,28,40,29,63,89,553,253,808,1948,1860,3813,118,131,248,1580,1501,3084,418,412,829
127021519,7740,8011,15755,1709,1240,2949,716,981,1700,724,464,1183,302,234,539,3451,2924,6372,3821,4685,8509,8.8,7.9,8.4,44.6,36.4,40.4,40.7,33.5,37,155,183,339,26,87,118,661,890,1550,509,693,1200,1236,674,1908,64,99,162,95,174,271,1399,950,2345,8074,8350,16423,961,1015,1972,5669,5830,11500,2890,3044,5934
127021520,4478,4875,9351,1126,825,1950,423,559,978,391,312,696,161,130,289,2093,1824,3912,2158,2765,4922,7.6,7,7.3,46.7,37.4,41.9,43.2,34.8,38.8,89,100,186,17,38,60,531,656,1189,296,380,684,629,351,984,28,54,80,51,101,151,706,508,1217,4854,5093,9943,371,409,786,3696,3972,7671,1288,1318,2610
127021521,19,18,34,8,0,8,0,4,3,0,0,0,0,0,0,8,4,15,5,12,19,0,0,0,55,25,41.7,55,25,41.7,0,0,0,0,0,0,0,0,4,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,21,14,30,0,4,4,9,8,15,11,6,14
127031522,6378,6712,13087,1913,1448,3361,747,1065,1812,642,458,1100,286,233,517,3587,3194,6785,2394,3108,5500,7.9,7.3,7.6,56.2,47.6,51.8,51.8,44.2,47.9,284,317,606,68,104,168,872,1103,1983,544,729,1268,1154,632,1788,47,80,129,102,176,277,1304,885,2193,6879,7095,13971,736,799,1532,4782,4982,9767,2345,2460,4805
127031523,7916,8241,16158,2880,2134,5012,900,1523,2422,847,646,1497,245,190,437,4870,4490,9358,2661,3397,6056,5.1,4.2,4.6,61.5,54.5,57.9,58.4,52.2,55.2,407,419,826,61,141,200,1146,1494,2641,732,964,1697,1741,787,2527,52,123,181,132,225,357,1926,1140,3067,8802,8963,17759,904,1018,1923,6213,6368,12584,2871,3045,5912
127031524,8367,8216,16583,3861,2700,6554,910,1651,2566,908,701,1607,219,183,402,5897,5235,11132,1950,2539,4489,3.7,3.5,3.6,70.5,63.7,67.1,67.9,61.5,64.7,550,629,1175,114,192,302,1326,1810,3132,854,987,1842,1872,796,2666,54,103,157,140,207,346,2061,1110,3172,8744,8763,17509,1264,1074,2333,6062,6126,12192,3310,3127,6444
127031599,4754,4843,9592,909,632,1544,430,504,929,369,239,611,217,131,348,1922,1505,3432,2374,2908,5279,11.2,8.8,10.1,40.5,31.1,35.7,36,28.4,32.1,110,103,210,13,47,55,326,420,742,299,471,769,726,427,1157,34,82,121,67,101,168,828,612,1437,4989,5038,10032,693,673,1370,3349,3457,6804,1932,1899,3833
127031601,2439,2413,4847,664,455,1122,290,307,596,189,113,300,129,101,231,1273,982,2255,889,1181,2071,10.4,10.3,10.3,52.3,40.6,46.5,46.9,36.4,41.7,150,148,303,14,32,43,334,370,704,213,235,444,314,235,549,21,47,71,30,51,81,364,334,699,2177,2192,4369,433,444,876,1152,1187,2335,1294,1267,2560
127031730,4324,4501,8822,1952,1467,3419,542,835,1380,407,349,760,145,165,305,3049,2820,5870,1027,1423,2446,4.7,5.8,5.2,70.5,62.6,66.5,67.2,59,63,481,444,922,71,112,179,993,1222,2210,387,485,875,532,321,854,22,55,75,57,68,130,615,444,1060,4417,4508,8924,1154,1155,2309,1107,1114,2219,3935,4083,8016
127031731,6991,7199,14192,2097,1535,3629,807,933,1739,588,422,1005,377,327,704,3868,3215,7081,2292,3152,5443,9.8,10.2,10,55.3,44.7,49.9,49.9,40.1,44.9,525,502,1026,55,100,162,1045,1265,2303,634,749,1383,853,658,1515,76,96,172,84,124,208,1017,880,1895,5899,6028,11926,1664,1698,3361,2440,2558,4998,4536,4604,9133
127031732,5372,5591,10965,1085,788,1876,509,656,1167,455,286,741,250,199,454,2303,1931,4237,2610,3186,5798,10.9,10.2,10.6,42.9,34.6,38.6,38.2,31,34.5,181,180,363,25,61,88,508,647,1157,420,541,957,789,435,1227,44,82,125,68,116,191,901,630,1535,5454,5518,10973,755,761,1513,3475,3481,6960,2350,2438,4791
