SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
101041022,26,16,39,0,0,8,3,4,5,0,0,0,0,0,0,12,6,15,10,9,19,12.5,0,7.1,34.8,35.3,35,30.4,35.3,32.5,0,0,0,0,4,4,5,0,3,0,0,0,6,0,7,0,0,0,0,0,0,8,4,11,21,10,35,0,4,4,16,17,29,3,3,4
101041023,1390,1494,2883,376,225,601,173,320,492,52,61,117,44,33,76,647,639,1280,609,723,1331,7,4.9,5.9,46.5,42.6,44.5,43.3,40.5,41.9,22,22,41,11,33,47,100,130,228,70,144,221,356,220,579,17,23,43,26,37,60,397,284,678,1258,1334,2596,208,233,444,868,892,1753,546,603,1154
101041024,1571,1497,3064,467,292,758,232,392,626,61,52,117,29,27,57,796,763,1560,630,580,1216,4,3.1,3.6,50.6,51,50.8,48.6,49.4,49,55,58,110,11,49,61,122,198,314,99,176,272,495,230,726,17,35,53,30,52,79,550,311,856,1439,1342,2784,170,181,346,1037,959,1998,513,486,1000
101041025,4771,5219,9992,1543,946,2492,714,1273,1984,137,178,315,83,73,158,2473,2471,4947,2038,2448,4487,3.3,3,3.2,51.8,47.4,49.5,50.1,46,47.9,165,190,358,88,209,299,538,802,1341,374,599,974,1430,684,2117,43,97,140,82,160,244,1551,946,2498,4337,4665,9007,836,921,1757,2753,2919,5664,2240,2488,4729
101041026,3675,3811,7490,991,645,1637,525,872,1396,118,135,253,71,52,124,1706,1700,3403,1652,1812,3460,4.1,2.9,3.5,46.3,44.6,45.4,44.4,43.3,43.8,117,171,280,62,110,166,329,539,862,266,459,722,1110,505,1612,31,73,102,76,117,193,1209,696,1906,3382,3417,6803,471,475,942,2304,2343,4645,1396,1452,2852
101041027,4168,4459,8634,971,586,1560,584,950,1537,152,152,304,73,58,136,1782,1747,3540,2062,2365,4432,4.2,3.3,3.8,42.8,39.3,41,41,38,39.4,131,178,308,88,149,238,432,614,1044,324,524,856,1190,560,1747,39,67,105,69,130,202,1303,758,2060,3802,3977,7773,585,647,1236,2600,2709,5305,1612,1735,3341
101051539,9895,10178,20071,4062,2624,6688,1145,2296,3440,328,416,742,291,225,515,5831,5562,11386,3500,4051,7550,5,4,4.5,58.9,54.6,56.7,55.9,52.4,54.2,265,313,579,125,252,372,722,1166,1886,662,1113,1774,2625,1598,4223,86,172,261,149,296,441,2859,2065,4925,9037,9592,18625,1822,1905,3726,5818,6074,11893,4402,4843,9247
101051540,5915,5643,11558,2472,1385,3856,731,1385,2111,240,245,487,121,97,221,3563,3109,6671,1839,2046,3887,3.4,3.2,3.3,60.2,55.1,57.7,58.2,53.4,55.8,146,178,322,43,142,185,428,720,1145,430,647,1080,1753,811,2565,60,113,173,133,149,278,1951,1068,3016,5722,5364,11085,722,714,1439,4177,3810,7989,1966,1970,3937
101061541,2594,2860,5451,1213,778,1994,335,685,1022,78,121,200,54,49,104,1680,1640,3320,761,1091,1854,3.1,3.2,3.1,64.8,57.5,60.9,62.8,55.6,59,102,119,227,53,89,144,262,452,716,196,306,506,691,431,1114,23,55,75,38,81,121,743,567,1313,2693,2904,5598,367,397,763,1728,1876,3603,1172,1276,2453
101061542,5041,5127,10172,2626,1706,4332,671,1399,2061,180,256,434,100,85,184,3576,3439,7019,1183,1404,2589,2.9,2.4,2.6,70.9,67.1,69,68.8,65.5,67.2,384,402,784,131,267,402,744,1098,1845,480,600,1078,1190,518,1710,37,73,107,68,144,210,1293,733,2027,5244,5283,10524,643,686,1329,3717,3691,7417,1883,2004,3885
101061543,4165,4611,8779,1701,965,2670,449,1079,1531,150,165,322,126,104,231,2430,2318,4747,1429,1977,3404,5.1,4.5,4.8,58.3,50.2,54.1,55.4,48,51.5,86,90,175,25,68,92,247,478,724,210,423,638,1112,663,1779,35,89,119,62,116,181,1216,874,2082,4156,4523,8677,697,729,1430,2765,2936,5700,1786,2051,3839
101061544,3181,3174,6360,1266,706,1974,327,720,1043,98,137,243,76,54,128,1759,1622,3387,1105,1273,2375,4.1,3.5,3.8,55.4,51,53.2,53.1,49.2,51.2,52,62,114,14,51,65,199,404,604,166,322,487,770,418,1188,44,61,108,55,71,121,868,550,1413,3113,3030,6146,346,365,703,2267,2248,4511,1008,983,1992
102011028,2935,3048,5981,1215,646,1856,494,971,1469,170,242,406,61,55,121,1935,1915,3849,905,1042,1948,3.2,2.9,3,65.9,62.8,64.4,63.8,61,62.4,200,174,372,58,129,189,553,749,1299,309,446,755,748,316,1064,17,44,64,56,80,137,823,439,1261,3077,3123,6197,491,496,991,2199,2195,4395,1211,1258,2476
102011029,4493,4700,9199,1570,921,2499,660,1148,1806,249,289,539,94,76,163,2576,2429,5006,1737,2094,3833,3.5,3,3.3,57.3,51.7,54.4,55.3,50.1,52.6,266,273,537,85,187,266,653,894,1545,449,613,1060,1286,515,1795,34,64,103,105,164,270,1426,742,2173,4542,4725,9258,614,623,1235,3274,3432,6702,1679,1711,3389
102011030,2111,1946,4061,780,466,1248,306,436,737,143,163,307,55,34,92,1285,1099,2384,644,679,1326,4.4,3.3,3.9,60.9,56.5,58.8,58.2,54.7,56.5,66,95,166,20,39,56,229,304,537,148,239,386,562,248,807,20,34,55,52,58,113,631,336,970,1956,1807,3767,254,250,501,1468,1353,2820,659,652,1310
102011031,5692,6742,12434,1846,1125,2968,801,1404,2206,299,421,723,116,93,205,3061,3042,6098,2222,3035,5264,3.9,3,3.4,53.8,45.1,49.1,51.7,43.8,47.4,286,269,557,84,167,256,844,1114,1955,529,738,1266,1358,677,2036,50,88,135,96,217,311,1501,983,2488,5685,6393,12080,756,845,1602,3912,4425,8340,2220,2477,4698
102011032,8628,9339,17965,3281,2320,5605,1396,2082,3478,513,662,1173,314,265,582,5506,5332,10839,2592,3490,6087,5.7,5,5.4,63.8,57.1,60.3,60.2,54.2,57.1,564,607,1168,122,252,370,1369,1748,3118,828,1167,1999,1818,1204,3016,100,171,266,148,247,389,2058,1619,3677,7600,8137,15738,1959,2018,3980,4285,4641,8927,4794,5065,9859
102011033,2530,2539,5066,1163,700,1869,431,715,1141,135,203,336,72,79,151,1804,1697,3503,642,768,1407,4,4.5,4.2,71.5,66.7,69.1,68.6,63.7,66.2,74,105,182,22,58,81,271,423,697,241,350,591,749,399,1153,20,37,56,55,90,149,827,527,1357,2828,2788,5614,299,283,580,1983,2012,3994,957,899,1857
102011034,2791,3494,6293,945,551,1500,393,808,1199,144,204,349,62,37,101,1554,1594,3146,1104,1677,2780,3.9,2.3,3.1,55.5,45.7,50,53.3,44.6,48.5,100,108,207,31,73,102,303,503,812,242,389,631,832,438,1269,22,61,78,55,127,183,909,623,1528,2857,3429,6287,404,438,843,1991,2401,4401,1085,1275,2352
102011035,2741,2923,5667,1129,739,1871,454,800,1251,186,223,410,87,67,160,1854,1831,3687,817,1019,1835,4.8,3.8,4.3,67.7,62.7,65.1,64.4,60.3,62.3,109,133,246,47,88,128,361,570,932,224,360,584,761,428,1194,30,63,94,54,79,134,846,575,1422,2955,3088,6040,421,426,847,2060,2156,4216,1122,1179,2302
102011036,3166,3376,6544,1350,825,2171,506,924,1431,190,231,418,91,70,164,2137,2050,4184,950,1239,2188,4.3,3.5,3.9,67.5,60.7,64,64.6,58.6,61.5,126,161,289,45,89,134,411,569,985,284,422,710,884,521,1409,24,66,90,76,114,185,979,702,1686,3482,3582,7063,397,453,851,2483,2504,4987,1196,1319,2514
102011037,2648,2783,5428,968,587,1559,417,670,1083,137,192,333,89,56,150,1613,1512,3124,941,1159,2096,5.5,3.9,4.7,60.9,54.3,57.6,57.6,52.2,54.8,160,168,325,67,100,168,391,504,893,248,373,619,641,310,954,27,40,66,73,89,162,743,439,1185,2702,2782,5481,356,383,741,1917,1999,3916,969,1013,1982
102011038,2813,3051,5861,1082,661,1740,383,800,1183,190,245,436,57,45,102,1716,1746,3459,991,1191,2181,3.4,2.6,3,61,57.3,59.1,58.9,55.8,57.3,81,133,213,43,79,124,293,524,827,251,365,613,973,426,1399,25,53,77,71,109,187,1066,591,1661,2950,3054,6000,389,436,831,2115,2250,4360,1065,1107,2174
102011039,5895,6246,12143,2375,1462,3837,878,1623,2498,350,480,827,135,102,240,3740,3667,7407,1863,2313,4173,3.6,2.8,3.2,63.5,58.7,61,61.2,57,59,390,387,780,121,211,324,1140,1417,2559,620,869,1488,1332,629,1966,42,83,125,100,185,288,1474,902,2375,5707,5951,11653,1175,1182,2358,3624,3749,7381,2922,3091,6010
102011040,9629,11013,20635,3085,2031,5121,1241,2221,3457,541,672,1214,322,243,572,5198,5165,10366,3826,5143,8972,6.2,4.8,5.5,54,46.9,50.2,50.6,44.7,47.5,335,400,730,101,250,349,972,1497,2468,695,1239,1938,2654,1471,4126,94,166,261,209,349,559,2959,1983,4946,9306,10296,19605,1584,1685,3272,6152,6691,12843,4164,4704,8873
102011041,4110,4414,8528,1655,980,2639,688,1242,1931,253,359,608,76,74,152,2672,2656,5325,1276,1589,2866,2.9,2.8,2.9,65,60.2,62.5,63.1,58.5,60.7,240,224,464,78,148,230,655,946,1602,408,586,997,1114,445,1561,30,63,96,86,157,245,1231,671,1895,4293,4468,8762,691,751,1440,2920,3097,6014,1817,1878,3697
102011042,5680,6477,12162,1818,1198,3016,698,1234,1938,282,391,675,204,147,352,3008,2972,5979,2342,3096,5439,6.9,4.9,5.9,52.9,45.9,49.2,49.2,43.6,46.3,231,265,492,66,124,200,600,785,1387,388,712,1103,1416,854,2268,78,119,191,107,194,305,1600,1165,2764,5486,6052,11545,821,903,1728,3683,3997,7680,2323,2676,5000
102011043,4349,4936,9278,1583,1022,2602,596,1041,1636,246,320,560,147,133,286,2577,2510,5083,1532,2134,3665,5.7,5.4,5.6,59.2,50.9,54.8,55.8,48.2,51.8,149,177,326,54,111,171,457,751,1209,359,533,891,1188,683,1867,56,101,159,84,138,224,1325,924,2247,4501,4892,9395,657,644,1300,3012,3331,6347,1791,1914,3704
102021044,8534,9762,18298,3113,1849,4959,1270,2321,3594,487,725,1209,267,178,447,5134,5071,10206,2861,3966,6831,5.2,3.6,4.4,60.2,51.9,55.8,57.1,50.1,53.3,189,225,417,79,205,292,749,1331,2085,621,1055,1671,2678,1514,4192,91,157,247,163,268,429,2926,1936,4865,8875,9679,18554,1212,1310,2523,6019,6629,12650,3450,3793,7246
102021045,4208,4535,8741,1567,949,2513,571,1024,1594,312,389,696,169,158,328,2617,2520,5136,1397,1799,3200,6.5,6.3,6.4,62.3,55.5,58.7,58.2,52,55,38,45,80,21,48,68,154,304,460,211,434,647,1284,962,2247,45,87,127,72,116,191,1398,1164,2562,4476,4657,9138,720,764,1481,2873,2959,5835,1954,2130,4083
102021046,3896,4196,8092,1216,719,1938,497,880,1377,260,266,528,116,106,225,2088,1976,4066,1550,1973,3518,5.7,5.4,5.5,53.6,47.1,50.2,50.5,44.5,47.4,55,75,124,23,64,89,220,403,624,228,459,691,1297,711,2012,45,87,129,80,122,205,1426,921,2348,3861,3995,7851,542,589,1131,2588,2657,5245,1567,1711,3277
102021047,6180,6731,12905,2522,1496,4017,927,1694,2623,411,549,961,174,121,299,4035,3861,7897,1927,2628,4553,4.4,3.1,3.8,65.3,57.4,61.2,62.4,55.6,58.9,150,212,361,61,156,216,558,911,1466,460,815,1274,2071,1100,3166,62,116,174,122,215,339,2255,1423,3678,6387,6813,13204,961,1026,1984,4467,4699,9165,2461,2700,5162
102021048,8787,9728,18515,2734,1740,4479,1057,1832,2883,554,698,1253,364,262,624,4706,4535,9243,3381,4385,7764,7.7,5.8,6.7,53.6,46.6,49.9,49.4,43.9,46.5,109,182,290,54,139,187,396,808,1209,471,875,1349,2577,1789,4369,107,220,322,160,260,428,2840,2274,5117,8480,9110,17587,1355,1398,2756,5562,5917,11476,3719,4047,7765
102021049,1394,1419,2809,605,347,956,233,388,630,91,111,205,22,20,46,955,872,1830,374,490,855,2.6,2.3,2.5,68.8,61.4,65,67,60,63.4,50,58,113,9,32,43,160,241,401,122,181,306,436,168,605,11,30,46,23,47,68,474,246,716,1473,1423,2892,157,176,338,1061,1031,2094,496,515,1010
102021050,4446,4912,9355,1327,745,2073,469,915,1393,213,306,513,133,86,216,2141,2057,4198,2037,2561,4600,6.1,4.2,5.2,48.2,41.8,44.8,45.2,40,42.5,41,69,115,23,62,81,203,404,615,260,433,687,1512,767,2285,40,108,149,79,144,217,1634,1019,2650,4290,4595,8888,619,692,1310,3001,3231,6226,1686,1847,3538
102021051,1987,2038,4021,836,473,1308,334,601,937,137,179,320,49,24,70,1358,1273,2635,543,688,1234,3.4,2,2.7,68.3,62.6,65.4,65.9,61.4,63.6,77,91,171,34,55,94,272,382,658,174,261,441,559,320,879,32,32,59,27,70,98,615,418,1034,2085,2067,4149,255,273,525,1488,1463,2952,734,774,1515
102021052,2689,2682,5371,913,531,1441,344,614,959,135,183,314,84,55,142,1473,1386,2864,1079,1163,2241,5.9,4.1,5,54.8,51.7,53.2,51.6,49.6,50.6,36,47,77,26,47,76,141,245,385,148,284,436,1020,514,1533,29,38,64,50,94,146,1097,649,1748,2654,2644,5297,392,395,791,1773,1723,3493,1122,1196,2319
102021053,6484,7133,13620,1899,1272,3176,868,1400,2271,399,481,879,227,198,426,3393,3351,6742,2625,3289,5911,6.7,5.9,6.3,52.3,47,49.5,48.8,44.2,46.4,167,216,386,66,152,217,580,874,1454,492,799,1297,1767,974,2745,65,118,186,127,206,332,1958,1302,3257,5840,6289,12135,1121,1229,2347,3613,3826,7440,3010,3416,6428
102021054,4016,4296,8319,1151,719,1874,465,852,1314,251,286,541,142,116,255,2007,1973,3982,1763,2060,3827,7,5.8,6.4,50,45.9,47.9,46.5,43.2,44.8,90,65,151,38,88,126,272,464,734,243,439,687,1238,690,1926,44,84,129,61,110,170,1344,887,2230,3816,3870,7686,691,793,1487,2525,2524,5052,1729,1909,3641
102021055,1985,2209,4196,840,571,1405,290,516,808,118,196,319,69,42,110,1321,1314,2640,581,806,1385,5.2,3,4.1,66.6,59.6,62.9,63.1,57.8,60.3,67,60,133,22,47,72,229,351,582,191,284,474,527,354,873,33,52,81,31,64,94,588,459,1049,2054,2232,4282,324,371,693,1344,1479,2827,898,995,1895
102021056,7265,8018,15288,3145,1975,5121,1049,1941,2985,473,635,1105,237,198,434,4902,4738,9642,1959,2790,4741,4.8,4.2,4.5,67.4,59.1,63.1,64.2,56.7,60.2,182,237,419,69,148,220,585,997,1576,660,930,1588,2014,1406,3418,83,149,231,146,254,404,2240,1810,4047,7579,8227,15798,1494,1616,3111,4179,4416,8594,4249,4767,9019
102021057,3700,3768,7467,1202,735,1934,436,684,1118,205,253,454,151,113,266,1995,1781,3775,1415,1706,3120,7.5,6.4,7,53.9,47.2,50.6,49.9,44.2,47,84,72,152,23,61,85,273,369,644,228,384,613,896,647,1544,63,82,149,62,99,159,1017,831,1847,3519,3521,7035,640,664,1300,2282,2215,4495,1648,1760,3408
103011059,4671,4939,9614,2185,1366,3546,563,1296,1860,151,181,333,126,119,249,3032,2961,5990,1399,1715,3121,4.3,4.1,4.2,64.9,59.9,62.3,62.1,57.5,59.7,130,145,275,60,105,159,357,758,1109,297,494,798,1420,829,2252,53,90,142,92,147,234,1558,1061,2624,4802,4866,9668,938,986,1920,3087,3036,6121,2312,2490,4801
103011060,3001,2703,5704,1276,773,2046,368,754,1120,119,119,240,44,44,91,1805,1691,3499,1000,844,1840,2.6,2.7,2.6,60.1,62.6,61.3,58.5,61,59.7,87,108,197,47,115,160,255,476,730,202,326,524,910,398,1309,36,53,92,52,87,141,991,541,1541,2868,2734,5605,317,288,607,2123,2013,4137,899,889,1788
103011061,2133,1900,4033,887,435,1322,190,404,593,80,76,157,46,32,76,1206,945,2154,680,730,1407,3.8,3.5,3.7,56.6,49.8,53.4,54.4,48.1,51.4,51,39,92,10,29,40,131,214,343,100,171,267,587,229,818,23,33,59,31,54,84,639,317,960,1847,1756,3602,262,255,517,1266,1204,2466,744,724,1468
103011612,4915,4497,9413,1576,1120,2693,635,994,1627,143,175,321,161,113,276,2517,2401,4917,2115,1858,3971,6.4,4.8,5.6,51.2,53.3,52.2,48,50.8,49.3,224,227,455,72,127,196,496,757,1254,269,418,687,918,565,1484,57,81,140,61,108,170,1039,750,1791,3430,3657,7083,1033,1155,2190,1913,2088,4001,2335,2548,4881
103011613,5368,5885,11252,2592,1792,4385,719,1540,2264,169,223,394,142,121,257,3628,3675,7300,1498,1935,3436,3.8,3.2,3.5,67.5,62.4,64.9,65,60.4,62.6,220,242,463,79,189,270,598,985,1584,368,630,998,1611,916,2531,55,117,178,102,199,300,1766,1232,3003,5480,5743,11219,1070,1183,2248,3413,3567,6980,2712,2985,5703
103021062,2491,2520,5016,1110,579,1686,225,567,790,79,95,168,79,61,140,1491,1295,2788,714,922,1631,5.2,4.8,5,59.9,51.4,55.6,56.7,48.9,52.8,38,44,82,13,48,63,116,264,386,89,207,296,514,289,801,23,39,65,54,49,101,584,382,967,2416,2361,4778,346,355,700,1785,1714,3501,817,836,1652
