SA2_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
101031016,3,13,14,4,12,24,3,64,0,141,0,0,0,0,4,0,0,3,0,13,3,0,3,5,6,11,7,10,0,50,0,0,0,0,18,26,17,23,0,85,12,24,32,34,47,100,32,79,3,368,4,9,11,0,9,8,7,7,0,49,0,27,18,8,12,24,10,21,3,129,24,79,83,30,58,73,48,104,3,512,4,18,12,8,17,18,5,19,0,109,3,3,0,4,3,6,0,9,0,29,0,0,0,0,0,6,0,3,0,19,3,17,7,0,7,9,0,20,0,62,0,3,12,7,14,17,5,21,0,88,0,24,6,8,5,7,4,11,0,60,10,9,3,0,50,24,8,20,0,126,3,15,14,5,17,12,12,20,0,101,0,6,5,0,8,13,0,7,0,43,8,24,34,16,72,51,21,37,0,268,0,4,3,10,7,15,3,17,0,67,9,16,10,10,12,22,11,17,24,118
101041017,0,0,10,3,0,5,7,9,0,32,0,0,0,0,0,0,0,3,0,7,3,3,0,4,17,17,3,12,0,64,0,0,3,0,8,6,3,5,0,20,12,20,23,21,81,111,20,69,6,355,0,0,4,0,11,14,0,5,0,30,15,46,19,14,33,36,9,10,5,191,14,46,15,17,28,24,0,14,6,153,5,14,17,11,13,13,3,11,0,81,0,0,0,4,0,3,3,6,0,20,0,0,0,0,4,4,5,0,0,18,0,0,0,0,3,8,0,4,0,13,0,7,13,8,13,16,4,6,0,55,0,15,6,12,12,13,8,6,0,72,12,8,9,8,57,19,10,9,4,132,4,8,5,0,9,7,3,4,0,38,10,15,14,8,24,12,9,4,0,87,0,4,0,0,3,5,0,0,0,9,0,3,10,11,19,25,10,6,0,79,0,7,5,0,9,14,0,7,20,72
101041018,4,0,0,0,9,6,0,0,0,23,0,0,0,0,0,4,3,4,0,15,0,3,13,0,14,12,12,11,3,74,0,0,0,4,18,10,0,0,0,33,20,24,19,19,59,91,20,62,8,326,0,3,5,0,3,11,0,6,0,31,9,53,22,15,39,25,9,21,0,192,7,47,27,9,15,22,0,22,4,146,7,13,4,6,7,14,6,12,0,69,0,0,0,0,7,6,0,0,0,21,0,0,3,0,7,0,0,0,0,11,0,10,4,8,0,7,3,3,0,30,3,5,13,3,14,15,8,7,0,65,8,24,10,7,6,7,0,7,0,69,13,3,5,3,53,28,17,7,0,140,8,8,9,3,14,6,4,10,0,72,7,14,24,37,26,14,0,12,4,135,0,4,3,0,5,3,0,0,0,13,4,7,4,8,15,28,0,9,0,71,5,8,0,4,20,12,5,7,18,82
101041019,0,15,9,9,14,23,0,28,0,99,0,0,0,0,0,3,0,0,0,9,7,14,13,20,39,66,20,28,0,199,5,0,0,4,15,24,5,8,0,62,9,15,18,17,46,109,21,58,9,297,0,3,0,5,24,10,5,7,0,51,9,34,18,0,30,27,7,22,0,148,3,36,25,12,27,13,3,7,7,135,9,5,8,0,14,8,8,25,0,78,0,0,0,0,6,7,0,0,0,9,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,7,0,8,0,20,3,13,10,6,11,21,5,12,0,81,8,16,12,3,5,13,3,3,0,62,5,5,6,10,68,25,7,8,0,138,0,18,11,11,13,24,5,4,0,93,13,24,14,27,52,30,10,17,0,178,0,8,3,0,3,9,0,0,0,24,9,11,8,4,16,32,5,16,0,93,4,8,0,4,10,11,3,10,20,83
101041020,12,32,40,30,39,61,22,153,12,405,4,0,0,0,0,0,0,3,0,10,10,10,7,12,32,48,21,42,3,190,0,5,7,0,7,15,5,3,0,40,27,31,26,40,62,132,35,69,10,426,3,11,7,9,9,24,3,9,0,69,5,26,14,8,23,17,8,12,5,126,10,40,8,4,8,9,0,10,0,101,8,14,8,7,12,19,4,36,5,106,0,3,0,0,3,0,0,0,0,12,0,5,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,11,0,19,6,10,16,15,4,11,0,72,4,17,10,11,9,11,3,5,0,65,7,8,9,5,39,26,11,8,5,113,0,13,14,10,11,6,4,7,0,74,0,20,25,13,20,23,0,13,6,116,6,12,7,5,7,0,0,0,0,34,0,5,3,7,21,16,6,19,3,77,10,16,6,0,15,24,5,18,10,110
101041021,0,0,5,9,3,6,0,3,0,19,0,0,0,0,0,0,0,6,0,9,0,0,5,0,4,3,3,4,0,20,0,4,0,0,4,8,4,3,0,18,6,15,17,14,47,72,6,27,6,209,0,0,0,0,0,0,0,4,0,4,0,10,5,5,8,7,0,9,0,52,3,22,5,9,4,13,5,6,0,61,0,5,3,0,4,5,0,0,0,30,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,4,0,0,0,6,0,9,4,0,5,5,3,11,0,33,4,4,3,3,7,7,3,0,0,28,3,0,7,0,29,13,8,3,0,65,6,13,3,5,10,17,6,7,0,54,3,3,4,10,14,13,3,8,0,57,0,4,0,0,0,0,0,0,0,11,0,0,0,3,7,12,0,0,0,28,4,5,0,5,5,11,0,0,3,32
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,5,0,4,6,7,8,4,26,5,62,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,5,3,18,3,54,3,0,0,0,8,3,0,0,0,11,0,15,11,0,13,23,8,24,0,93,0,6,0,6,14,5,0,3,0,28,0,16,8,4,8,5,3,9,0,54,10,10,12,3,11,4,0,8,0,53,0,6,6,0,3,8,3,10,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,5,4,3,0,0,4,0,0,0,20,0,5,3,0,3,3,0,4,0,21,0,6,5,0,15,9,7,5,0,44,0,4,0,3,3,3,0,0,0,12,0,5,8,0,5,0,0,4,0,21,4,0,0,0,0,0,0,0,0,3,0,0,0,4,7,8,0,10,0,28,3,3,8,3,9,11,4,7,6,48
101041024,9,3,9,3,6,13,3,26,0,73,0,0,0,0,0,0,0,6,0,9,3,0,3,0,6,11,6,7,0,32,0,0,0,0,0,4,0,0,0,8,6,11,13,12,30,64,6,34,4,180,0,0,0,0,4,6,0,0,0,12,4,23,13,4,11,9,3,13,0,73,4,11,8,4,0,4,0,0,4,38,0,4,5,3,6,7,0,13,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,0,8,3,0,3,0,4,6,4,7,0,29,6,6,3,4,0,0,0,0,0,28,3,9,0,3,26,8,7,5,0,59,0,3,3,0,4,5,3,3,0,27,0,0,6,0,6,0,0,3,0,33,0,5,5,0,3,4,0,0,0,11,0,4,3,3,10,11,3,0,0,39,4,4,3,3,5,9,0,3,7,46
101041025,4,18,4,6,6,19,13,36,0,107,3,0,0,0,0,0,0,0,0,8,4,10,11,11,27,58,22,43,3,190,0,0,0,0,18,8,4,10,0,39,7,34,26,26,78,159,33,66,4,435,5,7,8,3,13,15,6,10,0,58,11,53,33,13,46,35,9,28,4,229,21,73,34,29,50,29,11,34,0,282,9,13,12,5,12,12,9,25,0,93,0,4,0,0,8,4,0,0,0,21,0,0,0,4,0,7,7,9,0,22,0,9,0,0,5,10,4,0,0,31,0,15,10,7,13,29,5,27,3,112,3,23,21,9,13,20,3,12,5,102,12,10,6,9,67,28,13,11,0,161,4,21,13,11,10,29,13,14,0,116,7,12,23,17,48,38,4,14,4,172,0,8,3,9,7,7,6,3,0,51,0,14,3,6,16,17,6,9,0,73,0,4,7,0,12,14,7,13,20,83
101041026,0,13,3,7,11,15,0,13,0,64,0,0,0,0,0,3,0,3,0,17,3,9,5,12,22,14,5,8,0,78,3,0,0,5,12,15,0,9,0,41,17,22,22,22,69,115,27,47,9,345,3,7,0,0,0,9,3,3,0,30,8,38,8,14,31,20,6,21,6,155,3,28,16,6,12,27,0,15,0,107,5,15,9,8,17,13,5,17,0,86,0,0,0,3,7,6,0,0,0,22,0,0,4,0,4,6,0,0,0,9,0,4,0,0,0,7,0,0,0,14,0,20,13,10,5,14,4,9,0,82,0,15,11,6,4,14,8,4,0,60,13,9,10,8,53,37,9,10,3,157,4,11,6,7,18,12,6,0,0,66,7,20,17,15,23,13,3,11,0,115,0,7,7,0,13,10,0,3,0,36,0,6,5,6,9,11,0,12,0,53,3,14,11,7,17,14,3,11,18,93
