SA2_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
103011613,4987,13085,131,231,82,170,218,401,23,45,0,0,0,0,0,0,8,4,30,53,0,0,0,0,0,0,0,15,0,15,7,13,5239,13566,334,..,5572,13566
103021062,2163,5259,40,55,0,5,47,56,58,91,0,0,0,0,0,0,0,0,58,91,4,4,0,0,0,4,6,10,11,20,19,54,2291,5476,497,..,2788,5476
103021063,3382,7936,226,312,29,46,263,354,80,112,7,14,0,0,0,0,3,0,90,125,13,13,3,3,0,3,3,11,21,28,7,17,3760,8468,400,..,4159,8468
103021064,2115,4923,46,89,0,9,46,97,12,16,0,0,0,0,0,0,0,0,11,16,3,6,0,4,0,5,0,5,11,17,6,11,2187,5060,441,..,2633,5060
103021065,3430,8409,153,243,9,18,162,261,158,196,0,3,0,0,0,0,4,0,162,201,15,27,19,24,0,0,19,33,48,85,6,18,3805,8965,479,..,4290,8965
103021066,1404,3105,34,59,5,5,34,61,46,59,0,0,0,3,0,0,0,0,52,58,3,4,0,0,0,0,3,11,8,12,3,7,1497,3245,253,..,1754,3245
103021067,3650,9209,152,275,17,13,168,283,270,372,6,12,0,0,0,0,3,7,282,391,12,11,8,9,0,0,9,21,22,43,28,52,4148,9981,528,..,4679,9981
103021068,1143,2810,25,26,0,0,25,26,17,20,0,0,0,0,0,0,0,0,17,20,5,6,0,0,0,0,3,8,12,14,11,30,1194,2900,254,..,1450,2900
103021069,1957,4606,90,133,0,0,90,133,42,66,0,0,0,0,0,0,0,5,44,64,9,19,0,4,3,5,9,22,21,51,34,73,2142,4929,635,..,2773,4929
103031070,4399,10023,508,745,84,131,595,882,106,149,8,13,0,0,0,0,8,16,121,175,0,0,7,14,0,0,17,42,23,49,10,23,5149,11149,631,..,5778,11149
103031071,3060,7480,33,57,14,24,46,82,4,6,0,0,0,0,0,5,0,6,3,15,14,17,3,3,0,0,21,50,41,69,14,34,3169,7686,630,..,3804,7686
103031072,4047,10547,537,895,22,43,556,935,37,58,10,12,0,0,0,0,0,0,49,63,22,31,39,66,0,0,12,17,73,119,12,26,4727,11689,655,..,5382,11689
103031073,1408,2985,26,29,0,0,26,29,11,15,0,0,0,0,0,3,0,0,15,20,4,4,3,3,0,0,3,11,11,18,3,7,1459,3057,343,..,1808,3057
103031074,3872,9814,42,82,0,0,42,82,23,32,0,0,0,0,0,0,0,0,23,32,12,12,11,13,0,3,11,20,35,51,11,20,3975,10000,828,..,4804,10000
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
103041076,2635,6680,72,106,8,16,82,119,22,34,0,0,0,0,0,0,0,0,22,34,4,4,0,0,0,0,7,26,13,30,8,29,2772,6898,270,..,3045,6898
103041077,6153,14821,888,1324,148,237,1040,1561,301,427,14,24,0,0,0,0,6,8,325,457,14,14,0,7,0,0,18,52,34,67,27,69,7577,16981,944,..,8520,16981
103041078,7249,20295,462,795,60,98,517,898,203,325,17,29,0,0,0,0,8,21,237,377,5,10,0,0,0,0,10,22,20,33,17,36,8037,21637,494,..,8539,21637
103041079,3893,10391,35,62,8,23,40,81,42,48,0,5,0,0,0,0,0,3,40,52,9,19,3,0,0,4,160,415,179,442,11,22,4158,10990,423,..,4584,10990
104011080,6265,15486,322,462,246,443,568,912,594,886,14,15,8,19,0,0,5,5,630,931,34,40,30,37,3,5,72,161,136,245,27,42,7616,17606,584,..,8202,17606
104011081,5602,13954,36,80,16,36,48,119,25,48,0,0,0,0,0,0,4,10,28,58,23,41,70,103,8,7,44,128,144,281,31,57,5860,14464,938,..,6795,14464
104011082,5995,13954,490,785,236,448,723,1233,144,227,69,119,12,16,0,0,32,55,255,425,56,95,172,242,4,15,38,64,266,413,34,80,7273,16099,1628,..,8903,16099
104021083,2157,5442,65,87,18,27,81,118,8,16,0,0,0,0,5,5,5,6,12,31,3,14,0,3,0,0,3,4,10,18,9,25,2264,5626,240,..,2505,5626
104021084,4691,12375,620,1080,587,1243,1206,2328,756,1287,110,172,75,117,115,181,15,19,1060,1781,33,58,125,171,0,0,4,7,163,241,30,63,7154,16788,554,..,7706,16788
104021085,2423,6280,295,569,371,769,672,1341,843,1544,177,313,143,209,0,0,14,15,1177,2082,0,3,11,10,0,0,3,7,12,19,22,37,4301,9758,522,..,4824,9758
104021086,1288,3542,3,4,5,12,5,13,4,13,0,0,0,0,0,0,0,0,4,13,5,5,28,51,6,0,0,0,38,66,0,0,1333,3630,94,..,1420,3630
104021087,1308,2803,24,40,0,0,22,44,6,10,0,0,0,0,0,0,0,6,10,15,3,0,24,30,0,0,4,9,29,45,3,4,1373,2916,288,..,1661,2916
104021088,3158,8702,129,260,174,374,299,641,77,153,0,0,50,87,0,0,16,26,145,261,23,38,18,22,0,0,6,9,45,78,16,32,3666,9713,366,..,4031,9713
104021089,5953,15991,812,1361,164,355,979,1713,493,814,83,149,0,0,0,0,29,44,605,1012,32,46,119,170,0,0,12,20,158,237,23,44,7713,18993,539,..,8250,18993
104021090,1650,3925,67,130,32,67,101,203,132,189,0,0,0,0,0,0,3,7,138,190,23,47,45,75,0,0,0,0,69,123,11,21,1966,4462,235,..,2199,4462
104021091,4798,12463,172,369,165,363,339,723,57,105,28,81,0,0,0,0,13,34,95,212,68,179,24,46,0,3,0,0,97,235,36,71,5365,13708,596,..,5963,13708
105011092,1051,2642,37,69,0,3,38,75,16,17,0,0,0,3,0,0,0,5,18,27,0,11,3,13,4,4,3,5,11,23,28,68,1149,2826,422,..,1568,2826
105011093,1297,3139,40,64,3,6,42,70,68,96,0,0,0,0,0,0,0,0,68,96,8,15,4,3,0,0,7,24,20,41,9,26,1438,3371,531,..,1968,3371
105011094,1272,3181,22,44,0,6,23,50,43,60,0,0,0,0,0,0,0,0,43,60,0,0,0,0,0,0,5,13,3,9,13,28,1359,3332,264,..,1622,3332
105011095,1582,3856,93,134,0,7,99,140,15,23,0,0,0,0,0,0,0,0,15,23,5,15,0,0,0,0,3,5,9,26,30,69,1745,4115,440,..,2181,4115
105011096,1350,3302,58,78,0,0,58,78,22,32,0,0,0,0,0,0,0,5,22,36,26,44,0,4,204,340,10,27,234,413,98,176,1765,4000,438,..,2210,4000
105021097,6910,15174,158,231,17,26,177,265,184,230,0,0,0,0,0,0,0,0,186,235,5,16,3,4,0,0,4,6,8,27,25,48,7308,15741,1528,..,8836,15741
105021098,635,1643,20,30,0,3,23,31,3,11,0,0,0,0,0,0,0,5,6,13,10,24,0,5,0,0,0,0,12,29,96,211,776,1921,251,..,1028,1921
105031099,2730,6434,27,39,0,6,31,43,64,81,0,0,0,0,0,0,3,3,61,84,8,11,3,4,4,5,7,15,23,38,33,74,2878,6670,604,..,3483,6670
105031100,3025,8421,483,885,29,49,511,934,111,169,0,0,0,0,0,0,4,4,114,176,0,8,0,3,0,0,3,13,7,21,6,14,3661,9556,218,..,3880,9556
105031101,5908,15465,550,926,27,62,580,984,797,1269,8,20,0,0,0,0,11,20,819,1305,6,14,3,6,0,0,20,28,26,43,19,45,7345,17843,580,..,7925,17843
105031102,3069,8434,293,461,5,10,290,470,174,301,0,0,0,0,0,0,8,19,180,318,12,23,0,0,0,0,8,12,17,41,13,16,3572,9281,219,..,3788,9281
105031103,1860,5217,18,54,0,3,20,55,0,0,0,0,0,0,0,0,0,3,0,3,5,7,0,0,0,0,0,3,3,9,16,35,1900,5325,156,..,2058,5325
105031104,1513,3619,42,50,0,0,42,50,47,70,0,0,0,0,0,0,0,0,51,71,10,18,3,7,0,0,6,8,22,36,5,4,1629,3782,315,..,1937,3782
105031105,2094,5313,82,109,0,4,85,114,42,59,0,0,0,0,0,0,0,0,42,59,7,20,0,0,0,3,3,12,10,30,12,31,2248,5549,318,..,2567,5549
105031106,2731,6678,99,164,0,3,96,171,54,74,0,0,0,0,0,0,0,3,53,76,0,3,4,4,8,11,24,58,40,75,14,27,2938,7032,465,..,3402,7032
106011107,4180,11729,189,375,18,34,208,412,8,25,0,0,0,0,0,0,8,10,16,35,7,5,0,3,0,3,0,7,3,11,12,27,4427,12211,559,..,4981,12211
106011108,7067,18467,877,1475,119,193,993,1668,124,168,0,0,0,0,0,0,17,40,139,206,31,33,0,3,0,0,13,28,42,62,19,42,8269,20442,779,..,9047,20442
106011109,3089,8613,5,11,0,0,5,11,0,3,0,0,0,0,0,0,3,11,3,10,0,0,0,0,0,0,0,5,3,5,9,23,3111,8654,476,..,3580,8654
106011110,3469,8822,55,80,0,0,55,80,8,11,0,0,0,0,0,0,0,0,8,11,12,14,8,22,4,5,11,14,32,64,16,50,3578,9030,416,..,3998,9030
106011111,6838,18407,390,683,131,214,523,901,117,158,0,0,0,0,0,0,27,58,144,220,0,0,0,0,6,10,7,5,5,16,12,21,7521,19562,382,..,7902,19562
106011112,5087,13995,399,736,209,373,611,1108,231,345,0,0,0,0,0,0,4,0,231,347,37,55,37,59,0,0,3,7,82,127,9,16,6020,15590,434,..,6450,15590
106011113,1707,4852,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,6,7,7,5,14,3,3,3,13,15,38,7,14,1733,4904,289,..,2019,4904
106021114,2555,7250,224,371,61,107,283,476,25,45,0,0,31,48,0,0,9,19,64,119,155,192,10,10,4,0,40,73,207,282,18,38,3130,8149,182,..,3305,8149
106021116,2782,8063,140,248,7,14,148,261,11,20,0,0,0,0,0,0,3,7,14,25,0,0,0,0,0,0,0,0,0,0,3,11,2944,8357,128,..,3072,8357
106021614,5536,15039,700,1210,244,408,943,1615,337,465,0,0,0,0,0,0,11,16,348,485,0,0,0,0,0,0,0,0,0,0,4,5,6833,17143,351,..,7182,17143
106021615,5506,15656,474,919,87,105,556,1021,61,94,0,0,0,0,0,0,12,18,73,113,0,0,0,0,0,0,0,0,0,0,4,7,6140,16796,303,..,6435,16796
106021616,2674,6953,175,290,85,177,256,466,80,103,0,0,0,0,0,0,3,5,78,107,0,0,0,0,0,0,0,0,0,0,7,19,3012,7546,239,..,3257,7546
106021617,3276,8401,573,888,106,197,675,1081,121,153,0,0,0,0,0,0,13,22,134,180,0,0,0,0,0,0,0,0,0,0,4,12,4089,9673,252,..,4340,9673
106021618,5047,14849,204,443,30,59,233,500,20,26,0,0,0,0,0,0,20,62,42,90,0,0,0,0,0,8,0,0,3,9,9,13,5331,15467,245,..,5577,15467
106031119,2170,5264,116,224,161,383,279,608,4,3,0,0,0,0,0,0,8,21,7,25,31,56,0,0,0,5,3,7,41,67,19,35,2519,6001,406,..,2925,6001
106031120,2523,6004,146,242,66,143,212,381,9,20,0,4,0,0,0,0,4,7,15,33,0,4,15,30,0,0,11,14,19,41,0,5,2766,6467,298,..,3072,6467
106031121,5680,13969,1126,1875,1284,2707,2410,4577,259,404,220,347,428,736,0,0,17,31,924,1514,0,3,89,165,0,0,11,17,102,184,56,90,9176,20337,3664,..,12842,20337
106031122,4472,11809,607,1000,196,332,807,1333,39,45,0,0,0,0,0,0,15,38,51,77,80,101,114,199,0,0,16,23,204,323,7,16,5539,13549,322,..,5855,13549
106031123,1785,5408,3,6,0,0,3,7,0,0,0,0,0,0,0,0,4,12,4,12,0,0,0,0,0,8,0,0,7,12,3,13,1801,5453,85,..,1889,5453
106031124,2299,4678,83,129,124,246,204,380,40,69,19,22,10,17,0,0,0,0,62,112,7,10,0,8,0,0,13,23,25,36,11,13,2604,5212,1226,..,3826,5212
106031125,4949,13829,73,137,26,65,103,194,5,13,0,0,0,0,0,0,13,20,24,37,27,39,47,95,0,4,0,0,83,132,3,3,5155,14207,346,..,5499,14207
106041126,3958,10310,373,571,150,218,518,788,18,28,16,29,0,0,0,0,0,0,27,60,15,27,0,8,0,0,3,5,17,32,15,24,4545,11212,609,..,5158,11212
106041127,1332,3472,76,119,0,0,75,121,25,31,0,0,0,0,0,0,0,6,29,33,4,16,3,5,0,0,6,14,13,27,9,22,1459,3677,194,..,1648,3677
106041128,2000,5074,280,490,27,39,305,529,32,43,0,0,0,0,0,0,0,0,32,43,9,18,0,0,0,0,0,8,10,28,5,10,2352,5682,209,..,2563,5682
106041129,2994,7225,76,119,0,0,76,119,6,23,0,0,0,0,0,0,0,0,11,25,6,7,42,51,4,4,5,13,54,78,9,21,3147,7474,639,..,3787,7474
107011131,7747,20588,703,1202,444,880,1145,2084,180,266,10,17,0,0,0,0,23,65,214,344,0,0,0,0,0,0,4,11,4,11,14,26,9127,23048,374,..,9497,23048
107011132,3664,11295,162,356,61,149,222,507,3,0,0,0,0,0,0,0,3,7,10,14,0,0,0,0,0,4,0,0,5,6,0,6,3895,11825,74,..,3972,11825
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
107011134,4791,13558,146,232,141,301,281,530,252,357,9,21,0,0,0,0,12,27,271,402,0,0,0,0,0,0,17,26,17,26,5,10,5367,14530,197,..,5568,14530
107011545,4505,12168,47,91,120,304,164,393,370,638,35,72,0,0,0,0,50,133,450,845,0,0,0,0,0,0,10,23,10,23,3,10,5133,13439,321,..,5448,13439
107011546,2709,6988,132,255,259,610,395,862,411,717,202,289,36,46,0,0,23,51,671,1098,0,0,0,0,0,0,8,25,9,25,7,9,3791,8988,376,..,4160,8988
107011547,1469,3408,130,204,49,90,180,296,87,147,0,0,0,0,0,0,8,10,97,156,0,0,76,111,0,0,0,0,75,111,3,0,1822,3974,239,..,2057,3974
107021135,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,0,6
