SA2_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
105011093,64,12,75,590,183,13,783,1978,524,3289
105011094,74,11,85,516,193,16,730,1895,433,3062
105011095,111,46,153,653,215,6,875,2424,434,3729
105011096,62,20,83,521,185,18,721,2608,1182,4511
105021097,460,125,590,2208,968,119,3293,9929,1367,14592
105021098,23,9,28,222,84,3,304,1204,365,1874
105031099,227,66,294,940,352,38,1333,4237,1001,6575
105031100,154,29,185,1667,698,77,2448,5107,787,8344
105031101,440,64,513,3148,1113,124,4387,9857,1300,15547
105031102,177,34,212,1747,544,73,2365,4799,778,7945
105031103,58,6,69,964,385,46,1391,2849,468,4702
105031104,109,19,130,591,286,34,908,2197,446,3552
105031105,120,58,173,863,367,60,1279,3090,717,5083
105031106,186,31,232,985,448,50,1486,4203,1503,7191
106011107,86,10,93,2518,682,76,3272,6228,414,9911
106011108,556,94,655,3436,1471,152,5060,11576,2560,19195
106011109,89,9,103,1504,609,54,2162,4773,448,7386
106011110,169,15,184,1532,608,65,2201,5163,407,7769
106011111,300,27,331,3619,1214,164,5006,10356,887,16246
106011112,289,17,306,2951,995,131,4083,8520,856,13458
106011113,33,0,36,935,338,26,1302,2563,403,4263
106021114,130,53,180,1688,412,87,2186,4173,345,6696
106021116,136,9,145,1765,560,66,2396,4162,231,6785
106021614,298,74,376,3043,1111,148,4293,9560,720,14572
106021615,287,33,327,3507,954,138,4600,8429,631,13658
106021616,94,8,104,1318,440,55,1810,4119,402,6328
106021617,217,16,234,1644,676,64,2379,5475,352,8211
106021618,80,5,85,3349,881,136,4361,7467,353,12183
106031119,104,15,121,836,368,39,1247,3912,347,5505
106031120,134,20,163,910,353,43,1309,4129,353,5792
106031121,781,199,978,2614,1106,85,3808,14172,1118,19103
106031122,231,22,259,2206,874,107,3185,7693,799,11683
106031123,51,5,62,975,397,29,1402,3000,182,4589
106031124,283,70,351,384,290,14,684,4283,402,5368
106031125,150,15,166,2609,919,121,3646,7633,590,11876
106041126,149,30,179,2075,567,69,2718,5948,909,9573
106041127,69,10,76,632,199,19,848,2210,259,3323
106041128,163,33,201,968,307,35,1309,3218,316,4841
106041129,174,30,208,1226,403,30,1652,4538,549,6744
107011131,599,58,662,3936,1285,116,5343,13555,881,19777
107011132,120,0,123,2709,562,59,3330,5687,252,9270
107011133,0,0,0,0,0,0,0,5,0,5
107011134,361,138,499,2574,806,55,3438,8444,646,12527
107011545,335,43,383,2118,612,57,2788,7950,687,11432
107011546,382,24,410,1370,501,38,1903,5500,592,7996
107011547,140,23,171,559,222,16,798,2587,250,3630
107021135,0,0,0,0,0,0,0,4,0,4
107031136,188,116,308,3945,994,127,5065,9128,592,14780
107031137,203,16,220,1013,407,27,1451,3975,285,5709
107031138,293,106,400,1217,526,53,1798,5227,451,7473
107031139,110,14,127,1041,436,71,1546,3166,222,4930
107031140,231,21,261,1214,559,54,1826,4633,335,6792
107031141,207,101,311,3680,980,92,4752,10054,667,15473
107031142,259,44,309,1561,604,54,2226,6156,467,8849
107031143,443,118,554,2872,1035,90,4000,11652,1194,16847
107041144,575,97,675,3451,974,56,4483,12572,923,17983
107041145,423,50,471,2602,743,56,3394,9185,676,13250
107041146,503,78,588,3991,959,67,5018,12746,908,18677
107041147,80,57,141,2002,413,28,2442,4447,286,7176
107041148,172,24,196,2397,610,28,3037,6244,321,9605
107041150,563,74,640,4092,954,83,5127,10827,640,16600
107041548,346,123,464,1375,595,27,2000,11893,880,14775
107041549,262,61,324,2366,546,48,2963,10290,904,14159
108011151,115,23,134,671,278,25,970,2998,413,4384
108011152,679,164,848,1576,695,72,2344,9483,968,12795
108011153,96,18,114,886,324,29,1235,4131,555,5919
108011154,387,121,508,508,290,15,813,4522,427,5766
108021155,382,77,460,1870,846,113,2828,8097,1874,12802
108021156,150,23,171,1145,519,53,1719,5507,741,7968
108021157,178,24,209,708,266,42,1018,2977,313,4307
108021158,343,39,381,680,326,46,1047,4559,540,6148
108021159,109,13,121,1039,466,64,1569,4599,570,6738
108021160,208,27,233,585,239,25,851,3742,310,4905
108031161,12,0,15,72,22,0,104,247,36,379
108041162,736,68,811,2066,938,89,3092,12257,746,16093
108041164,792,272,1065,2779,986,128,3892,12699,1344,17928
108041165,59,10,66,751,317,31,1091,2962,368,4419
108041166,344,30,375,1917,787,100,2805,6913,556,10275
108041619,236,14,247,1705,618,88,2418,6981,484,9884
108041620,717,120,840,2692,957,113,3759,9944,616,14313
108051167,197,22,215,591,254,22,863,3355,338,4560
108051168,320,27,347,1621,659,80,2361,7476,656,10490
108051169,758,152,912,2566,1061,146,3765,12020,1588,17372
108051170,246,30,280,1442,642,60,2144,8396,789,11328
108051171,136,34,171,765,289,41,1099,2976,348,4426
109011172,298,41,339,3379,1041,139,4558,8806,611,13974
109011173,234,24,261,1505,666,91,2263,5677,672,8607
109011174,360,36,404,1401,600,55,2049,6309,558,8910
109011175,203,22,227,1898,722,95,2716,6338,892,9946
109011176,329,46,379,2258,942,118,3322,8601,908,12831
109021177,78,16,90,329,165,7,504,1597,326,2429
109021178,119,13,132,896,362,41,1303,3321,628,5249
109021179,57,16,72,482,165,17,668,1801,494,2962
109031180,217,31,251,668,336,25,1030,3433,319,4785
109031181,195,27,222,974,400,44,1423,4088,543,6056
109031182,249,30,278,814,401,59,1272,4010,595,5881
109031183,141,31,182,909,351,52,1306,3728,578,5613
109031184,156,62,219,1013,296,44,1359,3945,441,5747
109031185,284,80,359,1222,512,53,1783,5608,875,8261
110011186,482,113,599,3213,1111,132,4462,13242,1992,19697
110011187,76,23,102,638,197,23,855,2339,469,3669
110011188,93,15,109,910,328,54,1292,3226,320,4842
110011189,66,11,84,411,163,28,602,1723,295,2624
110021190,233,66,303,1014,385,34,1430,5210,928,7563
110021191,314,54,374,1632,670,79,2388,6421,895,9700
110021192,90,10,97,649,320,54,1027,2753,483,4260
110021193,172,16,187,697,283,26,1000,3259,481,4742
110021194,187,23,211,727,263,33,1020,4215,624,5856
110031195,115,35,146,913,402,58,1371,3688,1182,6242
110031196,33,18,49,653,186,30,871,2266,1090,4229
110031197,148,11,163,995,396,50,1440,3598,465,5503
110031198,80,13,88,652,210,27,888,2229,568,3680
110041199,261,31,295,1525,550,89,2166,4672,705,7538
110041200,70,20,89,695,209,29,932,2137,413,3478
110041201,151,36,189,990,353,47,1387,4063,768,6222
110041202,419,39,469,3061,1259,160,4476,11532,1184,17196
110041203,526,152,683,2562,837,112,3510,8631,1061,13203
110041204,33,11,42,845,258,32,1134,2716,573,4425
110041205,339,39,387,3132,1048,138,4320,10013,1055,15394
111011206,526,97,623,2834,1281,72,4192,9979,661,14834
111011207,127,16,144,797,443,24,1272,3303,272,4846
111011208,619,46,676,4755,1588,146,6492,13018,775,20286
111011209,445,63,507,4512,1512,167,6188,12929,779,19896
111011210,311,26,337,1318,526,63,1907,5266,549,7722
111011211,115,112,225,623,261,29,916,1920,285,3116
111011212,359,51,414,1828,807,69,2707,7307,481,10494
111011213,294,18,313,2333,1026,77,3431,6454,244,10130
111011214,339,38,374,2373,1062,82,3520,8233,501,12248
111021215,260,124,386,1570,582,69,2225,5479,638,8349
111021216,180,12,192,1508,545,71,2122,5455,372,7953
111021217,240,76,318,3378,966,105,4448,7671,576,12691
111021218,865,78,945,2661,847,97,3608,10729,789,15130
111021219,437,59,508,1879,1073,95,3047,8163,575,11793
111021220,176,22,200,1324,688,54,2071,5527,374,7964
111021221,68,3,71,1263,569,63,1896,3761,201,5854
111031222,361,32,398,3195,886,100,4186,8712,455,13356
111031223,136,19,159,1257,543,57,1863,4761,356,6986
111031224,340,34,379,1738,694,77,2506,7667,792,10962
111031225,391,32,428,3120,974,94,4184,9393,578,14157
111031226,94,5,103,3439,848,103,4394,7807,399,12603
111031227,370,91,464,2388,709,77,3176,9169,737,13083
111031228,304,17,325,2387,919,46,3353,8291,428,12072
111031229,149,20,168,1342,739,45,2138,8833,642,11604
111031230,0,0,0,3,0,0,5,10,4,21
111031231,205,145,356,1351,482,49,1881,7705,1352,10935
111031232,161,88,257,1321,581,43,1946,4862,558,7366
111031233,700,162,867,3216,1192,111,4513,12088,961,17561
111031234,421,208,634,1869,596,59,2531,7624,839,10995
111031235,91,5,96,1356,515,60,1931,5636,339,7896
112011236,982,197,1186,2261,947,71,3273,11703,1185,16164
112011237,463,62,528,2869,1078,133,4079,10212,811,15097
112011238,99,11,111,1164,328,34,1520,3489,644,5648
112011239,131,13,144,1461,463,83,2006,5019,660,7684
112011240,145,23,171,1484,469,47,1996,6514,914,9431
112011241,149,28,181,722,316,32,1066,3202,487,4754
112011242,117,5,120,1679,563,77,2323,4703,387,7414
112011243,138,10,156,1322,468,88,1868,4539,975,7388
112021244,379,83,462,1549,626,75,2248,6742,913,9899
112021245,121,22,145,899,361,39,1305,4055,742,6099
112021246,430,33,467,2043,768,114,2928,7568,611,11110
112021247,150,59,205,890,378,59,1326,4371,672,6366
112021248,326,66,399,2126,826,117,3065,8623,1064,12755
112021249,190,27,220,2274,962,117,3354,8516,1243,13119
112031250,367,44,411,2412,725,118,3252,8202,672,12118
112031251,289,148,442,1482,485,61,2032,5088,681,7798
112031252,125,21,158,1378,595,68,2036,5607,1013,8656
112031253,285,68,358,2515,743,108,3365,6996,843,11207
112031254,769,185,965,2548,1006,106,3658,12546,1603,17805
112031550,771,92,864,2347,846,103,3297,9744,713,13753
112031551,48,5,55,584,211,23,815,1693,124,2631
112031552,537,60,597,924,347,33,1301,5536,494,7331
113011256,459,138,603,3069,1093,116,4279,10937,1377,16593
113011257,177,31,203,1899,680,72,2653,6294,1293,10247
113011258,230,33,270,1463,606,62,2133,5385,673,8190
113011259,184,22,203,813,329,39,1182,3059,478,4717
113021260,76,18,94,456,196,23,670,1841,398,2910
113021261,185,9,199,967,383,40,1387,3606,378,5374
113021262,96,8,105,641,264,25,937,2603,365,3901
113031263,256,33,289,990,467,51,1500,4456,458,6417
113031264,82,16,91,511,216,21,747,1935,342,3027
113031265,111,13,123,799,308,31,1137,3031,1142,5312
113031266,223,22,254,885,400,39,1328,3755,326,5403
113031267,318,29,352,2814,1091,149,4060,8731,613,13403
113031268,115,69,185,959,277,29,1264,2941,303,4502
113031269,427,76,508,3750,1383,170,5303,11301,1021,17622
113031270,401,40,446,1432,641,72,2147,7173,741,10063
113031271,272,39,318,3041,956,115,4113,8647,1226,13980
114011272,343,82,421,1208,524,60,1793,5848,533,8175
114011273,91,7,100,421,206,24,649,2382,137,3167
114011274,177,18,201,574,292,33,899,3298,243,4436
114011275,0,0,0,5,0,0,7,39,3,51
114011276,124,19,144,680,281,23,983,2935,237,4154
114011277,419,32,452,2349,958,109,3419,9070,725,13211
114011278,540,53,602,3307,1100,181,4592,11341,2192,18121
114011279,457,47,511,1934,816,95,2842,9189,873,12909
114011280,188,62,252,439,230,14,685,3156,378,4217
114011281,41,9,46,536,266,32,837,2015,244,3102
114011282,566,70,644,2234,960,103,3293,10217,905,14419
114011283,120,12,131,690,343,28,1064,3648,343,5054
114021284,671,170,852,1759,620,66,2451,8603,638,11698
114021285,44,0,51,1200,317,40,1565,3294,199,5049
114021286,310,22,338,1785,558,60,2401,6186,401,8995
114021287,191,86,274,1637,550,59,2251,5895,609,8753
114021288,49,4,59,558,167,11,735,2284,206,3226
114021289,156,31,195,981,347,37,1366,4418,383,6174
115011290,521,30,552,5556,719,47,6322,12473,529,19322
115011291,243,7,256,4274,890,52,5215,11852,524,17591
115011294,288,24,319,1055,237,10,1297,3844,145,5284
115011296,168,6,182,2283,613,23,2923,7349,230,10500
115011553,111,0,108,1647,247,10,1909,3969,172,6046
115011554,627,202,838,844,160,4,1010,3414,452,4875
115011555,180,5,194,2314,541,30,2892,6757,263,9911
115011556,172,4,180,2164,346,20,2535,5582,260,8378
115011557,45,0,52,1019,185,7,1214,2906,79,4200
115011558,336,177,511,3749,707,35,4495,10531,540,15571
115011621,132,3,132,3803,572,39,4422,9225,302,13948
115011622,99,174,277,2523,328,20,2870,5570,488,8928
115021297,476,58,547,3808,1004,65,4870,12819,708,18402
115021298,169,13,185,872,241,18,1131,3176,210,4518
115031299,30,3,38,429,97,5,538,1633,235,2402
115031300,256,11,273,4019,982,84,5085,12184,591,17865
115041301,130,10,138,2087,472,47,2609,6016,406,9033
115041623,23,0,27,2821,310,38,3172,3940,240,7356
115041624,51,67,125,4539,482,37,5062,6990,553,12598
115041625,82,10,92,3945,484,51,4487,8888,299,13666
116011303,218,49,278,2901,357,40,3295,9491,1106,13889
116011304,320,12,337,3672,578,57,4309,11026,1049,16379
116011306,199,18,220,3861,764,64,4687,12921,1096,18702
116011307,396,55,457,4728,808,47,5585,13577,1196,20360
116011560,146,15,160,2180,343,27,2551,6852,671,10073
116011561,403,52,452,2890,509,36,3434,9407,1037,13875
116011626,173,12,192,2506,434,33,2971,8600,644,12222
116011627,118,12,129,2274,307,21,2595,6014,537,9152
116021309,79,7,82,3390,425,44,3861,8336,323,12515
116021562,20,0,16,858,134,6,993,1814,42,2856
116021563,169,9,182,5518,682,47,6246,11895,800,18938
116021628,164,12,172,5436,528,39,6006,8950,457,15412
116021629,31,0,35,4389,379,42,4813,5513,567,10886
116021630,85,12,99,3115,402,36,3553,6202,658,10421
116021631,23,0,25,2599,263,34,2892,4042,374,7315
116021632,53,3,60,6806,530,83,7426,9609,1056,18084
116021633,49,5,59,2652,328,27,3011,5797,1571,10375
116031313,128,13,143,2485,588,65,3130,9138,1616,13882
116031314,97,4,102,1618,239,20,1873,4262,332,6469
116031315,158,11,172,3651,708,83,4449,11312,923,16681
116031316,150,23,173,3597,660,89,4348,9766,1687,15799
116031317,197,18,216,3669,595,75,4333,11667,1464,17470
116031318,0,0,0,0,0,0,0,12,4,12
116031319,398,189,590,3790,710,45,4552,12282,1321,18153
117011320,0,0,0,71,9,0,82,285,83,447
117011321,111,41,161,2642,398,35,3075,6757,644,10479
117011323,207,60,266,2448,328,23,2798,8686,869,12361
117011324,0,0,0,0,0,0,0,0,0,7
117011325,0,0,0,0,0,0,0,16,4,17
117011634,201,23,226,1385,236,19,1639,5469,437,7544
117011635,175,15,190,2785,350,24,3156,14655,1225,19041
117021327,237,40,278,2925,355,33,3316,13106,1007,17427
117021328,98,6,108,1393,140,19,1550,5187,290,7028
117021636,225,12,244,1970,249,25,2247,7742,586,10578
117021637,240,91,334,1975,288,31,2297,9403,775,12479
117031329,87,14,96,669,169,5,844,8388,827,10058
117031330,73,8,84,2573,273,23,2879,13352,811,17041
117031331,164,28,190,2261,456,26,2745,14268,1252,18268
117031333,299,125,418,964,374,11,1354,14283,1783,17417
117031336,185,47,231,1037,226,15,1286,12440,1225,14950
117031638,36,3,38,744,164,13,923,6357,432,7707
117031639,12,6,13,380,77,3,455,6368,709,7527
117031640,84,15,98,1741,242,15,1997,10570,685,13250
117031641,87,8,98,1549,337,21,1907,8565,886,11362
117031642,167,45,216,1260,215,20,1493,9916,1100,12510
117031643,107,5,113,1765,201,19,1984,8234,650,10869
117031644,86,15,101,597,154,8,767,6157,648,7569
117031645,61,4,69,1264,176,3,1443,15783,1717,18947
117031646,37,16,56,567,86,0,651,5707,568,6930
117031647,161,52,212,1432,220,19,1670,12004,1438,15106
117031648,21,3,19,1267,157,13,1438,9519,643,11595
118011339,269,100,385,3148,520,33,3701,11364,1107,16170
118011340,195,51,253,3348,500,40,3892,12517,1214,17617
118011341,360,157,522,2894,416,28,3332,10462,1240,15037
118011342,0,0,0,0,0,0,0,0,0,0
118011344,203,19,231,2216,392,27,2639,5905,421,8968
118011345,183,79,265,2191,353,27,2573,9628,684,12884
118011346,348,119,473,2150,446,15,2610,6644,622,9878
118011347,198,101,292,1229,294,19,1536,4391,375,6307
118011649,272,69,349,2399,575,30,3008,8448,668,12123
118011650,341,64,412,1292,350,16,1658,6638,537,8840
118021564,267,20,286,1583,233,19,1835,7908,650,10384
118021565,306,19,326,2036,353,8,2400,8723,613,11737
118021566,306,135,448,1683,299,12,1996,5693,536,8226
118021567,232,28,265,1879,301,39,2218,6368,647,9233
118021568,200,18,222,1655,206,21,1882,6134,322,8336
118021569,277,254,528,2951,325,33,3317,9389,902,13611
118021570,254,70,323,1884,257,19,2157,8204,707,11067
118021651,188,13,209,3269,516,32,3820,11968,810,16593
118021652,208,124,333,1658,393,23,2071,5324,1608,9002
118021653,269,26,299,2419,469,23,2915,7346,619,10876
118021654,121,24,147,1025,173,17,1219,2950,337,4499
119011354,460,177,646,3610,566,41,4215,12119,1961,18302
119011355,0,0,0,297,25,0,326,706,90,1123
119011356,201,28,221,1993,333,28,2362,6628,797,9784
119011358,456,137,597,2787,485,30,3304,10172,822,14296
119011360,375,179,551,3022,446,41,3518,9888,913,14311
119011361,434,31,468,3392,519,43,3954,12275,1402,17629
119011571,230,21,256,2871,321,31,3223,8995,1132,13350
119011572,271,118,386,2691,328,22,3038,10343,1475,14854
119011655,307,24,330,2219,335,34,2591,7739,987,11319
119011656,193,11,210,2130,375,34,2533,6742,811,10082
119011657,161,15,177,2084,310,27,2421,6293,367,9076
119011658,319,35,356,2994,480,39,3517,8831,474,12820
119021362,400,95,504,3081,441,21,3553,11903,1418,16868
119021366,287,34,322,3123,480,49,3656,11842,1500,16992
119021367,305,66,366,2513,342,22,2879,8092,697,11674
119021573,189,119,306,3125,221,18,3368,8052,1453,12864
119021574,85,14,98,1842,174,22,2030,4986,737,7754
119021659,241,24,272,1488,218,20,1726,7920,818,10460
119021660,148,22,166,1181,146,14,1338,5620,970,7933
119021661,180,88,274,2013,234,14,2265,7127,895,10279
119021662,539,89,631,3107,550,30,3688,10571,725,14985
119021663,179,18,202,1090,149,15,1257,3528,246,5029
119031370,417,26,449,2195,371,12,2575,8428,559,11566
119031371,251,54,302,2280,456,31,2766,7327,324,10411
119031372,550,202,750,3553,624,45,4224,11465,957,16650
119031373,261,19,278,1604,295,19,1921,7169,771,9856
119031374,607,100,712,3950,671,56,4682,15594,1110,21384
119031664,172,11,186,1775,242,15,2034,7795,631,10455
119031665,212,131,344,1857,394,22,2272,7504,605,10377
119031666,357,15,383,2744,426,27,3193,8420,440,12059
119031667,161,71,235,1495,282,11,1785,5775,573,8131
119041377,388,19,408,2182,381,24,2590,7759,448,10796
119041378,297,154,456,2201,261,8,2469,7649,902,11019
119041379,341,69,414,2671,441,21,3139,9796,738,13668
119041380,372,39,419,2065,365,21,2449,8618,806,11880
119041381,309,116,427,2893,424,32,3355,12460,1232,17049
119041382,473,72,553,2715,508,36,3259,9855,871,13986
119041668,227,80,307,2550,383,19,2957,9691,1245,13893
119041669,235,126,369,1740,271,22,2035,5546,602,8184
119041670,398,44,443,2559,398,21,2978,9591,748,13317
119041671,12,0,12,1108,133,8,1249,7900,731,9875
120011383,597,48,658,3961,820,55,4831,13864,726,19422
120011385,498,120,621,3349,522,28,3899,10676,710,15289
120011386,497,166,665,3910,607,27,4551,11965,884,17398
120011672,189,14,202,2384,316,21,2718,7300,595,10609
120011673,37,28,63,1757,198,15,1970,7544,550,10062
120021387,183,19,208,2948,458,38,3443,8949,560,12950
120021389,138,57,193,2732,336,21,3093,7708,535,11336
120021674,119,11,133,1720,206,19,1954,5521,472,7945
120021675,255,40,299,3722,352,34,4106,9448,598,14158
120031392,215,8,225,2028,243,32,2307,7426,449,10178
120031393,429,115,554,2913,456,37,3410,10327,800,14531
120031394,246,69,313,2880,364,46,3287,11204,933,15429
120031395,383,39,430,2281,323,13,2614,8440,442,11492
120031396,119,6,133,3416,320,21,3756,12575,1322,17646
120031576,66,0,72,655,92,10,750,2092,117,2961
120031676,229,15,250,1629,232,16,1880,7711,489,10076
120031677,562,25,588,1598,256,12,1865,8470,481,10815
120031678,268,46,316,1813,269,13,2094,11273,1095,14463
120031679,311,90,396,1791,311,23,2122,6831,448,9393
120031680,352,27,389,1554,307,16,1875,12061,1069,15008
120031681,278,20,305,1395,365,16,1781,5717,321,7819
121011399,381,26,411,4309,475,35,4818,11943,724,17486
121011401,85,19,107,2129,225,26,2378,7218,477,10077
121011682,147,12,156,2052,196,15,2258,4980,314,7549
121011683,437,32,476,2770,459,37,3270,7219,298,10779
121011684,511,29,542,3705,448,45,4202,11319,778,16294
121011685,232,42,276,2417,530,31,2975,7324,331,10633
121011686,276,94,370,3463,406,37,3905,8386,461,12752
121011687,292,65,361,2841,334,27,3199,6612,368,10187
121021403,243,14,254,4783,700,48,5536,11556,415,17502
121021404,133,20,148,2490,420,30,2948,6237,190,9371
121021406,424,90,512,4099,598,42,4736,10112,439,15289
121021577,161,15,180,2267,264,21,2552,7049,448,10045
121021578,190,59,252,2261,337,30,2628,5583,322,8536
121021579,460,51,510,2690,262,29,2985,6046,457,9482
121031407,526,86,612,4511,728,35,5274,12573,614,18460
121031408,568,64,636,5387,803,37,6225,12789,586,19592
121031409,345,16,370,3755,561,25,4338,8970,387,13692
121031410,717,44,760,4843,740,42,5624,11091,395,17110
121031411,965,139,1108,4056,742,40,4834,11197,479,16505
121031412,606,50,656,3705,703,29,4435,9938,411,14785
121041413,298,41,338,3411,572,29,4014,11268,576,15864
121041414,233,21,252,2952,436,34,3416,11596,536,15551
121041416,383,118,500,2196,473,27,2697,11739,898,15333
121041417,103,20,124,1471,378,19,1871,8643,734,11248
121041688,486,38,521,2307,505,22,2836,8352,470,11662
121041689,370,21,398,2722,501,25,3246,8417,398,12058
122011418,407,25,438,4638,661,64,5368,10378,509,16258
122011419,429,24,458,3716,791,51,4565,13771,856,19198
122021420,291,76,375,2260,709,41,3014,7304,475,10793
122021421,376,47,422,1973,529,31,2528,6393,427,9351
122021422,217,15,234,2489,612,50,3147,7801,396,11343
122021690,435,242,679,2632,628,41,3301,7861,856,12017
122021691,131,22,152,2365,449,39,2851,5329,359,8538
122031424,360,51,414,2863,537,44,3435,7752,484,11672
122031425,226,30,261,1663,278,28,1970,4179,260,6410
122031427,394,73,470,2859,375,38,3276,6735,340,10358
122031429,314,44,353,4268,689,61,5019,12157,728,17904
122031430,405,114,531,3963,528,42,4537,8658,523,13715
122031432,129,12,140,672,171,8,858,2159,101,3122
122031692,425,26,453,1657,305,22,1989,4907,168,7063
