POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA2161,1063,916,517,322,501,335,203,3858,469,445,221,136,121,61,23,1478,208,193,90,39,53,27,9,624,443,336,150,90,89,45,12,1168,14,18,10,8,0,3,0,52,2200,1912,990,600,756,465,249,7173,123,176,127,74,127,75,54,747,86,89,46,25,29,9,7,291,37,43,32,12,16,3,0,144,117,121,57,26,37,13,12,380,33,20,7,4,7,3,0,75,391,443,272,141,212,103,72,1636,2594,2359,1260,740,976,566,322,8809
POA2162,494,574,383,266,389,304,146,2558,194,214,88,36,63,28,11,638,97,80,32,35,30,7,9,290,255,200,87,46,54,17,18,678,10,4,5,0,0,0,0,16,1061,1074,602,384,526,353,182,4172,67,102,108,76,118,50,58,575,39,51,29,16,27,3,3,166,23,15,10,7,3,0,3,67,77,62,30,22,32,8,7,242,12,16,5,7,8,0,0,46,211,253,186,127,185,67,65,1088,1268,1321,790,508,711,416,246,5263
POA2163,285,269,146,105,151,108,53,1118,62,89,41,23,18,0,0,239,31,29,22,7,4,3,0,100,62,40,20,12,12,6,8,154,5,5,14,5,0,0,0,37,454,435,237,150,192,119,60,1645,40,74,58,48,59,41,23,342,20,36,11,3,10,10,0,93,10,5,0,0,0,3,0,22,47,30,22,11,17,6,3,137,6,8,3,0,3,3,3,26,121,153,95,70,90,58,30,616,576,587,331,218,281,177,86,2261
POA2164,531,599,321,237,297,237,127,2357,121,106,34,37,40,28,10,379,99,67,34,23,27,14,12,276,267,244,116,78,99,29,12,849,7,9,6,5,10,0,0,34,1024,1034,511,383,467,312,166,3891,65,121,75,60,77,61,30,490,45,38,24,13,11,8,3,137,9,26,22,13,11,11,3,91,57,80,39,20,53,8,8,258,10,11,3,4,3,0,0,30,186,274,155,111,157,92,40,1007,1212,1303,666,490,621,404,207,4903
POA2165,1617,1714,987,683,885,655,416,6959,165,124,77,41,47,19,16,495,137,83,46,28,34,18,7,353,216,158,86,53,55,37,11,615,26,19,7,7,7,3,0,75,2163,2101,1205,819,1029,735,446,8502,226,387,250,210,298,212,120,1700,62,55,30,19,25,11,6,205,27,37,17,13,24,12,3,133,77,89,55,42,38,10,8,322,27,35,21,18,16,9,0,125,415,597,375,303,399,256,138,2484,2580,2702,1584,1118,1430,991,582,10984
POA2166,1721,1770,1091,770,1177,857,477,7862,153,88,31,21,34,8,4,335,182,121,44,24,40,11,11,431,196,119,64,30,50,15,7,472,28,28,8,4,4,0,0,74,2276,2118,1241,845,1300,891,501,9180,489,656,480,337,502,351,183,2997,46,63,38,20,22,7,9,197,64,58,27,18,19,6,4,199,115,92,56,43,38,10,3,370,73,59,45,23,26,9,7,249,787,928,653,441,611,387,202,4006,3064,3047,1890,1290,1909,1275,706,13184
POA2167,507,426,198,106,154,132,65,1580,35,26,16,15,11,0,0,101,31,23,13,7,3,0,0,84,107,59,49,18,33,19,5,294,0,10,0,8,0,0,0,20,691,546,267,146,201,153,78,2078,22,27,19,17,23,14,12,133,3,14,3,0,3,0,0,28,7,5,6,3,3,0,4,29,44,54,25,12,15,3,3,162,4,3,0,0,0,0,0,12,79,101,59,36,51,17,16,361,766,650,326,181,248,171,96,2435
POA2168,1178,1409,889,609,875,590,300,5851,305,276,132,90,107,40,18,970,201,168,97,52,68,21,16,621,441,412,277,176,216,84,33,1633,19,25,18,18,14,3,0,97,2142,2295,1418,947,1282,734,358,9175,197,317,206,161,247,152,80,1371,89,123,70,39,66,18,11,417,47,65,41,26,36,3,7,215,250,278,171,110,150,28,11,1002,50,42,28,16,18,3,3,162,631,829,520,354,515,208,111,3164,2767,3123,1939,1303,1792,943,466,12333
POA2170,3448,3412,1908,1234,1710,1210,644,13567,657,524,327,212,240,89,35,2076,540,462,206,90,129,64,27,1520,1723,1552,774,451,550,210,84,5342,44,45,33,8,13,10,6,164,6414,5991,3244,1998,2638,1578,802,22668,432,581,412,271,424,250,168,2542,153,158,81,57,89,30,14,577,106,112,70,50,57,29,6,433,382,448,210,165,214,64,38,1524,42,54,31,24,23,6,3,194,1120,1358,803,566,814,383,222,5266,7535,7349,4052,2570,3448,1966,1028,27940
POA2171,1027,1253,785,533,716,544,264,5126,304,263,168,111,140,54,17,1064,247,218,101,63,69,44,10,758,849,742,383,266,320,117,46,2728,10,18,10,6,11,3,0,50,2449,2498,1449,976,1253,761,338,9726,95,145,104,66,106,63,37,615,45,62,53,26,32,14,7,233,22,27,19,13,14,6,4,105,92,100,88,68,75,33,9,464,14,8,5,8,5,3,0,40,264,334,273,181,229,121,61,1460,2707,2833,1722,1159,1485,884,395,11186
POA2172,33,49,32,21,40,21,12,204,10,20,19,4,11,6,4,81,21,34,10,8,3,6,3,76,105,85,64,49,54,34,12,403,3,3,0,0,0,0,0,7,167,191,117,78,108,67,36,774,0,0,0,0,3,0,0,6,3,3,0,3,6,0,0,17,3,0,0,0,0,0,0,3,3,3,6,4,5,0,0,23,0,0,0,0,0,0,0,3,11,9,7,10,14,0,0,54,184,200,127,91,124,71,36,829
POA2173,334,326,186,129,188,171,103,1436,106,96,44,25,48,16,5,337,99,81,39,23,34,9,3,286,532,472,238,167,238,80,32,1762,3,3,4,0,0,0,0,19,1075,976,512,346,500,277,142,3833,12,25,9,11,18,15,7,103,16,11,11,12,6,5,0,63,6,19,10,5,12,5,8,58,47,50,43,41,65,13,14,269,3,0,4,0,3,0,0,11,89,108,78,69,106,35,28,503,1168,1080,587,412,608,315,170,4337
POA2174,116,109,57,39,55,43,14,432,25,18,10,3,8,3,3,65,17,16,10,3,4,0,0,52,64,26,17,6,8,3,0,123,0,0,0,0,0,0,0,0,217,175,92,49,75,49,19,673,3,10,0,3,7,0,0,21,0,0,0,0,5,0,0,3,0,4,0,0,0,0,0,4,5,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,16,3,3,12,3,0,49,227,190,97,55,88,47,19,723
POA2175,16,18,8,14,15,13,8,87,11,8,9,3,3,0,0,37,3,4,3,0,3,7,0,26,41,36,37,27,39,9,3,201,0,0,0,0,0,0,0,0,80,72,59,42,57,28,12,343,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,6,5,8,3,0,41,0,0,0,0,0,0,0,3,6,11,10,8,11,10,5,59,90,82,70,53,71,32,15,409
POA2176,1132,1405,979,683,1048,744,399,6394,175,156,109,64,99,67,35,695,199,170,86,49,72,27,18,617,533,458,277,176,260,140,78,1925,21,24,20,12,3,3,0,75,2063,2207,1466,973,1479,980,534,9709,163,301,213,169,244,143,80,1317,46,53,33,22,33,13,5,207,28,46,21,17,20,7,10,153,122,123,68,57,52,23,15,454,11,21,13,6,8,4,0,64,374,544,341,278,357,194,115,2194,2438,2747,1810,1249,1833,1177,644,11904
POA2177,393,542,329,240,359,264,173,2302,71,68,25,20,26,11,11,236,68,49,18,14,14,5,7,172,105,99,51,29,46,25,15,377,8,3,0,3,3,5,0,17,641,770,428,307,446,314,206,3111,90,171,134,89,119,99,47,757,20,32,19,11,9,3,3,98,14,26,8,6,10,3,5,68,44,49,35,20,25,9,0,182,12,17,8,9,3,9,0,65,171,299,200,135,169,125,58,1162,814,1070,630,446,620,443,259,4275
POA2178,38,33,23,27,35,29,11,192,8,23,22,7,18,11,6,93,20,22,13,4,3,12,0,77,98,126,69,60,71,39,19,477,0,0,0,0,0,0,0,0,161,210,126,98,128,93,36,852,9,3,4,3,6,4,3,35,3,3,5,3,4,0,0,19,0,0,0,4,0,0,0,5,16,16,17,7,6,0,0,64,0,0,0,0,0,0,0,4,28,25,25,12,20,3,4,125,183,234,149,116,149,97,48,976
POA2179,108,104,75,30,46,40,24,427,34,30,20,12,21,16,6,136,37,27,18,7,10,4,0,109,144,143,100,45,83,44,18,575,0,4,0,0,0,0,0,4,320,310,214,101,159,104,44,1247,14,11,5,3,4,5,0,38,5,5,3,0,6,3,0,31,6,3,0,3,4,0,0,16,40,40,26,15,14,3,3,142,0,0,0,0,0,0,0,0,64,58,36,23,26,14,7,225,380,371,249,118,182,119,50,1476
POA2190,581,843,513,370,551,380,239,3469,325,374,228,129,123,56,36,1268,180,183,83,33,49,22,13,571,446,347,176,82,87,49,21,1208,16,13,7,5,6,4,0,53,1548,1762,1009,616,815,513,314,6573,56,102,94,68,117,67,43,543,37,65,43,34,32,13,4,226,14,28,23,12,17,8,7,116,90,122,52,27,28,10,7,321,10,5,3,3,5,3,0,31,215,314,208,139,198,100,61,1235,1759,2079,1219,753,1013,614,374,7811
POA2191,102,112,71,44,82,62,30,500,40,48,34,24,18,8,10,176,35,33,20,9,13,8,0,115,187,170,90,51,48,32,7,587,0,3,0,0,0,0,0,8,367,359,218,130,158,115,54,1392,10,7,16,12,11,5,10,67,4,8,12,7,7,4,3,54,0,4,3,0,3,3,0,16,11,18,12,12,15,4,0,76,7,8,0,0,3,0,0,16,36,47,48,28,42,17,10,228,399,407,263,156,196,129,61,1616
POA2192,368,269,156,103,171,116,56,1243,57,60,29,25,23,14,3,209,49,55,33,13,19,9,11,194,150,197,76,38,40,23,7,537,4,6,0,0,4,0,0,16,632,596,296,185,258,165,78,2206,45,45,55,34,63,46,32,314,19,27,16,17,13,5,3,93,5,14,7,7,8,0,0,38,25,50,13,15,28,6,8,140,7,14,7,3,3,0,0,26,104,144,88,69,116,59,38,618,738,737,384,251,371,220,115,2824
POA2193,254,193,118,83,143,88,38,908,95,94,58,37,52,25,18,372,75,80,38,27,25,18,11,285,289,303,168,93,116,68,33,1069,3,4,3,0,0,0,0,14,718,675,390,238,341,201,91,2648,26,22,27,19,47,25,16,182,14,29,18,17,9,3,0,93,3,14,14,9,9,4,5,62,23,40,37,12,37,14,8,175,0,0,9,0,3,0,0,15,66,112,106,61,104,43,27,524,784,793,493,301,445,246,119,3174
POA2194,997,683,355,210,356,251,131,2989,72,64,45,12,21,15,5,221,77,61,23,16,15,16,0,215,97,110,49,26,39,14,9,341,8,8,5,3,3,3,0,33,1249,923,483,266,433,290,143,3788,82,124,83,84,118,98,50,634,14,26,9,6,7,3,0,74,13,29,14,7,11,6,10,89,18,29,12,13,15,14,4,105,8,5,3,4,3,0,0,28,143,211,128,113,153,119,63,923,1387,1137,612,378,587,405,204,4715
POA2195,2081,1539,646,383,447,311,176,5590,106,90,49,32,36,22,7,346,123,70,24,15,20,8,9,260,142,109,49,26,19,11,3,343,22,17,4,3,4,3,0,55,2470,1831,776,457,520,352,191,6595,106,158,94,73,98,76,49,650,40,42,19,20,9,9,0,134,14,21,11,6,9,10,0,74,45,40,17,11,10,3,3,122,11,7,5,3,4,3,0,40,223,266,149,118,122,89,52,1027,2690,2101,924,570,647,443,248,7622
POA2196,1020,953,567,374,590,403,229,4128,314,316,152,99,129,51,17,1073,176,167,82,49,71,27,13,587,462,483,221,123,140,61,27,1516,19,19,8,5,7,0,0,61,1989,1943,1031,655,930,543,292,7373,91,141,129,73,159,91,47,726,64,81,44,19,36,21,9,270,24,36,28,15,14,7,3,128,84,101,70,40,37,13,8,348,9,14,9,5,3,3,3,51,273,374,280,146,248,132,61,1528,2265,2315,1309,800,1175,671,356,8896
POA2197,170,222,119,97,128,99,55,894,105,115,79,50,54,22,3,429,56,52,28,16,23,11,0,193,166,151,78,44,49,26,9,521,8,3,3,0,3,0,0,13,504,544,309,204,259,161,72,2054,27,28,32,27,39,24,17,195,34,37,16,11,9,0,0,102,11,11,13,3,5,3,0,47,43,46,29,13,18,3,3,153,3,11,5,0,0,0,0,12,123,131,92,56,67,33,22,517,625,675,396,264,323,189,96,2577
POA2198,139,162,111,74,115,80,32,697,90,91,62,37,43,29,8,363,49,59,40,10,19,9,8,192,261,247,128,57,76,37,12,828,8,4,0,0,0,0,0,16,550,559,342,181,253,155,53,2101,16,23,22,18,26,14,17,143,21,25,19,14,13,0,3,94,0,9,3,9,3,5,0,29,40,26,14,12,17,7,0,120,4,0,0,0,0,0,0,6,87,93,62,41,63,35,27,397,636,651,406,223,319,189,75,2494
POA2199,480,500,312,200,344,248,109,2207,197,191,98,59,64,32,9,646,87,94,41,32,29,16,0,297,307,230,95,52,61,22,18,787,6,12,5,5,4,0,0,34,1075,1034,556,343,502,323,136,3971,66,96,69,60,82,44,24,434,27,56,28,17,19,5,4,162,27,27,16,4,4,3,0,86,81,69,36,22,26,5,0,243,14,20,3,3,3,4,0,42,214,267,152,103,137,58,32,955,1291,1296,713,447,641,379,169,4930
POA2200,1783,1527,844,520,684,485,304,6149,394,330,148,75,110,63,29,1142,244,171,88,40,40,20,6,604,519,337,151,73,89,32,15,1206,20,18,14,4,4,3,0,60,2957,2376,1239,715,927,609,344,9164,231,297,194,163,254,176,104,1413,75,95,67,38,38,20,7,351,44,55,32,24,31,12,3,207,148,102,58,25,47,16,9,401,27,33,14,13,6,3,0,96,524,579,367,265,378,224,125,2460,3484,2961,1599,977,1304,833,470,11631
POA2203,161,121,66,39,60,40,18,510,88,117,53,27,38,15,5,344,91,111,31,19,23,13,8,296,275,256,160,57,89,36,16,888,6,3,3,5,0,0,0,16,619,620,311,149,210,110,50,2057,18,18,32,15,37,8,14,142,13,26,21,10,12,4,5,92,4,19,7,8,13,6,0,66,31,35,31,22,30,11,12,164,3,0,4,0,3,5,0,14,80,107,90,55,95,30,34,489,694,724,399,204,303,138,81,2541
POA2204,299,226,138,99,139,81,44,1025,172,185,62,30,24,12,6,501,156,132,52,30,39,10,5,423,564,470,194,97,119,60,20,1517,4,3,0,3,0,0,0,15,1197,1013,447,255,321,159,79,3475,38,58,39,41,44,41,22,275,24,35,24,11,21,13,4,130,15,28,16,8,8,5,3,78,51,77,41,40,37,12,4,266,7,7,8,3,3,3,0,31,133,199,119,103,110,66,34,780,1331,1217,571,363,426,226,115,4250
POA2205,499,248,144,87,142,108,63,1298,115,127,56,36,27,16,3,387,121,65,36,18,21,3,3,270,231,199,89,59,51,35,15,672,3,8,0,0,4,7,0,19,972,650,320,202,244,169,88,2646,33,39,26,19,35,37,17,201,18,13,14,14,9,4,0,66,11,15,10,9,3,3,0,55,36,27,19,11,18,9,4,111,4,6,3,0,0,0,0,20,97,89,67,55,64,51,18,448,1073,740,393,255,306,223,103,3092
POA2206,169,196,116,96,155,131,74,939,117,140,78,49,63,44,21,505,119,135,69,48,57,25,12,457,522,565,326,183,220,104,41,1963,4,5,0,0,0,3,3,21,937,1029,597,376,498,310,149,3890,11,28,21,16,45,33,12,158,15,22,25,23,13,11,0,111,7,17,19,13,10,8,3,78,27,64,40,23,34,16,6,215,3,3,3,7,0,0,0,20,66,129,106,81,112,70,26,576,998,1160,700,460,603,376,167,4463
POA2207,544,516,302,207,358,253,124,2304,199,200,113,57,104,63,19,765,213,195,73,43,44,30,3,610,585,575,282,184,205,105,60,1992,9,8,0,3,0,3,0,25,1548,1492,777,502,716,448,209,5692,48,72,59,46,77,58,32,386,31,43,28,23,25,11,7,173,13,27,17,7,13,11,3,89,61,52,50,30,50,14,5,261,11,6,4,3,3,0,0,29,150,201,165,112,170,95,50,937,1701,1698,937,612,887,541,256,6626
POA2208,154,175,107,85,135,105,50,797,72,74,27,32,34,24,8,275,73,74,33,23,28,19,12,251,329,318,148,77,123,58,21,1071,3,3,0,0,0,4,3,18,629,641,315,215,316,208,83,2414,25,36,26,13,26,17,18,158,16,21,14,15,11,5,9,75,6,18,9,3,9,7,0,55,36,48,29,12,22,10,3,159,6,7,3,0,0,0,0,21,81,121,76,47,77,42,29,470,708,762,390,259,388,257,114,2884
POA2209,429,373,208,144,230,187,112,1671,92,81,35,23,27,17,12,291,83,75,38,15,24,21,4,268,218,204,116,73,87,47,22,761,5,7,3,5,0,0,0,22,826,742,400,257,370,271,151,3016,24,52,48,34,49,47,24,288,19,26,13,6,5,7,3,84,10,15,3,4,7,4,3,55,26,33,19,21,27,8,3,135,3,3,3,3,0,0,0,18,84,129,90,71,91,73,40,574,905,869,494,331,463,343,190,3590
POA2210,565,529,287,186,337,222,131,2251,156,157,94,78,84,50,25,646,134,118,69,30,59,30,20,468,577,665,353,221,310,163,72,2364,13,5,7,3,0,0,0,29,1449,1480,812,524,790,460,245,5755,54,103,70,55,98,81,46,510,29,47,23,20,32,23,3,172,21,28,24,17,17,7,3,111,73,95,56,57,76,30,7,383,9,9,4,3,3,3,0,40,190,277,178,144,227,136,65,1214,1636,1755,989,667,1013,592,309,6970
POA2211,302,265,159,126,193,152,77,1273,93,98,56,31,54,33,9,373,89,81,42,23,23,9,5,274,344,323,180,111,144,79,23,1206,3,3,3,3,6,0,0,17,840,768,446,294,414,266,115,3146,23,37,22,29,48,37,21,212,8,11,8,12,17,6,0,69,9,14,11,9,8,7,3,58,55,62,48,33,52,14,4,263,0,0,3,4,0,0,0,10,104,124,91,78,127,59,28,605,945,886,538,372,541,331,139,3755
POA2212,331,301,179,130,187,155,97,1383,125,126,51,38,37,17,7,394,78,83,33,20,17,13,9,256,317,313,152,84,99,60,34,1057,6,9,9,3,5,3,0,35,865,833,426,272,348,238,146,3125,36,58,38,29,47,27,23,257,20,16,18,14,11,4,3,88,13,21,12,4,10,0,0,62,56,70,49,26,28,20,11,266,10,4,3,0,3,0,0,22,132,175,119,80,99,51,33,693,994,1010,547,350,449,294,186,3824
POA2213,337,303,176,120,145,157,81,1307,136,136,78,53,61,27,16,509,131,137,65,46,54,19,17,468,620,704,373,246,319,155,65,2478,5,3,0,0,0,0,0,13,1234,1274,697,465,582,352,175,4778,30,36,39,20,35,20,10,199,9,25,19,14,27,14,3,102,5,19,15,3,11,7,3,65,61,97,76,52,86,37,12,416,3,6,3,0,0,0,3,19,111,183,146,91,159,76,29,797,1346,1459,842,555,739,429,213,5582
POA2214,14,29,13,9,8,9,7,98,24,24,15,7,11,7,0,90,27,11,11,5,5,7,0,68,165,146,108,49,65,24,14,571,0,0,0,0,0,0,0,0,230,208,150,75,92,47,23,831,3,0,4,4,7,3,0,29,0,6,3,4,8,0,0,16,0,3,0,0,0,0,0,4,7,23,23,10,13,4,0,87,3,0,0,0,0,0,0,5,18,32,28,18,31,8,3,142,247,243,178,96,123,54,28,970
POA2216,744,513,245,174,236,153,94,2166,130,114,63,20,43,23,8,393,124,95,45,17,32,13,8,336,409,284,146,89,126,46,13,1116,4,12,3,0,3,0,0,26,1418,1022,499,312,430,240,124,4040,42,54,46,34,62,46,13,296,27,41,26,16,22,14,4,150,16,27,21,11,13,3,0,92,45,67,31,26,28,14,13,230,0,9,3,3,0,0,0,16,128,195,126,96,133,79,35,787,1539,1218,630,401,560,314,162,4826
POA2217,871,572,287,145,274,189,97,2427,136,158,70,38,47,20,18,486,137,123,49,32,42,22,14,414,370,391,206,133,158,78,24,1361,5,5,0,0,0,0,0,14,1516,1241,610,354,526,304,152,4705,51,65,50,31,67,47,32,341,20,32,15,14,22,11,10,116,10,18,13,4,4,3,3,58,48,73,47,35,45,20,4,278,10,3,6,0,8,0,0,27,137,188,127,88,149,74,50,819,1655,1433,740,444,669,385,207,5524
POA2218,510,353,181,134,188,151,70,1592,76,74,32,24,33,11,6,267,98,61,44,17,20,9,9,252,199,178,93,55,75,42,11,655,10,0,0,0,3,0,0,21,892,666,349,226,326,218,97,2783,33,55,45,37,64,67,34,332,14,34,11,7,12,8,3,94,13,18,9,9,8,7,3,63,27,30,18,17,25,7,7,128,7,3,3,0,0,0,0,16,88,142,84,69,115,83,49,635,979,813,436,296,439,296,145,3414
POA2219,121,118,75,50,66,59,39,533,76,80,53,27,29,19,8,293,76,74,33,15,29,13,8,238,333,339,180,97,125,58,31,1165,3,3,3,3,0,0,0,11,614,614,348,183,253,155,86,2245,13,13,14,18,18,9,3,78,10,20,21,14,19,5,0,85,9,23,12,4,8,4,3,63,44,63,27,27,33,17,8,226,4,4,4,3,3,0,0,12,72,124,73,65,79,36,16,473,688,733,424,250,329,184,107,2718
POA2220,1189,815,412,277,406,344,180,3628,59,97,60,29,42,25,13,324,83,94,40,18,25,15,3,282,175,205,100,72,118,64,28,769,9,14,7,0,0,0,0,23,1516,1218,620,397,596,446,230,5029,121,159,97,96,160,112,64,808,13,12,9,10,8,10,0,68,12,26,13,9,13,9,3,83,22,37,23,18,30,16,4,153,10,0,7,0,3,3,3,23,187,232,152,123,212,154,76,1137,1698,1451,770,521,809,602,307,6160
POA2221,261,306,169,121,165,167,79,1262,110,97,67,49,60,35,11,429,98,96,65,36,50,27,15,381,320,392,252,167,224,163,68,1581,8,6,4,3,0,0,0,22,788,891,547,364,502,394,168,3667,15,34,29,19,47,36,14,192,4,17,10,15,7,8,3,69,9,9,12,8,4,0,3,39,30,42,30,31,46,20,9,204,3,3,0,0,5,0,0,19,59,111,82,71,105,66,29,514,854,1002,629,436,605,458,199,4182
POA2222,408,269,159,102,145,109,44,1242,56,61,24,15,28,17,5,203,51,48,25,24,35,10,4,194,169,192,100,60,102,65,18,709,3,4,0,0,3,0,0,11,685,570,311,198,314,201,79,2360,26,32,24,22,35,40,19,195,12,6,7,3,4,3,3,37,10,20,6,4,17,3,0,60,17,19,22,11,9,6,11,87,0,5,3,3,3,0,0,12,59,79,62,42,66,52,31,397,743,653,367,243,382,255,109,2752
POA2223,388,309,148,98,160,151,53,1298,132,124,67,48,55,37,21,484,138,151,69,41,53,30,6,495,490,517,311,211,245,151,97,2021,0,8,0,4,0,0,0,11,1147,1106,596,405,519,370,173,4312,30,41,27,21,46,25,15,200,12,22,10,8,16,5,6,69,8,9,10,4,8,6,4,55,35,51,42,35,58,28,10,267,3,0,5,0,4,0,0,11,86,129,89,69,126,71,33,602,1232,1231,690,479,644,434,207,4916
POA2224,145,109,92,62,106,82,42,625,83,80,58,28,39,21,10,326,79,76,40,20,34,13,6,274,434,434,222,145,172,90,52,1554,4,3,3,0,0,0,0,12,746,707,416,259,344,208,111,2791,14,18,23,10,15,10,3,96,8,17,12,12,9,5,3,61,8,11,5,10,13,6,3,54,34,71,32,37,37,11,4,221,0,5,3,0,0,0,0,16,64,118,75,66,69,37,19,446,812,828,491,326,416,245,121,3239
POA2225,39,54,23,22,34,12,3,185,49,51,32,27,21,17,0,192,31,39,18,13,16,4,3,123,242,304,150,94,106,66,23,1000,0,0,0,0,0,0,0,0,364,447,221,154,173,109,36,1494,0,0,4,0,3,0,3,11,3,4,4,0,4,6,3,19,4,4,3,0,3,0,0,9,7,11,13,7,15,0,4,56,0,3,0,0,0,0,0,4,11,26,21,6,21,3,16,98,371,467,239,165,190,112,51,1595
POA2226,99,113,43,28,51,40,17,391,99,130,60,29,32,26,8,381,76,95,38,28,43,18,8,304,505,550,289,167,196,114,51,1873,0,3,3,3,0,0,0,9,769,883,432,250,319,202,89,2947,6,8,4,10,8,8,5,41,6,11,8,3,9,3,0,42,5,15,8,4,8,3,0,42,37,59,52,26,42,15,6,240,0,0,0,0,0,0,0,8,58,90,70,48,68,23,18,378,828,978,506,298,393,222,106,3322
POA2227,114,89,61,32,54,37,24,414,80,81,58,35,44,21,7,330,76,65,41,23,39,19,3,265,559,603,364,213,284,151,62,2239,7,3,0,0,0,0,0,10,834,835,521,301,425,233,102,3253,3,14,8,3,9,4,3,50,7,5,9,3,10,3,3,42,5,19,12,9,15,0,0,60,33,79,51,35,41,21,14,272,0,3,3,3,0,0,0,11,55,119,85,49,81,31,24,431,885,954,609,354,500,267,127,3688
POA2228,226,189,96,70,86,61,49,780,104,110,58,34,33,7,6,359,118,86,48,33,36,19,15,357,554,516,291,189,250,94,53,1940,3,3,0,3,7,0,0,16,1006,911,495,327,415,190,118,3456,9,17,12,16,22,10,8,90,19,26,23,11,18,8,3,102,18,31,13,12,21,3,0,93,61,72,40,40,75,24,9,328,11,4,8,4,0,0,0,23,115,156,88,77,134,50,25,642,1121,1071,583,407,546,238,141,4102
POA2229,172,165,86,68,86,55,35,670,134,171,86,48,75,32,9,548,175,193,105,52,59,24,19,617,1163,1068,547,394,508,262,123,4073,3,8,5,4,3,0,0,17,1652,1602,825,558,733,375,193,5933,15,24,16,13,16,18,15,121,28,35,23,15,21,10,9,136,9,24,17,9,16,5,0,81,60,97,115,64,103,40,25,505,8,5,3,4,6,0,0,22,117,191,169,104,168,71,44,862,1764,1789,998,664,900,450,233,6798
POA2230,115,103,62,37,61,44,25,454,147,92,67,54,68,36,19,476,157,122,75,41,59,25,20,506,820,806,469,308,407,231,117,3164,0,3,0,0,0,0,0,3,1242,1128,672,442,589,338,187,4600,9,14,23,14,15,4,3,77,27,31,18,17,19,8,8,134,20,26,11,21,14,10,0,101,64,121,76,53,96,32,24,462,3,7,0,0,4,0,0,13,125,199,128,106,143,55,31,786,1364,1326,803,547,736,393,217,5387
