POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA2231,3,5,6,7,6,0,0,25,10,15,14,5,9,0,0,57,12,13,5,0,0,7,0,40,119,113,70,43,31,8,3,392,3,0,0,0,0,0,0,4,148,149,95,55,48,15,3,522,3,3,0,0,0,0,0,7,3,7,0,0,0,0,0,6,0,0,3,3,0,0,0,6,11,17,20,7,17,3,3,85,0,0,0,0,0,0,0,0,16,27,29,13,17,3,3,107,165,177,122,71,65,18,7,633
POA2232,306,255,135,92,133,88,39,1047,193,181,105,59,78,46,17,683,224,177,91,52,65,38,13,658,1222,1148,616,378,489,218,112,4183,7,10,0,4,0,0,0,18,1943,1777,955,586,769,377,184,6583,22,30,21,20,18,25,15,137,28,40,23,20,19,9,12,143,15,22,21,12,19,13,3,103,103,130,127,87,108,53,24,635,3,9,0,0,7,0,0,21,162,222,186,141,172,97,54,1038,2106,1999,1137,726,934,477,243,7619
POA2233,117,119,61,47,83,45,18,494,192,172,99,65,85,35,19,661,166,166,63,38,46,37,20,542,1308,1567,840,524,659,286,131,5320,0,5,3,0,0,0,0,9,1784,2034,1071,673,880,395,182,7024,7,4,9,6,14,10,9,53,16,41,17,15,17,11,8,133,9,26,20,11,12,8,3,80,86,162,118,101,107,47,21,639,4,3,0,0,0,3,0,14,122,236,160,137,154,78,34,928,1913,2271,1236,815,1033,476,220,7954
POA2234,151,192,126,85,152,130,62,904,157,187,125,88,119,69,44,786,149,162,90,65,112,63,37,678,1037,1112,677,467,625,379,209,4503,4,8,0,3,8,0,0,20,1505,1660,1017,710,1010,641,354,6896,9,22,17,16,32,14,12,117,14,24,32,13,26,15,7,122,4,18,14,10,23,10,3,87,72,113,90,80,129,70,38,595,6,8,5,0,3,0,0,23,112,181,154,123,207,113,61,943,1611,1839,1171,833,1221,749,411,7841
POA2250,472,480,235,177,211,111,62,1753,332,374,192,114,158,78,44,1279,308,271,167,107,122,61,31,1055,2013,2067,1233,740,1040,348,163,7604,11,24,15,6,7,3,0,68,3136,3213,1846,1133,1533,604,291,11758,23,55,45,35,53,18,13,241,61,79,59,37,66,27,16,346,33,51,48,38,42,10,10,241,415,568,379,252,363,114,59,2157,23,24,16,8,11,0,0,86,549,781,547,373,536,170,94,3057,3682,3991,2393,1511,2072,777,389,14821
POA2251,135,189,127,62,105,50,21,683,173,186,137,81,112,34,14,741,130,165,83,55,64,35,18,544,1053,1151,668,406,577,236,102,4193,12,17,3,3,0,0,0,35,1511,1702,1016,607,852,352,149,6195,3,17,18,21,19,16,8,94,29,42,43,32,34,14,3,190,8,24,19,8,33,6,0,102,155,239,163,141,173,47,26,937,5,8,12,4,3,0,0,33,202,326,253,202,270,79,40,1363,1711,2029,1270,812,1125,431,188,7560
POA2256,63,61,19,24,35,10,8,217,42,58,29,19,24,11,3,182,76,56,28,14,17,13,6,198,400,364,224,134,182,54,21,1379,3,3,3,0,3,0,0,17,590,538,306,199,255,84,34,1998,7,7,7,3,8,3,0,26,26,12,10,12,12,0,0,73,3,21,9,7,12,7,3,64,110,151,84,66,68,21,7,504,3,5,0,0,6,0,0,18,147,202,110,97,92,28,17,691,729,738,411,296,350,111,51,2685
POA2257,115,116,67,25,37,20,7,393,140,145,69,45,47,22,14,480,131,111,56,30,38,9,7,391,847,787,419,255,380,118,76,2882,8,14,4,5,3,0,0,36,1248,1178,622,361,504,162,100,4178,10,20,14,6,13,7,4,70,27,52,38,18,25,7,3,181,21,31,16,10,19,4,4,108,216,290,183,119,188,41,21,1055,7,12,5,7,6,0,0,34,281,405,262,163,257,61,29,1454,1531,1577,881,521,758,220,131,5632
POA2258,14,31,16,7,7,8,0,88,21,36,15,11,6,7,3,107,30,29,22,11,19,14,0,123,163,196,119,84,95,39,17,712,0,3,0,0,0,0,0,4,221,302,167,115,131,63,26,1033,0,0,3,4,0,0,0,12,0,6,0,0,10,3,3,24,3,3,0,0,0,0,0,13,29,35,38,9,26,3,3,139,5,3,3,0,0,0,0,6,37,47,48,16,36,5,10,192,255,350,221,127,165,73,35,1220
POA2259,194,223,136,95,116,55,25,846,183,227,124,108,151,46,15,860,175,221,120,87,106,23,11,745,2085,2291,1311,935,1030,319,117,8085,20,17,10,9,14,3,0,69,2652,2987,1706,1240,1414,443,172,10603,11,44,28,12,25,8,7,141,66,89,48,40,53,6,0,291,24,41,42,23,34,3,0,169,591,736,504,346,431,96,32,2728,33,23,13,11,11,0,0,102,728,935,628,426,552,115,47,3427,3377,3923,2334,1668,1963,555,215,14036
POA2260,114,139,80,53,74,44,15,523,105,139,84,51,61,40,19,495,115,135,75,44,58,24,7,470,835,878,527,341,432,186,91,3288,3,3,0,3,3,0,0,10,1176,1298,764,485,638,295,131,4786,5,15,9,7,13,5,0,59,14,25,13,11,14,3,3,90,7,20,6,8,11,8,3,74,78,162,96,85,119,31,19,598,7,8,0,0,3,0,0,24,119,227,136,114,165,56,29,837,1291,1526,902,596,801,353,159,5625
POA2261,105,115,91,45,60,16,17,447,237,224,123,62,94,28,7,769,152,189,89,72,76,20,11,615,1856,1829,1000,587,806,281,125,6494,14,8,3,3,11,0,0,38,2362,2371,1308,768,1046,355,165,8365,3,25,18,11,23,11,3,88,45,92,66,38,52,22,6,314,37,52,30,21,30,4,4,179,486,647,383,255,367,88,35,2256,26,24,9,7,9,0,0,73,598,828,506,333,471,121,45,2909,2961,3200,1813,1097,1519,477,210,11279
POA2262,24,38,28,23,27,9,3,143,61,65,39,30,27,5,0,236,60,52,34,10,30,7,4,189,811,748,449,259,320,90,21,2710,5,11,12,10,4,0,0,39,955,916,564,328,405,107,35,3314,3,7,5,4,6,0,0,31,31,26,26,15,18,5,0,119,11,21,15,12,13,3,0,70,282,371,227,118,160,48,17,1216,8,13,9,3,3,5,0,40,333,438,282,153,197,62,18,1481,1284,1350,841,479,606,169,55,4789
POA2263,49,42,16,23,19,7,3,161,60,58,36,22,24,4,3,215,50,54,32,12,21,12,3,179,717,666,382,219,289,76,49,2405,0,0,9,0,0,0,0,9,878,815,472,284,353,103,66,2969,0,6,8,8,10,3,0,45,28,39,21,21,15,7,3,131,17,20,18,4,10,0,0,75,335,348,230,154,163,43,14,1272,13,10,6,0,8,0,0,43,396,431,286,193,201,54,19,1573,1276,1243,759,472,557,155,81,4547
POA2264,28,23,31,11,30,11,11,149,35,39,25,13,20,14,3,140,51,50,28,15,17,4,6,162,453,432,269,181,213,59,24,1626,0,0,0,4,0,0,0,7,569,544,350,226,277,88,36,2083,7,6,3,0,3,6,0,24,5,17,9,11,19,3,0,66,3,6,9,3,6,0,0,33,137,163,98,56,85,22,15,577,7,6,3,0,0,0,0,13,154,205,130,72,111,34,18,710,722,745,478,290,387,114,54,2798
POA2265,25,31,19,12,16,11,6,115,23,28,15,11,19,4,0,101,25,31,13,9,16,11,10,108,188,167,87,81,99,27,15,656,3,0,0,0,0,0,0,3,263,247,139,109,146,54,29,991,0,6,0,3,3,0,0,18,3,5,11,0,4,0,0,24,3,4,5,3,0,0,3,24,38,42,20,16,23,8,3,150,0,0,0,0,0,0,0,3,47,64,35,25,36,10,8,222,310,313,166,136,183,59,32,1211
POA2267,0,0,3,0,0,0,0,3,9,5,5,4,7,0,0,38,9,5,0,3,3,0,0,24,72,87,42,44,29,19,7,305,0,0,0,0,0,0,0,3,93,102,55,57,39,17,7,373,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,4,0,0,0,0,0,3,18,19,13,14,15,6,3,89,0,0,0,0,0,0,0,0,22,25,16,15,15,6,5,100,111,123,73,70,49,23,14,470
POA2278,0,0,0,0,0,0,0,4,4,5,0,3,0,0,0,18,7,4,0,0,0,0,0,10,133,107,58,57,76,16,3,446,0,0,0,0,0,0,0,0,148,122,61,59,73,21,5,485,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,29,31,18,19,14,3,0,104,0,0,0,0,0,0,0,0,29,33,15,20,12,4,0,121,181,156,80,75,89,26,5,603
POA2280,42,58,31,23,37,14,7,217,61,104,37,26,44,20,10,301,68,84,43,33,39,18,3,287,984,1082,599,428,573,236,103,3998,4,8,3,0,6,0,0,20,1160,1337,713,505,689,288,126,4823,5,0,4,4,5,5,3,34,13,29,17,12,16,3,3,90,4,11,14,15,21,4,0,75,180,252,174,113,170,62,18,971,6,3,8,3,3,0,0,25,211,309,219,148,215,80,25,1201,1370,1642,934,653,909,363,150,6024
POA2281,15,24,11,8,9,0,3,76,30,39,25,12,21,9,5,136,37,41,28,11,26,8,3,160,472,463,286,171,257,86,50,1794,8,3,0,0,3,0,0,12,568,577,343,202,314,106,66,2173,0,4,3,0,6,0,0,16,3,7,4,3,16,7,0,36,0,9,4,3,4,4,0,22,113,143,76,75,83,27,13,515,3,6,0,4,3,0,0,14,117,164,85,78,107,34,19,606,684,741,426,285,422,141,81,2780
POA2282,33,43,35,19,27,22,12,193,58,74,41,22,26,23,10,243,60,54,25,18,26,6,3,197,506,555,356,262,352,148,63,2247,0,0,0,0,0,0,0,7,653,724,461,321,430,199,85,2881,0,3,4,0,9,0,0,18,9,12,7,11,7,3,3,56,6,6,3,3,9,4,4,34,74,112,102,65,89,23,11,481,0,0,3,0,0,0,0,5,87,132,126,77,113,37,24,595,743,861,588,405,545,234,102,3470
POA2283,35,41,28,20,21,11,3,157,45,45,38,29,33,10,5,202,52,52,30,22,40,20,8,215,769,690,469,281,391,146,48,2788,3,0,0,3,3,0,0,12,906,827,561,351,488,177,62,3373,3,4,11,9,10,3,3,43,18,27,18,11,18,0,3,90,7,14,12,11,8,0,0,56,224,264,187,131,171,40,10,1018,9,10,9,4,5,0,0,42,263,318,228,169,210,43,19,1250,1168,1142,794,513,698,226,85,4625
POA2284,18,21,3,6,12,5,0,66,32,36,10,0,18,6,0,105,23,24,9,4,8,7,3,74,369,305,163,143,187,71,34,1275,0,0,5,0,0,0,0,9,443,389,189,155,217,88,41,1529,9,3,7,0,3,3,3,25,15,11,5,3,16,3,0,53,0,3,0,3,0,0,0,10,88,148,91,53,71,20,9,474,4,7,0,3,0,0,0,19,117,172,106,62,90,26,9,589,561,565,300,216,310,119,53,2119
POA2285,137,123,62,33,50,17,4,435,111,114,67,32,47,11,10,391,90,85,51,25,40,14,3,314,1591,1357,748,433,580,184,73,4970,6,5,3,3,0,0,0,19,1934,1690,925,530,725,232,91,6133,12,5,0,3,7,0,5,38,25,26,16,13,18,0,3,97,10,13,6,7,7,6,3,54,272,372,229,165,176,55,22,1281,12,6,4,3,3,0,0,28,325,420,253,194,212,58,30,1492,2259,2109,1179,722,937,292,128,7624
POA2286,4,3,0,0,0,0,0,8,17,6,3,3,4,0,0,41,12,13,0,3,0,0,0,27,193,182,91,64,70,17,10,624,0,0,0,3,0,0,0,0,218,208,93,75,73,12,11,698,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,15,0,0,0,5,0,0,0,9,37,44,35,25,37,4,4,190,0,3,0,0,0,0,0,6,46,51,34,30,45,4,7,213,260,261,132,104,120,22,18,912
POA2287,287,274,130,78,108,54,22,939,108,101,73,43,52,19,13,403,131,108,50,34,44,21,10,396,1426,1304,769,486,632,184,80,4884,20,8,3,0,0,0,0,32,1969,1786,1027,639,839,279,123,6656,25,37,23,12,29,13,5,138,18,40,23,13,34,10,0,140,11,22,26,11,15,6,0,97,310,389,236,166,208,64,29,1399,18,4,12,8,7,0,0,48,386,492,320,206,289,89,37,1815,2353,2278,1347,845,1128,366,156,8474
POA2289,51,65,56,34,42,16,10,281,94,109,51,26,33,17,4,331,95,102,33,32,36,7,11,313,843,813,436,284,384,164,82,3000,6,0,0,0,0,0,0,9,1085,1091,578,382,497,198,100,3932,7,7,9,11,6,4,0,42,11,21,15,9,18,11,4,81,6,15,12,8,11,3,0,61,70,137,96,63,115,44,19,544,3,0,3,3,0,0,0,10,90,185,132,94,147,57,28,735,1173,1276,707,471,646,255,134,4665
POA2290,83,80,46,29,67,28,14,346,122,119,65,35,51,14,7,409,113,137,59,37,46,22,5,413,1405,1304,722,425,541,230,117,4739,7,3,5,0,4,0,0,20,1737,1644,888,527,696,293,152,5935,0,7,11,3,3,8,3,41,28,25,23,15,9,4,5,120,10,25,11,9,21,13,3,83,205,370,219,159,213,66,35,1270,11,12,4,4,3,0,0,32,256,442,270,183,254,93,53,1547,1991,2086,1160,714,953,379,200,7482
POA2291,31,51,34,14,17,7,3,162,60,63,37,20,27,11,5,230,76,65,35,15,20,15,8,227,467,557,318,180,250,127,77,1977,0,0,4,3,0,0,0,4,629,741,422,236,319,168,94,2603,0,5,0,0,0,0,0,11,5,8,4,3,12,5,0,42,3,5,7,4,5,7,3,40,30,59,50,33,59,21,8,261,0,0,0,0,0,0,0,3,37,85,69,43,81,29,15,354,666,823,489,275,403,200,111,2959
POA2292,11,11,5,0,0,0,0,32,9,3,6,3,5,3,0,27,11,3,3,6,0,0,0,27,98,79,44,31,26,6,8,290,0,0,0,0,0,0,0,0,130,102,55,42,34,5,8,375,0,3,3,0,0,0,0,6,5,0,3,3,7,0,0,19,0,0,0,0,3,0,0,6,18,35,17,7,19,7,3,94,0,0,0,0,0,0,0,0,23,39,16,6,31,11,3,129,150,136,78,51,60,20,10,498
POA2293,3,3,0,4,0,0,0,9,10,4,4,0,3,0,0,21,10,5,0,0,0,0,0,26,71,61,24,12,9,4,3,192,0,0,0,0,0,0,0,0,94,77,34,16,15,9,3,247,0,0,0,0,0,0,0,3,3,3,3,4,3,3,0,21,0,3,0,0,0,3,0,4,25,19,19,13,17,6,7,99,0,0,0,0,0,0,0,0,29,25,22,17,21,9,7,125,119,101,51,37,38,18,5,375
POA2294,4,3,0,0,3,0,0,15,10,3,3,3,3,0,0,20,14,5,0,0,0,0,0,21,65,47,18,9,8,0,0,150,0,0,0,0,0,0,0,0,91,62,18,14,10,3,3,208,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,27,11,6,5,3,3,67,0,3,0,0,0,0,0,4,13,31,8,6,10,3,3,74,109,97,27,22,22,8,6,282
POA2295,18,17,13,4,9,5,0,61,14,10,5,6,10,3,0,41,17,13,8,11,3,3,0,57,237,224,93,73,91,31,13,752,0,3,3,0,0,0,0,8,281,260,119,92,114,42,14,924,0,0,0,0,0,0,0,0,3,4,0,3,3,3,0,18,3,5,4,3,0,0,0,15,46,53,35,26,26,5,4,200,4,0,0,0,0,0,0,6,54,64,41,27,33,10,4,238,336,320,165,119,141,50,20,1155
POA2296,8,5,3,0,0,0,0,14,8,3,0,0,0,0,0,13,12,4,0,0,0,0,0,19,55,39,21,8,10,3,0,134,0,0,0,0,0,0,0,4,86,59,25,11,10,3,0,191,0,3,0,0,0,0,0,5,3,4,0,0,0,0,0,9,0,3,0,0,0,0,0,7,13,24,16,9,3,3,0,76,0,0,0,0,0,0,0,0,22,29,17,12,10,4,4,97,108,88,44,21,19,4,3,290
POA2297,5,3,3,0,0,0,0,19,11,14,10,4,3,0,0,38,13,10,3,3,7,0,0,35,60,53,17,10,13,4,0,156,0,0,0,0,0,0,0,0,84,84,28,15,21,5,3,245,0,0,4,0,0,3,0,10,0,3,5,3,3,0,0,15,0,3,0,0,0,0,0,8,13,17,14,6,17,0,0,72,3,0,0,0,0,0,0,6,22,27,23,15,22,3,3,112,109,107,59,28,38,11,8,351
POA2298,46,27,14,8,17,4,4,120,29,18,10,7,10,6,0,74,45,19,9,4,9,3,0,80,326,262,127,72,92,23,20,921,5,5,0,0,0,0,0,11,443,334,159,92,120,38,27,1206,0,5,5,0,0,0,3,21,6,11,4,9,8,3,0,42,3,7,8,3,7,0,0,36,73,85,49,35,49,20,4,318,3,3,3,0,3,0,0,15,85,120,66,51,68,29,12,426,534,448,227,138,189,68,32,1632
POA2299,192,146,43,20,35,12,5,454,29,25,20,7,11,4,0,99,38,29,16,8,15,6,0,120,308,304,190,103,135,64,24,1129,4,0,0,0,0,0,0,6,569,506,269,140,194,87,36,1813,10,14,7,10,7,8,10,68,11,5,10,3,12,0,0,43,0,7,4,8,3,0,4,22,94,111,71,54,64,24,7,435,3,8,5,0,0,3,0,19,126,146,99,77,95,36,25,591,698,652,367,217,291,119,61,2402
POA2300,33,36,16,10,21,5,3,119,32,34,17,8,16,3,0,116,28,33,20,10,16,5,8,121,168,159,89,63,95,35,18,633,0,0,0,0,0,0,0,0,263,263,136,93,147,59,31,990,3,3,9,3,5,3,3,30,5,9,3,3,3,4,3,36,7,10,0,0,4,0,0,28,24,40,31,21,34,7,11,169,4,0,0,0,5,0,0,5,37,64,44,28,51,19,14,259,304,328,182,124,202,71,48,1254
POA2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,9,7,0,3,0,3,0,26
POA2303,29,23,12,4,8,0,0,74,22,36,29,11,10,3,4,114,32,44,17,13,19,3,0,123,257,275,144,84,139,63,35,1008,0,0,0,0,0,0,0,0,345,378,200,102,183,77,41,1329,3,7,0,4,0,3,0,18,7,13,5,4,10,0,0,45,3,7,3,4,5,3,0,31,52,65,43,43,47,21,5,261,0,7,0,0,0,0,0,12,69,89,59,53,66,28,4,363,416,462,256,162,245,103,50,1694
POA2304,65,70,35,22,24,14,4,228,45,52,26,8,19,10,0,158,69,39,19,11,15,4,4,160,518,363,168,90,140,37,19,1332,9,3,0,0,0,0,0,15,712,519,247,125,196,66,30,1898,9,13,9,4,7,5,5,57,19,19,12,9,5,0,3,74,8,10,9,3,11,3,0,45,129,157,79,70,83,23,19,557,0,7,0,3,3,0,0,17,167,210,115,86,114,38,23,756,880,733,359,212,309,109,57,2654
POA2305,60,60,22,7,11,4,6,171,64,63,36,19,14,9,7,208,50,49,23,17,26,7,4,175,516,527,299,173,258,100,66,1941,3,0,0,0,0,0,0,8,696,701,387,219,305,126,75,2503,8,10,6,3,4,0,3,25,3,17,4,6,7,6,0,46,4,9,8,3,13,3,3,32,49,100,88,72,63,25,20,417,3,0,3,3,0,0,0,11,61,131,108,87,85,36,25,537,754,831,493,306,386,159,101,3037
POA2306,6,0,0,0,3,0,0,8,3,4,0,0,3,0,0,14,5,3,0,0,0,0,0,12,82,94,46,29,26,6,3,292,0,0,0,0,0,0,0,3,96,100,53,34,34,6,3,325,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,14,0,0,0,0,0,0,0,6,98,113,74,57,37,4,0,383,3,5,3,0,0,0,0,8,105,117,75,61,45,4,0,413,208,218,124,100,71,8,3,739
POA2307,36,24,10,3,5,0,0,88,9,9,6,0,0,0,0,22,19,6,3,3,0,0,0,32,128,95,43,29,45,5,6,354,0,0,0,0,0,0,0,3,196,129,68,40,55,9,6,499,0,0,4,0,3,0,0,12,3,6,6,0,3,0,0,18,3,0,7,3,3,0,0,11,36,60,34,22,25,4,0,182,7,0,0,0,0,0,0,3,46,63,47,32,35,4,0,229,238,196,118,65,86,11,11,725
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,37,47,13,13,13,3,0,125,0,0,0,0,0,0,0,0,33,50,19,17,10,7,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,6,7,0,0,40,0,0,0,0,0,0,0,0,4,11,9,6,7,0,0,42,44,64,27,22,21,4,0,179
POA2312,0,3,0,0,3,0,0,3,0,4,3,0,3,0,0,16,4,0,0,7,4,0,0,18,56,48,34,34,40,3,0,211,0,0,0,0,0,0,0,3,60,59,41,41,47,3,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,20,13,7,8,0,0,55,0,3,3,0,0,0,0,5,14,25,16,7,6,0,0,67,73,86,58,47,54,6,0,322
POA2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2315,46,46,34,29,39,9,3,208,29,61,29,27,24,7,4,185,52,48,31,13,17,3,3,163,330,394,235,128,195,52,23,1348,3,0,0,0,4,0,0,6,460,555,325,197,272,74,31,1912,3,4,5,3,7,3,0,22,15,11,3,12,18,0,0,58,3,7,6,6,8,0,0,33,74,151,97,61,74,19,4,478,4,5,3,3,0,0,0,12,104,179,113,84,101,18,3,604,562,731,442,279,379,95,38,2516
POA2316,7,17,4,11,10,3,0,49,15,18,5,10,10,3,0,64,9,27,13,14,16,3,3,73,174,185,115,102,121,28,13,741,3,0,0,0,0,0,0,8,207,241,144,139,151,43,21,946,0,0,0,3,3,0,0,3,3,3,3,3,0,0,0,17,3,3,3,3,3,0,0,16,33,37,32,30,46,4,3,197,0,5,3,3,0,0,0,3,40,45,39,44,51,5,3,235,248,284,182,180,202,46,23,1176
POA2317,6,27,5,11,10,0,0,69,12,14,17,3,10,13,0,67,18,24,13,7,4,0,0,72,163,197,109,75,81,29,0,656,0,0,0,0,4,0,0,5,203,264,143,103,109,43,0,868,0,3,3,0,0,0,0,11,0,3,4,0,3,0,0,16,0,0,4,3,3,0,0,15,26,54,55,24,21,12,0,192,0,0,0,0,0,0,0,7,35,70,66,30,31,12,0,241,240,328,209,134,137,51,0,1103
POA2318,21,28,13,16,24,5,3,108,29,38,20,12,16,7,3,130,50,47,25,18,18,6,4,168,577,591,323,225,273,65,26,2074,0,4,0,0,0,0,0,8,683,704,383,274,330,89,34,2483,0,0,3,3,0,0,0,7,7,9,3,3,3,3,0,25,3,3,3,3,0,0,0,13,89,98,72,55,56,22,9,398,3,3,0,0,0,0,0,8,101,111,75,71,65,24,9,459,786,810,461,338,399,113,39,2948
POA2319,9,12,6,5,0,0,0,37,12,19,13,3,14,3,0,61,17,15,7,3,5,0,0,45,232,258,131,67,86,14,4,785,0,5,0,0,0,0,0,7,268,303,147,83,103,17,3,926,0,4,3,0,0,0,0,4,11,4,0,4,3,3,0,26,3,8,3,3,0,0,0,27,62,103,62,37,39,7,4,312,4,9,0,0,0,0,0,15,78,117,70,44,47,6,4,376,348,420,223,126,153,25,8,1302
POA2320,123,96,50,42,45,21,15,389,103,81,50,25,34,12,9,314,74,94,33,40,51,10,11,306,1661,1673,860,591,679,229,85,5784,6,7,3,0,0,0,0,17,1966,1963,998,699,812,275,111,6811,9,4,7,3,9,4,0,37,22,22,21,13,17,3,0,102,11,11,12,5,13,3,3,61,439,508,295,152,232,44,30,1703,17,14,4,4,0,0,0,39,496,559,344,183,262,60,33,1941,2457,2522,1347,879,1075,330,148,8750
POA2321,31,20,11,6,19,8,3,101,42,52,27,12,23,3,3,168,26,28,16,9,12,3,4,101,794,741,378,256,302,88,31,2600,6,8,5,4,0,0,0,24,908,853,434,296,361,105,43,2990,5,4,0,3,4,0,0,13,15,9,7,3,7,4,0,47,3,0,3,3,0,0,6,22,148,200,105,82,104,19,4,664,3,10,3,5,4,0,0,25,167,220,125,98,118,26,14,767,1079,1072,552,390,481,127,48,3757
POA2322,27,41,28,23,17,9,0,141,40,56,34,18,23,8,0,175,44,42,26,15,25,6,3,158,846,852,438,267,396,98,52,2948,4,0,0,0,0,0,0,9,966,987,526,322,465,119,57,3430,3,8,6,0,11,4,0,29,14,11,6,8,4,0,3,49,5,6,4,8,4,3,0,32,222,259,159,98,128,33,17,916,7,5,3,0,0,0,0,12,255,288,178,118,148,41,21,1037,1222,1276,701,437,609,157,72,4467
