POA_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA2824,61,283,291,105,47,780,51,828
POA2825,71,292,301,105,57,826,48,876
POA2826,0,10,30,17,11,64,5,70
POA2827,105,463,460,188,104,1323,68,1389
POA2828,35,91,83,38,27,270,20,293
POA2829,92,363,335,138,76,1005,68,1067
POA2830,864,4771,5274,1808,904,13620,596,14219
POA2831,16,152,248,123,85,620,35,649
POA2832,136,258,225,103,58,778,61,834
POA2833,52,74,50,22,16,213,12,223
POA2834,111,423,260,89,42,929,84,1008
POA2835,92,490,575,185,75,1410,69,1481
POA2836,65,94,54,29,30,266,14,279
POA2838,19,30,13,10,8,88,3,93
POA2839,106,151,81,39,26,402,42,444
POA2840,100,308,240,80,52,782,68,850
POA2842,9,69,86,46,28,233,18,253
POA2843,20,131,164,76,40,433,18,449
POA2844,25,148,179,66,48,470,23,499
POA2845,23,209,263,92,48,644,25,671
POA2846,6,33,43,15,7,100,4,109
POA2847,41,280,309,125,71,822,40,870
POA2848,51,289,209,65,31,651,45,695
POA2849,14,182,230,102,53,577,38,611
POA2850,313,1897,2482,883,449,6028,320,6341
POA2852,50,377,454,180,105,1168,70,1238
POA2864,3,76,112,38,44,268,15,287
POA2865,22,72,110,51,35,295,20,310
POA2866,50,290,403,184,103,1023,53,1075
POA2867,3,62,72,39,33,209,12,221
POA2868,16,74,93,30,15,225,18,240
POA2869,42,197,177,80,48,543,28,565
POA2870,319,1484,1481,542,287,4105,207,4314
POA2871,200,1077,1265,466,238,3245,166,3412
POA2873,5,70,66,31,27,194,12,205
POA2874,7,33,65,24,21,156,5,158
POA2875,13,96,121,55,48,332,23,354
POA2876,5,26,49,19,23,123,15,135
POA2877,95,469,485,163,90,1301,93,1394
POA2878,4,25,19,18,27,94,8,107
POA2879,31,100,55,14,16,215,28,240
POA2880,696,2963,2306,665,295,6928,430,7358
POA2898,22,81,24,0,3,126,8,132
