POA_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA2477,18,4,78,35,19,20,5,20,5,218,3,0,0,0,0,0,0,0,0,4,11,9,0,3,3,0,4,3,0,35,11,11,16,9,8,13,9,5,18,94,505,1067,558,416,433,185,122,225,53,3574
POA2478,59,9,204,96,42,62,13,39,7,540,0,0,0,0,0,0,0,0,0,9,10,19,9,16,7,7,0,10,4,78,12,18,46,25,22,20,15,43,33,232,1027,2461,1307,1071,852,499,211,506,125,8055
POA2479,11,0,34,10,10,7,7,14,0,89,0,0,0,0,0,0,0,0,0,5,15,3,3,0,4,3,0,6,0,33,14,4,5,14,5,3,0,3,3,60,330,517,201,177,140,80,39,86,22,1594
POA2480,73,20,295,122,55,56,17,97,7,735,0,9,0,3,0,0,0,10,0,19,17,27,16,18,13,10,13,8,8,125,39,21,39,30,32,48,24,69,39,349,1458,3588,1980,1743,1540,746,481,935,152,12626
POA2481,29,10,114,50,18,30,3,28,4,283,0,0,3,0,0,0,0,0,3,9,14,21,12,10,9,4,3,7,0,73,18,16,15,17,10,23,5,14,12,134,640,1212,542,486,317,267,81,263,66,3869
POA2482,19,5,37,14,4,6,3,10,0,106,0,0,0,0,0,0,0,0,0,0,4,10,4,5,0,0,3,3,3,37,4,11,6,8,5,3,3,8,0,61,216,523,282,200,138,104,51,127,25,1667
POA2483,28,5,79,33,11,21,11,24,0,213,0,0,3,0,0,0,0,0,0,7,3,7,7,5,10,3,0,6,3,43,14,16,22,19,10,14,7,16,13,139,382,900,576,446,296,194,94,240,50,3174
POA2484,33,4,100,44,30,28,18,25,5,296,0,0,0,0,0,0,0,0,0,3,14,13,6,4,7,0,6,6,0,58,13,18,34,30,11,22,22,30,22,212,612,1149,870,596,532,290,249,390,83,4760
POA2485,19,10,111,36,24,15,8,34,3,268,0,0,0,0,0,0,0,0,0,3,5,10,5,8,0,0,3,3,0,27,10,3,9,21,14,11,8,21,20,116,321,666,627,494,320,219,125,292,53,3118
POA2486,62,17,242,121,65,68,24,59,3,652,0,0,0,0,3,4,0,0,0,11,11,8,16,7,15,3,7,16,4,87,17,15,42,30,24,31,19,41,20,234,796,1724,1461,1273,949,542,293,545,114,7696
POA2487,27,13,84,40,24,19,14,24,0,247,0,0,0,0,0,0,0,0,0,5,4,10,4,9,6,0,0,5,4,50,6,14,14,12,9,13,3,12,17,97,528,1188,610,505,423,228,115,228,61,3893
POA2488,3,3,38,19,3,9,0,11,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,6,3,0,3,3,0,3,19,108,295,197,133,92,74,23,71,8,1003
POA2489,13,9,61,28,23,20,3,12,0,161,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,3,3,10,4,3,3,0,7,6,43,201,523,384,278,244,102,58,131,23,1946
POA2490,3,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,30,41,37,28,32,16,12,12,7,211
POA2500,57,9,206,119,66,67,19,50,3,598,0,3,3,7,0,0,0,0,0,18,14,36,13,14,27,8,6,5,3,135,19,28,32,24,17,19,16,27,47,229,1491,4866,1593,1414,1514,764,373,636,183,12835
POA2502,6,3,59,27,15,16,9,16,3,150,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,0,0,17,3,5,22,11,7,15,15,29,20,119,166,442,532,310,309,175,155,232,47,2374
POA2505,4,0,29,14,11,3,0,4,0,70,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,8,3,3,10,5,8,3,6,12,7,51,97,274,245,161,168,72,63,99,25,1207
POA2506,6,3,42,19,15,19,5,15,3,128,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,9,18,12,10,5,7,18,13,93,125,309,361,265,220,112,111,144,34,1678
POA2508,10,3,45,24,19,11,6,6,3,134,0,0,0,0,0,0,0,0,0,7,8,9,4,3,8,4,3,0,0,41,3,12,15,9,14,3,4,8,4,80,474,1045,642,378,414,185,135,137,41,3457
POA2515,22,6,34,22,12,6,7,4,0,110,0,0,0,0,3,0,0,0,0,3,13,21,0,3,13,0,3,3,0,61,3,13,14,12,3,9,0,10,13,70,693,1825,522,378,452,161,96,114,45,4297
POA2516,15,3,21,24,11,5,3,3,0,77,0,0,0,0,0,0,0,0,0,0,3,9,3,3,0,3,3,0,0,31,0,5,3,3,0,3,3,3,3,29,342,796,327,259,226,91,71,73,20,2202
POA2517,14,3,69,44,38,21,7,5,3,207,0,0,3,0,0,0,0,0,0,4,12,16,5,13,5,0,3,3,3,57,6,17,15,7,11,9,9,5,17,101,569,1421,767,590,529,200,196,156,65,4500
POA2518,31,10,107,52,34,21,23,29,4,311,0,0,0,0,0,0,0,3,0,5,9,8,8,10,7,7,3,0,0,53,14,9,25,20,7,14,14,20,19,137,603,1580,1023,780,689,244,302,303,90,5614
POA2519,20,5,92,34,26,22,12,23,3,236,0,0,0,3,0,4,0,0,0,8,3,14,8,4,10,0,3,4,3,48,8,11,22,15,6,4,7,15,22,123,664,1715,792,582,640,279,207,245,89,5213
POA2522,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,3,0,0,0,24
POA2525,22,3,66,17,26,18,8,3,3,166,0,0,0,0,0,0,0,0,0,0,5,7,11,6,10,0,0,3,0,45,4,3,15,3,10,3,9,5,6,72,473,1294,582,390,476,172,161,166,44,3757
POA2526,16,7,89,40,34,23,13,24,4,244,0,3,0,0,0,0,0,0,0,6,5,12,3,3,11,3,8,3,0,51,3,16,25,16,11,11,18,9,17,114,565,1514,938,534,683,253,246,240,56,5024
POA2527,38,15,175,51,36,37,34,40,8,430,0,3,0,0,0,0,0,7,4,7,5,3,11,5,11,3,10,7,3,49,7,4,49,19,17,19,15,38,17,186,607,1140,1473,972,799,368,459,432,83,6335
POA2528,30,5,127,73,30,29,18,37,5,355,0,0,0,0,0,0,0,0,0,0,5,3,8,4,8,0,14,7,0,63,15,19,48,18,24,23,27,45,34,251,473,947,1166,829,636,326,363,431,90,5263
POA2529,43,12,178,78,47,51,27,37,0,473,3,0,0,0,0,0,4,0,0,5,9,7,16,6,12,0,10,12,13,84,20,21,32,25,19,19,13,27,22,190,883,1884,1647,1110,1082,499,444,430,126,8100
POA2530,48,18,209,85,56,59,27,45,3,555,0,0,0,3,0,0,0,0,0,7,10,15,15,13,13,5,7,4,4,84,16,27,43,36,29,24,37,31,32,268,887,1777,1935,1313,1242,524,546,537,131,8895
POA2533,25,8,84,35,24,15,11,17,3,228,0,0,0,0,0,0,0,0,0,3,11,15,11,3,3,0,3,6,3,54,18,10,14,6,14,6,9,10,7,92,746,1622,856,546,587,249,195,194,70,5070
POA2534,14,3,24,16,12,8,0,3,0,85,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,19,8,3,8,13,3,4,3,7,3,43,309,660,303,217,188,82,45,77,27,1899
POA2535,16,3,42,22,12,8,6,3,0,113,0,0,0,0,0,0,0,0,0,3,3,8,3,0,6,0,0,3,0,20,8,8,11,12,4,5,0,3,4,54,355,600,384,201,217,91,55,102,33,2037
POA2536,37,9,116,49,25,37,11,30,0,320,0,0,0,0,0,0,0,0,0,3,5,9,6,3,8,4,3,6,3,43,7,7,29,17,9,23,9,26,26,159,503,798,731,561,442,310,146,282,80,3855
POA2537,15,0,72,45,24,23,7,27,3,211,0,0,0,0,0,0,0,0,0,0,4,7,0,3,4,0,3,0,0,29,7,5,18,12,9,10,3,17,12,98,358,748,571,396,339,181,119,201,43,2968
POA2538,8,0,15,6,3,5,3,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,3,0,0,5,20,85,179,109,62,63,40,19,51,10,623
POA2539,44,6,113,59,29,31,8,26,0,313,0,0,0,0,0,0,0,3,0,3,8,10,4,8,6,3,3,4,0,44,18,8,33,19,8,25,6,19,22,165,521,925,857,560,462,310,153,298,61,4143
POA2540,66,22,242,134,55,54,29,61,8,668,3,3,0,0,3,0,0,0,0,15,28,27,16,23,22,15,10,10,6,152,42,26,65,51,29,38,30,54,40,380,1351,2525,2380,1647,1202,645,414,718,188,11063
POA2541,46,6,162,69,37,40,25,60,4,442,0,0,0,0,0,4,0,0,0,7,4,12,15,17,5,3,5,13,0,73,15,19,27,22,19,24,19,49,25,219,620,1351,1222,1049,687,401,254,496,82,6153
POA2545,3,0,6,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,3,3,0,3,0,0,0,0,14,54,33,68,24,32,12,17,33,3,271
POA2546,15,5,70,22,9,26,9,15,0,175,0,0,0,0,0,3,0,0,0,3,4,3,0,3,3,0,0,3,0,13,12,10,7,9,6,5,0,17,7,75,271,459,377,259,189,152,68,170,32,1980
POA2548,30,5,71,17,16,23,8,22,0,197,0,0,0,0,0,0,0,0,0,0,4,3,7,3,3,0,0,3,0,25,7,4,11,10,6,4,0,11,4,66,271,437,371,259,201,180,49,146,26,1936
POA2549,12,0,43,16,10,4,4,14,3,103,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,14,6,6,0,3,0,5,3,4,0,29,164,219,207,132,108,50,60,71,7,1018
POA2550,22,6,88,38,21,17,9,56,3,257,0,0,0,0,0,0,0,3,0,3,16,4,7,12,3,4,0,12,0,66,21,15,34,17,14,22,9,37,13,197,599,1081,753,550,460,221,155,417,55,4298
POA2551,6,0,23,5,7,9,0,6,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,3,3,4,8,3,9,3,8,3,45,71,119,151,106,56,49,49,77,7,696
POA2555,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,7,3,7,0,0,28
POA2556,8,0,20,4,7,6,3,3,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,5,3,3,0,5,5,4,39,81,120,170,53,103,29,70,47,12,687
POA2557,18,5,51,18,28,16,7,13,0,158,0,0,0,0,3,0,0,0,0,3,7,4,5,3,3,0,11,3,0,34,18,8,14,8,20,9,10,10,11,105,375,639,572,249,425,156,174,128,58,2787
POA2558,20,5,52,30,21,17,14,19,3,180,0,0,0,0,3,0,0,0,0,3,5,4,8,4,0,0,8,8,5,40,8,5,19,6,14,9,19,12,16,104,301,646,644,459,483,205,239,249,53,3285
POA2559,3,0,0,9,0,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,12,9,7,35,18,40,36,54,31,22,36,29,10,273
POA2560,108,31,351,164,148,120,80,100,18,1116,0,3,3,0,3,8,10,5,0,30,20,38,35,23,40,22,50,27,16,277,43,34,91,79,76,63,109,92,92,686,2004,4430,3571,2517,2894,1341,1493,1311,374,19944
POA2563,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,13,12,11,11,3,8,4,0,68
POA2564,8,3,33,15,12,9,10,23,3,121,0,0,3,0,0,0,3,0,0,12,3,9,6,5,3,4,13,6,0,57,3,3,15,12,5,6,20,27,16,110,206,656,506,451,502,201,315,307,57,3197
POA2565,23,6,77,30,33,22,28,41,4,266,0,0,0,0,3,0,0,0,0,4,10,10,5,13,22,6,15,8,0,85,11,10,21,8,18,13,21,16,14,138,633,1478,890,653,922,378,452,376,83,5874
POA2566,37,10,124,56,44,39,45,32,5,394,0,0,3,0,0,4,4,3,0,19,9,8,17,20,21,12,26,17,0,126,18,21,25,26,26,29,48,35,28,257,670,1479,1283,967,1099,501,688,509,118,7306
POA2567,52,21,179,96,110,77,32,48,12,623,0,3,0,3,0,0,0,0,0,11,21,25,33,14,9,11,15,9,4,139,26,26,42,26,36,29,39,28,42,289,1715,3007,2268,1502,1768,801,669,544,178,12448
POA2568,4,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,3,0,18,55,98,84,24,52,12,14,16,5,359
POA2569,3,0,6,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,3,0,3,7,0,27,57,115,102,39,44,22,38,23,5,441
POA2570,68,17,226,103,125,60,45,34,9,682,3,3,3,4,0,0,0,3,0,18,21,11,20,17,21,10,18,5,13,136,42,22,56,28,52,36,31,33,42,349,1947,3508,2602,1443,1834,766,727,625,244,13701
POA2571,19,3,58,38,35,25,9,14,4,201,0,0,0,0,0,0,0,0,0,0,11,7,3,3,4,3,6,0,4,41,10,13,36,15,21,19,18,19,9,159,616,930,847,457,540,226,250,212,47,4131
POA2572,6,3,23,9,10,8,5,5,0,67,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,3,20,0,4,13,3,10,6,0,8,3,43,160,281,306,142,154,78,80,81,19,1289
POA2573,5,0,21,10,7,6,5,9,0,68,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,11,6,4,21,7,5,6,8,10,5,70,130,246,298,203,162,89,111,114,23,1361
POA2574,9,3,30,11,15,6,9,7,0,88,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,3,0,17,3,3,10,4,5,3,4,11,9,53,213,302,397,186,199,95,127,115,29,1657
POA2575,35,7,124,45,24,24,18,47,0,316,0,0,0,0,0,0,0,4,0,6,13,13,5,5,8,5,3,5,3,55,15,6,29,8,22,10,7,26,15,138,627,1129,998,535,507,271,207,341,65,4676
POA2576,36,3,70,31,21,29,7,18,0,212,0,0,0,0,0,0,0,0,0,0,9,11,0,4,7,0,3,8,0,41,12,10,4,7,4,12,3,14,11,77,696,1288,475,344,382,266,68,152,52,3730
POA2577,42,5,131,48,21,20,18,31,0,323,3,0,0,3,0,0,0,3,0,13,14,4,4,4,4,5,3,10,0,50,17,6,27,12,18,19,19,20,15,153,768,1151,859,529,505,263,239,348,69,4728
POA2578,10,0,17,5,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9,0,3,4,5,3,0,0,3,0,20,95,206,135,89,106,36,24,27,14,731
POA2579,4,0,21,11,9,8,9,6,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,3,5,3,4,3,11,9,4,55,184,288,239,117,119,57,73,83,15,1173
POA2580,61,12,174,84,46,54,16,50,7,499,0,0,0,0,0,0,3,5,0,13,8,6,7,11,18,3,11,10,9,87,37,23,32,46,27,31,35,43,33,318,1116,1701,1310,1368,938,445,454,516,121,7982
POA2581,0,0,7,5,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,11,7,7,0,0,3,0,5,0,0,27,215,157,109,65,95,22,34,38,13,742
POA2582,14,6,55,23,33,5,8,25,3,178,0,0,0,0,0,0,0,0,0,3,18,19,3,9,10,0,3,0,3,69,13,11,15,18,21,14,8,9,21,138,871,1091,569,456,584,151,126,206,83,4139
POA2583,9,0,19,13,3,0,3,3,0,51,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,3,0,5,21,15,3,10,4,6,0,3,11,4,66,267,202,211,148,117,42,53,78,18,1133
POA2584,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,28,25,17,15,10,6,12,3,139
POA2585,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,10,8,10,7,0,3,9,0,55
POA2586,0,0,8,6,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,7,3,0,0,3,8,3,32,192,112,110,71,72,31,19,76,6,684
POA2587,11,0,19,7,6,0,6,8,0,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,7,6,4,0,3,3,3,0,35,152,122,112,72,72,26,43,91,8,697
POA2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,5,9,3,3,0,3,3,75
POA2590,4,0,44,16,9,5,3,22,0,103,0,0,0,0,0,0,0,0,0,5,0,4,3,6,0,0,0,7,0,23,7,0,9,0,4,10,5,11,4,62,234,361,273,236,183,89,79,176,19,1643
POA2594,28,3,61,26,15,25,13,27,0,201,0,0,0,0,0,0,0,3,0,5,5,3,9,3,3,0,3,3,0,32,15,11,16,6,20,20,16,37,10,145,498,558,507,340,288,187,131,282,32,2815
POA2619,26,4,45,22,38,11,4,6,3,157,0,0,0,0,3,0,0,0,0,5,33,7,3,3,12,3,4,0,6,76,7,12,5,6,15,5,0,10,7,58,954,1110,403,309,661,128,47,73,75,3758
POA2620,69,28,251,83,130,69,31,64,12,739,0,3,0,3,0,3,0,0,0,12,39,48,15,32,41,8,13,11,9,218,36,42,56,37,62,22,24,47,52,376,2108,3442,2117,1484,2172,661,424,619,277,13291
POA2621,12,4,29,12,21,3,3,3,5,98,0,0,0,0,0,0,0,0,0,0,3,13,8,0,6,0,0,0,7,34,8,8,15,13,13,5,3,4,4,68,535,639,364,171,364,91,54,64,41,2324
POA2622,8,0,20,0,3,6,4,3,0,47,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,5,0,25,12,3,5,4,6,3,6,12,3,50,268,292,167,93,125,54,56,71,32,1158
POA2623,0,0,3,0,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,26,39,38,26,22,10,14,10,0,188
POA2625,10,0,11,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,17,16,22,11,6,8,9,0,138
POA2626,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,10,41,29,29,20,24,4,9,9,4,162
POA2627,29,0,55,26,13,13,0,12,0,147,0,0,0,0,0,0,0,0,0,3,3,3,0,8,5,0,0,3,3,29,15,3,6,13,8,10,6,10,3,76,340,327,355,254,197,153,74,159,34,1892
POA2628,3,0,9,8,0,9,0,4,0,38,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,8,0,4,0,0,0,0,3,11,30,143,104,114,80,74,40,29,60,15,653
POA2629,0,0,4,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,42,10,22,17,15,9,0,22,4,137
POA2630,10,4,41,18,15,6,4,19,0,122,0,0,0,0,0,0,0,0,0,5,8,7,3,9,3,0,3,4,0,39,23,3,18,11,13,7,6,19,10,121,421,571,387,299,295,146,104,189,32,2451
POA2631,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,0,0,0,0,0,0,4,0,6,56,29,18,4,21,8,9,13,3,159
POA2632,4,0,7,4,3,5,0,5,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,3,4,4,0,10,3,0,31,109,82,67,45,50,19,60,40,10,478
POA2633,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,11,12,6,12,0,4,14,0,85
POA2640,89,10,273,122,65,84,30,64,4,754,3,4,0,3,4,3,0,4,0,19,25,27,15,17,14,9,9,8,0,134,28,20,40,32,18,31,17,51,26,258,1586,3555,1933,1360,1442,632,450,590,131,11674
POA2641,20,8,104,50,20,40,22,34,4,302,0,3,0,0,3,0,0,0,0,10,9,3,0,4,0,5,5,5,0,36,7,0,16,7,5,15,21,26,20,130,324,652,774,592,458,290,283,319,61,3750
POA2642,10,0,33,10,12,5,5,6,0,78,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,0,6,17,17,4,12,3,3,6,7,14,3,65,337,300,270,145,167,61,65,107,25,1471
POA2643,3,0,9,5,4,0,4,7,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,0,9,4,3,4,4,3,0,32,91,109,138,66,75,37,40,48,5,609
POA2644,3,0,7,3,0,6,0,3,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,6,4,3,0,4,3,0,27,175,114,76,68,67,32,37,57,10,638
POA2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,19,14,8,8,3,6,8,12,0,74
POA2646,16,3,34,25,10,12,0,24,0,124,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,3,5,0,15,18,7,12,6,3,3,13,15,3,84,307,302,298,194,149,87,102,200,26,1663
POA2647,11,0,14,6,3,6,3,7,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,10,7,3,0,3,12,0,37,95,86,124,69,37,26,29,48,10,521
POA2648,6,0,13,3,4,4,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,7,0,3,0,3,3,5,3,3,33,123,89,71,53,43,29,34,56,11,514
POA2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6
POA2650,107,21,384,164,121,126,28,113,4,1071,3,8,3,3,0,3,3,10,0,41,30,34,24,33,33,16,23,15,3,213,50,40,70,55,51,50,40,76,47,477,2303,5143,3216,2169,2190,1046,630,1030,184,17907
POA2651,0,0,11,11,3,3,0,6,0,37,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,13,4,0,4,3,3,0,0,3,0,20,58,123,196,130,76,28,51,44,14,727
POA2652,17,0,21,4,6,6,9,14,0,71,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,16,21,0,5,3,3,4,9,10,3,65,371,192,206,119,133,52,81,123,26,1300
POA2653,3,0,8,12,0,0,3,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,0,3,0,10,9,0,29,121,85,92,84,43,16,55,68,9,570
POA2655,0,0,8,0,0,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,3,0,0,0,0,3,0,13,86,72,58,36,35,13,22,27,10,364
POA2656,4,0,6,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,11,109,63,33,31,35,13,21,18,10,327
POA2658,3,0,7,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,3,0,18,81,55,43,41,39,17,16,22,3,312
POA2659,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,62,41,30,21,27,10,13,17,4,210
POA2660,3,0,10,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,11,83,84,67,47,40,17,16,32,0,388
POA2661,0,3,0,10,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,22,40,15,118,11,3,8,0,7,214
POA2663,0,0,24,11,5,6,8,9,0,69,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,8,10,7,7,6,13,3,7,12,3,59,143,176,159,185,117,53,86,113,10,1048
POA2665,8,0,9,3,0,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,3,19,199,89,51,44,40,19,14,28,4,495
POA2666,9,0,34,9,5,14,3,5,0,82,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,8,14,3,4,6,10,10,0,5,3,54,292,310,240,157,141,81,66,83,16,1387
POA2668,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,25,14,13,3,4,3,4,9,3,76
POA2669,10,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,3,3,0,26,185,60,39,26,24,5,27,36,6,404
POA2671,10,0,19,11,3,3,8,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,16,5,7,3,3,3,9,11,7,61,158,201,200,101,117,58,92,74,22,1022
POA2672,3,0,9,3,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4,0,0,0,3,3,21,58,65,41,25,28,10,5,23,0,262
POA2675,3,0,5,0,3,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,4,0,3,20,3,41,119,57,58,40,42,10,36,69,3,423
POA2678,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,3,7,0,4,0,33
