POA_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA2000,..,2703,2703,2501,652,3152,853,356,1210,734,450,1191,258,171,430,245,186,429,4589,4521,9111
POA2006,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
POA2007,..,901,901,632,329,963,249,180,432,169,144,315,62,78,146,40,67,106,1149,1703,2855
POA2008,..,1763,1763,1131,519,1646,292,261,549,173,185,355,42,76,117,28,64,88,1664,2865,4520
POA2009,..,1547,1547,1852,423,2270,674,179,851,388,113,498,93,27,126,47,27,72,3060,2311,5363
POA2010,..,5253,5253,3852,1039,4893,834,365,1200,412,199,605,118,53,177,60,45,103,5275,6960,12234
POA2011,..,5234,5234,2881,634,3515,467,152,614,190,33,218,38,5,43,10,3,14,3584,6054,9642
POA2015,..,1215,1215,1470,388,1860,504,140,643,343,50,393,82,9,92,30,0,36,2430,1803,4235
POA2016,..,2251,2251,1610,542,2155,480,266,747,323,115,441,89,40,127,26,31,59,2532,3239,5771
POA2017,..,3490,3490,3255,1148,4398,1227,553,1777,535,215,755,131,53,189,58,26,83,5204,5487,10688
POA2018,..,1563,1563,1724,356,2081,1025,138,1162,917,52,970,351,15,368,162,7,173,4182,2131,6308
POA2019,..,742,742,939,114,1053,673,27,705,745,4,755,278,3,283,115,0,115,2752,901,3653
POA2020,..,1040,1040,1421,349,1775,883,147,1029,800,69,872,281,32,311,172,12,179,3562,1640,5208
POA2021,..,2250,2250,1917,379,2299,730,193,921,607,84,689,172,15,184,37,3,44,3469,2925,6387
POA2022,..,1399,1399,1384,266,1645,633,124,755,566,65,634,179,16,198,62,8,68,2820,1880,4705
POA2023,..,941,941,1140,211,1357,543,69,607,561,17,580,296,3,302,82,3,81,2618,1248,3867
POA2024,..,1025,1025,1110,242,1350,597,50,645,596,21,620,230,3,238,61,0,56,2598,1343,3940
POA2025,..,911,911,930,146,1078,408,40,445,335,14,352,99,3,104,31,0,31,1800,1124,2918
POA2026,..,3619,3619,3548,1226,4774,1616,411,2031,1363,153,1518,424,37,464,151,26,177,7104,5478,12583
POA2027,..,1314,1314,1230,175,1406,394,54,446,246,16,259,66,0,66,33,0,33,1976,1553,3530
POA2028,..,663,663,673,152,827,210,46,257,157,8,167,65,0,65,10,3,10,1123,871,1996
POA2029,..,1033,1033,1197,185,1384,573,41,613,531,7,539,226,0,222,47,0,47,2568,1266,3833
POA2030,..,931,931,1310,102,1410,751,26,779,933,3,935,483,0,483,156,0,158,3632,1066,4695
POA2031,..,3489,3489,3894,969,4863,1996,340,2335,1742,105,1843,534,42,575,141,17,150,8298,4958,13260
POA2032,..,1452,1452,1321,425,1745,752,360,1108,757,242,998,310,124,438,129,77,204,3274,2679,5953
POA2033,..,1036,1036,1130,378,1514,562,168,735,513,77,591,194,42,231,71,15,84,2470,1719,4187
POA2034,..,2335,2335,2211,645,2850,1130,251,1380,1034,63,1094,317,15,329,107,5,110,4792,3304,8097
POA2035,..,3194,3194,3411,498,3907,1893,255,2148,2103,98,2204,761,33,796,329,28,359,8497,4106,12603
POA2036,..,2387,2387,2558,241,2795,1661,65,1727,1831,30,1864,744,5,749,340,9,349,7133,2743,9877
POA2037,..,2413,2413,1919,462,2387,739,216,954,522,124,642,134,48,188,47,33,82,3364,3297,6661
POA2038,..,1089,1089,1013,170,1181,522,96,611,521,32,555,125,5,127,39,3,38,2214,1390,3602
POA2039,..,913,913,1215,139,1355,492,51,540,491,11,504,114,3,119,18,0,18,2329,1121,3450
POA2040,..,2172,2172,2224,342,2567,1397,168,1568,1408,67,1479,361,15,374,82,3,85,5472,2769,8242
POA2041,..,1926,1926,1964,219,2179,870,55,925,849,21,874,261,5,266,56,3,58,4000,2228,6232
POA2042,..,2548,2548,2232,623,2850,867,388,1256,653,147,800,139,57,194,60,17,73,3951,3773,7723
POA2043,..,962,962,1270,279,1545,406,131,538,281,50,335,41,10,50,15,4,19,2009,1433,3446
POA2044,..,646,646,800,198,995,442,95,537,425,37,463,120,17,130,77,10,86,1853,1000,2855
POA2045,..,398,398,592,41,640,360,16,380,496,6,502,198,5,206,47,0,52,1697,473,2174
POA2046,..,2517,2517,3031,308,3341,1674,57,1725,1721,9,1733,534,7,541,178,0,175,7138,2906,10042
POA2047,..,1293,1293,1487,212,1697,663,81,738,621,14,634,209,0,208,53,7,55,3023,1606,4628
POA2048,..,837,837,910,205,1113,384,130,515,335,56,389,112,19,129,41,3,47,1781,1244,3034
POA2049,..,1298,1298,1263,307,1572,618,105,723,519,44,563,135,16,151,52,8,55,2591,1772,4364
POA2050,..,2055,2055,1257,299,1556,330,127,454,205,51,258,58,15,76,9,4,15,1862,2553,4414
POA2052,..,257,257,72,33,104,13,17,31,5,18,21,3,19,21,0,5,3,89,348,442
POA2060,..,2306,2306,2225,294,2514,735,95,833,400,22,425,116,8,117,26,3,31,3498,2729,6230
POA2061,..,1199,1199,1092,143,1230,253,34,287,140,5,143,26,3,32,10,0,10,1526,1379,2910
POA2062,..,962,962,944,118,1063,430,32,464,382,0,382,96,3,96,20,0,20,1869,1117,2987
POA2063,..,313,313,576,22,601,315,4,318,467,0,467,258,0,262,59,0,59,1677,338,2017
POA2064,..,847,847,959,196,1156,708,49,752,577,19,592,172,7,174,64,0,67,2477,1110,3593
POA2065,..,3806,3806,4211,610,4819,1803,219,2021,1415,40,1463,386,13,397,94,0,93,7908,4686,12599
POA2066,..,2932,2932,3450,386,3836,1944,74,2026,1971,24,1995,742,5,744,231,0,236,8346,3427,11766
POA2067,..,2028,2028,2574,357,2932,1799,163,1960,1576,66,1650,527,35,560,224,23,249,6705,2671,9379
POA2068,..,1030,1030,1424,97,1518,998,26,1023,1364,6,1372,512,3,519,154,0,154,4454,1162,5611
POA2069,..,676,676,1218,81,1299,750,12,766,1081,11,1094,554,4,558,166,3,167,3761,794,4554
POA2070,..,834,834,1161,59,1217,759,15,770,1060,8,1063,461,0,469,145,0,145,3584,920,4499
POA2071,..,668,668,1187,48,1238,826,12,841,1022,12,1037,429,0,434,175,6,183,3643,749,4396
POA2072,..,421,421,737,39,775,495,13,506,547,0,543,213,3,214,87,3,87,2072,473,2549
POA2073,..,627,627,1321,41,1363,956,9,964,1332,6,1332,587,4,597,214,0,217,4408,697,5103
POA2074,..,1391,1391,2175,82,2257,1169,16,1188,1680,3,1681,690,0,696,224,0,224,5936,1494,7429
POA2075,..,1029,1029,1989,48,2040,1191,7,1199,1633,3,1637,672,3,676,230,0,238,5714,1096,6815
POA2076,..,1347,1347,2225,85,2307,1272,15,1290,1806,14,1819,756,0,754,303,0,308,6360,1464,7823
POA2077,..,2993,2993,3700,362,4061,2719,66,2790,2479,20,2500,873,8,880,354,6,359,10130,3452,13583
POA2079,..,275,275,579,23,602,475,7,481,585,0,585,224,0,224,94,0,94,1945,308,2257
POA2080,..,88,88,151,5,157,104,0,108,123,0,122,55,0,55,22,0,22,460,90,555
POA2081,..,226,226,440,20,458,327,3,333,417,0,418,181,0,181,83,0,83,1447,255,1698
POA2082,..,235,235,495,17,513,338,0,343,431,0,430,171,0,171,69,0,69,1503,255,1751
POA2083,..,158,158,219,15,236,62,3,65,86,0,86,34,0,34,10,0,10,412,178,590
POA2084,..,120,120,303,7,311,170,3,173,265,0,265,129,0,130,58,0,58,924,135,1060
POA2085,..,669,669,1068,31,1104,545,9,555,872,0,872,411,0,417,142,0,142,3044,708,3750
POA2086,..,482,482,1017,38,1062,709,5,714,1181,7,1184,488,3,484,187,3,194,3586,538,4122
POA2087,..,726,726,1031,35,1069,635,8,647,1092,3,1093,450,0,450,153,0,153,3361,775,4140
POA2088,..,3242,3242,3448,275,3729,1548,42,1591,1621,4,1625,671,0,671,169,0,169,7458,3567,11022
POA2089,..,1867,1867,1771,317,2085,654,81,733,421,9,434,100,4,103,26,0,26,2977,2272,5245
POA2090,..,2084,2084,1967,232,2197,761,58,818,664,8,671,163,3,163,42,3,43,3585,2391,5982
POA2092,..,264,264,531,22,558,373,3,377,635,5,636,285,0,287,66,0,66,1895,298,2188
POA2093,..,1646,1646,2092,200,2288,1364,53,1411,1746,5,1754,664,6,671,171,6,174,6039,1911,7946
POA2094,..,540,540,783,83,865,357,47,407,346,14,353,116,0,113,11,0,11,1617,684,2300
POA2095,..,1964,1964,2219,411,2631,785,161,940,684,31,718,218,15,228,40,3,44,3941,2585,6524
POA2096,..,1288,1288,1688,256,1946,802,58,858,877,5,883,333,3,339,101,0,100,3798,1610,5411
POA2097,..,910,910,1436,106,1539,855,15,874,1073,7,1077,480,0,475,204,0,204,4037,1045,5082
POA2099,..,3785,3785,3974,492,4466,2377,122,2496,2454,38,2490,939,12,951,411,9,416,10147,4451,14595
POA2100,..,1250,1250,1683,111,1790,1086,31,1114,1601,15,1611,655,4,661,304,0,307,5330,1415,6742
POA2101,..,1835,1835,2033,169,2201,993,29,1021,1204,10,1221,473,3,480,202,0,202,4905,2050,6954
POA2102,..,381,381,693,32,724,439,6,446,584,0,581,191,3,197,85,0,86,1990,426,2415
POA2103,..,850,850,1171,65,1231,544,15,565,682,0,684,287,0,293,116,0,116,2809,938,3746
POA2104,..,525,525,438,16,454,153,0,153,192,0,192,81,0,85,37,0,37,904,536,1441
POA2105,..,126,126,239,4,244,95,3,97,119,0,119,38,0,38,10,0,10,501,133,640
POA2106,..,740,740,1010,53,1066,524,18,541,603,0,602,294,0,296,94,0,98,2525,809,3339
POA2107,..,873,873,1543,67,1607,726,8,737,1068,3,1078,451,0,451,174,0,176,3971,957,4927
POA2108,..,161,161,260,9,278,65,0,68,64,0,63,36,0,36,14,0,14,440,174,612
POA2109,..,265,265,289,61,352,109,30,141,46,7,50,5,4,7,4,0,4,461,364,817
POA2110,..,720,720,870,45,918,466,8,477,604,3,610,333,0,334,109,0,109,2392,779,3170
POA2111,..,1547,1547,1527,140,1662,784,18,798,914,6,918,373,0,374,119,0,119,3715,1713,5432
POA2112,..,2562,2562,3234,363,3596,2033,125,2158,2121,35,2153,821,10,836,350,7,362,8558,3116,11673
POA2113,..,1449,1449,1764,215,1975,1150,76,1225,1222,21,1247,427,7,434,186,4,195,4750,1780,6528
POA2114,..,2005,2005,2590,336,2929,1614,90,1701,1402,27,1431,513,10,522,282,8,285,6398,2472,8874
POA2115,..,691,691,871,58,926,652,17,673,732,3,733,314,3,315,171,0,171,2735,772,3508
POA2116,..,474,474,545,51,600,409,14,420,455,3,462,195,0,191,93,0,92,1696,550,2244
POA2117,..,1627,1627,1736,167,1904,1282,37,1323,1347,17,1368,622,0,621,320,0,327,5306,1859,7164
POA2118,..,1079,1079,1963,136,2096,1601,43,1646,1789,17,1798,726,0,725,410,0,409,6485,1275,7757
POA2119,..,445,445,1027,20,1050,618,8,626,948,8,951,370,0,370,187,0,186,3146,480,3625
POA2120,..,1063,1063,1791,73,1863,1138,28,1164,1605,18,1620,624,6,635,256,3,256,5416,1185,6600
POA2121,..,1417,1417,2323,256,2581,1815,129,1940,2034,65,2104,800,23,822,394,19,410,7366,1906,9272
POA2122,..,2367,2367,2625,354,2974,1905,182,2086,1799,119,1917,687,86,774,467,81,539,7480,3188,10663
POA2123,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2125,..,564,564,1335,25,1362,929,14,940,1319,3,1320,626,3,627,256,0,256,4462,605,5070
POA2126,..,650,650,1426,27,1448,1192,10,1199,1632,3,1636,613,0,611,253,0,253,5112,685,5797
POA2127,..,1315,1315,1900,237,2135,1012,44,1056,746,9,755,194,0,194,79,0,79,3924,1606,5531
POA2128,..,153,153,208,38,243,136,12,149,112,9,117,56,4,64,41,6,43,554,218,770
POA2129,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2130,..,869,869,839,190,1034,443,35,479,343,9,352,110,5,116,28,3,26,1758,1121,2879
POA2131,..,2225,2225,2215,480,2696,1521,192,1709,1127,87,1216,404,32,436,228,31,256,5492,3050,8546
POA2132,..,729,729,869,96,965,583,35,611,680,19,697,278,9,291,164,7,174,2572,897,3472
POA2133,..,846,846,998,102,1092,699,17,716,741,4,747,304,0,304,154,0,154,2884,966,3856
POA2134,..,1076,1076,1177,381,1550,863,259,1124,733,150,878,327,56,379,226,46,271,3322,1961,5285
POA2135,..,1397,1397,1711,321,2033,1307,220,1529,1443,151,1595,702,77,776,446,69,512,5614,2232,7844
POA2136,..,446,446,615,75,692,489,23,515,474,7,475,202,5,205,105,3,104,1885,555,2438
POA2137,..,1765,1765,2883,206,3094,1652,83,1740,1685,28,1719,633,9,643,284,7,288,7138,2103,9238
POA2138,..,1365,1365,2159,468,2625,1391,229,1620,1156,85,1237,333,15,352,138,9,148,5168,2170,7335
POA2139,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2140,..,882,882,1227,276,1503,1097,124,1221,904,70,981,325,42,367,180,30,212,3731,1425,5161
POA2141,..,1248,1248,1776,259,2038,1623,146,1768,1697,80,1774,849,53,899,693,59,752,6641,1841,8479
POA2142,..,1771,1771,1794,257,2053,1449,98,1548,1226,77,1301,720,44,768,692,34,727,5874,2290,8164
POA2143,..,491,491,572,68,640,488,16,505,520,9,537,242,6,244,273,5,283,2110,596,2705
POA2144,..,1418,1418,1748,258,2012,1573,186,1756,1747,168,1917,1161,152,1309,1289,210,1503,7522,2399,9919
POA2145,..,4528,4528,5913,441,6352,5131,130,5258,5354,73,5431,2169,38,2209,1285,62,1346,19848,5264,25119
POA2146,..,967,967,1363,117,1477,1151,21,1166,1173,16,1190,481,10,491,310,10,322,4472,1142,5611
POA2147,..,2470,2470,3148,222,3367,2137,44,2182,2434,24,2461,1021,14,1029,606,4,613,9336,2779,12118
POA2148,..,3727,3727,5001,426,5427,3885,116,3999,3733,48,3786,1730,25,1759,1345,17,1369,15695,4362,20059
POA2150,..,2287,2287,2779,532,3313,2472,244,2711,1531,119,1653,507,41,548,272,37,306,7554,3258,10811
POA2151,..,1705,1705,1905,207,2115,1348,46,1395,1269,16,1283,470,5,475,255,0,257,5243,1983,7228
POA2152,..,1132,1132,1270,102,1373,716,23,738,653,3,654,250,3,251,107,3,110,2998,1262,4261
POA2153,..,2567,2567,4758,210,4971,3388,53,3440,4444,34,4472,1811,25,1834,787,34,823,15184,2927,18118
POA2154,..,1984,1984,3332,116,3450,2297,45,2341,2948,5,2955,1324,3,1324,589,0,589,10483,2153,12639
POA2155,..,1244,1244,3118,116,3236,2985,51,3036,4890,25,4914,2215,5,2227,1035,3,1037,14246,1447,15692
POA2156,..,477,477,1199,31,1232,601,3,606,852,0,852,483,0,483,299,0,296,3423,521,3946
POA2157,..,135,135,311,14,326,172,3,174,207,0,212,147,0,147,87,0,87,931,149,1088
POA2158,..,402,402,721,36,755,427,3,429,535,0,533,312,0,307,192,0,192,2179,443,2619
POA2159,..,256,256,471,18,495,240,3,244,280,3,286,177,3,182,112,0,112,1287,284,1574
POA2160,..,2357,2357,2435,273,2713,1915,102,2015,1782,61,1844,1135,36,1174,1022,37,1063,8293,2874,11166
POA2161,..,1838,1838,1852,184,2035,1412,51,1465,1387,39,1426,1021,13,1027,1195,21,1212,6865,2133,8997
POA2162,..,1181,1181,1071,95,1168,888,20,909,1019,10,1027,610,3,613,624,3,625,4212,1309,5522
POA2163,..,878,878,655,68,723,418,13,436,368,9,373,268,3,271,270,0,273,1975,979,2956
POA2164,..,1108,1108,1406,90,1496,1028,14,1045,1022,3,1027,698,0,698,569,0,572,4727,1224,5946
POA2165,..,2202,2202,2798,236,3034,2117,53,2172,2255,29,2283,1380,11,1385,1381,7,1388,9928,2530,12463
POA2166,..,2527,2527,3079,364,3445,2841,101,2938,2864,36,2901,1659,16,1680,1636,21,1659,12088,3064,15151
POA2167,..,443,443,670,60,734,629,10,638,685,3,683,257,0,258,142,0,142,2387,516,2902
POA2168,..,2121,2121,2313,160,2473,2108,26,2141,2454,4,2457,1601,0,1604,1446,3,1446,9926,2317,12243
POA2170,..,5955,5955,7311,547,7862,5814,93,5905,6179,33,6209,3298,17,3314,2451,3,2457,25054,6646,31702
POA2171,..,683,683,1531,54,1581,1741,9,1752,2691,0,2688,1478,0,1479,958,0,958,8397,752,9148
POA2172,..,57,57,213,3,217,167,0,167,241,0,240,94,0,96,46,0,46,757,68,822
POA2173,..,425,425,894,41,936,866,14,876,1231,3,1233,492,0,492,191,0,191,3682,479,4157
POA2174,..,31,31,102,0,100,115,0,115,182,0,182,83,0,83,67,0,67,542,34,577
POA2175,..,83,83,128,6,137,74,0,80,96,0,96,63,0,63,63,0,63,429,87,517
POA2176,..,1391,1391,3000,109,3111,2602,10,2616,2999,4,3003,1818,0,1821,1434,3,1440,11859,1519,13378
POA2177,..,490,490,860,41,901,831,7,842,1038,0,1038,581,0,581,514,0,514,3827,537,4367
POA2178,..,120,120,278,14,290,161,3,164,206,0,206,167,0,167,136,0,141,951,136,1087
POA2179,..,399,399,478,37,511,299,0,305,297,3,301,203,0,203,175,0,175,1454,442,1894
POA2190,..,1337,1337,1349,83,1432,1130,15,1148,1190,4,1194,992,0,996,1005,3,1010,5664,1440,7108
POA2191,..,435,435,511,36,548,338,3,342,416,5,418,195,3,200,138,0,135,1595,485,2081
POA2192,..,933,933,1099,138,1233,763,24,786,686,10,695,356,4,360,242,3,250,3144,1112,4256
POA2193,..,1099,1099,1508,186,1694,960,48,1004,963,18,983,343,9,351,192,7,198,3965,1373,5339
POA2194,..,1348,1348,2035,323,2359,1695,106,1804,1335,68,1400,564,28,594,431,32,458,6052,1907,7963
POA2195,..,1370,1370,1589,231,1814,1512,97,1610,1501,98,1598,836,50,889,660,53,713,6096,1896,7990
POA2196,..,1679,1679,1993,177,2172,1571,34,1609,1671,33,1705,1068,19,1088,1041,21,1060,7343,1961,9307
POA2197,..,528,528,557,46,601,411,8,415,484,4,490,364,3,363,274,0,276,2089,591,2674
POA2198,..,379,379,672,21,699,465,8,471,531,0,526,304,0,304,237,0,237,2209,415,2622
POA2199,..,1028,1028,1091,82,1170,867,20,890,970,11,982,629,4,631,549,4,548,4101,1146,5249
POA2200,..,2402,2402,2739,248,2988,2311,94,2404,2369,29,2398,1374,23,1394,1211,17,1231,10003,2812,12817
POA2203,..,1666,1666,1560,294,1852,799,98,894,707,28,731,203,13,219,90,3,97,3361,2105,5463
POA2204,..,2529,2529,2732,680,3409,1498,261,1757,1203,106,1311,411,27,432,272,17,284,6115,3612,9729
POA2205,..,1355,1355,1844,453,2294,1105,191,1294,812,92,908,414,31,449,351,26,374,4523,2143,6671
POA2206,..,1118,1118,1745,122,1859,1105,36,1142,1308,10,1323,524,10,532,303,3,300,4980,1292,6270
POA2207,..,1785,1785,2278,170,2452,1633,42,1669,1795,23,1817,788,12,801,500,4,507,6999,2032,9031
POA2208,..,724,724,1170,65,1236,734,21,760,842,17,862,362,3,368,195,3,197,3311,834,4140
POA2209,..,1098,1098,1352,92,1444,916,36,948,970,13,984,442,5,451,328,6,332,4008,1250,5258
POA2210,..,2492,2492,2769,200,2967,1683,44,1721,1894,25,1913,904,15,911,499,3,503,7737,2772,10508
POA2211,..,1260,1260,1484,87,1572,1000,25,1028,1079,10,1092,473,4,478,273,0,273,4318,1386,5700
POA2212,..,1042,1042,1309,86,1393,885,23,907,972,14,982,494,3,493,309,0,308,3965,1170,5128
POA2213,..,1428,1428,1856,93,1948,1274,17,1285,1544,4,1549,685,3,694,328,0,334,5691,1544,7236
POA2214,..,177,177,390,17,409,216,3,218,305,0,303,113,0,113,47,0,47,1066,202,1273
POA2216,..,2312,2312,2588,415,3004,1734,158,1892,1525,63,1588,598,38,640,373,32,400,6813,3025,9838
POA2217,..,2177,2177,2566,297,2860,1688,102,1789,1626,53,1675,650,18,662,319,9,328,6847,2647,9491
POA2218,..,1130,1130,1446,192,1634,1124,64,1190,952,27,977,419,16,433,266,6,276,4206,1439,5639
POA2219,..,1518,1518,1534,144,1680,761,8,774,741,0,742,318,0,314,125,0,125,3479,1669,5150
POA2220,..,1633,1633,2333,440,2776,2052,276,2328,1906,152,2062,824,54,881,645,28,676,7766,2585,10349
POA2221,..,916,916,1268,70,1340,934,20,958,1101,4,1110,556,3,564,310,5,314,4171,1023,5201
POA2222,..,959,959,1107,110,1215,822,26,853,861,20,882,296,3,297,173,4,180,3261,1123,4385
POA2223,..,1593,1593,2053,151,2202,1289,28,1313,1397,6,1404,546,6,554,253,3,255,5533,1787,7321
POA2224,..,1004,1004,1517,69,1589,813,12,821,929,6,930,414,0,414,154,0,154,3816,1098,4911
POA2225,..,198,198,416,20,432,310,0,309,471,0,472,211,0,211,55,0,55,1458,218,1680
POA2226,..,785,785,1153,61,1208,702,12,710,948,0,948,415,0,415,114,0,114,3323,857,4178
POA2227,..,1038,1038,1520,102,1621,835,14,846,1041,8,1047,462,0,464,120,0,120,3986,1156,5140
POA2228,..,1708,1708,1908,153,2056,1092,27,1118,1140,8,1147,424,0,426,196,0,191,4760,1893,6653
POA2229,..,2559,2559,2992,200,3191,1585,24,1608,1874,6,1881,844,3,845,296,0,296,7591,2793,10385
POA2230,..,3310,3310,3823,409,4228,1503,60,1561,1395,7,1403,646,0,646,227,3,235,7586,3782,11372
POA2231,..,120,120,174,8,179,101,8,109,177,0,177,70,0,70,44,0,44,563,142,707
POA2232,..,2805,2805,3620,272,3891,1977,29,2002,2119,10,2128,840,0,845,298,3,299,8856,3116,11974
POA2233,..,1514,1514,2778,100,2876,1710,8,1726,2222,3,2224,1032,0,1032,338,0,338,8078,1627,9708
POA2234,..,976,976,2550,68,2616,1870,18,1884,2478,3,2479,1082,5,1090,409,0,409,8385,1065,9450
POA2250,..,6685,6685,7319,661,7978,3704,106,3807,3786,25,3810,1583,12,1591,786,9,791,17165,7498,24665
POA2251,..,2927,2927,3808,176,3985,1812,32,1845,2049,11,2059,868,3,872,310,0,311,8854,3144,11998
POA2256,..,2203,2203,2071,191,2253,818,19,840,723,3,733,276,4,278,129,3,125,4008,2424,6438
POA2257,..,3422,3422,3812,332,4146,1612,31,1642,1474,4,1476,538,4,546,282,0,282,7715,3792,11503
POA2258,..,335,335,559,39,601,262,5,273,316,3,321,145,4,149,83,0,86,1366,386,1758
POA2259,..,4499,4499,6398,507,6903,3126,43,3168,3357,15,3371,1660,12,1672,860,3,866,15405,5078,20481
POA2260,..,1603,1603,2615,201,2815,1287,64,1346,1469,23,1486,674,5,681,260,0,261,6295,1887,8186
POA2261,..,5513,5513,6160,479,6640,2833,69,2900,2840,22,2860,1276,4,1280,562,0,562,13671,6086,19758
POA2262,..,1866,1866,2475,218,2688,1113,29,1147,1108,10,1125,524,0,524,289,0,289,5513,2130,7642
POA2263,..,3043,3043,2977,309,3284,1321,33,1349,1045,3,1054,477,3,478,274,0,274,6097,3385,9481
POA2264,..,1392,1392,1979,138,2113,737,18,756,663,0,661,325,0,326,160,3,164,3868,1549,5414
POA2265,..,449,449,678,33,712,306,7,315,302,5,303,132,0,132,70,0,68,1489,501,1986
POA2267,..,285,285,460,26,485,136,3,136,117,0,122,58,0,58,18,0,18,794,316,1108
POA2278,..,122,122,258,17,272,172,0,172,168,0,168,62,0,62,40,0,40,704,139,841
POA2280,..,2436,2436,3440,163,3601,1497,22,1521,1636,6,1642,624,0,624,241,0,247,7441,2627,10069
POA2281,..,1520,1520,1945,109,2059,807,11,814,748,0,745,322,0,322,118,0,118,3946,1638,5589
POA2282,..,1238,1238,1892,79,1974,801,8,816,952,0,950,366,0,364,126,0,130,4139,1327,5470
POA2283,..,2149,2149,3139,176,3315,1348,17,1368,1203,3,1204,491,0,493,219,0,216,6393,2345,8735
POA2284,..,1083,1083,1233,102,1342,623,7,629,564,3,566,207,0,207,116,0,116,2746,1201,3946
POA2285,..,2306,2306,3297,232,3530,1856,43,1897,2003,11,2013,805,3,805,308,3,305,8268,2596,10859
POA2286,..,264,264,479,29,514,237,7,242,238,0,236,96,0,96,42,0,42,1099,301,1401
POA2287,..,2909,2909,3905,371,4281,2164,115,2275,2198,67,2264,899,27,924,378,20,395,9537,3507,13050
POA2289,..,1642,1642,2167,191,2367,1126,64,1184,1251,18,1272,486,3,495,144,3,147,5179,1922,7101
POA2290,..,3157,3157,4002,278,4282,1950,55,2004,2055,17,2069,717,0,720,281,8,282,9002,3507,12514
POA2291,..,1492,1492,1499,234,1735,657,86,744,790,35,825,342,3,346,84,3,88,3369,1852,5216
POA2292,..,335,335,303,54,357,135,26,157,118,4,127,32,3,31,19,0,21,612,423,1037
POA2293,..,339,339,382,68,449,143,44,181,97,4,103,24,0,22,6,0,6,647,456,1107
POA2294,..,293,293,243,60,299,120,18,140,63,4,69,25,0,25,6,0,6,461,380,838
POA2295,..,803,803,986,78,1063,347,4,353,294,0,293,129,0,133,33,0,36,1795,889,2685
POA2296,..,280,280,246,69,318,97,29,126,73,5,74,17,0,21,3,0,3,441,384,827
POA2297,..,190,190,189,38,219,94,20,107,76,5,83,27,0,30,11,0,12,396,250,650
POA2298,..,1144,1144,1101,185,1286,528,91,620,375,50,426,148,11,162,64,10,75,2215,1492,3707
POA2299,..,1227,1227,1137,175,1313,560,112,671,584,41,624,224,29,249,124,28,150,2622,1616,4236
POA2300,..,1885,1885,1486,328,1816,440,137,578,308,32,338,102,9,111,20,0,24,2357,2393,4754
POA2302,..,137,137,77,34,112,14,5,20,9,0,10,0,0,0,0,0,0,97,174,270
POA2303,..,1252,1252,1030,171,1200,484,94,574,446,32,478,183,5,188,44,0,43,2184,1549,3736
POA2304,..,1958,1958,1758,321,2082,882,88,966,666,29,695,230,7,238,105,5,108,3634,2414,6046
POA2305,..,1334,1334,1400,108,1505,734,34,764,824,7,835,271,3,276,93,3,95,3325,1490,4815
POA2306,..,500,500,337,43,377,222,0,222,139,0,139,66,0,66,39,0,39,800,540,1343
POA2307,..,464,464,442,80,520,234,43,279,163,15,185,62,7,67,46,4,50,952,617,1561
POA2308,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,..,87,87,106,6,110,38,0,41,46,0,46,28,0,28,7,0,7,225,96,321
POA2312,..,114,114,189,7,198,68,0,73,77,0,77,41,0,41,27,0,27,397,127,521
POA2314,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2315,..,1569,1569,2262,151,2409,678,17,697,618,4,624,251,0,251,108,0,108,3921,1736,5658
POA2316,..,500,500,711,38,747,310,8,311,297,0,297,134,0,137,74,0,74,1519,546,2066
POA2317,..,793,793,1003,42,1046,255,4,263,263,3,268,120,0,120,54,0,54,1697,842,2536
POA2318,..,625,625,1342,68,1409,675,8,684,743,0,742,335,0,339,164,0,164,3253,705,3963
POA2319,..,688,688,1010,77,1081,335,6,341,280,0,275,131,0,132,72,0,72,1823,777,2596
POA2320,..,2611,2611,3789,253,4040,1871,39,1908,2124,10,2132,924,0,924,412,0,412,9115,2913,12028
POA2321,..,829,829,1635,90,1724,876,11,885,910,3,913,403,0,402,200,0,200,4021,937,4954
POA2322,..,1303,1303,2121,114,2236,1136,27,1161,1106,3,1110,477,3,485,225,4,231,5068,1460,6529
