POA_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
POA2537,4,28,14,25,24,29,7,20,0,148,9,27,9,25,18,29,3,14,58,185,183,669,534,657,797,631,290,492,112,4362
POA2538,4,0,6,0,3,10,5,5,0,36,4,8,0,7,4,4,3,6,8,38,40,152,112,108,108,146,48,148,13,877
POA2539,3,27,26,43,45,39,11,26,10,231,14,48,21,18,23,35,17,16,72,259,274,1095,839,905,1003,906,405,770,158,6357
POA2540,28,89,63,75,119,89,55,95,8,624,32,79,50,52,101,93,30,58,160,653,679,2238,1842,2131,3019,2594,1491,2147,361,16492
POA2541,11,44,46,42,64,55,49,56,6,372,15,40,21,17,56,46,19,36,94,344,333,1245,1044,1183,1840,1383,920,1073,215,9240
POA2545,0,0,4,0,0,9,0,0,0,20,0,3,0,0,0,0,5,0,5,12,19,53,65,66,58,68,25,64,11,428
POA2546,0,24,8,19,13,17,11,16,3,113,8,15,8,9,12,12,9,5,29,102,121,497,403,458,435,376,184,356,69,2900
POA2548,10,12,9,10,18,21,8,8,0,97,0,13,13,6,9,6,0,14,16,83,152,409,330,425,558,421,210,389,49,2948
POA2549,0,11,16,13,11,9,3,7,0,70,4,6,0,9,9,8,3,6,7,58,67,249,180,244,234,201,137,218,26,1558
POA2550,0,26,21,19,41,38,21,32,4,206,8,22,27,15,26,22,10,28,63,217,313,892,754,945,1146,986,531,893,145,6609
POA2551,0,6,6,3,13,9,6,16,0,58,5,5,3,3,10,11,9,11,17,76,54,194,125,185,201,170,95,204,26,1259
POA2555,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,4,0,9,5,7,13,14,17,16,0,81
POA2556,0,3,3,8,18,21,4,9,0,72,3,5,6,4,8,17,4,11,22,87,33,123,113,121,176,259,81,232,54,1197
POA2557,0,25,8,14,50,51,24,23,0,199,18,24,19,13,34,43,17,29,49,248,179,380,365,388,905,944,402,740,103,4408
POA2558,5,30,13,20,59,38,26,28,4,233,13,23,22,22,76,82,24,26,47,337,166,587,486,630,1386,1197,537,646,96,5732
POA2559,0,3,5,0,0,9,0,3,0,25,0,3,4,3,17,6,5,3,22,64,11,73,66,61,159,112,34,50,32,602
POA2560,23,120,102,92,269,264,156,168,15,1214,39,144,112,128,424,381,120,176,350,1874,1012,3171,2893,3453,7996,6935,3107,4091,732,33378
POA2563,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,4,0,10,15,20,28,21,7,27,0,126
POA2564,0,12,20,15,46,29,14,21,3,158,11,32,31,23,91,61,19,18,85,377,114,458,508,590,1451,1015,387,468,171,5165
POA2565,3,27,29,22,70,61,25,47,0,296,16,41,41,36,100,105,38,56,89,527,281,801,786,888,2313,1937,825,1042,181,9049
POA2566,13,51,29,33,105,105,44,41,4,426,18,47,48,60,169,121,53,46,154,712,342,1162,1068,1164,3251,2517,1122,1284,304,12208
POA2567,17,91,50,70,161,166,89,138,7,787,25,65,68,63,161,191,59,130,166,931,653,1978,1801,1926,3917,4167,2078,3314,337,20174
POA2568,0,0,4,3,4,3,3,5,0,21,0,0,0,0,3,8,0,3,3,19,9,52,52,58,74,117,52,86,7,514
POA2569,0,7,0,3,3,11,0,6,0,33,0,3,0,4,3,10,0,0,3,25,24,75,64,56,116,142,59,98,18,668
POA2570,21,89,75,75,148,171,103,147,15,845,47,88,65,57,151,206,58,156,167,991,747,1893,1888,1902,3668,4113,2048,3719,387,20355
POA2571,7,21,29,20,38,40,30,40,6,227,16,20,21,24,45,50,12,59,45,292,227,621,595,618,1099,1177,607,1113,121,6175
POA2572,3,10,8,4,15,22,10,13,0,88,4,8,3,3,7,15,5,14,16,77,76,221,206,192,332,374,202,356,50,2008
POA2573,8,14,5,3,14,18,3,12,0,78,3,7,3,4,24,17,5,16,22,104,100,194,185,235,460,412,224,342,48,2206
POA2574,3,3,9,9,23,31,19,32,0,138,3,9,8,14,24,27,8,23,38,155,97,277,265,278,523,507,254,441,61,2718
POA2575,8,43,35,43,59,40,34,51,3,326,14,36,16,34,45,56,22,46,53,328,220,909,742,865,1232,1238,636,1130,123,7084
POA2576,5,21,27,24,25,32,21,31,0,189,10,30,27,17,18,30,16,41,45,225,172,779,636,624,658,838,435,971,84,5209
POA2577,7,35,28,31,50,43,28,53,0,277,7,48,33,19,39,41,27,46,58,335,207,888,745,836,1139,1162,628,1165,116,6884
POA2578,0,7,9,4,6,3,4,3,0,34,3,7,5,3,4,3,0,7,4,42,34,171,133,142,138,150,89,147,17,1012
POA2579,3,11,4,9,14,16,3,18,0,78,0,10,9,10,6,9,5,11,14,72,74,247,197,223,273,283,134,287,39,1757
POA2580,7,65,39,48,110,91,48,88,4,505,30,44,30,38,70,73,27,71,94,471,492,1292,1268,1533,2783,2125,1035,1922,236,12686
POA2581,0,7,4,3,5,3,8,3,0,33,3,7,3,4,3,0,3,3,11,29,42,101,97,113,161,207,92,235,19,1068
POA2582,3,24,9,28,37,50,27,33,0,215,16,13,19,16,29,33,16,40,52,237,282,614,544,669,1182,1129,585,1024,148,6172
POA2583,0,8,3,10,10,14,7,7,0,67,5,9,3,3,10,9,3,11,18,73,64,189,211,231,310,280,150,431,58,1919
POA2584,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,10,28,29,25,33,45,21,43,0,241
POA2585,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,9,8,13,8,16,5,20,0,87
POA2586,0,6,0,4,4,4,3,0,0,31,3,6,6,0,3,3,3,7,10,43,41,118,120,118,155,184,115,251,30,1129
POA2587,0,6,8,4,4,3,4,5,0,37,0,3,3,3,6,12,3,0,9,44,40,113,118,123,211,194,87,239,24,1144
POA2588,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,8,7,7,13,10,17,13,13,39,4,117
POA2590,3,25,8,9,16,23,10,13,0,105,6,8,3,4,19,6,7,5,12,81,94,277,264,339,535,451,201,425,59,2640
POA2594,15,33,13,18,53,36,19,33,3,216,4,35,16,20,25,28,8,33,57,236,175,586,477,611,846,729,389,822,124,4755
POA2619,4,13,15,19,31,39,26,31,0,181,3,15,6,9,23,30,9,20,21,146,197,533,396,508,982,1166,677,954,57,5469
POA2620,22,75,50,74,163,136,86,109,7,730,26,54,44,57,139,144,53,103,182,799,814,1693,1430,1949,4769,4205,2153,2832,365,20214
POA2621,4,8,8,19,20,39,18,17,0,132,8,16,7,11,19,27,5,19,26,132,168,299,207,347,569,658,360,568,55,3230
POA2622,3,6,11,3,3,9,3,13,3,63,3,16,4,10,4,12,8,10,30,91,69,204,150,204,206,285,162,343,47,1679
POA2623,0,4,0,0,3,3,0,0,3,17,0,0,0,0,0,3,0,0,0,5,14,21,14,18,70,55,35,52,6,285
POA2625,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,5,13,21,24,23,40,78,3,209
POA2626,0,0,0,0,0,3,3,3,0,7,0,0,0,5,0,0,0,0,3,10,12,35,14,23,52,56,18,39,5,256
POA2627,0,4,3,10,14,17,13,13,0,79,3,3,8,10,12,12,10,22,15,92,76,235,226,311,414,412,323,674,54,2720
POA2628,0,3,4,0,5,3,4,3,3,34,0,3,0,4,4,5,8,3,11,33,44,104,86,134,149,135,83,201,40,962
POA2629,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,11,8,30,20,17,26,40,20,47,9,210
POA2630,3,17,4,12,24,33,12,32,0,144,5,15,7,7,16,16,10,19,35,129,136,443,374,495,765,605,285,687,81,3863
POA2631,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,12,12,30,31,28,31,34,22,61,7,248
POA2632,0,3,0,3,3,5,3,6,0,28,3,0,0,3,6,3,6,4,7,32,36,89,78,89,118,102,111,193,21,828
POA2633,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,29,24,12,25,25,11,38,3,163
POA2640,13,75,80,73,120,100,72,103,5,654,17,70,42,33,93,98,43,87,102,585,616,2053,1731,2140,3156,2884,1718,2416,262,16983
POA2641,11,37,31,25,66,66,24,32,6,289,9,27,14,26,53,39,4,22,69,265,233,737,625,856,1227,1037,577,701,132,6118
POA2642,3,4,11,7,18,13,12,20,3,96,6,8,8,9,13,12,3,13,16,79,103,257,222,281,317,344,198,529,36,2283
POA2643,3,7,3,0,16,5,3,11,0,51,0,3,4,0,5,14,3,11,12,54,49,135,106,120,204,183,88,159,25,1069
POA2644,0,3,6,3,5,7,3,0,0,31,3,10,7,3,3,0,4,7,13,44,52,129,115,108,134,150,73,254,30,1042
POA2645,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,5,11,9,18,16,16,12,46,3,139
POA2646,7,8,13,17,15,12,13,19,0,107,13,13,8,4,9,24,5,13,30,122,157,304,285,330,371,545,234,525,66,2813
POA2647,3,3,3,3,6,5,0,3,0,29,0,7,0,0,0,6,3,4,11,35,53,100,79,103,144,173,71,108,23,863
POA2648,0,0,5,3,0,4,0,3,0,25,3,7,5,3,4,3,0,7,17,55,41,92,82,103,141,124,72,224,48,926
POA2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8
POA2650,18,102,97,115,224,221,126,165,12,1068,33,89,63,50,148,166,50,110,198,911,941,2920,2506,2997,5832,4924,2594,3897,425,27026
POA2651,0,0,0,4,9,13,4,3,0,42,3,6,0,0,14,12,3,3,14,53,39,97,78,94,298,273,167,151,25,1217
POA2652,0,9,5,5,20,19,6,14,0,79,0,6,8,7,13,15,4,14,20,92,79,206,181,232,345,355,176,585,61,2205
POA2653,0,4,3,3,5,3,6,4,0,29,0,4,4,3,5,7,0,11,8,43,40,111,111,114,197,147,96,210,23,1042
POA2655,0,0,3,4,3,8,3,7,0,21,0,3,0,3,3,0,0,0,7,20,15,50,64,77,102,99,52,93,7,560
POA2656,0,0,0,0,3,3,0,0,0,9,0,0,0,0,3,0,0,3,8,15,23,56,45,59,83,85,29,140,8,533
POA2658,0,7,0,0,3,3,5,9,0,23,3,0,3,0,0,3,0,0,7,20,19,70,59,58,67,61,42,119,17,513
POA2659,0,0,0,0,0,6,0,5,0,13,0,3,0,0,0,0,0,5,3,14,17,47,39,42,43,59,29,103,9,386
POA2660,0,3,4,0,8,5,0,3,0,23,3,3,0,0,0,0,3,4,4,16,27,86,62,72,85,112,58,142,19,656
POA2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,26,10,11,20,34,17,297,12,441
POA2663,0,10,0,3,12,10,8,7,0,51,4,3,4,3,22,11,3,5,6,62,77,196,160,197,404,323,146,234,33,1755
POA2665,0,3,4,4,0,3,3,0,0,18,4,0,5,3,4,8,5,15,11,49,30,86,71,92,90,152,64,285,19,887
POA2666,0,15,11,7,17,21,14,19,3,103,0,9,13,6,7,9,3,8,27,90,91,287,220,287,365,378,222,441,79,2368
POA2668,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,15,10,17,12,28,3,39,4,133
POA2669,0,0,0,3,0,3,0,3,0,11,0,0,0,0,3,5,0,5,12,31,28,64,55,76,68,113,47,283,35,764
POA2671,0,15,7,8,21,17,6,16,0,90,0,3,3,4,8,11,7,13,23,74,61,210,175,185,261,268,152,411,45,1770
POA2672,0,0,0,0,0,3,0,3,0,12,0,6,4,3,0,0,3,6,3,30,21,62,57,67,51,107,55,107,20,549
POA2675,0,0,3,0,6,3,0,3,0,14,0,3,11,0,0,6,6,0,11,37,37,65,67,100,89,109,53,211,33,763
POA2678,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,16,59,15,0,0,0,3,0,33,131
POA2680,9,46,35,47,111,82,57,70,3,456,26,49,40,41,91,87,33,35,89,490,348,1082,1026,1147,2455,2007,1040,1568,231,10904
POA2681,0,4,3,4,4,3,3,5,0,22,0,3,0,0,9,12,0,0,8,31,36,98,60,87,169,150,79,128,18,839
POA2700,3,7,11,4,9,15,10,13,0,64,9,9,4,8,8,13,6,11,20,89,95,189,187,202,331,359,192,318,54,1922
POA2701,0,0,4,0,9,4,3,3,0,25,3,5,0,0,7,6,3,3,12,37,48,106,77,109,179,184,77,182,27,992
POA2702,0,0,0,3,6,0,0,0,0,10,0,0,4,0,0,0,3,0,7,12,9,23,38,28,44,42,25,55,14,261
POA2703,0,0,0,0,0,3,0,0,0,5,0,4,0,0,3,0,0,0,3,12,16,26,16,35,32,54,31,54,11,283
POA2705,4,17,8,14,34,25,21,20,0,148,5,15,7,12,16,46,16,20,50,198,157,453,327,436,860,923,433,715,109,4411
POA2706,0,0,0,0,3,3,0,0,0,13,0,0,0,3,6,4,3,5,5,27,29,43,34,56,120,74,40,78,14,485
POA2707,0,3,0,0,0,7,3,4,0,22,0,3,9,0,4,0,0,7,0,25,28,59,71,69,76,103,51,188,20,659
POA2710,3,15,6,18,29,29,25,24,4,148,8,22,10,20,20,24,12,9,36,158,191,498,395,535,768,725,356,756,86,4319
POA2711,4,0,3,0,3,5,6,17,0,37,5,16,7,4,11,16,4,11,23,88,63,158,124,165,216,231,109,405,53,1518
POA2712,0,6,0,3,0,3,0,4,0,20,0,3,0,3,3,3,5,3,12,34,28,60,46,53,69,86,51,124,13,530
POA2713,3,3,4,3,11,10,4,16,0,57,6,3,3,4,9,8,0,3,11,41,68,132,105,137,146,180,88,274,26,1156
POA2714,0,4,3,6,4,3,4,11,0,41,0,5,0,4,5,5,3,9,10,43,35,143,104,126,122,113,82,223,26,972
POA2715,0,0,0,4,4,4,4,4,0,17,3,8,4,0,4,0,0,5,13,32,20,67,65,85,111,97,40,140,23,634
POA2716,0,4,0,0,3,3,0,5,0,15,0,0,0,0,5,4,0,0,5,16,17,48,45,53,74,98,27,103,10,469
POA2717,0,0,3,0,3,0,0,3,4,13,4,0,0,0,4,0,0,0,8,24,18,62,36,54,92,59,23,62,15,420
POA2720,4,10,3,4,19,18,12,20,3,101,7,14,6,10,15,12,15,31,40,152,126,375,333,358,559,460,337,664,86,3290
POA2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,3,19,9,42,0,97
POA2722,4,6,4,5,3,3,7,3,0,39,0,10,7,12,9,14,4,11,25,86,41,162,153,180,232,203,116,240,54,1381
POA2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,15,11,22,23,7,23,4,131
POA2726,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,3,9,14,16,17,19,26,4,116
POA2727,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,3,17,18,17,17,27,18,57,0,177
POA2729,3,3,0,0,3,3,0,3,0,16,0,0,3,3,9,10,12,13,5,53,36,82,72,72,95,118,56,186,24,741
POA2730,0,3,3,0,3,3,0,4,0,22,3,0,0,3,12,7,3,0,14,47,28,53,44,81,131,72,48,96,30,582
POA2731,3,18,13,10,9,24,3,7,0,86,0,9,10,5,23,12,8,17,25,106,113,322,264,293,473,452,249,507,55,2727
POA2732,0,3,0,0,4,0,4,4,3,16,3,3,0,5,4,5,3,6,7,38,30,84,83,83,89,109,55,181,17,730
POA2733,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,3,11,6,36,25,22,35,36,23,63,10,248
POA2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,27,22,17,23,47,18,61,4,223
POA2735,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,19,16,24,28,29,20,38,4,192
POA2736,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,23,7,16,19,28,13,56,3,161
POA2737,0,0,0,0,0,0,0,3,0,5,0,0,0,0,10,3,0,3,9,25,12,20,41,38,56,74,22,76,13,350
POA2738,0,3,3,0,8,7,8,5,0,32,0,0,6,4,3,6,3,8,10,31,29,89,76,89,117,145,77,164,22,806
POA2739,0,7,0,3,4,3,0,3,0,27,0,3,3,0,6,4,0,3,3,32,27,76,57,73,117,95,59,95,15,616
POA2745,5,65,55,66,114,156,82,117,7,670,19,57,48,43,130,155,52,108,108,720,477,1581,1375,1488,3113,3393,1603,2630,235,15890
POA2747,17,68,64,64,191,174,84,116,6,784,27,88,45,72,228,217,75,137,225,1123,657,1808,1660,1939,4835,4339,2031,2815,426,20500
POA2748,4,10,7,5,11,11,7,11,3,61,3,0,4,6,9,10,4,10,11,52,36,116,98,85,164,213,75,197,23,999
POA2749,4,27,28,36,63,65,45,62,10,339,12,34,30,36,76,85,31,67,76,457,311,819,688,799,1776,1823,843,1392,144,8599
POA2750,28,91,52,67,134,179,90,118,8,768,30,70,77,70,181,184,88,154,186,1040,698,1938,1928,1995,4427,4229,2119,3192,382,20903
POA2752,0,16,6,6,27,34,11,31,0,138,3,6,4,10,24,28,12,19,18,121,75,254,228,227,462,533,232,516,41,2574
POA2753,3,40,25,49,60,75,32,72,5,365,8,49,26,41,70,83,17,65,67,426,236,891,788,854,1485,1660,771,1414,180,8272
POA2754,3,18,12,17,17,26,13,24,0,126,3,12,8,12,21,32,13,18,18,139,65,281,237,285,506,532,272,440,42,2667
POA2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,0,13,43,32,26,0,138
POA2756,22,91,67,82,118,215,109,177,11,884,29,55,67,86,163,181,66,147,169,967,521,1679,1540,1772,3034,3548,1692,3225,361,17385
POA2757,0,0,0,3,0,0,3,0,0,15,0,3,7,0,3,0,5,3,3,21,10,39,51,54,58,76,33,81,11,418
POA2758,4,20,11,19,33,42,25,48,3,204,7,24,25,17,32,46,20,38,44,239,142,480,455,452,691,878,410,870,76,4469
POA2759,12,64,44,41,117,149,62,94,9,583,17,37,45,49,177,131,48,79,97,678,364,1208,1143,1326,3239,3178,1321,1876,261,13912
POA2760,9,47,39,35,120,107,48,65,4,475,25,76,51,61,226,186,63,85,199,966,414,1121,1145,1359,3901,3148,1208,1567,384,14243
POA2761,6,43,39,43,126,113,55,61,4,503,9,44,48,53,204,162,45,71,160,804,376,1210,1218,1438,4219,3233,1182,1541,338,14748
POA2762,4,8,7,9,29,25,15,24,0,121,0,9,4,9,22,24,14,27,19,126,81,239,216,219,566,591,245,353,35,2539
POA2763,15,44,55,62,143,117,62,79,3,591,10,36,57,43,150,164,44,75,120,697,436,1385,1450,1483,3982,3604,1401,1822,260,15823
POA2765,3,41,36,32,83,60,29,62,7,348,5,49,24,33,67,104,29,69,72,446,180,754,658,715,1336,1553,595,1246,145,7195
POA2766,7,19,19,21,58,43,19,28,3,216,16,26,21,28,87,81,23,28,91,396,186,600,608,654,2087,1524,513,608,200,6977
POA2767,5,36,18,34,91,79,33,24,0,327,8,34,41,41,146,108,28,40,131,578,280,872,912,917,2981,2420,758,834,267,10249
POA2768,8,65,65,38,107,89,57,73,4,500,11,32,52,39,131,139,39,78,130,660,368,1349,1294,1266,3191,3458,1270,1845,256,14302
POA2769,4,21,16,13,42,32,17,24,0,172,4,16,15,13,43,57,12,31,43,237,185,425,494,456,1389,1530,505,821,99,5918
POA2770,11,64,69,70,167,166,74,78,9,710,42,121,100,122,404,315,111,120,443,1783,541,1948,1850,2289,5649,4055,1623,1975,787,20728
POA2773,0,12,17,9,12,13,7,15,0,97,0,11,10,6,12,19,9,20,6,106,95,394,350,280,455,540,319,562,36,3026
POA2774,8,29,24,25,27,35,20,34,0,204,7,25,14,13,35,58,11,26,30,223,238,765,717,664,1124,1254,653,1019,75,6503
POA2775,0,3,3,3,0,9,0,7,0,28,3,0,0,3,3,0,0,11,4,27,27,76,72,55,87,116,57,104,14,610
POA2776,0,13,3,12,17,8,10,3,0,70,7,3,4,4,7,13,9,9,19,66,78,225,231,223,383,354,216,281,25,2022
POA2777,6,37,34,45,61,64,32,54,3,331,9,25,14,17,42,53,10,32,35,251,272,1041,913,941,1563,1531,883,1313,80,8528
POA2778,3,0,7,0,9,6,3,4,0,28,0,5,3,10,10,4,11,3,3,44,41,136,132,142,236,205,116,173,11,1202
POA2779,0,13,10,9,8,10,12,11,0,82,3,14,6,3,15,4,3,7,10,68,92,279,289,304,419,389,220,328,30,2345
POA2780,3,30,22,25,32,21,10,26,3,163,14,31,23,21,29,31,7,21,46,231,187,811,794,843,883,799,430,696,120,5552
POA2782,0,11,12,6,6,20,4,10,0,74,7,12,6,3,4,18,4,15,16,88,98,364,296,311,401,433,190,373,31,2508
POA2783,4,6,7,8,8,11,5,7,0,50,0,7,8,0,4,5,3,7,9,43,43,163,145,151,234,211,101,173,17,1235
POA2784,0,4,5,3,4,3,0,4,0,18,0,0,0,5,6,0,3,4,3,25,15,76,77,76,97,88,49,75,17,574
POA2785,3,12,11,13,4,11,3,6,0,66,3,17,9,8,4,15,0,7,7,73,66,311,262,249,298,279,136,269,29,1903
POA2786,0,4,0,0,3,3,3,0,0,10,0,5,0,0,4,3,3,3,0,10,17,78,65,59,72,79,32,65,6,486
POA2787,0,9,4,0,8,8,6,3,0,49,5,10,4,4,25,16,13,27,31,123,65,204,173,179,338,277,164,385,47,1835
POA2790,5,30,29,28,47,45,23,27,0,240,9,26,22,18,43,51,9,27,45,250,258,707,629,698,1172,1033,478,798,111,5877
POA2791,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,11,10,13,14,26,14,17,33,0,136
POA2792,0,0,0,0,0,5,0,0,0,7,0,0,0,0,3,0,0,0,0,7,10,15,14,15,14,28,22,49,0,165
POA2793,0,0,0,0,3,4,0,0,0,13,0,3,3,0,3,3,0,0,9,17,18,37,38,25,58,58,34,70,14,355
POA2794,3,24,21,17,35,40,19,27,0,173,9,9,12,14,29,22,11,19,35,147,145,460,445,496,737,646,320,656,81,3987
POA2795,14,97,59,70,143,119,61,127,8,699,42,72,45,48,108,92,37,84,147,672,741,2299,1808,2016,3843,3165,1623,2913,359,18766
POA2797,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,6,0,0,0,10,10,18,14,27,29,28,12,46,6,192
POA2798,0,0,7,5,3,3,7,9,0,30,0,8,3,0,7,4,0,3,9,33,48,115,99,109,119,144,103,238,15,991
POA2799,0,13,7,6,22,12,14,17,0,91,6,4,3,9,17,15,5,15,23,85,51,212,176,191,296,277,177,356,42,1787
POA2800,28,92,73,62,155,140,93,168,8,819,22,64,38,51,95,95,43,79,157,653,761,2115,1855,2225,3835,3508,2011,3502,364,20185
POA2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,19,12,15,19,18,13,21,4,122
POA2804,0,3,3,3,0,8,4,6,0,26,3,6,0,3,3,9,4,3,9,34,30,130,123,141,155,153,96,236,25,1086
POA2805,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,22,19,21,17,15,11,43,0,154
POA2806,0,0,0,3,0,3,0,0,0,11,0,0,0,0,4,4,0,5,3,20,16,22,29,39,45,67,23,81,4,336
POA2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,9,17,15,16,16,33,3,135
POA2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,13,13,3,15,0,64
POA2809,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,3,12,17,7,10,6,8,16,4,81
POA2810,0,10,4,7,7,7,5,9,3,45,0,10,3,3,9,8,3,3,12,54,45,147,125,123,160,204,114,297,40,1256
POA2817,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,12,7,15,19,7,9,33,5,70,3,163
POA2818,0,0,0,0,3,6,4,0,0,12,0,7,0,0,0,3,0,3,4,13,14,47,35,39,79,76,32,80,14,419
POA2820,3,7,7,8,17,12,3,14,5,79,0,10,12,5,13,12,5,14,26,93,81,231,197,296,407,389,171,407,67,2243
POA2821,4,8,11,9,21,16,7,14,4,88,4,3,5,7,8,22,5,10,20,82,65,183,169,218,347,327,168,390,50,1921
POA2822,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,5,18,21,19,25,37,15,45,3,193
POA2823,0,0,0,3,6,7,0,4,0,19,0,0,0,0,5,4,0,4,3,20,15,48,42,58,71,99,45,187,10,581
POA2824,3,3,4,0,9,10,3,3,0,30,0,0,0,0,7,7,3,7,6,30,39,72,62,80,135,175,71,217,21,872
POA2825,0,0,3,3,3,5,4,5,0,35,0,3,7,4,5,9,3,3,10,39,22,96,83,107,156,161,108,270,18,1028
POA2826,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,5,12,7,18,6,37,0,100
POA2827,4,6,3,3,18,11,3,14,0,56,3,7,0,8,4,7,0,10,15,48,58,152,145,174,244,197,108,354,44,1474
POA2828,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,12,16,34,25,25,23,38,21,113,5,289
POA2829,3,4,0,3,11,13,0,4,0,37,0,0,0,0,5,3,6,11,20,58,50,99,91,124,205,185,91,250,56,1153
POA2830,21,72,73,77,207,147,91,148,7,861,21,41,42,44,103,127,47,69,164,651,638,1854,1537,1948,4238,3495,1763,2972,345,18785
POA2831,0,0,5,0,4,3,4,5,0,26,3,3,3,0,6,0,0,0,11,27,41,68,86,71,105,139,76,277,30,892
POA2832,0,3,0,3,0,6,5,4,0,22,0,5,3,4,3,3,3,0,17,42,37,66,57,93,171,134,73,248,36,903
POA2833,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,28,18,24,28,35,7,63,3,211
POA2834,0,0,3,3,7,0,0,0,0,16,3,3,3,4,0,5,0,5,13,39,33,93,78,98,96,89,35,107,24,649
POA2835,3,3,6,6,7,16,5,19,0,64,3,3,3,7,11,5,4,13,20,69,91,121,139,166,238,242,233,572,50,1852
POA2836,0,0,4,0,0,5,0,0,0,12,0,0,0,0,3,0,0,0,3,13,13,11,13,28,51,62,9,92,6,278
POA2838,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,3,3,10,3,13,8,17,4,26,3,78
POA2839,0,0,3,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,6,16,19,13,21,48,83,60,28,108,18,398
POA2840,0,4,0,8,5,5,0,10,0,33,4,4,5,3,5,5,0,11,18,54,27,63,63,108,225,192,87,246,23,1043
POA2842,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,3,5,11,31,23,18,20,33,21,78,3,243
POA2843,0,0,0,5,3,0,3,0,0,14,0,3,0,0,0,0,0,3,6,9,13,67,50,63,64,90,60,104,4,520
POA2844,0,0,0,3,0,10,0,3,0,13,0,3,0,0,3,5,0,3,4,20,17,53,33,66,43,79,38,123,20,466
POA2845,0,3,3,6,4,5,0,0,0,22,0,0,3,0,3,4,0,3,10,26,30,78,81,82,179,115,70,97,19,747
POA2846,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,11,12,9,13,8,14,15,0,90
POA2847,0,6,0,0,6,0,5,3,0,25,0,0,3,3,4,4,0,3,12,36,23,94,86,101,185,139,74,88,30,832
