POA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA2360,3,12,18,38,65,135,206,225,96,810,0,0,3,3,0,10,12,3,3,37,80,58,145,148,169,203,224,176,80,1279,450,819,1544,1555,1806,1841,1659,1038,371,11094
POA2361,0,0,0,5,10,16,33,24,3,94,0,0,0,0,0,0,3,4,0,4,7,3,3,4,12,19,15,12,13,98,23,22,42,99,116,183,127,77,23,706
POA2365,0,3,5,7,21,40,66,58,23,229,0,0,0,0,0,3,0,3,0,13,14,19,23,44,35,52,86,39,9,323,98,164,358,425,469,528,503,209,98,2858
POA2369,0,0,5,0,6,29,23,12,13,97,0,0,0,0,0,0,0,0,0,3,8,7,7,12,20,19,25,17,3,118,42,42,75,90,111,143,119,62,21,717
POA2370,5,0,17,22,30,90,136,121,82,501,0,0,3,0,0,5,5,3,0,20,39,38,142,146,123,117,160,103,76,944,208,347,746,823,904,1138,1077,588,260,6089
POA2371,0,0,0,3,8,22,44,18,3,102,0,0,0,0,0,3,0,0,0,6,0,8,6,12,15,27,34,31,6,131,21,39,72,93,174,240,216,114,21,995
POA2372,0,3,5,12,11,53,86,68,30,260,0,0,0,0,0,0,5,3,0,16,27,10,36,64,54,109,112,90,63,567,103,157,327,481,520,894,833,402,145,3867
POA2379,0,0,0,0,0,3,3,6,0,14,0,0,0,0,0,0,3,0,0,3,3,3,0,3,10,7,3,3,0,30,13,17,28,39,49,54,29,11,12,244
POA2380,3,7,15,22,43,99,110,144,85,528,0,0,3,3,7,8,11,3,4,36,46,60,105,115,140,113,124,143,58,903,299,544,1340,1185,1247,1288,994,703,294,7891
POA2381,0,0,5,3,6,27,23,12,4,82,0,0,0,0,0,3,0,3,0,7,4,12,6,8,16,21,21,8,5,96,31,75,120,133,162,212,133,61,19,948
POA2382,0,0,0,5,13,17,16,21,6,69,0,0,0,0,0,0,0,0,0,3,17,14,12,18,29,25,26,16,5,159,62,70,106,170,193,149,147,94,30,1026
POA2386,0,0,0,0,0,4,11,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,4,8,5,7,5,0,0,39,3,12,24,53,57,50,38,19,3,262
POA2387,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,10,0,4,4,8,5,0,23,6,17,22,19,32,29,19,10,0,156
POA2388,0,3,0,6,17,30,47,26,9,139,0,0,0,0,0,0,3,3,0,7,18,16,45,57,69,56,55,32,25,367,75,124,317,311,365,361,268,122,51,1985
POA2390,0,3,16,20,30,119,99,93,34,413,0,0,0,3,3,8,3,3,3,25,54,50,95,89,130,140,108,114,53,844,248,444,1028,1017,1171,1210,857,511,176,6664
POA2395,0,0,4,3,5,17,18,9,0,55,0,0,0,0,0,0,3,0,0,3,0,4,4,3,14,24,24,6,3,84,15,22,44,51,95,147,128,49,20,561
POA2396,0,0,0,4,9,13,28,21,11,83,0,0,0,0,0,0,0,0,0,0,0,3,8,8,3,15,20,11,9,70,19,36,83,88,109,116,141,77,31,689
POA2397,0,0,3,0,0,3,7,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,12,3,4,0,40,8,10,55,39,39,66,34,15,5,273
POA2398,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,10,4,0,0,21,3,19,24,26,36,43,20,8,4,182
POA2399,0,0,0,0,9,4,8,6,0,29,0,0,0,0,0,0,0,0,0,0,0,3,20,17,10,13,11,6,3,87,13,28,73,66,99,84,64,34,3,458
POA2400,3,10,20,23,51,99,154,75,38,475,0,0,3,3,3,3,14,4,6,44,92,78,162,181,212,174,182,127,35,1242,299,602,1285,1259,1373,1215,951,510,160,7655
POA2401,0,0,0,0,3,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,6,7,5,7,0,4,0,31,10,17,29,44,49,43,34,18,3,248
POA2402,0,0,7,7,15,27,51,41,18,165,0,0,0,0,0,3,4,0,0,4,4,7,17,13,22,42,38,35,17,198,40,91,159,156,237,241,263,148,58,1400
POA2403,0,0,0,0,3,5,8,8,3,41,0,0,0,0,0,0,0,0,0,0,4,3,13,9,11,13,14,15,0,71,14,36,82,60,108,98,91,40,8,535
POA2404,0,0,4,4,3,21,55,49,22,156,0,0,0,0,0,0,0,0,0,7,11,5,9,24,29,38,40,44,23,233,43,58,113,170,254,268,340,215,84,1538
POA2405,0,0,0,0,3,7,10,3,0,26,0,0,0,0,0,0,0,0,0,0,8,0,8,10,10,11,6,6,0,54,11,25,53,70,69,84,60,19,5,391
POA2406,0,0,0,3,4,8,10,10,0,41,0,0,0,0,0,0,0,0,0,3,6,5,16,19,17,14,11,3,0,85,18,32,105,111,106,100,66,29,13,593
POA2408,0,0,0,5,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,6,0,0,0,35,10,28,43,46,74,46,25,7,0,273
POA2409,4,6,6,3,17,18,25,14,3,96,0,0,0,0,0,0,3,0,0,11,6,6,17,16,16,14,7,3,0,87,52,71,117,118,153,115,72,23,3,717
POA2410,0,0,0,0,0,0,9,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,12,3,0,30,4,14,17,30,33,47,40,16,0,210
POA2411,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,13,4,4,20,18,11,16,9,7,0,85
POA2415,0,0,0,0,0,7,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,11,3,0,32,10,20,39,41,81,49,51,20,0,304
POA2420,0,0,0,6,11,38,39,69,37,191,0,0,0,0,0,0,0,0,0,5,22,21,32,38,54,70,65,60,33,396,113,147,329,420,558,653,542,325,120,3197
POA2421,0,0,0,3,7,6,14,10,4,55,0,0,0,0,0,0,0,0,0,3,9,3,7,13,17,12,12,8,3,84,79,86,158,228,286,265,193,67,24,1386
POA2422,4,3,6,17,14,47,118,93,51,359,0,0,0,4,0,4,0,0,0,10,14,16,28,40,64,90,107,62,32,451,102,212,355,497,714,859,941,476,174,4323
POA2423,0,0,5,3,25,40,60,56,30,223,0,0,0,0,0,0,0,4,0,6,9,11,20,29,69,51,52,46,21,300,60,106,207,241,493,572,476,233,77,2479
POA2424,0,0,0,0,8,6,15,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,11,6,4,0,44,8,14,27,51,68,81,61,21,0,336
POA2425,0,0,0,0,8,25,17,18,8,86,0,0,0,0,0,3,0,0,0,3,7,8,3,12,24,27,21,7,7,113,49,73,121,215,305,261,200,127,43,1391
POA2426,0,0,0,0,10,21,8,5,4,54,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,18,19,15,0,71,18,28,53,73,107,144,102,47,7,566
POA2427,0,0,0,3,7,33,82,51,19,194,0,0,0,0,0,0,7,0,0,9,20,8,9,19,18,32,75,49,25,258,57,82,142,242,327,624,836,348,101,2757
POA2428,7,16,36,39,80,217,359,319,218,1281,5,0,3,3,11,3,8,20,9,54,79,59,140,171,238,311,534,494,307,2321,514,768,1653,2092,2682,3764,4509,2833,1285,20103
POA2429,0,4,13,23,35,112,142,122,66,524,0,0,0,0,0,4,3,0,5,13,38,36,65,69,136,159,167,104,61,828,253,392,785,866,1408,1692,1426,675,277,7775
POA2430,30,21,53,78,136,319,484,454,278,1847,0,0,0,6,7,11,20,16,8,83,108,111,188,207,335,449,565,447,335,2743,827,1519,2875,3314,4216,5218,5070,2738,1175,26955
POA2431,0,4,9,7,14,53,99,68,53,309,0,0,0,0,3,0,0,3,3,13,12,8,31,30,46,75,112,90,36,432,90,162,338,458,587,870,1056,564,207,4332
POA2439,0,0,4,3,10,24,34,29,9,113,0,0,0,0,0,0,0,0,0,3,10,6,17,24,48,47,74,40,12,278,68,109,201,289,430,479,518,214,49,2343
POA2440,15,14,44,38,122,292,398,261,161,1360,6,0,0,3,10,9,12,12,7,57,125,181,430,349,374,430,352,301,221,2753,625,1106,2174,2225,2876,3458,2683,1334,616,17099
POA2441,3,3,8,12,23,44,61,31,19,204,0,0,0,3,3,0,3,3,0,10,16,24,36,43,77,92,89,33,17,432,98,203,373,454,640,897,546,180,76,3470
POA2443,4,3,0,16,28,71,145,146,77,500,0,0,0,3,9,0,0,4,3,21,28,18,43,65,101,151,202,235,173,1005,147,208,507,665,1066,1551,1790,1230,492,7655
POA2444,9,10,46,49,128,273,426,453,337,1741,0,0,8,11,13,23,17,12,11,100,126,124,292,266,370,441,710,689,535,3553,1000,1922,4332,4944,5792,6185,6603,4210,1974,36965
POA2445,0,0,3,4,11,41,58,36,18,170,0,0,0,3,0,0,3,4,0,9,13,12,23,30,51,52,83,64,11,341,156,196,394,675,973,978,1125,459,113,5075
POA2446,6,3,9,35,38,120,182,129,95,618,0,0,0,0,3,0,8,8,3,29,66,50,76,128,150,178,199,146,112,1099,358,614,1106,1473,1796,1951,1714,857,339,10210
POA2447,0,0,3,11,31,63,114,101,68,397,0,0,0,0,5,0,3,3,6,15,34,21,36,56,83,87,123,87,61,599,178,293,523,725,938,1206,1066,508,245,5685
POA2448,7,0,6,14,31,93,139,104,80,472,0,0,0,0,0,3,3,5,0,16,28,26,51,55,121,143,198,187,124,925,193,310,687,732,1045,1541,1571,917,409,7422
POA2449,0,3,3,4,10,36,35,21,12,125,0,0,0,0,0,4,3,0,0,9,10,9,17,9,31,36,31,27,3,176,55,95,175,201,322,402,285,132,39,1702
POA2450,21,33,102,122,165,289,382,363,234,1695,4,10,28,48,52,32,24,16,8,228,152,210,397,376,477,601,533,548,477,3770,1175,2292,4582,4956,5866,6289,5090,2853,1266,34376
POA2452,6,8,26,25,71,132,156,149,109,682,0,3,0,0,0,6,10,3,3,24,47,45,78,93,131,149,131,149,104,932,399,776,1477,1703,1985,2119,1767,1054,488,11759
POA2453,0,0,4,3,7,26,37,36,25,145,0,0,0,0,0,0,3,0,0,6,17,3,8,19,37,51,42,37,14,224,71,82,188,235,395,555,420,227,84,2254
POA2454,3,3,12,12,20,35,37,51,50,217,0,0,0,3,0,0,6,3,0,13,20,18,50,62,96,97,86,44,25,502,146,226,609,875,1140,1313,848,399,187,5755
POA2455,0,0,4,5,7,22,40,46,13,142,0,0,0,0,0,0,3,0,0,8,9,16,10,24,34,40,67,57,28,289,76,104,200,272,414,538,516,330,100,2543
POA2456,4,4,25,22,52,100,136,104,74,522,0,6,20,6,13,20,4,11,10,94,53,65,150,130,143,196,178,158,45,1117,358,638,1655,1653,1870,2382,1762,909,332,11556
POA2460,17,18,67,85,139,285,413,345,246,1619,5,3,5,11,7,14,11,22,12,87,126,139,305,332,355,458,399,358,184,2656,855,1368,2745,3157,3954,4484,3574,1992,847,22978
POA2462,0,0,0,3,18,34,50,42,22,163,0,0,0,0,0,4,0,3,0,14,9,7,14,18,33,43,65,19,15,213,69,93,153,219,357,474,426,152,60,2002
POA2463,8,0,9,10,26,61,109,99,75,396,0,0,0,0,0,0,7,4,3,13,36,15,31,47,92,89,140,113,53,620,204,267,456,761,1003,1287,1233,670,273,6153
POA2464,0,0,8,5,12,36,78,108,50,299,0,0,0,0,0,0,3,0,0,6,23,21,56,56,67,113,97,103,47,579,131,178,517,597,793,1146,1257,764,315,5692
POA2465,0,0,0,0,0,0,4,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,3,0,21,3,22,33,25,41,51,43,18,4,240
POA2466,0,0,0,4,4,17,37,34,24,117,0,0,0,0,3,3,0,0,0,6,3,4,3,10,15,32,45,44,6,165,21,30,69,104,178,358,433,236,71,1501
POA2469,0,0,6,20,33,70,84,49,16,280,0,0,0,0,4,0,3,6,0,9,31,17,24,34,85,112,89,61,19,466,104,127,218,354,632,918,660,245,73,3341
POA2470,6,16,28,33,81,166,271,275,161,1038,3,0,7,0,7,8,7,8,3,52,76,62,92,158,189,189,210,171,80,1233,512,806,1393,1634,1923,2028,1787,1102,446,11632
POA2471,0,0,3,10,16,41,38,42,26,188,0,0,0,0,0,0,0,3,0,3,15,5,21,39,43,48,30,22,10,228,77,105,188,341,343,383,291,137,58,1918
POA2472,0,0,3,4,15,24,21,11,9,94,0,0,0,0,0,0,0,0,0,3,12,10,17,23,35,30,34,28,8,191,45,79,172,218,273,305,219,129,24,1458
POA2473,0,0,0,3,8,16,50,51,35,166,0,0,0,0,0,0,3,0,0,6,10,12,17,37,27,56,66,47,22,287,83,105,224,309,374,532,492,309,115,2546
POA2474,3,0,4,14,19,63,97,100,65,365,0,0,0,0,0,4,3,3,0,16,38,19,29,61,128,120,109,70,49,630,158,241,464,597,933,1225,840,427,186,5070
POA2475,0,0,0,0,3,6,0,3,0,16,0,0,0,0,0,0,0,0,0,0,4,0,3,10,9,9,17,8,4,66,7,5,24,50,54,73,59,29,13,307
POA2476,0,0,0,0,7,6,10,9,10,42,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,11,7,5,3,55,14,46,49,82,110,132,112,64,21,634
POA2477,5,5,6,7,24,57,129,131,127,497,3,0,0,5,10,8,3,4,3,31,37,25,58,99,113,142,109,124,61,776,299,416,943,1328,1677,1868,1563,916,461,9472
POA2478,3,11,21,35,64,148,246,257,234,1024,0,4,7,6,5,9,12,6,5,55,94,80,177,230,325,400,384,389,331,2404,531,1108,2536,3196,3848,4330,3768,2229,1268,22825
POA2479,0,0,7,3,4,15,18,18,23,91,0,0,0,0,0,5,3,0,0,12,27,12,37,55,87,87,44,43,28,421,91,135,405,644,795,817,491,211,105,3687
POA2480,15,22,49,87,143,294,370,402,323,1704,3,3,4,9,16,18,22,19,16,102,223,261,448,441,539,675,482,366,250,3679,1236,2494,4491,5287,6408,6987,4621,2287,1164,34971
POA2481,0,0,5,6,17,28,27,31,51,158,0,0,0,0,6,3,3,0,0,15,72,115,293,271,297,316,197,81,56,1686,229,553,1727,1685,1728,1984,1188,412,234,9741
POA2482,3,0,3,4,11,28,25,43,45,163,0,0,0,4,4,0,0,4,0,20,34,25,82,107,144,185,135,48,27,792,125,196,505,803,1030,1133,718,270,158,4925
POA2483,0,3,6,9,22,40,62,50,46,239,0,0,0,3,0,4,0,4,4,21,57,36,90,158,176,216,134,77,40,987,259,404,943,1431,1661,1867,1143,501,217,8428
POA2484,9,0,29,38,66,161,199,182,124,801,0,3,0,3,4,6,4,12,16,50,71,68,140,164,276,361,260,234,179,1759,455,758,1596,2097,2785,3247,2178,1143,545,14804
POA2485,0,4,18,27,46,93,162,177,149,669,0,0,3,6,4,6,3,10,0,34,47,53,128,132,165,213,293,330,303,1659,318,667,1438,1378,1624,2117,2252,1651,927,12382
POA2486,10,11,35,43,75,223,384,403,273,1452,4,0,7,7,15,15,8,13,8,76,82,82,173,186,237,309,441,447,287,2242,762,1502,2743,3296,3883,4304,4450,3122,1449,25507
POA2487,0,4,5,5,25,74,123,123,57,425,0,0,0,0,0,4,5,4,3,16,57,53,86,146,157,180,207,177,145,1199,295,522,1213,1746,1828,1980,1653,891,375,10505
POA2488,0,0,4,8,7,12,27,28,5,95,0,0,0,0,3,0,0,0,0,5,3,8,24,40,45,43,19,24,7,216,84,137,320,454,527,531,237,138,52,2487
POA2489,0,0,3,9,7,39,86,64,35,249,0,0,0,0,0,0,0,4,0,4,24,11,23,48,44,58,86,86,97,482,142,212,661,1026,832,944,1014,459,196,5479
POA2490,0,0,0,0,3,3,15,5,0,31,0,0,0,0,0,0,0,0,0,0,4,6,7,12,4,9,3,3,0,45,15,31,79,76,98,121,68,27,5,520
POA2500,22,54,73,59,82,200,312,403,250,1453,3,10,40,24,27,45,63,68,30,316,149,370,523,300,355,360,418,357,169,3015,1615,5673,7299,4655,4390,4094,3267,2236,988,34213
POA2502,6,4,23,50,82,216,346,423,153,1324,3,0,9,12,21,41,72,121,49,318,28,59,114,115,138,133,147,163,44,936,306,767,1556,1492,1570,1415,1176,1011,343,9635
POA2505,0,4,12,15,14,79,127,153,65,465,0,0,0,5,0,3,23,48,17,99,18,11,44,44,67,69,59,40,39,388,132,313,610,617,695,662,452,388,178,4043
POA2506,3,4,7,31,49,124,115,114,58,507,0,0,3,3,11,13,21,13,9,69,40,34,66,59,72,78,64,83,29,531,255,480,979,858,1015,1030,633,493,171,5911
POA2508,0,0,3,7,14,14,33,33,21,133,0,0,0,0,3,0,3,3,0,4,18,19,41,51,60,77,79,76,43,461,286,541,954,1348,1395,1121,641,283,132,6689
POA2515,0,0,0,3,19,25,23,37,34,145,0,0,0,0,0,0,0,3,5,12,15,16,63,79,68,87,71,62,31,503,233,518,1041,1584,1674,1629,1057,472,203,8411
POA2516,0,0,3,6,8,24,36,26,22,123,0,0,0,0,3,0,0,0,3,12,18,15,51,38,34,43,30,19,13,265,179,295,636,917,909,757,454,220,100,4462
POA2517,3,5,10,16,29,76,120,119,96,476,0,0,3,4,5,6,3,14,7,41,27,39,71,86,83,82,109,100,73,675,306,717,1473,1870,1846,1678,1325,841,413,10475
POA2518,6,8,22,25,60,184,212,274,189,983,0,0,3,4,12,19,17,34,28,107,62,76,104,97,149,136,175,157,108,1063,555,1188,2250,2418,2593,2412,1785,1243,696,15140
POA2519,5,3,18,30,53,109,182,261,138,803,0,3,17,11,18,19,20,36,12,131,35,55,123,92,118,123,140,133,60,879,469,1269,2128,2120,2211,1983,1678,1145,445,13436
POA2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,8,150,114,23,3,0,0,0,0,0,296
POA2525,0,0,10,9,22,62,103,144,127,481,0,0,0,0,3,8,15,11,24,62,23,23,67,53,52,52,77,57,40,453,312,615,1307,1571,1484,1326,1182,682,333,8808
POA2526,5,3,9,21,50,119,167,165,90,631,3,0,3,3,12,20,15,24,9,94,42,51,83,85,91,154,134,167,216,1020,469,1038,1759,1917,2205,2074,1368,764,484,12068
POA2527,6,10,23,29,54,173,201,151,81,725,0,3,5,10,13,9,16,9,9,76,51,64,137,124,153,153,156,187,239,1253,725,1383,2695,2730,2882,2525,1707,905,505,16050
POA2528,9,11,40,44,111,289,450,369,165,1485,0,0,0,7,9,16,46,59,19,159,80,86,161,198,266,284,407,336,146,1954,735,1469,2563,2546,3090,3166,2954,1841,564,18914
POA2529,0,0,14,27,60,218,312,217,114,961,3,0,5,5,7,15,23,38,17,107,57,58,145,162,184,183,196,154,65,1215,776,1546,2980,3569,3622,3213,2330,1189,394,19614
POA2530,12,12,37,37,97,234,376,290,155,1244,0,3,3,6,6,20,24,30,18,108,68,60,140,162,197,197,228,277,172,1498,945,1822,3775,4214,4115,3710,3185,1869,683,24318
POA2533,0,0,8,3,28,59,106,106,79,389,0,0,3,0,0,0,3,10,3,20,30,34,69,99,108,137,153,130,93,856,361,793,1349,1700,2085,2528,2086,1105,478,12487
POA2534,0,0,0,3,7,20,30,43,44,148,0,0,0,3,0,0,5,5,0,20,34,15,46,45,82,73,97,71,60,527,177,260,491,629,725,899,737,385,227,4531
POA2535,0,0,4,4,12,33,57,63,36,210,0,0,0,0,0,3,0,0,0,6,18,13,37,45,53,107,132,132,86,631,123,239,534,681,771,1279,1345,841,355,6163
POA2536,0,9,22,54,70,150,254,205,97,850,0,0,0,3,0,4,6,8,0,33,66,49,115,150,194,241,369,319,207,1707,381,651,1347,1678,2162,2901,3155,1594,652,14512
POA2537,4,0,13,19,35,103,158,134,59,515,0,0,5,0,3,8,3,3,3,25,33,40,61,102,111,209,173,165,61,955,241,402,795,1098,1564,2268,1950,1077,381,9783
POA2538,0,0,0,0,5,13,32,24,11,85,0,0,0,0,0,0,0,0,0,3,8,3,10,23,37,47,52,65,91,336,46,50,142,201,333,431,407,185,146,1943
POA2539,7,3,19,21,42,151,222,200,85,751,0,0,3,3,9,11,10,5,5,45,51,37,111,114,168,266,299,252,108,1409,356,550,1360,1693,2245,3176,3093,1726,542,14734
POA2540,15,8,51,68,158,387,650,488,262,2093,6,0,6,0,11,11,22,35,4,98,181,309,519,477,554,521,693,579,301,4140,1166,2201,4151,4734,5808,6766,6842,3556,1267,36481
POA2541,12,23,57,68,113,264,308,250,149,1247,0,0,0,4,4,24,13,9,3,66,110,134,281,247,274,333,404,352,289,2419,732,1571,3087,2710,2967,3414,3005,1793,828,20104
POA2545,0,0,0,0,7,16,10,5,3,49,0,0,0,0,0,0,3,0,0,5,3,3,4,6,12,15,12,9,6,67,39,30,72,94,174,229,180,54,12,878
POA2546,3,5,7,11,26,91,139,85,70,440,0,0,0,3,0,4,3,9,9,27,34,35,56,58,97,194,203,164,117,946,154,242,538,710,1053,1948,1851,865,413,7772
POA2548,4,0,13,9,14,34,67,87,58,289,0,0,0,0,0,0,4,0,0,13,17,23,57,38,80,96,135,148,85,680,151,308,570,664,947,1327,1433,838,329,6566
POA2549,0,0,4,8,12,27,57,24,15,143,0,0,0,0,0,0,0,3,0,3,11,9,16,32,53,52,56,56,40,324,73,111,252,387,580,662,556,255,119,2987
POA2550,3,6,21,35,64,134,184,175,78,691,3,0,0,0,3,0,8,7,7,27,64,47,100,127,245,277,225,139,72,1301,437,588,1254,1552,2397,2984,2009,948,327,12507
POA2551,0,0,8,14,25,47,58,45,23,220,0,0,0,0,0,0,4,0,0,10,12,18,24,32,43,75,71,64,63,404,73,136,279,338,433,624,558,288,138,2868
POA2555,0,0,0,4,0,3,8,6,0,23,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,11,30,31,21,33,23,8,4,161
POA2556,0,0,5,11,10,50,57,27,12,174,0,0,0,0,3,3,6,3,6,18,6,17,19,23,24,18,26,8,5,144,102,183,284,306,360,332,260,75,28,1922
POA2557,0,4,13,16,34,70,116,67,23,337,0,0,3,7,7,9,16,15,7,65,42,68,138,107,100,72,83,24,7,643,248,613,1733,1289,991,808,589,217,57,6546
POA2558,6,0,13,16,63,95,96,56,18,354,0,0,9,10,11,27,17,15,6,94,19,33,74,58,47,72,61,23,5,393,408,875,1727,1445,1477,1485,685,239,59,8398
POA2559,0,0,8,5,24,33,24,10,3,110,0,0,3,14,10,16,4,3,0,53,65,59,71,71,78,57,41,4,0,456,197,264,377,343,333,243,162,42,8,1960
POA2560,30,41,122,182,320,636,698,394,156,2581,4,3,30,51,66,115,100,87,22,480,277,368,719,674,578,650,725,387,191,4562,2526,5683,11288,9997,9193,8849,6627,2645,815,57618
POA2563,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,5,3,23,12,20,40,38,34,41,21,18,10,226
POA2564,3,9,32,54,87,156,178,64,30,615,0,5,9,17,26,27,34,14,3,132,79,73,133,169,157,134,145,79,26,996,485,938,1821,1942,1844,1516,1138,440,120,10246
POA2565,3,4,24,28,54,134,151,103,48,555,0,0,14,10,17,28,20,28,8,132,81,121,250,171,160,172,119,72,47,1188,599,1427,3214,2744,2592,2422,1403,584,227,15212
POA2566,8,16,39,58,123,257,208,124,59,902,3,3,23,25,29,60,40,30,18,228,56,92,205,175,166,234,173,87,42,1224,827,1889,3979,3547,3413,3385,1723,593,217,19584
POA2567,3,9,22,38,87,203,221,120,59,771,0,0,9,16,20,19,15,26,7,103,81,91,194,241,208,152,143,76,32,1211,1355,2469,5020,6303,5419,3557,2052,783,202,27153
POA2568,0,0,0,0,0,0,13,13,5,34,0,0,0,0,0,0,0,3,5,3,0,6,0,4,7,9,9,33,63,132,36,71,101,96,157,125,155,141,81,960
POA2569,0,0,3,8,0,12,8,3,3,29,0,0,0,0,0,0,0,0,0,3,0,12,9,11,21,18,16,4,0,87,44,68,131,166,218,232,128,48,14,1043
POA2570,3,6,28,32,66,204,252,177,145,909,0,5,8,11,13,16,24,13,7,87,119,108,269,286,245,252,312,291,323,2209,1137,2359,5907,5738,4747,4314,3145,1505,804,29661
POA2571,5,3,5,3,27,63,64,40,16,233,0,0,0,3,8,3,3,4,0,20,42,34,77,89,114,98,57,50,11,576,384,683,1516,1677,1734,1411,837,314,90,8655
POA2572,0,0,6,3,7,25,45,41,24,150,0,0,0,3,0,3,4,3,0,15,7,13,46,41,43,41,53,74,72,392,150,230,483,531,611,560,459,233,157,3420
POA2573,0,0,3,11,18,40,53,46,24,188,0,0,0,3,0,4,9,4,0,22,26,22,45,50,58,57,46,39,12,352,170,327,648,651,631,606,455,244,71,3809
POA2574,0,3,6,12,12,39,64,36,19,194,0,0,0,0,0,3,7,3,3,17,11,22,52,42,43,58,54,40,16,341,171,304,613,786,784,712,553,291,82,4317
POA2575,8,6,19,19,23,80,123,87,38,404,0,0,3,3,7,4,5,5,10,40,65,39,98,118,187,150,211,138,122,1130,464,736,1602,1796,2167,2033,1827,935,305,11868
POA2576,0,0,6,15,12,28,65,94,81,304,0,0,0,0,6,3,7,6,3,27,39,30,35,89,118,122,161,183,98,879,266,414,736,1233,1685,1802,2428,1623,658,10840
POA2577,5,0,5,19,39,99,111,98,60,441,0,0,0,6,3,9,7,9,5,37,46,50,123,154,189,200,250,126,37,1176,377,623,1416,1681,2125,2256,2193,988,331,11990
POA2578,0,0,0,3,7,8,10,17,14,52,0,0,3,0,0,0,0,0,0,4,3,3,0,17,21,33,29,37,57,199,36,65,128,216,361,445,592,270,112,2224
POA2579,3,3,7,6,16,27,36,30,12,141,3,0,0,0,0,6,3,3,0,18,10,4,14,34,54,49,55,46,17,276,97,157,328,449,588,617,590,280,58,3172
POA2580,8,17,34,61,109,225,384,289,136,1253,0,4,14,10,16,28,18,18,5,116,128,203,449,418,405,370,458,345,268,3038,828,1625,3475,3483,4011,3940,3245,1693,742,23048
POA2581,0,0,0,0,11,14,17,20,6,78,0,0,0,0,0,0,3,0,0,7,3,7,11,18,22,17,13,8,3,109,47,90,218,261,342,295,223,94,28,1600
POA2582,0,4,4,16,35,60,87,73,32,315,0,0,0,0,3,10,6,8,3,23,42,42,63,105,143,141,137,118,117,911,296,555,1159,1707,1900,1682,1197,588,263,9347
POA2583,0,0,0,4,15,48,93,91,32,284,0,0,0,0,0,3,0,3,3,14,25,17,38,31,69,72,83,75,45,455,136,180,341,387,644,712,625,393,138,3554
POA2584,0,0,0,0,4,9,8,7,3,24,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,6,5,6,3,39,9,17,60,63,66,83,71,30,13,424
POA2585,0,0,0,0,4,7,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,22,6,5,19,25,30,36,35,12,3,171
POA2586,0,0,8,3,16,33,30,27,19,140,0,0,0,0,0,0,3,4,0,12,12,18,13,19,39,41,42,32,21,224,70,132,199,261,389,438,388,163,67,2096
