POA_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
POA2121,1900,5411,1044,1032,1956,1070,298,615,236,13563
POA2122,1807,4970,1373,1157,2093,1261,392,849,277,14163
POA2123,0,0,0,0,0,0,0,0,0,0
POA2125,1588,2930,642,547,1294,739,150,278,147,8325
POA2126,1596,3283,690,673,1548,837,199,387,132,9350
POA2127,1488,2683,645,598,1262,659,197,266,151,7964
POA2128,135,217,180,102,185,87,88,84,25,1104
POA2129,0,0,0,0,0,0,0,0,0,0
POA2130,575,1676,340,343,563,308,95,211,70,4179
POA2131,1266,3766,1295,1372,1640,1030,464,1163,238,12225
POA2132,689,1681,461,434,730,455,170,305,103,5024
POA2133,677,1430,646,482,861,537,263,377,85,5359
POA2134,763,2058,717,775,906,809,241,692,216,7187
POA2135,1451,4233,1261,1088,1671,1246,360,1045,333,12681
POA2136,426,1008,421,319,589,332,184,246,72,3606
POA2137,2386,4104,1265,996,2122,1227,359,645,277,13377
POA2138,1575,3649,836,711,1441,905,223,396,191,9925
POA2139,0,7,0,0,0,0,0,0,0,12
POA2140,789,2469,899,785,1052,750,390,828,216,8178
POA2141,1081,2615,2111,1212,1623,1100,925,1779,446,12898
POA2142,847,2124,1492,1165,1407,1012,951,1445,303,10741
POA2143,328,653,506,333,526,324,325,496,101,3585
POA2144,901,1929,2683,1488,1289,1478,1301,2531,484,14075
POA2145,3792,9576,3958,2914,5887,3016,2543,2820,742,35250
POA2146,801,1945,1033,771,1455,652,617,767,184,8223
POA2147,1790,3501,2393,1598,2821,1502,1420,1568,354,16944
POA2148,2428,4757,3941,2939,4489,2606,3344,3319,612,28432
POA2150,1543,5429,1383,1224,2048,1303,900,1289,360,15470
POA2151,1266,3056,1073,865,1635,794,489,523,177,9878
POA2152,724,1703,580,444,840,411,286,310,117,5415
POA2153,4410,8576,2975,2286,4745,2538,932,1332,503,28289
POA2154,3609,5997,1773,1486,2928,1900,474,796,311,19267
POA2155,4812,7844,3057,2390,4811,2956,1069,1444,502,28889
POA2156,1367,1574,785,479,1056,651,182,308,116,6516
POA2157,384,327,334,139,266,163,84,155,34,1875
POA2158,840,1082,496,336,650,397,115,237,78,4222
POA2159,449,570,380,196,360,218,77,169,49,2475
POA2160,1245,2249,2239,1409,2052,1362,1259,1594,384,13795
POA2161,895,1497,1896,1115,1595,939,1080,1194,348,10567
POA2162,543,1051,983,723,986,605,709,785,190,6585
POA2163,134,312,414,310,354,215,371,454,82,2654
POA2164,605,1021,1178,715,1173,687,890,841,183,7287
POA2165,879,1767,2022,1372,1770,1301,1637,2072,445,13250
POA2166,1217,2207,2405,2137,2002,1733,2534,3640,632,18505
POA2167,369,1009,551,468,735,338,418,411,80,4379
POA2168,1043,1842,2305,1624,2234,1434,2139,2316,489,15423
POA2170,3770,6987,5947,4149,6388,3664,4387,4380,1002,40669
POA2171,1830,2987,2386,1402,2865,1696,1499,1391,370,16418
POA2172,259,385,200,155,263,120,57,75,26,1536
POA2173,872,1676,1094,1023,1404,625,494,480,129,7785
POA2174,120,251,124,92,149,103,102,81,30,1047
POA2175,126,107,145,58,148,78,77,68,19,827
POA2176,1895,3243,2929,1729,3225,1952,1931,2219,503,19634
POA2177,471,865,970,566,898,615,834,844,125,6197
POA2178,372,233,336,137,327,166,179,180,50,1980
POA2179,467,382,442,200,420,249,288,244,73,2769
POA2190,861,1532,1319,828,1302,971,775,853,203,8641
POA2191,337,555,394,244,486,282,157,243,64,2766
POA2192,433,880,727,627,778,516,465,672,134,5220
POA2193,978,2109,913,729,1131,662,341,678,127,7666
POA2194,885,1783,1635,1347,1269,1190,828,1743,303,10986
POA2195,588,1321,1118,1189,932,1058,1329,1440,314,9289
POA2196,1107,1846,1764,1238,1703,1274,1206,1329,298,11767
POA2197,296,537,514,346,520,328,320,339,90,3291
POA2198,443,652,496,340,601,391,274,259,87,3537
POA2199,547,1065,962,681,1012,636,654,755,158,6474
POA2200,1351,2745,2163,1909,2090,1647,1577,1956,428,15866
POA2203,1118,2659,699,647,1054,583,227,397,103,7486
POA2204,1850,4747,1469,1316,1788,1078,477,955,234,13902
POA2205,1193,2600,1075,995,1421,963,549,1071,224,10081
POA2206,1276,2274,1061,750,1370,822,439,583,169,8740
POA2207,1508,2911,1585,1165,2034,1197,883,1070,259,12616
POA2208,677,1238,726,421,980,524,360,467,137,5521
POA2209,735,1614,857,706,1095,644,484,591,163,6892
POA2210,1568,2914,1708,1299,2138,1310,833,1069,283,13133
POA2211,879,1648,1077,681,1445,696,558,599,139,7725
POA2212,829,1442,1023,720,1299,605,500,583,149,7153
POA2213,1297,2197,1466,953,1955,978,601,660,181,10288
POA2214,217,331,320,186,415,166,127,118,25,1905
POA2216,1512,2803,1772,1547,1921,1488,913,1799,304,14063
POA2217,1431,3381,1519,1427,1900,1325,721,1356,241,13312
POA2218,842,1895,953,865,1186,891,507,864,162,8157
POA2219,963,1389,713,516,1093,689,323,385,126,6193
POA2220,1552,3518,1799,1593,2065,1650,748,1589,329,14837
POA2221,1237,2080,745,631,1237,810,325,415,151,7633
POA2222,645,1567,742,703,988,635,329,599,138,6343
POA2223,1469,3146,1100,953,1765,942,432,617,153,10574
POA2224,1154,1447,781,545,1094,664,304,346,120,6450
POA2225,513,796,307,234,467,230,69,124,44,2777
POA2226,951,1821,732,642,1054,501,200,310,92,6296
POA2227,1239,1734,1036,822,1311,733,244,379,116,7625
POA2228,1204,2041,1160,957,1426,932,418,535,151,8830
POA2229,2268,3409,1886,1543,2318,1399,510,726,255,14315
POA2230,2601,3995,2062,1813,2394,1406,551,823,238,15882
POA2231,131,159,221,119,171,97,79,102,23,1101
POA2232,2273,4369,2308,1794,2832,1510,681,913,289,16963
POA2233,1937,3180,2490,1787,2696,1369,641,899,191,15189
POA2234,2621,4058,2154,1540,2999,1827,632,901,266,17005
POA2250,3637,6528,4228,3514,4391,3047,1529,2949,494,30316
POA2251,1831,3384,2227,1796,2010,1518,567,1161,216,14712
POA2256,646,1151,890,726,864,605,321,631,132,5963
POA2257,1282,2123,1825,1460,1685,1131,629,1205,233,11574
POA2258,326,548,376,275,413,238,169,215,31,2599
POA2259,2580,3488,4020,3160,3289,2777,1978,2961,456,24693
POA2260,1680,3101,1510,1294,1554,1113,294,698,159,11410
POA2261,2346,3665,3836,2861,2993,2652,1402,2463,377,22603
POA2262,698,878,1395,1168,995,933,814,1162,156,8197
POA2263,745,1156,1497,1176,1058,983,781,1150,147,8688
POA2264,503,975,953,640,713,478,412,629,96,5400
POA2265,197,528,382,225,310,179,161,281,35,2308
POA2267,116,208,187,125,136,90,81,107,17,1069
POA2278,82,118,280,138,188,135,149,175,24,1276
POA2280,1224,2350,1928,1374,1701,1181,673,1068,131,11634
POA2281,611,964,1006,688,770,583,401,625,88,5736
POA2282,775,1733,906,742,1089,690,313,492,67,6806
POA2283,928,1735,1484,1138,1249,928,703,978,164,9323
POA2284,396,757,725,581,572,481,400,495,71,4489
POA2285,1316,2532,2369,1618,2235,1550,1103,1444,221,14390
POA2286,122,229,340,214,212,170,196,230,18,1727
POA2287,1416,3473,2464,1914,2287,1605,1174,1670,248,16253
POA2289,1069,2646,1249,961,1385,873,371,661,132,9350
POA2290,1550,3603,2313,1728,2204,1529,799,1289,200,15210
POA2291,961,2530,744,793,853,575,189,362,89,7093
POA2292,123,338,174,167,189,127,57,115,12,1291
POA2293,166,466,150,187,189,103,38,83,27,1416
POA2294,101,310,130,120,132,68,54,80,14,1011
POA2295,266,552,432,314,355,173,190,239,44,2561
POA2296,109,304,141,159,125,72,29,76,10,1024
POA2297,67,256,98,122,78,48,34,67,21,793
POA2298,325,1054,545,615,563,456,259,398,52,4269
POA2299,407,1241,646,668,574,487,255,452,64,4796
POA2300,752,2411,553,680,647,403,118,239,81,5884
POA2302,32,100,30,24,42,27,12,14,10,284
POA2303,538,1377,421,541,523,381,140,276,53,4250
POA2304,590,1729,934,925,903,681,418,719,92,6994
POA2305,682,1938,689,646,876,548,221,384,95,6067
POA2306,39,46,107,99,67,85,77,203,22,741
POA2307,99,262,269,209,193,189,159,228,24,1628
POA2308,14,84,6,169,21,113,14,46,0,460
POA2311,85,40,57,25,45,23,32,65,11,365
POA2312,59,67,93,68,57,52,61,68,8,532
POA2314,24,14,26,51,6,0,6,0,0,120
POA2315,675,949,903,764,682,630,236,570,90,5492
POA2316,287,374,434,325,261,277,170,263,26,2419
POA2317,269,349,369,290,278,269,125,229,48,2233
POA2318,604,798,1027,676,775,497,482,529,103,5497
POA2319,190,228,421,337,289,235,239,292,49,2282
POA2320,1618,2498,2689,1687,1976,1614,1620,1562,235,15503
POA2321,746,1123,1255,730,900,658,720,632,90,6857
POA2322,706,1029,1407,899,1158,833,870,1243,117,8268
POA2323,1058,2099,1858,1267,1478,1089,945,1229,175,11211
POA2324,849,1116,1563,1032,1149,920,921,1163,142,8857
POA2325,1014,1195,1786,1314,1112,1123,1294,1444,173,10451
POA2326,192,273,476,327,307,284,412,478,43,2796
POA2327,164,253,588,350,322,298,369,476,52,2876
POA2328,153,83,201,87,132,66,200,164,22,1112
POA2329,212,82,90,78,85,58,113,142,12,875
POA2330,993,1145,1706,856,1037,760,1712,968,153,9331
POA2331,24,12,0,259,6,0,0,0,8,314
POA2333,459,627,1143,514,559,472,1012,685,83,5550
POA2334,89,108,274,131,121,104,194,157,26,1205
POA2335,323,370,590,260,354,248,472,300,39,2959
POA2336,154,105,226,85,120,96,196,174,15,1179
POA2337,571,517,632,267,351,262,432,591,53,3673
POA2338,106,62,99,55,33,28,72,101,10,566
POA2339,92,21,25,22,27,11,36,51,8,288
POA2340,2651,4004,3103,2312,2664,2207,1421,3019,338,21724
POA2341,47,48,64,65,35,47,78,76,6,466
POA2342,76,30,23,19,18,7,19,44,5,238
POA2343,449,256,230,220,199,141,239,294,37,2061
POA2344,98,57,62,24,46,39,26,41,4,388
POA2345,62,48,52,36,46,28,35,49,14,360
POA2346,204,115,137,119,110,83,121,172,18,1087
POA2347,216,71,59,65,55,46,24,116,7,647
POA2350,1478,2819,1245,1303,1399,1060,391,1156,136,10986
POA2351,8,20,0,46,15,49,7,23,4,179
POA2352,130,181,223,147,139,114,95,189,30,1246
POA2353,50,57,82,38,53,42,52,68,5,438
POA2354,573,188,170,106,147,103,90,253,19,1648
POA2355,66,33,38,28,26,12,20,54,3,275
POA2356,14,4,7,3,4,0,8,10,0,41
POA2357,302,246,169,208,143,115,87,184,26,1489
POA2358,282,225,233,160,207,136,83,245,21,1607
POA2359,74,23,23,33,26,8,18,44,13,257
POA2360,771,833,800,678,558,631,326,928,134,5652
POA2361,101,26,29,35,18,12,20,53,5,302
POA2365,441,173,187,116,174,118,95,284,21,1614
POA2369,33,18,30,38,19,31,22,65,8,253
POA2370,553,375,362,348,316,257,179,390,55,2841
POA2371,119,42,34,34,27,27,31,52,17,369
POA2372,386,208,214,181,186,156,133,254,45,1763
POA2379,87,14,15,5,10,5,7,20,0,165
POA2380,648,650,634,439,480,398,675,530,86,4538
POA2381,129,49,64,43,39,17,75,101,12,529
POA2382,123,52,79,43,53,21,94,80,5,541
POA2386,78,14,3,9,6,0,22,18,3,160
POA2387,48,4,4,3,11,0,8,18,0,103
POA2388,260,124,111,74,98,92,135,133,32,1058
POA2390,605,590,604,368,445,356,430,486,73,3960
POA2395,57,18,13,16,17,9,10,35,0,176
POA2396,75,43,24,35,20,6,15,54,13,282
POA2397,73,12,6,7,15,4,29,18,3,170
POA2398,60,9,8,7,14,4,14,23,0,130
POA2399,73,18,39,20,19,21,30,33,8,263
POA2400,751,663,557,453,561,369,386,504,78,4321
POA2401,56,21,11,6,19,3,18,21,0,165
POA2402,128,90,80,62,63,47,67,101,25,657
POA2403,107,34,30,24,18,12,19,43,5,287
POA2404,189,78,72,62,60,37,44,89,4,647
POA2405,120,17,14,10,19,3,24,44,9,261
POA2406,103,37,23,38,29,10,41,67,8,347
POA2408,97,4,4,3,16,7,26,32,6,198
POA2409,70,29,13,37,23,16,29,51,3,274
POA2410,53,4,5,8,14,3,11,19,0,116
POA2411,23,5,0,0,4,5,8,18,0,65
POA2415,37,17,25,14,10,9,16,23,3,156
POA2420,242,214,275,166,175,114,144,206,23,1574
POA2421,164,150,150,67,119,60,85,91,15,905
POA2422,397,251,262,194,176,160,193,259,29,1924
POA2423,158,128,182,123,100,101,93,149,30,1061
POA2424,38,18,13,8,19,7,17,24,3,146
POA2425,136,81,121,71,89,55,80,91,16,743
POA2426,33,24,41,32,22,21,28,38,8,251
POA2427,93,129,100,113,90,85,52,106,17,778
POA2428,801,1257,1109,994,814,1000,329,933,142,7380
POA2429,520,486,517,441,359,340,273,576,75,3597
POA2430,1220,2091,1610,1488,1343,1485,701,1496,161,11581
POA2431,193,230,237,209,190,177,83,227,33,1588
POA2439,109,174,178,132,132,106,80,117,10,1031
POA2440,812,1029,994,1103,794,750,526,1040,169,7204
POA2441,241,268,264,197,167,114,136,233,32,1653
POA2443,263,377,390,346,262,262,183,361,46,2492
POA2444,1957,3932,2489,2355,2480,2055,771,1706,249,17992
POA2445,279,528,411,328,315,250,142,258,37,2545
POA2446,622,770,821,622,697,556,428,603,84,5200
POA2447,333,390,385,325,271,229,205,363,42,2544
POA2448,297,465,407,402,307,232,146,394,60,2713
POA2449,99,103,92,129,61,61,53,91,10,698
POA2450,2174,3502,2414,2173,2397,2016,931,2069,320,17997
POA2452,551,1076,816,845,813,741,359,717,88,6007
POA2453,286,120,120,106,100,56,83,184,18,1073
POA2454,384,754,429,379,300,243,142,316,45,2991
POA2455,112,200,159,125,123,95,87,159,12,1080
POA2456,831,1004,822,676,687,479,323,977,106,5901
POA2460,1144,1545,1429,1518,1370,1124,824,1287,175,10424
POA2462,133,97,132,119,89,101,82,98,21,872
POA2463,301,420,375,334,308,290,197,356,44,2626
POA2464,263,466,361,295,243,221,89,254,33,2230
POA2465,15,14,28,15,10,6,10,18,0,119
POA2466,38,41,60,54,27,58,22,78,13,389
POA2469,313,146,127,123,110,74,116,252,23,1282
POA2470,621,599,676,639,653,538,454,1239,105,5520
POA2471,152,97,136,105,115,88,87,164,20,966
POA2472,106,86,120,98,69,57,73,107,17,732
POA2473,122,203,162,170,101,100,76,141,22,1101
POA2474,407,335,293,253,243,189,178,349,43,2297
POA2475,28,8,7,9,10,4,17,21,6,106
POA2476,78,32,31,34,31,19,30,57,4,314
POA2477,703,1127,683,568,642,499,270,552,88,5127
POA2478,1447,2641,1635,1464,1341,1315,491,1216,188,11732
POA2479,470,564,261,246,205,184,70,184,41,2226
POA2480,2186,3830,2456,2344,2367,1968,1016,2312,264,18740
POA2481,897,1326,690,672,474,522,161,459,94,5300
POA2482,299,574,367,274,220,231,111,277,36,2384
POA2483,539,960,742,574,462,436,193,516,76,4487
POA2484,956,1240,1151,852,839,656,544,930,138,7297
POA2485,486,740,817,781,586,612,294,643,83,5042
POA2486,1203,1881,1921,1832,1602,1576,694,1444,207,12357
POA2487,711,1280,784,729,685,566,220,554,87,5619
POA2488,140,316,259,201,157,155,70,194,18,1503
POA2489,296,549,474,385,371,268,132,292,42,2819
POA2490,55,44,51,45,43,30,22,28,7,323
POA2500,1883,5244,2031,2283,2297,1631,733,1351,265,17708
POA2502,259,502,691,494,466,437,390,651,80,3973
POA2505,126,296,315,213,259,173,151,254,34,1822
POA2506,190,338,483,375,366,328,286,414,62,2843
POA2508,570,1132,813,559,665,367,242,321,65,4734
POA2515,804,1928,652,532,644,362,157,257,63,5404
POA2516,416,854,402,388,350,194,113,185,35,2935
POA2517,703,1539,931,807,834,449,355,424,94,6139
POA2518,768,1717,1287,1106,1140,642,563,768,151,8144
POA2519,843,1831,974,862,984,682,400,599,126,7298
POA2522,3,19,0,30,3,23,0,10,3,89
POA2525,613,1376,727,566,722,460,288,367,74,5192
POA2526,721,1617,1164,769,1062,655,466,618,89,7151
POA2527,878,1242,1828,1323,1333,1051,1006,1049,145,9858
POA2528,668,1054,1515,1161,1085,986,835,1122,154,8585
POA2529,1225,2058,2005,1514,1704,1391,937,1104,185,12129
POA2530,1257,1956,2435,1825,2086,1430,1230,1447,217,13892
POA2533,956,1731,1058,815,878,544,375,447,102,6906
POA2534,392,694,359,328,255,181,95,187,32,2523
POA2535,470,645,469,284,328,228,113,232,41,2809
POA2536,723,866,952,841,754,819,326,697,118,6099
POA2537,513,795,727,553,564,451,243,440,73,4362
POA2538,129,188,144,100,89,98,32,87,17,877
POA2539,730,998,1075,823,716,801,324,787,102,6357
POA2540,1889,2696,2986,2357,1919,1707,883,1763,294,16492
POA2541,864,1454,1518,1415,1042,1033,606,1156,149,9240
POA2545,80,39,83,45,47,29,30,66,9,428
POA2546,394,491,467,379,314,320,133,363,44,2900
POA2548,378,464,474,395,333,398,123,329,51,2948
POA2549,225,236,277,189,178,139,109,185,19,1558
POA2550,939,1149,930,766,740,632,381,970,103,6609
POA2551,129,134,210,158,119,139,128,227,18,1259
POA2555,22,9,9,3,11,5,17,11,0,81
POA2556,148,134,232,81,192,102,171,109,31,1197
POA2557,645,710,719,347,717,410,422,340,94,4408
POA2558,473,737,839,641,979,589,654,688,123,5732
POA2559,27,44,66,80,57,57,120,129,18,602
POA2560,2959,4968,4829,3782,5277,3394,3837,3650,676,33378
POA2563,11,16,29,19,18,9,17,15,0,126
POA2564,292,742,653,628,812,464,726,744,105,5165
POA2565,874,1625,1167,941,1579,819,964,920,161,9049
POA2566,993,1671,1772,1401,1949,1220,1595,1371,244,12208
POA2567,2455,3364,2980,2177,3397,2191,1667,1587,355,20174
POA2568,77,106,102,37,83,36,25,44,10,514
POA2569,65,123,126,63,99,47,81,50,14,668
POA2570,2692,3849,3301,2023,3224,1744,1577,1545,398,20355
POA2571,871,1023,1036,653,939,521,524,510,96,6175
POA2572,234,305,391,195,271,183,186,216,32,2008
POA2573,206,275,391,265,248,229,267,291,32,2206
POA2574,321,324,531,265,363,256,286,314,54,2718
POA2575,876,1226,1272,797,787,726,488,814,103,7084
POA2576,929,1391,624,553,581,541,136,362,80,5209
POA2577,1041,1231,1108,732,767,608,465,812,125,6884
POA2578,129,234,158,115,139,89,46,87,20,1012
POA2579,251,311,297,177,185,141,160,222,24,1757
POA2580,1619,1878,1781,1940,1541,1233,1025,1464,215,12686
POA2581,293,168,135,99,139,43,57,107,18,1068
POA2582,1158,1244,781,689,932,432,295,506,139,6172
POA2583,493,224,302,204,185,115,129,231,34,1919
POA2584,53,38,38,22,24,17,12,34,3,241
POA2585,31,10,13,5,8,3,7,12,0,87
POA2586,306,115,167,95,119,74,65,170,16,1129
POA2587,268,125,150,117,124,69,88,179,15,1144
POA2588,50,13,13,7,13,4,3,12,5,117
POA2590,377,384,371,316,298,217,176,469,42,2640
POA2594,820,604,680,476,515,542,295,753,70,4755
POA2619,1177,1267,550,524,1076,433,107,221,113,5469
POA2620,2771,3872,2858,2238,3696,1642,1039,1633,464,20214
POA2621,658,699,466,268,601,191,117,164,63,3230
POA2622,390,315,217,133,194,110,109,160,50,1679
POA2623,41,42,53,30,41,11,25,32,11,285
POA2625,70,21,16,35,15,14,10,21,0,209
POA2626,54,33,39,30,35,11,12,29,5,256
POA2627,467,352,428,380,278,308,139,313,49,2720
POA2628,213,105,151,115,105,76,62,119,27,962
POA2629,61,9,32,25,20,17,9,33,4,210
POA2630,626,621,508,473,490,398,246,450,55,3863
POA2631,85,29,25,14,26,19,10,38,9,248
POA2632,164,94,109,76,80,55,117,116,22,828
POA2633,48,17,17,16,13,5,18,27,3,163
POA2640,2128,3836,2380,1978,2254,1743,939,1510,223,16983
POA2641,464,706,1007,847,772,768,607,831,112,6118
POA2642,575,315,345,195,260,174,153,244,32,2283
POA2643,151,121,180,104,131,100,105,165,19,1069
POA2644,264,122,111,111,101,88,79,155,19,1042
POA2645,38,14,14,8,10,13,13,29,0,139
POA2646,506,331,387,276,261,247,225,530,47,2813
POA2647,150,89,164,103,90,78,63,118,17,863
POA2648,255,97,95,76,84,59,74,164,30,926
POA2649,0,0,3,0,0,0,3,3,0,8
POA2650,3257,5539,4153,3233,3411,2856,1443,2795,336,27026
POA2651,103,139,316,191,130,91,103,131,23,1217
POA2652,654,210,283,195,205,128,202,281,42,2205
POA2653,201,91,119,124,89,69,140,193,15,1042
POA2655,126,83,76,62,50,39,49,57,11,560
POA2656,178,62,52,54,57,22,48,51,14,533
POA2658,141,57,58,45,66,30,53,47,8,513
POA2659,110,42,42,30,55,18,30,52,6,386
POA2660,144,85,96,73,65,39,54,101,6,656
POA2661,35,80,22,265,19,8,7,0,11,441
POA2663,201,187,220,254,195,136,182,350,24,1755
POA2665,392,96,73,52,73,42,54,90,11,887
POA2666,499,335,335,241,260,222,168,278,30,2368
POA2668,50,14,19,3,12,8,5,26,3,133
POA2669,358,63,67,41,53,18,53,96,13,764
POA2671,308,217,272,149,184,145,233,213,39,1770
POA2672,129,72,67,53,59,50,29,80,10,549
POA2675,205,61,84,64,72,25,90,161,4,763
POA2678,0,15,0,58,9,26,3,23,0,131
POA2680,1670,1453,1495,978,1276,1158,735,1944,188,10904
POA2681,147,91,114,55,100,81,64,151,19,839
POA2700,322,240,263,203,202,138,168,355,30,1922
POA2701,213,156,130,118,105,85,71,99,18,992
POA2702,53,35,43,25,25,19,17,30,7,261
POA2703,34,36,41,18,21,21,39,74,0,283
POA2705,692,587,605,362,491,335,403,829,99,4411
POA2706,79,37,51,52,50,27,56,118,11,485
POA2707,242,72,56,49,67,19,53,86,15,659
POA2710,796,606,564,472,491,365,340,611,81,4319
POA2711,340,130,186,129,144,112,169,265,35,1518
POA2712,136,60,67,50,50,35,52,74,13,530
