POA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA2113,3,18,257,1452,1234,409,98,58,3525,3,19,84,161,13,0,0,11,287,3,40,247,360,101,4,3,13,773,3,58,336,526,118,5,8,23,1068,4,101,106,35,0,0,0,7,250,0,92,551,35,3,0,0,19,708,8,261,638,39,0,0,0,11,949,0,0,0,0,0,0,0,0,4,10,450,1298,107,4,0,0,31,1910,4,4,0,0,0,0,0,0,15,0,0,4,5,3,0,0,3,17,28,528,1897,2091,1355,417,105,113,6528
POA2114,3,32,411,1685,1151,346,108,78,3811,0,13,134,315,23,5,0,12,508,0,20,41,83,44,8,4,12,210,0,32,174,399,66,8,3,26,715,0,62,121,71,10,0,0,9,267,20,413,894,23,0,0,0,30,1383,21,674,1578,317,13,0,0,27,2627,0,3,4,0,0,0,0,0,4,33,1153,2595,408,25,0,3,66,4285,0,6,21,10,0,0,0,3,44,0,3,4,3,3,0,0,6,19,40,1224,3212,2510,1249,358,111,168,8874
POA2115,7,17,314,1196,598,165,51,50,2398,14,38,66,132,10,0,0,4,261,0,10,83,266,191,19,0,12,579,13,44,150,394,200,21,0,10,838,23,44,7,18,6,0,0,3,97,18,29,27,11,8,0,0,3,103,0,0,35,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,44,78,72,31,9,0,0,10,241,0,0,9,6,0,0,0,0,16,0,3,5,0,12,0,0,0,19,57,147,559,1628,820,178,48,66,3508
POA2116,4,13,220,612,314,75,19,29,1296,0,39,3,22,3,0,0,7,78,0,51,71,465,97,8,0,12,706,0,96,74,484,103,8,0,13,780,12,34,5,3,0,0,0,3,65,0,9,49,33,0,0,0,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,40,59,40,0,0,0,7,161,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,6,19,157,356,1144,420,83,19,49,2244
POA2117,11,32,327,1623,1233,413,99,81,3823,27,100,68,150,3,0,0,19,360,22,101,484,891,406,31,5,37,1980,51,204,555,1036,412,36,5,48,2340,3,25,90,26,5,0,0,8,161,3,21,274,135,3,0,0,12,451,0,110,192,12,4,0,0,18,335,0,0,0,3,0,0,0,0,3,12,153,558,183,17,0,0,39,955,0,5,10,5,0,0,0,0,22,0,3,3,7,4,3,0,4,25,67,401,1455,2851,1668,449,107,176,7164
POA2118,0,34,168,1809,2211,677,160,72,5142,0,11,13,90,10,0,0,0,128,0,11,120,647,121,20,0,17,935,0,19,134,730,134,22,4,19,1064,0,85,163,28,0,0,3,18,296,0,5,126,28,3,0,0,3,163,0,99,641,289,4,0,0,11,1048,0,0,4,0,0,0,0,0,11,0,195,927,344,8,0,3,35,1517,0,0,0,3,0,0,0,0,7,0,4,8,3,3,3,0,9,28,5,254,1242,2894,2357,704,164,139,7757
POA2119,0,9,114,1003,1442,587,134,30,3319,0,0,22,20,0,0,0,0,42,0,0,3,57,15,0,0,0,85,0,0,29,71,19,0,0,0,123,0,7,31,8,0,0,0,4,49,0,12,58,13,0,0,0,0,81,0,0,42,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,0,14,131,22,0,0,0,3,176,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,0,33,275,1098,1463,587,133,36,3625
POA2120,4,51,242,1868,2397,649,125,85,5422,0,42,85,85,5,0,0,3,224,0,16,65,398,70,9,0,5,564,0,60,149,482,79,9,0,9,789,5,38,12,21,3,0,0,0,80,0,18,97,16,0,0,0,3,132,13,54,58,13,0,0,0,3,136,0,4,3,0,0,0,0,5,9,17,113,174,48,3,0,0,7,360,0,0,5,4,0,0,0,0,9,0,0,3,3,7,0,0,8,22,26,223,571,2401,2491,657,126,110,6600
POA2121,8,29,303,1979,2323,760,196,84,5684,14,12,61,159,18,0,0,5,263,0,16,111,360,218,26,3,36,758,14,32,166,513,234,27,3,40,1022,0,53,39,18,8,0,0,6,125,4,47,892,314,11,0,0,26,1292,6,61,826,202,3,0,0,12,1114,0,0,0,3,0,0,0,0,4,6,167,1756,538,18,0,0,43,2535,0,0,0,3,0,0,0,0,5,0,5,0,8,3,3,0,0,23,23,230,2231,3038,2582,794,203,168,9272
POA2122,7,28,300,1653,1738,765,292,103,4888,14,49,249,484,38,4,4,18,866,6,186,1281,630,187,41,4,48,2395,18,239,1531,1116,225,49,7,65,3257,7,32,152,23,0,0,0,5,219,3,176,1256,238,13,4,0,71,1765,3,73,271,47,7,0,0,9,409,0,0,7,3,0,0,0,0,7,14,279,1674,314,19,10,3,90,2394,0,6,8,14,0,0,0,4,42,0,11,37,11,4,3,6,14,77,41,565,3555,3108,1990,820,301,283,10663
POA2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2125,0,17,60,831,2356,1071,230,47,4609,0,12,24,14,3,0,0,4,61,0,43,20,162,72,3,0,6,304,0,54,40,179,74,3,0,13,366,0,7,27,25,0,0,0,3,66,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,8,43,28,0,0,0,3,80,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,4,3,84,150,1034,2435,1074,230,61,5070
POA2126,0,17,40,637,3112,715,111,54,4677,0,22,47,79,6,3,0,0,161,0,3,39,606,97,7,0,0,761,0,22,92,684,108,9,0,3,921,0,34,127,3,0,0,0,13,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,34,132,3,0,0,0,13,185,0,0,0,3,0,0,0,0,6,0,0,3,3,9,0,0,0,9,0,74,266,1335,3224,722,110,67,5797
POA2127,0,0,9,277,361,3,0,4,655,0,0,0,0,0,0,0,0,0,0,0,14,339,56,0,0,3,415,0,0,14,339,56,0,0,3,415,0,0,0,4,0,0,0,0,4,0,22,194,78,0,0,0,4,296,6,1215,2364,465,17,0,0,79,4152,0,0,0,0,0,0,0,0,0,6,1235,2558,549,20,0,0,85,4454,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,13,6,1240,2586,1168,441,9,0,88,5531
POA2128,0,3,65,118,31,14,5,5,246,0,0,0,0,0,0,0,0,4,0,0,29,90,18,0,0,3,142,0,3,32,93,18,0,0,3,146,0,0,17,13,0,0,0,3,34,0,0,50,13,0,0,0,0,65,15,79,140,40,3,0,0,5,286,0,0,0,0,0,0,0,0,0,15,81,212,67,3,0,0,12,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,86,306,276,56,15,5,21,770
POA2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2130,0,7,75,239,181,40,10,10,565,0,11,105,120,21,4,0,6,264,0,28,59,87,28,3,0,0,198,0,34,163,211,46,5,0,4,462,16,267,600,90,11,5,3,17,1011,8,139,501,28,0,0,0,12,692,0,28,95,11,0,0,0,4,137,0,0,3,0,0,0,0,0,3,26,442,1191,126,11,10,3,30,1837,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,5,7,23,484,1429,577,237,57,11,54,2879
POA2131,8,23,221,906,561,145,67,43,1983,0,14,198,111,16,9,3,3,349,3,8,137,125,38,3,0,7,325,3,25,334,240,55,9,5,7,676,26,335,974,189,26,5,11,57,1622,51,437,2291,291,18,0,7,83,3180,17,146,507,151,3,0,0,27,848,0,11,6,0,0,0,0,3,15,95,917,3780,627,53,8,15,175,5671,3,9,13,11,5,0,0,4,42,0,8,11,3,4,0,8,145,179,102,981,4357,1788,671,166,94,375,8546
POA2132,6,21,195,896,588,158,59,29,1952,5,10,194,95,15,0,0,11,323,0,6,28,77,69,20,14,7,221,5,14,225,172,88,19,14,12,545,12,95,183,53,5,0,3,11,368,4,24,147,32,3,0,0,6,203,3,60,200,58,7,0,0,3,341,0,0,3,0,0,0,0,0,9,16,175,542,146,12,3,9,26,923,0,9,11,10,3,0,0,0,32,0,4,7,0,0,0,0,0,19,22,225,972,1215,695,180,79,73,3472
POA2133,0,14,204,963,398,96,16,38,1735,0,0,160,118,21,8,0,9,313,4,20,147,235,254,105,21,14,796,4,21,310,355,280,110,23,18,1112,5,149,375,31,6,0,0,13,575,0,21,244,10,0,0,0,0,287,0,12,93,0,0,0,0,0,111,0,3,0,3,0,0,0,0,6,4,183,721,46,9,0,0,13,973,0,3,5,3,0,3,0,0,17,0,0,4,4,8,0,0,3,20,12,218,1237,1361,690,216,42,82,3856
POA2134,7,24,119,560,410,170,74,49,1417,0,24,75,101,14,5,3,7,227,0,10,37,123,99,44,25,11,346,0,35,109,219,109,48,28,15,567,14,70,239,51,10,0,3,15,412,10,86,612,167,7,0,0,27,910,21,385,1103,308,23,8,3,52,1899,0,5,4,0,0,0,0,0,11,51,550,1961,528,41,12,4,94,3229,3,7,7,3,5,0,0,3,21,0,14,13,9,0,0,0,11,46,62,623,2208,1315,566,230,112,174,5285
POA2135,3,26,184,1013,1285,893,312,85,3797,6,8,40,30,8,3,0,3,96,0,7,75,128,48,4,7,10,288,6,12,113,153,55,14,7,13,385,35,95,231,74,4,0,4,72,514,9,112,826,180,5,3,0,89,1227,8,238,1245,274,13,0,0,69,1853,0,0,4,0,0,0,0,0,9,51,444,2309,525,27,3,8,233,3599,0,3,17,5,3,0,0,0,36,0,4,9,8,0,0,0,0,32,68,492,2639,1713,1371,910,326,330,7844
POA2136,4,9,148,605,347,124,31,25,1296,0,3,54,53,11,0,0,0,129,5,42,60,164,93,35,13,8,412,5,38,114,217,102,33,15,14,543,0,4,98,17,0,0,0,0,119,0,21,247,27,0,0,0,4,309,0,13,110,16,0,0,0,0,140,0,0,3,0,0,0,0,0,4,0,45,456,56,4,0,0,10,572,0,4,0,0,0,0,0,0,15,0,3,3,3,3,0,0,3,15,11,98,727,886,457,164,50,47,2438
POA2137,5,17,430,1889,1386,462,98,81,4367,0,44,101,58,15,3,0,3,234,0,23,88,427,91,4,0,12,659,4,73,189,488,109,5,0,22,888,10,65,281,220,9,0,0,5,599,0,51,605,345,11,0,5,22,1041,0,330,947,770,52,0,0,38,2137,0,0,4,4,0,0,0,0,13,11,447,1846,1346,66,3,3,65,3793,0,18,76,37,14,3,0,0,150,4,5,13,9,3,0,0,3,41,26,569,2558,3766,1578,477,106,170,9238
POA2138,0,17,183,787,522,182,48,41,1776,0,0,13,13,3,0,0,0,27,0,13,81,278,30,8,0,14,412,0,13,94,289,28,8,0,14,442,0,55,76,31,6,0,0,3,168,0,18,170,66,0,0,0,4,255,16,1041,2926,592,13,0,0,81,4672,0,0,0,0,0,0,0,0,0,18,1121,3165,687,17,0,3,85,5098,0,0,4,4,0,0,0,0,12,0,0,0,3,0,0,0,0,11,21,1152,3450,1764,578,189,51,139,7335
POA2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2140,0,13,77,283,201,90,34,18,722,4,3,13,19,3,0,0,0,38,0,0,71,104,47,0,0,0,220,4,5,79,117,51,0,0,3,262,10,73,456,55,13,3,5,50,664,3,115,1038,155,26,3,0,22,1358,4,183,1334,337,29,39,0,58,1969,0,0,0,0,0,0,0,0,0,16,370,2829,553,67,45,5,128,4001,0,7,34,33,3,0,0,6,85,0,9,36,23,4,0,0,14,94,23,402,3057,1009,327,131,41,172,5161
POA2141,17,65,581,1908,1222,458,110,145,4514,3,23,54,96,34,3,0,10,219,6,18,197,767,252,49,9,37,1331,6,39,254,864,284,49,9,42,1550,16,93,436,65,22,0,0,22,659,3,26,394,128,3,0,0,33,578,4,33,804,178,4,0,0,22,1048,0,3,7,3,0,0,0,0,12,23,160,1638,372,28,4,0,74,2297,0,13,28,8,5,0,0,4,68,0,8,9,4,6,0,0,26,55,48,283,2509,3159,1546,521,120,294,8479
POA2142,10,54,563,1655,725,183,75,111,3378,23,45,69,63,7,0,0,19,223,3,66,136,404,83,12,10,18,735,25,112,199,468,97,12,10,42,957,52,156,767,55,4,3,0,43,1082,9,76,1147,128,4,0,0,54,1417,37,252,705,190,6,3,0,27,1216,0,3,5,3,0,0,0,0,15,97,486,2630,378,17,3,3,127,3732,0,3,10,11,6,0,0,3,37,9,23,11,11,0,3,0,8,61,138,666,3416,2521,845,204,88,291,8164
POA2143,0,22,297,820,481,157,53,48,1875,3,3,30,29,3,0,0,0,69,0,9,25,61,46,4,0,3,155,3,13,55,91,49,4,0,3,218,17,73,122,14,7,0,0,15,250,0,3,63,27,0,0,0,3,96,0,4,122,72,0,0,0,5,203,0,0,4,3,3,0,0,0,9,14,86,316,118,11,3,0,26,565,0,8,4,8,4,0,0,0,26,0,3,6,3,3,0,0,5,17,23,122,678,1042,542,162,54,77,2705
POA2144,19,64,676,1943,1180,365,131,172,4559,0,16,87,50,3,0,0,20,186,3,43,116,493,126,19,9,32,836,6,60,201,549,130,15,9,50,1021,12,119,1199,167,15,4,6,95,1614,17,84,747,286,8,0,0,61,1195,20,104,716,402,33,0,0,63,1343,0,6,20,6,0,0,0,6,40,53,312,2681,861,54,4,4,222,4197,0,5,22,31,8,5,4,5,86,0,11,12,4,3,0,0,15,54,80,459,3598,3390,1377,399,150,468,9919
POA2145,10,109,995,6913,4239,1125,242,288,13911,14,140,951,725,93,9,3,69,2005,4,145,565,1481,699,102,18,64,3085,17,287,1517,2213,785,110,19,139,5085,11,183,1254,184,10,0,3,64,1701,8,85,1871,307,15,4,0,59,2352,4,108,1410,257,0,0,0,38,1821,0,14,13,8,0,0,0,5,39,22,390,4550,749,33,4,3,167,5913,0,3,8,36,33,3,0,3,84,0,12,23,27,18,5,0,31,119,53,799,7092,9936,5107,1244,268,628,25119
POA2146,5,33,238,2096,1070,307,59,95,3904,0,41,201,180,17,3,0,11,454,3,19,142,442,140,18,3,17,786,3,60,344,625,161,22,3,31,1238,0,12,119,26,0,0,0,10,156,0,3,96,18,0,0,0,0,121,0,6,127,12,0,0,0,0,140,0,4,3,0,0,0,0,3,5,0,21,341,53,0,0,0,12,426,0,0,0,0,0,0,0,0,4,0,11,9,4,5,0,0,4,37,7,121,930,2779,1242,328,63,140,5611
POA2147,15,108,898,5686,3083,706,155,266,10912,3,55,49,42,6,0,0,18,170,0,112,144,298,98,6,0,26,688,3,165,184,342,103,9,0,38,858,80,103,26,4,3,0,0,10,233,0,0,3,3,0,0,0,0,9,0,7,8,3,0,0,0,0,21,0,3,0,0,0,0,0,0,9,80,119,41,10,6,0,0,10,269,0,12,24,13,3,0,0,0,52,0,7,7,9,0,3,0,7,32,104,409,1157,6062,3196,712,157,322,12118
POA2148,26,183,1261,7787,4026,876,211,416,14776,18,73,326,307,31,3,0,46,810,4,53,388,1253,257,24,0,59,2032,28,121,716,1563,283,30,0,106,2841,4,193,130,23,6,0,0,39,395,5,3,88,0,0,0,0,4,94,8,66,1612,82,8,0,0,59,1835,0,14,0,5,0,0,0,5,23,20,275,1829,114,11,0,0,102,2348,0,3,4,3,0,0,0,0,13,0,16,12,24,4,0,0,11,77,69,598,3818,9478,4327,906,216,639,20059
POA2150,0,27,168,523,235,63,19,41,1073,0,19,64,65,8,0,0,6,162,0,51,176,199,60,9,8,6,504,0,66,241,264,67,15,8,13,664,3,88,1012,156,11,0,0,52,1320,12,204,2600,263,9,0,0,97,3190,121,778,2906,417,19,3,3,101,4344,0,0,0,0,0,0,0,0,0,136,1068,6511,838,42,4,4,252,8852,3,14,101,38,4,0,0,0,160,0,8,30,3,0,0,0,23,64,142,1178,7044,1658,343,79,28,334,10811
POA2151,6,21,268,1371,1241,377,67,51,3394,11,20,38,76,16,0,0,5,169,0,46,170,510,39,9,0,22,799,11,67,208,584,58,9,0,24,970,11,102,353,129,0,0,0,28,624,0,64,965,231,0,0,0,38,1302,0,38,535,298,0,0,0,19,888,0,3,0,0,0,0,0,0,5,11,209,1855,656,5,0,0,80,2817,0,0,4,0,0,0,0,3,7,0,10,5,0,9,0,0,4,31,33,310,2342,2619,1309,384,73,165,7228
POA2152,3,11,194,956,674,158,31,27,2059,0,19,119,126,9,0,0,14,287,0,18,108,357,27,3,0,9,528,0,37,233,483,40,3,0,18,821,4,45,224,154,0,0,0,20,456,9,87,264,76,7,0,0,14,453,0,23,353,77,3,0,0,9,467,0,0,0,0,0,0,0,0,5,9,161,843,301,11,0,0,49,1375,0,0,3,0,0,0,0,0,3,0,3,3,3,0,0,0,3,10,16,212,1269,1750,721,168,30,97,4261
POA2153,18,68,259,5030,6528,1896,360,174,14324,0,13,200,180,16,0,0,5,416,0,18,308,1183,373,21,7,20,1926,0,25,509,1359,386,21,6,28,2343,15,109,336,61,6,0,0,33,561,0,10,255,182,5,0,0,0,449,3,99,199,95,6,0,0,3,407,0,0,0,0,0,0,0,4,6,21,215,783,335,18,0,0,38,1422,0,0,0,0,8,0,0,0,7,0,9,8,5,0,0,0,5,26,37,311,1562,6728,6937,1919,369,246,18118
POA2154,3,36,194,1728,5225,1812,318,113,9418,3,95,163,124,10,0,0,22,420,3,6,205,739,158,8,0,21,1139,8,105,372,861,165,8,0,41,1560,3,104,105,121,3,0,3,16,357,5,127,374,135,3,0,0,29,672,0,66,354,158,3,0,0,16,594,3,0,0,0,0,0,0,0,3,13,303,830,410,11,3,3,58,1623,0,0,0,3,0,0,0,0,4,0,7,8,8,8,3,0,3,27,21,445,1396,3008,5407,1821,322,218,12639
POA2155,3,25,87,1356,9336,2212,371,174,13569,0,0,17,13,5,0,0,0,43,0,7,29,556,714,176,18,15,1506,0,4,46,572,722,174,18,15,1546,0,0,3,27,7,0,0,0,39,0,0,39,13,0,0,0,0,62,0,57,214,69,3,0,0,4,349,0,0,0,0,0,0,0,0,0,0,60,262,111,7,0,0,11,450,3,6,10,0,0,0,0,45,72,0,10,8,6,21,12,0,6,53,5,109,409,2045,10090,2402,392,243,15692
POA2156,3,14,88,483,1666,785,300,54,3399,0,7,163,99,10,0,0,5,284,0,0,4,85,35,3,0,3,124,0,7,167,176,41,5,0,11,412,0,16,49,41,0,0,0,5,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,19,53,42,0,0,0,5,112,0,0,0,3,0,0,0,0,6,0,0,0,0,3,4,0,3,16,3,38,316,703,1715,797,303,66,3946
POA2157,4,20,76,273,453,160,61,16,1067,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,4,26,73,277,456,164,62,18,1088
POA2158,0,16,86,415,1048,426,185,30,2203,0,0,32,15,3,0,0,0,55,0,0,3,143,19,0,0,0,170,0,0,32,161,24,0,0,0,219,0,0,83,0,4,0,0,5,93,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,88,0,4,0,0,6,102,3,19,27,12,7,0,0,7,72,0,0,3,8,3,0,0,0,13,3,38,239,594,1077,429,187,44,2619
POA2159,4,21,104,367,571,226,104,23,1422,0,6,19,3,0,0,0,0,31,0,5,12,14,3,0,0,0,38,0,8,34,21,3,0,0,3,61,0,0,18,23,0,0,0,0,42,0,11,11,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,29,23,3,0,0,0,68,0,0,0,3,3,0,0,0,9,0,3,3,4,0,0,0,0,10,4,43,166,420,584,225,106,30,1574
POA2160,17,61,742,2603,1551,488,108,170,5742,7,143,194,191,28,3,3,20,599,4,30,215,589,339,38,0,42,1255,10,173,412,783,367,37,0,64,1854,5,109,466,50,5,0,0,30,657,3,80,1511,162,5,0,3,60,1813,3,64,779,107,0,0,3,27,982,0,3,5,0,0,0,0,0,8,10,250,2757,315,7,3,5,118,3462,0,6,33,16,4,3,0,8,67,0,5,15,15,12,0,0,5,49,40,492,3951,3733,1945,535,122,360,11166
POA2161,20,62,755,2675,1419,399,124,178,5634,13,108,200,125,28,5,4,29,509,10,136,207,411,184,36,3,28,1003,19,241,400,533,216,41,3,51,1516,20,115,114,30,3,3,3,23,310,4,55,652,62,9,0,0,27,810,0,61,490,70,0,0,0,25,648,3,7,6,3,0,0,4,3,23,22,235,1264,168,13,6,8,80,1796,0,3,5,6,0,0,0,0,18,0,9,6,6,13,3,0,4,46,59,548,2434,3388,1666,451,138,311,8997
POA2162,5,48,659,2051,962,226,67,104,4122,14,46,76,98,9,0,0,10,256,3,47,91,214,162,20,0,15,544,14,97,168,305,169,20,0,31,804,11,127,117,93,13,3,0,14,378,11,6,70,25,5,0,0,9,127,0,0,31,5,0,0,0,0,36,0,3,0,3,0,0,0,0,13,23,141,217,126,15,3,0,26,546,0,3,8,7,4,0,0,0,20,0,3,9,6,3,0,0,0,25,47,289,1062,2503,1153,247,69,156,5522
POA2163,7,28,357,860,311,91,31,72,1755,12,14,10,4,5,0,0,4,56,0,14,22,28,40,7,8,8,121,7,26,33,28,42,7,8,11,173,25,105,175,108,9,0,0,16,440,6,127,302,61,0,0,3,35,528,0,0,11,0,0,0,0,0,9,0,0,4,3,0,0,0,0,8,30,235,486,170,9,0,3,55,989,0,0,13,5,0,0,0,3,26,0,0,3,0,3,0,0,0,9,47,296,892,1071,370,103,38,135,2956
POA2164,7,60,328,2437,1526,338,80,130,4898,3,19,75,97,6,0,0,6,203,0,3,49,248,71,10,0,10,394,6,22,120,350,76,10,0,16,596,4,154,118,23,10,0,0,18,320,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,154,125,23,10,0,0,18,331,3,54,7,5,0,0,0,4,81,0,7,14,10,0,0,0,7,43,22,292,592,2828,1614,342,82,179,5946
POA2165,11,67,692,3677,1910,512,178,248,7302,0,43,128,171,17,0,0,18,381,9,14,184,1012,295,27,3,44,1576,9,61,313,1178,310,27,4,65,1960,5,280,438,118,24,3,0,43,906,0,69,505,67,0,0,0,21,667,8,152,1107,134,3,0,0,42,1444,0,3,10,0,0,0,0,0,11,16,502,2051,317,24,3,0,106,3027,0,17,15,39,14,3,0,4,92,0,11,30,8,8,3,0,23,80,32,662,3104,5221,2255,549,189,448,12463
