POA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
POA2147,0,16,0,16,..,377,25,400,7,402,..,122,25,143,0,148,..,530,95,626,7,632,..,17,3,14,0,14,..,127,24,158,3,159,..,35,8,44,0,48,..,672,107,783,16,800,..,4873,745,5617,75,5698,..,54,10,63,816,876,11648,4920,756,5678,892,18219,11491,..,..,..,..,11491,..,19,0,19,0,17,..,377,71,448,0,447,..,0,0,0,0,0,..,174,81,256,3,259,..,246,151,392,3,397,..,16,6,27,0,27,..,440,235,676,3,681,..,77,13,92,0,96,..,18,0,18,0,18,..,69,3,76,0,73,..,44,0,46,0,46,..,133,27,165,3,165,..,77,5,83,0,86,..,381,17,400,0,401,..,267,52,320,4,325,..,87,8,93,0,95,..,81,5,85,0,85,..,211,24,230,4,236,..,1109,106,1217,12,1226,..,127,14,137,0,137,..,13,3,11,0,11,..,111,74,187
POA2148,3,53,0,51,..,1382,48,1426,20,1448,..,184,35,218,0,223,..,530,45,579,0,577,..,21,3,31,0,31,..,234,54,290,0,287,..,69,22,85,0,86,..,1667,363,2037,62,2100,..,12571,1875,14448,189,14637,..,107,41,146,1436,1581,15461,12673,1913,14589,1624,31674,14878,..,..,..,..,14878,..,10,0,10,0,10,..,999,187,1178,5,1191,..,0,0,0,0,0,..,268,172,438,3,446,..,400,246,646,5,647,..,18,10,34,0,34,..,682,431,1115,5,1126,..,192,33,219,0,223,..,32,0,32,3,33,..,49,4,52,0,52,..,101,11,108,8,117,..,295,52,347,0,347,..,295,37,331,3,333,..,1321,110,1433,10,1448,..,1451,206,1655,11,1666,..,125,13,147,0,146,..,253,47,297,3,300,..,908,144,1056,9,1065,..,4358,563,4921,39,4960,..,245,44,298,0,293,..,23,3,28,0,28,..,125,115,242
POA2150,0,17,0,17,..,304,14,321,3,322,..,83,13,96,0,98,..,700,51,750,6,757,..,30,5,42,0,42,..,42,10,52,0,54,..,77,15,94,0,94,..,1453,206,1660,35,1695,..,9580,1575,11157,101,11257,..,35,19,56,1328,1386,3803,9617,1596,11214,1429,16452,3088,..,..,..,..,3088,..,0,0,0,0,0,..,458,127,584,3,588,..,3,0,3,0,3,..,449,292,741,4,741,..,1156,650,1805,9,1814,..,51,30,75,0,75,..,1654,966,2623,11,2636,..,32,5,33,0,35,..,3,0,3,0,3,..,27,3,35,0,35,..,14,0,14,0,14,..,59,37,101,0,101,..,208,15,228,3,230,..,1315,102,1420,11,1433,..,362,39,397,5,401,..,57,3,60,0,60,..,158,7,164,3,165,..,1300,206,1506,16,1523,..,3394,380,3774,35,3809,..,34,3,35,3,36,..,33,4,37,0,37,..,158,102,253
POA2151,0,5,0,5,..,161,12,174,0,174,..,102,13,113,0,113,..,71,5,77,0,72,..,16,0,12,0,12,..,38,4,44,0,46,..,47,0,44,0,44,..,400,71,467,11,481,..,3663,678,4337,34,4373,..,23,5,28,645,679,5465,3689,681,4372,681,10514,5394,..,..,..,..,5394,..,7,0,7,0,7,..,398,60,451,0,454,..,0,0,0,0,0,..,351,145,501,3,499,..,575,232,806,3,809,..,26,7,38,0,38,..,953,389,1343,5,1346,..,26,4,29,0,29,..,9,0,9,0,9,..,31,3,34,0,34,..,21,0,25,0,25,..,80,14,94,0,94,..,60,5,67,0,67,..,244,7,255,0,256,..,111,13,124,0,124,..,69,10,78,0,78,..,59,7,66,0,69,..,144,12,158,0,156,..,686,54,744,6,746,..,49,10,59,3,57,..,18,7,25,0,25,..,208,136,344
POA2152,0,4,0,4,..,101,4,105,0,105,..,44,4,55,0,55,..,34,3,36,0,36,..,3,0,3,0,3,..,27,6,30,0,30,..,21,3,21,0,21,..,192,33,227,7,237,..,1493,241,1731,17,1754,..,13,3,19,193,214,3334,1501,246,1747,217,5300,3720,..,..,..,..,3720,..,3,0,3,0,3,..,151,12,168,3,168,..,0,0,0,0,0,..,106,35,143,3,144,..,148,56,200,0,197,..,19,0,19,0,19,..,267,93,357,3,360,..,26,0,26,0,21,..,8,0,8,0,8,..,22,0,22,0,22,..,17,0,17,0,17,..,52,5,57,0,57,..,14,3,13,0,17,..,82,4,90,0,91,..,52,8,59,0,61,..,34,0,34,0,34,..,35,3,43,0,43,..,60,7,63,0,64,..,276,25,300,3,307,..,51,4,55,0,50,..,0,0,0,0,0,..,74,50,120
POA2153,0,16,0,16,..,335,12,340,4,344,..,230,14,247,0,244,..,476,12,484,3,489,..,35,17,49,0,49,..,84,6,91,0,91,..,75,11,88,0,85,..,686,94,786,28,810,..,8304,1202,9502,78,9585,..,52,12,61,607,668,17408,8351,1209,9566,686,27656,17757,..,..,..,..,17757,..,59,4,62,0,65,..,528,43,570,4,571,..,0,0,0,0,0,..,888,200,1092,3,1097,..,1550,605,2153,7,2162,..,71,23,93,0,93,..,2504,825,3333,12,3345,..,126,19,147,0,147,..,38,0,36,0,36,..,75,3,83,0,83,..,92,0,96,0,99,..,219,23,243,3,248,..,112,3,114,0,114,..,658,32,691,4,697,..,236,21,258,3,260,..,229,6,242,7,246,..,135,8,148,0,148,..,288,16,304,0,300,..,1664,93,1752,9,1766,..,210,24,233,3,238,..,70,3,72,0,72,..,493,179,674
POA2154,0,10,0,10,..,297,9,305,0,305,..,158,16,172,0,172,..,191,0,191,0,191,..,25,14,39,0,39,..,50,3,55,0,55,..,79,10,83,0,83,..,370,49,424,9,433,..,5594,819,6411,40,6453,..,41,8,45,634,674,12017,5638,825,6461,673,19153,12192,..,..,..,..,12192,..,95,4,98,0,98,..,315,33,343,4,346,..,0,0,0,0,0,..,712,190,901,7,902,..,1256,508,1769,13,1782,..,73,12,87,0,88,..,2042,715,2752,16,2770,..,63,9,74,0,75,..,50,0,50,0,50,..,49,0,49,0,49,..,55,0,55,0,55,..,127,9,136,0,136,..,49,4,55,0,55,..,287,7,296,4,296,..,105,10,120,0,120,..,183,3,189,0,190,..,121,10,128,3,134,..,114,11,126,3,127,..,865,44,910,10,918,..,165,21,187,0,191,..,60,6,65,0,65,..,411,191,609
POA2155,0,19,0,19,..,830,18,849,3,849,..,230,24,251,3,256,..,221,6,225,0,224,..,27,10,34,0,36,..,80,5,88,0,88,..,55,3,58,0,58,..,828,86,914,18,933,..,7771,778,8554,77,8631,..,58,17,75,790,866,17925,7835,794,8627,863,27421,17929,..,..,..,..,17929,..,142,0,142,3,148,..,441,41,478,3,481,..,0,0,0,0,0,..,429,118,545,0,545,..,894,340,1238,7,1241,..,50,12,59,0,59,..,1370,476,1847,11,1853,..,105,6,117,0,112,..,27,0,27,0,27,..,50,3,57,0,55,..,79,0,80,0,80,..,125,4,129,3,134,..,142,13,149,0,147,..,736,21,759,0,763,..,415,62,475,0,483,..,275,14,287,0,288,..,219,13,233,3,239,..,274,26,298,0,298,..,2062,147,2207,10,2219,..,248,33,281,3,283,..,22,0,27,0,24,..,231,102,336
POA2156,0,0,0,0,..,16,0,16,0,16,..,38,0,38,0,38,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,7,3,12,0,12,..,56,3,56,3,61,..,748,54,802,4,808,..,11,3,15,154,168,5454,758,56,819,156,6426,5498,..,..,..,..,5498,..,16,0,16,0,16,..,68,5,74,0,75,..,0,0,0,0,0,..,46,5,56,0,56,..,62,14,72,3,77,..,7,3,8,0,8,..,112,29,142,3,141,..,39,3,40,0,40,..,7,0,7,0,7,..,9,0,9,0,9,..,28,0,28,0,28,..,21,3,25,0,25,..,10,0,10,0,10,..,28,0,28,0,28,..,15,3,20,0,20,..,3,0,9,0,9,..,19,0,17,0,17,..,5,0,5,0,5,..,78,7,81,0,81,..,98,7,105,0,105,..,3,0,3,0,3,..,24,8,27
POA2157,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,24,..,259,35,295,4,302,..,0,0,0,104,108,1450,264,35,300,107,1861,1456,..,..,..,..,1456,..,11,0,11,0,11,..,84,10,93,0,93,..,0,0,0,0,0,..,6,3,11,0,11,..,6,5,14,0,14,..,0,0,0,0,0,..,12,6,20,0,20,..,5,0,7,0,7,..,0,0,0,0,0,..,9,0,9,0,9,..,13,0,13,0,13,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,60,5,67,0,66,..,0,0,0,0,0,..,9,10,13
POA2158,0,6,0,6,..,27,0,22,0,22,..,29,0,28,0,28,..,8,0,8,0,8,..,4,0,4,0,4,..,4,0,4,0,4,..,8,0,11,0,11,..,51,7,56,0,55,..,844,91,928,3,934,..,5,0,5,143,152,3107,847,91,937,154,4200,3171,..,..,..,..,3171,..,27,0,27,0,32,..,103,6,109,4,109,..,0,0,0,0,0,..,90,17,106,0,106,..,116,41,159,0,155,..,14,0,13,0,13,..,217,62,281,0,279,..,20,0,18,0,21,..,9,0,9,0,9,..,11,0,11,0,13,..,22,3,20,0,20,..,24,0,24,0,24,..,8,0,7,0,7,..,24,0,25,0,25,..,13,0,13,0,13,..,28,0,35,0,35,..,8,0,14,0,14,..,6,0,12,0,12,..,94,9,98,0,98,..,68,18,88,0,88,..,10,0,10,0,10,..,26,13,41
POA2159,0,0,0,0,..,3,0,3,0,3,..,5,0,9,0,9,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,12,4,15,0,15,..,190,24,215,8,216,..,5,0,12,66,74,2170,196,27,220,71,2467,2202,..,..,..,..,2202,..,3,0,3,0,3,..,33,0,38,0,38,..,0,0,0,0,0,..,4,4,9,3,14,..,25,8,34,0,34,..,0,0,0,0,0,..,33,15,45,3,47,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,14,0,11,0,11,..,6,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,34,5,45,0,45,..,11,0,11,0,11,..,0,0,0
POA2160,0,8,0,8,..,288,12,301,6,307,..,142,30,172,0,172,..,75,9,84,0,83,..,15,8,28,0,28,..,368,76,447,5,455,..,158,52,205,0,205,..,1621,461,2085,50,2130,..,9135,2222,11363,143,11505,..,68,22,89,912,997,5692,9205,2247,11448,1061,18202,5596,..,..,..,..,5596,..,3,0,3,0,3,..,3141,634,3779,33,3806,..,0,0,0,0,0,..,305,191,498,3,506,..,466,419,886,4,890,..,45,24,68,3,76,..,818,640,1454,9,1471,..,165,36,202,0,207,..,0,0,0,0,0,..,35,0,35,0,40,..,7,0,7,0,7,..,106,35,136,3,136,..,49,6,52,0,52,..,264,25,289,9,294,..,170,24,196,3,194,..,19,0,27,0,27,..,208,29,240,6,239,..,275,30,299,4,307,..,987,114,1100,16,1112,..,198,48,243,0,251,..,4,0,6,0,6,..,48,34,78
POA2161,0,9,0,9,..,198,12,206,0,206,..,98,30,127,4,131,..,25,5,31,0,31,..,22,8,30,0,30,..,249,62,309,0,310,..,246,89,335,0,335,..,1104,376,1483,30,1513,..,7960,2061,10029,100,10127,..,43,25,71,971,1039,4665,8011,2085,10096,1077,15834,4620,..,..,..,..,4620,..,3,0,3,0,3,..,4096,810,4913,44,4955,..,3,0,3,0,3,..,195,191,391,0,386,..,236,240,474,0,474,..,19,19,37,0,37,..,445,444,896,0,895,..,47,13,66,0,66,..,9,0,10,0,10,..,25,3,29,0,28,..,15,0,18,0,18,..,55,14,65,0,65,..,45,8,51,0,51,..,144,8,156,3,154,..,60,6,67,0,67,..,13,0,13,0,13,..,160,24,177,0,177,..,165,15,175,0,177,..,579,61,637,3,645,..,116,32,146,0,149,..,10,3,12,0,12,..,24,30,50
POA2162,0,3,0,3,..,76,0,80,0,80,..,54,7,57,0,63,..,19,0,19,0,19,..,10,0,7,0,7,..,91,15,103,0,105,..,967,278,1248,8,1252,..,419,129,545,7,547,..,4555,1154,5716,41,5752,..,37,16,48,456,509,2937,4597,1171,5763,498,9195,2942,..,..,..,..,2942,..,3,0,3,0,3,..,1652,393,2045,18,2061,..,0,0,0,0,0,..,278,190,469,0,472,..,197,199,391,5,392,..,56,23,76,0,76,..,532,409,940,4,946,..,46,8,55,0,52,..,9,0,12,0,12,..,10,0,10,0,16,..,15,0,15,0,15,..,88,15,100,0,100,..,15,0,16,0,16,..,31,7,38,0,38,..,9,0,9,0,9,..,11,0,14,0,14,..,67,4,70,0,72,..,11,0,11,0,11,..,149,11,159,0,163,..,78,11,92,0,92,..,7,0,7,0,7,..,53,43,96
POA2163,0,8,0,8,..,50,10,56,0,57,..,72,21,98,0,97,..,7,3,14,0,14,..,5,0,11,0,11,..,28,9,38,0,37,..,541,270,810,7,814,..,247,112,358,5,365,..,2146,781,2930,30,2961,..,24,13,33,738,773,1257,2167,797,2965,768,4989,1258,..,..,..,..,1258,..,0,0,0,0,0,..,660,166,828,7,830,..,0,0,0,0,0,..,97,77,174,4,172,..,53,61,113,0,113,..,4,17,22,0,22,..,158,154,311,4,311,..,8,3,11,0,12,..,0,0,0,0,0,..,4,3,3,0,3,..,13,0,11,0,11,..,16,3,23,0,23,..,9,0,8,0,8,..,47,6,53,0,54,..,3,0,3,0,3,..,0,0,0,0,0,..,17,3,17,0,17,..,3,0,6,0,6,..,78,11,91,0,95,..,31,7,36,0,36,..,0,0,0,0,0,..,0,4,8
POA2164,0,3,0,3,..,84,3,84,0,92,..,375,78,454,8,457,..,8,0,8,0,8,..,10,0,10,0,10,..,76,14,94,3,97,..,475,149,631,0,628,..,1236,401,1635,28,1662,..,4428,1094,5519,75,5594,..,23,7,38,414,448,3673,4451,1105,5557,490,9718,3497,..,..,..,..,3497,..,0,0,0,0,0,..,823,279,1103,16,1118,..,0,0,0,0,0,..,88,41,133,4,135,..,89,55,147,0,148,..,28,17,47,0,44,..,206,117,319,3,326,..,114,29,145,0,147,..,5,0,8,0,8,..,20,3,24,0,23,..,17,0,17,0,17,..,68,15,84,0,84,..,3,0,3,0,3,..,101,5,102,0,108,..,10,0,10,0,10,..,4,0,4,0,4,..,12,0,14,0,14,..,7,3,14,0,14,..,135,9,145,4,146,..,363,91,445,5,452,..,0,0,0,0,0,..,10,0,10
POA2165,0,15,0,22,..,247,10,258,3,263,..,539,127,664,10,677,..,22,3,21,0,21,..,26,16,47,0,49,..,81,17,100,3,104,..,2085,917,3005,14,3021,..,3516,1611,5131,52,5187,..,10863,4389,15251,161,15414,..,75,29,106,932,1044,4505,10934,4420,15361,1093,20958,4169,..,..,..,..,4169,..,0,0,0,0,0,..,1712,926,2641,35,2676,..,0,0,0,0,0,..,395,262,659,4,661,..,300,262,565,3,568,..,133,73,200,0,205,..,826,601,1428,9,1437,..,171,41,216,0,215,..,5,0,5,0,5,..,18,0,18,0,18,..,30,0,33,0,35,..,81,21,102,0,102,..,3,0,3,0,3,..,139,11,150,7,154,..,23,4,31,0,31,..,3,0,7,0,7,..,39,8,51,0,53,..,41,6,46,0,46,..,255,35,288,4,292,..,256,94,355,6,360,..,7,3,9,0,7,..,7,9,11
POA2166,9,34,0,34,..,206,22,226,4,232,..,299,86,385,7,393,..,7,5,20,0,20,..,130,96,227,8,231,..,43,8,52,0,52,..,6120,3433,9552,58,9609,..,1974,883,2856,56,2908,..,12982,6629,19614,186,19803,..,74,29,99,1106,1205,4859,13060,6659,19721,1293,25868,4050,..,..,..,..,4050,..,0,0,0,0,0,..,429,164,600,5,603,..,0,0,0,0,0,..,1288,1118,2402,16,2416,..,547,564,1110,12,1124,..,479,328,809,10,815,..,2315,2003,4321,31,4350,..,64,23,89,0,89,..,0,0,0,0,0,..,13,0,10,0,10,..,41,3,44,0,40,..,35,16,51,0,51,..,6,5,13,0,13,..,51,3,56,0,56,..,16,0,16,0,16,..,8,0,8,0,8,..,16,0,14,0,17,..,14,0,13,0,15,..,111,14,117,0,121,..,179,82,260,0,264,..,15,0,15,0,15,..,12,11,20
POA2167,0,7,0,7,..,180,8,186,4,189,..,71,6,78,0,85,..,47,3,50,0,50,..,7,4,12,0,17,..,14,0,14,0,14,..,33,6,43,0,44,..,337,41,377,3,380,..,2109,219,2326,23,2353,..,8,3,10,296,308,2061,2113,221,2340,318,4718,1969,..,..,..,..,1969,..,3,0,3,0,3,..,119,34,157,0,157,..,0,0,0,0,0,..,69,27,94,0,96,..,125,56,183,0,183,..,5,0,5,0,5,..,197,85,281,3,282,..,18,3,23,0,23,..,3,0,3,0,3,..,14,0,14,0,18,..,5,0,5,0,5,..,31,3,37,0,37,..,249,20,270,3,270,..,241,7,252,3,252,..,50,8,57,0,57,..,15,0,17,0,17,..,70,7,72,0,75,..,226,22,248,0,247,..,856,61,918,5,923,..,16,4,20,0,20,..,6,0,6,0,6,..,6,0,8
POA2168,13,30,0,33,..,318,27,344,3,349,..,603,119,724,7,730,..,11,0,15,0,15,..,39,9,47,0,47,..,108,18,123,0,123,..,1462,664,2132,10,2143,..,1808,465,2279,34,2309,..,9707,2271,11981,147,12126,..,75,39,115,1296,1408,7824,9785,2315,12099,1440,21364,7708,..,..,..,..,7708,..,3,0,3,0,3,..,2181,621,2804,30,2832,..,5,0,5,0,3,..,189,106,291,7,298,..,134,76,211,0,211,..,111,58,170,0,170,..,434,245,676,7,682,..,66,9,73,3,75,..,5,0,5,0,5,..,49,7,59,0,59,..,20,0,21,0,21,..,103,21,118,3,119,..,11,4,16,0,15,..,937,75,1006,3,1009,..,20,0,20,0,21,..,8,0,8,0,8,..,83,3,88,3,96,..,70,3,80,0,80,..,1131,85,1217,8,1225,..,303,41,338,7,344,..,3,0,3,0,3,..,8,3,11
POA2170,4,54,0,57,..,945,55,997,5,1006,..,907,165,1077,11,1088,..,291,21,319,0,319,..,65,19,81,0,81,..,454,62,516,0,516,..,1940,670,2609,9,2618,..,2943,627,3569,85,3656,..,22673,4909,27577,307,27884,..,156,38,200,3839,4036,20103,22828,4949,27778,4151,52029,19750,..,..,..,..,19750,..,22,0,22,0,22,..,4973,1872,6847,74,6921,..,8,0,8,0,8,..,453,267,719,3,721,..,479,315,794,3,798,..,93,42,135,0,137,..,1029,625,1647,5,1655,..,322,64,392,3,392,..,21,0,21,0,21,..,126,8,137,0,139,..,102,7,104,0,104,..,969,169,1138,12,1147,..,207,30,236,0,236,..,1940,114,2056,26,2078,..,282,45,330,0,330,..,84,9,87,0,90,..,544,51,594,7,599,..,572,78,645,8,653,..,3625,323,3950,40,3986,..,841,201,1048,12,1058,..,34,6,43,0,43,..,43,25,68
POA2171,0,24,0,24,..,386,3,390,3,393,..,488,60,546,9,553,..,28,0,32,0,32,..,30,16,44,0,44,..,119,24,141,0,142,..,543,140,682,0,683,..,1986,323,2311,28,2333,..,7976,1034,9012,82,9093,..,57,20,73,699,781,7439,8032,1058,9085,785,17307,7164,..,..,..,..,7164,..,3,0,3,0,3,..,1094,192,1286,7,1297,..,3,0,3,0,3,..,146,52,197,0,197,..,139,83,229,3,229,..,68,18,87,5,93,..,356,156,507,6,518,..,236,31,268,5,268,..,4,0,4,0,4,..,33,0,30,0,30,..,11,0,11,0,11,..,125,11,140,0,140,..,45,6,49,0,49,..,815,48,857,12,871,..,26,3,29,0,29,..,24,0,24,0,24,..,177,8,183,0,184,..,75,3,84,0,84,..,1155,63,1220,16,1235,..,465,49,512,3,512,..,11,0,11,0,11,..,5,6,9
POA2172,0,0,0,0,..,13,0,13,0,13,..,14,0,14,0,14,..,16,0,16,3,19,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,55,0,57,0,57,..,361,12,373,3,379,..,3,0,7,46,48,992,371,11,378,44,1420,931,..,..,..,..,931,..,3,0,3,0,3,..,41,0,41,0,41,..,0,0,0,0,0,..,7,0,4,0,4,..,17,3,21,0,21,..,3,0,3,0,3,..,29,5,34,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,23,3,26,0,26,..,10,0,10,0,12,..,35,0,31,0,31,..,12,0,13,0,13,..,4,0,4,0,4,..,13,0,13,0,13,..,6,0,6,0,6,..,77,3,76,0,77,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0
