POA_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA2622,19,59,7,23,4,120,13,4,27,22,34,4,108,8,3,13,6,12,0,36,0,0,5,8,26,5,50,3,0,4,13,27,12,56,112,47,290,173,459,75,1158
POA2623,3,5,0,3,0,17,0,0,3,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,3,0,7,17,5,30,35,98,4,188
POA2625,0,6,0,0,0,11,0,0,4,0,0,0,3,0,0,9,7,15,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,43,28,62,3,138
POA2626,0,10,0,7,0,20,0,0,4,8,6,0,10,0,3,0,0,0,0,3,0,0,0,0,9,0,5,0,0,0,0,3,0,7,12,10,34,21,80,13,162
POA2627,13,78,27,35,3,182,12,7,53,18,20,7,126,8,9,58,37,139,9,265,3,0,7,12,40,0,62,3,0,3,10,31,15,68,96,51,454,305,885,106,1892
POA2628,4,25,7,17,0,72,3,3,15,15,18,0,59,3,0,6,4,15,3,31,0,0,0,3,20,0,20,0,0,4,3,8,3,24,26,24,119,102,350,30,653
POA2629,0,4,3,0,0,11,3,0,0,0,4,0,7,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,3,4,3,3,0,25,27,69,11,137
POA2630,22,124,36,54,9,256,27,18,108,62,111,16,346,0,0,9,4,17,0,30,0,0,10,12,87,8,117,3,3,4,4,21,18,66,135,70,532,371,1178,162,2451
POA2631,0,6,0,0,0,12,0,0,9,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,5,4,5,5,37,30,72,13,159
POA2632,6,28,10,10,0,52,0,0,10,9,17,0,44,0,0,0,0,3,0,3,0,0,0,0,13,0,18,0,0,0,0,14,0,20,13,12,93,66,260,45,478
POA2633,0,0,3,0,0,5,0,0,4,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,16,51,3,85
POA2640,184,723,215,196,24,1569,214,152,876,418,549,63,2277,6,3,25,22,46,5,104,18,9,45,70,341,17,498,16,10,59,35,172,52,338,748,564,3176,1971,4834,394,11674
POA2641,45,147,43,78,11,369,30,30,186,146,293,28,709,0,0,3,0,12,4,28,4,0,4,30,157,9,206,0,0,7,13,82,31,142,120,93,607,567,2165,193,3750
POA2642,12,68,42,28,3,172,6,10,63,41,67,7,195,0,0,3,0,7,0,11,0,0,0,13,51,6,71,3,0,3,8,30,10,55,54,32,274,257,764,91,1471
POA2643,7,17,4,13,0,48,3,6,22,22,32,7,89,0,0,0,0,6,0,3,0,0,3,5,36,0,40,0,0,6,5,15,0,27,19,19,111,83,342,33,609
POA2644,3,22,12,9,3,50,0,6,19,27,31,5,85,0,0,0,0,5,0,3,0,0,0,0,13,0,18,0,0,3,5,12,0,18,21,16,137,127,291,54,638
POA2645,0,4,4,0,0,5,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,12,40,7,74
POA2646,11,74,26,23,3,145,7,18,80,52,92,9,266,0,0,0,0,13,0,15,0,4,10,13,63,5,87,0,0,3,6,29,11,55,39,42,301,251,914,124,1663
POA2647,5,23,11,10,0,43,9,3,20,18,29,4,79,0,0,0,3,5,3,9,3,0,0,0,16,0,22,0,0,0,4,12,0,15,11,16,73,85,301,35,521
POA2648,4,26,4,9,0,42,0,3,21,16,30,6,73,0,0,0,3,4,0,7,0,0,0,0,9,0,19,0,0,0,5,12,7,24,10,15,93,68,293,37,514
POA2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
POA2650,226,1133,317,455,54,2621,293,170,1389,663,1020,104,3636,11,0,37,22,69,3,137,14,8,67,90,609,15,805,12,4,69,55,281,74,498,1111,619,4658,2605,8218,693,17907
POA2651,4,18,4,21,0,53,8,4,25,11,35,0,93,0,0,0,3,0,0,4,0,0,0,4,30,0,33,0,0,0,0,19,3,26,16,23,109,102,449,29,727
POA2652,7,45,19,27,3,117,7,4,57,33,63,6,168,0,0,3,0,3,0,14,0,0,3,4,51,0,66,0,0,6,6,24,5,42,38,29,245,184,724,81,1300
POA2653,5,22,13,14,0,56,0,0,6,21,24,4,53,0,0,0,0,3,0,6,0,0,0,0,13,0,16,0,0,0,3,10,0,16,13,27,97,78,310,36,570
POA2655,4,22,6,3,0,37,0,4,16,10,32,5,74,0,0,0,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,11,0,10,8,16,72,56,197,15,364
POA2656,4,15,3,10,0,30,3,3,12,10,29,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,0,13,11,17,65,47,187,8,327
POA2658,6,12,10,13,0,42,4,6,9,11,20,4,46,0,0,0,0,0,0,0,0,0,0,0,12,3,20,0,0,0,0,6,0,11,8,6,45,61,162,24,312
POA2659,5,13,4,4,0,26,0,0,4,3,15,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,3,0,4,14,4,31,28,114,18,210
POA2660,6,25,8,12,0,62,0,3,7,17,20,7,52,0,0,0,0,0,0,3,0,0,0,3,11,0,13,0,0,0,0,7,0,6,5,11,66,81,199,22,388
POA2661,0,0,0,3,0,6,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,34,31,140,4,214
POA2663,7,35,19,24,7,109,3,4,35,46,68,4,158,0,0,0,0,8,0,6,0,0,3,0,36,0,41,0,0,3,4,9,10,21,24,17,172,152,592,80,1048
POA2665,11,41,4,14,7,79,3,0,14,7,14,3,42,0,0,0,0,4,0,6,0,0,0,0,10,0,13,0,0,3,0,13,4,26,6,15,99,71,268,40,495
POA2666,17,81,28,32,0,167,7,3,66,39,68,4,193,0,0,0,0,10,0,10,0,0,5,8,60,0,75,0,0,4,0,29,15,50,27,39,291,187,756,80,1387
POA2668,0,3,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,18,15,36,7,76
POA2669,0,30,4,3,0,47,0,3,3,12,13,3,33,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,9,3,8,8,3,78,58,221,44,404
POA2671,12,72,16,17,3,129,6,3,30,24,51,7,116,0,0,0,0,3,0,4,0,0,6,4,50,0,63,0,0,8,0,17,6,32,24,25,194,132,567,89,1022
POA2672,7,18,9,6,4,54,3,0,6,7,16,0,33,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,4,0,8,8,13,45,42,132,21,262
POA2675,7,25,3,3,0,38,3,0,9,15,9,0,40,0,0,0,0,0,0,3,0,0,0,0,14,0,11,0,0,0,3,3,7,14,7,5,92,67,200,48,423
POA2678,0,0,0,4,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,25,0,33
POA2680,67,294,91,101,19,617,45,37,265,197,292,27,862,0,0,11,13,23,3,47,4,0,15,29,289,16,351,12,8,22,24,120,54,240,231,166,1318,914,3165,425,6213
POA2681,0,19,3,10,3,44,0,0,19,14,15,3,58,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,6,15,3,20,7,13,91,66,261,38,472
POA2700,12,61,21,12,9,124,4,10,51,49,63,6,182,0,0,0,3,5,0,7,0,0,3,5,36,3,49,0,0,3,4,15,10,33,25,29,202,179,565,88,1091
POA2701,4,48,18,17,0,102,5,3,22,19,37,5,91,0,0,0,0,3,0,3,0,0,0,0,15,0,18,0,0,3,3,8,3,22,34,15,125,98,327,39,638
POA2702,0,6,4,3,0,24,0,0,3,3,8,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,9,3,3,23,21,90,10,156
POA2703,0,14,4,11,3,35,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,3,0,8,3,0,22,10,98,13,150
POA2705,24,195,41,89,14,385,12,7,71,68,109,13,278,0,0,0,0,8,0,10,0,0,10,10,85,13,110,3,0,10,11,55,18,89,74,61,515,315,1370,193,2536
POA2706,0,8,0,9,0,25,0,0,3,12,13,3,31,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,3,8,5,3,44,31,151,20,259
POA2707,4,28,5,6,7,58,0,5,12,7,11,0,33,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,7,3,5,11,12,8,75,54,180,28,360
POA2710,25,124,37,48,7,265,23,24,119,111,131,25,444,0,0,4,3,12,0,15,0,0,11,10,89,5,118,3,0,6,8,39,22,78,84,73,515,426,1326,186,2613
POA2711,7,41,11,13,4,89,3,3,19,21,34,0,78,0,0,0,3,4,3,13,0,0,0,3,15,3,23,0,0,3,4,14,8,27,15,19,152,130,407,55,777
POA2712,3,18,0,8,0,28,3,3,17,10,26,4,57,0,0,0,0,4,0,6,0,0,0,0,11,0,11,0,0,0,3,7,0,15,4,10,62,46,159,24,314
POA2713,6,43,14,20,0,81,5,3,33,25,50,10,124,0,0,0,0,0,0,3,0,0,0,5,31,3,42,0,0,0,0,12,7,18,18,12,139,102,361,51,682
POA2714,10,24,4,15,3,61,3,3,24,24,23,9,87,0,0,0,0,3,3,9,0,0,0,3,22,0,27,0,0,3,3,13,0,15,13,25,102,104,316,48,600
POA2715,3,18,3,3,0,34,3,0,13,10,21,3,53,0,0,0,0,4,0,4,0,0,0,0,9,0,17,0,0,0,0,0,7,12,14,9,46,48,156,21,297
POA2716,0,9,0,6,0,23,3,0,11,9,5,3,37,0,0,0,0,0,0,0,0,0,0,0,10,3,15,0,0,0,0,3,0,4,6,8,57,51,130,11,258
POA2717,3,11,3,11,0,31,0,0,6,7,16,4,37,0,0,0,0,7,0,7,0,0,0,0,6,3,13,0,0,0,0,6,4,12,0,7,38,34,115,22,217
POA2720,15,120,33,30,9,219,11,9,76,74,102,12,287,0,3,13,7,15,0,35,0,3,0,6,63,4,81,3,0,4,9,52,16,79,54,46,386,298,1082,124,1993
POA2721,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,31,8,56
POA2722,5,41,17,18,4,88,5,3,24,24,41,3,103,0,0,3,0,10,0,8,0,0,0,3,26,3,34,0,0,3,8,20,10,38,19,14,128,109,422,56,752
POA2725,0,3,0,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,9,42,13,78
POA2726,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,5,31,9,55
POA2727,0,0,3,0,0,4,0,0,6,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,32,19,56,3,115
POA2729,3,17,8,3,0,38,0,0,11,13,20,3,47,0,0,0,0,3,0,0,0,0,0,0,12,3,10,0,0,0,0,15,10,34,15,9,71,79,221,36,429
POA2730,3,15,10,11,0,39,0,0,10,19,23,3,46,0,0,0,0,0,0,4,0,0,0,0,17,0,14,0,0,6,0,3,6,19,11,9,70,66,171,28,352
POA2731,24,98,20,11,3,169,12,21,82,56,78,5,248,0,0,7,7,8,3,28,0,0,3,8,39,0,58,0,0,3,3,32,16,61,55,58,401,275,772,94,1655
POA2732,4,29,8,6,0,50,0,6,16,25,18,4,70,0,0,0,0,0,0,6,0,0,0,0,11,0,14,0,0,0,3,10,4,19,15,9,81,86,187,28,407
POA2733,0,9,3,0,0,14,0,0,0,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,3,3,26,28,71,9,144
POA2734,3,7,3,0,0,13,4,0,9,3,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,32,32,47,3,116
POA2735,0,3,0,0,0,5,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,14,10,53,7,86
POA2736,0,3,4,0,0,8,0,0,3,0,3,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,19,20,42,12,91
POA2737,3,13,3,0,0,22,4,0,6,3,12,3,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,3,13,8,3,26,16,75,25,153
POA2738,7,31,10,9,6,62,5,3,26,14,13,0,66,0,0,0,0,0,0,7,0,0,0,3,22,0,26,0,0,0,0,9,3,14,14,23,105,91,254,23,517
POA2739,6,23,10,4,0,52,4,0,18,15,22,0,61,0,0,0,0,0,0,3,0,0,0,8,9,0,17,0,0,4,3,3,5,17,8,11,75,74,194,16,374
POA2745,69,458,159,164,19,1075,107,71,483,278,328,57,1320,5,0,22,30,43,4,106,9,3,40,79,375,9,511,12,3,51,51,192,43,354,670,254,2301,1925,4312,398,9861
POA2747,64,454,157,191,23,1158,136,69,578,409,611,69,1873,4,0,40,29,67,10,155,20,6,46,84,397,15,562,28,4,70,68,301,88,559,912,260,2606,2101,5875,552,12304
POA2748,9,22,4,21,0,62,10,5,22,7,15,7,63,0,0,3,0,0,0,9,0,0,7,6,32,0,49,0,0,6,4,14,7,31,33,18,152,76,282,33,588
POA2749,37,244,85,107,8,595,34,31,194,152,226,25,660,3,0,26,15,35,3,81,0,0,15,30,194,10,248,6,0,22,37,119,35,219,278,126,1007,920,2622,197,5156
POA2750,110,631,217,225,27,1549,168,83,599,383,592,78,1897,7,0,35,23,88,3,157,15,5,45,86,400,10,568,19,13,57,83,304,77,550,947,357,2797,2296,6098,507,12993
POA2752,5,66,27,42,5,174,14,3,53,42,55,5,175,0,0,4,0,5,0,11,0,0,0,16,79,3,98,3,0,3,0,50,13,76,53,19,247,239,928,82,1567
POA2753,46,228,83,90,22,609,57,34,211,150,238,17,705,0,0,16,17,58,15,103,4,0,13,36,203,7,264,3,3,14,22,136,34,214,322,140,934,899,2653,226,5180
POA2754,10,96,43,34,3,217,12,8,65,43,79,3,221,3,0,3,4,24,0,38,0,0,9,19,57,7,88,3,0,12,9,38,10,73,74,37,314,338,841,75,1673
POA2755,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,20,12,47,0,84
POA2756,82,438,171,241,27,1144,66,55,348,304,455,36,1262,3,3,15,25,88,7,146,10,3,37,70,538,17,676,9,3,37,51,319,62,490,417,241,1742,1879,6068,452,10793
POA2757,3,14,8,11,5,41,0,4,9,12,9,5,38,0,0,0,0,0,0,4,0,0,0,3,10,0,15,0,0,3,4,4,0,14,14,6,65,53,128,13,287
POA2758,58,166,62,50,4,424,37,16,130,98,82,7,372,0,0,4,10,29,3,49,3,0,11,26,129,4,169,8,3,17,18,70,35,149,199,110,658,593,1470,134,3173
POA2759,38,261,120,138,15,695,58,37,303,228,391,42,1058,3,0,11,16,50,3,82,9,0,32,45,327,12,421,5,0,44,49,192,44,331,373,139,1576,1406,4083,398,7979
POA2760,27,205,77,127,19,569,105,45,397,312,450,55,1358,0,0,11,16,43,9,88,8,0,31,45,235,3,322,20,3,63,57,223,100,464,640,153,1817,1386,3603,531,8128
POA2761,39,259,93,76,12,649,116,46,587,301,415,54,1520,0,0,24,13,25,7,70,3,3,53,46,237,13,359,13,0,96,65,163,71,408,719,171,2808,1696,3301,453,9152
POA2762,9,73,17,19,6,168,22,14,75,40,45,3,204,0,0,3,3,7,3,23,4,0,7,16,72,0,100,12,0,12,10,31,6,73,208,62,525,262,620,60,1740
POA2763,70,453,106,126,20,1010,166,71,682,314,400,62,1701,8,4,20,26,42,12,106,20,12,67,74,252,15,442,46,12,103,66,153,43,417,1357,334,3548,1909,3371,401,10920
POA2765,29,183,47,85,5,417,38,17,148,95,133,25,447,3,0,10,9,25,3,49,5,0,16,31,195,11,263,7,0,27,32,136,22,227,225,92,897,721,2242,211,4382
POA2766,20,113,23,53,9,281,48,17,397,148,214,37,863,0,0,12,12,15,9,45,5,0,39,22,86,8,156,6,3,58,30,72,40,207,371,74,1585,725,1470,247,4468
POA2767,27,166,54,43,17,430,116,38,567,187,281,56,1252,3,0,21,13,20,0,61,20,6,40,40,117,5,236,20,4,94,46,105,56,332,850,167,2606,1084,1767,344,6808
POA2768,57,417,95,88,17,910,248,50,634,287,245,57,1523,5,0,22,20,34,11,97,27,4,99,71,190,8,398,39,11,134,74,104,57,416,1699,294,3941,1783,2253,440,10407
POA2769,37,211,39,37,10,433,115,22,273,94,77,15,594,9,0,8,10,15,0,44,9,3,33,29,62,3,139,31,3,65,23,34,13,171,883,151,1842,731,871,143,4623
POA2770,43,250,108,179,27,764,94,31,563,381,647,99,1803,0,5,26,21,61,5,110,8,0,67,61,317,19,476,31,5,96,96,325,194,748,728,175,2533,1926,4845,800,11004
POA2773,40,214,49,44,6,466,57,25,119,55,52,12,309,3,4,6,4,15,0,32,3,0,16,13,41,3,77,4,0,20,19,22,3,71,311,125,800,392,608,61,2294
POA2774,98,448,100,98,16,971,123,55,258,129,145,16,732,3,7,20,17,25,3,69,7,0,21,22,98,5,163,14,5,32,22,63,10,144,548,259,1472,822,1612,144,4851
POA2775,3,11,3,5,3,32,0,0,10,5,11,3,43,0,0,0,0,10,0,12,0,0,6,3,16,0,25,0,0,0,3,10,0,18,17,14,71,60,210,22,398
POA2776,32,148,36,26,3,310,27,22,89,39,58,3,245,0,0,4,0,9,0,21,3,3,5,3,36,0,54,3,0,7,0,21,6,43,167,89,436,244,484,34,1462
POA2777,126,522,154,134,16,1229,131,73,357,238,234,35,1068,14,8,20,18,31,3,91,19,4,36,30,168,6,263,16,0,27,39,54,22,159,674,302,1667,1191,2188,196,6213
POA2778,17,77,22,17,0,166,24,12,72,27,43,3,186,8,0,4,7,7,0,22,0,0,0,3,17,0,21,0,0,5,3,13,8,33,107,48,270,139,305,34,895
POA2779,26,140,44,37,3,320,26,27,120,69,70,9,320,9,0,6,13,6,0,38,0,0,5,11,46,0,64,3,0,6,6,19,9,43,156,87,502,336,653,50,1783
POA2780,78,206,74,54,14,602,94,44,296,144,165,20,765,23,13,51,30,52,3,168,7,3,23,26,64,4,129,18,3,29,16,60,21,154,527,223,1197,740,1264,186,4131
POA2782,30,127,36,31,3,324,41,24,121,76,70,7,338,8,3,11,11,11,3,47,8,0,11,14,26,0,54,5,0,12,5,19,7,59,231,101,582,339,579,63,1887
POA2783,23,67,21,19,3,169,20,12,56,35,36,8,161,3,3,3,3,6,0,23,6,0,3,7,20,0,44,3,0,5,0,11,3,28,104,53,237,146,309,37,887
POA2784,10,25,4,3,0,64,6,13,24,16,21,0,83,3,0,3,0,3,0,10,0,0,4,0,11,0,18,0,0,3,0,8,0,16,42,26,118,81,166,12,440
POA2785,28,72,19,15,4,211,46,13,84,49,49,14,250,3,0,18,6,8,0,41,0,6,12,7,35,0,61,3,0,21,3,12,3,52,193,75,438,246,457,44,1451
POA2786,3,19,5,7,0,43,8,3,19,7,12,3,53,3,3,8,5,0,0,17,0,0,0,0,9,0,10,0,0,0,3,8,0,11,29,19,103,61,134,5,357
POA2787,11,41,16,19,3,100,9,3,24,33,35,5,105,0,0,3,0,8,0,16,0,0,6,3,26,0,36,0,0,0,5,47,7,62,35,23,160,149,601,63,1035
POA2790,26,117,51,74,10,315,16,27,153,115,210,17,540,0,0,16,5,30,0,50,0,3,11,20,124,3,163,3,3,7,21,80,30,145,125,100,607,583,2081,200,3710
POA2791,0,3,0,0,0,6,0,0,3,3,7,4,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,6,9,3,21,9,47,11,91
POA2792,0,3,3,0,0,6,0,0,6,3,6,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,22,21,43,9,106
POA2793,0,6,3,4,0,12,0,0,4,12,7,0,35,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,4,3,11,3,4,39,45,102,13,204
POA2794,30,138,55,61,7,311,6,8,100,83,177,19,403,0,0,3,4,24,0,25,0,0,9,12,95,3,128,0,0,3,5,41,20,75,51,64,425,343,1333,151,2370
POA2795,181,863,248,309,42,1936,170,119,659,407,605,71,2037,10,4,30,30,56,11,142,12,4,49,61,388,17,527,8,11,46,49,208,59,381,731,504,3069,1899,5858,542,12606
POA2797,0,3,3,0,0,5,0,0,4,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,14,21,68,8,114
POA2798,12,52,7,14,0,98,8,8,55,21,24,4,116,0,0,0,0,0,0,0,0,0,3,8,14,3,20,3,0,3,4,4,0,17,59,34,216,108,262,21,702
POA2799,13,51,20,21,4,116,7,12,45,38,75,0,177,0,0,3,0,3,0,10,0,0,0,10,46,3,59,0,0,3,4,22,11,40,31,29,175,155,633,60,1083
POA2800,135,799,227,288,22,1689,292,163,1094,590,814,119,3070,4,0,29,17,36,9,99,7,9,48,65,446,14,593,10,3,51,36,191,64,361,930,501,3621,2164,5998,587,13799
POA2803,0,3,0,0,0,6,0,0,3,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,15,19,36,3,71
POA2804,11,40,13,14,3,89,9,5,35,29,36,4,121,0,0,0,0,7,0,9,0,0,8,3,12,0,24,0,0,3,0,3,8,17,27,21,164,111,324,46,689
POA2805,0,0,3,0,0,11,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,54,5,98
POA2806,0,10,3,7,0,22,0,0,6,5,15,3,28,0,0,3,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,5,3,11,3,8,29,36,111,15,203
POA2807,0,6,3,3,0,13,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,4,13,17,37,7,80
POA2808,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,21,5,37
POA2809,0,3,0,0,0,3,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,12,11,24,6,52
POA2810,5,42,15,15,0,83,0,4,28,21,31,4,95,0,0,0,0,3,0,5,0,0,0,3,31,0,34,0,0,0,0,9,4,18,19,19,164,116,368,50,727
POA2817,0,3,0,0,0,8,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,16,34,12,85
POA2818,0,13,6,8,0,29,0,0,15,8,11,0,33,0,0,0,0,0,0,6,0,0,0,0,12,0,12,0,0,0,0,8,0,8,16,8,43,53,159,10,286
POA2820,18,79,21,42,5,175,9,6,58,62,96,9,247,0,0,3,0,11,0,15,0,0,9,3,44,4,57,0,0,4,10,29,10,49,39,41,235,207,727,95,1342
POA2821,14,69,23,24,4,149,5,5,50,35,77,5,179,0,0,0,0,6,0,5,0,0,5,10,54,3,69,0,0,3,3,28,12,42,28,29,244,173,619,62,1154
POA2822,0,3,0,3,0,5,0,0,3,8,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,5,0,0,18,16,58,17,107
POA2823,3,20,5,12,0,46,0,3,9,7,9,0,30,0,0,0,0,0,0,4,0,0,3,0,13,0,16,0,0,0,3,5,0,11,4,6,70,61,161,17,325
POA2824,3,30,16,14,0,68,0,0,20,11,10,3,48,0,0,0,0,0,0,0,0,0,0,5,15,0,21,0,0,3,0,10,3,8,11,14,123,91,236,37,505
POA2825,4,38,9,13,0,73,0,5,16,21,33,3,71,0,0,0,0,0,0,0,0,0,0,3,17,0,23,0,0,3,0,10,3,22,15,15,128,80,288,35,561
POA2826,0,0,0,0,0,3,0,0,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,16,10,25,3,61
POA2827,0,65,16,16,3,120,7,5,22,34,65,10,146,0,0,4,0,5,0,3,0,0,3,0,35,0,47,0,0,7,0,16,0,27,24,14,165,112,465,63,837
POA2828,0,10,0,3,0,25,0,0,0,3,9,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,3,5,4,32,18,79,10,156
POA2829,5,47,10,21,5,102,7,3,28,33,37,8,112,0,0,0,0,0,0,3,0,0,0,0,18,6,29,0,0,4,3,14,12,33,24,12,138,111,326,63,677
POA2830,147,735,176,276,29,1511,170,124,783,496,713,73,2364,5,5,41,19,124,10,204,15,4,46,72,504,23,657,7,3,32,28,204,65,335,633,430,2946,1826,5863,562,12256
POA2831,10,26,3,9,0,57,0,0,27,23,23,0,75,0,0,0,0,0,0,3,0,0,0,0,14,0,18,0,0,4,0,3,3,10,9,19,111,86,265,35,524
POA2832,9,34,14,9,10,71,3,3,29,15,24,3,71,0,0,0,0,0,0,0,0,0,0,0,14,3,14,0,0,0,3,5,5,18,20,12,132,99,188,41,491
POA2833,3,18,0,4,0,25,0,0,4,4,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,35,17,40,13,108
POA2834,3,31,17,15,3,77,6,3,27,19,17,4,67,0,0,0,3,6,0,10,0,0,0,0,5,0,11,0,0,0,0,5,10,14,20,7,76,85,152,32,373
POA2835,10,51,12,14,0,88,11,3,28,29,32,3,106,0,0,0,0,0,3,7,0,0,3,0,45,0,43,0,0,0,3,18,5,29,40,26,201,122,641,68,1102
POA2836,3,8,3,3,3,23,0,0,3,3,3,4,22,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,4,7,4,8,26,33,63,25,154
POA2838,0,11,3,5,0,15,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,9,22,3,49
POA2839,3,26,0,10,7,40,0,0,14,11,7,5,44,0,0,0,0,0,0,3,0,0,0,0,10,0,8,0,0,0,0,0,3,3,10,3,53,43,97,26,228
POA2840,0,51,13,31,11,116,3,3,33,21,29,9,93,0,0,3,7,0,0,6,0,0,3,0,19,0,20,0,0,0,4,12,3,21,28,7,151,126,252,43,609
POA2842,0,16,0,3,0,28,0,0,5,3,8,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,24,22,72,7,134
