POA_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA2042,88,466,61,46,10,1182,256,58,503,109,82,24,1039,63,16,167,36,45,4,329,36,22,169,39,76,3,353,59,13,155,42,59,29,364,1984,507,4473,1127,1167,209,9463
POA2043,32,191,27,24,4,490,141,34,210,37,33,14,473,44,9,86,26,20,3,180,21,3,42,18,33,0,118,14,3,74,16,16,13,142,969,221,2114,549,512,106,4470
POA2044,43,150,36,27,4,394,52,36,169,64,41,15,377,13,10,52,17,16,0,109,9,3,25,14,58,0,114,11,4,39,15,19,21,114,494,171,1373,535,670,91,3339
POA2045,21,131,23,24,12,323,69,15,124,37,32,4,275,5,3,21,7,5,3,49,9,0,23,17,31,0,75,3,0,24,20,18,9,80,411,98,945,344,417,70,2285
POA2046,130,523,95,90,24,1147,242,61,538,176,144,36,1192,28,4,68,41,38,11,188,36,7,82,56,200,15,398,36,5,121,67,105,46,383,1520,480,4158,1683,2167,375,10386
POA2047,53,244,56,33,12,526,143,36,278,72,42,22,592,14,8,43,16,19,7,103,16,0,40,34,61,4,152,28,3,51,31,18,16,147,866,244,2187,763,812,184,5055
POA2048,35,215,35,29,3,514,107,27,234,53,41,3,463,20,10,56,11,16,0,112,16,4,41,20,34,0,111,10,4,61,13,15,11,114,744,191,1796,505,486,68,3791
POA2049,58,290,44,25,15,691,142,36,263,74,62,19,600,24,7,76,37,17,4,162,24,14,60,23,57,4,181,22,3,57,24,37,17,161,959,292,2230,688,787,134,5099
POA2050,37,219,37,10,4,584,176,40,307,36,26,8,599,21,6,69,21,15,0,128,14,4,39,27,33,3,116,20,3,76,17,19,13,149,1021,225,2143,524,419,87,4425
POA2052,0,39,5,6,0,101,3,0,3,0,0,0,15,0,0,3,0,4,0,8,3,0,3,0,0,0,6,3,0,3,0,5,0,8,100,3,117,17,40,7,281
POA2060,29,241,34,17,7,572,192,35,351,74,46,18,726,23,8,67,17,15,5,132,26,3,65,19,38,3,148,70,10,116,29,18,25,268,1720,315,3569,770,584,204,7158
POA2061,18,103,18,10,0,240,69,14,143,25,16,8,276,13,0,28,11,7,0,54,10,0,18,9,13,0,45,24,9,65,10,3,4,118,711,138,1516,300,199,83,2942
POA2062,17,119,25,13,5,266,82,32,203,54,30,0,404,11,3,39,9,3,0,64,14,3,40,20,24,3,105,21,4,37,18,11,7,102,601,179,1665,451,374,85,3349
POA2063,15,94,29,7,3,219,78,13,151,33,12,3,290,10,0,13,3,3,0,35,6,0,13,5,16,0,37,11,7,26,10,12,7,74,549,104,1185,276,195,61,2369
POA2064,27,177,28,13,7,376,128,22,230,56,44,17,498,14,5,21,7,12,3,56,17,3,38,12,24,4,100,33,6,41,14,10,22,134,1007,213,1997,478,357,121,4164
POA2065,100,474,87,55,21,1152,397,133,955,162,109,56,1816,49,17,130,37,27,6,275,52,8,122,64,106,11,362,101,15,237,69,43,44,513,3544,729,7462,1736,1381,380,15238
POA2066,128,538,116,65,19,1296,448,106,879,219,156,50,1859,22,10,79,35,43,3,192,65,13,114,50,134,12,389,95,14,238,72,62,50,534,3027,649,6372,1727,1590,357,13731
POA2067,56,297,49,30,11,675,220,48,538,140,76,23,1045,18,5,40,17,21,0,103,47,8,84,62,84,8,284,89,11,200,60,49,46,452,2405,342,4680,1143,873,280,9724
POA2068,53,225,53,37,13,544,148,52,355,93,72,27,752,17,0,50,23,18,4,107,17,3,60,31,72,11,193,25,13,98,43,41,20,236,1223,328,3033,861,771,177,6384
POA2069,41,206,54,28,14,488,221,44,359,81,34,14,757,20,4,26,7,8,0,74,18,3,49,14,52,3,143,46,7,98,27,22,20,218,1306,258,2633,632,512,135,5471
POA2070,34,205,33,17,4,476,189,41,328,64,45,27,692,10,0,36,9,11,3,71,21,6,54,19,25,3,123,41,9,91,27,24,10,209,1232,241,2470,546,413,143,5037
POA2071,34,166,38,20,8,408,178,40,373,72,32,17,717,7,3,19,3,11,3,42,26,5,39,17,27,9,119,47,4,95,19,13,22,214,1271,210,2385,504,371,166,4904
POA2072,19,131,24,11,3,297,99,20,178,41,21,19,374,9,0,16,3,0,3,29,7,3,31,10,14,4,77,34,0,65,10,13,8,137,753,112,1472,263,233,88,2922
POA2073,67,273,60,26,11,677,242,52,471,99,54,21,929,7,3,44,9,20,3,84,21,5,51,19,30,3,131,57,3,116,40,28,17,266,1567,330,2970,720,580,162,6328
POA2074,79,419,98,57,21,933,250,66,556,146,92,28,1142,12,7,55,17,10,7,103,31,7,76,34,76,9,229,74,14,130,38,42,21,316,1774,427,3707,1011,885,221,8023
POA2075,75,340,74,36,18,749,234,34,498,128,69,37,1002,21,3,32,16,11,6,95,46,4,60,35,90,12,244,52,11,118,40,43,28,298,1690,332,3351,1074,833,270,7555
POA2076,113,489,103,71,24,1077,286,76,706,202,129,52,1455,20,5,48,18,17,3,109,40,9,103,39,80,10,283,58,4,132,47,61,24,328,1844,427,4104,1189,1174,300,9033
POA2077,132,661,170,130,28,1521,365,110,1017,417,379,79,2362,34,9,78,33,34,4,186,55,20,139,66,203,18,494,109,13,214,90,99,58,581,2965,617,5991,2252,2512,459,14804
POA2079,34,164,41,46,7,356,43,26,156,79,94,15,413,4,4,12,10,14,0,34,9,0,27,12,81,0,126,12,0,33,16,44,11,117,292,132,958,503,909,95,2884
POA2080,4,36,8,4,0,70,15,13,45,19,23,4,121,3,0,0,11,4,0,13,0,0,6,11,20,0,41,0,4,4,3,5,3,19,70,31,188,133,197,20,647
POA2081,22,109,33,35,8,255,40,17,96,68,68,19,313,3,0,23,8,9,0,43,3,0,11,9,48,0,85,5,3,17,20,26,9,75,241,83,695,368,637,85,2111
POA2082,29,130,38,34,3,282,39,23,120,66,85,12,349,0,0,13,0,8,4,28,4,0,12,9,52,0,77,0,0,14,8,27,9,64,204,99,656,387,673,72,2095
POA2083,4,25,7,3,0,69,7,4,28,14,11,0,61,0,0,5,7,7,0,13,3,0,3,5,19,0,22,3,0,6,3,14,3,28,76,19,151,99,202,22,560
POA2084,6,62,10,12,3,111,30,6,60,35,24,6,161,0,0,4,3,10,3,19,3,0,14,4,40,3,71,5,0,21,15,25,4,72,134,50,424,227,393,50,1279
POA2085,48,215,87,40,12,485,61,31,169,98,73,23,455,5,0,23,11,17,3,57,7,0,31,36,118,6,194,22,0,49,37,52,24,180,420,171,1365,786,1016,143,3894
POA2086,42,247,79,42,17,555,104,27,242,113,94,20,613,13,9,33,22,22,0,91,10,9,40,30,111,3,204,14,6,61,47,61,16,205,649,177,1883,930,1178,154,4969
POA2087,49,232,62,39,13,503,78,42,223,71,72,20,504,0,0,24,7,13,7,50,15,7,40,32,97,3,196,24,3,59,29,42,15,173,714,205,1821,699,835,146,4429
POA2088,74,357,79,48,19,863,344,77,565,140,72,50,1245,48,15,101,25,30,6,224,28,15,94,48,93,3,285,93,8,225,61,52,38,470,2595,527,5473,1435,1056,356,11449
POA2089,50,213,35,13,12,492,114,38,297,77,54,25,602,26,3,48,17,13,0,106,16,3,43,44,43,0,150,40,7,101,36,31,17,231,1238,283,2993,777,601,173,6073
POA2090,45,231,49,30,10,520,161,31,343,89,41,25,690,20,0,64,18,23,0,122,15,4,54,22,47,4,137,40,12,103,32,28,23,232,1360,312,3225,872,655,182,6607
POA2092,17,103,38,19,4,238,68,19,115,41,32,14,291,4,0,19,15,5,0,47,9,0,17,9,34,0,72,6,3,32,16,27,7,99,447,129,1222,435,425,80,2735
POA2093,92,365,97,64,16,809,166,76,477,157,116,35,1017,25,10,78,22,25,0,157,16,11,76,30,132,7,279,42,14,146,51,61,30,351,1381,463,4017,1398,1560,286,9104
POA2094,14,119,23,21,3,252,44,26,131,39,24,7,279,4,0,22,7,3,0,45,7,0,29,15,31,0,83,17,5,39,28,32,12,125,459,150,1223,384,368,74,2671
POA2095,50,285,46,21,10,580,141,47,327,87,68,25,693,18,5,84,20,16,5,153,28,7,69,43,52,3,195,61,8,143,46,60,29,342,1441,276,3690,949,849,240,7446
POA2096,55,319,73,64,7,652,121,44,339,114,81,19,719,19,3,68,18,24,7,143,16,3,52,44,99,0,224,30,6,95,38,65,18,250,915,260,2775,1082,1320,182,6536
POA2097,56,269,74,69,15,572,78,49,288,131,129,30,695,7,0,37,7,23,0,77,11,3,29,38,139,4,229,16,3,64,49,89,32,248,536,214,2008,1049,1843,230,5881
POA2099,109,621,170,157,35,1323,215,88,788,425,479,74,2077,16,12,100,61,72,8,271,24,11,106,127,336,13,624,59,11,192,130,231,87,709,1483,500,5150,2965,4527,616,15246
POA2100,55,340,97,66,21,729,105,52,375,191,174,47,944,12,7,46,19,41,5,130,14,0,60,52,199,12,344,31,8,97,50,116,52,356,849,288,2762,1411,2140,352,7799
POA2101,94,363,105,77,20,790,107,45,311,222,175,50,906,6,3,48,32,58,9,156,17,4,50,58,198,21,346,28,7,98,68,102,35,333,638,269,2215,1429,2411,297,7251
POA2102,18,144,39,32,4,295,43,27,121,95,66,18,377,3,0,15,18,11,3,52,0,0,20,18,81,5,121,4,4,26,29,32,17,108,268,95,840,579,822,115,2717
POA2103,28,215,56,45,12,422,53,20,173,101,69,22,445,3,3,18,12,13,4,56,6,0,26,34,107,3,173,12,8,55,39,55,23,186,344,116,1280,714,1203,158,3813
POA2104,3,46,8,12,3,96,30,3,47,30,13,10,130,0,0,16,8,6,0,24,4,0,11,7,25,0,50,4,0,21,12,15,3,52,114,21,376,192,268,45,1023
POA2105,4,31,10,11,0,82,14,6,37,13,11,4,82,3,0,3,5,0,0,11,3,0,0,4,7,0,18,3,0,9,6,6,9,36,103,24,259,112,149,27,676
POA2106,39,192,53,39,15,400,46,29,194,94,69,20,461,12,0,24,19,25,4,78,4,0,36,35,66,3,146,16,3,45,29,47,17,152,347,127,1280,741,1041,115,3641
POA2107,74,255,107,57,8,616,87,50,253,140,94,24,651,9,0,45,26,26,3,111,6,0,38,25,107,8,186,33,8,98,57,63,23,289,598,234,1907,1016,1457,210,5420
POA2108,3,23,8,3,3,48,14,0,38,8,12,0,67,0,0,0,0,3,3,8,0,0,3,0,5,0,15,5,0,8,3,8,4,29,78,14,212,114,127,27,569
POA2109,13,46,5,4,0,106,13,0,52,9,11,3,87,3,0,3,3,0,0,9,9,0,11,3,3,0,28,13,0,15,0,4,0,27,244,24,429,75,62,11,849
POA2110,24,144,28,18,5,321,172,27,257,58,35,29,577,6,3,27,12,4,3,56,8,5,33,21,39,0,106,17,6,45,29,28,11,127,704,173,1547,461,459,124,3470
POA2111,48,292,52,45,14,610,151,47,349,110,80,31,768,10,3,44,25,27,5,113,24,8,47,35,84,5,200,33,4,83,39,45,27,234,906,235,2350,928,1054,205,5681
POA2112,71,473,135,115,30,1094,261,95,699,270,223,68,1620,20,3,52,34,45,8,154,33,14,103,76,220,21,466,90,10,195,66,114,70,539,2230,384,4859,1903,2461,476,12319
POA2113,39,336,85,62,13,754,150,41,408,123,112,24,860,6,0,28,11,21,4,81,30,3,60,51,104,4,258,52,8,117,37,55,29,290,1491,254,3073,996,1172,224,7208
POA2114,71,391,81,79,10,890,251,76,594,202,183,49,1351,21,8,53,19,23,6,124,38,3,95,52,131,9,326,83,7,156,60,69,39,422,2103,384,4351,1323,1587,298,10039
POA2115,26,130,38,49,5,311,39,18,175,97,107,15,447,7,0,20,12,13,6,50,9,3,26,31,102,0,178,20,0,48,16,30,12,132,426,91,1123,625,980,120,3364
POA2116,13,70,27,27,3,195,32,12,113,55,57,12,275,0,0,12,3,14,0,33,9,3,18,16,59,7,113,17,3,32,17,35,9,110,311,58,731,380,587,68,2145
POA2117,36,293,90,71,17,685,135,43,453,175,152,40,998,7,0,31,19,25,4,83,35,8,60,34,120,10,265,33,5,109,61,89,35,332,1139,213,2681,1121,1566,260,6984
POA2118,39,385,89,67,12,807,208,70,592,181,172,37,1265,6,0,39,13,24,3,75,43,5,90,39,105,7,289,60,14,140,62,88,42,407,1673,305,3504,1193,1372,292,8339
POA2119,47,227,47,37,7,578,179,42,345,70,47,24,720,5,0,21,8,6,0,39,23,5,33,16,34,0,110,39,6,64,17,21,12,159,1089,224,2032,529,533,126,4538
POA2120,115,509,105,77,12,1145,209,69,529,177,149,38,1178,16,4,43,20,22,4,109,28,6,69,36,111,3,249,47,6,96,43,56,33,282,1539,407,3300,1075,1264,227,7816
POA2121,91,512,98,63,19,1250,314,92,718,198,121,41,1487,25,6,41,15,17,4,107,57,17,115,48,91,9,344,109,14,189,57,37,50,453,2812,484,4837,1235,1131,336,10833
POA2122,76,432,88,70,21,1138,293,75,640,194,162,35,1394,25,0,44,20,17,4,110,65,5,93,51,117,12,349,102,3,199,65,59,62,485,2758,382,4644,1433,1458,347,11015
POA2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2125,76,338,71,48,18,721,174,39,413,134,85,36,884,7,0,23,6,16,0,45,17,13,46,31,77,9,193,41,5,103,35,44,28,251,1207,274,2804,895,1016,224,6416
POA2126,65,343,111,66,17,791,194,53,453,166,137,25,1028,10,0,22,12,13,0,58,20,8,51,34,75,4,194,51,8,117,27,40,21,265,1457,351,3119,1066,1048,213,7250
POA2127,36,221,39,51,3,527,171,43,422,85,51,20,795,18,4,54,11,22,4,123,22,13,51,34,48,3,166,52,8,112,40,31,31,278,1371,234,2807,875,874,170,6327
POA2128,4,15,8,0,0,37,15,5,49,15,18,3,111,0,0,3,0,0,0,10,6,0,8,3,13,0,37,5,0,10,7,12,0,37,121,24,275,129,179,34,770
POA2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2130,48,187,26,15,3,442,116,23,240,49,55,11,490,17,0,50,10,8,3,93,11,3,39,17,29,0,106,18,4,32,18,17,5,85,686,197,1511,433,433,89,3355
POA2131,94,408,71,42,14,969,255,45,632,219,156,49,1362,30,5,89,28,28,6,184,46,12,85,30,91,8,266,53,9,143,58,66,47,373,1894,389,4080,1336,1273,349,9323
POA2132,44,195,37,35,10,475,83,30,221,98,64,21,518,9,6,37,15,14,0,74,15,3,47,12,51,7,137,25,4,67,21,24,16,152,692,190,1584,520,664,123,3779
POA2133,30,224,38,41,6,458,94,29,226,97,97,13,547,8,3,22,3,21,0,55,5,9,41,27,71,7,152,9,0,32,34,45,17,136,496,125,1338,637,985,154,3734
POA2134,16,152,22,18,9,372,137,21,329,113,82,24,702,13,0,20,13,14,0,59,21,0,48,35,48,5,160,68,3,110,40,31,37,287,1226,143,2286,763,585,218,5221
POA2135,42,258,49,37,9,567,391,51,945,170,122,61,1744,11,3,35,16,6,3,75,33,5,79,34,52,17,220,79,18,192,66,76,66,497,1952,264,4646,1161,965,409,9396
POA2136,24,121,29,29,3,286,55,14,159,61,69,11,376,3,3,15,5,6,0,31,11,0,35,21,51,4,121,10,4,39,8,26,26,110,380,86,1041,395,572,111,2582
POA2137,73,459,114,106,28,1032,259,76,600,176,152,44,1308,11,0,53,30,36,3,134,29,6,66,62,191,9,363,48,8,137,55,89,53,392,1566,360,3938,1586,2106,388,9948
POA2138,48,241,48,39,13,623,184,38,455,92,68,19,849,16,3,38,21,19,3,93,27,3,61,39,64,9,205,110,6,154,44,39,31,377,2191,246,3532,945,890,212,8013
POA2139,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
POA2140,23,154,24,21,3,346,145,22,391,105,85,20,760,6,0,28,6,12,0,56,28,5,59,29,39,9,159,58,0,114,38,40,47,292,1481,179,2722,835,728,221,6165
POA2141,27,206,63,64,10,494,164,37,616,199,173,39,1224,5,4,31,16,18,3,80,33,4,96,59,104,12,307,45,9,167,111,97,105,532,1037,197,3436,1437,1469,440,8020
POA2142,9,187,50,50,15,467,147,41,498,191,204,25,1109,7,3,37,16,21,11,91,25,3,67,52,113,15,268,77,4,115,72,106,63,431,1326,164,2641,1267,1463,381,7242
POA2143,13,85,30,16,3,178,41,14,103,69,58,8,290,5,0,8,5,5,0,27,4,0,20,22,39,8,96,9,0,27,29,38,26,135,228,57,757,431,558,119,2142
POA2144,25,179,47,37,5,430,151,42,499,241,211,51,1189,6,0,23,9,10,3,56,23,3,60,63,97,10,256,71,5,193,89,109,117,587,1291,160,2966,1454,1532,525,7923
POA2145,156,870,193,213,60,2033,767,157,1774,616,642,174,4131,27,3,78,45,66,10,229,81,13,170,125,427,28,853,193,15,304,176,309,154,1158,5155,746,9479,3745,5478,1165,25758
POA2146,37,205,64,61,21,495,128,35,373,152,201,30,915,10,0,14,6,19,0,54,17,4,39,43,100,10,209,31,5,78,39,70,38,262,939,177,1918,954,1548,249,5782
POA2147,74,470,134,162,29,1126,184,76,628,318,410,63,1682,9,4,30,22,48,6,117,29,7,84,79,278,20,496,42,8,115,95,233,102,584,1180,335,3323,1983,3863,545,11233
POA2148,77,553,172,224,27,1326,340,83,1155,570,665,101,2917,15,0,50,26,61,7,165,48,9,114,120,460,35,781,84,11,214,171,323,164,964,2241,402,5660,3404,5973,926,18609
POA2150,32,234,55,38,8,618,284,60,626,195,136,44,1343,20,8,36,18,26,7,108,40,6,88,49,70,10,260,142,12,250,70,54,70,595,3350,379,5516,1505,1236,451,12437
POA2151,68,370,99,72,8,840,188,48,454,182,159,40,1068,5,3,42,19,23,0,94,27,11,65,36,104,9,248,52,4,96,51,98,37,339,1249,291,2867,1239,1533,262,7441
POA2152,44,244,53,48,10,517,141,49,288,89,111,28,708,5,0,23,14,18,0,61,15,3,40,24,75,5,173,22,0,51,22,59,15,166,659,154,1575,616,969,145,4126
POA2153,191,1053,260,211,45,2271,523,137,1271,513,453,91,2990,18,3,71,37,56,11,200,81,19,165,147,374,31,822,115,22,243,154,217,75,830,3406,748,7821,3587,4863,735,21166
POA2154,120,789,174,107,38,1609,371,97,878,317,245,67,1981,18,4,61,36,43,10,176,46,11,118,88,229,16,502,96,16,208,105,126,63,616,2478,540,5801,2329,2762,499,14419
POA2155,158,1076,241,205,45,2159,410,137,1170,470,464,83,2731,11,7,63,51,59,8,196,46,11,152,126,432,24,797,80,11,252,152,249,90,825,2765,697,7573,3749,5378,725,20886
POA2156,45,263,69,50,7,535,82,37,248,98,68,27,548,7,0,20,15,10,4,50,7,0,30,27,141,6,214,12,0,56,30,59,23,182,454,168,1570,825,1416,183,4621
POA2157,11,57,18,12,3,123,18,5,40,17,29,4,109,0,0,3,0,4,0,12,3,0,9,9,48,6,82,0,3,13,7,17,10,50,90,30,338,193,500,72,1222
POA2158,38,155,40,30,7,352,63,18,160,80,66,14,401,0,0,8,3,13,3,33,11,0,27,27,82,0,149,14,4,31,17,42,23,123,354,118,1079,520,834,124,3032
POA2159,20,83,29,22,6,216,18,6,78,47,36,3,190,4,0,3,12,3,0,26,0,0,15,11,59,5,95,3,0,18,12,39,3,74,157,66,517,337,635,53,1774
POA2160,35,259,75,75,20,607,129,41,457,272,297,66,1259,4,0,22,22,30,3,84,18,8,68,81,185,13,363,39,3,101,89,154,92,480,932,184,2715,1654,2530,526,8533
POA2161,38,187,80,72,19,511,73,14,324,231,236,45,925,3,0,14,19,26,0,66,10,0,35,47,173,16,284,20,5,78,64,137,84,387,561,109,1742,1231,2180,378,6199
POA2162,22,159,45,53,8,353,43,20,178,134,136,22,532,0,0,11,7,13,3,39,10,3,23,31,107,17,184,9,0,48,35,105,54,259,265,92,1117,718,1326,247,3764
