POA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA2482,528,1035,7,31,70,319,14,69,340,1265,429,1687,22,85,35,92,96,309,154,484,580,2168,0,11,24,67,6,33,162,382,194,488,8,28,58,117,110,225,175,370,370,865,15,37,1499,4101
POA2483,1059,2095,12,49,84,372,23,89,563,2127,678,2644,37,153,93,309,186,562,314,1015,991,3659,6,30,41,137,11,31,269,664,336,872,27,70,89,185,186,388,300,643,636,1512,31,69,2719,7345
POA2484,2061,4095,37,196,189,904,68,284,942,3746,1232,5130,77,322,141,458,387,1210,603,1990,1834,7123,10,50,96,351,36,124,372,1055,521,1583,23,69,87,192,367,783,473,1045,995,2623,61,118,4950,13963
POA2485,1817,3592,14,57,68,324,27,121,511,1909,616,2411,44,172,78,266,246,741,367,1183,982,3589,11,36,36,117,24,91,290,729,354,969,26,78,67,142,350,744,435,967,791,1936,74,141,3659,9261
POA2486,3897,7776,58,309,312,1442,113,516,1525,6035,2008,8299,156,635,231,773,673,2112,1061,3525,3066,11827,25,110,100,354,58,216,507,1369,696,2041,73,235,155,355,611,1285,838,1877,1531,3924,106,215,8605,23741
POA2487,1516,3011,22,109,140,656,40,170,828,3256,1027,4187,49,202,131,434,176,561,362,1202,1390,5386,6,22,46,156,16,59,201,501,270,736,21,73,75,156,194,429,288,657,558,1393,48,102,3517,9886
POA2488,321,625,4,34,28,144,7,46,211,810,255,1028,22,79,21,66,66,197,104,342,359,1371,0,3,11,29,8,23,75,207,96,265,6,15,26,47,59,126,93,189,188,455,9,19,868,2467
POA2489,903,1785,11,60,82,366,26,105,560,2173,673,2704,34,133,49,154,102,311,180,601,856,3308,4,21,29,105,12,45,146,384,189,554,7,32,20,52,73,153,101,238,288,792,14,28,2065,5919
POA2490,79,149,0,11,5,22,0,6,41,159,47,196,0,3,13,37,11,41,28,74,77,271,0,0,3,15,0,3,10,24,11,40,0,3,0,3,5,14,10,26,26,66,4,4,173,494
POA2500,3963,7808,42,220,302,1428,53,218,1913,7259,2305,9129,148,621,313,1071,608,1871,1067,3561,3375,12696,13,58,119,416,30,115,508,1232,675,1820,62,200,216,480,540,1129,818,1807,1498,3630,258,539,9088,24667
POA2502,1016,2031,25,161,119,625,43,197,620,2575,809,3554,64,271,66,240,349,1148,481,1652,1293,5214,14,58,49,200,29,101,270,755,357,1114,22,85,60,131,392,868,479,1088,840,2202,56,118,3202,9564
POA2505,452,919,3,32,26,114,18,70,239,956,285,1177,36,134,41,131,149,500,227,763,513,1936,0,6,28,93,12,35,96,280,137,415,14,48,17,51,151,330,186,425,321,842,23,43,1303,3738
POA2506,657,1315,26,124,74,330,38,170,362,1465,495,2088,51,212,48,168,242,776,339,1160,827,3245,7,34,37,138,17,66,184,550,245,790,28,79,42,89,211,451,272,621,522,1411,38,77,2036,6049
POA2508,723,1430,20,123,112,509,34,168,763,2958,940,3756,96,376,124,417,271,896,489,1688,1427,5443,0,11,18,60,11,26,95,243,121,336,23,66,27,56,112,252,161,377,280,711,14,31,2445,7613
POA2515,1148,2241,22,106,161,722,36,161,844,3309,1055,4299,86,346,156,527,234,732,479,1603,1533,5901,4,10,18,61,9,28,121,306,150,405,21,57,55,112,130,278,204,445,358,853,27,50,3060,9047
POA2516,501,998,10,57,102,485,19,80,476,1892,614,2515,50,218,81,276,137,405,262,899,878,3414,0,5,27,86,8,29,70,200,98,320,14,44,23,51,86,178,127,269,228,587,18,35,1624,5035
POA2517,1287,2545,33,170,163,721,35,155,971,3796,1196,4841,112,471,143,510,305,974,559,1948,1755,6789,5,33,34,109,16,59,233,605,284,804,17,64,60,127,248,518,327,707,613,1513,40,82,3695,10928
POA2518,1809,3577,31,174,170,771,54,245,1092,4247,1342,5438,128,550,166,572,461,1481,752,2605,2098,8045,9,53,69,231,40,144,342,923,461,1349,49,158,109,239,432,937,590,1333,1057,2684,89,184,5052,14487
POA2519,1693,3359,38,195,185,834,35,149,1016,3993,1269,5163,121,490,193,665,414,1276,720,2429,1990,7596,6,26,42,149,28,83,241,646,314,900,36,125,82,181,347,746,460,1050,779,1951,70,149,4529,13060
POA2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2525,1126,2246,30,187,153,707,25,113,819,3236,1035,4249,109,460,144,518,281,891,541,1866,1572,6116,10,32,39,150,10,39,136,362,200,587,27,81,40,93,174,365,239,536,440,1121,43,85,3177,9565
POA2526,1423,2831,37,227,191,878,72,312,994,3913,1290,5328,169,706,217,750,477,1563,866,3017,2157,8346,6,25,40,149,21,89,199,578,271,840,29,90,78,178,236,522,343,789,618,1630,65,140,4263,12953
POA2527,1965,3917,63,361,258,1213,111,509,1385,5459,1820,7541,197,813,212,699,597,1945,1002,3455,2826,10999,18,85,88,304,48,177,442,1198,602,1767,48,151,102,225,333,709,481,1085,1076,2850,50,100,5913,17867
POA2528,2436,4871,48,255,197,947,93,406,1062,4202,1397,5815,131,548,152,512,670,2116,954,3179,2348,8993,22,86,84,321,62,253,628,1706,797,2362,51,155,109,247,591,1290,745,1690,1542,4050,119,246,6445,18159
POA2529,2535,5048,59,340,329,1497,125,574,1792,7047,2298,9462,233,992,305,1058,758,2431,1299,4477,3596,13935,26,107,68,232,53,195,414,1156,564,1683,50,155,116,269,378,825,544,1243,1104,2931,74,149,7308,22061
POA2530,3179,6372,69,400,380,1793,145,682,2038,8063,2637,10940,211,892,293,1008,907,2944,1418,4840,4058,15775,23,132,133,469,67,246,620,1742,849,2588,66,201,141,312,581,1259,778,1779,1628,4366,108,226,8976,26742
POA2533,2053,4044,33,168,201,914,54,243,855,3390,1147,4720,108,433,194,647,404,1265,708,2345,1855,7067,4,22,36,120,16,37,172,457,232,632,27,86,67,139,201,426,297,653,524,1286,39,85,4468,12476
POA2534,675,1332,12,59,77,344,9,51,328,1337,428,1791,27,114,62,208,136,408,228,735,654,2523,3,16,16,45,8,14,57,143,78,226,9,24,14,38,67,129,91,195,163,416,8,20,1505,4292
POA2535,1151,2269,11,55,59,268,16,66,351,1385,433,1770,18,78,56,187,159,488,230,757,667,2530,0,0,12,23,5,13,79,207,93,244,10,21,25,49,95,189,131,259,217,506,13,32,2052,5331
POA2536,2571,5080,26,143,113,556,67,296,692,2779,901,3774,41,163,94,316,288,888,429,1360,1324,5132,13,51,61,214,31,107,341,988,444,1368,29,91,54,112,313,655,400,860,843,2227,54,108,4792,12540
POA2537,1802,3555,13,69,105,465,29,125,461,1820,609,2485,42,149,95,277,225,677,356,1100,966,3581,4,19,37,143,25,87,189,501,257,747,15,45,57,112,172,354,241,509,494,1257,38,80,3295,8470
POA2538,320,629,4,19,18,93,11,35,113,467,149,619,9,24,14,52,50,157,68,234,222,855,0,0,3,14,5,14,26,70,33,92,3,3,3,6,20,51,28,66,62,154,4,12,605,1654
POA2539,2708,5341,28,150,124,573,64,294,796,3132,1012,4151,75,299,123,385,317,977,513,1661,1526,5808,11,40,52,179,31,99,320,847,409,1171,25,63,68,148,285,587,380,795,784,1971,52,104,5068,13225
POA2540,6032,11955,88,479,438,2025,153,693,2091,8238,2763,11438,185,757,290,921,906,2781,1380,4451,4144,15889,30,121,126,458,87,329,748,2128,993,3033,77,242,169,362,733,1559,980,2160,1970,5193,119,252,12270,33290
POA2541,2647,5250,46,241,192,893,71,338,1297,5088,1606,6559,77,314,148,475,450,1430,673,2223,2280,8775,20,102,93,331,70,254,670,1883,855,2572,41,129,105,228,494,1071,637,1428,1491,4005,118,238,6533,18268
POA2545,158,307,3,19,8,28,4,19,32,138,42,200,8,29,7,19,36,110,52,159,95,362,0,0,0,0,4,12,19,62,22,71,0,3,4,10,21,40,22,52,45,123,3,9,304,803
POA2546,1516,3008,14,74,47,242,18,86,317,1273,400,1678,13,51,39,124,141,423,193,599,595,2275,0,0,21,78,7,33,138,390,172,502,8,24,31,68,118,251,160,344,332,844,19,44,2469,6170
POA2548,1244,2462,7,30,54,273,16,63,306,1149,379,1515,16,73,50,163,131,388,201,627,581,2138,3,15,16,58,7,27,116,298,146,404,11,23,29,58,99,205,134,283,279,687,14,30,2115,5314
POA2549,539,1057,8,28,49,213,15,61,186,735,257,1037,14,68,27,86,52,166,96,315,355,1354,3,13,12,49,3,11,72,188,90,266,7,20,8,24,48,92,64,139,152,400,7,19,1056,2837
POA2550,2077,4071,26,162,172,794,49,236,830,3288,1076,4485,65,254,103,319,287,856,455,1434,1532,5915,6,24,55,160,21,79,241,662,321,927,20,52,69,147,202,412,297,614,618,1541,40,86,4268,11610
POA2551,457,901,4,14,24,109,11,31,145,557,184,708,8,40,13,46,51,154,81,240,260,950,4,19,14,42,11,36,72,208,91,301,5,15,12,27,47,99,68,138,159,441,16,31,891,2323
POA2555,13,23,0,0,3,9,3,5,8,51,16,69,0,6,0,7,8,22,8,31,26,104,0,7,0,4,0,0,3,15,9,25,0,0,0,0,5,13,5,13,12,36,3,5,50,168
POA2556,210,431,13,78,39,203,12,47,122,527,188,864,28,134,34,114,109,383,171,634,360,1497,0,0,3,20,0,3,25,77,29,101,9,26,3,11,43,102,59,142,89,243,6,13,664,2175
POA2557,814,1658,25,128,112,540,50,260,738,2864,914,3795,71,305,54,211,254,874,378,1392,1298,5185,3,21,20,79,13,37,87,267,124,399,13,34,9,27,86,212,110,273,234,676,27,60,2368,7573
POA2558,813,1659,35,232,140,661,63,296,698,2769,940,3955,115,519,123,412,441,1469,679,2408,1619,6358,15,82,39,139,25,98,225,633,308,955,33,100,49,119,241,544,324,769,627,1726,33,81,3099,9819
POA2559,72,154,23,146,19,120,23,127,80,352,151,744,13,73,9,41,42,144,65,254,213,1000,11,55,24,103,32,132,146,465,222,755,10,34,11,37,79,184,97,247,317,1009,15,26,621,2191
POA2560,6231,12548,251,1492,834,4157,414,2034,4423,17831,5922,25518,528,2280,571,1977,2245,7340,3347,11591,9266,37110,95,455,329,1269,213,824,1829,5237,2466,7780,203,639,306,693,1648,3662,2150,4998,4616,12781,330,701,20437,63146
POA2563,29,58,0,0,6,36,3,10,13,60,24,106,0,3,0,3,11,24,11,34,35,136,0,0,0,0,0,3,5,19,7,20,0,0,0,0,12,26,12,26,17,48,5,6,86,248
POA2564,822,1695,39,250,196,931,77,381,874,3462,1183,5024,95,406,129,441,376,1241,597,2078,1780,7106,14,73,61,230,47,188,330,1011,449,1501,41,147,59,131,348,784,444,1060,898,2565,64,142,3575,11508
POA2565,1543,3144,51,307,247,1181,82,393,1422,5558,1796,7442,172,752,230,802,562,1861,975,3413,2768,10855,10,48,74,272,30,116,333,961,440,1397,44,142,93,209,370,797,499,1150,941,2543,76,160,5333,16702
POA2566,1860,3771,93,547,385,1821,136,664,1825,7223,2441,10259,231,1001,285,996,850,2821,1363,4819,3806,15075,33,141,87,329,68,266,478,1416,664,2152,64,212,99,236,556,1228,716,1673,1382,3819,104,231,7151,22900
POA2567,2711,5464,133,758,641,3009,273,1238,3227,12913,4272,17925,373,1599,412,1438,1062,3476,1844,6517,6116,24438,31,158,121,446,70,285,609,1697,835,2584,104,323,153,367,539,1205,798,1900,1632,4480,102,221,10553,34609
POA2568,140,274,3,10,14,59,9,39,64,231,82,337,15,76,15,48,35,117,70,244,148,579,0,7,0,3,0,0,3,8,5,16,0,0,0,3,4,17,6,19,13,33,0,3,304,887
POA2569,144,291,8,34,14,63,10,37,81,342,109,478,13,45,24,78,40,125,74,249,180,726,3,7,0,7,0,4,22,57,28,77,3,13,4,8,22,41,26,60,56,135,0,0,389,1160
POA2570,3668,7349,119,671,491,2330,238,1105,3222,12730,4066,16837,291,1230,348,1200,1089,3543,1731,5968,5790,22807,25,102,103,372,53,195,520,1405,710,2079,71,226,109,247,470,1026,648,1495,1353,3578,94,201,10907,33933
POA2571,1082,2147,47,249,181,834,91,410,942,3730,1250,5225,90,382,123,412,326,1047,539,1837,1785,7066,5,27,25,105,14,59,142,378,187,569,12,35,31,66,145,315,187,414,378,985,33,68,3278,10262
