POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA2295,3,0,3,0,9,11,0,3,0,10,7,3,7,0,18,3,0,14,0,18,34,3,12,0,48,21,4,22,3,45,152,4,38,3,199,70,15,31,0,119,108,27,36,3,176,76,38,34,6,153,39,43,16,4,93,43,37,10,0,88,86,94,14,0,198,64,104,9,3,177,34,64,0,0,103,18,38,4,0,67,25,77,3,0,104,74,80,21,0,177,19,6,4,0,27,876,643,282,23,1826
POA2296,0,0,4,0,5,0,0,0,0,4,0,0,0,0,7,0,0,5,0,4,3,0,4,0,13,3,0,10,0,10,20,5,11,0,36,17,10,11,0,31,22,8,20,4,48,13,9,9,0,34,10,14,6,0,30,17,11,5,0,34,29,19,3,3,51,21,23,5,0,48,14,4,0,0,16,6,9,0,0,12,15,19,0,0,32,12,11,5,0,31,0,0,0,0,3,200,127,102,20,447
POA2297,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,8,0,4,7,0,4,0,14,3,0,10,0,18,14,3,14,0,28,11,7,15,0,35,6,11,13,0,24,5,9,9,0,31,13,12,7,0,29,7,11,3,0,25,28,22,4,0,51,17,27,0,0,49,19,7,0,0,23,8,8,0,0,19,3,17,0,0,21,12,15,8,0,32,0,4,0,0,4,149,151,94,10,404
POA2298,7,0,8,0,19,3,0,4,0,4,3,3,20,0,29,5,0,20,0,32,41,4,37,5,88,18,11,47,5,88,115,22,56,6,195,74,30,69,13,182,74,44,54,5,177,81,63,39,10,190,57,53,27,5,147,46,72,19,3,148,94,137,22,5,262,86,91,10,0,185,52,67,7,0,131,23,41,4,0,74,26,62,0,0,84,43,86,44,0,180,14,7,15,3,37,874,815,505,64,2259
POA2299,12,10,12,3,35,5,7,5,0,17,9,7,23,0,38,6,6,16,0,24,43,26,40,7,123,28,26,63,4,116,153,26,57,3,236,67,46,72,16,200,86,69,60,7,225,74,69,52,16,209,52,73,45,3,173,48,65,26,3,141,107,169,39,4,318,63,133,10,3,208,39,95,7,0,135,19,70,5,0,87,33,104,0,0,140,60,116,47,0,221,11,7,4,3,29,908,1119,572,77,2681
POA2300,6,3,5,0,12,3,0,3,0,9,8,0,11,0,16,3,0,5,0,13,18,4,14,3,41,12,0,26,0,39,54,0,27,3,85,43,16,23,3,81,77,18,28,8,129,103,23,23,9,162,54,22,20,0,93,79,31,17,3,136,192,79,26,3,304,134,69,16,4,220,112,56,3,5,166,84,45,14,0,142,211,226,9,0,452,120,90,36,0,245,8,10,3,0,24,1328,687,312,43,2368
POA2302,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,0,0,6,4,0,5,0,5,6,0,0,0,8,7,0,0,0,10,0,0,0,0,0,6,5,0,0,13,11,0,0,0,12,8,0,0,0,10,0,3,0,0,3,6,5,0,0,9,8,0,3,0,17,0,0,0,0,0,64,13,10,0,96
POA2303,10,0,6,0,19,7,0,4,0,15,6,0,9,0,20,0,0,21,0,25,36,3,26,9,76,14,3,29,4,53,100,8,40,6,158,38,19,37,6,105,73,29,37,7,147,83,41,33,3,156,52,33,29,6,117,61,34,25,3,124,95,92,39,0,230,70,124,10,3,202,43,75,0,0,116,34,68,7,0,113,80,214,9,0,298,57,126,44,3,226,13,4,8,0,20,870,871,418,53,2216
POA2304,19,3,13,3,30,6,0,0,0,10,3,0,24,3,30,3,3,37,0,49,48,10,58,4,115,38,15,99,5,154,166,36,100,10,314,96,60,75,5,241,119,87,95,22,323,123,113,86,15,340,61,127,53,4,252,110,137,44,11,298,205,223,46,9,482,149,178,19,4,353,98,105,3,0,209,24,46,4,0,72,42,56,5,3,109,117,116,62,0,300,15,15,8,5,44,1442,1340,823,108,3716
POA2305,6,3,4,3,15,3,0,0,0,5,5,5,18,3,30,0,0,9,0,10,39,6,22,0,71,18,10,45,3,82,138,14,59,4,208,66,21,58,14,162,111,59,62,5,243,97,55,50,9,204,78,73,52,0,197,67,102,38,0,206,155,223,40,0,419,100,205,16,3,316,69,202,3,3,270,40,114,5,0,162,91,284,13,3,393,74,177,52,0,308,16,17,20,3,58,1169,1572,560,61,3365
POA2306,0,0,3,0,4,0,0,4,0,8,4,3,16,0,19,0,0,20,0,20,27,3,44,0,73,5,13,64,0,79,75,29,55,0,151,22,23,39,3,87,14,31,31,3,79,14,32,12,3,63,7,21,12,0,37,5,21,8,0,35,17,24,3,0,45,0,6,0,0,12,0,5,0,0,5,0,0,0,0,0,0,3,3,0,3,10,21,25,0,58,10,8,11,0,32,209,245,343,19,821
POA2307,9,0,3,3,14,5,0,0,0,3,4,0,4,0,14,0,0,8,0,10,24,6,10,0,37,11,7,22,0,38,77,10,29,0,112,32,23,34,3,90,32,25,25,0,92,33,35,15,3,87,23,50,10,3,82,20,36,6,3,67,47,60,8,3,120,23,33,3,0,60,9,15,3,0,26,0,9,3,0,13,3,6,3,0,12,23,34,19,0,69,10,3,5,3,20,375,351,218,27,967
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,3,0,3,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,0,3,0,12,4,0,7,0,8,18,0,3,0,24,10,5,3,0,16,13,10,4,0,24,6,8,0,0,17,3,11,0,0,14,6,9,0,0,11,9,13,0,0,26,4,10,0,0,11,4,5,0,0,12,3,6,0,0,9,0,5,0,0,11,9,18,3,0,25,0,0,0,0,3,98,95,35,4,230
POA2312,0,0,0,0,3,3,0,0,0,3,5,0,3,0,8,0,0,7,0,8,18,0,3,0,24,10,4,9,0,23,38,0,9,0,44,13,10,12,0,46,25,19,10,0,52,17,24,3,0,44,10,12,0,0,17,14,7,4,0,23,21,21,0,0,41,0,6,0,0,12,0,0,0,0,3,0,3,0,0,3,4,3,0,0,4,10,27,9,0,42,3,3,0,0,4,189,153,70,6,412
POA2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2315,25,3,11,0,43,24,3,4,0,31,19,3,16,0,42,10,3,15,0,23,115,14,33,0,161,35,13,58,0,112,310,27,69,3,409,198,43,79,3,326,259,88,63,10,416,233,87,54,6,371,100,98,38,0,230,113,93,28,0,233,187,195,30,4,420,100,153,9,0,266,53,98,5,0,152,35,53,3,0,96,84,109,3,0,196,133,208,48,8,388,58,16,9,0,81,2090,1292,568,36,3986
POA2316,3,3,3,0,5,5,0,0,0,6,0,5,6,0,10,0,0,11,0,11,41,5,17,0,63,21,6,22,0,51,127,10,20,0,159,66,24,31,0,122,82,46,30,0,149,46,47,16,3,117,33,45,15,0,95,31,56,6,0,100,52,106,9,0,169,27,75,7,0,115,20,38,0,0,58,10,18,3,0,26,16,41,3,0,62,54,115,34,3,208,19,3,3,0,21,652,644,250,11,1555
POA2317,9,0,4,0,15,9,0,0,0,5,3,0,10,0,10,0,3,6,0,12,45,0,18,0,63,29,3,23,0,59,152,6,31,0,192,87,21,33,5,150,126,35,43,6,207,103,48,27,3,186,49,49,14,0,118,33,51,12,0,92,68,84,7,0,158,36,56,0,0,88,23,42,0,0,59,8,17,0,0,30,18,38,0,0,62,56,97,19,4,171,25,4,3,0,37,901,547,264,16,1726
POA2318,15,4,15,0,37,3,0,6,3,11,13,0,5,3,18,5,0,11,0,20,60,5,31,0,92,27,9,43,0,74,190,20,35,0,243,97,32,43,3,183,135,88,63,3,288,114,119,37,3,271,71,121,34,3,229,79,142,30,0,255,167,289,20,0,475,94,202,7,3,309,54,132,7,0,192,27,70,7,0,104,48,127,9,0,179,79,220,41,0,345,23,13,6,0,42,1297,1593,442,26,3367
POA2319,9,0,8,0,19,14,0,0,0,14,3,5,13,0,23,5,3,25,0,32,38,7,24,0,70,30,8,42,4,85,208,23,48,0,281,106,34,46,7,192,93,51,40,5,192,74,67,22,3,160,55,54,10,3,126,49,61,15,0,125,61,95,7,0,169,33,67,8,0,103,18,22,3,0,42,13,14,3,0,29,11,22,0,0,36,49,73,19,0,137,26,6,3,0,36,899,610,329,26,1867
POA2320,36,12,18,0,65,23,9,9,0,35,15,5,43,0,65,9,8,78,0,99,162,27,109,10,300,81,40,189,11,316,456,68,221,14,761,240,119,216,16,594,277,201,196,11,683,307,330,109,8,754,207,318,83,6,615,205,301,68,3,577,399,656,85,10,1144,250,538,33,6,821,163,356,8,3,535,79,229,13,0,317,149,516,11,0,678,210,498,124,6,833,59,28,30,0,130,3328,4254,1638,110,9323
POA2321,24,3,8,0,36,13,0,4,0,23,8,4,10,0,25,12,3,15,0,31,46,3,38,4,99,41,18,57,3,124,206,24,67,3,305,120,48,68,0,237,144,100,72,5,317,134,140,56,0,326,87,162,37,3,291,100,160,31,0,293,224,337,41,5,617,133,248,19,3,396,59,151,8,0,211,33,104,3,0,143,65,187,6,0,261,83,214,55,3,353,27,11,10,0,52,1563,1930,610,35,4135
POA2322,22,4,13,3,48,10,3,3,0,13,8,0,19,0,35,6,4,32,0,46,81,6,52,3,145,54,22,99,3,176,310,40,142,8,499,172,73,101,7,362,191,137,113,9,446,170,212,92,8,478,119,198,64,10,386,114,197,29,9,351,207,383,49,5,643,102,300,16,4,423,69,158,3,0,239,33,105,3,0,140,36,169,3,0,211,104,293,76,9,480,46,17,23,6,89,1855,2325,946,79,5201
POA2323,23,13,16,0,52,26,0,11,0,39,12,9,25,0,48,12,3,55,0,71,109,22,73,6,211,58,25,145,4,233,391,55,158,16,622,218,85,140,16,459,289,186,162,17,648,216,204,137,13,573,161,227,90,8,485,168,240,53,5,460,315,476,92,7,896,169,363,19,4,566,98,227,11,4,345,33,150,13,3,198,85,286,9,0,371,147,390,99,3,636,65,25,21,0,109,2590,2980,1319,112,7006
POA2324,23,7,16,0,51,21,0,9,0,33,19,4,45,0,70,10,9,61,0,79,165,14,87,5,276,103,21,171,7,298,511,63,162,15,748,274,116,138,10,540,353,166,148,10,679,272,207,87,7,576,149,213,67,3,432,175,177,46,0,396,264,346,42,3,654,154,246,28,3,437,59,125,7,0,192,29,69,5,0,105,61,150,8,0,216,157,313,98,4,578,61,16,33,3,115,2864,2247,1272,85,6470
POA2325,30,11,23,3,66,20,3,10,0,35,24,11,48,3,83,10,5,82,0,109,138,26,130,11,301,86,33,222,3,342,519,79,261,7,866,232,133,187,19,568,255,228,181,11,670,239,228,96,12,578,138,223,98,7,465,156,244,58,3,463,272,423,55,4,754,124,282,17,0,427,86,178,4,9,273,27,113,10,0,151,77,211,10,0,300,164,302,117,4,592,58,26,38,3,136,2658,2754,1650,113,7174
POA2326,12,0,7,0,21,9,0,0,0,7,3,3,20,0,27,0,0,25,0,24,37,7,39,3,87,26,13,48,0,88,140,21,56,10,221,50,34,47,9,147,60,60,40,7,160,61,84,22,0,170,41,75,26,3,141,27,80,13,3,122,64,106,12,0,185,39,99,3,0,136,24,40,0,0,64,7,28,0,0,37,9,43,0,0,55,35,101,44,0,180,21,11,18,0,48,670,813,411,33,1928
POA2327,4,3,0,0,8,6,0,0,0,7,12,3,9,0,25,5,0,16,0,20,46,5,38,3,89,23,6,70,5,108,148,19,64,3,241,75,36,62,7,182,73,67,54,5,196,71,98,25,3,197,41,68,18,3,129,44,80,17,3,143,81,99,11,0,191,33,71,6,0,110,18,35,3,0,53,3,24,3,0,27,11,32,3,0,47,40,81,50,0,169,22,3,26,3,51,738,741,481,42,2002
POA2328,3,0,0,0,9,4,0,0,0,7,0,0,3,0,3,3,0,8,0,15,14,0,3,0,18,7,3,12,0,28,35,3,23,0,60,21,13,14,0,42,29,12,9,0,44,16,18,7,0,40,18,19,10,0,36,9,29,0,0,37,32,49,0,0,88,15,35,3,0,50,16,15,0,0,29,6,7,0,0,19,9,20,0,0,34,21,39,17,0,71,16,3,3,0,19,279,263,100,4,652
POA2329,7,0,0,0,6,6,0,0,0,6,0,0,0,0,7,0,0,6,0,9,11,3,16,0,29,6,0,16,0,17,44,5,13,0,57,16,13,11,3,32,30,22,10,3,65,36,10,0,0,47,3,19,0,0,23,8,19,0,0,30,21,35,0,0,63,14,15,0,0,28,5,16,0,0,21,5,10,0,0,14,7,6,0,0,8,23,27,13,0,57,11,3,3,0,19,240,203,89,6,539
POA2330,21,3,14,0,41,15,0,3,3,27,11,4,27,0,40,7,0,38,0,48,85,6,54,3,150,42,24,105,0,171,195,37,81,9,323,112,60,85,9,263,150,117,89,13,366,152,153,52,6,362,105,153,34,6,291,105,162,41,5,321,246,422,46,7,717,151,328,20,4,498,115,194,6,3,314,58,156,13,0,222,146,358,6,0,512,166,301,68,0,536,37,31,14,0,79,1911,2504,805,67,5286
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2333,24,6,17,0,45,10,0,13,0,25,12,4,27,0,42,7,0,40,0,51,52,13,60,3,129,26,15,98,3,145,145,42,84,7,275,88,53,67,0,208,98,86,57,10,253,99,94,38,3,236,73,100,23,0,190,76,101,21,4,206,129,252,37,3,430,105,188,9,6,297,61,124,11,0,192,40,72,3,0,113,72,150,5,0,223,94,176,57,0,328,26,13,36,0,74,1245,1484,694,38,3463
POA2334,0,0,0,0,3,4,0,3,0,3,5,0,4,0,4,0,0,5,0,7,10,3,15,0,24,3,8,9,0,18,38,12,25,0,72,19,11,20,3,53,14,24,18,0,56,19,34,8,0,61,17,31,7,0,49,18,31,4,0,54,34,64,6,0,109,18,55,3,0,77,4,21,0,0,28,3,20,0,0,17,10,25,0,0,34,12,39,17,0,69,3,3,4,0,13,241,361,147,5,753
POA2335,8,0,5,0,11,0,0,0,0,0,3,0,0,0,11,5,0,13,0,15,23,3,16,0,46,17,3,28,0,49,59,10,28,0,95,33,17,19,0,67,60,43,18,3,131,42,46,21,0,110,40,49,17,0,109,42,49,15,0,106,79,152,21,0,246,56,131,9,3,193,29,70,0,0,99,20,49,4,0,75,35,91,0,0,136,44,102,22,0,162,6,10,6,0,23,602,829,237,17,1677
POA2336,5,0,0,0,9,3,0,3,0,4,3,0,7,0,8,0,0,8,0,7,7,0,10,0,14,8,7,13,0,27,42,4,6,0,56,30,5,9,3,45,28,15,5,0,49,23,11,3,0,37,17,21,5,0,46,25,22,0,0,50,30,48,8,4,90,19,40,3,0,64,14,25,0,0,37,9,23,0,0,27,15,24,0,0,42,19,46,6,0,72,12,0,3,0,14,304,292,100,8,700
POA2337,14,0,3,0,24,6,0,5,0,8,5,3,8,0,21,4,0,9,0,8,29,3,23,0,49,12,7,22,0,35,108,13,36,3,158,63,28,37,0,125,85,40,30,0,159,94,61,24,0,179,43,56,14,0,111,47,63,12,0,133,101,147,11,0,251,63,111,4,0,181,35,71,3,0,110,12,45,0,0,54,43,94,3,0,137,51,109,25,3,189,17,9,9,0,35,833,861,266,16,1969
POA2338,4,0,0,0,5,3,0,0,0,3,3,0,9,0,11,0,0,3,0,3,16,3,3,0,17,12,3,13,0,23,27,3,13,0,40,21,8,3,0,36,17,12,5,0,35,16,10,5,0,23,9,9,3,0,23,13,6,3,0,23,22,18,3,0,43,3,10,0,0,11,4,11,0,0,16,3,0,0,0,4,0,9,0,0,16,8,15,4,0,28,5,3,0,0,14,181,125,61,0,367
POA2339,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,3,0,8,0,0,0,0,8,16,3,0,0,20,5,3,3,0,12,19,8,0,0,24,9,10,0,0,21,0,4,0,0,9,6,0,0,0,11,12,11,0,0,17,7,11,0,0,11,4,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,12,0,0,20,4,0,0,0,4,91,63,17,0,171
POA2340,42,17,26,0,81,18,6,20,0,46,25,11,63,4,102,11,5,105,0,122,212,37,173,5,428,130,32,298,0,467,700,86,323,23,1130,425,170,295,23,905,517,356,275,34,1186,496,398,181,25,1099,312,389,127,11,835,325,406,112,15,863,595,840,97,18,1543,319,563,32,9,928,148,373,8,9,533,84,195,18,0,294,171,339,19,3,528,319,676,220,13,1223,115,64,67,8,250,4954,4959,2467,191,12567
POA2341,0,3,0,0,0,0,0,0,0,0,4,0,3,0,10,0,3,3,0,7,5,7,12,0,20,5,0,11,0,21,43,5,16,0,64,10,5,11,0,29,14,15,6,3,35,18,21,8,0,46,14,15,0,3,28,10,11,4,0,21,12,13,0,0,28,7,8,0,0,12,0,6,0,0,10,0,0,3,0,7,3,3,0,0,6,9,17,7,0,32,11,0,3,0,15,169,118,84,12,386
POA2342,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,10,4,0,3,0,10,10,9,3,0,19,3,0,0,0,3,0,0,0,0,3,3,3,0,0,10,7,12,0,0,18,3,7,0,0,10,0,0,0,0,4,0,0,0,0,3,4,4,0,0,8,5,7,3,0,10,0,0,0,0,4,58,46,21,0,123
POA2343,8,0,4,0,12,0,3,3,0,9,9,0,4,3,14,0,0,15,0,19,20,6,17,0,45,21,4,25,0,49,82,11,34,0,131,45,28,28,0,96,62,39,28,5,131,60,56,18,3,132,35,37,9,3,81,30,34,9,0,78,59,63,3,0,130,35,38,3,0,80,14,33,0,0,46,7,11,0,0,18,25,27,0,0,51,42,78,22,4,146,21,6,11,0,39,566,481,237,21,1310
POA2344,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,10,0,3,0,19,7,0,0,0,13,8,4,0,0,11,9,9,0,0,22,5,3,3,0,15,8,8,3,0,20,7,14,0,0,24,4,8,0,0,10,0,5,0,0,6,0,6,0,0,8,0,8,0,0,9,6,22,0,0,23,6,0,0,0,6,85,96,22,0,198
POA2345,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,7,0,0,0,7,4,0,9,0,6,17,0,3,0,18,9,10,3,0,19,8,4,3,0,17,16,3,0,0,18,9,7,0,0,18,3,14,0,0,18,6,11,3,0,21,3,7,0,0,8,0,0,0,0,3,0,3,0,0,3,3,5,0,0,9,7,13,0,0,31,5,0,0,0,5,98,81,28,8,215
POA2346,4,0,0,0,12,4,0,0,0,5,3,0,10,3,17,3,0,5,0,8,24,0,12,0,35,15,5,23,0,42,79,6,23,0,116,29,16,19,4,70,49,23,13,0,90,36,28,15,6,85,13,28,4,0,44,12,23,7,0,44,12,40,7,3,66,14,19,0,0,30,5,8,0,0,13,6,5,0,0,10,7,13,0,0,16,26,37,16,0,80,6,7,8,0,22,351,260,172,17,801
POA2347,6,3,0,0,11,3,3,0,0,3,0,0,0,0,3,3,0,4,0,11,8,10,9,0,28,11,3,13,0,27,72,3,12,0,89,22,14,3,0,40,24,18,6,0,49,17,18,3,0,45,12,11,0,0,25,10,10,0,3,22,19,16,0,0,32,5,3,0,0,14,3,5,0,0,6,0,4,4,0,6,4,9,0,0,8,14,27,8,0,43,16,5,0,0,20,250,157,61,8,480
POA2350,25,8,15,5,51,8,3,3,0,14,20,5,33,6,64,3,0,44,3,48,104,17,67,7,200,63,33,134,3,233,282,59,126,11,481,210,96,135,16,462,235,168,123,14,535,261,186,86,11,546,136,210,68,9,423,172,176,47,10,402,326,339,52,5,718,188,247,18,3,459,116,180,0,0,298,49,121,13,0,179,112,202,3,0,322,174,333,78,4,584,42,13,36,3,97,2533,2406,1071,110,6124
POA2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA2352,4,0,0,0,8,0,0,0,0,3,0,0,4,0,4,0,0,8,0,10,16,4,4,0,26,8,0,20,0,32,51,7,15,0,69,38,6,17,4,64,35,21,14,0,68,31,34,8,3,79,22,35,4,0,62,22,25,3,0,49,38,55,0,3,99,21,39,0,0,57,7,23,0,0,27,0,14,0,0,16,8,10,0,0,10,25,39,7,0,73,10,4,0,0,19,335,312,113,10,770
POA2353,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,3,0,3,8,0,0,0,10,0,0,7,0,15,27,0,10,0,39,14,4,6,0,18,12,15,5,0,38,6,13,5,0,28,5,4,3,0,19,0,4,0,0,12,14,25,3,0,39,6,9,0,0,18,7,5,0,0,15,0,3,0,0,3,4,3,0,0,3,11,15,6,0,27,6,0,0,0,10,128,107,48,3,295
POA2354,10,0,0,0,14,4,4,0,0,10,3,0,8,0,16,0,0,4,0,11,21,5,5,0,29,19,7,13,0,35,71,10,17,3,100,34,23,17,3,74,42,34,11,0,92,46,40,8,0,87,18,34,10,0,56,43,26,3,0,69,45,43,3,0,90,11,28,0,0,45,15,14,0,0,25,8,6,0,0,20,24,19,3,0,42,20,72,13,0,106,19,4,3,0,29,463,365,112,8,949
POA2355,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,4,0,12,3,0,7,0,9,15,3,3,0,14,3,4,4,3,11,10,3,3,0,17,11,9,0,0,16,3,3,0,0,11,6,3,0,0,10,7,4,3,0,13,0,6,0,0,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,8,8,0,19,3,0,0,0,3,81,50,27,5,160
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,12,12,12,0,38
POA2357,9,0,0,0,10,8,0,0,0,10,3,0,4,0,3,3,3,5,0,14,30,8,13,0,57,16,7,30,0,50,92,15,25,3,138,46,25,25,7,103,64,35,11,0,108,44,31,5,0,87,28,22,3,0,57,27,24,9,0,61,52,46,9,0,103,19,22,0,0,41,13,17,0,0,22,9,7,4,0,21,14,3,0,0,17,49,61,22,0,128,19,3,3,0,30,521,332,178,17,1051
POA2358,5,0,0,0,13,3,0,0,0,4,3,0,13,0,16,0,0,5,0,5,27,6,9,3,44,13,4,14,0,35,85,10,21,0,117,43,27,30,6,104,50,31,18,0,98,45,44,9,0,100,28,34,8,0,68,31,37,6,0,76,53,49,3,3,101,18,19,0,0,37,10,13,0,0,30,4,13,0,0,20,10,9,0,0,25,32,49,26,0,105,7,7,3,0,20,476,361,160,18,1019
POA2359,0,3,0,0,4,0,0,3,0,7,0,0,3,0,3,0,0,4,0,5,13,0,0,0,17,5,3,4,0,13,27,3,3,0,32,3,6,7,0,22,12,7,0,0,22,8,11,0,0,22,0,3,0,0,3,4,5,0,0,11,11,4,0,0,14,3,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,8,4,0,13,3,0,5,5,7,96,71,34,8,202
POA2360,29,4,14,0,49,12,15,7,0,33,14,3,37,0,50,6,7,48,0,62,89,20,75,4,189,42,32,108,4,186,321,44,98,7,471,149,96,86,8,342,177,131,57,6,380,159,149,51,5,373,77,133,26,3,241,101,99,17,7,224,147,185,20,0,353,72,112,9,0,190,29,46,0,0,84,21,37,0,0,61,35,54,0,0,95,105,174,66,3,348,36,10,31,5,78,1635,1373,744,51,3802
