POA_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
POA2197,1106,55,25,22,0,0,11,1225
POA2198,1198,31,25,12,4,0,0,1271
POA2199,2174,92,62,43,3,3,11,2385
POA2200,5158,228,123,136,12,3,22,5673
POA2203,1320,69,23,18,0,0,5,1431
POA2204,2325,137,46,28,0,3,10,2550
POA2205,1706,88,25,32,0,0,6,1863
POA2206,2539,93,60,34,0,0,3,2726
POA2207,3638,142,74,48,3,0,8,3908
POA2208,1604,63,40,28,3,0,3,1738
POA2209,1995,97,39,34,3,0,8,2177
POA2210,3648,166,114,63,5,0,7,4010
POA2211,2070,96,65,43,5,0,8,2283
POA2212,1910,107,62,40,0,0,9,2129
POA2213,2899,135,106,38,0,0,10,3193
POA2214,530,28,17,4,0,0,0,578
POA2216,2845,136,57,43,4,0,8,3092
POA2217,3088,125,80,51,0,0,13,3363
POA2218,1923,90,38,32,0,0,10,2095
POA2219,1443,100,31,8,3,3,4,1598
POA2220,3498,173,59,75,7,4,19,3835
POA2221,2275,79,42,37,3,0,3,2446
POA2222,1580,60,28,30,0,0,3,1701
POA2223,2740,112,48,18,3,4,0,2934
POA2224,1759,103,55,21,0,0,6,1947
POA2225,906,34,19,5,0,0,0,967
POA2226,1735,82,41,20,0,0,4,1887
POA2227,1934,128,53,11,0,0,5,2132
POA2228,2173,116,70,11,0,0,3,2373
POA2229,3605,188,93,25,0,0,6,3916
POA2230,2900,201,77,17,0,0,10,3213
POA2231,280,20,20,3,0,0,0,328
POA2232,3995,260,129,23,3,3,11,4432
POA2233,4210,234,144,30,0,0,14,4622
POA2234,4625,248,130,42,3,0,8,5057
POA2250,6791,537,334,63,7,0,49,7790
POA2251,3628,277,146,35,6,3,19,4119
POA2256,1178,130,77,18,0,3,21,1424
POA2257,2455,231,145,25,3,6,26,2887
POA2258,574,50,24,11,0,3,3,662
POA2259,5638,613,442,91,18,12,61,6867
POA2260,2694,217,97,16,5,3,9,3042
POA2261,4732,485,316,57,15,0,37,5638
POA2262,1681,200,184,39,12,4,23,2129
POA2263,1691,218,135,43,6,6,29,2125
POA2264,1156,137,69,19,4,4,15,1409
POA2265,543,56,41,7,0,0,3,650
POA2267,215,34,14,0,0,0,4,263
POA2278,291,41,21,7,0,0,3,367
POA2280,2822,244,117,29,4,0,24,3241
POA2281,1349,133,53,18,5,0,9,1567
POA2282,1623,130,78,17,0,0,10,1862
POA2283,2011,210,132,34,5,4,31,2428
POA2284,918,107,54,19,4,0,5,1111
POA2285,3433,291,212,53,9,3,28,4029
POA2286,403,47,25,5,0,0,10,480
POA2287,3829,324,206,53,8,7,31,4452
POA2289,2285,121,72,18,5,0,4,2504
POA2290,3463,273,147,37,4,4,21,3956
POA2291,1462,94,49,7,0,0,0,1614
POA2292,192,15,11,3,0,0,0,228
POA2293,151,24,3,3,0,0,0,184
POA2294,132,7,0,6,0,0,0,145
POA2295,544,60,22,3,0,0,6,643
POA2296,105,9,9,0,0,0,0,127
POA2297,136,14,3,4,0,0,0,151
POA2298,722,50,30,3,4,0,3,815
POA2299,975,86,42,11,0,0,0,1119
POA2300,629,33,16,0,0,0,3,687
POA2302,12,3,0,0,0,0,0,13
POA2303,799,46,18,6,0,0,6,871
POA2304,1139,107,56,17,0,0,19,1340
POA2305,1426,83,41,7,5,0,3,1572
POA2306,174,32,22,7,0,0,7,245
POA2307,292,31,26,3,0,0,6,351
POA2308,0,0,0,0,0,0,0,0
POA2311,76,5,8,0,0,0,0,95
POA2312,121,10,10,11,0,0,3,153
POA2314,0,0,0,0,0,0,0,0
POA2315,1112,95,59,16,0,0,5,1292
POA2316,539,53,28,13,0,0,9,644
POA2317,466,42,28,3,0,0,3,547
POA2318,1395,108,62,16,5,0,8,1593
POA2319,495,53,42,11,3,0,15,610
POA2320,3605,320,233,50,5,4,31,4254
POA2321,1621,154,108,18,12,3,19,1930
POA2322,1930,177,149,36,6,3,23,2325
POA2323,2532,226,158,33,9,3,23,2980
POA2324,1825,207,147,31,3,0,34,2247
POA2325,2260,231,173,41,9,6,36,2754
POA2326,660,67,53,9,4,0,11,813
POA2327,566,77,60,21,3,3,11,741
POA2328,230,14,17,3,0,0,0,263
POA2329,176,18,12,3,0,0,4,203
POA2330,2155,185,123,25,4,0,18,2504
POA2331,0,0,0,0,0,0,0,0
POA2333,1256,111,89,15,3,0,19,1484
POA2334,291,39,24,7,0,0,5,361
POA2335,722,61,34,3,0,0,3,829
POA2336,250,24,20,3,0,0,0,292
POA2337,754,51,33,11,0,0,4,861
POA2338,112,13,0,0,0,0,3,125
POA2339,55,0,6,0,0,0,0,63
POA2340,4211,383,250,56,9,5,41,4959
POA2341,99,11,10,4,0,0,4,118
POA2342,44,3,0,0,0,0,0,46
POA2343,418,30,25,4,0,0,3,481
POA2344,83,8,3,0,0,0,0,96
POA2345,70,3,6,0,0,0,0,81
POA2346,210,15,22,8,0,0,3,260
POA2347,134,12,7,0,0,0,0,157
POA2350,2113,151,96,19,0,4,21,2406
POA2351,0,0,0,0,0,0,0,0
POA2352,263,24,10,7,3,0,3,312
POA2353,93,6,4,3,0,0,0,107
POA2354,325,21,7,3,0,0,3,365
POA2355,40,11,0,0,0,0,0,50
POA2356,11,0,3,0,0,0,0,12
POA2357,290,20,15,6,0,0,3,332
POA2358,312,17,22,3,0,0,7,361
POA2359,54,4,3,0,0,0,0,71
POA2360,1138,121,78,24,0,3,12,1373
POA2361,58,3,4,0,0,0,0,75
POA2365,335,23,11,4,0,0,5,378
POA2369,61,6,9,0,0,0,6,78
POA2370,540,40,37,4,0,0,10,636
POA2371,62,4,6,0,0,0,0,77
POA2372,302,16,23,3,3,0,10,354
POA2379,38,4,0,0,0,0,0,40
POA2380,963,80,56,9,0,0,6,1124
POA2381,101,11,4,3,0,0,0,122
POA2382,104,5,3,0,0,0,0,114
POA2386,33,0,0,0,0,0,0,37
POA2387,25,3,0,0,0,0,0,25
POA2388,233,7,15,3,0,0,0,255
POA2390,811,44,37,8,0,3,9,918
POA2395,36,4,3,0,0,0,0,39
POA2396,61,4,0,0,0,0,0,70
POA2397,32,0,0,0,0,0,0,38
POA2398,26,4,0,0,0,0,0,25
POA2399,48,3,3,0,0,0,0,58
POA2400,812,54,35,15,3,3,17,941
POA2401,34,3,3,0,0,0,0,40
POA2402,123,19,11,4,0,0,0,159
POA2403,69,8,3,0,0,0,0,80
POA2404,104,7,7,0,0,0,0,122
POA2405,42,0,3,0,0,0,3,47
POA2406,68,7,0,0,0,0,0,75
POA2408,43,0,3,0,0,0,0,45
POA2409,64,7,3,4,0,0,6,89
POA2410,28,0,0,0,0,0,0,25
POA2411,15,0,0,0,0,0,0,15
POA2415,42,3,0,0,0,0,0,47
POA2420,332,22,18,7,0,0,7,390
POA2421,207,9,9,6,0,0,0,240
POA2422,392,30,20,8,0,3,7,454
POA2423,207,20,8,3,0,0,4,237
POA2424,30,3,0,0,0,0,0,34
POA2425,158,19,13,3,0,0,3,191
POA2426,54,9,3,0,0,0,0,65
POA2427,159,15,3,3,0,0,8,189
POA2428,1370,162,79,22,4,0,26,1655
POA2429,745,65,54,18,4,3,14,899
POA2430,2441,250,183,49,7,7,53,2993
POA2431,324,25,20,5,0,0,4,376
POA2439,250,16,5,8,0,0,3,281
POA2440,1442,138,106,33,5,3,25,1745
POA2441,359,35,33,4,3,0,3,439
POA2443,478,48,27,8,3,0,6,563
POA2444,3540,353,204,47,10,4,28,4174
POA2445,600,48,33,13,0,0,7,698
POA2446,1129,119,83,15,3,0,12,1358
POA2447,549,43,46,9,0,0,4,650
POA2448,535,53,33,11,0,0,5,636
POA2449,127,17,12,4,0,0,3,164
POA2450,3622,347,196,60,0,7,31,4257
POA2452,1196,128,89,28,9,0,10,1455
POA2453,208,19,8,3,0,0,0,238
POA2454,654,59,43,5,0,0,6,768
POA2455,184,26,8,3,0,0,0,223
POA2456,1289,109,66,19,3,0,14,1514
POA2460,2171,198,168,65,11,3,31,2643
POA2462,162,14,12,5,0,0,3,200
POA2463,575,50,45,12,0,0,12,693
POA2464,410,37,21,4,0,0,4,484
POA2465,20,3,0,0,0,0,0,21
POA2466,70,4,4,0,0,0,0,79
POA2469,225,18,26,0,0,0,7,277
POA2470,1192,121,98,24,9,0,29,1477
POA2471,206,25,6,9,0,0,4,252
POA2472,154,19,6,0,3,0,3,186
POA2473,191,23,14,0,0,0,0,230
POA2474,432,43,20,14,0,0,3,520
POA2475,25,0,4,0,0,0,0,25
POA2476,56,6,0,3,0,0,0,59
POA2477,1130,81,55,15,4,0,13,1297
POA2478,2328,182,102,16,3,3,14,2644
POA2479,507,26,21,7,0,0,3,555
POA2480,3552,330,190,48,8,4,37,4167
POA2481,840,57,24,10,0,0,6,939
POA2482,511,40,26,5,0,0,3,580
POA2483,871,68,42,4,0,0,7,991
POA2484,1581,131,85,18,0,3,23,1834
POA2485,823,93,43,14,4,0,7,982
POA2486,2604,248,155,36,0,3,20,3066
POA2487,1225,92,48,12,5,0,6,1390
POA2488,309,32,15,3,0,0,3,359
POA2489,746,50,54,3,0,0,10,856
POA2490,61,8,3,0,0,0,3,77
POA2500,3053,192,97,18,3,0,10,3375
POA2502,1115,87,60,18,0,0,6,1293
POA2505,458,34,12,4,0,0,0,513
POA2506,708,59,47,9,0,3,11,827
POA2508,1288,73,42,18,0,0,3,1427
POA2515,1388,87,44,9,0,0,9,1533
POA2516,807,46,22,0,0,4,4,878
POA2517,1581,91,67,12,3,0,0,1755
POA2518,1835,135,75,20,6,3,22,2098
POA2519,1815,102,55,8,0,0,9,1990
POA2522,0,0,0,0,0,0,0,0
POA2525,1434,77,52,10,0,0,3,1572
POA2526,1921,124,80,16,3,3,15,2157
POA2527,2357,224,168,46,8,4,25,2826
POA2528,1923,221,141,43,5,4,23,2348
POA2529,3120,251,146,36,11,0,32,3596
POA2530,3382,349,240,42,10,0,29,4058
POA2533,1625,115,82,19,3,0,8,1855
POA2534,574,37,19,9,0,0,6,654
POA2535,586,42,17,8,0,0,12,667
POA2536,1103,118,71,16,3,3,16,1324
POA2537,798,93,49,9,0,0,8,966
POA2538,193,9,9,3,0,0,0,222
POA2539,1261,133,84,20,4,3,15,1526
POA2540,3421,359,228,59,10,7,62,4144
POA2541,1828,232,138,37,3,3,38,2280
POA2545,73,9,7,0,0,0,0,95
POA2546,492,52,33,9,0,0,9,595
POA2548,474,74,22,4,0,0,9,581
POA2549,287,33,18,11,0,0,3,355
POA2550,1309,95,90,15,4,0,20,1532
POA2551,213,30,18,3,0,0,3,260
POA2555,22,0,0,0,0,0,0,26
POA2556,324,22,6,4,0,3,4,360
POA2557,1173,62,38,17,4,0,0,1298
POA2558,1386,103,81,33,0,0,5,1619
POA2559,158,25,18,8,0,0,0,213
POA2560,7828,621,489,200,33,10,90,9266
POA2563,26,3,0,0,0,0,0,35
POA2564,1569,103,57,38,0,0,8,1780
POA2565,2478,139,84,51,7,3,7,2768
POA2566,3306,230,163,82,11,5,15,3806
POA2567,5271,427,303,65,13,10,32,6116
POA2568,141,6,0,0,0,0,0,148
POA2569,160,10,9,0,0,0,4,180
POA2570,5055,356,277,67,3,5,33,5790
POA2571,1552,117,89,17,0,0,9,1785
POA2572,489,30,39,10,0,0,3,573
POA2573,505,55,45,13,0,0,8,628
POA2574,634,68,45,7,0,0,3,759
POA2575,1519,142,90,18,0,0,13,1776
POA2576,1185,70,22,8,0,5,7,1300
POA2577,1335,119,83,8,0,0,11,1558
POA2578,185,13,4,3,0,0,0,210
POA2579,346,40,22,8,0,0,3,417
POA2580,2451,236,173,30,6,3,20,2922
POA2581,225,19,11,3,0,0,3,256
POA2582,1360,115,66,13,0,0,8,1572
POA2583,386,22,15,6,0,0,0,430
POA2584,51,3,0,0,0,0,0,62
POA2585,21,0,3,0,0,0,0,24
POA2586,211,19,13,6,0,0,5,245
POA2587,229,19,16,0,0,0,3,266
POA2588,30,3,0,0,0,0,0,29
POA2590,520,41,31,10,3,0,12,621
POA2594,993,84,68,11,0,0,5,1164
POA2619,1439,105,59,9,0,4,3,1611
POA2620,3942,309,220,41,0,3,31,4551
POA2621,762,62,39,12,0,0,4,887
POA2622,295,34,18,5,0,0,7,361
POA2623,58,7,3,0,0,0,0,64
POA2625,15,3,0,0,0,0,0,19
POA2626,50,6,0,0,0,0,0,59
POA2627,422,25,12,3,0,0,0,455
POA2628,194,9,10,0,0,0,0,220
POA2629,25,3,0,0,0,0,0,32
POA2630,683,62,51,3,0,0,3,795
POA2631,48,3,5,0,0,0,0,49
POA2632,162,7,11,3,0,0,3,182
POA2633,25,3,0,0,0,0,0,26
POA2640,3373,255,147,21,3,0,19,3819
POA2641,1146,113,81,23,3,0,12,1375
POA2642,515,30,25,6,3,0,4,576
POA2643,224,24,22,0,3,0,0,267
POA2644,199,18,10,4,0,0,3,236
POA2645,33,0,0,0,0,0,0,31
POA2646,528,43,38,3,0,0,9,628
POA2647,159,8,11,3,0,0,0,179
POA2648,153,19,4,3,0,0,3,184
POA2649,5,0,0,0,0,0,0,5
POA2650,5344,374,304,53,11,8,35,6122
POA2651,211,16,12,0,0,0,0,250
POA2652,429,32,24,4,0,0,9,502
POA2653,171,27,13,3,0,0,3,217
POA2655,134,11,9,3,0,0,0,154
POA2656,103,3,13,0,0,0,0,123
POA2658,114,5,9,6,0,0,8,144
POA2659,85,7,0,0,0,0,0,95
POA2660,139,5,11,0,0,0,5,160
POA2661,27,0,3,0,0,0,0,27
POA2663,349,31,25,10,0,0,10,414
POA2665,205,11,7,3,0,0,6,233
POA2666,509,41,14,3,0,0,6,573
POA2668,38,0,3,0,0,0,0,43
POA2669,145,5,4,0,0,0,0,163
POA2671,321,19,21,0,0,0,7,373
POA2672,118,3,7,6,0,0,0,145
POA2675,140,5,7,3,0,0,0,159
POA2678,0,0,0,0,0,0,0,0
POA2680,2464,133,84,35,0,3,23,2746
POA2681,190,9,6,0,0,0,7,211
POA2700,389,21,20,6,0,0,3,450
POA2701,223,12,9,3,0,0,3,258
POA2702,67,5,3,0,0,0,4,79
POA2703,47,9,6,0,0,0,0,59
POA2705,928,50,62,10,5,3,12,1065
POA2706,89,8,14,3,0,0,3,119
POA2707,131,3,7,3,0,0,0,146
POA2710,771,57,46,12,0,0,12,901
POA2711,283,14,7,3,0,0,10,313
POA2712,107,9,0,0,0,0,0,118
POA2713,205,14,15,3,0,0,0,232
POA2714,188,14,9,5,0,0,3,215
POA2715,125,7,11,0,0,0,0,141
POA2716,95,4,3,0,0,0,0,105
POA2717,84,6,6,3,0,0,3,102
POA2720,699,50,37,5,0,0,4,801
POA2721,20,3,0,0,0,0,0,25
POA2722,274,21,15,3,0,0,3,319
POA2725,27,0,0,0,0,0,0,34
POA2726,17,0,0,0,0,0,0,23
POA2727,40,0,0,0,0,0,0,46
POA2729,176,13,13,0,0,0,3,194
POA2730,84,8,8,0,0,0,0,100
POA2731,586,35,18,4,0,0,6,651
POA2732,118,11,8,0,0,0,0,134
POA2733,46,0,0,0,0,0,0,43
POA2734,51,5,0,0,0,0,0,56
POA2735,41,0,3,0,0,0,0,48
POA2736,33,3,0,0,0,0,0,32
POA2737,81,3,3,0,0,0,0,93
POA2738,201,6,14,0,0,0,3,229
POA2739,126,13,7,3,0,0,3,153
POA2745,4082,306,211,45,8,4,18,4662
POA2747,4582,365,278,86,12,9,44,5381
POA2748,261,8,7,3,0,0,0,284
POA2749,2013,169,107,27,5,3,18,2340
POA2750,4343,392,279,62,13,9,34,5126
POA2752,646,53,39,11,6,0,4,752
POA2753,1699,170,121,26,3,0,14,2035
POA2754,549,61,50,16,0,0,4,684
POA2755,0,0,0,0,0,0,0,0
POA2756,3905,372,229,58,9,3,25,4604
POA2757,94,4,8,0,0,0,0,104
POA2758,1075,54,56,17,0,0,11,1216
POA2759,3499,239,168,66,9,5,18,4004
POA2760,3275,307,193,73,3,8,18,3877
POA2761,4450,212,182,122,7,4,13,4997
POA2762,696,37,26,11,0,0,0,772
POA2763,4576,252,132,104,4,3,14,5081
POA2765,1750,121,76,33,5,6,9,1995
POA2766,1986,108,69,52,0,0,5,2217
POA2767,3037,154,102,87,5,3,15,3393
POA2768,4557,225,121,89,10,3,12,5011
POA2769,2067,95,59,24,0,0,4,2247
POA2770,5900,382,347,197,23,9,62,6929
POA2773,758,52,27,8,0,0,3,841
POA2774,1611,140,65,12,4,0,3,1837
POA2775,103,11,4,0,0,0,3,120
POA2776,462,41,32,7,0,0,4,548
POA2777,2041,179,88,14,0,0,15,2345
POA2778,271,22,17,0,0,0,0,308
POA2779,562,47,36,5,3,0,6,657
POA2780,908,91,52,14,0,0,6,1064
POA2782,554,41,19,8,0,0,4,627
POA2783,246,21,16,3,0,0,3,290
POA2784,131,10,5,0,0,0,0,150
POA2785,329,40,9,3,0,0,3,387
POA2786,87,13,3,0,0,0,0,102
POA2787,345,27,23,5,0,0,5,404
POA2790,1192,94,86,18,0,0,23,1421
POA2791,26,3,0,0,0,0,0,30
POA2792,38,0,3,0,0,0,0,39
POA2793,55,13,0,0,0,0,3,76
POA2794,828,74,46,11,0,0,6,973
POA2795,3796,332,239,41,5,8,31,4453
POA2797,36,4,0,0,0,0,0,42
POA2798,242,13,15,3,0,0,3,269
POA2799,368,37,19,8,0,0,3,438
POA2800,4281,336,242,40,6,7,41,4945
POA2803,23,4,0,0,0,0,0,28
POA2804,224,16,10,0,0,0,4,254
POA2805,40,3,3,0,0,0,0,40
POA2806,58,3,7,3,0,0,0,68
POA2807,30,0,0,0,0,0,0,30
POA2808,10,3,0,0,0,0,0,14
POA2809,11,0,3,0,0,0,0,10
POA2810,252,12,17,0,0,0,0,283
POA2817,24,0,0,0,0,0,0,26
POA2818,91,10,3,0,0,0,0,101
POA2820,470,30,30,12,3,0,8,547
POA2821,402,25,27,4,0,0,10,469
POA2822,34,0,3,3,0,0,0,36
POA2823,112,0,3,0,0,0,0,118
POA2824,163,12,12,3,0,0,0,185
POA2825,199,13,22,0,0,0,0,240
POA2826,17,0,3,0,0,0,0,19
POA2827,246,19,17,13,0,0,5,304
POA2828,59,4,0,0,0,0,0,66
POA2829,194,10,9,9,0,0,8,239
POA2830,3628,283,215,52,6,9,47,4242
POA2831,178,11,3,5,0,4,3,210
POA2832,149,9,12,3,6,0,5,187
POA2833,47,0,0,3,0,0,4,53
POA2834,100,8,3,8,0,0,4,116
POA2835,349,29,38,4,0,0,3,421
POA2836,66,8,3,0,0,0,0,80
POA2838,14,0,3,3,0,0,3,22
POA2839,66,4,5,3,0,0,9,84
POA2840,190,13,6,9,0,0,7,220
POA2842,47,3,3,0,0,0,0,54
POA2843,106,4,4,0,0,0,6,117
POA2844,102,4,5,0,0,0,0,114
POA2845,158,21,16,5,0,0,6,203
POA2846,22,3,0,0,0,0,0,25
POA2847,196,11,10,4,0,0,3,228
POA2848,107,12,5,0,0,0,4,129
POA2849,113,11,8,3,0,0,3,136
POA2850,1611,132,95,19,0,0,25,1887
POA2852,300,23,25,5,0,0,3,360
POA2864,93,7,3,0,0,0,0,102
POA2865,81,8,7,0,0,0,4,93
POA2866,312,24,21,6,0,0,4,375
POA2867,55,3,6,0,0,0,0,64
POA2868,47,4,3,0,0,0,3,57
POA2869,108,10,7,0,0,0,0,120
POA2870,1053,72,75,10,3,0,9,1232
POA2871,768,40,40,6,5,0,13,873
POA2873,39,4,4,0,0,0,0,53
POA2874,41,3,0,3,0,0,0,40
POA2875,76,3,5,3,0,0,0,92
POA2876,38,0,4,0,0,0,0,48
POA2877,345,11,11,6,0,0,7,380
POA2878,27,0,0,0,0,0,0,29
POA2879,34,0,0,0,0,0,4,41
POA2880,1262,122,105,15,8,0,14,1535
POA2898,30,3,0,0,0,0,0,35
