POA_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA2033,3781,3783,7568,175,140,312,660,661,1322,36,38,77,18,31,47,8,10,13,18,14,31,0,0,3,0,4,3,7,7,20,0,0,0,746,764,1515,455,520,974,18,8,22,1394,1427,2827,523,543,1066,5702,5752,11452
POA2034,6787,7641,14427,333,419,759,863,1017,1879,38,45,92,44,65,106,3,3,5,20,25,45,0,0,0,5,4,10,18,24,45,0,0,0,1000,1191,2184,338,390,725,17,21,44,1688,2023,3709,1133,1178,2310,9602,10846,20451
POA2035,12648,13658,26304,243,262,508,1584,1565,3145,33,37,74,45,52,101,9,10,20,21,13,34,3,3,8,9,6,14,6,10,11,0,0,0,1704,1696,3405,581,631,1208,22,28,48,2556,2617,5173,1333,1300,2630,16533,17572,34108
POA2036,10840,11376,22217,349,336,688,1001,1016,2017,16,20,38,29,28,56,4,9,17,15,10,24,3,3,4,3,3,5,5,14,17,0,0,0,1076,1095,2174,281,268,546,38,25,63,1740,1734,3475,2973,1439,4411,15560,14544,30102
POA2037,4646,5132,9782,222,247,475,1128,1255,2385,48,57,103,42,75,113,14,17,22,26,22,42,5,4,7,4,5,13,15,37,49,0,0,0,1274,1464,2742,393,518,905,27,23,56,1915,2257,4171,955,1043,1998,7519,8433,15951
POA2038,3156,3487,6639,136,140,275,565,589,1156,17,24,37,20,12,32,3,0,3,8,7,19,0,3,3,4,0,5,9,8,13,0,0,0,629,642,1274,100,124,225,9,15,22,873,916,1797,432,447,878,4463,4849,9315
POA2039,2762,3085,5850,141,148,287,561,612,1170,25,14,34,27,28,58,0,0,0,12,11,19,0,0,0,3,3,4,3,5,9,0,0,0,631,670,1296,99,118,220,5,11,22,878,951,1826,446,466,910,4089,4495,8585
POA2040,7836,8646,16482,306,337,649,1071,1050,2118,37,38,72,36,55,89,14,6,22,20,20,46,0,0,0,3,3,7,14,15,26,0,0,0,1188,1192,2378,173,195,365,21,28,52,1697,1749,3447,944,1026,1963,10472,11421,21892
POA2041,5325,5842,11169,298,335,633,633,681,1311,43,46,86,37,36,74,5,9,14,18,12,34,4,4,9,0,0,3,8,12,21,0,0,0,743,794,1540,167,203,369,10,18,30,1221,1350,2577,858,867,1726,7409,8058,15465
POA2042,6143,6029,12168,309,343,653,1340,1353,2700,42,42,86,41,50,90,19,17,41,28,28,58,10,11,14,4,6,10,16,20,38,0,0,0,1495,1532,3028,369,417,783,33,32,71,2212,2323,4533,1123,1102,2225,9472,9457,18931
POA2043,2665,2507,5173,124,126,253,613,588,1204,25,16,44,19,17,37,3,0,3,4,8,20,7,0,5,0,0,0,3,8,13,0,0,0,673,648,1319,106,136,240,12,9,18,917,914,1832,477,426,900,4059,3844,7906
POA2044,2878,2852,5731,54,68,120,485,493,980,6,6,19,9,14,23,7,4,7,8,6,15,3,0,3,3,0,3,5,3,5,0,0,0,530,529,1052,70,100,168,9,8,14,660,699,1360,352,313,664,3892,3863,7753
POA2045,2678,2734,5412,59,56,119,199,213,417,7,4,9,6,9,11,0,0,0,7,0,8,0,0,0,0,0,0,0,0,3,0,0,0,214,229,445,43,44,91,8,9,14,328,340,663,167,173,342,3167,3246,6414
POA2046,9867,11091,20957,326,340,667,1061,1154,2211,32,29,59,28,35,63,4,7,10,13,8,18,3,5,9,7,0,5,3,13,12,0,0,0,1143,1246,2391,158,166,322,19,25,40,1647,1780,3426,960,1130,2094,12471,14001,26475
POA2047,4205,4738,8940,168,161,328,452,538,990,11,16,29,18,24,41,5,4,12,14,10,23,0,0,0,4,3,4,3,8,13,0,0,0,513,604,1116,101,114,214,15,13,23,794,892,1689,539,629,1166,5541,6257,11793
POA2048,2790,2770,5563,88,93,172,451,502,956,20,17,41,7,13,21,0,3,3,6,7,18,3,4,3,0,0,0,7,14,17,0,0,0,494,557,1054,87,97,180,10,3,16,673,753,1429,432,430,859,3894,3948,7850
POA2049,3866,4044,7909,97,107,207,706,726,1429,13,15,30,15,21,42,8,5,10,11,8,19,0,0,0,0,0,0,9,9,21,0,0,0,762,784,1548,126,150,277,18,9,28,1012,1055,2064,595,591,1183,5474,5686,11157
POA2050,2666,2674,5342,137,153,289,658,690,1349,28,34,62,17,27,44,13,12,25,8,21,27,0,0,4,3,0,3,11,18,30,0,0,0,736,811,1547,281,389,676,15,14,28,1177,1361,2541,497,491,986,4336,4529,8867
POA2052,847,734,1584,117,132,256,263,236,501,7,9,18,27,20,40,3,3,6,13,14,25,4,3,7,3,3,5,19,13,36,0,0,0,343,302,641,317,344,663,4,3,9,780,786,1564,138,141,276,1766,1659,3423
POA2060,4440,4821,9264,193,209,405,884,882,1761,36,40,76,39,50,89,18,8,32,23,20,39,0,3,9,4,4,11,10,11,28,0,0,0,1008,1029,2043,292,314,611,12,18,26,1501,1569,3079,723,776,1496,6672,7168,13833
POA2061,1804,2019,3821,79,66,141,366,388,754,15,18,35,8,8,20,3,4,4,6,12,13,0,0,0,0,0,0,8,9,22,0,0,0,412,440,850,151,157,309,5,7,9,647,671,1313,372,377,746,2820,3064,5880
POA2062,2428,2749,5179,71,79,157,346,457,805,8,8,17,8,3,12,3,4,10,4,6,6,0,0,0,0,0,0,4,6,10,0,0,0,371,484,860,87,82,173,7,6,9,539,658,1199,250,261,508,3218,3668,6882
POA2063,2499,2679,5184,71,76,148,204,228,433,0,6,6,7,7,16,0,0,4,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,224,252,469,77,72,148,0,3,6,366,401,765,161,176,335,3030,3250,6285
POA2064,3408,3599,7004,118,117,238,487,511,997,17,12,28,12,12,22,3,4,4,4,3,7,0,0,0,0,0,0,7,4,10,0,0,0,522,549,1073,187,211,399,10,9,11,833,893,1723,337,326,663,4578,4818,9395
POA2065,10001,11032,21033,384,409,793,1838,1937,3768,44,45,92,70,63,130,30,31,61,29,27,54,6,8,13,11,8,24,22,26,50,0,0,0,2049,2142,4189,472,544,1014,25,20,50,2926,3116,6049,1226,1309,2542,14161,15460,29620
POA2066,11502,11949,23455,478,456,934,1792,1822,3611,41,43,80,44,71,113,11,16,35,40,42,79,3,6,11,6,0,6,20,19,40,0,0,0,1957,2023,3977,419,449,864,20,16,40,2864,2944,5811,957,972,1927,15324,15870,31191
POA2067,8819,9812,18629,476,518,999,1170,1289,2457,43,34,84,37,47,84,12,19,28,27,22,47,5,5,14,0,3,7,12,11,19,0,0,0,1299,1429,2733,909,1042,1954,17,22,39,2708,3017,5725,847,913,1760,12379,13742,26118
POA2068,6531,7003,13535,224,209,432,578,646,1221,3,3,7,17,20,34,0,0,3,5,3,10,0,0,0,4,0,3,3,0,6,0,0,0,612,684,1294,125,185,308,3,8,12,959,1088,2049,490,533,1025,7983,8629,16607
POA2069,5638,5850,11492,157,155,307,534,588,1125,13,14,25,17,13,31,5,4,7,4,6,9,0,0,0,3,0,4,8,3,7,0,0,0,583,630,1210,183,208,392,12,6,23,937,1001,1941,352,361,708,6924,7218,14145
POA2070,5208,5563,10769,133,144,279,554,601,1152,19,8,27,14,6,21,6,7,13,7,9,14,0,3,4,0,0,0,9,3,12,0,0,0,608,641,1247,197,215,409,6,6,16,948,1005,1955,328,341,676,6485,6916,13400
POA2071,5152,5474,10625,185,203,383,511,602,1112,14,11,24,18,15,34,3,5,13,20,9,29,9,7,10,3,3,5,3,10,11,0,0,0,579,667,1242,216,257,473,3,8,16,981,1134,2113,336,358,693,6461,6972,13440
POA2072,2773,3085,5858,116,133,249,333,335,668,9,4,11,10,14,26,0,3,4,13,7,19,0,0,0,0,0,0,4,5,12,0,0,0,372,377,747,142,170,303,9,6,17,632,687,1312,224,189,411,3622,3957,7584
POA2073,6400,7063,13468,127,159,282,588,624,1214,21,16,36,20,16,32,3,8,14,10,6,21,0,0,0,0,3,3,11,5,11,0,0,0,656,679,1334,161,190,358,5,3,7,950,1029,1980,356,415,772,7708,8509,16219
POA2074,8697,9423,18117,208,230,435,812,832,1645,19,16,40,17,22,36,6,9,12,4,7,10,0,0,0,3,0,3,11,15,22,0,0,0,875,891,1764,166,180,338,19,11,28,1263,1308,2576,611,789,1401,10573,11518,22090
POA2075,7957,8673,16628,300,311,612,685,744,1431,12,20,36,14,13,28,3,3,5,10,4,9,0,0,0,0,0,0,5,0,6,0,0,0,723,792,1517,230,266,495,9,16,22,1267,1380,2652,456,526,977,9684,10579,20262
POA2076,9725,10495,20217,165,178,336,917,1035,1953,13,14,27,33,23,57,3,6,4,10,10,22,0,0,3,5,0,7,15,3,19,0,0,0,993,1095,2089,183,191,375,14,23,35,1356,1486,2839,682,713,1393,11758,12691,24451
POA2077,13863,14663,28525,479,522,996,1979,1955,3941,41,44,79,33,40,72,19,24,45,25,26,44,0,5,5,6,0,5,13,13,22,0,0,0,2110,2105,4220,603,748,1351,35,20,50,3221,3395,6612,1082,1096,2174,18160,19148,37311
POA2079,3009,3052,6052,68,62,129,219,237,452,4,3,3,5,7,7,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,233,249,477,36,27,62,12,0,14,343,340,682,145,144,287,3493,3532,7025
POA2080,725,730,1459,14,21,32,45,44,91,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,94,7,10,21,0,3,3,73,81,150,45,40,85,849,847,1696
POA2081,2315,2316,4629,35,42,79,141,150,294,0,0,0,5,4,5,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,148,161,310,22,21,44,3,7,13,209,226,439,129,108,233,2652,2651,5304
POA2082,2263,2362,4620,71,65,135,127,125,249,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127,256,12,21,34,9,3,6,218,213,430,151,126,277,2632,2701,5332
POA2083,602,590,1190,26,21,47,62,51,114,3,3,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,66,60,130,0,3,4,3,0,3,95,80,178,74,63,138,774,731,1508
POA2084,1464,1503,2966,19,14,37,131,144,273,6,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,147,288,20,21,40,3,0,3,180,188,370,130,133,260,1777,1816,3599
POA2085,4755,5063,9817,120,131,248,293,299,597,12,10,15,22,12,34,4,0,6,5,3,13,0,0,0,0,0,0,0,0,3,0,0,0,335,332,667,55,45,95,16,15,32,527,523,1047,297,374,672,5577,5952,11529
POA2086,5616,5761,11371,110,117,224,398,428,823,0,0,3,13,6,24,0,0,0,3,0,0,0,0,0,3,4,7,7,0,6,0,0,0,425,445,865,84,83,169,5,7,9,622,645,1269,340,292,634,6578,6700,13273
POA2087,5240,5646,10887,115,120,242,371,333,707,3,0,3,9,21,29,3,3,9,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,389,366,756,91,120,218,5,5,15,604,622,1221,284,299,584,6128,6568,12693
POA2088,9791,11331,21125,639,707,1346,907,1156,2063,40,49,88,24,32,57,8,9,23,28,24,51,0,0,0,4,10,17,6,10,21,0,0,0,1020,1292,2315,367,457,826,14,24,38,2043,2483,4525,1194,1342,2533,13030,15155,28181
POA2089,3744,4301,8047,141,174,322,730,789,1516,32,28,61,26,35,60,6,4,8,12,13,23,0,0,0,0,0,0,10,11,24,0,0,0,816,886,1703,190,203,401,12,14,23,1162,1278,2444,615,664,1274,5518,6242,11766
POA2090,4487,5348,9841,173,188,356,695,780,1479,7,17,33,27,20,44,3,3,9,13,12,26,0,0,0,0,0,0,6,13,18,0,0,0,752,854,1602,201,246,443,6,14,22,1129,1297,2426,584,671,1255,6200,7317,13520
POA2092,2828,2982,5808,100,108,216,227,264,488,4,10,14,4,0,5,0,0,0,4,3,5,0,0,0,0,0,0,4,7,12,0,0,0,241,279,522,57,67,129,9,7,16,412,464,873,185,214,395,3419,3656,7077
POA2093,8715,9223,17942,272,285,556,881,1009,1891,10,18,27,15,18,31,5,3,11,16,26,42,7,0,6,6,3,6,0,5,6,0,0,0,934,1088,2025,196,232,429,17,15,31,1430,1614,3044,772,812,1587,10919,11651,22571
POA2094,2093,2346,4443,117,97,212,232,257,484,3,0,6,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,6,4,4,0,0,0,241,265,505,77,76,155,3,4,11,439,446,882,211,211,424,2746,3001,5748
POA2095,5211,5204,10411,502,442,947,661,720,1380,20,17,38,22,23,45,3,6,13,13,11,27,0,4,7,0,3,5,14,4,17,0,0,0,740,785,1531,439,481,917,19,22,37,1699,1730,3430,877,942,1823,7789,7876,15665
POA2096,5385,5389,10768,249,246,494,698,718,1414,12,16,31,13,15,26,3,0,0,6,12,17,5,3,8,3,7,8,4,0,6,0,0,0,735,776,1514,162,182,342,16,17,32,1164,1216,2384,624,647,1273,7174,7256,14423
POA2097,6039,6320,12361,211,204,415,557,569,1125,16,10,23,9,7,16,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,594,590,1185,98,113,209,9,9,12,910,908,1820,554,626,1179,7498,7863,15360
POA2099,14849,15709,30558,615,614,1232,1636,1651,3287,39,37,74,37,47,83,11,12,23,8,8,15,4,3,3,5,6,6,6,5,12,0,0,0,1736,1774,3509,393,430,827,37,39,78,2782,2866,5645,1551,1597,3145,19183,20164,39353
POA2100,8520,8654,17177,132,167,294,804,849,1653,7,7,12,14,17,27,0,3,7,9,6,15,0,0,0,3,3,5,3,4,6,0,0,0,841,892,1735,152,151,305,15,8,28,1141,1223,2362,578,551,1131,10239,10435,20670
POA2101,7344,7760,15105,220,274,493,857,852,1711,12,9,21,10,18,32,0,0,3,4,3,7,3,0,3,3,0,3,4,3,11,0,0,0,894,885,1782,105,100,207,27,21,53,1249,1290,2539,731,777,1511,9329,9827,19160
POA2102,2780,3003,5784,149,157,302,306,312,616,0,0,0,9,9,15,0,0,0,3,0,3,0,0,3,4,0,3,0,3,0,0,0,0,322,332,656,48,49,104,17,35,52,540,575,1109,240,282,520,3560,3852,7416
POA2103,4109,4405,8517,152,161,306,352,405,759,10,4,9,12,12,18,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,374,420,794,73,58,132,7,5,17,605,647,1256,365,434,802,5079,5491,10569
POA2104,1325,1556,2881,25,30,58,133,131,264,3,5,8,4,4,7,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,139,148,291,23,17,37,0,0,0,191,196,382,137,198,338,1650,1950,3601
POA2105,715,702,1425,16,16,32,70,67,138,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,72,76,149,9,6,13,0,0,0,101,100,205,113,95,213,937,903,1836
POA2106,3660,3757,7416,156,154,311,343,422,766,6,10,16,12,9,25,10,0,11,3,0,3,0,0,0,3,4,3,0,0,0,0,0,0,378,443,825,52,52,99,0,3,7,585,655,1242,274,268,540,4513,4676,9197
POA2107,5854,6057,11908,256,284,537,438,517,953,13,5,16,14,3,22,0,0,0,6,13,19,0,0,0,0,0,3,4,0,7,0,0,0,475,544,1024,78,79,159,6,11,20,819,915,1730,448,477,927,7117,7446,14566
POA2108,634,623,1257,38,40,79,60,50,109,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,3,7,0,3,3,0,0,0,68,61,127,6,10,19,0,0,0,114,109,222,104,82,180,847,816,1662
POA2109,717,794,1507,88,105,190,241,315,558,13,14,22,8,10,20,3,4,9,4,3,7,0,4,4,0,0,0,4,5,11,0,0,0,282,354,631,210,233,439,3,6,9,576,699,1272,139,134,277,1434,1629,3057
POA2110,4073,4146,8218,104,104,207,503,394,900,5,6,12,10,3,15,0,0,0,3,0,5,0,0,0,0,0,0,3,3,3,0,0,0,529,412,944,58,64,121,6,6,10,698,587,1288,370,399,770,5135,5137,10267
POA2111,5442,5870,11319,189,197,388,596,615,1214,8,14,19,11,7,24,3,3,7,3,7,11,0,0,0,0,0,0,3,3,9,0,0,0,631,646,1282,92,122,210,10,6,18,920,977,1897,515,527,1039,6888,7372,14253
POA2112,11953,12563,24516,410,418,824,1712,1800,3513,37,42,82,38,51,92,15,20,37,28,30,55,3,0,3,3,6,8,8,10,26,0,0,0,1858,1961,3817,490,587,1073,23,24,41,2776,2984,5761,1074,1100,2171,15795,16649,32447
POA2113,7020,7343,14368,215,205,417,785,769,1556,24,26,49,30,27,57,9,9,16,5,3,10,3,5,4,0,0,0,7,4,8,0,0,0,859,843,1703,277,329,606,16,15,26,1364,1392,2757,515,540,1060,8902,9279,18183
POA2114,8970,9339,18311,321,368,687,1150,1166,2318,25,35,62,45,30,67,10,10,25,28,17,44,4,0,4,0,0,0,10,8,21,0,0,0,1269,1269,2536,430,512,939,24,20,43,2046,2161,4208,661,576,1239,11677,12079,23759
